Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
04/30/1997,173.0745,19.61,19.61,0.0,35.8338,35.8338,,0.8543,,,,,12.8917,,,,,,69.1898,28.167,,,0.0,,75.7177,75.7177,,,0.0,103.8847,,12.0528,12.0528,,,,2.076,,,,,,6.1553,,,,6.1553,20.2841,8.5035,,,,,5.3512,,,,,5.3512,13.8547,34.1388,0.0,110.5181,,,0.0,28.4176,0.0,138.9357,0.0,138.9357,173.0745,
07/31/1997,175.339996,27.684999,27.684999,0.0,31.337,,,0.279,,,,,11.991,,,,,,71.292,28.788,38.365002,-9.577,0.0,,75.260002,,,,75.260002,104.048002,,11.757,11.757,,,,1.939,,,,,,8.666,,,,8.666,22.362,7.814,,,,,2.349,,,,,2.349,10.163,32.525,0.0,111.051003,,,0.0,,31.764,142.815002,0.0,142.815002,175.340002,
10/31/1997,180.3249,30.9471,30.9471,0.0,31.9968,31.9968,,0.209,,,,,11.5569,,,,,,74.7098,30.3665,40.879002,-10.512,0.0,,75.2486,75.2486,,,0.0,105.6151,,13.8237,13.8237,,,,0.3295,,,,,,9.954,,,,9.954,24.1072,7.7429,,,,,2.4246,,,,,2.4246,10.1675,34.2747,0.0,111.1463,,,0.0,34.9039,0.0,146.0502,0.0,146.0502,180.3249,
01/31/1998,182.7615,27.748,27.748,0.0,35.5514,35.5514,,0.093,,,,,13.4679,,,,,,76.8603,33.3708,44.958,-11.587,0.0,,72.5304,72.5304,,,0.0,105.9012,,12.4675,12.4675,,,,0.4731,,,,,,9.3411,,,,9.3411,22.2817,7.8913,,,,,2.5001,,,,,2.5001,10.3914,32.6731,0.0,111.7315,,,0.0,38.3569,0.0,150.0884,0.0,150.0884,182.7615,
04/30/1998,188.8127,36.669,36.669,0.0,30.8383,30.8383,,0.0692,,,,,13.2762,,,,,,80.8527,35.6884,,,0.0,,72.2716,72.2716,,,0.0,107.96,,14.7228,14.7228,,,,0.5242,,,,,,8.6261,,,,8.6261,23.8731,7.9353,,,,,2.5756,,,,,2.5756,10.5109,34.384,0.0,111.769,,,0.0,42.6597,0.0,154.4287,0.0,154.4287,188.8127,
07/31/1998,190.942001,28.796,15.734,13.062,21.851,,,0.0,,,,,24.341,,,,,,74.987999,37.562,50.806999,-13.245,0.0,,78.391998,,,,78.391998,115.953999,,11.675,11.675,,,,0.621,,,,,,7.864,,,,7.864,20.16,7.804,,,,,2.795,,,,,2.795,10.599,30.759,0.0,113.203003,,,0.0,,46.98,160.183002,0.0,160.183002,190.942002,
10/31/1998,198.0044,31.6511,22.7574,8.8937,34.2567,34.2567,,0.0,0.0,0.0,0.0,0.0,13.9725,,,,,,79.8803,40.5217,,,0.0,,77.6024,77.6024,,,0.0,118.1241,,12.6649,12.6649,,,,0.5382,,,,,,9.6344,,,,9.6344,22.8375,7.6762,,,,,2.8221,,,,,2.8221,10.4983,33.3358,0.0,113.4979,,,0.0,51.1707,0.0,164.6686,0.0,164.6686,198.0044,
01/31/1999,201.9326,23.5091,22.7952,0.7139,40.6981,40.6981,,0.0,0.0,0.0,0.0,0.0,15.5568,,,,,,79.764,45.3563,61.084999,-15.729,0.0,,76.8123,76.8123,,,0.0,122.1686,,11.6533,11.6533,,,,0.4647,,,,,,9.4329,,,,9.4329,21.5509,7.6249,,,,,2.836,,,,,2.836,10.4609,32.0118,0.0,113.9285,,,0.0,55.9923,0.0,169.9208,0.0,169.9208,201.9326,
04/30/1999,212.3246,38.0703,38.0703,0.0,36.195,36.195,,0.0,0.0,0.0,0.0,0.0,14.4897,,,,,,88.755,47.5123,,,0.0,,76.0573,76.0573,,,0.0,123.5696,,16.1779,16.1779,,,,0.3635,,,,,,8.8842,,,,8.8842,25.4256,7.5925,,,,,2.8499,,,,,2.8499,10.4424,35.868,0.0,114.1794,,,0.0,62.2772,0.0,176.4566,0.0,176.4566,212.3246,
07/31/1999,218.677994,37.048,37.048,0.0,37.530998,,,0.0,0.0,0.0,0.0,0.0,14.716,,,,,,89.294998,51.599998,70.556999,-18.957001,0.0,,77.782997,77.782997,,,0.0,129.382996,,16.587,16.587,,,,0.26,,,,,,7.802,,,,7.802,24.649,7.56,,,,,2.486,,,,,2.486,10.046,34.695,0.0,115.036446,,,0.0,,68.946442,183.982887,0.0,183.982887,218.677887,
10/31/1999,229.4554,33.0351,33.0351,0.0,41.8522,41.8522,,0.0,0.0,0.0,0.0,0.0,16.4043,,,,,,91.2916,61.149,81.418999,-20.27,0.0,,77.0148,77.0148,,,0.0,138.1638,,18.1383,18.1383,,,,0.1429,,,,,,10.8679,,,,10.8679,29.1491,7.5389,,,,,2.4421,,,,,2.4421,9.981,39.1301,0.0,115.0664,,,0.0,75.2589,0.0,190.3253,0.0,190.3253,229.4554,
01/31/2000,237.5092,15.3388,15.3388,0.0,50.8609,50.8609,,0.0,0.0,0.0,0.0,0.0,20.2406,,,,,,86.4403,66.0743,,,0.0,,84.9946,84.9946,,,0.0,151.0689,,20.1043,20.1043,,,,0.1074,,,,,,9.6411,,,,9.6411,29.8528,7.5175,,,,,2.3981,,,,,2.3981,9.9156,39.7684,0.0,115.8635,,,0.0,81.8773,0.0,197.7408,0.0,197.7408,237.5092,
04/30/2000,248.6901,20.595,20.595,0.0,48.5851,48.5851,,0.0,0.0,0.0,0.0,0.0,19.5769,,,,,,88.757,73.9059,97.773903,-23.867676,0.0,,86.0272,86.0272,,,0.0,159.9331,,22.7268,22.7268,,,,0.0807,,,,,,9.7953,,,,9.7953,32.6028,7.5,,,,,2.3542,,,,,2.3542,9.8542,42.457,0.0,116.0199,,,0.0,90.2132,0.0,206.2331,0.0,206.2331,248.6901,
07/31/2000,262.324005,12.165,12.165,0.0,52.509998,,,0.0,0.0,0.0,0.0,0.0,26.74,,,,,,91.414001,80.514,106.128998,-25.615,0.0,,90.396004,90.396004,,,0.0,170.910004,,19.985001,19.985001,,,,7.842,,,,,,9.545001,,,,9.545001,37.372002,0.712,,,,,4.35,,,,,4.35,5.062,42.434002,0.0,121.514999,,,0.0,,98.375,219.889999,0.0,219.889999,262.324001,
10/31/2000,277.0395,15.6768,15.6768,0.0,55.6214,55.6214,,0.0,0.0,0.0,0.0,0.0,27.8761,,,,,,99.1743,88.4333,,,0.0,,89.4319,89.4319,,,0.0,177.8652,,24.249,24.249,,,,7.895,,,,,,11.0801,,,,11.0801,43.2241,0.6384,,,,,4.3235,,,,,4.3235,4.9619,48.186,0.0,121.5589,,,0.0,107.2946,0.0,228.8535,0.0,228.8535,277.0395,
01/31/2001,292.6971,2.5216,2.5216,0.0,68.5078,68.5078,,0.0,0.0,0.0,0.0,0.0,32.924,,,,,,103.9534,98.4369,,,0.0,,90.3068,90.3068,,,0.0,188.7437,,24.6332,24.6332,,,,7.8102,,,,,,14.5196,,,,14.5196,46.963,0.5633,,,,,4.3037,,,,,4.3037,4.867,51.83,0.0,124.2233,,,0.0,116.6438,0.0,240.8671,0.0,240.8671,292.6971,
04/30/2001,310.0102,18.1031,18.1031,0.0,62.623,62.623,,0.0,0.0,0.0,0.0,0.0,28.5772,,,,,,109.3033,108.7977,,,0.0,,91.9092,91.9092,,,0.0,200.7069,,27.7915,27.7915,,,,7.7978,,,,,,16.8617,,,,16.8617,52.451,0.4869,,,,,4.2832,,,,,4.2832,4.7701,57.2211,0.0,124.6601,,,0.0,128.129,0.0,252.7891,0.0,252.7891,310.0102,
07/31/2001,315.063995,15.245,15.245,0.0,64.906998,,,0.0,0.0,0.0,0.0,0.0,27.712,,,,,,107.863998,114.998001,149.197006,-34.199001,0.0,,92.202003,91.117996,82.752998,8.364998,1.084007,207.200005,,26.77,26.77,,,,0.303,,,,,,17.017999,,,,17.017999,44.091,0.409,,,,,1.412,,,,,1.412,1.821,45.912,0.0,128.091003,,,0.0,,141.061005,269.152008,0.0,269.152008,315.064008,
10/31/2001,346.0004,13.3488,13.3488,0.0,67.405,67.405,,0.0,0.0,0.0,0.0,0.0,35.3182,,,,,,116.072,129.526,,,0.0,,100.4024,100.4024,91.7839,8.6185,0.0,229.9284,,29.3829,29.3829,,,,0.3082,,,,,,19.1368,,,,19.1368,48.8279,0.3302,,,,,5.9463,,,,,5.9463,6.2765,55.1044,0.0,137.0774,,,0.0,153.8186,0.0,290.896,0.0,290.896,346.0004,
01/31/2002,484.7559,123.4408,123.4408,0.0,76.9801,76.9801,,0.0,0.0,0.0,0.0,0.0,34.3034,,,,,,234.7243,148.6609,,,0.0,,101.3707,100.2863,91.7768,8.5095,1.0844,250.0316,,28.7058,28.7058,,,,0.3135,,,,,,20.4687,,,,20.4687,49.488,0.2497,,,,,1.4195,,,,,1.4195,1.6692,51.1572,0.0,267.2846,,,0.0,166.3141,0.0,433.5987,0.0,433.5987,484.7559,
04/30/2002,509.8423,144.0208,144.0208,0.0,64.0331,64.0331,,0.0,0.0,0.0,0.0,0.0,30.7031,,,,,,238.757,170.1121,,,0.0,,100.9732,99.8888,91.7768,8.112,1.0844,271.0853,,33.9888,33.9888,,,,0.319,,,,,,21.2632,,,,21.2632,55.571,0.1679,,,,,1.4367,,,,,1.4367,1.6046,57.1756,0.0,269.7523,,,0.0,182.9144,0.0,452.6667,0.0,452.6667,509.8423,
07/31/2002,535.846985,132.690002,132.690002,0.0,64.071999,,,0.0,0.0,0.0,0.0,0.0,29.23,,,,,,225.992004,197.768997,245.542999,-47.773998,0.0,,112.085999,112.086998,102.919998,9.167,-0.000999,309.854996,,31.893,31.893,,,,0.324,,,,,,14.827999,,,,14.827999,47.044998,0.085,,,,,2.5,,,,,2.5,2.585,49.629998,0.0,287.766998,,,0.0,198.449005,0.000992,486.216995,0.0,486.216995,535.846993,
10/31/2002,557.3097,125.6791,125.6791,0.0,66.5015,66.5015,,0.0,0.0,0.0,0.0,0.0,34.0071,,,,,,226.1877,213.3111,,,0.0,,117.8109,117.8109,108.6626,9.1483,0.0,331.122,,32.2362,32.2362,,,,0.3302,,,,,,21.2686,,,,21.2686,53.835,0.0,,,,,2.4873,,,,,2.4873,2.4873,56.3223,0.0,287.8313,,,0.0,213.1561,0.0,500.9874,0.0,500.9874,557.3097,
01/31/2003,571.6225,94.0038,94.0038,0.0,83.3419,83.3419,,0.0,0.0,0.0,0.0,0.0,36.1762,,,,,,213.5219,240.7283,,,0.0,,117.3723,117.3723,108.6624,8.7099,0.0,358.1006,,33.5063,33.5063,,,,0.256,0.0,0.256,0.256,,,19.0302,,,,19.0302,52.7925,0.0196,0.0,0.0196,0.0196,,2.4728,,,,,2.4728,2.4924,55.2849,0.0,289.425,,,0.0,226.9126,0.0,516.3376,0.0,516.3376,571.6225,
04/30/2003,571.5786,110.8974,110.8974,0.0,68.0794,68.0794,,0.0,0.0,0.0,0.0,0.0,33.1986,,,,,,212.1754,242.4242,,,0.0,,116.979,116.979,108.7044,8.2746,0.0,359.4032,,35.1063,35.1063,,,,0.1743,0.0,0.1743,0.1743,,,18.6686,,,,18.6686,53.9492,0.0179,0.0,0.0179,0.0179,,6.2187,,,,,6.2187,6.2366,60.1858,0.0,269.0574,,,0.0,242.3354,0.0,511.3928,0.0,511.3928,571.5786,
07/31/2003,587.099976,116.746002,116.746002,0.0,71.553001,71.553001,,0.0,0.0,0.0,0.0,0.0,32.790001,,,,,,221.089005,244.360992,313.985992,-69.625,0.0,,121.650002,116.973,109.113998,7.859001,4.677002,366.010994,,38.308998,38.308998,,,,0.091,,,,,,15.784,,,,15.784,54.183998,0.0,,,,,7.277,,,,,7.277,7.277,61.460998,0.0,269.967987,,,0.0,255.671005,0.0,525.638992,0.0,525.638992,587.09999,
10/31/2003,598.5701,119.4635,119.4635,0.0,78.8886,78.8886,,0.0,0.0,0.0,0.0,0.0,35.6318,,,,,,233.9839,248.4931,,,0.0,,116.0931,116.0931,109.7493,6.3438,0.0,364.5862,,38.8268,38.8268,,,,0.0067,,,,,,19.8531,,,,19.8531,58.6866,0.0145,,,,,9.2506,,,,,9.2506,9.2651,67.9517,0.0,259.6409,,,0.0,270.9129,0.0646,530.6184,0.0,530.6184,598.5701,
01/31/2004,619.4136,105.5784,105.5784,0.0,94.9158,94.9158,,0.0,0.0,0.0,0.0,0.0,49.4121,,,,,,249.9063,253.8305,,,0.0,,115.6768,115.6768,109.7493,5.9275,0.0,369.5073,,39.9417,39.9417,,,,0.0069,,,,,,20.6771,,,,20.6771,60.6257,0.0127,,,,,9.2158,,,,,9.2158,9.2285,69.8542,0.0,261.2932,,,0.0,288.2808,-0.0146,549.5594,0.0,549.5594,619.4136,
04/30/2004,658.7895,165.6391,165.6391,0.0,84.3914,84.3914,,0.0,0.0,0.0,0.0,0.0,41.9212,,,,,,291.9517,251.5999,,,0.0,,115.2379,115.2379,109.7493,5.4886,0.0,366.8378,,47.3436,47.3436,,,,0.0071,,,,,,26.0648,,,,26.0648,73.4155,0.0108,,,,,9.208,,,,,9.208,9.2188,82.6343,0.0,262.7406,,,0.0,313.4429,-0.0283,576.1552,0.0,576.1552,658.7895,
07/31/2004,673.02301,178.320006,5.72,172.600006,81.633003,81.633003,,0.0,0.0,0.0,0.0,0.0,33.158001,,,,,,293.110992,257.666992,352.118988,-94.452003,0.0,,122.245003,115.632004,112.691002,2.941002,6.612999,379.911995,,44.080002,44.080002,,,,0.007,,,,,,19.135998,,,,19.135998,63.223,0.0,,,,,7.537,,,,,7.537,7.537,70.76,0.0,267.371002,,,0.0,334.891998,0.0,602.263,0.0,602.263,673.023,
10/31/2004,707.51001,200.041,200.041,0.0,90.709999,,,0.0,0.0,0.0,0.0,0.0,33.049999,,,,,,323.800995,261.660004,,,0.0,,122.049004,115.223999,112.691002,2.532997,6.825005,383.709008,,41.915001,41.915001,,,,0.008,,,,,,30.699001,,,,30.699001,72.622002,0.007,,,,,9.511,,,,,9.511,9.518,82.140002,0.0,267.537994,,,0.0,357.562012,0.270996,625.371002,0.0,625.371002,707.511004,
01/31/2005,732.0899,207.175,0.0,207.175,99.7059,99.7059,,0.0,0.0,0.0,0.0,0.0,36.1561,,,,,,343.037,267.6079,,,0.0,,121.445,114.905,112.6905,2.2145,6.54,389.0529,,48.1294,48.1294,,,,0.87,,,,,,25.787,,,,25.787,74.7864,0.0049,,,,,7.1721,,,,,7.1721,7.177,81.9634,0.0,268.7595,,,0.0,381.1145,0.2525,650.1265,0.0,650.1265,732.0899,
04/30/2005,770.215,243.903,243.903,0.0,94.348,94.348,,0.0,,,,,32.092,,,,,,370.343,275.55,,,0.0,,124.322,117.68,115.549,2.131,6.642,399.872,,50.421,50.421,,,,0.0,0.0,0.0,0.0,,,28.563,,,,28.563,78.984,0.0,0.0,0.0,0.0,,9.223,,,,,9.223,9.223,88.207,0.0,269.681,,,0.0,412.019,0.308,682.008,0.0,682.008,770.215,
07/31/2005,793.528,252.548,252.548,0.0,91.323,91.323,,0.0,0.0,0.0,0.0,0.0,32.257,,,,,,376.128,292.949,410.833,-117.884,0.0,,124.451,118.313,116.375,1.938,6.138,417.4,,9.733,9.733,,,,0.0,,,,,,70.378,,,,70.378,80.111,0.0,,,,,4.038,,,,,4.038,4.038,84.149,0.0,272.017,,,0.0,437.008,0.354,709.379,0.0,709.379,793.528,
10/31/2005,834.562,255.488,105.768,149.72,92.194,92.194,,,0.0,0.0,0.0,0.0,40.829,,,,,,388.511,306.917,,,0.0,,139.134,121.219,119.306,1.913,17.915,446.051,,62.247,62.247,,,,0.0,,,,,,36.064,,,,36.064,98.311,0.0,,,,,1.094,,,,,1.094,1.094,99.405,0.0,274.968,,,,459.821,0.368,735.157,0.0,735.157,834.562,
01/31/2006,828.368,202.328,96.828,105.5,123.896,123.896,,0.0,0.0,0.0,0.0,0.0,55.708,,,,,,381.932,310.938,,,0.0,,135.498,114.301,112.1,2.201,21.197,446.436,,58.308,58.308,,,,0.0,,,,,,31.271,,,,31.271,89.579,0.0,,,,,1.173,,,,,1.173,1.173,90.752,0.0,269.56,,,0.0,467.674,0.382,737.616,0.0,737.616,828.368,
04/30/2006,869.863,251.912,124.012,127.9,112.845,112.845,,0.0,0.0,0.0,0.0,0.0,42.938,,,,,,407.695,320.886,,,0.0,,141.282,114.293,112.23,2.063,26.989,462.168,,62.687,62.687,,,,0.0,,,,,,30.996,,,,30.996,93.683,0.0,,,,,1.174,,,,,1.174,1.174,94.857,0.0,272.344,,,0.0,502.382,0.28,775.006,0.0,775.006,869.863,
07/31/2006,894.705,275.315,126.59,148.725,99.959,99.959,,0.0,0.0,0.0,0.0,0.0,36.076,,,,,,411.35,341.943,474.823,-132.88,0.0,,141.412,114.165,112.291,1.874,27.247,483.355,,8.716,8.716,,,,0.0,0.0,0.0,0.0,,,74.617,,,,74.617,83.333,0.0,0.0,0.0,0.0,,1.402,,,,,1.402,1.402,84.735,0.0,276.052,,,0.0,533.955,-0.037,809.97,0.0,809.97,894.705,
10/31/2006,939.027,313.7,126.645,187.055,100.375,100.375,,,0.0,0.0,0.0,0.0,33.131,,,,,,447.206,348.218,,,0.0,,143.603,113.981,112.291,1.69,29.622,491.821,,56.979,56.979,,,,0.0,,,,,,36.939,,,,36.939,93.918,0.0,,,,,1.434,,,,,1.434,1.434,95.352,0.0,279.053,,,0.0,564.3,0.322,843.675,0.0,843.675,939.027,
01/31/2007,969.027,319.938,124.053,195.885,112.174,112.174,,0.0,0.0,0.0,0.0,0.0,40.51,,,,,,472.622,352.385,,,0.0,,144.02,113.798,112.291,1.507,30.222,496.405,,58.787,58.787,,,,0.0,,,,,,21.953,,,,21.953,80.74,0.0,,,,,1.502,,,,,1.502,1.502,82.242,0.0,292.2,,,0.0,594.69,-0.105,886.785,0.0,886.785,969.027,
04/30/2007,1015.033,249.114,120.779,128.335,105.694,105.694,,0.0,0.0,0.0,0.0,0.0,32.286,,,,,,387.094,355.309,,,0.0,,272.63,113.621,112.291,1.33,159.009,627.939,,62.967,62.967,,,,0.0,,,,,,21.353,,,,21.353,84.32,0.0,,,,,1.535,,,,,1.535,1.535,85.855,0.0,295.156,,,0.0,633.558,0.464,929.178,0.0,929.178,1015.033,
07/31/2007,1014.6,210.246,107.621,102.625,109.895,109.895,,5.999,0.0,0.0,5.999,0.0,37.568,,,,,,363.708,420.664,583.385,-162.721,,,230.228,189.087,161.645,27.442,41.141,650.892,,13.392,13.392,,,,9.256,,,,,,93.21,,,,93.21,115.858,0.0,,,,,17.876,,,,,17.876,17.876,133.734,0.0,206.126,,,0.0,670.293,4.447,880.866,0.0,880.866,1014.6,
10/31/2007,1077.687,249.854,249.854,,114.888,114.888,,7.772,,,,,34.995,,,,,,407.509,435.754,,,,,234.424,197.655,168.356,29.299,36.769,670.178,,80.308,80.308,,,,0.0,,,,,,44.794,,,,44.794,125.102,0.0,,,,,18.487,,,,,18.487,18.487,143.589,,221.235,,,0.0,704.282,8.581,934.098,,934.098,1077.687,
01/31/2008,1052.903,173.225,173.225,,137.286,137.286,,7.356,,,,,43.751,,,,,,361.618,459.321,,,,,231.964,192.329,165.976,26.353,39.635,691.285,,90.934,90.934,,,,0.0,,,,,,22.08,,,,22.08,113.014,0.0,,,,,18.046,,,,,18.046,18.046,131.06,,183.937,,,0.0,736.306,1.6,921.843,,921.843,1052.903,
04/30/2008,1008.261,96.345,96.345,,129.526,129.526,,6.851,,,,,38.799,,,,,,271.521,498.248,,,,,238.492,197.377,173.907,23.47,41.115,736.74,,99.207,99.207,,,,0.0,,,,,,29.703,,,,29.703,128.91,0.0,,,,,16.701,,,,,16.701,16.701,145.611,,78.794,,,0.0,782.782,1.074,862.65,,862.65,1008.261,
07/31/2008,956.247,38.954,38.954,,111.705,111.705,,5.334,,,5.334,,56.76,,,,,,212.753,510.34,704.092,-193.752,0.0,0.0,233.154,199.065,177.164,21.901,34.089,743.494,,13.193,13.193,,,,17.502,,,,,,97.557,,,,97.557,128.252,0.0,,,,,28.999,,,,,28.999,28.999,157.251,,316.673,,,0.0,481.49,0.833,798.996,,798.996,956.247,
10/31/2008,949.562,50.77,50.77,0.0,118.508,118.508,0.0,4.329,,,,,47.277,,,6.01,7.264,40.013,220.884,514.908,,,0.0,,213.77,182.39,165.366,17.024,25.37,728.678,,88.021,,10.692,,77.329,7.579,7.579,,,,,19.263,,,11.197,0.0,114.863,0.0,0.0,,,,27.571,,,,,16.374,27.571,142.434,0.0,318.844,318.844,,0.0,518.744,-30.46,807.128,0.0,807.128,949.562,
