Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2008,2863.8,1285.3,979.7,305.6,217.3,217.3,,33.2,12.8,5.4,15.0,0.0,27.7,,,,,,,1563.5,903.5,1311.0,-407.5,131.7,,265.1,0.0,0.0,0.0,,,265.1,1300.3,,159.7,159.7,,,,6.0,6.0,0.0,0.0,,307.5,,,,307.5,473.2,29.0,29.0,0.0,0.0,350.0,,,350.0,379.0,852.2,0.0,389.1,,,-194.8,1718.7,64.9,1977.9,33.7,2011.6,2863.8,
06/30/2008,2980.4,1387.0,1110.9,276.1,230.6,230.6,,33.9,14.2,5.9,13.8,0.0,26.9,,,,,,,1678.4,950.4,1373.2,-422.8,109.7,,241.9,0.0,0.0,0.0,,,241.9,1302.0,,147.7,147.7,,,,5.6,5.6,0.0,0.0,,297.2,,,,297.2,450.5,24.5,24.5,0.0,0.0,381.7,,,381.7,406.2,856.7,0.0,422.5,,,-274.6,1894.8,45.9,2088.6,35.1,2123.7,2980.4,
09/30/2008,2984.8,1119.6,932.3,187.3,239.6,239.6,,41.1,16.7,7.0,17.4,0.0,28.4,,,,,,,1428.7,976.4,1413.6,-437.2,317.8,,261.9,0.0,0.0,0.0,,,261.9,1556.1,,141.2,141.2,,,,5.7,5.7,0.0,0.0,,376.2,,,,376.2,523.1,24.6,24.6,0.0,0.0,321.7,,,321.7,346.3,869.4,0.0,433.9,,,-401.8,2077.6,-30.2,2079.5,35.9,2115.4,2984.8,
12/31/2008,2936.7,1136.7,988.3,148.4,197.3,197.3,,81.3,18.8,6.4,56.1,0.0,38.9,,,,,,,1454.2,1041.2,1519.6,-478.4,284.7,,156.6,,,,,,156.6,1482.5,,162.4,162.4,,,,6.1,,,,,304.1,,,,304.1,472.6,26.1,,,,321.2,,,321.2,347.3,819.9,0.0,427.9,,,-437.4,2147.1,-55.6,2082.0,34.8,2116.8,2936.7,
03/31/2009,2799.6,1007.8,898.4,109.4,169.1,169.1,0.0,118.3,21.7,15.5,81.1,0.0,37.9,,,75.7,,,37.9,1333.1,1018.2,1503.6,-485.4,291.5,291.5,156.8,,,,,,81.1,1466.5,,216.2,122.4,18.1,,75.7,5.8,0.0,,,5.8,150.0,92.0,,,150.0,372.0,24.3,24.3,,,323.2,,45.0,186.2,347.5,719.5,0.0,437.0,2.3,434.7,-453.3,2149.1,-86.7,2046.1,34.0,2080.1,2799.6,
06/30/2009,2844.3,1024.8,889.9,134.9,172.5,172.5,0.0,108.6,29.2,29.8,49.6,0.0,97.4,,,70.3,,,97.4,1403.3,1046.3,1563.2,-516.9,232.5,232.5,162.2,,,,,,91.9,1441.0,,258.2,141.1,23.0,,94.1,5.2,0.0,,,5.2,105.9,91.5,,,105.9,369.3,22.1,22.1,,,321.0,,44.3,185.2,343.1,712.4,,445.5,2.3,443.2,-453.3,2150.8,-39.9,2103.1,28.8,2131.9,2844.3,
09/30/2009,2879.8,906.5,792.2,114.3,188.3,188.3,,110.0,24.3,32.8,52.9,0.0,99.1,,,82.4,,,99.1,1303.9,1065.4,1613.1,-547.7,329.5,329.5,181.0,,,,,,98.6,1575.9,,279.0,151.2,6.3,,121.5,5.5,0.0,,,5.5,83.6,101.7,,,83.6,368.1,23.4,23.4,,,364.4,,44.8,217.9,387.8,755.9,0.0,453.8,2.3,451.5,-453.3,2086.2,7.2,2093.9,30.0,2123.9,2879.8,
12/31/2009,3566.5,718.6,632.7,85.9,173.3,173.3,0.0,160.8,47.2,55.4,58.2,0.0,196.9,0.0,,95.3,72.5,,124.4,1249.6,1460.7,2012.4,-551.7,297.6,297.6,558.6,332.0,285.3,46.7,9.0,,122.3,2316.9,,393.3,219.3,28.0,0.0,146.0,32.2,0.0,,,32.2,83.6,106.3,,,83.6,509.1,384.4,256.8,127.6,127.6,466.2,,46.6,313.3,850.6,1359.7,0.0,509.8,2.4,507.4,-453.3,2079.1,33.0,2168.6,38.2,2206.8,3566.5,
03/31/2010,3565.7,649.6,477.9,171.7,265.8,265.8,0.0,188.3,27.5,112.0,48.8,0.0,207.1,13.9,,103.1,72.6,,128.9,1310.8,1487.3,2064.8,-577.5,209.6,209.6,558.0,330.4,285.3,45.1,,,110.6,2254.9,,373.1,230.0,21.3,,121.8,42.7,0.0,,,42.7,138.2,116.9,6.0,,137.7,554.0,401.2,401.2,,,397.4,,46.7,227.8,798.6,1352.6,0.0,520.2,2.4,517.8,-453.4,2069.5,31.6,2167.9,45.2,2213.1,3565.7,
06/30/2010,3592.3,703.9,653.0,50.9,276.7,276.7,0.0,207.5,45.9,118.2,43.4,0.0,181.7,7.1,,108.4,18.3,,157.8,1369.8,1579.4,2180.5,-601.1,70.7,70.7,572.4,329.2,285.8,43.4,,,127.7,2222.5,,451.8,280.0,46.1,,125.7,45.9,0.0,,,45.9,143.2,119.2,4.1,,138.9,640.9,413.4,413.4,,,348.4,,46.8,178.3,761.8,1402.7,0.0,538.0,2.4,535.6,-453.6,2083.3,-25.8,2141.9,47.7,2189.6,3592.3,
09/30/2010,4203.4,596.1,588.1,8.0,251.9,251.9,0.0,426.4,51.4,326.1,48.9,0.0,276.6,7.3,,135.2,14.6,,249.6,1551.0,1870.4,2513.9,-643.5,80.8,80.8,701.2,403.5,342.2,61.3,,,155.2,2652.4,,710.2,543.0,19.1,,148.1,112.0,55.5,,,56.5,176.5,199.0,13.0,,166.1,998.7,492.1,126.6,365.5,365.5,427.7,,48.0,167.7,919.8,1918.5,,547.7,2.4,545.3,-453.7,2101.0,38.6,2233.6,51.3,2284.9,4203.4,
12/31/2010,4611.9,707.3,707.3,0.0,296.0,296.0,0.0,214.6,104.8,58.0,51.8,0.0,519.4,17.8,237.5,139.3,,,277.9,1737.3,2033.5,2742.4,-708.9,110.3,110.3,730.8,395.2,342.7,52.5,12.2,,166.3,2874.6,,1003.9,745.5,,,258.4,72.1,0.0,,,72.1,208.1,190.2,,,184.0,1284.1,610.6,498.5,112.1,112.1,421.6,,54.1,177.3,1032.2,2316.3,0.0,560.3,2.4,557.9,-456.2,2113.5,34.1,2251.7,43.9,2295.6,4611.9,
03/31/2011,4959.3,684.1,684.1,0.0,401.3,401.3,0.0,275.7,137.7,78.5,59.5,0.0,498.2,8.5,195.8,176.3,8.3,,282.6,1859.3,2144.1,2897.4,-753.3,136.0,136.0,819.9,402.1,349.8,52.3,,,233.0,3100.0,,766.3,516.5,65.0,,184.8,56.7,0.0,,,56.7,142.3,212.7,11.9,,135.0,965.3,1172.4,1172.4,,,446.9,,53.3,169.0,1619.3,2584.6,0.0,594.6,2.4,592.2,-458.8,2109.0,83.4,2328.2,46.5,2374.7,4959.3,
06/30/2011,5297.4,651.9,651.9,0.0,272.9,272.9,0.0,335.4,144.8,103.2,87.4,0.0,559.4,7.5,226.5,211.3,25.6,,292.4,1819.6,2417.5,3182.0,-764.5,145.2,145.2,915.1,455.0,404.9,50.1,,,241.3,3477.8,,926.7,608.4,80.2,,238.1,69.7,59.0,,,10.7,139.0,165.4,,,106.3,1135.4,1334.7,1334.7,,,400.9,,56.1,179.4,1735.6,2871.0,0.0,605.6,2.4,603.2,-458.9,2156.3,74.8,2377.8,48.6,2426.4,5297.4,
09/30/2011,6285.6,786.1,786.1,0.0,254.0,254.0,0.0,375.4,138.0,113.8,123.6,0.0,776.2,2.3,,242.4,,,775.3,2191.7,2886.8,3710.7,-823.9,116.8,116.8,1090.3,584.9,406.8,178.1,,,260.7,4093.9,,1071.2,801.6,,,269.6,204.6,194.4,,,10.2,343.3,166.7,8.2,,160.5,1619.1,1728.9,1728.9,,,584.3,,55.4,354.0,2313.2,3932.3,0.0,614.5,2.4,612.1,-459.0,2061.9,30.5,2247.9,105.4,2353.3,6285.6,
12/31/2011,4881.6,585.8,585.8,0.0,202.9,202.9,0.0,321.8,121.6,97.7,102.5,0.0,775.4,3.4,373.0,44.8,,,398.5,1885.9,2393.1,3244.9,-851.8,54.5,54.5,548.1,149.2,,149.2,0.0,,350.7,2995.7,,1103.6,694.6,,,409.0,161.2,0.0,13.3,13.3,147.9,172.1,208.6,0.0,,123.3,1436.9,1778.9,1684.4,94.5,94.5,880.9,0.0,69.4,602.9,2659.8,4096.7,0.0,624.1,2.4,621.7,-459.8,577.5,-3.9,737.9,47.0,784.9,4881.6,
03/31/2012,4805.8,380.6,380.6,0.0,258.4,258.4,0.0,283.2,56.9,175.7,50.6,0.0,861.2,0.8,522.8,37.8,,,337.1,1783.4,2416.6,3289.6,-873.0,53.4,53.4,552.4,145.9,,145.9,,,367.9,3022.4,,977.6,586.0,,,391.6,208.1,0.0,,,208.1,211.9,144.0,,,111.5,1397.6,1901.5,1901.5,,,806.1,,70.0,592.1,2707.6,4105.2,0.0,630.8,2.4,628.4,-459.8,485.5,-8.7,647.8,52.8,700.6,4805.8,
06/30/2012,4503.4,448.6,448.6,0.0,235.2,235.2,0.0,259.4,62.7,162.4,34.3,0.0,509.4,0.3,246.5,35.5,,,259.4,1452.6,2445.5,3340.8,-895.3,53.9,53.9,551.4,143.5,,143.5,,,372.1,3050.8,,968.7,419.5,,,549.2,133.8,0.0,,,133.8,130.8,193.1,,,124.9,1233.3,1803.9,1803.9,,,824.8,,73.1,558.6,2628.7,3862.0,0.0,636.2,2.4,633.8,-459.8,424.2,-22.4,578.2,63.2,641.4,4503.4,
09/30/2012,4693.0,609.8,609.8,0.0,252.0,252.0,0.0,246.1,70.1,128.6,47.4,0.0,531.4,0.1,246.0,30.9,,,275.0,1639.3,2445.5,3395.3,-949.8,48.4,48.4,559.8,138.3,,138.3,,,390.5,3053.7,,829.7,463.9,,,365.8,147.0,0.0,,,147.0,231.3,177.9,,,82.9,1208.0,2166.4,2166.4,,,665.1,,72.4,414.8,2831.5,4039.5,0.0,622.6,2.4,620.2,-459.8,437.8,-13.4,587.2,66.3,653.5,4693.0,
12/31/2012,4745.3,553.8,553.8,0.0,220.4,220.4,0.0,247.8,89.1,109.1,49.6,0.0,437.4,0.0,133.8,0.0,,,303.1,1459.4,2673.0,3637.1,-964.1,49.6,49.6,563.3,114.2,0.0,114.2,,,449.1,3285.9,,820.0,477.0,,,343.0,108.7,0.0,7.5,7.5,101.2,205.9,175.2,0.0,,80.7,1134.6,2267.1,2181.3,85.8,85.8,666.2,0.0,52.7,438.3,2933.3,4067.9,0.0,650.1,2.4,647.7,-460.3,425.3,-39.8,575.3,102.1,677.4,4745.3,
03/31/2013,4553.2,421.6,421.6,0.0,278.5,278.5,0.0,227.6,67.9,75.2,84.5,0.0,465.9,,221.0,,,,241.0,1393.6,2579.9,2738.5,-158.6,0.0,,579.7,,,,,,579.7,3159.6,,767.7,402.6,,,365.1,133.9,0.0,,,133.9,200.5,181.7,,,43.3,1102.1,2293.3,2293.3,,,619.9,,0.0,438.2,2913.2,4015.3,0.0,657.2,2.4,654.8,-460.5,333.7,-72.9,457.5,80.4,537.9,4553.2,
06/30/2013,4685.5,438.0,438.0,0.0,230.3,230.3,0.0,241.6,99.3,79.7,62.6,0.0,583.3,,336.5,,,,244.4,1493.2,2597.9,2742.5,-144.6,0.0,,594.4,,,,,,594.4,3192.3,,802.7,467.3,,,335.4,256.2,0.0,,,256.2,240.0,133.4,,,25.3,1298.9,2359.8,2359.8,,,600.1,,0.0,466.7,2959.9,4258.8,0.0,664.2,8.8,655.4,-461.3,228.6,-105.0,326.5,100.2,426.7,4685.5,
09/30/2013,5565.0,640.3,640.3,0.0,335.3,335.3,0.0,207.8,74.2,81.0,52.6,0.0,719.9,0.2,356.7,,,,361.2,1903.3,3036.7,4125.3,-1088.6,0.0,,625.0,,,,,,624.8,3661.7,,1076.1,667.5,,,408.6,281.3,0.0,,,281.3,181.8,101.7,,,23.4,1539.2,2837.0,2837.0,,,605.3,,,503.6,3442.3,4981.5,0.0,451.7,2.7,449.0,0.0,119.0,-83.7,487.0,96.5,583.5,5565.0,
12/31/2013,6680.5,573.5,573.5,0.0,351.5,351.5,0.0,248.4,114.7,98.8,34.9,0.0,1211.6,514.8,460.1,55.5,,,657.7,2385.0,3122.9,4242.9,-1120.0,7.9,7.9,1164.7,117.1,25.3,91.8,18.4,33.2,425.7,4295.5,,1283.9,867.7,,,416.2,397.5,393.0,4.5,4.5,,207.9,90.0,777.0,77.7,34.1,1889.3,3178.7,3089.2,89.5,89.5,1271.3,0.0,49.2,277.4,4450.0,6339.3,0.0,460.4,2.7,457.7,-0.2,-168.0,-60.0,232.2,109.0,341.2,6680.5,
03/31/2014,7166.1,463.4,463.4,0.0,312.5,312.5,0.0,215.4,75.8,105.0,34.6,0.0,1142.4,814.6,448.0,,,,690.9,2133.7,3495.9,4896.3,-1400.4,32.1,32.1,1504.4,,,,,,689.8,5032.4,,1281.6,818.8,,,462.8,451.8,0.0,,,451.8,149.5,121.6,1528.6,,29.7,1882.9,3491.0,3491.0,,,2028.7,,,378.5,5519.7,7402.6,0.0,474.5,2.7,471.8,-0.5,-781.5,-48.6,-356.1,119.6,-236.5,7166.1,
06/30/2014,8392.8,954.7,954.7,0.0,326.3,326.3,0.0,219.5,60.5,111.6,47.4,0.0,1139.1,0.0,363.5,,,,770.9,2639.6,4752.0,6239.7,-1487.7,41.3,41.3,959.9,,,,,,959.9,5753.2,,1519.7,1030.9,,,488.8,482.4,0.0,,,482.4,158.1,123.6,,,27.3,2160.2,4912.5,4912.5,,,458.0,,0.0,334.4,5370.5,7530.7,0.0,1191.4,2.7,1188.7,-5.8,-822.7,-4.8,358.1,504.0,862.1,8392.8,
09/30/2014,10268.8,841.0,841.0,0.0,425.4,425.4,0.0,246.6,65.1,120.6,60.9,0.0,1112.1,0.0,264.4,,,,826.8,2625.1,6087.6,7585.7,-1498.1,151.0,151.0,1405.1,769.0,,,,,636.1,7643.7,,1562.0,1051.5,,,510.5,1070.7,0.0,3.4,3.4,1067.3,217.0,183.1,0.0,,23.3,2849.7,5273.8,5194.6,79.2,79.2,866.7,,,683.6,6140.5,8990.2,0.0,1549.5,2.7,1546.8,-8.0,-1106.1,-49.7,385.7,892.9,1278.6,10268.8,
12/31/2014,11499.8,943.7,943.7,0.0,471.9,471.9,0.0,226.4,67.8,101.1,57.5,0.0,1146.0,0.0,251.5,94.5,,,812.3,2788.0,7074.3,8434.8,-1360.5,16.3,16.3,1621.2,659.8,73.4,586.4,0.0,132.8,734.1,8711.8,,1875.7,1229.7,,,646.0,1079.7,1076.7,3.0,3.0,,189.7,204.1,0.0,66.8,11.6,3145.1,6119.7,6041.3,78.4,78.4,750.4,0.0,54.7,424.8,6870.1,10015.2,0.0,1700.8,2.7,1698.1,-8.7,-1348.4,-110.8,232.9,1251.7,1484.6,11499.8,
03/31/2015,13812.0,789.0,789.0,0.0,290.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,,,,,,1336.0,2415.0,8242.0,8881.0,-639.0,261.0,261.0,2894.0,2027.0,402.0,1625.0,,,867.0,11397.0,,1822.0,1050.0,,,772.0,1414.0,0.0,,,1414.0,482.0,186.0,,,399.0,3718.0,7747.0,7747.0,,,852.0,,0.0,666.0,8599.0,12317.0,0.0,1871.0,3.0,1868.0,-10.0,-1721.0,-22.0,118.0,1377.0,1495.0,13812.0,
06/30/2015,17557.0,1294.0,1294.0,0.0,361.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.0,,,,,0.0,1949.0,3604.0,10464.0,11031.0,-567.0,332.0,332.0,3157.0,2138.0,425.0,1713.0,,,1019.0,13953.0,,1782.0,852.0,,,930.0,1551.0,0.0,,,1551.0,523.0,601.0,,,379.0,3856.0,9171.0,9171.0,,,1222.0,,0.0,621.0,10393.0,14249.0,0.0,2724.0,3.0,2721.0,-75.0,-1983.0,-34.0,632.0,2676.0,3308.0,17557.0,
09/30/2015,20714.0,2393.0,2393.0,0.0,448.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.0,0.0,800.0,,,0.0,2124.0,5785.0,11359.0,11983.0,-624.0,156.0,156.0,3414.0,2001.0,511.0,1490.0,,,1413.0,14929.0,,2055.0,1105.0,,,950.0,1905.0,0.0,,,1905.0,1170.0,603.0,0.0,,1037.0,5130.0,9767.0,9688.0,79.0,79.0,1244.0,,0.0,641.0,11011.0,16141.0,0.0,3795.0,3.0,3792.0,-78.0,-2267.0,-48.0,1402.0,3171.0,4573.0,20714.0,
