Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
01/28/1995,136.535995,,-88.735001,,47.800995,,-38.445,,,9.356,0.292,,0.112,,0.017,-0.421,9.648,-3.639,6.009,0.0,,,6.009,0.0,6.009,0.0,,6.009,6.009,,128.928005,0.045,0.045,,128.928005,0.045,0.045,0.045,
04/29/1995,140.509995,,-88.333,,52.176995,,-40.976002,,,11.201,0.327,,0.122,,-0.02,-0.429,11.528,-4.519,7.009,0.0,,,7.009,0.0,7.009,0.0,,7.009,7.009,,128.982,0.053333,0.053333,0.053333,128.982,0.053333,0.053333,0.053333,
07/29/1995,134.339996,,-86.662003,,47.677994,,-37.777,,,9.901,0.354,,0.106,,-0.001,-0.459,10.255,-3.936,6.319,0.0,,,6.319,0.0,6.319,0.0,,6.319,6.319,,129.089996,0.048333,0.048333,,129.089996,0.048333,0.048333,0.048333,
10/28/1995,143.709,,-93.444,,50.264999,,-39.580002,,,10.685,0.453,,0.105,,-0.014,-0.544,11.138,-4.139,6.999,0.0,,,6.999001,0.0,6.999,0.0,,6.999,6.999,,129.209999,0.053333,0.053333,,129.209999,0.053333,0.053333,0.053333,
01/27/1996,148.671997,,-96.524002,,52.147995,,-41.368,,,10.78,0.559,,0.096,,0.012,-0.667,11.339,-4.323,7.016,0.0,,,7.016,0.0,7.016,0.0,,7.016,7.016,,129.275997,0.053333,0.053333,,129.275997,0.053333,0.053333,0.053333,
04/27/1996,155.172012,,-99.876984,,55.295028,,-42.950993,,,12.343999,0.632,,0.103,,-0.002,-0.733,12.975999,-4.563,8.413,0.0,,,8.412999,0.0,8.413,0.0,,8.413,8.413,,129.366006,0.063333,0.063333,0.063333,129.366006,0.063333,0.063333,0.063333,
07/27/1996,149.298996,,-92.098,,57.200996,,-40.949001,,,9.146,0.574,,0.096,,0.009,-0.679,9.72,-3.488,6.232,0.0,,,6.232,0.0,6.318,0.0,,6.318,6.318,,129.485996,0.048333,0.048333,0.048333,129.485996,0.048333,0.048333,0.048333,
10/26/1996,169.013,,-109.126999,,59.886002,,-47.487,,,12.399,0.388,,0.28,,-0.005,-0.663,12.787,-4.695,8.092,0.0,,,8.092,0.0,8.092,0.0,,8.092,8.092,,130.691998,0.061667,0.061667,0.061667,130.691998,0.061667,0.061667,0.061667,
01/25/1997,181.996002,,-115.859001,,66.137001,,-51.650002,,,14.487,0.08,,0.276,,0.007,-0.363,14.567,-5.55,9.017,0.0,,,9.017,0.0,9.017,0.0,,9.017,9.017,,130.956001,0.07,0.07,0.07,130.956001,0.07,0.07,0.07,
04/26/1997,187.587006,,-118.750999,,68.836007,,-53.881001,,,14.955,0.122,,,,0.0,-0.122,15.077,-5.887,9.19,0.0,,,9.19,0.0,9.19,0.0,,9.19,9.19,,131.226,0.07,0.07,0.07,131.226,0.07,0.07,0.07,
07/25/1997,179.988007,,-114.122002,,65.866005,,-52.533001,,,13.333,0.205,,0.195,,0.009,-0.409,13.538,-5.198,8.34,0.0,,,8.34,0.0,8.34,0.0,,8.34,8.34,,131.711998,0.063333,0.063333,0.063333,131.711998,0.063333,0.063333,0.063333,
10/25/1997,191.634995,,-120.887001,,70.747993,,-55.058998,,,15.689,0.251,,0.222,,0.012,-0.485,15.94,-5.877,10.063,0.0,,,10.063,0.0,10.063,0.0,,10.063,10.063,,132.27,0.075,0.075,0.075,132.689999,0.075,0.075,0.075,
01/24/1998,195.539993,,-122.204002,,73.335991,,-56.242001,,,17.094,0.37,,0.126,,0.06,-0.556,17.464,-6.666,10.798,0.0,,,10.798,0.0,10.798,0.0,,10.798,10.798,,132.414001,0.0825,0.0825,0.0825,132.839996,0.0825,0.0825,0.0825,
04/25/1998,211.005997,,-135.175003,,75.830994,,-64.072998,,,18.434999,0.467,,0.221,,-0.002,-0.686,18.901999,-7.257,11.645,0.0,,,11.644999,0.0,11.568,0.0,,11.568,11.568,,133.36,0.0875,0.0875,0.0875,133.36,0.0875,0.0875,0.0875,
07/25/1998,200.072998,,-126.482002,,73.590996,,-57.348,,,16.243,0.42,,0.14,,0.066,-0.626,16.663,-6.434,10.229,0.0,,,10.229,0.0,10.229,0.0,,10.229,10.229,,133.548004,0.0775,0.0775,0.0775,133.548004,0.0775,0.0775,0.0775,
10/24/1998,213.324997,,-134.401001,,78.923996,,-60.248001,,,18.676001,0.394,,0.145,,0.079,-0.618,19.070001,-7.173,11.897,0.0,,,11.897001,0.0,11.897,0.0,,11.897,11.897,,133.292007,0.09,0.09,0.09,133.748001,0.09,0.09,0.09,
01/23/1999,230.175995,,-144.335007,,85.840988,,-64.343002,,,21.497999,0.562,,0.113,,0.009,-0.684,22.059999,-8.312,13.748,0.0,,,13.747999,0.0,13.748,0.0,,13.748,13.748,,133.440002,0.1025,0.1025,0.1025,133.888,0.1025,0.1025,0.1025,
04/24/1999,235.199005,,-147.718994,,87.480011,,-66.425003,,,21.055,0.863,,0.119,,-0.013,-0.969,21.918,-7.896,14.022,0.0,,,14.022,0.0,14.022,0.0,,14.022,14.022,,134.755996,0.105,0.105,0.105,134.755996,0.105,0.105,0.105,
07/31/1999,254.598999,,-161.067993,,93.531006,,-71.388,,,22.143,1.007,,0.046,,0.059,-1.112,23.15,-8.661,14.489,0.0,,,14.488999,0.0,14.489,0.0,,14.489,14.489,,134.988007,0.11,0.11,0.11,134.988007,0.105,0.105,0.105,
10/30/1999,248.434998,,-157.645004,,90.789993,,-68.480003,,,22.309999,1.337,,0.056,,-0.023,-1.37,23.646999,-8.836,14.811,0.0,,,14.810999,0.0,14.811,0.0,,14.811,14.811,,134.703995,0.11,0.11,0.11,135.231995,0.11,0.11,0.11,
01/29/2000,260.171997,,-163.755997,,96.416,,-70.667,,,25.749001,1.723,,0.037,,-0.031,-1.729,27.472001,-10.28,17.191999,0.0,,,17.192001,0.0,17.191999,0.0,,17.191999,17.191999,,134.748,0.1275,0.1275,0.1275,135.188004,0.1275,0.1275,0.1275,
04/29/2000,277.141998,,-174.832993,,102.309005,,-75.052002,,,27.257,1.473,,0.0,,0.034,-1.507,28.73,-10.75,17.98,0.0,,,17.98,0.0,17.98,0.0,,17.98,17.98,,134.951996,0.1325,0.1325,0.1325,134.951996,0.1325,0.1325,0.1325,
07/29/2000,268.294006,,-171.281998,,97.012009,,-72.814003,,,24.198,1.512,,0.03,,0.026,-1.568,25.71,-9.616,16.094,0.0,,,16.094,0.0,16.094,0.0,0.0,16.094,16.094,,134.766006,0.12,0.12,0.12,135.294006,0.12,0.12,0.12,
10/28/2000,290.71701,,-188.718002,,101.999008,,-73.217003,,,28.782,1.507,,0.027,,0.09,-1.624,30.289,-11.32,18.969,0.0,,,18.969,0.0,18.969,0.0,0.0,18.969,18.969,,134.792008,0.14,0.14,0.14,135.348008,0.14,0.14,0.14,
01/27/2001,290.57901,,-185.826004,,104.753006,,-74.150002,,,30.603001,1.979,,0.041,,-0.007,-2.013,32.582001,-12.196,20.386,0.0,,,20.386001,0.0,20.386,0.0,,20.386,20.386,,135.725998,0.15,0.15,0.15,135.725998,0.15,0.15,0.15,
04/28/2001,310.398987,,-212.669006,,97.729981,,-67.083,,,30.646999,2.968,,0.025,,0.106,-3.099,33.614999,-12.589,21.025999,0.0,,,21.025999,0.0,21.025999,0.0,,21.025999,21.025999,,135.731994,0.155,0.155,0.155,135.731994,0.155,0.155,0.155,
07/28/2001,303.253998,,-196.186996,,107.067001,,-77.626999,,,29.440001,1.896,,0.037,,0.0,-1.933,31.336001,-11.723,19.613001,0.0,,,19.613001,0.0,19.613001,0.0,0.0,19.613001,19.613001,,135.132004,0.145,0.145,0.145,136.024002,0.145,0.145,0.145,
10/27/2001,355.018005,,-233.815002,,121.203003,,-85.248001,,,35.955002,1.232,,0.034,,0.086,-1.352,37.187002,-13.905,23.282,0.0,,,23.282002,0.0,23.282,0.0,0.0,23.282,23.282,,135.544006,0.17,0.17,0.17,136.505996,0.17,0.17,0.17,
01/26/2002,357.394,,-231.786,,125.608,0.0,-87.027,,,38.581,1.088,,0.012,,0.07,-1.17,39.669,-14.837,24.832,,,,24.832,,24.832,0.0,0.0,24.832,24.832,,135.374,0.185,0.185,0.185,136.45,0.18,0.18,0.18,
04/27/2002,399.849,,-259.547,,140.302,,-97.098,,,43.204,0.827,,,,,-0.827,44.031,-16.468,27.563,,,,27.563,,27.563,,0.0,27.563,27.563,,136.624,0.205,0.205,0.205,136.624,0.2,0.2,0.2,
07/27/2002,387.739,,-254.564,,133.175,,-94.312,,,38.863,1.322,-1.331,0.009,-1.34,0.009,0.0,40.185,-15.109,25.076,-3.372,,,28.448,,28.448,,,28.448,28.448,,135.73,0.21,0.185,0.185,137.012,0.21,0.185,0.185,
10/26/2002,400.821,,-263.047,,137.774,,-95.316,,,42.458,1.688,-1.749,0.002,-1.751,0.061,0.0,44.146,-16.601,27.545,,,,27.545,,27.545,,,27.545,27.545,,135.804,0.205,0.205,0.205,137.208,0.2,0.2,0.2,
01/25/2003,421.070007,,-273.304993,,147.765014,,-101.288002,,,46.477001,1.755,,0.034,,-0.108,-1.681,48.232001,-18.129999,30.101999,0.0,,,30.102002,0.0,30.101999,0.0,0.0,30.101999,30.101999,,135.593994,0.22,0.22,0.22,136.811996,0.22,0.22,0.22,
04/26/2003,447.325989,,-291.45401,,155.871979,,-104.722,,,51.150002,2.689,,0.021,,0.0,-2.71,53.839002,-20.242001,33.597,0.0,,,33.597001,0.0,33.597,0.0,0.0,33.597,33.597,,135.520004,0.25,0.25,0.25,136.546006,0.245,0.245,0.245,
07/26/2003,433.261993,,-288.679993,,144.582001,,-99.572998,,,45.008999,2.093,,0.032,,-0.227,-1.898,47.101999,-17.709,29.393,0.0,,,29.392999,0.0,29.393,0.0,0.0,29.393,29.393,,135.675995,0.215,0.215,0.215,136.860001,0.215,0.215,0.215,
10/25/2003,477.51001,,-311.188995,,166.321014,,-110.042999,,,56.278,-0.373,,1.889,,-0.151,-1.365,55.905,-21.018999,34.886002,0.0,,,34.886001,0.0,34.886002,0.0,0.0,34.886002,34.886002,,135.811996,0.255,0.255,0.255,137.697998,0.25,0.25,0.25,
01/24/2004,521.218018,,-330.345001,,190.873016,,-123.882004,,,66.990997,-2.79,,4.317,,-0.027,-1.5,64.200997,-24.139999,40.061001,0.0,,,40.060998,0.0,40.061001,0.0,0.0,40.061001,40.061001,,135.988007,0.295,0.295,0.295,138.169998,0.29,0.29,0.29,
04/24/2004,537.359009,,-336.790985,,200.568024,,-126.346001,,,74.222,-1.91,,3.389,,,-1.479,72.312,-27.187,45.125,0.0,,,45.125,0.0,45.125,0.0,0.0,45.125,45.125,,136.255996,0.33,0.33,0.33,138.339996,0.325,0.325,0.325,
07/31/2004,577.943,,-373.974,,203.969,,-136.367,,,67.602,-2.396,2.437,3.758,-1.321,-0.041,0.0,65.206,-24.391,40.815,0.0,,,40.815,0.0,40.815,,0.0,40.815,40.815,,136.522,0.3,0.3,0.3,138.608,0.295,0.295,0.295,
10/30/2004,578.237,,-373.61,,204.627,,-134.568,,,70.059,-2.164,2.611,3.791,-1.18,-0.447,0.0,67.895,-25.391,42.504,0.0,,,42.504,0.0,42.504,,0.0,42.504,42.504,,136.737,0.31,0.31,0.31,138.795,0.31,0.31,0.31,
01/29/2005,638.005,,-410.677,,227.328,,-145.549,,,81.779,-1.681,3.303,3.303,,-0.089,-1.533,80.098,-29.961,50.137,0.0,,,50.137,0.0,50.137,0.0,0.0,50.137,50.137,,136.924,0.37,0.37,0.37,138.96,0.36,0.36,0.36,
04/30/2005,627.272,,-400.685,,226.587,,-143.891,,,82.696,-2.448,4.289,4.289,,0.577,-2.418,80.248,-30.006,50.242,0.0,,,50.242,0.0,50.242,0.0,0.0,50.242,50.242,,135.789,0.37,0.37,0.37,139.561,0.36,0.36,0.36,
07/30/2005,595.847,,-388.603,,207.244,,-137.73,,,69.514,-1.012,0.981,3.077,-2.096,,0.031,68.502,-25.62,42.882,0.0,,,42.882,0.0,42.882,0.0,0.0,42.882,42.882,,137.309,0.31,0.31,0.31,139.117,0.31,0.31,0.31,
10/29/2005,641.697,,-422.483,,219.214,,-146.388,,,72.826,-1.387,1.63,3.109,-1.479,-0.243,0.0,71.439,-26.719,44.72,,,,44.72,,44.72,,0.0,44.72,44.72,,137.554,0.33,0.33,0.33,139.249,0.32,0.32,0.32,
01/28/2006,682.402,,-441.433,,240.969,,-152.423,,,88.546,-2.279,2.364,3.47,-1.106,-0.085,0.0,86.267,-32.263,54.004,0.0,,,54.004,0.0,54.004,0.0,0.0,54.004,54.004,,137.804,0.39,0.39,0.39,139.275,0.39,0.39,0.39,
04/29/2006,695.177,,-448.175,,247.002,,-154.876,,,92.126,-1.361,,3.719,,0.328,-2.686,90.765,-33.946,56.819,0.0,,,56.819,0.0,56.819,0.0,0.0,56.819,56.819,,137.69,0.41,0.41,0.41,139.234,0.41,0.41,0.41,
07/29/2006,655.488,,-433.074,,222.414,,-153.877,,,68.537,-1.841,,3.806,,0.0,-1.965,66.696,-25.112,41.584,0.0,,,41.584,0.0,41.584,0.0,0.0,41.584,41.584,,138.208,0.3,0.3,0.3,139.168,0.3,0.3,0.3,
10/28/2006,694.273,,-458.644,,235.629,,-157.608,,,78.021,-1.502,1.71,3.83,-2.12,-0.208,0.0,76.519,-28.282,48.237,0.0,,,48.237,0.0,48.237,0.0,0.0,48.237,48.237,,137.757,0.35,0.35,0.35,138.728,0.35,0.35,0.35,
01/27/2007,709.494,,-459.228,,250.266,,-157.58,,,92.686,-1.701,1.498,3.366,-1.868,0.203,0.0,90.985,-32.394,58.591,0.0,,,58.591,0.0,58.591,0.0,0.0,58.591,58.591,,135.601,0.43,0.43,0.43,136.567,0.43,0.43,0.43,
04/28/2007,739.143,,-478.58,,260.563,0.0,-164.117,,,96.446,-1.038,,,,,1.038,95.408,-35.484,59.924,,,,59.924,,59.924,0.0,,59.924,59.924,,135.695,0.44,0.44,0.44,136.612,0.44,0.44,0.44,
07/28/2007,701.403,,-464.269,,237.134,,-161.927,,,75.207,0.605,0.149,2.497,-2.348,0.0,-0.754,75.812,-28.268,47.544,0.0,,,47.544,0.0,47.544,0.0,0.0,47.544,47.544,,135.785,0.35,0.35,0.35,136.745,0.35,0.35,0.35,
10/27/2007,741.992,,-489.693,,252.299,,-166.686,,,85.613,0.755,-0.111,2.599,-2.71,-0.644,0.0,86.368,-32.627,53.741,0.0,,,53.741,0.0,53.741,0.0,0.0,53.741,53.741,,135.907,0.4,0.4,0.4,136.923,0.39,0.39,0.39,
01/26/2008,776.946,,-507.808,,269.138,,-172.024,,,97.114,0.402,2.383,2.383,,0.028,-2.813,97.516,-37.152,60.364,0.0,,,60.364,0.0,60.364,0.0,0.0,60.364,60.364,,134.05,0.45,0.45,0.45,134.935,0.45,0.45,0.45,
04/26/2008,778.388,,-505.234,,273.154,,-171.885,,,101.269,-3.537,5.313,5.313,,,-1.776,97.732,-34.523,63.209,,,,63.209,,63.209,,,63.209,63.209,,122.571,0.52,0.52,0.52,123.035,0.51,0.51,0.51,
07/26/2008,743.859,743.859,-492.129,492.129,251.73,0.0,-172.136,,172.136,79.594,-5.912,6.13,8.052,-1.922,-0.218,0.0,73.682,-27.718,45.964,0.0,0.0,0.0,45.964,0.0,45.964,0.0,0.0,45.964,45.964,0.0,117.89,0.39,0.39,0.39,118.712,0.39,0.39,0.39,
10/25/2008,759.461,759.461,-505.886,505.886,253.575,0.0,-170.973,,170.973,82.602,-7.514,6.313,8.183,-1.87,,1.201,75.088,-28.185,46.903,0.0,0.0,0.0,46.903,0.0,46.903,0.0,0.0,46.903,46.903,0.0,117.421,0.4,0.4,0.4,118.328,0.4,0.4,0.4,
01/24/2009,811.023,811.023,-541.914,541.914,269.109,0.0,-177.567,,177.567,91.542,-6.745,5.952,7.0,-1.048,,0.793,84.797,-31.99,52.807,0.0,0.0,0.0,52.807,0.0,52.807,0.0,0.0,52.807,52.807,0.0,117.624,0.45,0.45,0.45,118.134,0.45,0.45,0.45,
04/25/2009,779.884,779.884,-510.774,510.774,269.11,0.0,-176.622,,176.622,92.488,-6.404,6.331,6.914,-0.583,,0.073,86.084,-32.123,53.961,0.0,0.0,0.0,53.961,0.0,53.961,0.0,0.0,53.961,53.961,0.0,117.93,0.46,0.46,0.46,118.247,0.46,0.46,0.46,
07/25/2009,789.579,789.579,-530.895,530.895,258.684,0.0,-181.894,,181.894,76.79,-4.358,4.159,6.619,-2.46,,0.199,72.432,-27.375,45.057,0.0,0.0,0.0,45.057,0.0,45.057,0.0,0.0,45.057,45.057,0.0,118.119,0.38,0.38,0.38,118.643,0.38,0.38,0.38,
10/24/2009,814.951,814.951,-548.414,548.414,266.537,0.0,-182.051,,182.051,84.486,-3.76,4.449,6.358,-1.909,,-0.689,80.726,-31.383,49.343,0.0,0.0,0.0,49.343,0.0,49.343,0.0,0.0,49.343,49.343,0.0,118.336,0.42,0.42,0.42,119.216,0.41,0.41,0.41,
01/23/2010,820.084,820.084,-544.015,544.015,276.069,0.0,-182.302,,182.302,93.767,-4.294,4.284,6.406,-2.122,,0.01,89.473,-33.424,56.049,0.0,0.0,0.0,56.049,0.0,56.049,0.0,0.0,56.049,56.049,0.0,118.518,0.47,0.47,0.47,119.434,0.47,0.47,0.47,
04/24/2010,812.762,812.762,-524.651,524.651,288.111,0.0,-187.863,,187.863,100.248,-3.838,4.252,6.311,-2.059,,-0.414,96.41,-34.605,61.805,0.0,0.0,0.0,61.805,0.0,61.805,0.0,0.0,61.805,61.805,0.0,118.798,0.52,0.52,0.52,119.518,0.52,0.52,0.52,
07/31/2010,849.787,849.787,-569.587,569.587,280.2,0.0,-191.176,,191.176,89.024,-3.257,4.247,6.89,-2.643,,-0.99,85.767,-31.842,53.925,0.0,0.0,0.0,53.925,0.0,53.925,0.0,0.0,53.925,54.9,0.975,119.022,0.45,0.45,0.461259,119.784,0.45,0.45,0.45814,
10/30/2010,857.414,857.414,-578.213,578.213,279.201,0.0,-189.049,,189.049,90.152,-4.798,3.331,6.229,-2.898,,1.467,85.354,-31.997,53.357,0.0,0.0,0.0,53.357,0.0,53.357,0.0,0.0,53.357,54.332,0.975,118.616,0.45,0.45,0.45805,119.373,0.45,0.45,0.45805,
01/29/2011,824.65,824.65,-543.775,543.775,280.875,0.0,-188.168,,188.168,92.707,-6.423,4.803,6.38,-1.577,,1.62,86.284,-30.888,55.396,0.0,0.0,0.0,55.396,0.0,55.396,0.0,0.0,55.396,56.111,0.715,117.994,0.47,0.47,0.475541,118.837,0.47,0.47,0.475541,
04/30/2011,883.819,883.819,-579.87,579.87,303.949,0.0,-199.824,,199.824,104.125,-5.643,5.259,6.341,-1.082,,0.384,98.482,-35.775,62.707,0.0,0.0,0.0,62.707,0.0,62.707,0.0,0.0,62.707,62.707,0.0,117.529,0.53,0.53,0.53,118.269,0.53,0.53,0.53,
07/30/2011,847.422,847.422,-569.146,569.146,278.276,0.0,-196.283,,196.283,81.993,-5.135,4.524,6.353,-1.829,,0.611,76.858,-28.248,48.61,0.0,0.0,0.0,48.61,0.0,48.61,0.0,0.0,48.61,48.61,0.0,115.576,0.42,0.42,0.42,116.285,0.42,0.42,0.42,
10/29/2011,856.875,856.875,-575.892,575.892,280.983,0.0,-197.724,,197.724,83.259,-6.215,5.272,6.169,-0.897,,0.943,77.044,-28.09,48.954,0.0,0.0,0.0,48.954,0.0,48.954,0.0,0.0,48.954,48.954,0.0,112.538,0.43,0.43,0.43,113.186,0.43,0.43,0.43,
01/28/2012,895.03,895.03,-605.496,605.496,289.534,0.0,-199.628,,199.628,89.906,-8.043,7.306,8.358,-1.052,,0.737,81.863,-28.755,53.108,0.0,0.0,0.0,53.108,0.0,53.108,0.0,0.0,53.108,53.108,0.0,106.504,0.5,0.5,0.5,107.206,0.5,0.5,0.5,
04/28/2012,936.334,936.334,-622.613,622.613,313.721,0.0,-210.87,0.0,210.87,102.851,-8.804,8.287,9.463,-1.176,,0.517,94.047,-31.904,62.143,0.0,0.0,0.0,62.143,0.0,62.143,0.0,0.0,62.143,62.143,0.0,105.865,0.59,0.59,0.59,106.708,0.58,0.58,0.58,
07/28/2012,889.225,889.225,-603.525,603.525,285.7,0.0,-203.108,,203.108,82.592,-8.891,8.069,9.568,-1.499,,0.822,73.701,-26.163,47.538,0.0,0.0,0.0,47.538,0.0,47.538,0.0,0.0,47.538,47.538,0.0,105.035,0.45,0.45,0.45,105.783,0.45,0.45,0.45,
10/27/2012,867.193,867.193,-586.594,586.594,280.599,0.0,-202.73,,202.73,77.869,-8.452,8.285,9.127,-0.842,,0.167,69.417,-23.875,45.542,0.0,0.0,0.0,45.542,0.0,45.542,0.0,0.0,45.542,45.542,0.0,103.706,0.44,0.44,0.44,104.415,0.44,0.44,0.44,
01/26/2013,915.861,915.861,-615.568,615.568,300.293,0.0,-210.755,,210.755,89.538,-7.738,7.962,9.113,-1.151,,-0.224,81.8,-28.17,53.63,0.0,0.0,0.0,53.63,0.0,53.63,0.0,0.0,53.63,53.63,0.0,102.13,0.53,0.53,0.53,102.896,0.52,0.52,0.52,
04/27/2013,964.933,964.933,-640.756,640.756,324.177,0.0,-219.721,,219.721,104.456,-8.257,7.54,8.589,-1.049,,0.717,96.199,-32.637,63.562,0.0,0.0,0.0,63.562,0.0,63.562,0.0,0.0,63.562,63.562,0.0,101.249,0.63,0.63,0.63,102.134,0.62,0.62,0.62,
07/27/2013,880.125,880.125,-598.607,598.607,281.518,0.0,-200.237,,200.237,81.281,-9.124,7.406,8.567,-1.161,,1.718,72.157,-26.265,45.892,0.0,0.0,0.0,45.892,0.0,45.892,0.0,0.0,45.892,45.892,0.0,101.027,0.45,0.45,0.45,101.919,0.45,0.45,0.45,
10/26/2013,998.834,998.834,-709.403,709.403,289.431,0.0,-214.208,,214.208,75.223,-7.532,7.639,8.777,-1.138,,-0.107,67.691,-25.663,42.028,0.0,0.0,0.0,42.028,0.0,42.028,0.0,0.0,42.028,46.78925,4.76125,101.069,0.42,0.42,0.462944,101.968,0.41,0.41,0.456694,
01/25/2014,1082.679,1082.679,-771.218,771.218,311.461,0.0,-214.81,,214.81,96.651,-8.71,7.644,9.237,-1.593,,1.066,87.941,-30.92,57.021,0.0,0.0,0.0,57.021,0.0,57.021,0.0,0.0,57.021,58.4848,1.4638,101.105,0.56,0.56,0.578456,101.999,0.56,0.56,0.574351,
04/26/2014,1102.077,1102.077,-786.209,786.209,315.868,0.0,-223.267,,223.267,92.601,-7.479,8.042,9.132,-1.09,,-0.563,85.122,-29.452,55.67,0.0,0.0,0.0,55.67,0.0,55.67,0.0,0.0,55.67,55.67,0.0,99.707,0.56,0.56,0.56,100.684,0.55,0.55,0.55,
07/26/2014,938.956,938.956,-688.339,688.339,250.617,0.0,-184.621,,184.621,65.996,-7.398,7.518,8.768,-1.25,,-0.12,58.598,-20.273,38.325,-11.964,-11.964,0.0,50.289,0.0,50.289,0.0,0.0,50.289,38.325,0.0,99.329,0.51,0.39,0.39,100.182,0.5,0.38,0.38,
10/25/2014,978.22,978.22,-718.933,718.933,259.287,0.0,-187.147,,187.147,72.14,-7.767,7.795,8.544,-0.749,,-0.028,64.373,-22.508,41.865,-11.913,-11.913,0.0,53.778,0.0,53.778,0.0,0.0,53.778,41.865,0.0,98.802,0.54,0.42,0.42,99.376,0.54,0.42,0.42,
