Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/27/1991,122.714996,63.526999,9.158,54.368999,22.83,,,16.476,,,,,5.621,,,,,,,108.454002,11.705,,,0.0,,2.556,,,,,2.556,14.261,,7.931,7.931,,,,0.556,,,,,6.553,,,,6.553,15.04,0.573,,,,3.398,,,,,3.398,3.971,19.011,0.0,59.973999,,,0.0,,43.73,103.703999,0.0,103.703999,122.714999,
03/31/1992,138.615005,66.823999,11.669,55.154999,26.773001,,,20.964001,,,,,8.261,,,,,,,122.821999,13.455,24.311001,-10.856,0.0,,2.338,,,,,2.338,15.793,,9.103,9.103,,,,0.573,,,,,7.474999,,,,7.474999,17.150999,0.423,,,,4.555,,,,,4.555,4.978,22.128999,0.0,66.698997,,,0.0,,49.786999,116.485996,0.0,116.485996,138.614995,
07/03/1992,227.705994,129.139,76.665001,52.473999,32.159,,,27.222,,,,,4.07,,,,,,,192.589996,33.176998,44.935001,-11.758,0.0,,1.939,,,,,1.939,35.115998,,17.421,17.421,,,,0.593,,,,,9.755,,,,9.755,27.768999,17.268,,,,4.556,,,,,4.556,21.824,49.592999,0.0,117.304001,,,0.0,,60.808998,178.112999,0.0,178.112999,227.705998,
10/02/1992,238.009995,124.320997,21.121,103.199997,36.880001,,,28.948,,,,,8.095,,,,,,,198.244003,37.293999,50.053001,-12.759,0.0,,2.472,,,,,2.472,39.765999,,13.076,13.076,,,,1.459,,,,,11.114,,,,11.114,25.649,16.259001,,,,4.556,,,,,4.556,20.815001,46.464001,0.0,118.652,,,0.0,,72.893997,191.545998,0.0,191.545998,238.009999,
01/01/1993,257.36499,144.838001,41.075001,103.763,37.890999,,,27.639,,,,,4.072,,,,,,,214.440002,40.544998,53.965,-13.42,0.0,,2.38,,,,,2.38,42.924998,,15.88,15.88,,,,2.268,,,,,13.995002,,,,13.995002,32.143002,15.3,,,,4.556,,,,,4.556,19.856,51.999002,0.0,119.593002,,,0.0,,85.773003,205.366005,0.0,205.366005,257.365007,
03/31/1993,282.895996,146.715002,19.344999,127.370003,44.382999,,,33.376999,,,,,10.509,,,,,,,234.983994,44.599998,59.449001,-14.849,0.0,,3.312,,,,,3.312,47.911998,,22.434999,22.434999,,,,2.968,,,,,10.290002,,,,10.290002,35.693001,14.45,,,,7.598,,,,,7.598,22.048,57.741001,0.0,124.764999,,,0.0,,100.389999,225.154998,0.0,225.154998,282.895999,
07/02/1993,290.424011,149.483997,34.591999,114.891998,49.285999,,,31.797001,,,,,6.456,,,,,,,237.022995,48.416,64.443001,-16.027,0.0,,4.985,,,,,4.985,53.401,,14.293,14.293,,,,3.664,,,,,11.4,,,,11.4,29.357,13.6,,,,7.598,,,,,7.598,21.198,50.555001,0.0,125.856003,,,0.0,,114.013,239.869003,0.0,239.869003,290.424004,
10/01/1993,310.042999,158.729,47.784,110.945,56.226002,,,31.597,,,,,10.29,,,,,,,256.84201,48.457001,66.294998,-17.837999,0.0,,4.744,,,,,4.744,53.201001,,16.951,16.951,,,,4.514,,,,,13.994999,,,,13.994999,35.459999,11.741,,,,7.598,,,,,7.598,19.339,54.798999,0.0,128.996002,,,0.0,,126.248001,255.244003,0.0,255.244003,310.043003,
12/31/1993,329.34201,172.534,49.926998,122.607002,57.292,,,31.707001,,,,,5.17,,,,,,,266.703003,48.808998,68.051003,-19.242001,0.0,,13.83,,,,,13.83,62.638998,,14.846,14.846,,,,3.396,,,,,19.585999,,,,19.585999,37.827999,11.9,,,,7.286,,,,,7.286,19.185999,57.013999,0.0,130.294006,,,0.0,,142.033997,272.328003,0.0,272.328003,329.342001,
03/31/1994,358.475006,183.006996,35.387001,147.619995,55.334,,,38.939999,,,,,15.979,,,,,,,293.26001,51.521999,72.113998,-20.591999,0.0,,13.693,,,,,13.693,65.214999,,19.653999,19.653999,,,,3.4,,,,,15.434999,,,,15.434999,38.488998,11.05,,,,11.32,,,,,11.32,22.37,60.858998,0.0,138.347,,,0.0,,159.268997,297.615997,0.0,297.615997,358.474995,
07/01/1994,371.394012,197.900997,48.299999,149.600998,48.192001,,,34.980999,,,,,9.711,,,,,,,290.785004,62.587002,85.072998,-22.486,0.0,,18.021999,,,,,18.021999,80.609001,,16.606001,16.606001,,,,3.4,,,,,20.297,,,,20.297,40.303001,10.2,,,,11.22,,,,,11.22,21.42,61.723001,0.0,132.705994,,,0.0,,176.964996,309.67099,0.0,309.67099,371.393991,
09/30/1994,369.312988,185.369001,30.134001,155.235001,51.119999,,,31.014999,,,,,18.927999,,,,,,,286.432007,64.789001,89.153999,-24.365,0.0,,18.091999,,,,,18.091999,82.881001,,12.684,12.684,,,,3.4,,,,,23.307998,,,,23.307998,39.391998,9.35,,,,11.85,,,,,11.85,21.200001,60.591999,0.0,130.009995,,,0.0,,178.710999,308.720993,0.0,308.720993,369.312992,
12/30/1994,398.141998,216.222992,64.294998,151.927994,56.405998,,,28.681999,,,,,13.481,,,,,,,314.791992,64.877998,91.403999,-26.525999,0.0,,18.472,,,,,18.472,83.349998,,12.172,12.172,,,,3.4,,,,,31.844,,,,31.844,47.416,8.5,,,,11.34,,,,,11.34,19.84,67.256001,0.0,129.276001,,,0.0,,201.610001,330.886002,0.0,330.886002,398.142002,
03/31/1995,435.708008,246.745994,66.834999,179.910995,56.494999,,,31.712,,,,,15.519,,,,,,,350.471985,67.862999,95.111,-27.247999,0.0,,17.372999,,,,,17.372999,85.235998,,22.007999,22.007999,,,,3.4,,,,,31.006002,,,,31.006002,56.414001,7.65,,,,0.0,,,,,0.0,7.65,64.064001,0.0,140.190994,,,0.0,,231.453003,371.643997,0.0,371.643997,435.707998,
06/30/1995,473.865997,275.626999,83.936996,191.690002,65.804001,,,31.666,,,,,13.983,,,,,,,387.079987,69.786003,,,0.0,,17.0,,,,,17.0,86.786003,,16.718,16.718,,,,3.4,,,,,49.612003,,,,49.612003,69.730003,6.8,,,,0.0,,,,,0.0,6.8,76.530004,0.0,140.535004,,,0.0,,256.800995,397.335999,0.0,397.335999,473.866002,
09/29/1995,502.125,269.758999,51.118999,218.639999,83.100998,,,36.598999,,,,,15.29,,,,,,,404.748993,72.431999,,,0.0,,24.944,,,,,24.944,97.375999,,18.358999,18.358999,,,,3.4,,,,,53.694004,,,,53.694004,75.453003,5.95,,,,0.0,,,,,0.0,5.95,81.403003,0.0,163.363998,,,0.0,,257.358002,420.722,0.0,420.722,502.125003,
12/29/1995,606.612976,293.38401,100.827003,192.557007,84.795998,,,43.251999,,,,,21.17,,,,,,,442.60199,76.660004,,,0.0,,87.350998,,,,,87.350998,164.011002,,24.958,24.958,,,,49.599998,,,,,74.054001,,,,74.054001,148.612,5.1,,,,0.0,,,,,0.0,5.1,153.711999,0.0,164.955994,,,0.0,,287.945007,452.901001,0.0,452.901001,606.613,
03/31/1996,646.486023,295.494003,91.210999,204.283005,89.487,,,55.028,,,,,25.271,,,,,,,465.279999,92.778,132.960999,-40.182999,0.0,,88.428001,,,,,88.428001,181.206001,,23.974001,23.974001,,,,49.599998,,,,,56.717001,,,,56.717001,130.291,4.25,,,,0.0,,,,,0.0,4.25,134.541,0.0,182.932007,,,0.0,,329.013,511.945007,0.0,511.945007,646.486008,
06/28/1996,637.804993,219.674,42.618,177.056,108.957001,,,69.683998,,,,,27.313,,,,,,,425.627991,116.484001,,,0.0,,95.693001,,,,,95.693001,212.177002,,26.325001,26.325001,,,,3.4,,,,,68.650999,,,,68.650999,98.375999,3.4,,,,0.0,,,,,0.0,3.4,101.776,0.0,189.102005,,,0.0,,346.927002,536.029007,0.0,536.029007,637.805007,
09/30/1996,659.580994,210.831009,52.817001,158.014008,123.813004,,,65.431999,,,,,29.632999,,,,,,,429.709015,128.307999,,,0.0,,101.564003,,,,,101.564003,229.872002,,29.736,29.736,,,,3.4,,,,,63.833002,,,,63.833002,96.969002,2.55,,,,0.0,,,,,0.0,2.55,99.519002,0.0,211.981003,,,0.0,,348.080994,560.061996,0.0,560.061996,659.580998,
12/27/1996,726.487,288.978004,89.435997,199.542007,108.428001,,,59.820999,,,,,30.268,,,,,,,487.494995,133.156998,,,0.0,,105.834999,,,,,105.834999,238.991997,,26.188999,26.188999,,,,3.4,,,,,83.199003,,,,83.199003,112.788002,1.7,,,,0.0,,,,,0.0,1.7,114.488002,0.0,222.334,,,0.0,,389.665009,611.999008,0.0,611.999008,726.48701,
03/31/1997,1043.494019,548.44101,318.075012,230.365997,132.570999,,,53.183998,,,,,83.751999,,,,,,,817.947998,141.598999,199.548004,-57.949001,0.0,,83.946999,,,,,83.946999,225.545998,,52.400002,52.400002,,,,3.4,,,,,68.518999,,,,68.518999,124.319,230.850006,,,,0.0,,,,,0.0,230.850006,355.169006,0.0,251.834,,,0.0,,436.490997,688.324997,0.0,688.324997,1043.494003,
06/30/1997,1166.020996,640.042999,367.799011,272.243988,133.725998,,,45.842999,,,,,58.307999,,,,,,,877.919983,171.419998,,,0.0,,116.681,,,,,116.681,288.100998,,57.549999,57.549999,,,,38.68,,,,,79.753002,,,,79.753002,175.983002,230.0,,,,0.0,,,,,0.0,230.0,405.983002,0.0,263.858002,,,0.0,,496.179993,760.037994,0.0,760.037994,1166.020996,
09/30/1997,1238.630005,671.007019,256.605011,414.402008,160.643997,,,49.574001,,,,,76.441002,,,,,,,957.666016,183.886993,250.893005,-67.005997,0.0,,97.077003,,,,,97.077003,280.963997,,50.723999,50.723999,,,,37.830002,,,,,83.550995,,,,83.550995,172.104996,230.0,,,,0.0,,,,,0.0,230.0,402.104996,0.0,277.626007,,,0.0,,558.898987,836.524994,0.0,836.524994,1238.62999,
12/31/1997,1292.394043,727.97702,146.714996,581.262024,144.776001,,,61.617001,,,,,88.806999,,,,,,,1023.177002,179.695999,255.307007,-75.611,0.0,,89.521004,,,,,89.521004,269.217003,,57.632999,57.632999,,,,36.98,,,,,96.336006,,,,96.336006,190.949005,230.0,,,,0.0,,,,,0.0,230.0,420.949005,0.0,285.471008,,,0.0,,585.973999,871.445007,0.0,871.445007,1292.394012,
03/31/1998,1275.229004,697.382004,227.182999,470.199005,132.526001,,,71.296997,,,,,90.764999,,,,,,,991.969971,194.798004,278.230988,-83.432999,0.0,,88.460999,,,,,88.460999,283.259003,,48.047001,48.047001,,,,18.49,,,,,73.946993,,,,73.946993,140.483994,230.0,,,,0.0,,,,,0.0,230.0,370.483994,0.0,295.377014,,,0.0,,609.367981,904.744995,0.0,904.744995,1275.228989,
06/30/1998,1235.233032,681.519012,403.187012,278.332001,111.143997,,,57.147999,12.521,10.298,34.328999,,87.359001,,,,,,,937.169983,200.945999,,,0.0,,97.116997,8.373,,,,88.743997,298.062996,,30.768,30.768,,,,4.7,4.7,0.0,0.0,,84.690997,,,,84.690997,120.158997,247.639999,247.639999,0.0,0.0,0.0,,,,,0.0,247.639999,367.798996,0.0,335.404999,,,0.0,,532.028992,867.43399,0.0,867.43399,1235.232986,
09/30/1998,1107.251953,613.585999,195.628998,417.957001,65.624001,,,55.292999,12.984,11.622,30.687,,96.007004,,,,,,,830.51001,191.916,292.882996,-100.967003,0.0,,84.825996,0.0,,,,84.825996,276.741997,,38.002998,38.002998,,,,0.0,0.0,0.0,0.0,,69.421005,,,,69.421005,107.424004,247.639999,247.639999,0.0,0.0,0.0,,,,,0.0,247.639999,355.064003,0.0,244.393005,,,0.0,,507.795013,752.188019,0.0,752.188019,1107.252022,
12/31/1998,1117.175049,655.554016,262.64801,392.906006,80.357002,,,48.599998,13.117,7.943,27.540001,,108.674004,,,,,,,893.184998,185.550995,284.108002,-98.556999,0.0,,38.438999,0.0,,,,38.438999,223.989994,,36.945,36.945,,,,0.0,0.0,0.0,0.0,,78.778,,,,78.778,115.723,230.0,230.0,0.0,0.0,0.0,,,,,0.0,230.0,345.723,0.0,236.955002,,,0.0,,534.497009,771.452011,0.0,771.452011,1117.175011,
03/31/1999,1173.067993,743.911987,317.579987,426.332001,67.157997,,,50.838001,16.354,8.202,26.282,,148.108994,,,,,,,1010.017029,126.734001,223.677994,-96.944,0.0,,36.317001,0.0,,,,36.317001,163.051003,,39.487,39.487,,,,0.0,0.0,0.0,0.0,,112.878998,,,,112.878998,152.365997,230.0,230.0,0.0,0.0,0.0,,,,,0.0,230.0,382.365997,0.0,194.626999,,,0.0,,596.075012,790.702011,0.0,790.702011,1173.068008,
06/30/1999,1141.60498,733.696976,82.807999,650.888977,71.280998,,,47.771999,13.384,9.313,25.075001,,135.125,,,,,,,987.875,118.139,217.582001,-99.443001,0.0,,35.591,0.0,,,,35.591,153.73,,30.320999,30.320999,,,,0.0,0.0,0.0,0.0,,141.139999,,,,141.139999,171.460999,230.0,230.0,0.0,0.0,0.0,,,,,0.0,230.0,401.460999,0.0,93.528999,,,0.0,,646.61499,740.14399,0.0,740.14399,1141.604988,
09/30/1999,1108.375977,703.026001,142.625,560.401001,83.612,,,48.888,13.443,10.468,24.976999,,95.786003,,,,,,,931.312012,112.657997,211.268997,-98.611,0.0,,64.405998,0.0,,,,64.405998,177.063995,,31.698999,31.698999,,,,0.0,0.0,0.0,0.0,,131.860998,,,,131.860998,163.559998,230.0,230.0,0.0,0.0,0.0,,,,,0.0,230.0,393.559998,0.0,16.037001,,,0.0,,698.778992,714.815992,0.0,714.815992,1108.37599,
12/31/1999,1329.253052,718.099976,171.132996,546.96698,75.822998,,,71.939003,24.395,10.598,36.945999,0.0,43.563999,,,,,,,909.426025,134.251999,245.216995,-110.964996,0.0,,285.575012,233.731995,233.731995,0.0,,51.843018,419.827011,,39.818001,39.818001,,,,0.0,0.0,0.0,0.0,,180.144997,,,,180.144997,219.962997,229.800003,229.800003,0.0,0.0,10.8,,,,,10.8,240.600003,460.563001,0.0,94.848999,,,0.0,,773.841003,868.690002,0.0,868.690002,1329.253003,
03/31/2000,1342.197021,662.690994,180.518997,482.171997,75.730003,,,67.557999,21.691999,11.662,34.203999,0.0,72.408997,,,,,,,878.388,134.25,240.261002,-106.011002,0.0,,329.55899,237.873993,237.873993,0.0,,91.684998,463.80899,,31.749001,31.749001,,,,0.0,0.0,0.0,0.0,,188.946007,,,,188.946007,220.695007,229.800003,229.800003,0.0,0.0,14.4,,,,,14.4,244.200003,464.89501,0.0,58.638,,,0.0,,818.664001,877.302002,0.0,877.302002,1342.197012,
06/30/2000,1231.389038,545.219986,121.485001,423.734985,90.964996,,,67.316002,18.743999,15.558,33.014,0.0,79.214996,,,,,,,782.716003,134.535995,243.716003,-109.18,0.0,,314.136993,255.565994,255.565994,0.0,,58.570999,448.672989,,39.087002,39.087002,,,,10.0,10.0,0.0,0.0,,177.067005,,,,177.067005,226.154007,229.800003,229.800003,0.0,0.0,10.8,,,,,10.8,240.600003,466.75401,0.0,0.099,,,0.0,,764.536011,764.635011,0.0,764.635011,1231.389021,
09/30/2000,1269.095,567.966,163.599,404.367,98.88,98.88,,74.559,20.366,18.999,35.194,0.0,123.47,,,,,,,864.875,114.425,227.830002,-113.404999,0.0,,289.795,236.18,236.18,0.0,,53.615,404.22,,41.983,41.983,,,,0.0,0.0,0.0,0.0,,211.935,,,,211.935,253.918,229.8,229.8,0.0,0.0,10.8,,,,,10.8,240.6,494.518,0.0,0.099,,,0.0,761.895,12.583,774.577,0.0,774.577,1269.095,
12/31/2000,1232.665039,631.173996,214.084,417.089996,83.356003,,,77.891998,27.593,19.186001,31.113001,0.0,87.769997,,,,,,,880.192017,113.884003,,,0.0,,238.589005,188.468994,188.468994,0.0,,50.12001,352.473007,,31.243999,31.243999,,,,0.0,0.0,0.0,0.0,,211.086994,,,,211.086994,242.330994,229.800003,229.800003,0.0,0.0,20.771,,,,,20.771,250.571003,492.901997,0.0,0.099,,,0.0,,739.664001,739.763001,0.0,739.763001,1232.664998,
03/31/2001,1207.79,651.329,207.644,443.685,41.805,41.805,,72.781,,,,,93.966,,,,,,,859.881,107.634,,,0.0,,240.275,148.216,148.216,0.0,,92.059,347.909,,24.882,24.882,,,,0.0,,,,,169.028,,,,169.028,193.91,229.8,,,,5.55,,,,,5.55,235.35,429.26,0.0,59.821,,,0.0,714.494,4.215,778.53,0.0,778.53,1207.79,
06/30/2001,1086.52002,604.296997,189.061005,415.235992,49.323002,,,51.615002,16.492001,11.063,24.059999,0.0,99.556,,,,,,,804.791016,103.720001,,,0.0,,178.009003,134.636993,134.636993,0.0,,43.372009,281.729004,,17.513,17.513,,,,0.0,0.0,0.0,0.0,,149.544006,,,,149.544006,167.057007,229.800003,229.800003,0.0,0.0,3.7,,,,,3.7,233.500003,400.55701,0.0,60.082001,,,0.0,,625.880981,685.962982,0.0,685.962982,1086.519992,
09/30/2001,1109.157,597.982,151.465,446.517,42.924,42.924,,40.611,13.668,6.855,20.088,0.0,99.34,,,,,,,780.857,99.358,,,0.0,,228.942,186.011,139.997,46.014,,42.931,328.3,,25.393,25.393,,,,0.0,0.0,0.0,0.0,,161.26,,,,161.26,186.653,229.8,229.8,0.0,0.0,4.925,,,,,4.925,234.725,421.378,0.0,148.803,,,0.0,559.146,-20.17,687.779,0.0,687.779,1109.157,
12/31/2001,1092.14502,605.550995,135.509003,470.041992,41.409,,,38.257999,10.406,7.927,19.924999,0.0,107.647003,,,,,,,792.86499,99.944,,,0.0,,199.335999,171.151001,129.466995,41.684006,,28.184998,299.279999,,28.738001,28.738001,,,,0.0,0.0,0.0,0.0,,160.528006,,,,160.528006,189.266006,229.800003,229.800003,0.0,0.0,4.845,,,,,4.845,234.645003,423.911009,0.0,162.248001,,,0.0,,505.985992,668.233994,0.0,668.233994,1092.145003,
03/31/2002,1207.961,803.659,331.324,472.335,44.79,44.79,,30.172,8.76,4.088,17.324,0.0,72.094,,,,,,,950.715,94.833,221.34,-126.507,0.0,,162.413,87.188,87.188,0.0,,75.225,257.246,,18.458,18.458,,,,0.0,,,,,134.947,,,,134.947,153.405,452.86,,,,4.765,,,,,4.765,457.625,611.03,0.0,171.48,,,0.0,443.839,-18.388,596.931,0.0,596.931,1207.961,
06/30/2002,1172.68396,774.74498,185.934006,588.810974,53.194,,,27.216,13.9,5.593,7.723,0.0,70.143997,,,,,,,925.299011,91.049004,,,0.0,,156.335999,83.445,53.872002,29.572998,,72.890999,247.385002,,22.222,22.222,,,,0.0,0.0,0.0,0.0,,137.317993,,,,137.317993,159.539993,405.493988,405.493988,0.0,0.0,2.835,,,,,2.835,408.328988,567.868981,0.0,171.768997,,,0.0,,433.04599,604.814987,0.0,604.814987,1172.683969,
09/30/2002,1082.978027,707.148972,157.001999,550.146973,47.473999,,,32.418999,7.667,8.168,16.584,0.0,62.029999,,,,,,,849.072021,84.609001,,,0.0,,149.296997,79.683998,53.854,25.829998,,69.612999,233.905998,,24.054001,24.054001,,,,0.0,0.0,0.0,0.0,,121.774002,,,,121.774002,145.828003,332.445007,332.445007,0.0,0.0,2.755,,,,,2.755,335.200007,481.02801,0.0,174.529999,,,0.0,,427.420013,601.950012,0.0,601.950012,1082.978023,
12/31/2002,1089.045044,724.981972,717.508972,7.473,54.955002,,,25.955,6.921,4.088,13.409,0.0,54.037998,,,,,,,859.929993,86.125,,,10.984,,132.005997,52.896,53.854,-0.958,,79.109997,229.114997,,24.122,24.122,,,,0.0,0.0,0.0,0.0,,129.426004,,,,129.426004,153.548004,332.445007,332.445007,0.0,0.0,2.675,,,,,2.675,335.120007,488.668011,0.0,174.014999,,,0.0,,426.362,600.376999,0.0,600.376999,1089.04501,
03/31/2003,1102.979004,742.302017,149.373001,592.929016,50.137001,50.137001,,23.496,6.034,5.458,12.004,0.0,76.990997,,,,,,,892.926025,79.316002,220.895004,-141.578995,0.0,,130.737,101.249001,53.854,47.395,,29.487999,210.053001,,29.136,29.136,,,,82.445,82.445,0.0,0.0,,136.025003,,,,136.025003,247.606003,250.0,250.0,0.0,0.0,2.596,,,,,2.596,252.596,500.202003,0.0,178.688004,,,0.0,428.412994,-4.324005,602.776993,0.0,602.776993,1102.978996,
06/30/2003,1050.677979,663.610008,85.579002,578.031006,59.375999,,,30.757,10.732,5.282,14.743,0.0,75.613998,,,,,,,829.356995,78.920998,,,0.0,,142.399994,117.333,63.678001,53.654999,,25.066994,221.320992,,32.647999,32.647999,,,,0.0,0.0,0.0,0.0,,116.441997,,,,116.441997,149.089996,250.0,250.0,0.0,0.0,6.102,,,,,6.102,256.102,405.191996,0.0,179.964996,,,0.0,469.214996,-3.694,645.485992,0.0,645.485992,1050.677988,
09/30/2003,1049.589966,683.42498,83.299004,600.125977,57.368999,,,40.737999,13.843,6.934,19.961,0.0,63.224998,,,,,,,844.757019,75.492996,,,0.0,,129.339996,110.540001,63.407001,47.132999,,18.799995,204.832993,,35.429001,35.429001,,,,0.0,0.0,0.0,0.0,,107.207993,,,,107.207993,142.636993,250.0,250.0,0.0,0.0,5.888,,,,,5.888,255.888,398.524993,0.0,182.774994,,,0.0,469.476013,-1.186005,651.065002,0.0,651.065002,1049.589996,
12/31/2003,1113.578,744.773,160.242,584.531,51.625,51.625,,50.772,19.125,5.856,25.791,0.0,64.015,,,,,,,911.185,73.243,,,8.101,,121.049,104.907,64.209,40.698,,16.142,202.393,,32.02,32.02,,,,0.0,0.0,0.0,0.0,,113.996,,,,113.996,146.016,350.821,350.821,0.0,0.0,1.712,,,,,1.712,352.533,498.549,0.0,149.312,,,0.0,466.463,-0.746,615.029,0.0,615.029,1113.578,
