Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,183.69,136.85,0.045,136.805,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.45,,,,,138.3,2.196,10.126,-7.93,,,43.194,,,,,43.194,45.39,,0.0,0.0,,,,0.0,,,,,,114.738,,,114.738,114.738,0.0,,,,,6.507,,,,6.507,6.507,121.245,0.0,48.232,,,-0.066,14.608,-0.329,62.445,0.0,62.445,183.69,
09/30/1998,180.505,132.822,0.573,132.249,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.468,,,,,134.29,2.095,10.244,-8.149,,,44.12,,,,,44.12,46.215,,0.0,0.0,,,,0.0,,,,,,114.981,,,114.981,114.981,0.0,,,,,5.962,,,,5.962,5.962,120.943,0.0,48.232,,,-0.066,15.205,-3.809,59.562,0.0,59.562,180.505,
12/31/1998,180.895,135.729,0.87,134.859,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.427,,,,,137.156,1.93,10.252,-8.322,,,41.809,,,,,41.809,43.739,,0.0,0.0,,,,0.0,,,,,,111.682,,,111.682,111.682,0.0,,,,,5.94,,,,5.94,5.94,117.622,0.0,48.232,,,-0.066,15.795,-0.688,63.273,0.0,63.273,180.895,
03/31/1999,178.6,137.578,0.02,137.558,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.533,,,,,139.111,1.942,10.405,-8.463,,,37.547,,,,,37.547,39.489,,0.0,0.0,,,,0.0,,,,,,111.336,,,111.336,111.336,0.0,,,,,5.879,,,,5.879,5.879,117.215,0.0,48.232,,,-0.066,15.896,-2.677,61.385,0.0,61.385,178.6,
06/30/1999,177.052,133.821,0.054,133.767,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.472,,,,,135.293,1.869,9.829,-7.96,,,39.89,,,,,39.89,41.759,,0.0,0.0,,,,0.0,,,,,,108.95,,,108.95,108.95,0.0,,,,,6.105,,,,6.105,6.105,115.055,0.0,48.232,,,-0.066,16.161,-2.33,61.997,0.0,61.997,177.052,
09/30/1999,184.058,140.87,0.028,140.842,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.416,,,,,142.286,1.789,9.88,-8.091,,,39.983,,,,,39.983,41.772,,0.0,0.0,,,,0.0,,,,,,107.55,,,107.55,107.55,0.0,,,,,4.845,,,,4.845,4.845,112.395,0.0,57.232,,,-0.066,16.627,-2.13,71.663,0.0,71.663,184.058,
12/31/1999,194.752,140.496,0.105,140.391,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.499,,,,,141.995,1.762,9.987,-8.225,,,50.995,,,,,50.995,52.757,,0.0,0.0,,,,0.0,,,,,,112.892,,,112.892,112.892,0.0,,,,,5.634,,,,5.634,5.634,118.526,0.0,61.34,,,-0.066,17.05,-2.098,76.226,0.0,76.226,194.752,
03/31/2000,196.275,153.54,0.02,153.52,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.362,,,,,154.902,1.631,10.652,-9.021,,,39.742,,,,,39.742,41.373,,0.0,0.0,,,,0.0,,,,,,110.633,,,110.633,110.633,0.0,,,,,4.638,,,,4.638,4.638,115.271,0.0,61.34,,,-0.066,20.485,-0.755,81.004,0.0,81.004,196.275,
06/30/2000,196.593,151.791,0.042,151.749,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.536,,,,,153.327,1.518,10.686,-9.168,,,41.748,,,,,41.748,43.266,,0.0,0.0,,,,0.0,,,,,,108.403,,,108.403,108.403,0.0,,,,,5.036,,,,5.036,5.036,113.439,0.0,61.34,,,-0.066,21.809,0.071,83.154,0.0,83.154,196.593,
09/30/2000,199.401,152.216,2.794,149.422,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.057,,,,,156.273,1.426,10.665,-9.239,,,41.702,,,,,41.702,43.128,,0.0,0.0,,,,0.0,,,,,,110.443,,,110.443,110.443,0.0,,,,,5.201,,,,5.201,5.201,115.644,0.0,61.34,,,-0.066,23.076,-0.593,83.757,0.0,83.757,199.401,
12/31/2000,210.829,160.212,6.082,154.13,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.782,,,,,161.994,1.325,10.073,-8.748,,,47.51,,,,,47.51,48.835,,0.0,0.0,,,,0.0,,,,,,125.231,,,125.231,125.231,0.0,,,,,4.268,,,,4.268,4.268,129.499,0.0,64.38,,,-0.066,18.08,-1.064,81.33,0.0,81.33,210.829,
03/31/2001,213.799,162.883,5.081,157.802,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.783,,,,,164.666,1.256,10.166,-8.91,,,47.877,,,,,47.877,49.133,,0.0,0.0,,,,0.0,,,,,,125.807,,,125.807,125.807,0.0,,,,,5.212,,,,5.212,5.212,131.019,0.0,65.01,,,-0.066,18.967,-1.131,82.78,0.0,82.78,213.799,
06/30/2001,222.374,166.528,5.567,160.961,0.0,,,,0.0,0.0,0.0,0.0,0.0,4.556,,,,,171.084,1.134,10.115,-8.981,,,50.156,,,,,50.156,51.29,,0.0,0.0,,,,0.0,,,,,,134.959,,,134.959,134.959,0.0,,,,,5.088,,,,5.088,5.088,140.047,0.0,65.01,,,-0.066,13.388,3.995,82.327,0.0,82.327,222.374,
09/30/2001,215.566,161.293,3.892,157.401,0.0,,,,0.0,0.0,0.0,0.0,0.0,3.218,,,,,164.511,1.073,10.722,-9.649,,,49.982,,,,,49.982,51.055,,0.0,0.0,,,,0.0,,,,,,135.497,,,135.497,135.497,0.0,,,,,5.113,,,,5.113,5.113,140.61,0.0,65.067,,,-0.066,11.794,-1.839,74.956,0.0,74.956,215.566,
12/31/2001,208.871,166.378,9.175,157.203,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.548,,,,,167.926,0.957,10.747,-9.79,,,39.988,,,,,39.988,40.945,,0.0,0.0,,,,0.0,,,,,,129.872,,,129.872,129.872,0.0,,,,,4.536,,,,4.536,4.536,134.408,0.0,65.067,,,-0.066,3.746,5.716,74.463,0.0,74.463,208.871,
03/31/2002,214.356,174.495,7.484,167.011,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.362,,,,,175.857,0.824,10.742,-9.918,,,37.675,,,,,37.675,38.499,,0.0,0.0,,,,0.0,,,,,,121.57,,,121.57,121.57,0.0,,,,,7.434,,,,7.434,7.434,129.004,0.0,65.085,,,-0.066,3.692,16.641,85.352,0.0,85.352,214.356,
06/30/2002,1111.402,33.081,26.457,6.624,56.843,56.843,,,40.932,23.291,17.641,0.0,0.0,35.513,,,,,166.369,674.619,,,,,270.414,,,,,270.414,945.033,,40.839,40.839,,,,71.675,,,,,,103.85,,,103.85,216.364,589.251,,,,,175.521,,,,175.521,764.772,981.136,0.0,119.577,,,-0.066,8.033,2.722,130.266,0.0,130.266,1111.402,
09/27/2002,1072.547,24.836,18.571,6.265,57.918,57.918,,,42.478,20.029,22.449,0.0,0.0,37.966,,,,,163.198,668.398,,,,,240.951,,,,,240.951,909.349,,33.046,33.046,,,,621.169,,,,,,112.773,,,112.773,766.988,38.375,,,,,156.369,,,,156.369,194.744,961.732,0.0,120.356,,,-0.066,-10.252,0.777,110.815,0.0,110.815,1072.547,
12/27/2002,1034.898,21.642,16.524,5.118,51.012,51.012,,,34.774,19.197,15.577,0.0,0.0,42.034,,,,,149.462,654.229,1097.141,-442.912,,,231.207,,,,48.627,182.58,885.436,,36.449,36.449,,,,634.604,,,,,,109.869,,,109.869,780.922,8.468,,,,,168.148,,,,168.148,176.616,957.538,0.0,120.231,,,-0.066,-29.209,-13.596,77.36,0.0,77.36,1034.898,
03/28/2003,146.245,103.603,8.225,95.378,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.906,,,,,104.509,0.26,,,4.128,,37.348,,,,,37.348,41.736,,0.0,0.0,,,,0.0,,,,,,106.742,,,106.742,106.742,0.0,,,,,6.16,,,,6.16,6.16,112.902,0.0,120.256,,,-0.066,-87.045,0.198,33.343,0.0,33.343,146.245,
06/30/2003,139.081,95.941,15.261,80.68,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.996,,,,,96.937,0.24,,,0.0,,41.904,,,,4.206,37.698,42.144,,0.0,0.0,,,,0.0,,,,,,104.716,,,104.716,104.716,0.0,,,,,5.01,,,,5.01,5.01,109.726,0.0,120.13,,,-0.066,-91.546,0.837,29.355,0.0,29.355,139.081,
09/30/2003,128.366,90.374,10.449,79.925,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.85,,,,,91.224,0.248,,,0.0,,36.894,,,,4.309,32.585,37.142,,0.0,0.0,,,,0.0,,,,,,96.613,,,96.613,96.613,0.0,,,,,5.467,,,,5.467,5.467,102.08,0.0,120.139,,,-0.066,-94.988,1.201,26.286,0.0,26.286,128.366,
12/31/2003,162.648,89.009,17.952,71.057,0.0,,,,0.0,0.0,0.0,0.0,0.0,37.992,,,,,127.001,0.254,,,4.425,,30.968,,,,,30.968,35.647,,0.0,0.0,,,,1.436,,,,,,128.375,,,128.375,129.811,0.0,,,,,5.046,,,,5.046,5.046,134.857,0.0,127.025,,,-0.066,-98.434,-0.734,27.791,0.0,27.791,162.648,
03/31/2004,2330.98291,174.723003,111.703003,63.02,179.975998,,,,0.0,,,,,218.289001,,,,,572.987976,1033.812988,,,0.0,,724.182007,24.469999,24.469999,0.0,,699.712008,1757.994995,,23.186001,23.186001,,,,104.380997,,,,,,302.276997,,,302.276997,429.843994,1224.777954,,,,,566.692993,,,,566.692993,1791.470947,2221.314941,0.0,139.029999,,,-0.033,0.0,-100.860997,38.136002,71.531998,109.667999,2330.982941,
06/30/2004,2046.911987,151.644997,86.778,64.866997,133.667007,,,,0.0,,,,,264.455017,,,,,549.766968,875.52301,,,0.0,,621.622009,0.992,,,,620.630009,1497.14502,,16.952999,16.952999,,,,106.696999,,,,,,242.535976,,,242.535976,366.185974,1159.278931,,,,,329.712982,,,,329.712982,1488.991913,1855.177887,0.0,196.056,,,-0.066,-85.412003,-2.457994,108.120003,83.613998,191.734001,2046.911888,
09/30/2004,2059.211914,174.581001,112.661003,61.919998,112.653,,,,0.0,,,,,315.912994,,,,,603.147034,862.609009,,,0.0,,593.455994,0.894,,,,592.561994,1456.065002,,21.277,21.277,,,,104.492996,,,,,,166.504997,,,166.504997,292.274994,1146.042969,,,,,415.727997,,,,415.727997,1561.770966,1854.045959,0.0,197.527008,,,-0.066,-72.597,-2.872004,121.992004,83.174004,205.166008,2059.211967,
12/31/2004,1939.081055,103.980002,96.148003,7.832,133.994003,133.994003,,,58.206001,0.0,58.206001,0.0,0.0,196.966003,,,,,493.145996,819.400024,38.516998,-38.516998,57.209999,,569.325012,177.289993,0.0,177.289993,,392.035019,1445.935036,,16.243,16.243,,,,0.112,,,,,,264.372997,,,264.372997,280.727997,312.783997,,,,,1127.404053,,,,1127.404053,1440.188049,1720.916046,0.0,202.126999,,,-0.066,-64.339996,-2.906,134.815002,83.349998,218.165001,1939.081047,
03/31/2005,1908.081055,129.829002,68.384003,61.445,113.621002,113.621002,,,56.650002,,56.650002,,,223.274002,,,,,523.374023,814.346008,,,114.860001,,455.501007,173.108002,,,,282.393005,1384.707016,,19.539,19.539,,,,114.832001,,,,,,144.454988,,,144.454988,278.825989,1113.150024,,,,,285.203003,,,,285.203003,1398.353027,1677.179016,0.0,204.375,,,-0.066,-54.036999,-3.195002,147.077,83.824997,230.901997,1908.081013,
06/30/2005,4690.355957,201.385002,144.054001,57.331001,190.166,188.880005,,,55.235001,,55.235001,,,302.549011,,,,,749.335022,2705.371094,,,114.332001,,1121.317993,735.169983,298.088989,437.080994,,386.14801,3941.021088,,27.253,27.253,,,,196.613998,,,,,,202.366003,,,202.366003,426.233002,2820.506104,,,,,803.268982,,,,803.268982,3623.775085,4050.008087,0.0,603.085022,,,-0.007,-48.119999,-2.242001,552.716022,87.632004,640.348026,4690.356113,
09/30/2005,4706.293945,190.227995,165.731995,24.496,188.462997,188.462997,,,55.499001,,55.499001,,,331.862,,,,,766.052002,2675.799072,,,168.768997,,1095.67395,719.007019,292.809998,426.197021,,376.666931,3940.24202,,22.688999,22.688999,,,,202.365005,,,,,,230.243999,,,230.243999,455.298004,2773.331055,,,,,802.757996,,,,802.757996,3576.08905,4031.387054,,608.465027,,,-0.007,-10.719,-6.242001,591.497026,83.410004,674.90703,4706.294085,
12/31/2005,4702.165039,137.462,128.556,8.906,202.893005,202.893005,,,57.588001,0.0,57.588001,0.0,0.0,296.457001,,,,,694.400024,2724.843018,133.662994,-133.662994,43.667,,1239.255005,690.469971,255.927002,434.542969,,548.785034,4007.765022,,19.447001,19.447001,,,,47.549,,,,,,393.988985,,,393.988985,460.984985,1260.569946,,,,,2300.740967,,,,2300.740967,3561.310913,4022.295898,0.0,608.310974,,,-0.008,-5.014,-4.048,599.240974,80.627998,679.868973,4702.164871,
03/31/2006,4645.730957,158.038999,150.738998,7.3,193.162994,193.162994,,,56.981998,,56.981998,,,249.848007,,,,,658.031982,2707.011963,,,41.819,,1238.868042,677.372009,255.927002,421.445007,,561.496033,3987.699005,,29.124001,29.124001,,,,209.936005,,,,,,202.415001,,,202.415001,441.475006,2626.449951,,,,,863.812012,,,,863.812012,3490.261963,3931.736969,,625.66803,,,-0.01,6.404,2.442001,634.50403,79.489998,713.994028,4645.730997,
12/31/2006,4437.819824,240.522001,233.442001,7.08,209.306,209.306,,,56.868,0.0,56.868,0.0,0.0,296.890015,,,,,803.585999,2637.923096,301.424011,-301.424011,35.007,,961.304016,474.855988,91.281998,383.57399,,486.448029,3634.234112,,20.150999,20.150999,,,,226.675995,,,,,,213.92502,,,213.92502,460.752014,2469.394043,,,,,725.841003,,,,725.841003,3195.235046,3655.987061,0.0,634.450989,,,-0.016,100.775002,3.941995,739.151985,42.681,781.832985,4437.820045,
03/31/2007,4233.708,142.877,139.677,3.2,207.201,207.201,,,57.899,0.0,57.899,0.0,0.0,288.097,,,,,696.074,2585.65,,,30.498,,921.486,462.621,91.282,371.339,,458.865,3537.634,,28.489,28.489,,,,204.909,,,,,,203.302,,,203.302,436.7,1017.261,,,,,1887.994,,,,1887.994,2905.255,3341.955,0.0,768.523,,,-0.035,80.059,2.468,851.015,40.738,891.753,4233.708,
06/30/2007,4299.26416,157.961999,154.862,3.1,219.639999,219.639999,,,58.763,0.0,58.763,0.0,0.0,327.597992,,,,,763.963013,2581.804932,,,29.483,,924.013,450.421997,91.281998,359.139999,,473.591003,3535.300932,,39.375999,39.375999,,,,208.052994,,,,,,207.687004,,,207.687004,455.115997,2193.569092,,,,,711.745972,,,,711.745972,2905.315063,3360.431061,0.0,772.77301,,,-0.035,117.775002,4.740002,895.253014,43.580002,938.833015,4299.264076,
09/30/2007,4371.251953,142.472994,139.677994,2.795,228.255997,228.255997,,,59.653999,0.0,59.653999,0.0,0.0,403.118011,,,,,833.500977,2566.970947,,,88.005997,,882.773987,204.619995,114.164001,90.455994,,678.153992,3537.750931,,25.695999,25.695999,,,,200.608994,,,,,,248.902008,,,248.902008,475.207001,2181.928955,,,,,735.067993,,,,735.067993,2916.996948,3392.203949,0.0,778.541016,,,-0.036,156.779007,5.095998,940.38002,38.667999,979.048019,4371.251968,
12/31/2007,4368.499,151.901,149.406,2.495,252.114,252.114,,,59.232,0.0,59.232,0.0,0.0,331.751,,,,,794.998,2620.507,3097.109,-476.602,26.26,,926.734,215.981,127.027,88.954,,710.753,3573.501,,29.916,29.916,,,,202.523,,,,,,259.114,,,259.114,491.553,2097.184,,,,,712.927,,,,712.927,2810.111,3301.664,0.0,780.715,,,-0.036,229.079,16.304,1026.062,40.773,1066.835,4368.499,
03/31/2008,4341.582,126.889,124.394,2.495,244.824,244.824,,,57.072,,57.072,,,360.639,,,,,789.424,2616.995,,,21.996,,913.167,214.419,127.751,86.668,77.84,620.908,3552.158,,39.405,39.405,,,,201.479,,,,,,237.649,,,237.649,478.533,2043.084,,,,,737.934,,,,737.934,2781.018,3259.551,0.0,780.882,,,-0.05,243.851,17.092,1041.775,40.256,1082.031,4341.582,
06/30/2008,4377.136,144.006,143.706,0.3,252.857,252.857,,,55.852,,55.852,,,379.635,,,,,832.35,2595.105,,,21.384,,928.297,213.194,127.763,85.431,96.281,618.822,3544.786,,35.494,35.494,,,,198.661,,,,,,229.201,,,229.201,463.356,2026.096,,,,,760.13,,,,760.13,2786.226,3249.582,0.0,785.293,,,-0.051,288.704,14.339,1088.285,39.269,1127.554,4377.136,
09/30/2008,4387.238,169.303,169.003,0.3,263.393,263.393,,,54.667,,54.667,,,433.145,,,,,920.508,2566.125,,,74.703,,825.902,165.576,80.986,84.59,101.649,558.677,3466.73,,31.069,31.069,,,,197.164,,,,,,250.34,,,250.34,478.573,2012.77,,,,,716.252,,,,716.252,2729.022,3207.595,0.0,788.644,,,-0.052,338.404,12.45,1139.446,40.197,1179.643,4387.238,
12/31/2008,4279.989,192.393,192.393,,243.791,243.791,,,49.468,,49.468,,,298.607,,,,,784.259,2530.035,3145.072,-615.037,26.737,,938.958,278.948,195.617,83.331,102.953,557.057,3495.73,,24.47,24.47,,,,204.956,,,,,,230.248,,,230.248,459.674,1821.932,,,,,774.332,,,,774.332,2596.264,3055.938,0.0,848.075,,,-0.052,349.219,-8.205,1189.037,35.014,1224.051,4279.989,
03/31/2009,4249.791,159.772,159.472,0.3,225.689,225.689,0.0,52.062,0.0,0.0,0.0,0.0,0.0,341.334,,,39.219,302.115,778.857,2511.601,,,27.111,27.111,932.222,277.637,195.617,82.02,108.783,545.802,3470.934,,210.156,35.986,,,174.17,202.654,0.0,,,,202.654,16.163,,,0.0,428.973,1605.625,1605.625,,,,895.953,,,619.078,276.875,2501.578,2930.551,0.0,935.434,15.551,919.883,-0.067,363.018,-10.332,1288.053,31.187,1319.24,4249.791,
06/30/2009,4744.182,551.466,551.166,0.3,246.21,246.21,0.0,49.123,0.0,0.0,0.0,0.0,0.0,299.814,,,36.35,263.464,1146.613,2497.055,,,27.112,27.112,1073.402,289.61,202.996,86.614,117.284,666.508,3597.569,,203.028,27.414,,,175.614,186.54,0.0,,,,186.54,13.565,,,0.0,403.133,2196.624,2196.624,,,,824.4,,,553.194,271.206,3021.024,3424.157,0.0,907.829,15.556,892.273,-0.067,381.735,-3.452,1286.045,33.98,1320.025,4744.182,
09/30/2009,4974.026,372.6,372.6,0.0,289.408,289.408,0.0,41.504,0.0,0.0,0.0,0.0,0.0,348.305,,,38.921,309.384,1051.817,2612.304,,,26.749,26.749,1283.156,288.248,202.996,85.252,124.347,870.561,3922.209,,259.955,36.423,,,223.532,194.485,0.0,,,,194.485,21.809,,,0.0,476.249,2242.986,2242.986,,,,859.168,,,595.962,263.206,3102.154,3578.403,0.0,911.111,15.56,895.551,-0.068,422.587,-3.906,1329.724,65.899,1395.623,4974.026,
12/31/2009,4934.282,418.089,418.089,0.0,296.672,296.672,0.0,37.692,0.0,0.0,0.0,0.0,0.0,417.564,123.543,199.654,9.509,208.401,1170.017,2540.944,3287.656,-746.712,28.142,28.142,1195.179,287.606,202.996,84.61,49.934,734.096,3764.265,,227.891,18.661,0.0,0.0,209.23,171.194,0.0,0.0,0.0,,171.194,112.692,0.0,128.603,52.436,511.777,2194.727,2194.727,0.0,0.0,,810.609,0.0,15.226,570.571,96.209,3005.336,3517.113,0.0,924.767,15.562,909.205,-0.068,450.864,7.443,1383.006,34.163,1417.169,4934.282,
03/31/2010,4892.395,329.363,329.363,0.0,261.14,261.14,0.0,30.996,0.0,0.0,0.0,0.0,0.0,295.549,,,6.126,289.423,917.048,2587.143,,,31.635,31.635,1356.569,310.872,227.734,83.138,122.935,922.762,3975.347,,267.616,46.516,,,221.1,235.829,0.0,,,,235.829,50.95,,,0.0,554.395,2127.279,2127.279,,,,799.885,,,559.186,240.699,2927.164,3481.559,0.0,927.266,15.638,911.628,-0.073,443.631,6.154,1376.978,33.858,1410.836,4892.395,
06/30/2010,4855.158,285.326,285.326,0.0,267.768,267.768,0.0,27.393,0.0,0.0,0.0,0.0,0.0,334.872,,,17.079,317.793,915.359,2569.429,,,29.596,29.596,1340.774,310.113,228.02,82.093,124.338,906.323,3939.799,,459.26,31.836,,232.671,194.753,184.534,0.0,,,,184.534,65.027,,,0.0,708.821,2124.739,2124.739,,,,821.881,,,583.588,238.293,2946.62,3655.441,0.0,933.617,15.65,917.967,-0.077,236.749,-2.49,1167.799,31.918,1199.717,4855.158,
09/30/2010,4652.714,76.507,76.507,0.0,273.321,273.321,0.0,22.377,0.0,0.0,0.0,0.0,0.0,368.441,,,1.348,367.093,740.646,2526.291,,,26.659,26.659,1359.118,310.74,230.02,80.72,128.873,919.505,3912.068,,238.199,36.259,,,201.94,181.349,0.0,,,,181.349,73.892,,,0.0,493.44,2138.303,2138.303,,,,820.435,,,583.954,236.481,2958.738,3452.178,0.0,901.235,15.672,885.563,-0.332,256.906,8.903,1166.712,33.824,1200.536,4652.714,
