Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1997,2012.600052,-718.799988,1293.800064,0,0,105.5,1399.300064,-328.5,1070.800064,-637.700012,433.100006,0,433.100006,-162.199997,270.899994,0,0,270.899994,0,270.899994,0.0,0.0,270.900009,0.78,0.78,0.78,346.399994,0.78,0.78,0.78,348.200012,
12/31/1997,2073.500046,-739.400024,1334.100022,0,0,110.800003,1444.900025,-332.5,1112.400025,-672.0,440.399994,0,440.399994,-162.399994,278.0,0,0,278.0,0,278.0,0.0,0.0,278.0,0.8,0.8,0.8,347.5,0.8,0.8,0.8,347.5,
03/31/1998,2118.699997,-757.299988,1361.400009,0,0,112.400002,1473.800011,-365.0,1108.800011,-662.799988,446.0,0,446.0,-165.0,281.0,0,0,281.0,0,281.0,0.0,0.0,281.0,0.82,0.82,0.82,346.600006,0.8,0.8,0.8,348.799988,
06/30/1998,2191.000061,-785.5,1405.500061,0,0,104.099998,1509.60006,-342.799988,1166.800072,-701.900024,464.899994,0,464.899994,-172.0,292.899994,0,0,292.899994,0,292.899994,0.0,0.0,292.899994,0.84,0.84,0.84,346.350006,0.84,0.84,0.84,348.600006,
09/30/1998,2194.699982,-807.299988,1387.399994,0,0,110.0,1497.399994,-253.5,1243.899994,-739.400024,504.5,0,504.5,-186.899994,317.600006,0,0,317.600006,0,317.600006,0.0,0.0,317.600006,0.92,0.92,0.92,346.350006,0.92,0.92,0.92,348.25,
12/31/1998,2400.899994,-846.599976,1554.300018,0,0,145.0,1699.300018,-322.200012,1377.100006,-852.0,525.099976,0,525.099976,-193.100006,332.0,0,0,332.0,0,332.0,0.0,0.0,331.999969,0.47,0.47,0.47,706.382996,0.47,0.47,0.47,708.23999,
03/31/1999,2465.399902,-960.0,1505.399902,0,0,479.600006,1984.999908,-362.799988,1622.199921,-1083.300049,538.900024,0,538.900024,-202.100006,336.799988,0,0,336.799988,0,336.799988,0.0,0.0,336.800018,0.46,0.46,0.46,727.700012,0.46,0.46,0.46,732.099976,
06/30/1999,2446.100098,-965.299988,1480.80011,0,0,543.299988,2024.100098,-364.399994,1659.700104,-1086.699951,573.0,0,573.0,-214.899994,358.100006,0,0,358.100006,0,358.100006,0.0,0.0,358.100006,0.49,0.49,0.49,728.400024,0.49,0.49,0.49,732.700012,
09/30/1999,2771.900085,-992.5,1779.400085,0,0,268.700012,2048.100098,-369.299988,1678.80011,-1060.199951,618.599976,0,618.599976,-231.800003,386.799988,0,0,386.799988,0,386.799988,0.0,0.0,386.799973,0.53,0.53,0.53,728.099976,0.53,0.53,0.53,731.599976,
12/31/1999,2886.000061,-988.700012,1897.300049,0,0,270.200012,2167.500061,-409.899994,1757.600067,-1111.199951,646.400024,0,646.400024,-237.699997,408.700012,0,0,408.700012,0,408.700012,0.0,0.0,408.700027,0.56,0.56,0.56,728.0,0.56,0.56,0.56,729.710999,
03/31/2000,2425.999954,-961.099976,1464.899979,0,0,678.900024,2143.800003,-411.5,1732.300003,-1144.599976,587.700012,-112,475.700012,-176.0,299.700012,0,0,299.700012,0,299.700012,112.0,-41.200001,370.500011,0.51,0.41,0.41,727.299988,0.51,0.41,0.41,728.799988,
06/30/2000,2523.200104,-1048.099976,1475.100128,0,0,814.299988,2289.400116,-449.399994,1840.000122,-1190.5,649.5,0,649.5,-240.300003,409.200012,0,0,409.200012,0,409.200012,0.0,0.0,409.199997,0.56,0.56,0.56,727.5,0.56,0.56,0.56,729.099976,
09/30/2000,3217.099976,-1052.199951,2164.900024,0,0,302.5,2467.400024,-489.799988,1977.600037,-1304.0,673.599976,0,673.599976,-231.199997,442.399994,0,0,442.399994,0,442.399994,0.0,0.0,442.399979,0.61,0.61,0.609985,728.0,0.61,0.61,0.61,730.0,
