Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1996,1619.5,-1109.0,510.5,-394.399994,116.099998,-20.9,3.5,98.699999,-33.599998,65.099998,0.0,,65.099998,0,65.099998,,,65.1,0.51,0.51,0.51,126.850998,0.5,0.5,0.5,129.412994,
06/30/1996,1771.599976,-1222.599976,549.0,-412.5,136.5,-19.299999,8.9,126.1,-42.799999,83.300003,0.0,,83.300003,0,83.300003,,,83.300001,0.66,0.66,0.66,126.608002,0.65,0.65,0.65,128.787003,
09/29/1996,1803.099976,-1221.699951,581.400024,-407.899994,173.5,-20.700001,0.4,153.199999,-52.099998,101.099998,0.0,,101.099998,0,101.099998,,,101.100001,0.8,0.8,0.8,126.667999,0.78,0.78,0.78,129.156998,
12/31/1996,2117.399902,-1422.099976,695.299926,-451.600006,243.699997,-20.5,9.0,232.199997,-79.0,153.199997,0.0,,153.199997,0,153.199997,,,153.199997,1.21,1.21,1.21,126.612,1.18,1.18,1.18,129.830994,
03/31/1997,1685.699951,-1149.699951,536.0,-403.899994,132.100006,-20.9,3.4,114.600007,-39.0,75.599998,0.0,,75.599998,0,75.599998,0.0,0.0,75.600007,0.6,0.6,0.6,126.782997,0.59,0.59,0.59,129.171997,
06/29/1997,1977.300049,-1359.099976,618.200073,-449.700012,168.5,-29.5,10.2,149.2,-50.799999,98.400002,0.0,,98.400002,0,98.400002,0.0,0.0,98.400001,0.77,0.77,0.77,127.267998,0.76,0.76,0.76,129.542007,
09/29/1997,2038.699951,-1390.300049,648.399902,-443.299988,205.100006,-26.200001,1.2,180.100005,-61.200001,118.900002,0.0,,118.900002,0,118.900002,0.1,0.0,119.000005,0.93,0.93,0.93,127.527,0.92,0.92,0.92,129.705994,
12/31/1997,2325.800049,-1526.0,799.800049,-509.100006,290.700012,-25.299999,-6.1,259.300013,-81.199997,178.100006,0.0,,178.100006,0,178.100006,9.3,0.0,187.400016,1.48,1.41,1.41,126.311996,1.45,1.38,1.38,129.057999,
04/05/1998,1923.300049,-1326.800049,596.5,-428.200012,168.300003,-26.4,1.9,143.800003,-47.5,96.300003,0.0,,96.300003,0,96.300003,-5.118,0.0,91.182003,0.72,0.76,0.76,126.190002,0.71,0.75,0.75,127.961998,
07/05/1998,2035.199951,-1383.0,652.199951,-444.200012,208.0,-29.799999,9.6,187.800001,-62.0,125.800003,0.0,,125.800003,0,125.800003,-11.528,0.0,114.272001,0.91,1.0,1.0,126.112,0.89,0.98,0.98,128.093002,
10/04/1998,2119.5,-1412.0,707.5,-464.700012,242.800003,-27.5,1.8,217.100003,-71.699997,145.399994,0.0,,145.399994,0,145.399994,0.0,0.0,145.400006,1.15,1.15,1.15,125.975998,1.14,1.14,1.14,127.639,
12/31/1998,2348.699951,-1555.199951,793.5,-462.700012,330.799988,-29.299999,-20.9,280.599989,-76.099998,204.5,0.0,,204.5,0,204.5,3.823,0.0,208.32299,1.66,1.63,1.63,126.058998,1.64,1.61,1.61,127.436996,
04/04/1999,1986.099976,-1366.0,620.099976,-435.0,185.100006,-28.9,1.3,157.500006,-52.099998,105.400002,0.0,,105.400002,0,105.400002,0.0,0.0,105.400008,0.84,0.84,0.84,126.151001,0.83,0.83,0.83,127.485001,
07/04/1999,2139.600098,-1467.199951,672.400146,-440.200012,232.199997,-29.0,6.3,209.499997,-69.199997,140.300003,0.0,,140.300003,0,140.300003,0.0,0.0,140.3,1.11,1.11,1.11,126.716003,1.09,1.09,1.09,128.987,
10/03/1999,2198.399902,-1461.300049,737.099854,-446.100006,291.0,-26.700001,-15.7,248.599999,-82.0,166.600006,0.0,,166.600006,0,166.600006,11.616,0.0,178.216,1.39,1.3,1.3,127.818001,1.37,1.28,1.28,130.686996,
