Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/2013,536.097,537.921,532.492,,4.050765,3.80663,1.031001,0.751185,0.751185,0.751185,0.743604,0.743604,0.743604,0.1,7.906222,7.53063,9.817253,38.606819,26.663085,
03/31/2014,534.78,536.992,531.162,,4.004428,3.755916,1.009108,0.74,0.74,0.74,0.73,0.73,0.73,0.1,1.562612,1.498601,14.785519,39.440518,27.45802,
06/30/2014,532.8,535.486,529.764,,4.347219,4.088613,1.087277,0.73,0.73,0.821309,0.72,0.72,0.809825,0.2,0.600267,0.551189,12.873498,40.176426,28.248874,
09/30/2014,527.358,533.23,527.402,,4.044353,3.782693,1.219184,1.07,1.07,1.07,1.06,1.06,1.06,0.2,-1.109211,-1.17747,15.78624,40.852703,28.807755,
12/31/2014,524.54,527.959,521.775,,4.109051,3.844569,1.000431,0.72,0.72,0.905084,0.72,0.72,0.898518,0.2,-3.30219,-3.399933,15.688031,41.522096,29.41625,
03/31/2015,522.031,526.837,521.02,,4.009443,3.756094,1.193812,0.79,0.79,0.79,0.78,0.78,0.78,0.2,-0.403056,-0.466393,14.822875,42.210137,30.048024,
06/30/2015,518.045,522.479,516.968,,4.199486,3.94802,1.328902,0.9,0.9,0.920947,0.89,0.89,0.907417,0.24,1.880194,1.874391,14.068276,42.463493,30.186567,
09/30/2015,514.106,518.677,513.01,,4.179256,3.941444,1.415177,1.01,1.01,0.957389,1.0,1.0,0.946306,0.24,2.520419,2.446346,9.56223,43.646641,31.281487,
12/31/2015,508.712,514.507,508.536,,4.184561,3.954489,1.32144,0.92,0.92,0.843145,0.91,0.91,0.835695,0.24,2.943744,2.723504,11.006227,43.712356,31.220022,
03/31/2016,505.443,509.931,505.482,,4.336455,4.081253,1.274032,0.85,0.85,0.85,0.84,0.84,0.84,0.24,-0.496556,-0.544035,8.560807,45.164341,32.595169,
06/30/2016,501.412,505.633,501.374,,4.631273,4.360019,1.386191,0.95,0.95,0.889256,0.94,0.94,0.882349,0.24,0.458739,0.37497,10.500347,46.347116,33.680885,
09/30/2016,495.936,500.885,496.304,,4.714852,4.426722,1.392292,0.92,0.92,0.92,0.91,0.91,0.91,0.26,-1.130356,-1.376173,19.639631,46.828623,34.026568,
12/31/2016,491.188,497.055,491.497,,4.693823,4.390668,1.342836,0.91,0.91,0.950667,0.9,0.9,0.938728,0.26,-0.201425,-0.394712,13.07646,45.640366,32.565942,
03/31/2017,485.712,496.002,490.091,,4.846039,4.515488,1.283435,0.92,0.92,0.92,0.91,0.91,0.91,0.26,4.276757,4.189018,17.034786,45.827569,32.605742,
06/30/2017,481.644,488.02,482.913,,4.990547,4.617809,1.557216,1.05,1.05,1.05,1.03,1.03,1.03,0.26,2.157739,1.94445,17.110148,46.667248,33.470779,
09/30/2017,476.001,483.64,478.258,,5.187577,4.758938,1.599555,1.07,1.07,1.07,1.06,1.06,1.06,0.4,-2.195468,-2.377378,17.39072,47.315027,33.836063,
12/31/2017,470.931,480.359,474.3,,5.216108,4.779675,1.408391,1.5,1.5,1.174362,1.48,1.48,1.161488,0.4,7.208518,6.835336,14.677309,48.104712,34.629277,
03/31/2018,469.708,473.62,468.723,,5.256836,4.772542,1.689697,1.31,1.31,1.31,1.29,1.29,1.29,0.4,-0.426691,-0.569633,15.550086,47.357081,33.84656,
06/30/2018,465.199,469.339,465.529,,5.559267,4.977134,1.922544,1.5,1.5,1.5,1.49,1.49,1.49,0.4,2.128761,2.038541,15.580429,47.917128,34.277804,
09/30/2018,458.626,464.164,460.252,,5.683843,4.984226,1.844642,1.58,1.58,1.58,1.56,1.56,1.56,0.5,0.219445,0.086909,16.582139,48.272449,34.437646,
12/31/2018,446.888,452.957,449.404,,6.145918,5.262525,1.771235,1.41,1.41,1.51178,1.4,1.4,1.504646,0.5,3.731609,3.342204,16.77154,49.855892,35.659942,
03/31/2019,443.713,446.662,443.566,,6.247097,5.248373,1.546557,1.25,1.25,1.339597,1.24,1.24,1.33,0.5,-1.855417,-2.038028,13.369002,51.380059,37.080275,
06/30/2019,443.858,446.391,443.806,,6.863359,5.768286,1.791323,1.49,1.49,1.508136,1.48,1.48,1.494158,0.5,0.009013,-0.137447,11.327947,53.704113,39.411253,
09/30/2019,444.033,446.962,443.96,,6.414992,5.300027,1.682584,1.35,1.35,1.383863,1.34,1.34,1.378885,0.56,1.858276,1.599243,20.683147,55.095004,40.81003,
12/31/2019,,,,,,,,1.37,1.37,1.378,1.37,1.37,1.378,0.559,1.4,,,55.805,,
