Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1996,201.503998,,,-142.957001,,58.546997,,-15.496,,,,43.050999,-1.462,,2.268,0.0,-0.806,41.588999,-14.099,27.49,0.0,,,27.489999,0.0,27.49,0.0,,27.49,27.49,,46.078999,0.6,0.6,0.6,46.078999,0.6,0.6,0.6,
12/31/1996,183.457993,,,-138.630005,,44.827988,,-15.653,,,,29.174999,1.073,,2.157,0.0,-3.23,30.247999,-10.254,19.993999,0.0,,,19.993999,0.0,19.993999,0.0,,19.993999,19.993999,,46.099998,0.43,0.43,0.43,46.099998,0.43,0.43,0.43,
03/31/1997,158.162994,,,-128.018997,,30.143997,,-15.791,,,,14.353,-0.732,,2.201,0.0,-1.469,13.621,-4.714,8.907,0.0,,,8.906999,0.0,8.907,0.0,,8.907,8.907,,46.080002,0.19,0.19,0.19,46.154999,0.19,0.19,0.19,
06/30/1997,232.190002,,,-166.703003,,65.487,,-17.101999,,,,48.384998,-1.386,,3.564,0.0,-2.178,46.998998,-16.629999,30.368999,0.0,,,30.368999,0.0,30.368999,0.0,,30.368999,30.368999,,46.080002,0.66,0.66,0.66,46.144001,0.66,0.66,0.66,
09/30/1997,271.71701,,,-191.781006,,79.936005,,-19.916,,,,60.02,-4.032,,5.615,0.0,-1.583,55.988001,-19.714001,36.273998,0.0,,,36.274,0.0,36.273998,0.0,,36.273998,36.273998,,46.117001,0.79,0.79,0.79,46.27,0.78,0.78,0.78,
12/31/1997,238.792999,,,-179.091003,,59.701996,,-19.690001,,,,40.012001,-5.408,,5.519,0.0,-0.111,34.604001,-11.625,22.979,0.0,,,22.979001,0.0,22.979,0.0,,22.979,22.979,,46.200001,0.5,0.5,0.5,46.200001,0.5,0.5,0.5,
03/31/1998,186.535004,,,-157.056,,29.479004,,-20.047001,,,,9.432,-5.392,,5.31,0.0,0.082,4.04,-1.404,2.636,0.0,,,2.636,0.0,2.636,0.0,,2.636,2.636,,46.215,0.06,0.06,0.06,46.409,0.06,0.06,0.06,
06/30/1998,277.737,,,-194.501999,,83.235001,,-21.749001,,,,61.486,-6.217,,5.952,0.0,0.265,55.269,-18.913,36.355999,0.0,,,36.356,0.0,36.355999,0.0,,36.355999,36.355999,,46.474998,0.78,0.78,0.78,46.832001,0.78,0.78,0.78,
09/30/1998,312.445007,,,-216.615005,,95.830002,,-20.575001,,,,75.254997,-5.401,,5.823,0.0,-0.422,69.853997,-23.947001,45.907001,0.0,,,45.906997,0.0,45.907001,0.0,,45.907001,45.907001,,46.535999,0.99,0.99,0.99,46.841999,0.98,0.98,0.98,
12/31/1998,280.973999,,,-207.869995,,73.104004,,-22.723,,,,50.381001,-5.402,,6.674,0.0,-1.272,44.979001,-14.265,30.714001,0.0,,,30.714,0.0,30.714001,0.0,,30.714001,30.714001,,46.599998,0.66,0.66,0.69,46.700001,0.66,0.66,0.69,
03/31/1999,270.475006,,,-230.733002,,39.742004,,-23.677999,,,,16.063999,-3.868001,9.246,9.246,0.0,-5.378,12.195999,-4.256,7.94,0.0,,,7.939999,0.0,7.94,0.0,,7.94,7.94,,46.634998,0.17,0.17,0.17,46.902,0.17,0.17,0.17,
06/30/1999,380.513,,,-290.286,,90.227,,-25.416,,,,64.811,-1.059,9.713,9.713,0.0,-8.654,63.752,-22.479,41.273,0.0,,,41.273,0.0,41.273,0.0,,41.273,41.273,,46.684,0.88,0.88,0.88,47.031,0.88,0.88,0.88,
09/30/1999,401.118988,,,-301.458008,,99.66098,,-24.049,,,,75.612,-7.568,9.797,9.797,0.0,-2.229,68.044,-24.093,43.951,0.0,,,43.950999,0.0,43.951,0.0,,43.951,43.951,,46.676998,0.94,0.94,0.94,46.990002,0.94,0.94,0.94,
12/31/1999,382.011993,,,-300.942993,,81.069,,-22.267,,,,58.801998,-8.481,10.655,10.655,0.0,-2.174,50.320998,-17.704,32.617001,0.0,,,32.616998,0.0,32.617001,0.0,,32.617001,32.617001,,46.700001,0.7,0.7,0.7,46.900002,0.7,0.7,0.7,
03/31/2000,316.125,,,-271.767,,44.358,,-24.212,,,,20.146,-8.823,10.169,10.169,0.0,-1.346,11.323,-3.993,7.33,0.0,,,7.33,0.0,7.33,0.0,0.0,7.33,7.33,,46.725,0.16,0.16,0.16,46.885,0.16,0.16,0.16,
06/30/2000,411.659,,,-314.827,,96.832,,-25.257,,,,71.575,-6.841,10.651,10.651,0.0,-3.81,64.734,-22.612,42.122,0.0,,,42.122,0.0,42.122,0.0,0.0,42.122,42.122,,46.751,0.9,0.9,0.9,47.045,0.9,0.9,0.9,
09/30/2000,430.464,,,-335.038,,95.426,,-24.582,,,,70.844,-8.992,10.68,10.68,0.0,-1.688,61.852,-19.801,42.051,0.0,,,42.051,0.0,42.051,0.0,0.0,42.051,42.051,,46.763,0.9,0.9,0.9,46.962,0.9,0.9,0.9,
12/31/2000,359.269,,,-292.314,,66.955,,-27.043,,,,39.912,-9.0,10.395,10.395,0.0,-1.395,30.912,-10.388,20.524,0.0,,,20.524,0.0,20.524,0.0,0.0,20.524,20.524,,46.8,0.44,0.44,0.44,46.9,0.44,0.44,0.44,
03/31/2001,300.831,,,-273.667,,27.164,,-24.964,,,,2.2,-9.211,10.494,10.494,0.0,-1.283,-7.011,2.359,-4.652,0.0,,,-4.652,0.0,-4.652,0.0,0.0,-4.652,-4.652,,47.073,-0.1,-0.1,-0.1,47.277,-0.1,-0.1,-0.1,
06/30/2001,477.409,,,-383.948,,93.461,,-28.993,,,,64.468,-5.372,13.311,13.311,0.0,-7.939,59.096,-20.094,39.002,0.0,,,39.002,0.0,39.002,0.0,0.0,39.002,39.002,,47.56,0.82,0.82,0.82,47.804,0.82,0.82,0.82,
09/30/2001,499.697,,,-393.815,,105.882,,-26.076,,,,79.806,-13.083,12.119,12.119,0.0,0.964,66.723,-20.806,45.917,0.0,,,45.917,0.0,45.917,0.0,0.0,45.917,45.917,,48.338,0.95,0.95,0.95,48.571,0.95,0.95,0.95,
12/31/2001,440.113,,,-362.87,,77.243,,-26.472,,,,50.771,-11.14,10.868,10.868,0.0,0.272,39.631,-14.536,25.095,0.0,,,25.095,0.0,25.095,0.0,0.0,25.095,25.095,,48.5,0.52,0.52,0.52,48.7,0.52,0.52,0.52,
03/31/2002,323.493,,,-295.029,,28.464,,-28.267,,,,0.197,-10.919,11.133,11.133,0.0,-0.214,-10.722,3.149,-7.573,14.486,,,-22.059,0.0,-22.059,0.0,0.0,-22.059,-22.059,,48.555,-0.45,-0.16,-0.16,48.718,-0.45,-0.16,-0.16,
06/30/2002,464.354,,,-355.274,,109.08,,-28.624,,,,80.456,-19.278,11.213,11.213,0.0,8.065,61.178,-18.351,42.827,-10.535,,,53.362,0.0,53.362,0.0,0.0,53.362,53.362,,48.7,1.1,0.88,0.88,48.852,1.09,0.88,0.88,
09/30/2002,473.044,,,-375.721,,97.323,,-28.78,,,,68.543,-11.737,11.179,11.179,,0.558,56.806,-17.995,38.811,-0.114,,,38.925,,38.925,,,38.925,38.925,,48.820079,0.8,0.8,0.8,48.955259,0.8,0.8,0.8,
12/31/2002,400.823,,,-343.15,,57.673,,-28.566,,,,29.107,-10.588,10.503,10.503,0.0,0.085,18.519,-2.442,16.077,0.0,,,16.077,0.0,16.077,0.0,0.0,16.077,16.077,,48.8,0.33,0.33,0.33,48.9,0.33,0.33,0.33,
03/31/2003,323.669,,,-301.666,,22.003,,-30.779,,,,-8.776,-9.994,10.121,10.121,0.0,-0.127,-18.77,5.853,-12.917,7.975,,,-20.892,0.0,-20.892,0.0,0.0,-20.892,-20.892,,48.891,-0.43,-0.27,-0.27,49.059,-0.43,-0.27,-0.27,
06/30/2003,471.887,,,-370.753,,101.134,,-29.027,,,,72.107,-13.598,10.883,10.883,0.0,2.715,58.509,-18.709,39.8,0.15,,,39.65,0.0,39.65,0.0,0.0,39.65,39.65,,48.906,0.81,0.81,0.81,49.111,0.81,0.81,0.81,
09/30/2003,511.859,,,-407.721,,104.138,,-29.84,,,,74.298,-9.027,10.905,10.905,0.0,-1.878,65.271,-19.731,45.54,0.02,,,45.52,0.0,45.52,0.0,0.0,45.52,45.52,,48.923,0.93,0.93,0.93,49.19,0.93,0.93,0.93,
12/31/2003,430.998993,,,-347.127014,,83.871979,,-30.910999,,,,52.960999,-5.675001,,10.678,0.0,-5.003,47.285998,-13.889,33.396999,4.052,,,29.344998,0.0,29.344999,0.0,0.0,29.344999,29.344999,,48.900002,0.6,0.68,0.68,49.183998,0.6,0.68,0.68,
03/31/2004,344.871,,,-310.565,,34.306,,-31.875,,,,2.431,-12.306,10.288,10.288,0.0,2.018,-9.875,3.509,-6.366,0.179,,,-6.545,0.0,-6.545,0.0,0.0,-6.545,-6.545,,48.333,-0.14,-0.14,-0.14,48.333,-0.14,-0.14,-0.14,
06/30/2004,467.547,,,-362.73,,104.817,,-33.11,,,,71.707,-8.231,10.743,10.743,0.0,-2.512,63.476,-18.565,44.911,0.196,,,44.715,0.0,44.715,0.0,0.0,44.715,44.715,,48.21,0.93,0.93,0.93,48.571,0.92,0.92,0.92,
09/30/2004,495.692,,,-384.287,,111.405,,-28.829,30.827,,-1.998,82.576,-11.373,,10.751,0.0,0.622,71.203,-17.772,53.431,-0.572,,,54.003,0.0,54.003,0.0,0.0,54.003,54.003,,48.216947,1.12,1.11,1.11,48.57251,1.11,1.1,1.1,
12/31/2004,436.1,,,-343.1,,93.0,,-24.5,,,,68.5,-10.4,,11.0,0.0,-0.6,58.1,-22.5,35.6,-1.4,,,37.0,0.0,37.0,0.0,0.0,37.0,37.0,,47.8,0.77,0.74,0.74,48.2,0.77,0.74,0.74,
03/31/2005,389.727,,,-340.058,,49.669,,-30.218,,,,19.451,-8.555,10.79,10.79,0.0,-2.235,10.896,-2.286,8.61,1.533,,,7.077,0.0,7.077,0.0,0.0,7.077,7.077,,47.061842,0.15,0.18,0.18,47.737996,0.15,0.18,0.18,
06/30/2005,543.841,,,-414.216,,129.625,,-29.769,,,,99.856,-11.626,10.662,10.662,,0.964,88.23,-25.449,62.781,1.309,,,61.472,,61.472,0.0,,61.472,61.472,,46.569,1.32,1.35,1.35,47.174,1.3,1.33,1.33,
09/30/2005,563.914,,,-429.025,,134.889,,-27.071,,,,107.818,-10.961,10.772,10.772,,0.189,96.857,-20.81,76.047,-0.313,,,76.36,,76.36,0.0,,76.36,76.36,-6.7,46.349,1.65,1.64,1.5,47.173,1.62,1.61,1.47,
12/31/2005,501.2,,,-390.7,,110.5,,-33.6,,,,76.9,-4.2,,10.4,0.0,-6.2,72.7,-24.0,48.7,0.9,,,47.8,0.0,47.8,0.0,0.0,47.8,47.8,,46.2,1.03,1.05,1.05,47.0,1.02,1.04,1.04,
03/31/2006,483.964,,,-400.001,,83.963,,-32.678,36.161,,-3.483,51.285,-7.882,,9.976,,-2.094,43.403,-13.741,29.662,-1.344,,,31.006,,31.006,,,31.006,31.006,,45.750336,0.68,0.65,0.65,46.784681,0.66,0.63,0.63,
06/30/2006,587.033,,,-433.893,,153.14,,-33.696,37.148,,-3.452,119.444,-9.402,,9.708,0.0,-0.306,110.042,-34.155,75.887,0.143,,,75.744,0.0,75.744,0.0,0.0,75.744,75.744,,45.663,1.66,1.66,1.66,46.623,1.63,1.63,1.63,
09/30/2006,601.653,,,-452.366,,149.287,,-33.275,35.254,,-1.979,116.012,-10.309,,10.07,0.0,0.239,105.703,-29.199,76.504,0.344,,,76.16,0.0,76.16,0.0,0.0,76.16,76.16,,45.275,1.68,1.69,1.63,46.121,1.65,1.66,1.6,
12/31/2006,529.689,,,-392.466,,137.223,,-34.857,38.102,,-3.245,102.366,-9.949,,10.605,,-0.656,92.417,-29.966,62.451,-0.015,,,62.466,,62.466,,0.0,62.466,62.466,,45.1,1.38,1.38,1.38,45.9,1.36,1.36,1.36,
03/31/2007,459.675,,,-365.479,,94.196,,-35.985,38.273,,-2.288,58.211,-8.52,,11.2,0.0,-2.68,49.691,-16.786,32.905,-0.085,,,32.99,0.0,32.99,0.0,0.0,32.99,32.99,,44.548,0.74,0.74,0.74,45.313,0.73,0.73,0.73,
06/30/2007,590.313,,,-412.391,,177.922,,-41.667,44.309,,-2.642,136.255,-15.548,,16.702,0.0,-1.154,120.707,-38.32,82.387,-0.565,,,82.952,0.0,82.952,0.0,0.0,82.952,82.952,,42.458,1.95,1.94,1.94,43.141,1.92,1.91,1.91,
09/30/2007,615.382,,,-448.068,,167.314,,-30.433,36.439,,-6.006,136.881,-15.992,,17.24,0.0,-1.248,120.889,-31.048,89.841,-0.425,,,90.266,0.0,90.266,0.0,0.0,90.266,90.266,,41.817,2.16,2.15,2.15,42.475,2.13,2.12,2.12,
12/31/2007,532.6,,,-402.8,,129.8,,-29.9,36.2,,-6.3,99.9,-14.4,,15.8,,-1.4,85.5,-29.2,56.3,-0.2,,,56.5,0.0,56.5,,0.0,56.5,56.5,,41.8,1.35,1.34,1.34,42.5,1.33,1.32,1.32,
03/31/2008,451.559,,,-376.411,,75.148,0.0,-32.288,37.696,,-5.408,42.86,-15.724,,15.838,,-0.114,27.136,-6.874,20.262,0.211,,,20.051,0.813,20.864,0.0,0.0,20.864,20.864,0.0,41.322,0.5,0.51,0.51,41.924,0.5,0.51,0.51,
06/30/2008,597.824,,,-458.355,,139.469,0.0,-34.586,42.039,,-7.453,104.883,-18.947,,19.301,,-0.354,85.936,-26.322,59.614,-5.462,,,65.076,-1.272,63.804,0.0,0.0,63.804,63.804,0.0,41.333,1.52,1.39,1.39,41.596,1.51,1.38,1.38,
09/30/2008,598.711,,,-447.137,,151.574,0.0,-36.663,37.734,,-1.071,114.911,-20.264,,19.498,,0.766,94.647,-26.173,68.474,0.167,,,68.307,-1.981,66.326,0.0,0.0,66.326,66.326,0.0,41.385,1.58,1.58,1.58,41.63,1.57,1.57,1.57,
12/31/2008,470.5,,,-366.5,,104.0,0.0,-43.6,33.9,,9.7,60.4,-21.3,,19.7,0.0,1.6,39.1,-12.6,26.5,0.2,,,26.3,-1.0,25.3,0.0,0.0,25.3,25.3,,41.4,0.6,0.6,0.6,41.6,0.6,0.6,0.6,
03/31/2009,374.561,329.842,44.719,-326.026,326.026,48.535,0.0,-37.587,37.157,0.136,0.294,10.948,-19.547,,18.525,,1.022,-8.599,2.174,-6.425,-0.052,-0.052,0.0,-6.373,0.609,-5.764,0.0,0.0,-5.764,-5.2986,0.5174,41.863,-0.14,-0.14,-0.12657,41.863,-0.14,-0.14,-0.127641,
06/30/2009,465.385,410.689,54.696,-353.668,353.668,111.717,0.0,-38.772,36.766,0.163,1.843,72.945,-17.311,,18.651,,-1.34,55.634,-15.536,40.098,-0.487,-0.487,0.0,40.585,-1.723,38.862,0.0,0.0,38.862,41.5275,3.1525,44.554,0.86,0.85,0.932071,44.753,0.86,0.85,0.920442,
09/30/2009,487.967,428.271,59.696,-370.219,370.219,117.748,0.0,-28.535,32.932,0.051,-4.448,89.213,-16.985,,18.181,,-1.196,72.228,-15.308,56.92,0.052,0.052,0.0,56.868,-1.354,55.514,0.0,0.0,55.514,54.33035,-1.23565,44.622,1.23,1.23,1.217569,44.813,1.23,1.23,1.202427,
12/31/2009,374.7,327.8,46.9,-315.0,315.0,59.7,0.0,-45.2,32.5,,12.7,14.5,-18.5,,18.1,,0.4,-4.0,1.3,-2.7,0.2,0.2,0.0,-2.9,-0.3,-3.2,0.0,0.0,-3.2,-3.86125,-0.86125,44.9,-0.07,-0.07,-0.085997,44.9,-0.07,-0.07,-0.089182,
03/31/2010,340.944,295.561,45.383,-321.331,321.331,19.613,0.0,-32.477,33.571,0.013,-1.107,-12.864,-17.016,,17.616,,-0.6,-29.88,4.984,-24.896,-0.148,-0.148,0.0,-24.748,0.568,-24.18,0.0,0.0,-24.18,-25.06445,-0.73645,45.4,-0.54,-0.54,-0.55208,45.4,-0.54,-0.54,-0.556221,
06/30/2010,504.63,442.784,61.846,-386.93,386.93,117.7,0.0,-27.05,33.559,0.022,-6.531,90.65,-18.154,,16.82,,1.334,72.496,-17.535,54.961,0.013,0.013,0.0,54.948,-0.549,54.399,0.0,0.0,54.399,52.5361,-1.8759,45.463,1.18,1.18,1.155579,45.657,1.18,1.18,1.138913,
09/30/2010,509.401,443.709,65.692,-395.592,395.592,113.809,0.0,-29.955,31.235,0.114,-1.394,83.854,-16.559,,17.104,,-0.545,67.295,-14.061,53.234,-0.022,-0.022,0.0,53.256,-1.266,51.99,0.0,0.0,51.99,49.17755,-2.79045,45.526,1.13,1.13,1.080208,45.678,1.13,1.13,1.06891,
12/31/2010,390.6,346.9,43.7,-322.0,322.0,68.6,0.0,-35.4,34.1,,1.3,33.2,-16.9,,16.9,,0.0,16.3,-2.3,14.0,-1.2,-1.2,0.0,15.2,-0.4,14.8,0.0,0.0,14.8,13.8752,0.2752,45.5,0.32,0.29,0.304949,45.7,0.32,0.29,0.296022,
03/31/2011,327.943,290.636,37.307,-305.288,305.288,22.655,0.0,-27.103,28.64,,-1.537,-4.448,-17.904,,18.165,,-0.261,-22.352,6.111,-16.241,1.456,1.456,0.0,-17.697,0.283,-17.414,0.0,0.0,-17.414,-17.3035,-1.3455,45.584,-0.39,-0.36,-0.379596,45.584,-0.39,-0.36,-0.389517,
06/30/2011,462.391,409.565,52.826,-364.848,364.848,97.543,0.0,-32.842,31.001,,1.841,64.701,-14.061,,13.725,,0.336,50.64,-13.834,36.806,0.952,0.952,0.0,35.854,-0.055,35.799,0.0,0.0,35.799,37.65255,0.90155,45.628,0.78,0.8,0.825207,45.794,0.78,0.8,0.819687,
09/30/2011,502.386,445.003,57.383,-390.493,390.493,111.893,0.0,-31.882,32.774,,-0.892,80.011,-15.545,,13.398,,2.147,64.466,-14.13,50.336,0.004,0.004,0.0,50.332,-1.176,49.156,0.0,0.0,49.156,49.31145,0.15145,45.69,1.07,1.07,1.079261,45.799,1.07,1.07,1.073307,
12/31/2011,421.0,374.7,46.3,-351.1,351.1,69.9,0.0,-49.2,31.7,,17.5,20.7,-12.9,,13.3,,-0.4,7.8,1.2,9.0,-6.1,-6.1,0.0,15.1,-0.3,14.8,0.0,0.0,14.8,11.495,2.795,45.7,0.32,0.19,0.251532,45.8,0.32,0.19,0.251026,
03/31/2012,393.974,350.532,43.442,-370.148,370.148,23.826,0.0,-59.153,33.029,,26.124,-35.327,-11.632,,13.487,,-1.855,-46.959,9.875,-37.084,0.589,0.589,0.0,-37.673,0.941,-36.732,0.0,0.0,-36.732,-19.0168,17.1262,45.734,-0.81,-0.8,-0.415813,45.734,-0.81,-0.8,-0.425526,
06/30/2012,545.688,491.191,54.497,-443.622,443.622,102.066,0.0,-42.825,35.275,,7.55,59.241,-13.214,,13.256,,-0.042,46.027,-8.553,37.474,-0.334,-0.334,0.0,37.808,-1.057,36.751,0.0,0.0,36.751,41.5871,5.1701,45.781,0.8,0.79,0.908392,45.905,0.8,0.79,0.902626,
09/30/2012,592.268,537.507,54.761,-468.246,468.246,124.022,0.0,-32.489,32.095,,0.394,91.533,-13.844,,13.224,,0.62,77.689,-13.701,63.988,0.319,0.319,0.0,63.669,-0.747,62.922,0.0,0.0,62.922,63.22865,-0.01235,45.86,1.36,1.37,1.378732,45.992,1.36,1.37,1.369731,
12/31/2012,502.2,456.0,46.2,-425.5,425.5,76.7,0.0,-36.5,38.0,,-1.5,40.2,-13.3,,13.4,,-0.1,26.9,-5.0,21.9,0.2,0.2,0.0,21.7,-0.2,21.5,0.0,0.0,21.5,21.6363,-0.0637,45.9,0.47,0.47,0.471379,46.1,0.46,0.46,0.458618,
03/31/2013,383.909,344.059,39.85,-371.088,371.088,12.821,0.0,-36.141,37.648,,-1.507,-23.32,-14.119,,13.496,,0.623,-37.439,8.398,-29.041,0.288,0.288,0.0,-29.329,1.49,-27.839,0.0,0.0,-27.839,-27.78175,-0.23075,46.028,-0.61,-0.6,-0.603584,46.028,-0.61,-0.6,-0.605013,
06/30/2013,561.326,507.332,53.994,-454.33,454.33,106.996,0.0,-37.361,37.843,,-0.482,69.635,-13.075,,13.619,,-0.544,56.56,-15.098,41.462,-0.105,-0.105,0.0,41.567,-0.259,41.308,0.0,0.0,41.308,41.53775,0.33475,46.129,0.89,0.89,0.900469,46.26,0.89,0.89,0.897236,
09/30/2013,665.32,600.457,64.863,-522.212,522.212,143.108,0.0,-34.265,37.14,,-2.875,108.843,-13.619,,13.518,,0.101,95.224,-22.915,72.309,0.271,0.271,0.0,72.038,-0.202,71.836,0.0,0.0,71.836,71.7872,-0.3198,46.244,1.55,1.56,1.552357,46.349,1.54,1.55,1.5431,
12/31/2013,545.0,491.4,53.6,-444.0,444.0,101.0,0.0,-38.2,37.5,,0.7,62.8,-12.9,,12.8,,0.1,49.9,-14.4,35.5,0.3,0.3,0.0,35.2,0.8,36.0,0.0,0.0,36.0,35.4797,-0.8203,46.3,0.78,0.79,0.7663,46.4,0.77,0.78,0.762321,
03/31/2014,428.629,379.678,48.951,-402.794,402.794,25.835,0.0,-41.733,34.247,,7.486,-15.898,-15.664,,12.201,,3.463,-31.562,8.424,-23.138,0.015,0.015,0.0,-23.153,1.535,-21.618,0.0,-0.067,-21.685,-16.2061,5.4639,46.315,-0.47,-0.47,-0.34991,46.315,-0.47,-0.47,-0.352027,
06/30/2014,669.225,601.937,67.288,-533.623,533.623,135.602,0.0,-39.361,36.566,,2.795,96.241,-12.655,,12.947,,-0.292,83.586,-23.906,59.68,0.056,0.056,0.0,59.624,-0.103,59.521,0.0,-0.246,59.275,63.60865,4.27765,46.395,1.28,1.28,1.371024,46.529,1.27,1.27,1.361935,
09/30/2014,1003.723,917.942,85.781,-808.13,808.13,195.593,0.0,-79.637,48.427,,31.21,115.956,-17.964,,19.805,,-1.841,97.992,-44.089,53.903,0.069,0.069,0.0,53.834,-0.091,53.743,0.0,-0.213,53.53,40.6315,-12.9675,67.086,0.8,0.8,0.605663,67.495,0.79,0.79,0.597875,
12/31/2014,856.3,779.5,76.8,-691.0,691.0,165.3,0.0,-46.7,50.0,,-3.3,118.6,-19.4,,21.1,,-1.7,99.2,-35.3,63.9,-0.1,-0.1,0.0,64.0,0.0,64.0,0.0,-0.275,63.725,61.805,-1.82,67.3,0.95,0.95,0.918351,67.6,0.94,0.94,0.913077,
03/31/2015,691.347,631.876,59.471,-617.086,617.086,74.261,0.0,-48.69,49.45,,-0.76,25.571,-20.224,,19.331,,0.893,5.347,0.812,6.159,0.0,0.0,0.0,6.159,-0.033,6.126,0.0,-1.369,4.757,4.7752,0.0182,67.411,0.07,0.07,0.070837,67.676,0.07,0.07,0.070269,
06/30/2015,921.419,850.249,71.17,-721.266,721.266,200.153,0.0,-63.169,56.783,,6.386,136.984,-16.076,,19.087,,-3.011,120.908,-38.929,81.979,0.0,0.0,0.0,81.979,-0.041,81.938,0.0,0.876,82.814,84.64375,1.82975,67.373,1.23,1.23,1.256345,67.633,1.22,1.22,1.247054,
09/30/2015,1082.249,1005.218,77.031,-819.744,819.744,262.505,0.0,-83.007,54.887,,28.12,179.498,-14.437,,18.926,,-4.489,165.061,-47.483,117.578,0.0,0.0,0.0,117.578,-0.034,117.544,0.0,-0.479,117.065,156.9482,39.8832,66.83,1.75,1.75,2.348469,67.108,1.74,1.74,2.334314,
