company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repurchaseofcommonequity,saleofinvestments
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 14:56:04+00:00,,9574000.0,4988000.0,,-851000.0,-13907000.0,,-4521000.0,-8791000.0,46791000.0,-4521000.0,-8791000.0,46791000.0,32628000.0,36161000.0,36161000.0,19493000.0,5715000.0,,-10236000.0,56000.0,-27719000.0,-5415000.0,,24343000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2011.0,Q2TTM,2010-07-01,2011-06-30,,,-7144000.0,6301000.0,,-951000.0,-11632000.0,,-30788000.0,-7017000.0,60998000.0,-30788000.0,-7017000.0,60998000.0,22242000.0,40275000.0,40275000.0,25879000.0,11031000.0,,-12053000.0,175000.0,-47226000.0,-5770000.0,-29766000.0,45979000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2011.0,Q2,2011-04-01,2011-06-30,,,-5680000.0,1627000.0,,-142000.0,-1719000.0,,-1648000.0,2648000.0,18343000.0,-1648000.0,2648000.0,18343000.0,19201000.0,11937000.0,11937000.0,6556000.0,1768000.0,,-3416000.0,-58000.0,-928000.0,-1966000.0,,5542000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 14:01:19+00:00,,-5980000.0,3189000.0,,-537000.0,-19251000.0,,-2084000.0,-6014000.0,19409000.0,-2084000.0,-6014000.0,19409000.0,10774000.0,22717000.0,22717000.0,12876000.0,4720000.0,,-6804000.0,-122000.0,-12581000.0,-3306000.0,,9873000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2011.0,Q1,2011-01-01,2011-03-31,2012-07-06 15:58:09+00:00,,-300000.0,1562000.0,,-395000.0,-17532000.0,,-436000.0,-8662000.0,1066000.0,-436000.0,-8662000.0,1066000.0,-8427000.0,10780000.0,10780000.0,6320000.0,2952000.0,,-3388000.0,-64000.0,-11653000.0,-1340000.0,,4331000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q4,2012-10-01,2012-12-31,,,4500000.0,2337000.0,,-141000.0,5872000.0,,-50595000.0,1231000.0,28312000.0,-50595000.0,1231000.0,28312000.0,-21193000.0,20465000.0,20465000.0,47000.0,3588000.0,,-51653000.0,-409000.0,-10173000.0,-1532000.0,-2530000.0,12936000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:30:41+00:00,,15102000.0,8233000.0,,-1149000.0,4334000.0,,-136175000.0,15030000.0,81582000.0,-136175000.0,15030000.0,81582000.0,-40712000.0,60069000.0,60069000.0,8946000.0,2999000.0,,-64041000.0,,-16586000.0,-10360000.0,-75133000.0,41976000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q3TTM,2011-10-01,2012-09-30,,,11205000.0,7689000.0,,-1234000.0,-803000.0,,-92258000.0,14014000.0,71957000.0,-92258000.0,14014000.0,71957000.0,-7521000.0,51147000.0,51147000.0,13571000.0,3115000.0,,-15835000.0,353000.0,-10996000.0,-10638000.0,-79538000.0,35648000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q3,2012-07-01,2012-09-30,,,3666000.0,2081000.0,,-540000.0,9597000.0,,-5115000.0,-1214000.0,27375000.0,-5115000.0,-1214000.0,27375000.0,20506000.0,13482000.0,13482000.0,2252000.0,451000.0,,-4106000.0,-37000.0,-28000.0,-5226000.0,-1460000.0,4040000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-25 16:26:22+00:00,,10602000.0,5896000.0,,-1008000.0,-1538000.0,,-85580000.0,13799000.0,53270000.0,-85580000.0,13799000.0,53270000.0,-19519000.0,39604000.0,39604000.0,8899000.0,-589000.0,,-12388000.0,409000.0,-6413000.0,-8828000.0,-72603000.0,29040000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q2TTM,2011-07-01,2012-06-30,,,23093000.0,7407000.0,,-1008000.0,-5056000.0,,-89580000.0,12451000.0,71964000.0,-89580000.0,12451000.0,71964000.0,-6173000.0,51109000.0,51109000.0,17936000.0,3659000.0,,-15161000.0,568000.0,-26106000.0,-7521000.0,-78078000.0,46078000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q2,2012-04-01,2012-06-30,,,5948000.0,1961000.0,,-109000.0,-4223000.0,,-1747000.0,-879000.0,12521000.0,-1747000.0,-879000.0,12521000.0,9786000.0,12629000.0,12629000.0,2062000.0,2361000.0,,-4081000.0,92000.0,-2643000.0,-1697000.0,-27000.0,3461000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-26 12:13:16+00:00,,6936000.0,3815000.0,,-468000.0,-11135000.0,,-80465000.0,15013000.0,25895000.0,-80465000.0,15013000.0,25895000.0,-40025000.0,26122000.0,26122000.0,6647000.0,-1040000.0,,-8282000.0,446000.0,-6385000.0,-3602000.0,-71143000.0,25000000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q1TTM,2011-04-01,2012-03-31,,,11465000.0,7073000.0,,-1041000.0,-2552000.0,,-89481000.0,15978000.0,77786000.0,-89481000.0,15978000.0,77786000.0,3242000.0,50417000.0,50417000.0,22430000.0,3066000.0,,-14496000.0,418000.0,-24391000.0,-7790000.0,-78051000.0,48159000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 15:26:32+00:00,,988000.0,1854000.0,,-359000.0,-6912000.0,,-78718000.0,15892000.0,13374000.0,-78718000.0,15892000.0,13374000.0,-49811000.0,13493000.0,13493000.0,4585000.0,-3401000.0,,-4201000.0,354000.0,-3742000.0,-1905000.0,-71116000.0,21539000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 17:14:56+00:00,,30768000.0,13051000.0,9346000.0,-901000.0,2202000.0,,-17074000.0,-69121000.0,90879000.0,-17074000.0,-69121000.0,90879000.0,3783000.0,76016000.0,76016000.0,-390000.0,2763000.0,,-19837000.0,,-98600000.0,-23282000.0,,43415000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q4,2013-10-01,2013-12-31,,,48662000.0,3746000.0,9346000.0,-286000.0,3472000.0,,-1691000.0,-8547000.0,23550000.0,-1691000.0,-8547000.0,23550000.0,13026000.0,23133000.0,23133000.0,-6801000.0,3118000.0,,-4809000.0,,-11195000.0,-8519000.0,,1821000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q3TTM,2012-10-01,2013-09-30,,,-13394000.0,11642000.0,,-756000.0,4602000.0,,-65978000.0,-59343000.0,95641000.0,-65978000.0,-59343000.0,95641000.0,-30436000.0,73348000.0,73348000.0,6458000.0,3233000.0,,-66681000.0,-409000.0,-97578000.0,-16295000.0,-2530000.0,54530000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-24 16:48:00+00:00,,-17894000.0,9305000.0,,-615000.0,-1270000.0,,-15383000.0,-60574000.0,67329000.0,-15383000.0,-60574000.0,67329000.0,-9243000.0,52883000.0,52883000.0,6411000.0,-355000.0,,-15028000.0,,-87405000.0,-14763000.0,,41594000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q1TTM,2012-04-01,2013-03-31,,,13285000.0,8948000.0,,-587000.0,-864000.0,,-65384000.0,-6406000.0,78487000.0,-65384000.0,-6406000.0,78487000.0,6110000.0,61902000.0,61902000.0,8855000.0,3878000.0,,-65245000.0,-354000.0,-49962000.0,-10615000.0,-4017000.0,54171000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 12:51:21+00:00,,-829000.0,2569000.0,,203000.0,-12110000.0,,-7927000.0,-5544000.0,10279000.0,-7927000.0,-5544000.0,10279000.0,-2989000.0,15326000.0,15326000.0,4494000.0,-2522000.0,,-5405000.0,,-37118000.0,-2160000.0,,33734000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 17:17:01+00:00,,33627000.0,17379000.0,,-471000.0,6647000.0,,-60223000.0,-13025000.0,109952000.0,-60223000.0,-13025000.0,109952000.0,36233000.0,74806000.0,74806000.0,11120000.0,1692000.0,,-23941000.0,,-16423000.0,-14787000.0,-37974000.0,18185000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q4,2014-10-01,2014-12-31,,,33627000.0,4425000.0,,284000.0,14418000.0,,-16262000.0,-11561000.0,41363000.0,-16262000.0,-11561000.0,41363000.0,13824000.0,21636000.0,21636000.0,884000.0,2149000.0,,-5879000.0,,-12242000.0,-3373000.0,-12532000.0,4054000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3TTM,2013-10-01,2014-09-30,,,48662000.0,16700000.0,9346000.0,-1041000.0,-4299000.0,,-45652000.0,-10011000.0,92139000.0,-45652000.0,-10011000.0,92139000.0,35435000.0,76303000.0,76303000.0,3435000.0,2661000.0,,-22871000.0,,-15376000.0,-19933000.0,-25442000.0,15952000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3,2014-07-01,2014-09-30,,,,4482000.0,,164000.0,8004000.0,,-16460000.0,6065000.0,32177000.0,-16460000.0,6065000.0,32177000.0,21946000.0,17504000.0,17504000.0,2187000.0,1132000.0,,-5898000.0,,33000.0,-2689000.0,-11694000.0,8721000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-23 16:01:28+00:00,,,12954000.0,,-755000.0,-7771000.0,,-43961000.0,-1464000.0,68589000.0,-43961000.0,-1464000.0,68589000.0,22409000.0,53170000.0,53170000.0,10236000.0,-457000.0,,-18062000.0,,-4181000.0,-11414000.0,-25442000.0,14131000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q2,2014-04-01,2014-06-30,,,,4351000.0,,-491000.0,707000.0,,-15585000.0,-7080000.0,26265000.0,-15585000.0,-7080000.0,26265000.0,3109000.0,18191000.0,18191000.0,3016000.0,709000.0,,-5932000.0,,-4208000.0,-4532000.0,-10362000.0,1660000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-24 16:01:03+00:00,,,8472000.0,,-919000.0,-15775000.0,,-27501000.0,-7529000.0,36412000.0,-27501000.0,-7529000.0,36412000.0,463000.0,35666000.0,35666000.0,8049000.0,-1589000.0,,-12164000.0,,-4214000.0,-8725000.0,-13748000.0,5410000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q1TTM,2013-04-01,2014-03-31,,,31597000.0,14603000.0,9346000.0,-1532000.0,-2170000.0,,-21063000.0,-64026000.0,90747000.0,-21063000.0,-64026000.0,90747000.0,4126000.0,78165000.0,78165000.0,149000.0,2987000.0,,-20664000.0,,-61488000.0,-25315000.0,-3386000.0,13431000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 14:41:44+00:00,,,4121000.0,,-428000.0,-16482000.0,,-11916000.0,-449000.0,10147000.0,-11916000.0,-449000.0,10147000.0,-2646000.0,17475000.0,17475000.0,5033000.0,-2298000.0,,-6232000.0,,-6000.0,-4193000.0,-3386000.0,3750000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 17:20:24+00:00,,50875000.0,18542000.0,,-385000.0,-6527000.0,,-55364000.0,-37953000.0,124506000.0,-55364000.0,-37953000.0,124506000.0,30804000.0,96037000.0,96037000.0,16454000.0,-2672000.0,,-29534000.0,,-57817000.0,-15384000.0,-23158000.0,35248000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q4,2015-10-01,2015-12-31,,,50875000.0,4685000.0,,42000.0,12202000.0,,-14420000.0,5562000.0,48168000.0,-14420000.0,5562000.0,48168000.0,39352000.0,24491000.0,24491000.0,6790000.0,-3954000.0,,-7333000.0,,-501000.0,-4137000.0,-3133000.0,10200000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-28 08:25:34+00:00,,,13857000.0,,-427000.0,-18729000.0,,-40944000.0,-43515000.0,76338000.0,-40944000.0,-43515000.0,76338000.0,-8548000.0,71546000.0,71546000.0,9664000.0,1282000.0,,-22201000.0,,-57316000.0,-11247000.0,-20025000.0,25048000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3TTM,2014-10-01,2015-09-30,,,33627000.0,18282000.0,,-143000.0,-4311000.0,,-57206000.0,-55076000.0,117701000.0,-57206000.0,-55076000.0,117701000.0,5276000.0,93182000.0,93182000.0,10548000.0,3431000.0,,-28080000.0,,-69558000.0,-14620000.0,-32557000.0,29102000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3,2015-07-01,2015-09-30,,,,4642000.0,,70000.0,6806000.0,,-12120000.0,-32580000.0,35743000.0,-12120000.0,-32580000.0,35743000.0,-8887000.0,22715000.0,22715000.0,1580000.0,780000.0,,-7339000.0,,-38214000.0,-4086000.0,-5561000.0,9720000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-29 16:57:38+00:00,,,9215000.0,,-497000.0,-25535000.0,,-28824000.0,-10935000.0,40595000.0,-28824000.0,-10935000.0,40595000.0,339000.0,48831000.0,48831000.0,8084000.0,502000.0,,-14862000.0,,-19102000.0,-7161000.0,-14464000.0,15328000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2TTM,2014-07-01,2015-06-30,,,33627000.0,18122000.0,,-49000.0,-3113000.0,,-61546000.0,-16431000.0,114135000.0,-61546000.0,-16431000.0,114135000.0,36109000.0,87971000.0,87971000.0,11155000.0,3783000.0,,-26639000.0,,-31311000.0,-13223000.0,-38690000.0,28103000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2,2015-04-01,2015-06-30,,,,4603000.0,,-876000.0,-1174000.0,,-11583000.0,-9887000.0,30561000.0,-11583000.0,-9887000.0,30561000.0,8215000.0,24238000.0,24238000.0,2894000.0,1287000.0,,-7345000.0,,-10991000.0,-3690000.0,-5525000.0,4794000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 16:02:16+00:00,,,4612000.0,,379000.0,-24361000.0,,-17241000.0,-1048000.0,10034000.0,-17241000.0,-1048000.0,10034000.0,-7876000.0,24593000.0,24593000.0,5190000.0,-785000.0,,-7517000.0,,-8111000.0,-3471000.0,-8939000.0,10534000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q1TTM,2014-04-01,2015-03-31,,,33627000.0,17870000.0,,336000.0,-1232000.0,,-65548000.0,-13624000.0,109839000.0,-65548000.0,-13624000.0,109839000.0,31003000.0,81924000.0,81924000.0,11277000.0,3205000.0,,-25226000.0,,-24528000.0,-14065000.0,-43527000.0,24969000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,FY,2016-01-01,2016-12-31,2019-02-20 17:29:00+00:00,,58268000.0,17838000.0,,-2758000.0,-75494000.0,,-65294000.0,-53180000.0,89747000.0,-65294000.0,-53180000.0,89747000.0,-31485000.0,126172000.0,126172000.0,21231000.0,-2874000.0,,-38495000.0,,-81438000.0,-18503000.0,-23925000.0,46761000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q4,2016-10-01,2016-12-31,,,58268000.0,4292000.0,,-1778000.0,17212000.0,,-18749000.0,-29281000.0,56607000.0,-18749000.0,-29281000.0,56607000.0,6799000.0,33165000.0,33165000.0,1938000.0,883000.0,,-9581000.0,,-38943000.0,-4691000.0,-10051000.0,14353000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-27 16:27:56+00:00,,,13546000.0,,-980000.0,-92706000.0,,-46545000.0,-23899000.0,33140000.0,-46545000.0,-23899000.0,33140000.0,-38284000.0,93007000.0,93007000.0,19293000.0,-3757000.0,,-28914000.0,,-42495000.0,-13812000.0,-13874000.0,32408000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3TTM,2015-10-01,2016-09-30,,,50875000.0,18231000.0,,-938000.0,-80504000.0,,-60965000.0,-18337000.0,81308000.0,-60965000.0,-18337000.0,81308000.0,1068000.0,117498000.0,117498000.0,26083000.0,-7711000.0,,-36247000.0,,-42996000.0,-17949000.0,-17007000.0,42608000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3,2016-07-01,2016-09-30,,,,4325000.0,,-795000.0,15163000.0,,-18385000.0,-25887000.0,53236000.0,-18385000.0,-25887000.0,53236000.0,8169000.0,30918000.0,30918000.0,2830000.0,-310000.0,,-9601000.0,,-34430000.0,-3766000.0,-8474000.0,12309000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-27 16:18:12+00:00,,,9221000.0,,-185000.0,-107869000.0,,-28160000.0,1988000.0,-20096000.0,-28160000.0,1988000.0,-20096000.0,-46453000.0,62089000.0,62089000.0,16463000.0,-3447000.0,,-19313000.0,,-8065000.0,-10046000.0,-5400000.0,20099000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2TTM,2015-07-01,2016-06-30,,,50875000.0,18548000.0,,-73000.0,-88861000.0,,-54700000.0,-25030000.0,63815000.0,-54700000.0,-25030000.0,63815000.0,-15988000.0,109295000.0,109295000.0,24833000.0,-6621000.0,,-33985000.0,,-46780000.0,-18269000.0,-14094000.0,40019000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2,2016-04-01,2016-06-30,,,,4540000.0,,-181000.0,-10688000.0,,-12835000.0,-4351000.0,32647000.0,-12835000.0,-4351000.0,32647000.0,15280000.0,33126000.0,33126000.0,5669000.0,952000.0,,-9586000.0,,-8065000.0,-4359000.0,-4201000.0,8073000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q1,2016-01-01,2016-03-31,2017-04-27 17:10:35+00:00,,,4681000.0,,-4000.0,-97181000.0,,-15325000.0,6339000.0,-52743000.0,-15325000.0,6339000.0,-52743000.0,-61733000.0,28963000.0,28963000.0,10794000.0,-4399000.0,,-9727000.0,,,-5687000.0,-1199000.0,12026000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q1TTM,2015-04-01,2016-03-31,,,50875000.0,18611000.0,,-768000.0,-79347000.0,,-53448000.0,-30566000.0,61729000.0,-53448000.0,-30566000.0,61729000.0,-23053000.0,100407000.0,100407000.0,22058000.0,-6286000.0,,-31744000.0,,-49706000.0,-17600000.0,-15418000.0,36740000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,FY,2017-01-01,2017-12-31,2020-02-18 09:40:30+00:00,,43997000.0,19274000.0,,1457000.0,-20453000.0,,-117068000.0,-53653000.0,168035000.0,-117068000.0,-53653000.0,168035000.0,-1229000.0,148089000.0,148089000.0,21125000.0,-25719000.0,,-48888000.0,,-215890000.0,-25557000.0,-42461000.0,187794000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q4,2017-10-01,2017-12-31,,,43997000.0,5208000.0,,49000.0,-749000.0,,-32733000.0,14254000.0,46452000.0,-32733000.0,14254000.0,46452000.0,28022000.0,33473000.0,33473000.0,8520000.0,-14453000.0,,-12171000.0,,-19027000.0,-8218000.0,-6109000.0,41499000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-25 16:10:28+00:00,,,14066000.0,,1408000.0,-19704000.0,,-84335000.0,-67907000.0,121583000.0,-84335000.0,-67907000.0,121583000.0,-29251000.0,114616000.0,114616000.0,12605000.0,-11266000.0,,-36717000.0,,-196863000.0,-17339000.0,-36352000.0,146295000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3TTM,2016-10-01,2017-09-30,,,58268000.0,18358000.0,,-370000.0,-2492000.0,,-103084000.0,-97188000.0,178190000.0,-103084000.0,-97188000.0,178190000.0,-22452000.0,147781000.0,147781000.0,14543000.0,-10383000.0,,-46298000.0,,-235806000.0,-22030000.0,-46403000.0,160648000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3,2017-07-01,2017-09-30,,,,4583000.0,,834000.0,10754000.0,,-28880000.0,-13570000.0,52465000.0,-28880000.0,-13570000.0,52465000.0,10849000.0,34130000.0,34130000.0,2998000.0,-4493000.0,,-12182000.0,,-53616000.0,-4895000.0,-12205000.0,44941000.0
