company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,netpremisesandequipment,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3,,2016-09-30,2016-10-28 08:25:34+00:00,-10145000.0,161444000.0,0.0,337261000.0,,63539000.0,30773000.0,75740000.0,6640000.0,43811000.0,,231743000.0,502151000.0,451580000.0,451700000.0,451700000.0,50451000.0,502151000.0,,170655000.0,-107279000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2,,2016-06-30,2016-07-29 16:57:38+00:00,-9049000.0,153275000.0,0.0,333279000.0,,63635000.0,31495000.0,82380000.0,5606000.0,35358000.0,,210606000.0,477115000.0,436031000.0,436151000.0,436151000.0,40964000.0,477115000.0,,146330000.0,-98805000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q1,,2016-03-31,2016-04-28 16:02:16+00:00,-7279000.0,137995000.0,0.0,324950000.0,,63731000.0,32094000.0,70796000.0,13517000.0,27909000.0,,187228000.0,451842000.0,410295000.0,410416000.0,410416000.0,41426000.0,451842000.0,,147226000.0,-94604000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,FY,,2017-12-31,2019-02-20 17:29:00+00:00,-10226000.0,167014000.0,0.0,331081000.0,,63059000.0,38548000.0,73090000.0,15721000.0,50743000.0,,353583000.0,581232000.0,514647000.0,514768000.0,514768000.0,66464000.0,581232000.0,,239521000.0,-159791000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3,,2017-09-30,2017-10-27 16:27:56+00:00,-10150000.0,138992000.0,0.0,342113000.0,,63155000.0,35321000.0,87658000.0,7698000.0,43741000.0,,332506000.0,562347000.0,510787000.0,510908000.0,510908000.0,51439000.0,562347000.0,,237221000.0,-153682000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q2,,2017-06-30,2017-07-27 16:18:12+00:00,-11278000.0,128143000.0,0.0,343085000.0,,63251000.0,34643000.0,83643000.0,7762000.0,38051000.0,,310777000.0,547041000.0,501107000.0,501228000.0,501228000.0,45813000.0,547041000.0,,237361000.0,-141477000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q1,,2017-03-31,2017-04-27 17:10:35+00:00,-12570000.0,137655000.0,0.0,339191000.0,,63347000.0,33888000.0,77265000.0,18218000.0,30141000.0,,285150000.0,530714000.0,482234000.0,482355000.0,482355000.0,48359000.0,530714000.0,,218559000.0,-129537000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,FY,,2018-12-31,2020-02-18 09:40:30+00:00,-12394000.0,246322000.0,0.0,341982000.0,59713000.0,2962000.0,63010000.0,83427000.0,19242000.0,68419000.0,,463252000.0,695539000.0,607878000.0,607878000.0,607878000.0,87661000.0,695539000.0,0.0,240105000.0,-184962000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q3,,2018-09-30,2018-10-25 16:10:28+00:00,-12033000.0,210085000.0,0.0,336079000.0,,62771000.0,54320000.0,82854000.0,16706000.0,50807000.0,,433227000.0,646131000.0,578497000.0,578618000.0,578618000.0,67513000.0,646131000.0,,236101000.0,-178776000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q2,,2018-06-30,2018-07-26 16:11:36+00:00,-11523000.0,170686000.0,0.0,331056000.0,,62867000.0,50088000.0,84366000.0,16567000.0,43653000.0,,410419000.0,617598000.0,557257000.0,557378000.0,557378000.0,60220000.0,617598000.0,,249591000.0,-172695000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2018.0,Q1,,2018-03-31,2018-04-26 16:21:21+00:00,-10292000.0,156169000.0,0.0,327669000.0,,62963000.0,39623000.0,86247000.0,21966000.0,30143000.0,,385725000.0,589273000.0,537043000.0,537164000.0,537164000.0,52109000.0,589273000.0,,244271000.0,-166059000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,FY,,2019-12-31,2020-05-01 16:21:49+00:00,-10270000.0,270124000.0,0.0,342663000.0,146861000.0,60986000.0,71795000.0,174687000.0,118180000.0,66659000.0,,591086000.0,954930000.0,770091000.0,770091000.0,770091000.0,184839000.0,954930000.0,0.0,230477000.0,-153388000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q3,,2019-09-30,2019-10-25 09:12:11+00:00,-12804000.0,320527000.0,0.0,343665000.0,,62387000.0,66531000.0,169956000.0,109036000.0,51367000.0,,560164000.0,855026000.0,694623000.0,694623000.0,694623000.0,160403000.0,855026000.0,,235625000.0,-196402000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q2,,2019-06-30,2019-07-25 16:28:38+00:00,-11458000.0,286179000.0,0.0,341568000.0,,62483000.0,64206000.0,167246000.0,106382000.0,43719000.0,,525430000.0,812009000.0,661908000.0,661908000.0,661908000.0,150101000.0,812009000.0,,231895000.0,-193632000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2019.0,Q1,,2019-03-31,2019-04-25 16:22:21+00:00,-10817000.0,260953000.0,0.0,335425000.0,,62579000.0,61047000.0,167772000.0,113247000.0,30416000.0,,496562000.0,774809000.0,631024000.0,631146000.0,631146000.0,143663000.0,774809000.0,,222458000.0,-190146000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2020.0,Q1,,2020-03-31,2020-05-01 16:21:49+00:00,-14620000.0,363811000.0,0.0,328177000.0,147394000.0,60285000.0,74926000.0,193570000.0,121027000.0,56693000.0,,643129000.0,975603000.0,797883000.0,797883000.0,797883000.0,177720000.0,975603000.0,0.0,135617000.0,-158803000.0
