company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 15:26:32+00:00,0.37,0.37,0.11,1854000.0,0.35,9255000.0,1447000.0,13493000.0,13493000.0,,13493000.0,3714000.0,303000.0,,,5131000.0,47524000.0,15841000.0,2908000.0,27987000.0,50735000.0,22748000.0,50735000.0,,36500000.0,36934000.0,38695000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 17:14:56+00:00,2.06,2.06,0.52,14123000.0,2.01,38717000.0,4632000.0,76016000.0,68563000.0,7453000.0,76016000.0,21210000.0,420000.0,,,27082000.0,231982000.0,64406000.0,6331000.0,131453000.0,238733000.0,107280000.0,238733000.0,,36900000.0,36886000.0,37888000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q4,2013-10-01,2013-12-31,,0.63,0.63,0.13,3972000.0,0.61,9329000.0,1131000.0,23134000.0,15470000.0,7664000.0,23134000.0,6338000.0,132000.0,,,7434000.0,58258000.0,16768000.0,2052000.0,35643000.0,60442000.0,24799000.0,60442000.0,,36900000.0,36886000.0,37888000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.43,1.43,0.39,10151000.0,1.4,29388000.0,3501000.0,52882000.0,53093000.0,-211000.0,52882000.0,14872000.0,288000.0,,,19648000.0,173724000.0,47638000.0,4279000.0,95810000.0,178291000.0,82481000.0,178291000.0,,37200000.0,36919000.0,37965000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.99,1.99,1.8,11379000.0,1.94,31356000.0,4502000.0,73347000.0,75047000.0,-1700000.0,73347000.0,18554000.0,523000.0,,,24541000.0,220631000.0,57790000.0,2015000.0,116766000.0,223169000.0,106403000.0,223169000.0,,37200000.0,36919000.0,37965000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 16:48:00+00:00,0.49,0.49,0.13,3460000.0,0.48,8129000.0,1195000.0,18213000.0,18259000.0,-46000.0,18213000.0,5714000.0,112000.0,,,6466000.0,59460000.0,17910000.0,1561000.0,34745000.0,61133000.0,26388000.0,61133000.0,,37200000.0,36919000.0,37965000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.94,0.94,0.26,6691000.0,0.92,21259000.0,2306000.0,34669000.0,34834000.0,-165000.0,34669000.0,9158000.0,176000.0,,,13182000.0,114264000.0,29728000.0,2718000.0,61065000.0,117158000.0,56093000.0,117158000.0,,37200000.0,36868000.0,37819000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.87,1.87,1.78,9634000.0,1.82,31019000.0,4296000.0,68616000.0,70496000.0,-1880000.0,68616000.0,16641000.0,662000.0,,,23092000.0,206198000.0,53260000.0,1578000.0,106923000.0,208438000.0,101515000.0,208438000.0,,37200000.0,36868000.0,37819000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 13:00:52+00:00,0.52,0.52,0.13,4405000.0,0.51,12133000.0,1371000.0,19343000.0,19289000.0,54000.0,19343000.0,5215000.0,44000.0,,,6382000.0,61978000.0,14712000.0,1485000.0,32085000.0,63507000.0,31422000.0,63507000.0,,37200000.0,36868000.0,37819000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.7,1.7,1.76,7190000.0,1.65,27457000.0,4657000.0,61902000.0,63836000.0,-1934000.0,61902000.0,15198000.0,886000.0,,,21565000.0,189557000.0,53853000.0,3313000.0,102463000.0,193756000.0,91293000.0,193756000.0,,36500000.0,36774000.0,37673000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 12:51:21+00:00,0.42,0.42,0.13,2286000.0,0.41,9126000.0,935000.0,15326000.0,15545000.0,-219000.0,15326000.0,3943000.0,132000.0,,,6800000.0,52286000.0,15016000.0,1233000.0,28980000.0,53651000.0,24671000.0,53651000.0,,36500000.0,36774000.0,37673000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 17:17:01+00:00,2.03,2.03,0.64,17379000.0,1.97,43730000.0,5769000.0,74806000.0,74806000.0,,74806000.0,22066000.0,543000.0,,,24029000.0,262231000.0,74995000.0,,144238000.0,262774000.0,118536000.0,262774000.0,,36900000.0,36930000.0,37889000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q4,2014-10-01,2014-12-31,,0.6,0.6,0.16,4425000.0,0.57,11853000.0,1429000.0,21636000.0,21636000.0,,21636000.0,5448000.0,127000.0,,,6000000.0,75625000.0,19376000.0,-5585000.0,36678000.0,70167000.0,33489000.0,70167000.0,,36900000.0,36930000.0,37889000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.43,1.43,0.48,12954000.0,1.4,31877000.0,4340000.0,53170000.0,53170000.0,,53170000.0,16618000.0,416000.0,,,18029000.0,186606000.0,55619000.0,5585000.0,107560000.0,192607000.0,85047000.0,192607000.0,,37200000.0,36856000.0,37805000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.06,2.06,0.61,16926000.0,2.01,41206000.0,5471000.0,76304000.0,68640000.0,7664000.0,76304000.0,22956000.0,548000.0,,,25463000.0,244864000.0,72387000.0,7637000.0,143203000.0,253049000.0,109846000.0,253049000.0,,37200000.0,36856000.0,37805000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 16:01:28+00:00,0.47,0.47,0.16,4482000.0,0.46,10764000.0,1331000.0,17504000.0,17504000.0,,17504000.0,5486000.0,132000.0,,,6089000.0,62551000.0,18589000.0,1562000.0,35977000.0,64245000.0,28268000.0,64245000.0,,37200000.0,36856000.0,37805000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.96,0.96,0.32,8472000.0,0.94,21113000.0,3009000.0,35666000.0,35666000.0,,35666000.0,11132000.0,284000.0,,,11940000.0,124055000.0,37030000.0,4023000.0,71583000.0,128362000.0,56779000.0,128362000.0,,37100000.0,37015000.0,37942000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.08,2.08,0.58,15904000.0,2.03,38571000.0,5335000.0,77013000.0,69395000.0,7618000.0,77013000.0,23184000.0,528000.0,,,25840000.0,241773000.0,71708000.0,7636000.0,141971000.0,249937000.0,107966000.0,249937000.0,,37100000.0,37015000.0,37942000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q2,2014-04-01,2014-06-30,2015-07-24 16:01:03+00:00,0.49,0.49,0.16,4351000.0,0.48,10880000.0,1800000.0,18191000.0,18191000.0,,18191000.0,5551000.0,138000.0,,,5770000.0,62839000.0,18421000.0,1987000.0,35893000.0,64964000.0,29071000.0,64964000.0,,37100000.0,37015000.0,37942000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 14:41:44+00:00,0.47,0.47,0.16,4121000.0,0.46,10233000.0,1209000.0,17475000.0,17475000.0,,17475000.0,5581000.0,146000.0,,,6170000.0,61216000.0,18609000.0,2036000.0,35690000.0,63398000.0,27708000.0,63398000.0,,37200000.0,37121000.0,38096000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.11,2.11,0.55,15958000.0,2.06,39824000.0,4906000.0,78165000.0,70493000.0,7672000.0,78165000.0,22848000.0,434000.0,,,26452000.0,240912000.0,67999000.0,7134000.0,138163000.0,248480000.0,110317000.0,248480000.0,,37200000.0,37121000.0,38096000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 17:20:24+00:00,2.62,2.62,0.8,18542000.0,2.55,51863000.0,6148000.0,96037000.0,96037000.0,,96037000.0,20601000.0,905000.0,,,26051000.0,302193000.0,83856000.0,,155198000.0,303098000.0,147900000.0,303098000.0,,36700000.0,36690000.0,37637000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q4,2015-10-01,2015-12-31,,0.67,0.67,0.2,4685000.0,0.66,12495000.0,1888000.0,24491000.0,24491000.0,,24491000.0,4935000.0,284000.0,,,7063000.0,76360000.0,21087000.0,,39658000.0,76644000.0,36986000.0,76644000.0,,36700000.0,36690000.0,37637000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 08:25:34+00:00,0.62,0.62,0.2,4642000.0,0.6,12638000.0,1304000.0,22715000.0,22715000.0,,22715000.0,5137000.0,248000.0,,,6754000.0,73944000.0,21002000.0,,38839000.0,74192000.0,35353000.0,74192000.0,,36600000.0,36681000.0,37643000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.95,1.95,0.6,13857000.0,1.89,39368000.0,4260000.0,71546000.0,71546000.0,,71546000.0,15666000.0,621000.0,,,18988000.0,225833000.0,62769000.0,,115540000.0,226454000.0,110914000.0,226454000.0,,36600000.0,36681000.0,37643000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q3TTM,2014-10-01,2015-09-30,,2.55,2.55,0.76,18282000.0,2.46,51221000.0,5689000.0,93182000.0,93182000.0,,93182000.0,21114000.0,748000.0,,,24988000.0,301458000.0,82145000.0,-5585000.0,152218000.0,296621000.0,144403000.0,296621000.0,,36600000.0,36681000.0,37643000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2,2015-04-01,2015-06-30,2016-07-29 16:57:38+00:00,0.66,0.66,0.2,4603000.0,0.64,12821000.0,1764000.0,24238000.0,24238000.0,,24238000.0,5199000.0,190000.0,,,6273000.0,75301000.0,20593000.0,,38432000.0,75491000.0,37059000.0,75491000.0,,36700000.0,36699000.0,37642000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.33,1.33,0.4,9215000.0,1.29,26730000.0,2956000.0,48831000.0,48831000.0,,48831000.0,10529000.0,373000.0,,,12234000.0,151889000.0,41767000.0,,76701000.0,152262000.0,75561000.0,152262000.0,,36700000.0,36699000.0,37642000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.4,2.4,0.72,18122000.0,2.32,49347000.0,5716000.0,87971000.0,87971000.0,,87971000.0,21463000.0,632000.0,,,24323000.0,290065000.0,79732000.0,-4023000.0,149356000.0,286674000.0,137318000.0,286674000.0,,36700000.0,36699000.0,37642000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q1,2015-01-01,2015-03-31,2016-04-28 16:02:16+00:00,0.67,0.67,0.2,4612000.0,0.65,13909000.0,1192000.0,24593000.0,24593000.0,,24593000.0,5330000.0,183000.0,,,5961000.0,76588000.0,21174000.0,,38269000.0,76771000.0,38502000.0,76771000.0,,36700000.0,36706000.0,37626000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2015.0,Q1TTM,2014-04-01,2015-03-31,,2.23,2.23,0.68,17870000.0,2.16,47406000.0,5752000.0,81924000.0,81924000.0,,81924000.0,21815000.0,580000.0,,,23820000.0,277603000.0,77560000.0,-2036000.0,146817000.0,276147000.0,129330000.0,276147000.0,,36700000.0,36706000.0,37626000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,FY,2016-01-01,2016-12-31,2019-02-20 17:29:00+00:00,3.42,3.42,1.04,17838000.0,3.34,65430000.0,8934000.0,126172000.0,126172000.0,,126172000.0,21956000.0,,1617000.0,367730000.0,32392000.0,,96625000.0,,177745000.0,367730000.0,191602000.0,367730000.0,,36900000.0,36844000.0,37738000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q4,2016-10-01,2016-12-31,,0.89,0.89,0.26,4292000.0,0.87,17162000.0,3192000.0,33165000.0,33165000.0,,33165000.0,5524000.0,-1469000.0,1617000.0,367730000.0,8160000.0,-274014000.0,22369000.0,,43537000.0,92247000.0,50327000.0,92247000.0,,36900000.0,36844000.0,37738000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3,2016-07-01,2016-09-30,2017-10-27 16:27:56+00:00,0.84,0.84,0.26,4325000.0,0.82,15436000.0,2140000.0,30918000.0,30918000.0,,30918000.0,5465000.0,534000.0,,,8073000.0,89737000.0,23914000.0,,43917000.0,90271000.0,46354000.0,90271000.0,,36800000.0,36889000.0,37792000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3YTD,2016-01-01,2016-09-30,,2.53,2.53,0.78,13546000.0,2.47,48268000.0,5742000.0,93007000.0,93007000.0,,93007000.0,16432000.0,1469000.0,,,24232000.0,274014000.0,74256000.0,,134208000.0,275483000.0,141275000.0,275483000.0,,36800000.0,36889000.0,37792000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q3TTM,2015-10-01,2016-09-30,,3.2,3.2,0.98,18231000.0,3.13,60763000.0,7630000.0,117498000.0,117498000.0,,117498000.0,21367000.0,1753000.0,,,31295000.0,350374000.0,95343000.0,,173866000.0,352127000.0,178261000.0,352127000.0,,36800000.0,36889000.0,37792000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2,2016-04-01,2016-06-30,2017-07-27 16:18:12+00:00,0.9,0.9,0.26,4540000.0,0.88,17425000.0,1824000.0,33126000.0,33126000.0,,33126000.0,5502000.0,517000.0,,,8407000.0,96122000.0,25815000.0,,46088000.0,96639000.0,50551000.0,96639000.0,,36800000.0,36876000.0,37748000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2YTD,2016-01-01,2016-06-30,,1.69,1.69,0.52,9221000.0,1.65,32832000.0,3602000.0,62089000.0,62089000.0,,62089000.0,10967000.0,935000.0,,,16159000.0,184277000.0,50342000.0,,90291000.0,185212000.0,94921000.0,185212000.0,,36800000.0,36876000.0,37748000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q2TTM,2015-07-01,2016-06-30,,2.98,2.98,0.92,18548000.0,2.91,57965000.0,6794000.0,109295000.0,109295000.0,,109295000.0,21039000.0,1467000.0,,,29976000.0,334581000.0,92431000.0,,168788000.0,336048000.0,167260000.0,336048000.0,,36800000.0,36876000.0,37748000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q1,2016-01-01,2016-03-31,2017-04-27 17:10:35+00:00,0.79,0.79,0.26,4681000.0,0.77,15407000.0,1778000.0,28963000.0,28963000.0,,28963000.0,5465000.0,418000.0,,,7752000.0,88155000.0,24527000.0,,44203000.0,88573000.0,44370000.0,88573000.0,,36700000.0,36775000.0,37671000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2016.0,Q1TTM,2015-04-01,2016-03-31,,2.74,2.74,0.86,18611000.0,2.67,53361000.0,6734000.0,100407000.0,100407000.0,,100407000.0,20736000.0,1140000.0,,,27842000.0,313760000.0,87209000.0,,161132000.0,314900000.0,153768000.0,314900000.0,,36700000.0,36775000.0,37671000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,FY,2017-01-01,2017-12-31,2020-02-18 09:40:30+00:00,4.02,4.02,1.32,19274000.0,3.89,53679000.0,9762000.0,148089000.0,148089000.0,,148089000.0,26173000.0,,2153000.0,393422000.0,36285000.0,,102313000.0,,193807000.0,393422000.0,201768000.0,393422000.0,,36800000.0,36864000.0,38038000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q4,2017-10-01,2017-12-31,,0.91,0.91,0.33,5208000.0,0.88,15898000.0,3005000.0,33473000.0,33473000.0,,33473000.0,7110000.0,,534000.0,393422000.0,10175000.0,-294862000.0,24225000.0,,49723000.0,98560000.0,49371000.0,98560000.0,,36800000.0,36864000.0,38038000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3,2017-07-01,2017-09-30,2018-10-25 16:10:28+00:00,0.93,0.93,0.33,4583000.0,0.9,13087000.0,2089000.0,34130000.0,34130000.0,,34130000.0,6830000.0,,582000.0,,9962000.0,95584000.0,25485000.0,,48949000.0,95584000.0,47217000.0,95584000.0,,36700000.0,36865000.0,38019000.0
Marketaxess Holdings Inc,MKTX,5493002U1CA1XJOVID83,1278021,2017.0,Q3YTD,2017-01-01,2017-09-30,,3.11,3.11,0.99,14066000.0,3.01,37781000.0,6757000.0,114616000.0,114616000.0,,114616000.0,19063000.0,,1619000.0,,26110000.0,294862000.0,78088000.0,,144084000.0,294862000.0,152397000.0,294862000.0,,36700000.0,36865000.0,38019000.0
