company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2010.0,Q2TTM,2009-07-01,2010-06-30,,203000000.0,1.58,1.58,0.59,1.58,85000000.0,944000000.0,1855000000.0,1753000000.0,102000000.0,1855000000.0,,11142000000.0,19141000000.0,,,-86000000.0,708000000.0,,155000000.0,4625000000.0,11142000000.0,8707000000.0,856000000.0,5068000000.0,3639000000.0,-942000000.0,2697000000.0,19849000000.0,1146900000.0,1136500000.0,1153800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2010.0,Q1TTM,2009-04-01,2010-03-31,,203000000.0,1.53,1.53,0.56,1.52,85000000.0,926000000.0,1824000000.0,1622000000.0,202000000.0,1817000000.0,7000000.0,10877000000.0,18684000000.0,,,-45000000.0,708000000.0,33000000.0,176000000.0,4572000000.0,10877000000.0,8515000000.0,853000000.0,5069000000.0,3446000000.0,-898000000.0,2548000000.0,19392000000.0,,,
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q4,2011-10-01,2011-12-31,,67000000.0,0.76,0.76,0.24,0.75,29000000.0,402000000.0,772000000.0,772000000.0,,773000000.0,-1000000.0,4732000000.0,7493000000.0,,,-187000000.0,700000000.0,-1000000.0,29000000.0,1664000000.0,4732000000.0,3461000000.0,312000000.0,1788000000.0,1673000000.0,-499000000.0,1174000000.0,8193000000.0,1053300000.0,1046200000.0,1064500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 12:14:36+00:00,269000000.0,2.74,2.74,0.94,2.71,44000000.0,1477000000.0,2882000000.0,2882000000.0,0.0,2886000000.0,-4000000.0,16311000000.0,28274000000.0,,,-236000000.0,700000000.0,-7000000.0,113000000.0,6439000000.0,16311000000.0,12663000000.0,1210000000.0,6858000000.0,5805000000.0,-1446000000.0,4359000000.0,28974000000.0,1053300000.0,1046200000.0,1064500000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q3YTD,2011-01-01,2011-09-30,,202000000.0,1.98,1.98,0.71,1.96,15000000.0,1075000000.0,2110000000.0,2110000000.0,,2113000000.0,-3000000.0,11579000000.0,20781000000.0,,,-49000000.0,,-6000000.0,84000000.0,4775000000.0,11579000000.0,9202000000.0,898000000.0,5070000000.0,4132000000.0,-947000000.0,3185000000.0,20781000000.0,1040500000.0,1036400000.0,1053300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q3TTM,2010-10-01,2011-09-30,,346000000.0,3.3,3.3,1.13,3.26,26000000.0,1885000000.0,3601000000.0,3601000000.0,,3607000000.0,-6000000.0,19474000000.0,34302000000.0,,,-56000000.0,613000000.0,-76000000.0,146000000.0,7980000000.0,19474000000.0,15441000000.0,1477000000.0,8422000000.0,7019000000.0,-1533000000.0,5486000000.0,34915000000.0,1040500000.0,1036400000.0,1053300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q3,2011-07-01,2011-09-30,2012-11-07 12:03:59+00:00,68000000.0,0.79,0.79,0.235,0.78,4000000.0,431000000.0,822000000.0,822000000.0,,822000000.0,0.0,3808000000.0,7068000000.0,,,-33000000.0,,-1000000.0,30000000.0,1563000000.0,3808000000.0,3260000000.0,310000000.0,1664000000.0,1596000000.0,-343000000.0,1253000000.0,7068000000.0,1040500000.0,1036400000.0,1053300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q2YTD,2011-01-01,2011-06-30,,134000000.0,1.19,1.19,0.47,1.18,11000000.0,644000000.0,1288000000.0,1288000000.0,,1291000000.0,-3000000.0,7771000000.0,13713000000.0,,,-16000000.0,,-5000000.0,54000000.0,3212000000.0,7771000000.0,5942000000.0,588000000.0,3406000000.0,2536000000.0,-604000000.0,1932000000.0,13713000000.0,1063300000.0,1065400000.0,1083900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q2TTM,2010-07-01,2011-06-30,,332000000.0,2.97,2.97,1.11,2.94,31000000.0,1675000000.0,3299000000.0,3299000000.0,,3307000000.0,-8000000.0,19195000000.0,33611000000.0,,,-330000000.0,613000000.0,-75000000.0,145000000.0,7826000000.0,19195000000.0,15029000000.0,1466000000.0,8259000000.0,6770000000.0,-1796000000.0,4974000000.0,34224000000.0,1063300000.0,1065400000.0,1083900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 12:01:31+00:00,66000000.0,0.6,0.6,0.235,0.59,11000000.0,313000000.0,637000000.0,637000000.0,,638000000.0,-1000000.0,4044000000.0,7030000000.0,,,-2000000.0,,-2000000.0,24000000.0,1621000000.0,4044000000.0,2986000000.0,314000000.0,1720000000.0,1266000000.0,-316000000.0,950000000.0,7030000000.0,1063300000.0,1065400000.0,1083900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q1TTM,2010-04-01,2011-03-31,,332000000.0,2.86,2.86,1.09,2.84,20000000.0,1679000000.0,3222000000.0,3222000000.0,,3231000000.0,-9000000.0,18750000000.0,32958000000.0,,,-345000000.0,613000000.0,-73000000.0,127000000.0,7717000000.0,18750000000.0,14821000000.0,1452000000.0,8123000000.0,6698000000.0,-1797000000.0,4901000000.0,33571000000.0,1106800000.0,1090800000.0,1110100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 12:08:25+00:00,68000000.0,0.59,0.59,0.235,0.59,0.0,331000000.0,651000000.0,651000000.0,,653000000.0,-2000000.0,3727000000.0,6683000000.0,,,-14000000.0,,-3000000.0,30000000.0,1591000000.0,3727000000.0,2956000000.0,274000000.0,1686000000.0,1270000000.0,-288000000.0,982000000.0,6683000000.0,1106800000.0,1090800000.0,1110100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q4,2012-10-01,2012-12-31,,34000000.0,1.16,1.16,0.26,1.15,-2000000.0,327000000.0,1110000000.0,848000000.0,259000000.0,1104000000.0,,3077000000.0,4760000000.0,,6000000.0,-127000000.0,,-85000000.0,8000000.0,121000000.0,3077000000.0,1683000000.0,305000000.0,76000000.0,1607000000.0,-432000000.0,1175000000.0,4760000000.0,958000000.0,954400000.0,976300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 12:23:57+00:00,212000000.0,3.05,3.05,1.04,3.0,180000000.0,1370000000.0,2925000000.0,2663000000.0,259000000.0,2922000000.0,-3000000.0,14575000000.0,25325000000.0,,,-214000000.0,,-45000000.0,92000000.0,4813000000.0,14575000000.0,10750000000.0,1251000000.0,5252000000.0,5498000000.0,-1465000000.0,4033000000.0,25325000000.0,958000000.0,954400000.0,976300000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q3YTD,2012-01-01,2012-09-30,,178000000.0,1.89,1.89,0.78,1.85,182000000.0,1043000000.0,1815000000.0,1815000000.0,,1818000000.0,-3000000.0,11498000000.0,20565000000.0,,,-87000000.0,,40000000.0,84000000.0,4692000000.0,11498000000.0,9067000000.0,946000000.0,5176000000.0,3891000000.0,-1033000000.0,2858000000.0,20565000000.0,955800000.0,950400000.0,973900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q3TTM,2011-10-01,2012-09-30,,245000000.0,2.65,2.65,1.02,2.6,211000000.0,1445000000.0,2587000000.0,2587000000.0,,2591000000.0,-4000000.0,16230000000.0,28058000000.0,,,-274000000.0,700000000.0,39000000.0,113000000.0,6356000000.0,16230000000.0,12528000000.0,1258000000.0,6964000000.0,5564000000.0,-1532000000.0,4032000000.0,28758000000.0,955800000.0,950400000.0,973900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 12:56:22+00:00,57000000.0,0.86,0.86,0.26,0.84,3000000.0,418000000.0,822000000.0,822000000.0,0.0,822000000.0,0.0,3657000000.0,6842000000.0,,,-23000000.0,,-2000000.0,35000000.0,1511000000.0,3657000000.0,3185000000.0,318000000.0,1604000000.0,1581000000.0,-341000000.0,1240000000.0,6842000000.0,955800000.0,950400000.0,973900000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q2YTD,2012-01-01,2012-06-30,,121000000.0,1.03,1.03,0.52,1.01,179000000.0,625000000.0,993000000.0,993000000.0,,996000000.0,-3000000.0,7841000000.0,13723000000.0,,,-64000000.0,,42000000.0,49000000.0,3181000000.0,7841000000.0,5882000000.0,628000000.0,3572000000.0,2310000000.0,-692000000.0,1618000000.0,13723000000.0,960500000.0,956800000.0,974200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q2TTM,2011-07-01,2012-06-30,,256000000.0,2.58,2.58,0.99,2.54,212000000.0,1458000000.0,2587000000.0,2587000000.0,,2591000000.0,-4000000.0,16381000000.0,28284000000.0,,,-284000000.0,700000000.0,40000000.0,108000000.0,6408000000.0,16381000000.0,12603000000.0,1250000000.0,7024000000.0,5579000000.0,-1534000000.0,4045000000.0,28984000000.0,960500000.0,956800000.0,974200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 13:00:18+00:00,60000000.0,0.43,0.43,0.26,0.42,127000000.0,279000000.0,412000000.0,412000000.0,,413000000.0,-1000000.0,3865000000.0,6744000000.0,,,-64000000.0,,0.0,23000000.0,1606000000.0,3865000000.0,2879000000.0,308000000.0,1816000000.0,1063000000.0,-372000000.0,691000000.0,6744000000.0,960500000.0,956800000.0,974200000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q1TTM,2011-04-01,2012-03-31,,262000000.0,2.75,2.75,0.97,2.71,96000000.0,1492000000.0,2812000000.0,2812000000.0,,2816000000.0,-4000000.0,16560000000.0,28570000000.0,,,-222000000.0,700000000.0,38000000.0,109000000.0,6423000000.0,16560000000.0,12710000000.0,1256000000.0,6928000000.0,5782000000.0,-1478000000.0,4304000000.0,29270000000.0,971700000.0,968300000.0,990100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 12:06:23+00:00,61000000.0,0.6,0.6,0.26,0.59,52000000.0,346000000.0,581000000.0,581000000.0,,583000000.0,-2000000.0,3976000000.0,6979000000.0,,,0.0,,42000000.0,26000000.0,1575000000.0,3976000000.0,3003000000.0,320000000.0,1756000000.0,1247000000.0,-320000000.0,927000000.0,6979000000.0,971700000.0,968300000.0,990100000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 14:46:53+00:00,209000000.0,3.99,3.99,1.15,3.92,61000000.0,1614000000.0,3691000000.0,3354000000.0,337000000.0,3691000000.0,0.0,14935000000.0,26461000000.0,,,-111000000.0,,-129000000.0,183000000.0,4934000000.0,14935000000.0,11526000000.0,1189000000.0,5258000000.0,6268000000.0,-1300000000.0,4968000000.0,26461000000.0,925100000.0,920000000.0,942600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q4,2013-10-01,2013-12-31,,48000000.0,1.07,1.07,0.29,1.06,26000000.0,448000000.0,983000000.0,944000000.0,39000000.0,983000000.0,,4119000000.0,6872000000.0,,,-51000000.0,,1000000.0,-2000000.0,938000000.0,4119000000.0,2753000000.0,299000000.0,1011000000.0,1742000000.0,-350000000.0,1392000000.0,6872000000.0,925100000.0,920000000.0,942600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q3YTD,2013-01-01,2013-09-30,,161000000.0,2.92,2.92,0.86,2.86,35000000.0,1166000000.0,2708000000.0,2410000000.0,298000000.0,2708000000.0,,10816000000.0,19589000000.0,,,-60000000.0,,-130000000.0,185000000.0,3996000000.0,10816000000.0,8773000000.0,890000000.0,4247000000.0,4526000000.0,-950000000.0,3576000000.0,19589000000.0,917100000.0,916800000.0,938800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q3TTM,2012-10-01,2013-09-30,,195000000.0,4.08,4.08,1.12,4.01,33000000.0,1493000000.0,3818000000.0,3258000000.0,557000000.0,3812000000.0,,13893000000.0,24349000000.0,,,-187000000.0,,-215000000.0,193000000.0,4117000000.0,13893000000.0,10456000000.0,1195000000.0,4323000000.0,6133000000.0,-1382000000.0,4751000000.0,24349000000.0,917100000.0,916800000.0,938800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 12:13:25+00:00,50000000.0,1.29,1.29,0.2875,1.26,5000000.0,451000000.0,1183000000.0,958000000.0,225000000.0,1183000000.0,0.0,3158000000.0,6042000000.0,,,-20000000.0,,-113000000.0,56000000.0,1157000000.0,3158000000.0,2884000000.0,300000000.0,1155000000.0,1729000000.0,-320000000.0,1409000000.0,6042000000.0,917100000.0,916800000.0,938800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q2YTD,2013-01-01,2013-06-30,,111000000.0,1.63,1.63,0.58,1.6,30000000.0,715000000.0,1525000000.0,1452000000.0,73000000.0,1525000000.0,,7658000000.0,13547000000.0,,,-40000000.0,,-17000000.0,129000000.0,2839000000.0,7658000000.0,5889000000.0,590000000.0,3092000000.0,2797000000.0,-630000000.0,2167000000.0,13547000000.0,928900000.0,928600000.0,950800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q2TTM,2012-07-01,2013-06-30,,202000000.0,3.65,3.65,1.1,3.59,31000000.0,1460000000.0,3457000000.0,3122000000.0,332000000.0,3451000000.0,,14392000000.0,25149000000.0,,,-190000000.0,,-104000000.0,172000000.0,4471000000.0,14392000000.0,10757000000.0,1213000000.0,4772000000.0,5985000000.0,-1403000000.0,4582000000.0,25149000000.0,928900000.0,928600000.0,950800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 12:08:24+00:00,51000000.0,0.83,0.83,0.2875,0.81,3000000.0,333000000.0,771000000.0,698000000.0,73000000.0,771000000.0,0.0,3908000000.0,6608000000.0,,,-56000000.0,,-9000000.0,49000000.0,1219000000.0,3908000000.0,2700000000.0,300000000.0,1313000000.0,1387000000.0,-356000000.0,1031000000.0,6608000000.0,928900000.0,928600000.0,950800000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q1TTM,2012-04-01,2013-03-31,,211000000.0,3.25,3.25,1.07,3.2,155000000.0,1406000000.0,3098000000.0,2836000000.0,259000000.0,3093000000.0,-1000000.0,14349000000.0,25285000000.0,,,-198000000.0,,-95000000.0,146000000.0,4858000000.0,14349000000.0,10936000000.0,1221000000.0,5275000000.0,5661000000.0,-1419000000.0,4242000000.0,25285000000.0,942500000.0,932800000.0,956400000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 12:04:01+00:00,60000000.0,0.8,0.8,0.2875,0.79,27000000.0,382000000.0,754000000.0,754000000.0,,754000000.0,0.0,3750000000.0,6939000000.0,,,16000000.0,,-8000000.0,80000000.0,1620000000.0,3750000000.0,3189000000.0,290000000.0,1779000000.0,1410000000.0,-274000000.0,1136000000.0,6939000000.0,942500000.0,932800000.0,956400000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 12:00:49+00:00,202000000.0,4.42,4.42,1.27,4.34,69000000.0,785000000.0,3827000000.0,3894000000.0,-67000000.0,3827000000.0,0.0,15875000000.0,27359000000.0,,,-127000000.0,,-464000000.0,512000000.0,5190000000.0,15875000000.0,11484000000.0,1169000000.0,5509000000.0,5975000000.0,-1296000000.0,4679000000.0,27359000000.0,865800000.0,863300000.0,882600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q4,2014-10-01,2014-12-31,,50000000.0,0.87,0.87,0.32,0.86,38000000.0,381000000.0,718000000.0,720000000.0,-1000000.0,718000000.0,,4418000000.0,7525000000.0,,,13000000.0,,-13000000.0,166000000.0,1477000000.0,4418000000.0,3107000000.0,301000000.0,1718000000.0,1389000000.0,-288000000.0,1101000000.0,7525000000.0,865800000.0,863300000.0,882600000.0
Time Warner Inc,TWX,KNG3XRAA0RHN9H62OK76,1105705,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 12:14:12+00:00,52000000.0,1.13,1.13,0.3175,1.11,5000000.0,-437000000.0,967000000.0,966000000.0,,967000000.0,0.0,3681000000.0,6243000000.0,,,-135000000.0,,5000000.0,303000000.0,1226000000.0,3681000000.0,2562000000.0,307000000.0,1591000000.0,971000000.0,-442000000.0,529000000.0,6243000000.0,855800000.0,850900000.0,870200000.0
