company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 13:36:57+00:00,0.29,0.29,0.12,48012000.0,0.29,23464000.0,11551000.0,37482000.0,37482000.0,37482000.0,711011000.0,844673000.0,,6659000.0,711011000.0,133662000.0,6494000.0,,66222000.0,67440000.0,-6494000.0,60946000.0,844673000.0,129200000.0,127282000.0,130397000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q4,2011-10-01,2011-12-31,,0.62,0.62,0.13,55631000.0,0.61,43507000.0,12398000.0,72565000.0,72565000.0,72565000.0,1006230000.0,1204945000.0,,8391000.0,1006230000.0,198715000.0,6223000.0,,76420000.0,122287000.0,-6223000.0,116072000.0,1204945000.0,119000000.0,119158000.0,121922000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 17:11:04+00:00,2.16,2.16,0.52,213943000.0,2.11,158727000.0,44929000.0,257006000.0,257006000.0,257006000.0,3794837000.0,4526850000.0,,28900000.0,3794837000.0,732013000.0,28508000.0,,287772000.0,444233000.0,-28508000.0,415733000.0,4526850000.0,119000000.0,119158000.0,121922000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.54,1.54,0.39,158312000.0,1.5,115220000.0,32531000.0,184441000.0,184441000.0,184441000.0,2788607000.0,3321905000.0,,20509000.0,2788607000.0,533298000.0,22285000.0,,211352000.0,321946000.0,-22285000.0,299661000.0,3321905000.0,118400000.0,118627000.0,121126000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.02,2.02,0.51,208406000.0,1.96,146551000.0,46068000.0,242294000.0,242294000.0,242294000.0,3639253000.0,4341992000.0,,28896000.0,3639253000.0,702739000.0,30524000.0,,283370000.0,419294000.0,-30524000.0,388845000.0,4341992000.0,118400000.0,118627000.0,121126000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q3,2011-07-01,2011-09-30,2012-10-26 14:27:39+00:00,0.58,0.58,0.13,54404000.0,0.57,42885000.0,11042000.0,68650000.0,68650000.0,68650000.0,981030000.0,1171270000.0,,6114000.0,981030000.0,190240000.0,7145000.0,,71560000.0,118680000.0,-7145000.0,111535000.0,1171270000.0,118400000.0,118627000.0,121126000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.96,0.96,0.26,103908000.0,0.93,72335000.0,21489000.0,115791000.0,115791000.0,115791000.0,1807577000.0,2150635000.0,,14395000.0,1807577000.0,343058000.0,15140000.0,,139792000.0,203266000.0,-15140000.0,188126000.0,2150635000.0,119400000.0,120237000.0,123285000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.86,1.86,0.5,203810000.0,1.8,136325000.0,46569000.0,225813000.0,225813000.0,225813000.0,3478259000.0,4156746000.0,,35929000.0,3478259000.0,678487000.0,30041000.0,,286308000.0,392104000.0,-30041000.0,362138000.0,4156746000.0,119400000.0,120237000.0,123285000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q2,2011-04-01,2011-06-30,2012-07-31 12:46:59+00:00,0.55,0.55,0.13,52551000.0,0.53,41041000.0,11642000.0,65696000.0,65696000.0,65696000.0,964704000.0,1149855000.0,,7515000.0,964704000.0,185151000.0,6706000.0,,71708000.0,113443000.0,-6706000.0,106737000.0,1149855000.0,119400000.0,120237000.0,123285000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.72,1.72,0.49,200407000.0,1.67,127907000.0,46576000.0,212230000.0,212230000.0,212230000.0,3295363000.0,3949667000.0,,37238000.0,3295363000.0,654304000.0,29946000.0,,284221000.0,370008000.0,-29946000.0,340137000.0,3949667000.0,122200000.0,120980000.0,123966000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2011.0,Q1,2011-01-01,2011-03-31,2012-04-27 14:48:46+00:00,0.41,0.41,0.13,51357000.0,0.4,31294000.0,9847000.0,50095000.0,50095000.0,50095000.0,842873000.0,1000780000.0,,6880000.0,842873000.0,157907000.0,8434000.0,,68084000.0,89823000.0,-8434000.0,81389000.0,1000780000.0,122200000.0,120980000.0,123966000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 15:17:28+00:00,2.64,2.64,0.71,229166000.0,2.59,194287000.0,53832000.0,310354000.0,310354000.0,310354000.0,4214551000.0,5054981000.0,,27231000.0,4214551000.0,840430000.0,25560000.0,,310229000.0,530200000.0,-25560000.0,504641000.0,5054981000.0,117600000.0,117572000.0,120022000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q4,2012-10-01,2012-12-31,,0.71,0.71,0.29,59046000.0,0.7,54061000.0,16447000.0,83978000.0,83978000.0,83978000.0,1111796000.0,1338137000.0,,7511000.0,1111796000.0,226341000.0,5298000.0,,83004000.0,143336000.0,-5298000.0,138039000.0,1338137000.0,117600000.0,117572000.0,120022000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.93,1.93,0.42,170120000.0,1.89,140226000.0,37385000.0,226376000.0,226376000.0,226376000.0,3102755000.0,3716844000.0,,19720000.0,3102755000.0,614089000.0,20262000.0,,227225000.0,386864000.0,-20262000.0,366602000.0,3716844000.0,118500000.0,118131000.0,120281000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3TTM,2011-10-01,2012-09-30,,2.55,2.55,0.55,225751000.0,2.5,183733000.0,49783000.0,298941000.0,298941000.0,298941000.0,4108985000.0,4921789000.0,,28111000.0,4108985000.0,812804000.0,26485000.0,,303645000.0,509151000.0,-26485000.0,482674000.0,4921789000.0,118500000.0,118131000.0,120281000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q3,2012-07-01,2012-09-30,2013-10-30 16:21:31+00:00,0.66,0.66,0.14,57773000.0,0.65,48465000.0,13745000.0,78241000.0,78241000.0,78241000.0,1081853000.0,1295792000.0,,9369000.0,1081853000.0,213939000.0,6346000.0,,80887000.0,133052000.0,-6346000.0,126706000.0,1295792000.0,118500000.0,118131000.0,120281000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.27,1.27,0.28,112347000.0,1.24,91761000.0,23640000.0,148135000.0,148135000.0,148135000.0,2020902000.0,2421052000.0,,10351000.0,2020902000.0,400150000.0,13916000.0,,146338000.0,253812000.0,-13916000.0,239896000.0,2421052000.0,116600000.0,117226000.0,120027000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2TTM,2011-07-01,2012-06-30,,2.47,2.47,0.54,222382000.0,2.42,178153000.0,47080000.0,289350000.0,289350000.0,289350000.0,4008162000.0,4797267000.0,,24856000.0,4008162000.0,789105000.0,27284000.0,,294318000.0,494779000.0,-27284000.0,467503000.0,4797267000.0,116600000.0,117226000.0,120027000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 11:15:16+00:00,0.69,0.69,0.14,56227000.0,0.67,49835000.0,12595000.0,80451000.0,80451000.0,80451000.0,1042737000.0,1255130000.0,,6356000.0,1042737000.0,212393000.0,6929000.0,,75178000.0,137215000.0,-6929000.0,130286000.0,1255130000.0,116600000.0,117226000.0,120027000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.33,2.33,0.53,218706000.0,2.28,169359000.0,46127000.0,274595000.0,274595000.0,274595000.0,3930129000.0,4691992000.0,,26015000.0,3930129000.0,761863000.0,27061000.0,,290848000.0,471007000.0,-27061000.0,443954000.0,4691992000.0,116700000.0,117017000.0,119750000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2012.0,Q1,2012-01-01,2012-03-31,2013-04-26 15:00:07+00:00,0.58,0.58,0.14,56120000.0,0.57,41926000.0,11045000.0,67684000.0,67684000.0,67684000.0,978165000.0,1165922000.0,,3995000.0,978165000.0,187757000.0,6987000.0,,71160000.0,116597000.0,-6987000.0,109610000.0,1165922000.0,116700000.0,117017000.0,119750000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 16:38:30+00:00,2.92,2.92,0.45,253380000.0,2.87,211186000.0,55158000.0,342382000.0,342382000.0,342382000.0,4653856000.0,5584640000.0,,45469000.0,4653856000.0,930784000.0,23209000.0,,354007000.0,576708000.0,-23209000.0,553568000.0,5584640000.0,117300000.0,117449000.0,119404000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q4,2013-10-01,2013-12-31,,0.79,0.79,0.15,66076000.0,0.78,56850000.0,16399000.0,91864000.0,91864000.0,91864000.0,1226381000.0,1474345000.0,,11887000.0,1226381000.0,247964000.0,4888000.0,,94362000.0,153533000.0,-4888000.0,148714000.0,1474345000.0,117300000.0,117449000.0,119404000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.13,2.13,0.3,187304000.0,2.09,154336000.0,38759000.0,250518000.0,250518000.0,250518000.0,3427475000.0,4110295000.0,,33582000.0,3427475000.0,682820000.0,18321000.0,,259645000.0,423175000.0,-18321000.0,404854000.0,4110295000.0,117700000.0,117723000.0,119357000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.84,2.84,0.59,246350000.0,2.79,208397000.0,55206000.0,334496000.0,334496000.0,334496000.0,4539271000.0,5448432000.0,,41093000.0,4539271000.0,909161000.0,23619000.0,,342649000.0,566511000.0,-23619000.0,542893000.0,5448432000.0,117700000.0,117723000.0,119357000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q3,2013-07-01,2013-09-30,2014-10-30 16:15:18+00:00,0.76,0.76,0.15,64291000.0,0.75,55422000.0,13878000.0,89472000.0,89472000.0,89472000.0,1196780000.0,1435850000.0,,10172000.0,1196780000.0,239070000.0,5835000.0,,88341000.0,150729000.0,-5835000.0,144894000.0,1435850000.0,117700000.0,117723000.0,119357000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.37,1.37,0.15,123013000.0,1.34,98914000.0,24881000.0,161046000.0,161046000.0,161046000.0,2230695000.0,2674445000.0,,23410000.0,2230695000.0,443750000.0,12486000.0,,171304000.0,272446000.0,-12486000.0,259960000.0,2674445000.0,116900000.0,117139000.0,119472000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.74,2.74,0.58,239832000.0,2.69,201440000.0,55073000.0,323265000.0,323265000.0,323265000.0,4424344000.0,5308374000.0,,40290000.0,4424344000.0,884030000.0,24130000.0,,335195000.0,548834000.0,-24130000.0,524705000.0,5308374000.0,116900000.0,117139000.0,119472000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 14:00:07+00:00,0.75,0.75,0.15,62283000.0,0.73,53480000.0,12111000.0,87697000.0,87697000.0,87697000.0,1148632000.0,1382858000.0,,12425000.0,1148632000.0,234226000.0,6230000.0,,86819000.0,147407000.0,-6230000.0,141177000.0,1382858000.0,116900000.0,117139000.0,119472000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.68,2.68,0.57,233776000.0,2.63,197795000.0,55557000.0,316019000.0,316019000.0,316019000.0,4318449000.0,5180646000.0,,34221000.0,4318449000.0,862197000.0,24829000.0,,323554000.0,538642000.0,-24829000.0,513814000.0,5180646000.0,118300000.0,117553000.0,119825000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 12:05:53+00:00,0.62,0.62,,60730000.0,0.61,45434000.0,12770000.0,73349000.0,73349000.0,73349000.0,1082063000.0,1291587000.0,,10985000.0,1082063000.0,209524000.0,6256000.0,,84485000.0,125039000.0,-6256000.0,118783000.0,1291587000.0,118300000.0,117553000.0,119825000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:10:12+00:00,3.2,3.2,0.8,294496000.0,3.16,229809000.0,81062000.0,374792000.0,374792000.0,374792000.0,5107745000.0,6165528000.0,,50596000.0,5107745000.0,1057783000.0,27028000.0,,426154000.0,631542000.0,-27028000.0,604601000.0,6165528000.0,117100000.0,117000000.0,118445000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q4,2014-10-01,2014-12-31,,0.94,0.94,0.2,78387000.0,0.92,67016000.0,23440000.0,110306000.0,110306000.0,110306000.0,1310711000.0,1609597000.0,,14067000.0,1310711000.0,298886000.0,5670000.0,,115894000.0,182905000.0,-5670000.0,177322000.0,1609597000.0,117100000.0,117000000.0,118445000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 12:05:01+00:00,0.87,0.87,0.2,75416000.0,0.87,63037000.0,21904000.0,102414000.0,102414000.0,102414000.0,1316679000.0,1601156000.0,,15057000.0,1316679000.0,284477000.0,6649000.0,,112377000.0,172100000.0,-6649000.0,165451000.0,1601156000.0,117700000.0,117050000.0,118221000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.26,2.26,0.6,216109000.0,2.24,162793000.0,57622000.0,264486000.0,264486000.0,264486000.0,3797034000.0,4555931000.0,,36529000.0,3797034000.0,758897000.0,21358000.0,,310260000.0,448637000.0,-21358000.0,427279000.0,4555931000.0,117700000.0,117050000.0,118221000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.05,3.05,0.75,282185000.0,3.02,219643000.0,74021000.0,356350000.0,356350000.0,356350000.0,5023415000.0,6030276000.0,,48416000.0,5023415000.0,1006861000.0,26246000.0,,404622000.0,602170000.0,-26246000.0,575993000.0,6030276000.0,117700000.0,117050000.0,118221000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 13:43:18+00:00,0.8,0.8,0.2,71726000.0,0.79,57493000.0,19886000.0,93408000.0,93408000.0,93408000.0,1285478000.0,1547867000.0,,11547000.0,1285478000.0,262389000.0,8329000.0,,103159000.0,159230000.0,-8329000.0,150901000.0,1547867000.0,116800000.0,116764000.0,118541000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.39,1.39,0.4,140693000.0,1.37,99756000.0,35718000.0,162072000.0,162072000.0,162072000.0,2480355000.0,2954775000.0,,21472000.0,2480355000.0,474420000.0,14709000.0,,197883000.0,276537000.0,-14709000.0,261828000.0,2954775000.0,116800000.0,116764000.0,118541000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q2TTM,2013-07-01,2014-06-30,,2.94,2.94,0.7,271060000.0,2.9,212028000.0,65995000.0,343408000.0,343408000.0,343408000.0,4903516000.0,5864970000.0,,43531000.0,4903516000.0,961454000.0,25432000.0,,380586000.0,580799000.0,-25432000.0,555436000.0,5864970000.0,116800000.0,116764000.0,118541000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 12:22:18+00:00,0.59,0.59,0.2,68967000.0,0.58,42263000.0,15832000.0,68664000.0,68664000.0,68664000.0,1194877000.0,1406908000.0,,9925000.0,1194877000.0,212031000.0,6380000.0,,94724000.0,117307000.0,-6380000.0,110927000.0,1406908000.0,116400000.0,117250000.0,118943000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.89,2.89,0.65,261617000.0,2.84,208015000.0,58220000.0,337697000.0,337697000.0,337697000.0,4766670000.0,5699961000.0,,44409000.0,4766670000.0,933291000.0,23333000.0,,364246000.0,568976000.0,-23333000.0,545712000.0,5699961000.0,116400000.0,117250000.0,118943000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:42:32+00:00,3.69,3.69,0.84,339613000.0,3.66,262968000.0,73689000.0,427235000.0,427235000.0,427235000.0,4986128000.0,6187646000.0,,72522000.0,4986128000.0,1201518000.0,25577000.0,86000.0,485824000.0,715694000.0,-25491000.0,690203000.0,6187646000.0,115800000.0,115677000.0,116728000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q4,2015-10-01,2015-12-31,,1.01,1.01,0.21,88373000.0,1.01,71859000.0,17976000.0,116745000.0,116745000.0,116745000.0,1305720000.0,1621015000.0,,16053000.0,1305720000.0,315295000.0,4375000.0,86000.0,122402000.0,192893000.0,-4289000.0,188604000.0,1621015000.0,115800000.0,115677000.0,116728000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 16:12:16+00:00,1.0,1.0,0.21,86201000.0,0.99,70869000.0,20078000.0,115139000.0,115139000.0,115139000.0,1271503000.0,1586494000.0,,14866000.0,1271503000.0,314991000.0,7838000.0,,121145000.0,193846000.0,-7838000.0,186008000.0,1586494000.0,115100000.0,115456000.0,116282000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3YTD,2015-01-01,2015-09-30,,2.68,2.68,0.63,251240000.0,2.65,191109000.0,55713000.0,310490000.0,310490000.0,310490000.0,3680408000.0,4566631000.0,,56469000.0,3680408000.0,886223000.0,21202000.0,,363422000.0,522801000.0,-21202000.0,501599000.0,4566631000.0,115100000.0,115456000.0,116282000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q3TTM,2014-10-01,2015-09-30,,3.62,3.62,0.83,329627000.0,3.57,258125000.0,79153000.0,420796000.0,420796000.0,420796000.0,4991119000.0,6176228000.0,,70536000.0,4991119000.0,1185109000.0,26872000.0,,479316000.0,705706000.0,-26872000.0,678921000.0,6176228000.0,115100000.0,115456000.0,116282000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2,2015-04-01,2015-06-30,2016-07-28 17:07:23+00:00,0.89,0.89,0.21,83661000.0,0.88,63655000.0,18207000.0,103419000.0,103419000.0,103419000.0,1236684000.0,1539957000.0,,27670000.0,1236684000.0,303273000.0,6661000.0,,129538000.0,173735000.0,-6661000.0,167074000.0,1539957000.0,116200000.0,116470000.0,117811000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.68,1.68,0.42,165039000.0,1.66,120240000.0,35635000.0,195351000.0,195351000.0,195351000.0,2408905000.0,2980137000.0,,41603000.0,2408905000.0,571232000.0,13364000.0,,242277000.0,328955000.0,-13364000.0,315591000.0,2980137000.0,116200000.0,116470000.0,117811000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q2TTM,2014-07-01,2015-06-30,,3.49,3.49,0.82,318842000.0,3.45,250293000.0,80979000.0,408071000.0,408071000.0,408071000.0,5036295000.0,6190890000.0,,70727000.0,5036295000.0,1154595000.0,25683000.0,,470548000.0,683960000.0,-25683000.0,658364000.0,6190890000.0,116200000.0,116470000.0,117811000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 14:43:17+00:00,0.79,0.79,0.21,81378000.0,0.78,56585000.0,17428000.0,91932000.0,91932000.0,91932000.0,1172221000.0,1440180000.0,,13933000.0,1172221000.0,267959000.0,6703000.0,,112739000.0,155220000.0,-6703000.0,148517000.0,1440180000.0,116400000.0,116558000.0,117800000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2015.0,Q1TTM,2014-04-01,2015-03-31,,3.4,3.4,0.81,306907000.0,3.36,244131000.0,82658000.0,398060000.0,398060000.0,398060000.0,5085089000.0,6198800000.0,,54604000.0,5085089000.0,1113711000.0,27351000.0,,444169000.0,669455000.0,-27351000.0,642191000.0,6198800000.0,116400000.0,116558000.0,117800000.0
J B Hunt Transport Services Inc,JBHT,549300XCD1MPI1C5GK90,728535,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 12:09:34+00:00,3.84,3.84,0.88,361510000.0,3.81,263707000.0,78410000.0,432090000.0,432090000.0,432090000.0,5261512000.0,6555459000.0,45954000.0,87053000.0,5261512000.0,1293947000.0,25294000.0,71000.0,572927000.0,721020000.0,-25223000.0,695797000.0,6555459000.0,112500000.0,112474000.0,113361000.0
