company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lamb Weston Holdings Inc,LW,,1679273,2017.0,Q1,2016-05-30,2016-08-28,2017-10-04 15:36:18+00:00,0.54,0.54,,0.54,51000000.0,83100000.0,83100000.0,79600000.0,3500000.0,595700000.0,776300000.0,10600000.0,55600000.0,595700000.0,180600000.0,,-1500000.0,55600000.0,125000000.0,-1500000.0,123500000.0,776300000.0,146100000.0,146100000.0,146100000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,FY,2017-05-29,2018-05-27,2019-07-25 13:44:43+00:00,2.83,2.83,0.7575,2.82,121200000.0,433700000.0,433700000.0,416800000.0,16900000.0,2544200000.0,3423700000.0,83600000.0,299400000.0,2544200000.0,879500000.0,,-108800000.0,299400000.0,580100000.0,-108800000.0,471300000.0,3423700000.0,147300000.0,147300000.0,147800000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q4,2018-02-26,2018-05-27,,0.68,0.68,-0.57,0.68,28100000.0,102800000.0,102800000.0,100000000.0,2800000.0,685500000.0,918200000.0,25100000.0,99200000.0,685500000.0,232700000.0,,-27700000.0,99200000.0,133500000.0,-27700000.0,105800000.0,918200000.0,147300000.0,147300000.0,147800000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q3,2017-11-27,2018-02-25,2019-04-02 13:38:18+00:00,1.07,1.07,0.19125,1.06,7500000.0,159600000.0,159600000.0,156800000.0,2800000.0,621100000.0,863400000.0,26400000.0,73100000.0,621100000.0,242300000.0,,-28500000.0,73100000.0,169200000.0,-28500000.0,140700000.0,863400000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q3YTD,2017-05-29,2018-02-25,,2.15,2.15,0.57,2.14,93100000.0,330900000.0,330900000.0,316800000.0,14100000.0,1858700000.0,2505500000.0,58500000.0,200200000.0,1858700000.0,646800000.0,,-81100000.0,200200000.0,446600000.0,-81100000.0,365500000.0,2505500000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q3TTM,2017-02-27,2018-02-25,,2.67,2.67,0.57,2.66,134400000.0,409400000.0,409400000.0,392700000.0,16700000.0,2498900000.0,3338000000.0,82300000.0,269900000.0,2498900000.0,839100000.0,-6800000.0,-114500000.0,269900000.0,569200000.0,-107700000.0,461500000.0,3338000000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q2,2017-08-28,2017-11-26,2019-01-04 14:26:04+00:00,0.52,0.52,0.1875,0.52,41500000.0,83000000.0,83000000.0,76600000.0,6400000.0,616400000.0,824600000.0,12100000.0,68400000.0,616400000.0,208200000.0,,-27400000.0,68400000.0,139800000.0,-27400000.0,112400000.0,824600000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q2YTD,2017-05-29,2017-11-26,,1.08,1.08,0.38,1.08,85600000.0,171300000.0,171300000.0,160000000.0,11300000.0,1237600000.0,1642100000.0,32100000.0,127100000.0,1237600000.0,404500000.0,,-52600000.0,127100000.0,277400000.0,-52600000.0,224800000.0,1642100000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q2TTM,2016-11-28,2017-11-26,,2.17,2.17,0.38,2.17,170900000.0,337400000.0,337400000.0,320100000.0,17300000.0,2439300000.0,3243100000.0,68600000.0,258600000.0,2439300000.0,803800000.0,-6800000.0,-112300000.0,258600000.0,545200000.0,-105500000.0,439700000.0,3243100000.0,146300000.0,146300000.0,146300000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q1,2017-05-29,2017-08-27,2018-10-02 13:57:40+00:00,0.56,0.56,0.1875,0.56,44100000.0,88300000.0,88300000.0,83400000.0,4900000.0,621200000.0,817500000.0,20000000.0,58700000.0,621200000.0,196300000.0,,-25200000.0,58700000.0,137600000.0,-25200000.0,112400000.0,817500000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2018.0,Q1TTM,2016-08-29,2017-08-27,,2.24,2.24,0.19,2.24,163300000.0,345400000.0,345400000.0,330700000.0,14700000.0,2414700000.0,3209200000.0,62700000.0,263600000.0,2414700000.0,794500000.0,,-84900000.0,263600000.0,530900000.0,-84900000.0,446000000.0,3209200000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q4,2019-02-25,2019-05-26,,0.76,0.76,-0.58,0.76,25700000.0,110400000.0,110400000.0,110400000.0,,752900000.0,1003400000.0,15200000.0,102500000.0,752900000.0,250500000.0,,-27100000.0,102500000.0,148000000.0,-27100000.0,120900000.0,1003400000.0,150000000.0,150000000.0,150500000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,FY,2018-05-28,2019-05-26,2019-07-25 13:44:43+00:00,3.19,3.19,0.7825,3.18,133600000.0,487200000.0,487200000.0,478600000.0,8600000.0,2753000000.0,3756500000.0,59500000.0,335100000.0,2753000000.0,1003500000.0,,-107100000.0,335100000.0,668400000.0,-107100000.0,561300000.0,3756500000.0,150000000.0,150000000.0,150500000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q3,2018-11-26,2019-02-24,2020-04-01 13:58:19+00:00,0.96,0.96,0.2,0.95,39600000.0,141400000.0,141400000.0,141400000.0,,653400000.0,926800000.0,14200000.0,79600000.0,653400000.0,273400000.0,,-27000000.0,79600000.0,193800000.0,-27000000.0,166800000.0,926800000.0,146600000.0,146600000.0,146600000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q3YTD,2018-05-28,2019-02-24,,2.43,2.43,0.58,2.42,107900000.0,376800000.0,376800000.0,368200000.0,8600000.0,2000100000.0,2753100000.0,44300000.0,232600000.0,2000100000.0,753000000.0,,-80000000.0,232600000.0,520400000.0,-80000000.0,440400000.0,2753100000.0,146600000.0,146600000.0,146600000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q3TTM,2018-02-26,2019-02-24,,3.11,3.11,0.02,3.1,136000000.0,479600000.0,479600000.0,468200000.0,11400000.0,2685600000.0,3671300000.0,69400000.0,331800000.0,2685600000.0,985700000.0,,-107700000.0,331800000.0,653900000.0,-107700000.0,546200000.0,3671300000.0,146600000.0,146600000.0,146600000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q2,2018-08-27,2018-11-25,2020-01-03 13:54:04+00:00,0.74,0.74,0.19125,0.74,34000000.0,124000000.0,124000000.0,119000000.0,5000000.0,662400000.0,911400000.0,10200000.0,75000000.0,662400000.0,249000000.0,,-26200000.0,75000000.0,174000000.0,-26200000.0,147800000.0,911400000.0,160800000.0,160800000.0,160800000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q2YTD,2018-05-28,2018-11-25,,1.47,1.47,0.38,1.47,68300000.0,235400000.0,235400000.0,226800000.0,8600000.0,1346700000.0,1826300000.0,30100000.0,153000000.0,1346700000.0,479600000.0,,-53000000.0,153000000.0,326600000.0,-53000000.0,273600000.0,1826300000.0,160800000.0,160800000.0,160800000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q2TTM,2017-11-27,2018-11-25,,3.22,3.22,0.01,3.21,103900000.0,497800000.0,497800000.0,483600000.0,14200000.0,2653300000.0,3607900000.0,81600000.0,325300000.0,2653300000.0,954600000.0,,-109200000.0,325300000.0,629300000.0,-109200000.0,520100000.0,3607900000.0,160800000.0,160800000.0,160800000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q1,2018-05-28,2018-08-26,2019-10-02 12:50:23+00:00,0.73,0.73,0.19125,0.73,34300000.0,111400000.0,111400000.0,107800000.0,3600000.0,684300000.0,914900000.0,19900000.0,78000000.0,684300000.0,230600000.0,,-26800000.0,78000000.0,152600000.0,-26800000.0,125800000.0,914900000.0,146500000.0,146500000.0,146500000.0
Lamb Weston Holdings Inc,LW,,1679273,2019.0,Q1TTM,2017-08-28,2018-08-26,,3.0,3.0,,2.99,111400000.0,456800000.0,456800000.0,441200000.0,15600000.0,2607300000.0,3521100000.0,83500000.0,318700000.0,2607300000.0,913800000.0,,-110400000.0,318700000.0,595100000.0,-110400000.0,484700000.0,3521100000.0,146500000.0,146500000.0,146500000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q3YTD,2019-05-27,2020-02-23,,2.51,2.51,0.63,2.5,115100000.0,367500000.0,367500000.0,367500000.0,,2161400000.0,2945500000.0,35400000.0,258100000.0,2161400000.0,784100000.0,,-78800000.0,258100000.0,526000000.0,-78800000.0,447200000.0,2945500000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q3TTM,2019-02-25,2020-02-23,,3.27,3.27,0.05,3.26,140800000.0,477900000.0,477900000.0,477900000.0,,2914300000.0,3948900000.0,50600000.0,360600000.0,2914300000.0,1034600000.0,,-105900000.0,360600000.0,674000000.0,-105900000.0,568100000.0,3948900000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q3,2019-11-25,2020-02-23,2020-04-01 13:58:19+00:00,0.76,0.76,0.23,0.76,35700000.0,111400000.0,111400000.0,111400000.0,,686900000.0,937300000.0,9800000.0,87900000.0,686900000.0,250400000.0,,-25200000.0,87900000.0,162500000.0,-25200000.0,137300000.0,937300000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q2YTD,2019-05-27,2019-11-24,,1.75,1.75,0.4,1.74,79400000.0,256100000.0,256100000.0,256100000.0,,1474500000.0,2008200000.0,25600000.0,170200000.0,1474500000.0,533700000.0,,-53600000.0,170200000.0,363500000.0,-53600000.0,309900000.0,2008200000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q2TTM,2018-11-26,2019-11-24,,3.47,3.47,0.02,3.45,144700000.0,507900000.0,507900000.0,507900000.0,,2880800000.0,3938400000.0,55000000.0,352300000.0,2880800000.0,1057600000.0,,-107700000.0,352300000.0,705300000.0,-107700000.0,597600000.0,3938400000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q2,2019-08-26,2019-11-24,2020-01-03 13:54:04+00:00,0.96,0.96,0.2,0.95,42700000.0,140400000.0,140400000.0,140400000.0,,734100000.0,1019200000.0,15000000.0,91600000.0,734100000.0,285100000.0,,-25400000.0,91600000.0,193500000.0,-25400000.0,168100000.0,1019200000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q1TTM,2018-08-27,2019-08-25,,3.25,3.25,0.01,3.24,136000000.0,491500000.0,491500000.0,486500000.0,5000000.0,2809100000.0,3830600000.0,50200000.0,335700000.0,2809100000.0,1021500000.0,,-108500000.0,335700000.0,685800000.0,-108500000.0,577300000.0,3830600000.0,146200000.0,146200000.0,146200000.0
Lamb Weston Holdings Inc,LW,,1679273,2020.0,Q1,2019-05-27,2019-08-25,2019-10-02 12:50:23+00:00,0.79,0.79,0.2,0.79,36700000.0,115700000.0,115700000.0,115700000.0,,740400000.0,989000000.0,10600000.0,78600000.0,740400000.0,248600000.0,,-28200000.0,78600000.0,170000000.0,-28200000.0,141800000.0,989000000.0,146200000.0,146200000.0,146200000.0
