company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,cashinterestreceived,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
J C Penney Company Inc,JCP,,1166126,2010.0,FY,2010-01-31,2011-01-29,2013-03-20 17:11:32+00:00,,,,,511000000.0,-569000000.0,,392000000.0,-496000000.0,-485000000.0,592000000.0,,,,-496000000.0,-485000000.0,592000000.0,-389000000.0,389000000.0,378000000.0,11000000.0,272000000.0,8000000.0,,,-189000000.0,,-499000000.0,-707000000.0,,,14000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q3YTD,2010-01-31,2010-10-30,2010-12-08 16:44:48+00:00,,,,,379000000.0,-1207000000.0,,392000000.0,-451000000.0,-376000000.0,-518000000.0,0.0,0.0,0.0,-451000000.0,-376000000.0,-518000000.0,-1345000000.0,118000000.0,118000000.0,,192000000.0,6000000.0,,0.0,-142000000.0,,-380000000.0,-707000000.0,,,4000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q3TTM,2009-11-01,2010-10-30,,,130000000.0,264000000.0,5000000.0,510000000.0,-2015000000.0,,392000000.0,-498000000.0,-551000000.0,578000000.0,,,4000000.0,-498000000.0,-551000000.0,582000000.0,-463000000.0,318000000.0,316000000.0,2000000.0,1767000000.0,6000000.0,,4000000.0,-189000000.0,,-556000000.0,-707000000.0,,,5000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q3,2010-08-01,2010-10-30,,,,,,128000000.0,-1262000000.0,,,,-151000000.0,-139000000.0,,,,-47000000.0,-151000000.0,-139000000.0,-337000000.0,44000000.0,44000000.0,,951000000.0,,,,0.0,,-151000000.0,,,,
J C Penney Company Inc,JCP,,1166126,2010.0,Q2YTD,2010-01-31,2010-07-31,2010-09-08 17:01:10+00:00,,,,,251000000.0,55000000.0,,392000000.0,-403000000.0,-225000000.0,-379000000.0,0.0,0.0,0.0,-404000000.0,-225000000.0,-379000000.0,-1008000000.0,74000000.0,74000000.0,,-759000000.0,6000000.0,,0.0,-94000000.0,,-229000000.0,-707000000.0,,,4000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q2TTM,2009-08-02,2010-07-31,,,130000000.0,264000000.0,5000000.0,505000000.0,473000000.0,,392000000.0,-495000000.0,-508000000.0,687000000.0,,,4000000.0,-496000000.0,-508000000.0,691000000.0,-309000000.0,301000000.0,299000000.0,2000000.0,-590000000.0,8000000.0,,4000000.0,-188000000.0,,-525000000.0,-707000000.0,,,17000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q2,2010-05-02,2010-07-31,,,-20000000.0,-117000000.0,-2000000.0,126000000.0,392000000.0,,0.0,,-113000000.0,-294000000.0,,,,32000000.0,-113000000.0,-294000000.0,-375000000.0,14000000.0,14000000.0,,-826000000.0,0.0,,,0.0,,-113000000.0,0.0,,,
J C Penney Company Inc,JCP,,1166126,2010.0,Q1,2010-01-31,2010-05-01,2011-06-08 11:48:21+00:00,,20000000.0,117000000.0,2000000.0,125000000.0,-337000000.0,,,-436000000.0,-112000000.0,-85000000.0,,,,-436000000.0,-112000000.0,-85000000.0,-633000000.0,60000000.0,60000000.0,,67000000.0,4000000.0,,,-47000000.0,,-116000000.0,-393000000.0,,,4000000.0
J C Penney Company Inc,JCP,,1166126,2010.0,Q1TTM,2009-05-03,2010-05-01,,,150000000.0,381000000.0,7000000.0,500000000.0,307000000.0,,,-642000000.0,-543000000.0,1422000000.0,,,,-642000000.0,-543000000.0,1422000000.0,240000000.0,286000000.0,284000000.0,2000000.0,331000000.0,7000000.0,,3000000.0,-141000000.0,,-560000000.0,-508000000.0,,,17000000.0
J C Penney Company Inc,JCP,,1166126,2011.0,Q4,2011-10-30,2012-01-28,,-268000000.0,-96000000.0,-204000000.0,-2000000.0,135000000.0,778000000.0,50000000.0,,-76000000.0,-455000000.0,953000000.0,,,,-76000000.0,-455000000.0,953000000.0,422000000.0,-87000000.0,-87000000.0,,127000000.0,822000000.0,,,-43000000.0,-36000000.0,-165000000.0,-5000000.0,-900000000.0,,14000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q4,2012-10-28,2013-02-02,,,185000000.0,-205000000.0,,157000000.0,735000000.0,,,-11000000.0,-229000000.0,645000000.0,,,,-11000000.0,-229000000.0,645000000.0,405000000.0,-552000000.0,-552000000.0,,305000000.0,-4000000.0,,,,,-230000000.0,-7000000.0,,1000000.0,
J C Penney Company Inc,JCP,,1166126,2012.0,FY,2012-01-29,2013-02-02,2015-03-23 16:16:27+00:00,-9000000.0,,,,543000000.0,281000000.0,0.0,0.0,-274000000.0,-293000000.0,-10000000.0,,,,-274000000.0,-293000000.0,-10000000.0,-577000000.0,-985000000.0,-985000000.0,,151000000.0,66000000.0,,,-86000000.0,,-810000000.0,-254000000.0,,526000000.0,0.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q3YTD,2012-01-29,2012-10-27,2013-12-05 17:25:04+00:00,-9000000.0,-185000000.0,205000000.0,,386000000.0,-454000000.0,0.0,0.0,-263000000.0,-64000000.0,-655000000.0,,,,-263000000.0,-64000000.0,-655000000.0,-982000000.0,-433000000.0,-433000000.0,,-154000000.0,70000000.0,,,-86000000.0,,-580000000.0,-247000000.0,,525000000.0,0.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q3TTM,2011-10-30,2012-10-27,,-277000000.0,-281000000.0,1000000.0,-2000000.0,521000000.0,324000000.0,50000000.0,,-339000000.0,-519000000.0,298000000.0,,,,-339000000.0,-519000000.0,298000000.0,-560000000.0,-520000000.0,-520000000.0,,-27000000.0,892000000.0,,,-129000000.0,-36000000.0,-745000000.0,-252000000.0,-900000000.0,525000000.0,14000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q3,2012-07-29,2012-10-27,,-9000000.0,-236000000.0,92000000.0,,133000000.0,140000000.0,,,-253000000.0,-64000000.0,-46000000.0,,,,-253000000.0,-64000000.0,-46000000.0,-363000000.0,-123000000.0,-123000000.0,,-196000000.0,-10000000.0,,,,,-580000000.0,-243000000.0,,525000000.0,
J C Penney Company Inc,JCP,,1166126,2012.0,Q2YTD,2012-01-29,2012-07-28,2012-09-04 17:27:34+00:00,,51000000.0,113000000.0,,253000000.0,-594000000.0,,,-10000000.0,,-609000000.0,,,,-10000000.0,,-609000000.0,-619000000.0,-310000000.0,-310000000.0,,42000000.0,80000000.0,,,-86000000.0,,,-4000000.0,,,
J C Penney Company Inc,JCP,,1166126,2012.0,Q2TTM,2011-07-31,2012-07-28,,-268000000.0,-30000000.0,,-1000000.0,515000000.0,-370000000.0,50000000.0,,-127000000.0,-575000000.0,39000000.0,,,,-127000000.0,-575000000.0,39000000.0,-663000000.0,-540000000.0,-540000000.0,,434000000.0,904000000.0,53000000.0,,-172000000.0,-36000000.0,-339000000.0,-9000000.0,-900000000.0,,15000000.0
J C Penney Company Inc,JCP,,1166126,2012.0,Q2,2012-04-29,2012-07-28,,,47000000.0,22000000.0,-1000000.0,128000000.0,-3000000.0,,,-35000000.0,116000000.0,-32000000.0,,,,-35000000.0,116000000.0,-32000000.0,49000000.0,-147000000.0,-147000000.0,,-10000000.0,10000000.0,9000000.0,,-43000000.0,,107000000.0,-2000000.0,,,
J C Penney Company Inc,JCP,,1166126,2012.0,Q1,2012-01-29,2012-04-28,2012-06-05 17:40:15+00:00,,4000000.0,91000000.0,1000000.0,125000000.0,-591000000.0,,,25000000.0,-116000000.0,-577000000.0,,,,25000000.0,-116000000.0,-577000000.0,-668000000.0,-163000000.0,-163000000.0,,52000000.0,70000000.0,-9000000.0,,-43000000.0,,-107000000.0,-2000000.0,,,
J C Penney Company Inc,JCP,,1166126,2012.0,Q1TTM,2011-05-01,2012-04-28,,-268000000.0,5000000.0,-1000000.0,,515000000.0,-477000000.0,50000000.0,,-250000000.0,-869000000.0,191000000.0,,,,-250000000.0,-869000000.0,191000000.0,-928000000.0,-379000000.0,-379000000.0,,532000000.0,48000000.0,44000000.0,,-174000000.0,-36000000.0,-624000000.0,-7000000.0,-167000000.0,,15000000.0
J C Penney Company Inc,JCP,,1166126,2013.0,Q4,2013-11-03,2014-02-01,,,87000000.0,-361000000.0,,161000000.0,475000000.0,,,-13000000.0,-82000000.0,383000000.0,,,,-13000000.0,-82000000.0,383000000.0,288000000.0,35000000.0,35000000.0,,-288000000.0,-1000000.0,,,,,-137000000.0,-12000000.0,,55000000.0,
J C Penney Company Inc,JCP,,1166126,2014.0,FY,2014-02-02,2015-01-31,2017-03-24 16:36:52+00:00,,,,,631000000.0,382000000.0,,893000000.0,-294000000.0,-142000000.0,239000000.0,,,,-294000000.0,-142000000.0,239000000.0,-197000000.0,-717000000.0,-717000000.0,,-57000000.0,-1000000.0,,,,,-252000000.0,-1186000000.0,,40000000.0,70000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q4,2014-11-02,2015-01-31,,,-20000000.0,-343000000.0,,157000000.0,538000000.0,,,-15000000.0,-44000000.0,693000000.0,,,,-15000000.0,-44000000.0,693000000.0,634000000.0,-5000000.0,-5000000.0,,3000000.0,,,,,,-50000000.0,-15000000.0,,4000000.0,2000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q3YTD,2014-02-02,2014-11-01,2015-12-09 16:19:53+00:00,,20000000.0,343000000.0,,474000000.0,-156000000.0,,893000000.0,-279000000.0,-98000000.0,-454000000.0,,,,-279000000.0,-98000000.0,-454000000.0,-831000000.0,-712000000.0,-712000000.0,,-60000000.0,-1000000.0,,,,,-202000000.0,-1171000000.0,,36000000.0,68000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q3TTM,2013-11-03,2014-11-01,,,107000000.0,-18000000.0,,635000000.0,319000000.0,,893000000.0,-292000000.0,-180000000.0,-71000000.0,,,,-292000000.0,-180000000.0,-71000000.0,-543000000.0,-677000000.0,-677000000.0,,-348000000.0,-2000000.0,,,,,-339000000.0,-1183000000.0,,91000000.0,68000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q3,2014-08-03,2014-11-01,,,1000000.0,160000000.0,,156000000.0,-240000000.0,,393000000.0,-39000000.0,7000000.0,-320000000.0,,,,-39000000.0,7000000.0,-320000000.0,-352000000.0,-188000000.0,-188000000.0,,-48000000.0,,,,,,-61000000.0,-432000000.0,,2000000.0,66000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q2YTD,2014-02-02,2014-08-02,2015-09-08 16:22:02+00:00,,19000000.0,183000000.0,,318000000.0,84000000.0,,500000000.0,-240000000.0,-105000000.0,-134000000.0,,,,-240000000.0,-105000000.0,-134000000.0,-479000000.0,-524000000.0,-524000000.0,,-12000000.0,-1000000.0,,,,,-141000000.0,-739000000.0,,34000000.0,2000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q2TTM,2013-08-04,2014-08-02,,,107000000.0,-53000000.0,,640000000.0,-135000000.0,786000000.0,3530000000.0,304000000.0,-315000000.0,-488000000.0,,,,304000000.0,-315000000.0,-488000000.0,-499000000.0,-978000000.0,-978000000.0,,-15000000.0,-2659000000.0,-19000000.0,,,,-439000000.0,-1353000000.0,,122000000.0,21000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q2,2014-05-04,2014-08-02,,,16000000.0,57000000.0,,160000000.0,150000000.0,,500000000.0,-229000000.0,-42000000.0,137000000.0,,,,-229000000.0,-42000000.0,137000000.0,-134000000.0,-172000000.0,-172000000.0,,-1000000.0,,,,,,-61000000.0,-729000000.0,,19000000.0,
J C Penney Company Inc,JCP,,1166126,2014.0,Q1TTM,2013-05-05,2014-05-03,,,-87000000.0,42000000.0,,623000000.0,-458000000.0,786000000.0,3030000000.0,2338000000.0,-656000000.0,-1333000000.0,,,,2338000000.0,-656000000.0,-1333000000.0,349000000.0,-1392000000.0,-1392000000.0,,-106000000.0,-850000000.0,-18000000.0,,,,-817000000.0,-628000000.0,,158000000.0,21000000.0
J C Penney Company Inc,JCP,,1166126,2014.0,Q1,2014-02-02,2014-05-03,2015-06-04 16:13:35+00:00,,3000000.0,126000000.0,,158000000.0,-66000000.0,,,-11000000.0,-63000000.0,-271000000.0,,,,-11000000.0,-63000000.0,-271000000.0,-345000000.0,-352000000.0,-352000000.0,,-11000000.0,-1000000.0,,,,,-80000000.0,-10000000.0,,15000000.0,2000000.0
J C Penney Company Inc,JCP,,1166126,2015.0,FY,2015-02-01,2016-01-30,2017-03-24 16:36:52+00:00,,,,,616000000.0,139000000.0,,0.0,-562000000.0,-296000000.0,440000000.0,,,,-562000000.0,-296000000.0,440000000.0,-418000000.0,-513000000.0,-513000000.0,,198000000.0,-5000000.0,,,,,-320000000.0,-557000000.0,,13000000.0,11000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,FY,2016-01-31,2017-01-28,2019-03-19 16:59:02+00:00,,,,,609000000.0,-184000000.0,2000000.0,3071000000.0,-31000000.0,-316000000.0,334000000.0,,,,-31000000.0,-316000000.0,334000000.0,-13000000.0,17000000.0,17000000.0,,-108000000.0,-10000000.0,0.0,,,,-427000000.0,-3094000000.0,,15000000.0,96000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q4,2016-10-30,2017-01-28,,,-9000000.0,-287000000.0,,153000000.0,484000000.0,2000000.0,624000000.0,36000000.0,-67000000.0,735000000.0,,,,36000000.0,-67000000.0,735000000.0,704000000.0,208000000.0,208000000.0,,-110000000.0,-5000000.0,,,,,-145000000.0,-585000000.0,,-2000000.0,80000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q3YTD,2016-01-31,2016-10-29,2016-11-30 17:15:27+00:00,,9000000.0,287000000.0,,456000000.0,-668000000.0,,2447000000.0,-67000000.0,-249000000.0,-401000000.0,,,,-67000000.0,-249000000.0,-401000000.0,-717000000.0,-191000000.0,-191000000.0,,2000000.0,-5000000.0,,,,,-282000000.0,-2509000000.0,,17000000.0,16000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q3TTM,2015-11-01,2016-10-29,,,7000000.0,-25000000.0,,613000000.0,-85000000.0,,2447000000.0,-580000000.0,-330000000.0,455000000.0,,,,-580000000.0,-330000000.0,455000000.0,-455000000.0,-322000000.0,-322000000.0,,249000000.0,-8000000.0,,,,,-368000000.0,-3019000000.0,,17000000.0,21000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q3,2016-07-31,2016-10-29,,,1000000.0,103000000.0,,149000000.0,-268000000.0,-1000000.0,259000000.0,69000000.0,-122000000.0,-193000000.0,,,,69000000.0,-122000000.0,-193000000.0,-246000000.0,-67000000.0,-67000000.0,,-7000000.0,2000000.0,,,,,-122000000.0,-191000000.0,,,
J C Penney Company Inc,JCP,,1166126,2016.0,Q2YTD,2016-01-31,2016-07-30,2017-08-30 16:14:54+00:00,,8000000.0,184000000.0,,307000000.0,-400000000.0,1000000.0,2188000000.0,-136000000.0,-127000000.0,-208000000.0,,,,-136000000.0,-127000000.0,-208000000.0,-471000000.0,-124000000.0,-124000000.0,,9000000.0,-7000000.0,,,,,-160000000.0,-2318000000.0,,17000000.0,16000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q2TTM,2015-08-02,2016-07-30,,,6000000.0,,,616000000.0,-54000000.0,1000000.0,2188000000.0,-660000000.0,-300000000.0,416000000.0,,,,-660000000.0,-300000000.0,416000000.0,-544000000.0,-332000000.0,-332000000.0,,186000000.0,-10000000.0,,,,,-339000000.0,-2839000000.0,,17000000.0,22000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q2,2016-05-01,2016-07-30,,,5000000.0,62000000.0,,153000000.0,61000000.0,1000000.0,2188000000.0,-56000000.0,-116000000.0,186000000.0,,,,-56000000.0,-116000000.0,186000000.0,14000000.0,-56000000.0,-56000000.0,,28000000.0,-3000000.0,,,,,-121000000.0,-2242000000.0,,1000000.0,4000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q1,2016-01-31,2016-04-30,2017-06-07 16:42:08+00:00,,3000000.0,122000000.0,,154000000.0,-461000000.0,,,-80000000.0,-11000000.0,-394000000.0,,,,-80000000.0,-11000000.0,-394000000.0,-485000000.0,-68000000.0,-68000000.0,,-19000000.0,-4000000.0,,,,,-39000000.0,-76000000.0,,16000000.0,12000000.0
J C Penney Company Inc,JCP,,1166126,2016.0,Q1TTM,2015-05-03,2016-04-30,,,3000000.0,-4000000.0,,616000000.0,-113000000.0,,,-629000000.0,-272000000.0,272000000.0,,,,-629000000.0,-272000000.0,272000000.0,-629000000.0,-431000000.0,-431000000.0,,200000000.0,-7000000.0,,,,,-313000000.0,-622000000.0,,23000000.0,18000000.0
J C Penney Company Inc,JCP,,1166126,2017.0,FY,2017-01-29,2018-02-03,2020-03-20 08:08:49+00:00,,,,,570000000.0,-63000000.0,5000000.0,804000000.0,-654000000.0,-229000000.0,454000000.0,,,,-654000000.0,-229000000.0,454000000.0,-429000000.0,-118000000.0,-118000000.0,,65000000.0,-5000000.0,3000000.0,,,,-395000000.0,-1458000000.0,,9000000.0,154000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,FY,2018-02-04,2019-02-02,2020-03-20 08:08:49+00:00,,,,,556000000.0,115000000.0,3000000.0,4295000000.0,-240000000.0,-244000000.0,359000000.0,,,,-240000000.0,-244000000.0,359000000.0,-125000000.0,-255000000.0,-255000000.0,,-57000000.0,-3000000.0,1000000.0,,,,-392000000.0,-4535000000.0,,3000000.0,144000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q4,2018-11-04,2019-02-02,,,-7000000.0,-242000000.0,,137000000.0,483000000.0,1000000.0,429000000.0,-446000000.0,-59000000.0,670000000.0,,,,-446000000.0,-59000000.0,670000000.0,165000000.0,75000000.0,75000000.0,,-25000000.0,,,,,,-71000000.0,-876000000.0,,,12000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q3YTD,2018-02-04,2018-11-03,2019-12-04 16:30:46+00:00,,7000000.0,242000000.0,,419000000.0,-368000000.0,2000000.0,3866000000.0,206000000.0,-185000000.0,-311000000.0,,,,206000000.0,-185000000.0,-311000000.0,-290000000.0,-330000000.0,-330000000.0,,-32000000.0,-3000000.0,1000000.0,,,,-321000000.0,-3659000000.0,,3000000.0,132000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q3TTM,2017-10-29,2018-11-03,,,1000000.0,-5000000.0,,569000000.0,-75000000.0,3000000.0,4149000000.0,-54000000.0,-289000000.0,326000000.0,,,,-54000000.0,-289000000.0,326000000.0,-17000000.0,-88000000.0,-88000000.0,,-80000000.0,-4000000.0,4000000.0,,,,-429000000.0,-4202000000.0,,3000000.0,133000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q3,2018-08-05,2018-11-03,,,2000000.0,97000000.0,,138000000.0,-147000000.0,,1208000000.0,247000000.0,-85000000.0,-176000000.0,,,,247000000.0,-85000000.0,-176000000.0,-14000000.0,-151000000.0,-151000000.0,,-16000000.0,,1000000.0,,,,-100000000.0,-961000000.0,,3000000.0,11000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q2YTD,2018-02-04,2018-08-04,2019-08-28 16:57:27+00:00,,5000000.0,145000000.0,,281000000.0,-221000000.0,2000000.0,2658000000.0,-41000000.0,-100000000.0,-135000000.0,,,,-41000000.0,-100000000.0,-135000000.0,-276000000.0,-179000000.0,-179000000.0,,-16000000.0,-3000000.0,,,,,-221000000.0,-2698000000.0,,0.0,121000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q2TTM,2017-07-30,2018-08-04,,,,-18000000.0,,562000000.0,-181000000.0,4000000.0,3190000000.0,-103000000.0,-292000000.0,263000000.0,,,,-103000000.0,-292000000.0,263000000.0,-132000000.0,-62000000.0,-62000000.0,,-56000000.0,-5000000.0,3000000.0,,,,-424000000.0,-3292000000.0,,,129000000.0
J C Penney Company Inc,JCP,,1166126,2018.0,Q2,2018-05-06,2018-08-04,,,1000000.0,32000000.0,,140000000.0,188000000.0,1000000.0,1281000000.0,-185000000.0,-33000000.0,219000000.0,,,,-185000000.0,-33000000.0,219000000.0,1000000.0,-101000000.0,-101000000.0,,-8000000.0,,,,,,-115000000.0,-1467000000.0,,,82000000.0
