company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 16:16:54+00:00,-8000000.0,,-26000000.0,145000000.0,293000000.0,,623000000.0,,9000000.0,-681000000.0,-741000000.0,1410000000.0,,,-681000000.0,-741000000.0,1410000000.0,0.0,261000000.0,261000000.0,,233000000.0,0.0,-67000000.0,12000000.0,-201000000.0,,-677000000.0,-489000000.0,,,11000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q3TTM,2014-10-01,2015-09-30,,-739000000.0,-41000000.0,-71000000.0,727000000.0,2305000000.0,,1593000000.0,814000000.0,3159000000.0,626000000.0,-6878000000.0,6341000000.0,13000000.0,10000000.0,626000000.0,-6865000000.0,6351000000.0,101000000.0,3983000000.0,3903000000.0,80000000.0,-1419000000.0,229000000.0,-521000000.0,-11000000.0,-1876000000.0,-938000000.0,-5380000000.0,-1695000000.0,-5000000.0,,925000000.0,-225000000.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q3,2015-07-01,2015-09-30,,-8000000.0,,31000000.0,52000000.0,98000000.0,,-418000000.0,,-3000000.0,363000000.0,-294000000.0,-75000000.0,,,363000000.0,-294000000.0,-75000000.0,6000000.0,12000000.0,12000000.0,,233000000.0,,-72000000.0,12000000.0,-61000000.0,,-225000000.0,427000000.0,,,11000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-26 07:59:05+00:00,,,-57000000.0,93000000.0,195000000.0,,1041000000.0,,12000000.0,-1044000000.0,-447000000.0,1485000000.0,,,-1044000000.0,-447000000.0,1485000000.0,-6000000.0,249000000.0,249000000.0,,,,5000000.0,,-140000000.0,,-452000000.0,-916000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q2TTM,2014-07-01,2015-06-30,,-731000000.0,-41000000.0,8000000.0,730000000.0,2300000000.0,,1725000000.0,814000000.0,3167000000.0,443000000.0,-6568000000.0,6129000000.0,13000000.0,-4000000.0,443000000.0,-6555000000.0,6125000000.0,4000000.0,3951000000.0,3902000000.0,49000000.0,-1757000000.0,229000000.0,-406000000.0,-9000000.0,-1873000000.0,-938000000.0,-5366000000.0,-1889000000.0,-5000000.0,,873000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q2,2015-04-01,2015-06-30,,,,83000000.0,36000000.0,98000000.0,,223000000.0,,10000000.0,-118000000.0,-263000000.0,365000000.0,,,-118000000.0,-263000000.0,365000000.0,-16000000.0,44000000.0,44000000.0,,,,1000000.0,,-61000000.0,,-264000000.0,-67000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q1,2015-01-01,2015-03-31,2016-05-04 08:46:18+00:00,,,-140000000.0,57000000.0,97000000.0,,818000000.0,,2000000.0,-926000000.0,-184000000.0,1120000000.0,,,-926000000.0,-184000000.0,1120000000.0,10000000.0,205000000.0,205000000.0,,,,4000000.0,,-79000000.0,,-188000000.0,-849000000.0,,,,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2015.0,Q1TTM,2014-04-01,2015-03-31,,-731000000.0,-41000000.0,118000000.0,731000000.0,2297000000.0,,1672000000.0,814000000.0,3167000000.0,219000000.0,-6433000000.0,6089000000.0,5000000.0,-7000000.0,219000000.0,-6428000000.0,6082000000.0,-125000000.0,3979000000.0,3929000000.0,50000000.0,-1768000000.0,229000000.0,-405000000.0,2000000.0,-1871000000.0,-938000000.0,-5273000000.0,-2115000000.0,-5000000.0,,914000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2016.0,Q2YTD,2016-01-01,2016-06-30,2016-11-04 16:16:54+00:00,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2016.0,Q2TTM,2015-07-01,2016-06-30,,-1719000000.0,-40000000.0,48000000.0,716000000.0,2200000000.0,,-706000000.0,597000000.0,7845000000.0,2744000000.0,-6833000000.0,4789000000.0,,,2744000000.0,-6833000000.0,4789000000.0,700000000.0,4654000000.0,4654000000.0,,-1319000000.0,-202000000.0,274000000.0,,-1837000000.0,-1584000000.0,-5222000000.0,-3132000000.0,-115000000.0,-412000000.0,1418000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2016.0,Q2,2016-04-01,2016-06-30,,114000000.0,,141000000.0,-224000000.0,-639000000.0,,270000000.0,-401000000.0,-1997000000.0,-669000000.0,2197000000.0,-878000000.0,,,-669000000.0,2197000000.0,-878000000.0,650000000.0,-1027000000.0,-1027000000.0,,518000000.0,-165000000.0,-83000000.0,,501000000.0,605000000.0,1872000000.0,1393000000.0,,,-311000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 17:48:08+00:00,-114000000.0,0.0,-141000000.0,224000000.0,639000000.0,,-270000000.0,401000000.0,1997000000.0,669000000.0,-2197000000.0,878000000.0,,,669000000.0,-2197000000.0,878000000.0,-650000000.0,1027000000.0,1027000000.0,,-518000000.0,165000000.0,83000000.0,,-501000000.0,-605000000.0,-1872000000.0,-1393000000.0,,,311000000.0,0.0
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2016.0,Q1TTM,2015-04-01,2016-03-31,,-1833000000.0,-40000000.0,-10000000.0,976000000.0,2937000000.0,,-753000000.0,998000000.0,9852000000.0,3295000000.0,-9293000000.0,6032000000.0,,,3295000000.0,-9293000000.0,6032000000.0,34000000.0,5725000000.0,5725000000.0,,-1837000000.0,-37000000.0,358000000.0,,-2399000000.0,-2189000000.0,-7358000000.0,-4592000000.0,-115000000.0,-412000000.0,1729000000.0,
Southern Company Gas,GAS,549300ZW53G2TUFW5T39,1004155,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-29 19:30:33+00:00,-141000000.0,0.0,265000000.0,1318000000.0,2514000000.0,,20000000.0,634000000.0,4987000000.0,-2392000000.0,-1073000000.0,4881000000.0,,,-2392000000.0,-1073000000.0,4881000000.0,1416000000.0,4335000000.0,4335000000.0,,-1988000000.0,0.0,-546000000.0,,-2044000000.0,-683000000.0,-5417000000.0,-5969000000.0,,,678000000.0,5036000000.0
