company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q4,2010-10-01,2010-12-31,,32600000.0,0.59,0.59,0.23,31800000.0,0.59,230800000.0,,196400000.0,196400000.0,196200000.0,200000.0,30300000.0,,-31200000.0,,,,2590400000.0,90300000.0,-1827200000.0,,,119800000.0,,304800000.0,763200000.0,427200000.0,763200000.0,331500000.0,331493000.0,332475000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 19:54:19+00:00,128100000.0,2.87,2.87,0.92,129900000.0,2.86,769800000.0,,952100000.0,952100000.0,951400000.0,700000.0,125400000.0,,-109200000.0,,,,2881400000.0,357100000.0,122300000.0,,,432100000.0,,1172600000.0,3003700000.0,1721900000.0,3003700000.0,331500000.0,331493000.0,332475000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q3YTD,2010-01-01,2010-09-30,,95500000.0,11.35,11.35,3.43,98100000.0,11.35,539000000.0,,755700000.0,755700000.0,755200000.0,500000.0,95100000.0,,-78000000.0,,,,291000000.0,266800000.0,1949500000.0,,,312300000.0,,867800000.0,2240500000.0,1294700000.0,2240500000.0,66600000.0,66556000.0,66744000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q3TTM,2009-10-01,2010-09-30,,126100000.0,14.39,14.39,4.58,131000000.0,14.39,692700000.0,,958300000.0,958300000.0,957800000.0,500000.0,126300000.0,,-146600000.0,,,,621100000.0,353300000.0,1978200000.0,,-5200000.0,401300000.0,331100000.0,1132800000.0,2930400000.0,1651000000.0,2930400000.0,66600000.0,66556000.0,66744000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 13:35:43+00:00,32400000.0,3.67,3.67,,33100000.0,3.66,171400000.0,,244300000.0,244300000.0,244300000.0,,29500000.0,,-27200000.0,,,,101400000.0,85100000.0,632000000.0,,,110400000.0,,290500000.0,733400000.0,415700000.0,733400000.0,66600000.0,66556000.0,66744000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q2YTD,2010-01-01,2010-06-30,,63100000.0,7.79,7.79,2.31,65000000.0,7.79,367600000.0,,511400000.0,511400000.0,510900000.0,500000.0,65600000.0,,-50800000.0,,,,189600000.0,181700000.0,1317500000.0,,,201900000.0,,577300000.0,1507100000.0,879000000.0,1507100000.0,65500000.0,65582000.0,65784000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q2TTM,2009-07-01,2010-06-30,,124400000.0,13.96,13.96,4.64,130200000.0,13.96,674800000.0,,916300000.0,916300000.0,915800000.0,500000.0,127200000.0,,-142600000.0,,,,1119300000.0,335900000.0,1374600000.0,,-4600000.0,378200000.0,331100000.0,1091300000.0,2825000000.0,1591100000.0,2825000000.0,65500000.0,65582000.0,65784000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:04:44+00:00,32300000.0,4.13,4.13,,32800000.0,4.11,208900000.0,,271200000.0,271200000.0,270700000.0,500000.0,32900000.0,,-35000000.0,,,,102000000.0,97700000.0,711900000.0,,,103100000.0,,298800000.0,813900000.0,480100000.0,813900000.0,65500000.0,65582000.0,65784000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q1TTM,2009-04-01,2010-03-31,,122600000.0,13.09,13.09,4.61,127500000.0,13.09,619000000.0,,866900000.0,866900000.0,866900000.0,,124000000.0,,-131500000.0,,,,1636200000.0,307500000.0,691600000.0,,-3200000.0,363100000.0,331100000.0,1041500000.0,2658900000.0,1485900000.0,2658900000.0,66200000.0,66234000.0,66428000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 16:17:49+00:00,30800000.0,3.63,3.63,1.15,32200000.0,3.62,158700000.0,,240200000.0,240200000.0,240200000.0,,32700000.0,,-15800000.0,,,,87600000.0,84000000.0,605600000.0,,,98800000.0,,278500000.0,693200000.0,398900000.0,693200000.0,66200000.0,66234000.0,66428000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q4,2011-10-01,2011-12-31,,32800000.0,2.24,2.24,0.28,33400000.0,2.24,-377000000.0,,746700000.0,746700000.0,745900000.0,1600000.0,34000000.0,,-20700000.0,,-1900000.0,,2816700000.0,129900000.0,-2080200000.0,,,116000000.0,,346100000.0,736500000.0,369700000.0,736500000.0,332500000.0,332737000.0,333811000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 18:30:52+00:00,132000000.0,5.45,5.45,1.12,128500000.0,5.43,122100000.0,,1814400000.0,1814400000.0,1812300000.0,2100000.0,129600000.0,,-84600000.0,,,,3138600000.0,393700000.0,142000000.0,,,475700000.0,,1259500000.0,3280600000.0,1936500000.0,3280600000.0,332500000.0,332737000.0,333811000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q3YTD,2011-01-01,2011-09-30,,99200000.0,3.21,3.21,0.84,95100000.0,3.21,499100000.0,,1067700000.0,1067700000.0,1066400000.0,500000.0,95600000.0,,-63900000.0,,1900000.0,,321900000.0,263800000.0,2222200000.0,,,359700000.0,,913400000.0,2544100000.0,1566800000.0,2544100000.0,332700000.0,332289000.0,333337000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q3TTM,2010-10-01,2011-09-30,,131800000.0,3.8,3.8,1.08,126900000.0,3.8,729900000.0,,1264100000.0,1264100000.0,1262600000.0,700000.0,125900000.0,,-95100000.0,,1900000.0,,2912300000.0,354100000.0,395000000.0,,,479500000.0,,1218200000.0,3307300000.0,1994000000.0,3307300000.0,332700000.0,332289000.0,333337000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 13:14:54+00:00,33000000.0,0.95,0.95,,32400000.0,0.95,230900000.0,,315000000.0,315000000.0,316100000.0,,31800000.0,,-26200000.0,,,,107000000.0,85000000.0,767200000.0,,,119900000.0,,302100000.0,874200000.0,545900000.0,874200000.0,332700000.0,332289000.0,333337000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q2YTD,2011-01-01,2011-06-30,,66200000.0,2.25,2.25,0.56,62700000.0,2.25,268200000.0,,752700000.0,752700000.0,750300000.0,500000.0,63800000.0,,-37700000.0,,1900000.0,,214900000.0,178800000.0,1455000000.0,,,239800000.0,,611300000.0,1669900000.0,1020900000.0,1669900000.0,333800000.0,333794000.0,334871000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q2TTM,2010-07-01,2011-06-30,,131200000.0,3.57,3.57,1.02,127600000.0,3.57,670400000.0,,1193400000.0,1193400000.0,1190800000.0,700000.0,123600000.0,,-96100000.0,,1900000.0,,2906700000.0,354200000.0,259800000.0,,,470000000.0,,1206600000.0,3166500000.0,1863800000.0,3166500000.0,333800000.0,333794000.0,334871000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 15:53:29+00:00,33000000.0,0.88,0.88,,31700000.0,0.88,213700000.0,,295600000.0,295600000.0,293700000.0,,32400000.0,,-25200000.0,,1900000.0,,107900000.0,89200000.0,730400000.0,,,117500000.0,,303800000.0,838300000.0,509300000.0,838300000.0,333800000.0,333794000.0,334871000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q1TTM,2010-04-01,2011-03-31,,130500000.0,17.47,17.47,4.83,128700000.0,17.47,665600000.0,,1169000000.0,1169000000.0,1167800000.0,1200000.0,124100000.0,,-105900000.0,,,,2900800000.0,362700000.0,241300000.0,,,455600000.0,,1201600000.0,3142100000.0,1834600000.0,3142100000.0,66900000.0,66857000.0,67062000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 18:20:12+00:00,33200000.0,6.83,6.83,1.4,31000000.0,6.81,54500000.0,,457100000.0,457100000.0,456600000.0,500000.0,31400000.0,,-12500000.0,,,,107000000.0,89600000.0,724600000.0,,,122300000.0,,307500000.0,831600000.0,511600000.0,831600000.0,66900000.0,66857000.0,67062000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q4,2012-10-01,2012-12-31,,25900000.0,0.5,0.5,1.75,33900000.0,0.5,185400000.0,38700000.0,168100000.0,130900000.0,166800000.0,1300000.0,33200000.0,-100000.0,-23500000.0,37200000.0,,-37200000.0,79300000.0,-32300000.0,581600000.0,,,113000000.0,,248100000.0,699500000.0,353500000.0,699500000.0,330700000.0,331252000.0,332319000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 17:22:18+00:00,116200000.0,2.71,2.71,,136900000.0,2.7,786700000.0,38700000.0,906700000.0,869500000.0,896300000.0,10400000.0,127700000.0,-100000.0,,37200000.0,,-37200000.0,387100000.0,307900000.0,2527500000.0,,,496700000.0,,1185400000.0,2953200000.0,1693400000.0,2953200000.0,330700000.0,331252000.0,332319000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q3YTD,2012-01-01,2012-09-30,,90300000.0,2.2,2.2,1.94,103000000.0,2.2,601300000.0,,738600000.0,738600000.0,729500000.0,9100000.0,94500000.0,,23500000.0,,,,307800000.0,265800000.0,1945900000.0,,,383700000.0,,937300000.0,2253700000.0,1339900000.0,2253700000.0,330300000.0,331377000.0,332458000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q3TTM,2011-10-01,2012-09-30,,123100000.0,4.45,4.45,2.22,136400000.0,4.45,224300000.0,,1485300000.0,1485300000.0,1475400000.0,10700000.0,128500000.0,,2800000.0,,-1900000.0,,3124500000.0,395700000.0,-134300000.0,,,499700000.0,,1283400000.0,2990200000.0,1709600000.0,2990200000.0,330300000.0,331377000.0,332458000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q3,2012-07-01,2012-09-30,2013-11-08 16:56:41+00:00,26200000.0,0.66,0.66,,34500000.0,0.66,176900000.0,,218900000.0,218900000.0,218000000.0,900000.0,30600000.0,,-200000.0,,,,82800000.0,78400000.0,600400000.0,,,117500000.0,,287200000.0,683200000.0,395800000.0,683200000.0,330300000.0,331377000.0,332458000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q2YTD,2012-01-01,2012-06-30,,64100000.0,1.54,1.54,1.49,68500000.0,1.54,424400000.0,,519700000.0,519700000.0,511500000.0,8200000.0,63900000.0,,23700000.0,,,,225000000.0,187400000.0,1345500000.0,,,266200000.0,,650100000.0,1570500000.0,944100000.0,1570500000.0,330900000.0,331078000.0,332162000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q2TTM,2011-07-01,2012-06-30,,129900000.0,4.75,4.75,2.05,134300000.0,4.75,278300000.0,,1581400000.0,1581400000.0,1573500000.0,9800000.0,129700000.0,,-23200000.0,,-1900000.0,,3148700000.0,402300000.0,32500000.0,,,502100000.0,,1298300000.0,3181200000.0,1859700000.0,3181200000.0,330900000.0,331078000.0,332162000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 13:59:58+00:00,31300000.0,0.74,0.74,,33600000.0,0.74,257300000.0,,253400000.0,253400000.0,244900000.0,8500000.0,30800000.0,,41500000.0,,,,110800000.0,99900000.0,685100000.0,,,131100000.0,,326700000.0,795900000.0,510700000.0,795900000.0,330900000.0,331078000.0,332162000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q1TTM,2011-04-01,2012-03-31,,131600000.0,4.9,4.9,1.89,132400000.0,4.9,234700000.0,,1623600000.0,1623600000.0,1622300000.0,1300000.0,131300000.0,,-89900000.0,,,,3145800000.0,391600000.0,77800000.0,,,488500000.0,,1275400000.0,3223600000.0,1858300000.0,3223600000.0,329100000.0,330814000.0,331851000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:48:46+00:00,32800000.0,0.81,0.81,1.05,34900000.0,0.8,167100000.0,,266300000.0,266300000.0,266600000.0,-300000.0,33100000.0,,-17800000.0,,,,114200000.0,87500000.0,660400000.0,,,135100000.0,,323400000.0,774600000.0,433400000.0,774600000.0,329100000.0,330814000.0,331851000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 17:37:16+00:00,103000000.0,2.94,2.94,4.4,135100000.0,2.92,622900000.0,,978100000.0,978100000.0,976800000.0,1300000.0,131900000.0,,-36000000.0,,,,315400000.0,410400000.0,2620900000.0,,,518900000.0,,1299300000.0,2936300000.0,1601000000.0,2936300000.0,332200000.0,332678000.0,334398000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q4,2013-10-01,2013-12-31,,25600000.0,0.58,0.58,0.45,34300000.0,0.58,113900000.0,,193100000.0,193100000.0,193100000.0,,35600000.0,,-16200000.0,,,,76500000.0,141700000.0,610500000.0,,,126600000.0,,363800000.0,687000000.0,307000000.0,687000000.0,332200000.0,332678000.0,334398000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q3YTD,2013-01-01,2013-09-30,,77400000.0,2.36,2.36,1.35,100800000.0,2.36,509000000.0,,785000000.0,785000000.0,783700000.0,1300000.0,96300000.0,,-19800000.0,,,,238900000.0,268700000.0,2010400000.0,,,392300000.0,,935500000.0,2249300000.0,1294000000.0,2249300000.0,333400000.0,332763000.0,334674000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q3TTM,2012-10-01,2013-09-30,,103300000.0,2.86,2.86,3.09,134700000.0,2.86,694400000.0,38700000.0,953100000.0,915900000.0,950500000.0,2600000.0,129500000.0,-100000.0,-43300000.0,37200000.0,,-37200000.0,318200000.0,236400000.0,2592000000.0,,,505300000.0,,1183600000.0,2948800000.0,1647500000.0,2948800000.0,333400000.0,332763000.0,334674000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 15:11:50+00:00,25600000.0,0.71,0.71,,35000000.0,0.71,162600000.0,,236300000.0,236300000.0,236700000.0,-400000.0,32600000.0,,-1600000.0,,,,78600000.0,86900000.0,636000000.0,,,134000000.0,,314100000.0,714600000.0,398900000.0,714600000.0,333400000.0,332763000.0,334674000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q2YTD,2013-01-01,2013-06-30,,51800000.0,1.65,1.65,0.9,65800000.0,1.65,346400000.0,,548700000.0,548700000.0,547000000.0,1700000.0,63700000.0,,-18200000.0,,,,160300000.0,181800000.0,1374400000.0,,,258300000.0,,621400000.0,1534700000.0,895100000.0,1534700000.0,331100000.0,332341000.0,334073000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q2TTM,2012-07-01,2013-06-30,,103900000.0,2.8,2.8,3.1,134200000.0,2.8,708700000.0,38700000.0,935700000.0,898500000.0,931800000.0,3900000.0,127500000.0,-100000.0,-41900000.0,37200000.0,,-37200000.0,322400000.0,227900000.0,2556400000.0,,,488800000.0,,1156700000.0,2917400000.0,1644400000.0,2917400000.0,331100000.0,332341000.0,334073000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q2,2013-04-01,2013-06-30,2014-08-04 14:51:49+00:00,25900000.0,0.94,0.94,,33200000.0,0.93,196200000.0,,311300000.0,311300000.0,311200000.0,100000.0,32800000.0,,-300000.0,,,,79400000.0,87500000.0,736700000.0,,,128900000.0,,308300000.0,816100000.0,507500000.0,816100000.0,331100000.0,332341000.0,334073000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q1TTM,2012-04-01,2013-03-31,,109300000.0,2.61,2.61,3.09,134600000.0,2.61,769800000.0,38700000.0,877800000.0,840600000.0,865500000.0,12300000.0,125500000.0,-100000.0,-100000.0,37200000.0,,-37200000.0,353800000.0,240300000.0,2504800000.0,,,491000000.0,,1175100000.0,2897200000.0,1647600000.0,2897200000.0,332100000.0,331953000.0,333372000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2013.0,Q1,2013-01-01,2013-03-31,2014-05-07 16:43:55+00:00,25900000.0,0.71,0.71,0.45,32600000.0,0.71,150200000.0,,237400000.0,237400000.0,235800000.0,1600000.0,30900000.0,,-17900000.0,,,,80900000.0,94300000.0,637700000.0,,,129400000.0,,313100000.0,718600000.0,387600000.0,718600000.0,332100000.0,331953000.0,333372000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 16:01:59+00:00,100600000.0,3.37,3.37,4.4,132600000.0,3.35,644500000.0,,1126900000.0,1126900000.0,1127100000.0,-200000.0,155000000.0,,3000000.0,,,,356300000.0,403800000.0,2756200000.0,,,552100000.0,,1344100000.0,3112500000.0,1771400000.0,3112500000.0,334500000.0,334409000.0,336063000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q4,2014-10-01,2014-12-31,,24900000.0,0.91,0.91,3.93,31500000.0,0.91,167300000.0,-18300000.0,306500000.0,306500000.0,306500000.0,,41600000.0,,20600000.0,,,,89600000.0,126800000.0,751500000.0,,,144800000.0,,369600000.0,822800000.0,473800000.0,822800000.0,334500000.0,334409000.0,336063000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q3YTD,2014-01-01,2014-09-30,,75700000.0,2.45,2.45,4.0,101100000.0,2.45,477200000.0,18300000.0,820400000.0,820400000.0,820600000.0,-200000.0,113400000.0,,-17600000.0,,,,266700000.0,277000000.0,2004700000.0,,,407300000.0,,974500000.0,2289700000.0,1297600000.0,2289700000.0,333300000.0,334424000.0,336172000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q3TTM,2013-10-01,2014-09-30,,101300000.0,3.03,3.03,4.45,135400000.0,3.03,591100000.0,18300000.0,1013500000.0,1013500000.0,1013700000.0,-200000.0,149000000.0,,-33800000.0,,,,343200000.0,418700000.0,2615200000.0,,,533900000.0,,1338300000.0,2976700000.0,1604600000.0,2976700000.0,333300000.0,334424000.0,336172000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 14:46:29+00:00,25300000.0,0.87,0.87,,32700000.0,0.86,139100000.0,,290000000.0,290000000.0,290000000.0,0.0,38500000.0,,-1300000.0,,,,87700000.0,103400000.0,674700000.0,,,132100000.0,,332000000.0,762400000.0,429100000.0,762400000.0,333300000.0,334424000.0,336172000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q2YTD,2014-01-01,2014-06-30,,50400000.0,1.59,1.59,3.54,68400000.0,1.59,338100000.0,18300000.0,530400000.0,530400000.0,530600000.0,-200000.0,74900000.0,,-16300000.0,,,,179000000.0,173600000.0,1330000000.0,,,275200000.0,,642500000.0,1527300000.0,868500000.0,1527300000.0,333900000.0,334097000.0,335800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q2TTM,2013-07-01,2014-06-30,,101600000.0,2.87,2.87,4.43,137700000.0,2.87,614600000.0,18300000.0,959800000.0,959800000.0,960400000.0,-600000.0,143100000.0,,-34100000.0,,,,334100000.0,402200000.0,2576500000.0,,,535800000.0,,1320400000.0,2928900000.0,1574400000.0,2928900000.0,333900000.0,334097000.0,335800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 15:27:57+00:00,25200000.0,0.79,0.79,,34300000.0,0.79,158300000.0,15100000.0,263800000.0,263800000.0,263800000.0,0.0,37800000.0,0.0,-5000000.0,,,,89600000.0,82600000.0,642000000.0,,,139700000.0,,319600000.0,746700000.0,422100000.0,746700000.0,333900000.0,334097000.0,335800000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q1TTM,2013-04-01,2014-03-31,,102300000.0,3.02,3.02,4.42,136600000.0,3.02,652500000.0,3200000.0,1007300000.0,1007300000.0,1007800000.0,-500000.0,138100000.0,,-29400000.0,,,,323900000.0,407100000.0,2671200000.0,,,525000000.0,,1309100000.0,2998300000.0,1659800000.0,2998300000.0,333500000.0,333905000.0,335644000.0
CME Group Inc,CME,LCZ7XYGSLJUHFXXNXD88,1156375,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 13:11:22+00:00,25200000.0,0.8,0.8,0.47,34100000.0,0.79,179800000.0,3200000.0,266600000.0,266600000.0,266800000.0,-200000.0,37100000.0,,-11300000.0,,,,89400000.0,91000000.0,688000000.0,,,135500000.0,,322900000.0,780600000.0,446400000.0,780600000.0,333500000.0,333905000.0,335644000.0
