company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2009.0,Q1,2009-01-01,2009-03-31,2010-04-26 16:55:38+00:00,1.12,1.12,,1.1,45900000.0,113200000.0,113200000.0,112500000.0,700000.0,224300000.0,596400000.0,-9300000.0,36400000.0,164300000.0,224300000.0,372100000.0,3000000.0,200700000.0,171400000.0,-12300000.0,159100000.0,596400000.0,100400000.0,100400000.0,102300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q4,2010-10-01,2010-12-31,,1.48,1.48,0.71,1.45,40600000.0,136200000.0,136200000.0,136200000.0,,263700000.0,717100000.0,-15900000.0,52200000.0,204700000.0,263700000.0,453400000.0,3800000.0,256900000.0,196500000.0,-19700000.0,176800000.0,717100000.0,93400000.0,93400000.0,93400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,FY,2010-01-01,2010-12-31,2013-02-20 15:10:16+00:00,5.39,5.39,0.71,5.32,208100000.0,509600000.0,509600000.0,509200000.0,400000.0,1020000000.0,2720200000.0,-24600000.0,185400000.0,759800000.0,1020000000.0,1700200000.0,12700000.0,945200000.0,755000000.0,-37300000.0,717700000.0,2720200000.0,93400000.0,93400000.0,93400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q3YTD,2010-01-01,2010-09-30,,3.91,3.91,,3.87,167500000.0,373400000.0,373400000.0,373000000.0,400000.0,756300000.0,2003100000.0,-8700000.0,133200000.0,555100000.0,756300000.0,1246800000.0,8900000.0,688300000.0,558500000.0,-17600000.0,540900000.0,2003100000.0,93300000.0,93300000.0,93300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q3TTM,2009-10-01,2010-09-30,,5.0,5.0,0.67,4.95,225100000.0,479200000.0,479200000.0,478900000.0,300000.0,1011500000.0,2680000000.0,-21700000.0,191700000.0,739100000.0,1011500000.0,1668500000.0,11700000.0,930800000.0,737700000.0,-33400000.0,704300000.0,2680000000.0,93300000.0,93300000.0,93300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q3,2010-07-01,2010-09-30,2011-10-26 15:56:37+00:00,1.35,1.35,,1.34,55700000.0,127500000.0,127500000.0,127500000.0,,251900000.0,678400000.0,-6700000.0,47500000.0,185900000.0,251900000.0,426500000.0,3200000.0,233400000.0,193100000.0,-9900000.0,183200000.0,678400000.0,93300000.0,93300000.0,93300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.56,2.56,,2.53,111800000.0,245900000.0,245900000.0,245500000.0,400000.0,504400000.0,1324700000.0,-2000000.0,85700000.0,369200000.0,504400000.0,820300000.0,5700000.0,454900000.0,365400000.0,-7700000.0,357700000.0,1324700000.0,94400000.0,94400000.0,94400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q2TTM,2009-07-01,2010-06-30,,4.97,4.97,0.67,4.92,224600000.0,481700000.0,481700000.0,480900000.0,800000.0,1000500000.0,2638600000.0,-15600000.0,187200000.0,717500000.0,1000500000.0,1638100000.0,11500000.0,904700000.0,733400000.0,-27100000.0,706300000.0,2638600000.0,94400000.0,94400000.0,94400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q2,2010-04-01,2010-06-30,2011-07-25 17:48:08+00:00,1.31,1.31,,1.29,58000000.0,124700000.0,124700000.0,124600000.0,100000.0,251700000.0,673900000.0,-2100000.0,45100000.0,189500000.0,251700000.0,422200000.0,2800000.0,234600000.0,187600000.0,-4900000.0,182700000.0,673900000.0,94400000.0,94400000.0,94400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q1TTM,2009-04-01,2010-03-31,,4.79,4.79,0.67,4.74,218000000.0,469400000.0,469400000.0,468500000.0,900000.0,987400000.0,2589300000.0,-21100000.0,183800000.0,697900000.0,987400000.0,1601900000.0,11700000.0,881700000.0,720200000.0,-32800000.0,687400000.0,2589300000.0,95400000.0,95400000.0,95400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2010.0,Q1,2010-01-01,2010-03-31,2011-04-25 16:27:28+00:00,1.25,1.25,,1.24,53800000.0,121200000.0,121200000.0,120900000.0,300000.0,252700000.0,650800000.0,100000.0,40600000.0,179700000.0,252700000.0,398100000.0,2900000.0,220300000.0,177800000.0,-2800000.0,175000000.0,650800000.0,95400000.0,95400000.0,95400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q4,2011-10-01,2011-12-31,,1.3,1.3,0.75,1.29,28200000.0,113800000.0,113800000.0,113800000.0,,282100000.0,751900000.0,-60700000.0,43600000.0,214200000.0,282100000.0,469800000.0,9300000.0,257800000.0,212000000.0,-70000000.0,142000000.0,751900000.0,85800000.0,85800000.0,85800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 16:58:10+00:00,3.75,3.75,0.75,3.69,182800000.0,328000000.0,328000000.0,328000000.0,,1097300000.0,2896400000.0,-271900000.0,185400000.0,794600000.0,1097300000.0,1799100000.0,36400000.0,980000000.0,819100000.0,-308300000.0,510800000.0,2896400000.0,85800000.0,85800000.0,85800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.45,2.45,,2.4,154600000.0,214200000.0,214200000.0,214200000.0,,815200000.0,2144500000.0,-211200000.0,141800000.0,580400000.0,815200000.0,1329300000.0,27100000.0,722200000.0,607100000.0,-238300000.0,368800000.0,2144500000.0,86600000.0,86600000.0,86600000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.93,3.93,0.71,3.85,195200000.0,350400000.0,350400000.0,350400000.0,,1078900000.0,2861600000.0,-227100000.0,194000000.0,785100000.0,1078900000.0,1782700000.0,30900000.0,979100000.0,803600000.0,-258000000.0,545600000.0,2861600000.0,86600000.0,86600000.0,86600000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q3,2011-07-01,2011-09-30,2012-10-24 16:17:39+00:00,1.48,1.48,,1.46,52000000.0,130100000.0,130100000.0,130100000.0,,274900000.0,719200000.0,-17000000.0,46900000.0,189300000.0,274900000.0,444300000.0,9000000.0,236200000.0,208100000.0,-26000000.0,182100000.0,719200000.0,86600000.0,86600000.0,86600000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.97,0.97,,0.94,102600000.0,84100000.0,84100000.0,84100000.0,,540300000.0,1425300000.0,-194200000.0,94900000.0,391100000.0,540300000.0,885000000.0,18100000.0,486000000.0,399000000.0,-212300000.0,186700000.0,1425300000.0,86200000.0,86200000.0,86200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.8,3.8,0.71,3.73,198900000.0,347800000.0,347800000.0,347800000.0,,1055900000.0,2820800000.0,-216800000.0,194600000.0,781700000.0,1055900000.0,1764900000.0,25100000.0,976300000.0,788600000.0,-241900000.0,546700000.0,2820800000.0,86200000.0,86200000.0,86200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q2,2011-04-01,2011-06-30,2012-07-26 15:54:35+00:00,-0.55,-0.55,,-0.55,50500000.0,-47800000.0,-47800000.0,-47800000.0,,275500000.0,725000000.0,-194100000.0,46900000.0,196800000.0,275500000.0,449500000.0,9000000.0,243700000.0,205800000.0,-203100000.0,2700000.0,725000000.0,86200000.0,86200000.0,86200000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q1TTM,2010-04-01,2011-03-31,,5.66,5.66,0.71,5.57,206400000.0,520300000.0,520300000.0,520200000.0,100000.0,1032100000.0,2769700000.0,-24800000.0,192800000.0,774400000.0,1032100000.0,1737600000.0,18900000.0,967200000.0,770400000.0,-43700000.0,726700000.0,2769700000.0,85300000.0,85300000.0,85300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 13:26:33+00:00,1.52,1.52,,1.49,52100000.0,131900000.0,131900000.0,131900000.0,,264800000.0,700300000.0,-100000.0,48000000.0,194300000.0,264800000.0,435500000.0,9100000.0,242300000.0,193200000.0,-9200000.0,184000000.0,700300000.0,85300000.0,85300000.0,85300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q4,2012-10-01,2012-12-31,,1.54,1.54,0.79,1.52,49100000.0,128200000.0,128200000.0,128200000.0,,287600000.0,762600000.0,-21300000.0,52700000.0,213000000.0,287600000.0,475000000.0,10700000.0,265700000.0,209300000.0,-32000000.0,177300000.0,762600000.0,83300000.0,83300000.0,83300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,FY,2012-01-01,2012-12-31,2015-02-18 14:11:43+00:00,6.24,6.24,0.79,6.16,202300000.0,530100000.0,530100000.0,530100000.0,,1125300000.0,2958100000.0,-40300000.0,203200000.0,817300000.0,1125300000.0,1832800000.0,39600000.0,1020500000.0,812300000.0,-79900000.0,732400000.0,2958100000.0,83300000.0,83300000.0,83300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q3YTD,2012-01-01,2012-09-30,,4.7,4.7,,4.64,153200000.0,401900000.0,401900000.0,401900000.0,,837700000.0,2195500000.0,-19000000.0,150500000.0,604300000.0,837700000.0,1357800000.0,28900000.0,754800000.0,603000000.0,-47900000.0,555100000.0,2195500000.0,83400000.0,83400000.0,83400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q3TTM,2011-10-01,2012-09-30,,6.0,6.0,0.75,5.93,181400000.0,515700000.0,515700000.0,515700000.0,,1119800000.0,2947400000.0,-79700000.0,194100000.0,818500000.0,1119800000.0,1827600000.0,38200000.0,1012600000.0,815000000.0,-117900000.0,697100000.0,2947400000.0,83400000.0,83400000.0,83400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 13:12:50+00:00,1.52,1.52,,1.5,48900000.0,129300000.0,129300000.0,129300000.0,,272600000.0,722900000.0,-13600000.0,52200000.0,196600000.0,272600000.0,450300000.0,9700000.0,248800000.0,201500000.0,-23300000.0,178200000.0,722900000.0,83400000.0,83400000.0,83400000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q2YTD,2012-01-01,2012-06-30,,3.18,3.18,,3.14,104300000.0,272600000.0,272600000.0,272600000.0,,565100000.0,1472600000.0,-5400000.0,98300000.0,407700000.0,565100000.0,907500000.0,19200000.0,506000000.0,401500000.0,-24600000.0,376900000.0,1472600000.0,83900000.0,83900000.0,83900000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q2TTM,2011-07-01,2012-06-30,,5.96,5.96,0.75,5.89,184500000.0,516500000.0,516500000.0,516500000.0,,1122100000.0,2943700000.0,-83100000.0,188800000.0,811200000.0,1122100000.0,1821600000.0,37500000.0,1000000000.0,821600000.0,-120600000.0,701000000.0,2943700000.0,83900000.0,83900000.0,83900000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 16:03:49+00:00,1.56,1.56,,1.54,51600000.0,133900000.0,133900000.0,133900000.0,,285700000.0,742600000.0,-6200000.0,50100000.0,205400000.0,285700000.0,456900000.0,9700000.0,255500000.0,201400000.0,-15900000.0,185500000.0,742600000.0,83900000.0,83900000.0,83900000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.85,3.85,0.75,3.8,183400000.0,334800000.0,334800000.0,334800000.0,,1111900000.0,2926100000.0,-271000000.0,185600000.0,802600000.0,1111900000.0,1814200000.0,36800000.0,988200000.0,826000000.0,-307800000.0,518200000.0,2926100000.0,84100000.0,84100000.0,84100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 13:12:46+00:00,1.62,1.62,,1.6,52700000.0,138700000.0,138700000.0,138700000.0,,279400000.0,730000000.0,800000.0,48200000.0,202300000.0,279400000.0,450600000.0,9500000.0,250500000.0,200100000.0,-8700000.0,191400000.0,730000000.0,84100000.0,84100000.0,84100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,FY,2013-01-01,2013-12-31,2016-02-12 13:25:43+00:00,8.54,8.54,0.83,8.39,523600000.0,689800000.0,689800000.0,689800000.0,,1194400000.0,3049500000.0,619300000.0,295700000.0,920300000.0,1194400000.0,1855100000.0,45000000.0,1216000000.0,639100000.0,574300000.0,1213400000.0,3049500000.0,79300000.0,79300000.0,79300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q4,2013-10-01,2013-12-31,,8.31,8.31,0.83,8.19,435200000.0,667500000.0,667500000.0,667500000.0,,310600000.0,791300000.0,957900000.0,70900000.0,253700000.0,310600000.0,480700000.0,11300000.0,324600000.0,156100000.0,946600000.0,1102700000.0,791300000.0,79300000.0,79300000.0,79300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.23,0.23,,0.2,88400000.0,22300000.0,22300000.0,22300000.0,,883800000.0,2258200000.0,-338600000.0,224800000.0,666600000.0,883800000.0,1374400000.0,33700000.0,891400000.0,483000000.0,-372300000.0,110700000.0,2258200000.0,78500000.0,78500000.0,78500000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.77,1.77,0.79,1.72,137500000.0,150500000.0,150500000.0,150500000.0,,1171400000.0,3020800000.0,-359900000.0,277500000.0,879600000.0,1171400000.0,1849400000.0,44400000.0,1157100000.0,692300000.0,-404300000.0,288000000.0,3020800000.0,78500000.0,78500000.0,78500000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 17:01:28+00:00,1.17,1.17,,1.15,25800000.0,93200000.0,93200000.0,93200000.0,,291900000.0,758000000.0,-12600000.0,99400000.0,223900000.0,291900000.0,466100000.0,11200000.0,323300000.0,142800000.0,-23800000.0,119000000.0,758000000.0,78500000.0,78500000.0,78500000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.94,-0.94,,-0.95,62600000.0,-70900000.0,-70900000.0,-70900000.0,,591900000.0,1500200000.0,-326000000.0,125400000.0,442700000.0,591900000.0,908300000.0,22500000.0,568100000.0,340200000.0,-348500000.0,-8300000.0,1500200000.0,79800000.0,79800000.0,79800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.12,2.12,0.79,2.07,160600000.0,186600000.0,186600000.0,186600000.0,,1152100000.0,2985700000.0,-360900000.0,230300000.0,852300000.0,1152100000.0,1833600000.0,42900000.0,1082600000.0,751000000.0,-403800000.0,347200000.0,2985700000.0,79800000.0,79800000.0,79800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 13:57:17+00:00,-2.03,-2.03,,-2.03,25700000.0,-161600000.0,-161600000.0,-161600000.0,,296600000.0,759900000.0,-295700000.0,66100000.0,226300000.0,296600000.0,463300000.0,11100000.0,292400000.0,170900000.0,-306800000.0,-135900000.0,759900000.0,79800000.0,79800000.0,79800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q1TTM,2012-04-01,2013-03-31,,5.71,5.71,0.79,5.64,186500000.0,482100000.0,482100000.0,482100000.0,,1141200000.0,2968400000.0,-71400000.0,214300000.0,831400000.0,1141200000.0,1827200000.0,41500000.0,1045700000.0,781500000.0,-112900000.0,668600000.0,2968400000.0,81300000.0,81300000.0,81300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2013.0,Q1,2013-01-01,2013-03-31,2014-04-23 15:58:54+00:00,1.09,1.09,,1.08,36900000.0,90700000.0,90700000.0,90700000.0,,295300000.0,740300000.0,-30300000.0,59300000.0,216400000.0,295300000.0,445000000.0,11400000.0,275700000.0,169300000.0,-41700000.0,127600000.0,740300000.0,81300000.0,81300000.0,81300000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,FY,2014-01-01,2014-12-31,2017-02-13 17:11:08+00:00,3.83,3.83,0.87,3.76,151300000.0,294500000.0,294500000.0,294500000.0,,1258600000.0,3323600000.0,-290900000.0,302000000.0,981500000.0,1258600000.0,2065000000.0,44800000.0,1283500000.0,781500000.0,-335700000.0,445800000.0,3323600000.0,75600000.0,75600000.0,75600000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q4,2014-10-01,2014-12-31,,1.8,1.8,0.87,1.8,40500000.0,134200000.0,134200000.0,134200000.0,,319500000.0,867200000.0,-25100000.0,79200000.0,257500000.0,319500000.0,547700000.0,11200000.0,336700000.0,211000000.0,-36300000.0,174700000.0,867200000.0,75600000.0,75600000.0,75600000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q3,2014-07-01,2014-09-30,2015-10-23 15:00:13+00:00,1.73,1.73,,1.69,49000000.0,131300000.0,131300000.0,131300000.0,,308900000.0,830000000.0,-14500000.0,73100000.0,242000000.0,308900000.0,521100000.0,11200000.0,315100000.0,206000000.0,-25700000.0,180300000.0,830000000.0,74800000.0,74800000.0,74800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.03,2.03,,1.96,110800000.0,160300000.0,160300000.0,160300000.0,,939100000.0,2456400000.0,-265800000.0,222800000.0,724000000.0,939100000.0,1517300000.0,33600000.0,946800000.0,570500000.0,-299400000.0,271100000.0,2456400000.0,74800000.0,74800000.0,74800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q3TTM,2013-10-01,2014-09-30,,10.34,10.34,0.83,10.15,546000000.0,827800000.0,827800000.0,827800000.0,,1249700000.0,3247700000.0,692100000.0,293700000.0,977700000.0,1249700000.0,1998000000.0,44900000.0,1271400000.0,726600000.0,647200000.0,1373800000.0,3247700000.0,74800000.0,74800000.0,74800000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.3,0.3,,0.27,61800000.0,29000000.0,29000000.0,29000000.0,,630200000.0,1626400000.0,-251300000.0,149700000.0,482000000.0,630200000.0,996200000.0,22400000.0,631700000.0,364500000.0,-273700000.0,90800000.0,1626400000.0,75100000.0,75100000.0,75100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q2TTM,2013-07-01,2014-06-30,,9.78,9.78,0.83,9.61,522800000.0,789700000.0,789700000.0,789700000.0,,1232700000.0,3175700000.0,694000000.0,320000000.0,959600000.0,1232700000.0,1943000000.0,44900000.0,1279600000.0,663400000.0,649100000.0,1312500000.0,3175700000.0,75100000.0,75100000.0,75100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q2,2014-04-01,2014-06-30,2015-07-24 13:11:53+00:00,-1.59,-1.59,,-1.59,26600000.0,-119400000.0,-119400000.0,-119400000.0,,320700000.0,827100000.0,-257300000.0,85400000.0,245200000.0,320700000.0,506400000.0,11300000.0,330600000.0,175800000.0,-268600000.0,-92800000.0,827100000.0,75100000.0,75100000.0,75100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q1TTM,2013-04-01,2014-03-31,,9.34,9.34,0.83,9.17,521900000.0,747500000.0,747500000.0,747500000.0,,1208600000.0,3108500000.0,655600000.0,300700000.0,940700000.0,1208600000.0,1899900000.0,44700000.0,1241400000.0,658500000.0,610900000.0,1269400000.0,3108500000.0,77000000.0,77000000.0,77000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2014.0,Q1,2014-01-01,2014-03-31,2015-04-24 13:42:22+00:00,1.89,1.89,,1.86,35200000.0,148400000.0,148400000.0,148400000.0,,309500000.0,799300000.0,6000000.0,64300000.0,236800000.0,309500000.0,489800000.0,11100000.0,301100000.0,188700000.0,-5100000.0,183600000.0,799300000.0,77000000.0,77000000.0,77000000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,FY,2015-01-01,2015-12-31,2017-02-13 17:11:08+00:00,1.8,1.8,0.94,1.77,214000000.0,135400000.0,135400000.0,135400000.0,,1301200000.0,3416000000.0,-449200000.0,259200000.0,1012100000.0,1301200000.0,2114800000.0,44900000.0,1271300000.0,843500000.0,-494100000.0,349400000.0,3416000000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q4,2015-10-01,2015-12-31,,1.85,1.85,0.94,1.85,21700000.0,136300000.0,136300000.0,136300000.0,,320000000.0,870800000.0,-32900000.0,69400000.0,279300000.0,320000000.0,550800000.0,11200000.0,348700000.0,202100000.0,-44100000.0,158000000.0,870800000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q3,2015-07-01,2015-09-30,2016-10-26 13:10:05+00:00,-1.16,-1.16,,-1.16,33600000.0,-86000000.0,-86000000.0,-86000000.0,,336300000.0,865700000.0,-258300000.0,65200000.0,247100000.0,336300000.0,529400000.0,11200000.0,312300000.0,217100000.0,-269500000.0,-52400000.0,865700000.0,74100000.0,74100000.0,74100000.0
C R Bard Inc,BCR,549300XS4HD3R8MDYK78,9892,2015.0,Q3YTD,2015-01-01,2015-09-30,,-0.05,-0.05,,-0.08,192300000.0,-900000.0,-900000.0,-900000.0,,981200000.0,2545200000.0,-416300000.0,189800000.0,732800000.0,981200000.0,1564000000.0,33700000.0,922600000.0,641400000.0,-450000000.0,191400000.0,2545200000.0,74100000.0,74100000.0,74100000.0
