company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,capitalizedleaseobligationinterestexpense,cashdividendspershare,depositsinterestexpense,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
T. Rowe Price Group Inc,TROW,,1113169,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 12:54:39+00:00,,0.19,0.19,,-0.25,1200000.0,16700000.0,0.19,,,26400000.0,,,,22700000.0,48200000.0,48200000.0,,48200000.0,,-1200000.0,25400000.0,,-36000000.0,,,,,,33700000.0,384200000.0,,,,,,,175400000.0,1500000.0,1200000.0,273900000.0,385700000.0,74600000.0,384500000.0,253700000.0,253700000.0,253700000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q4,2010-10-01,2010-12-31,,,0.74,0.74,,-0.81,-2700000.0,15800000.0,0.73,,,106600000.0,2060300000.0,,,24700000.0,191600000.0,191600000.0,,191600000.0,,2700000.0,29300000.0,,,,,,,,89600000.0,-1377100000.0,,,,,,,223400000.0,-4900000.0,-2700000.0,382800000.0,678300000.0,298200000.0,681000000.0,258500000.0,258500000.0,265700000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,FY,2010-01-01,2010-12-31,2013-02-05 13:03:18+00:00,,2.6,2.6,,,,62600000.0,2.53,,,397800000.0,2060300000.0,,,86900000.0,672200000.0,672200000.0,,672200000.0,,,109100000.0,,,,,,,,211700000.0,340400000.0,,,,,,,860400000.0,,,1330700000.0,2400700000.0,1070000000.0,2400700000.0,258500000.0,258500000.0,265700000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3,2010-07-01,2010-09-30,2010-10-22 11:51:22+00:00,,0.66,0.66,,0.27,900000.0,15900000.0,0.64,,,101700000.0,,,,18600000.0,169100000.0,169100000.0,,169100000.0,,-900000.0,28300000.0,,,,,,,,38300000.0,585400000.0,,,,,,,214200000.0,1600000.0,900000.0,315300000.0,587000000.0,270800000.0,586100000.0,256200000.0,256200000.0,264200000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.86,1.86,,0.81,2700000.0,46800000.0,1.8,,,291200000.0,,,,62200000.0,480600000.0,480600000.0,,480600000.0,,-2700000.0,79800000.0,,,,,,,,122100000.0,1717500000.0,,,,,,,637000000.0,4900000.0,2700000.0,947900000.0,1722400000.0,771800000.0,1719700000.0,256200000.0,256200000.0,264200000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q3TTM,2009-10-01,2010-09-30,,,2.45,2.45,,0.56,500000.0,62300000.0,2.38,,,378700000.0,-20600000.0,,,86000000.0,733100000.0,733100000.0,,733100000.0,,-500000.0,106400000.0,,36000000.0,,,100000000.0,,,170900000.0,2261800000.0,,,,,,,839000000.0,-300000.0,500000.0,1264600000.0,2240900000.0,1011800000.0,2240400000.0,256200000.0,256200000.0,264200000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2,2010-04-01,2010-06-30,2010-07-23 13:02:06+00:00,,0.61,0.61,,0.27,900000.0,15500000.0,0.59,,,98500000.0,,,,20100000.0,158500000.0,158500000.0,,158500000.0,,-900000.0,25800000.0,,,,,,,,43900000.0,576700000.0,,,,,,,215100000.0,1600000.0,900000.0,320400000.0,578300000.0,257000000.0,577400000.0,259800000.0,259800000.0,268600000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2YTD,2010-01-01,2010-06-30,,,1.2,1.2,,0.54,1800000.0,30900000.0,1.16,,,189500000.0,,,,43600000.0,311500000.0,311500000.0,,311500000.0,,-1800000.0,51500000.0,,,,,,,,83800000.0,1132100000.0,,,,,,,422800000.0,3300000.0,1800000.0,632600000.0,1135400000.0,501000000.0,1133600000.0,259800000.0,259800000.0,268600000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q2TTM,2009-07-01,2010-06-30,,,2.31,2.31,,0.54,600000.0,62800000.0,2.24,,,356600000.0,-20600000.0,,,80400000.0,696900000.0,696900000.0,,696900000.0,,-600000.0,104100000.0,,36000000.0,,,100000000.0,,,166500000.0,2173700000.0,,,,,,,821100000.0,-100000.0,600000.0,1234900000.0,2153000000.0,953500000.0,2152400000.0,259800000.0,259800000.0,268600000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q1,2010-01-01,2010-03-31,2010-04-23 12:54:39+00:00,,0.59,0.59,,0.27,900000.0,15400000.0,0.57,,,91000000.0,,,,23500000.0,153000000.0,153000000.0,,153000000.0,,-900000.0,25700000.0,,,,,,,,39900000.0,555400000.0,,,,,,,207700000.0,1700000.0,900000.0,312200000.0,557100000.0,244000000.0,556200000.0,259300000.0,259300000.0,268400000.0
T. Rowe Price Group Inc,TROW,,1113169,2010.0,Q1TTM,2009-04-01,2010-03-31,,,2.09,2.09,,0.52,-300000.0,63900000.0,2.03,,,319900000.0,-12700000.0,,,74000000.0,538400000.0,538400000.0,,538400000.0,,300000.0,102700000.0,,36000000.0,,,,,,157800000.0,2038600000.0,,,,,,,805700000.0,200000.0,-300000.0,1204100000.0,2026100000.0,858300000.0,2026400000.0,259300000.0,259300000.0,268400000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q4,2011-10-01,2011-12-31,,,0.74,0.74,,-0.93,-2400000.0,19000000.0,0.73,,,118100000.0,2365800000.0,,,25800000.0,188400000.0,188400000.0,,188400000.0,,2400000.0,29200000.0,,,,,,,,81400000.0,-1996900000.0,,,,,,,226500000.0,317100000.0,-2400000.0,381900000.0,686000000.0,306500000.0,688400000.0,256900000.0,256900000.0,264800000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,FY,2011-01-01,2011-12-31,2014-02-04 13:27:03+00:00,,3.01,3.01,,,,72000000.0,2.92,,,477400000.0,2372700000.0,,,90800000.0,773200000.0,773200000.0,,773200000.0,,,115000000.0,,,,,,,,272600000.0,76900000.0,,,,,,,969800000.0,321200000.0,,1520200000.0,2770800000.0,1250600000.0,2770800000.0,256900000.0,256900000.0,264800000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3,2011-07-01,2011-09-30,2011-10-25 16:24:41+00:00,,0.73,0.73,,0.31,800000.0,18500000.0,0.71,,,111000000.0,1300000.0,,,19000000.0,185500000.0,185500000.0,,185500000.0,,-800000.0,29200000.0,,,,,,,,65900000.0,678800000.0,,,,,,,251600000.0,1400000.0,800000.0,384200000.0,681500000.0,296500000.0,680700000.0,254100000.0,254100000.0,261300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3YTD,2011-01-01,2011-09-30,,,2.27,2.27,,0.93,2400000.0,53000000.0,2.19,,,359300000.0,6900000.0,,,65000000.0,584800000.0,584800000.0,,584800000.0,,-2400000.0,85800000.0,,,,,,,,191200000.0,2073800000.0,,,,,,,743300000.0,4100000.0,2400000.0,1138300000.0,2084800000.0,944100000.0,2082400000.0,254100000.0,254100000.0,261300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q3TTM,2010-10-01,2011-09-30,,,3.01,3.01,,0.12,-300000.0,68800000.0,2.92,,,465900000.0,2067200000.0,,,89700000.0,776400000.0,776400000.0,,776400000.0,,300000.0,115100000.0,,,,,,,,280800000.0,696700000.0,,,,,,,966700000.0,-800000.0,-300000.0,1521100000.0,2763100000.0,1242300000.0,2763400000.0,254100000.0,254100000.0,261300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2,2011-04-01,2011-06-30,2011-07-26 15:00:50+00:00,,0.79,0.79,,0.31,800000.0,17900000.0,0.76,,,127500000.0,5600000.0,,,20600000.0,204700000.0,204700000.0,,204700000.0,,-800000.0,28900000.0,,,,,,,,70900000.0,713100000.0,,,,,,,248800000.0,1400000.0,800000.0,387100000.0,720100000.0,332200000.0,719300000.0,259100000.0,259100000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2YTD,2011-01-01,2011-06-30,,,1.54,1.54,,0.62,1600000.0,34500000.0,1.48,,,248300000.0,5600000.0,,,46000000.0,399300000.0,399300000.0,,399300000.0,,-1600000.0,56600000.0,,,,,,,,125300000.0,1395000000.0,,,,,,,491700000.0,2700000.0,1600000.0,754100000.0,1403300000.0,647600000.0,1401700000.0,259100000.0,259100000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q2TTM,2010-07-01,2011-06-30,,,2.94,2.94,,0.08,-200000.0,66200000.0,2.85,,,456600000.0,2065900000.0,,,89300000.0,760000000.0,760000000.0,,760000000.0,,200000.0,114200000.0,,,,,,,,253200000.0,603300000.0,,,,,,,929300000.0,-600000.0,-200000.0,1452200000.0,2668600000.0,1216600000.0,2668800000.0,259100000.0,259100000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q1,2011-01-01,2011-03-31,2011-04-21 13:13:10+00:00,,0.75,0.75,,0.31,800000.0,16600000.0,0.72,,,120800000.0,,,,25400000.0,194600000.0,194600000.0,,194600000.0,,-800000.0,27700000.0,,,,,,,,54400000.0,681900000.0,,,,,,,242900000.0,1300000.0,800000.0,367000000.0,683200000.0,315400000.0,682400000.0,259500000.0,259500000.0,270300000.0
T. Rowe Price Group Inc,TROW,,1113169,2011.0,Q1TTM,2010-04-01,2011-03-31,,,2.76,2.76,,0.04,-100000.0,63800000.0,2.68,,,427600000.0,2060300000.0,,,88800000.0,713800000.0,713800000.0,,713800000.0,,100000.0,111100000.0,,,,,,,,226200000.0,466900000.0,,,,,,,895600000.0,-400000.0,-100000.0,1385500000.0,2526800000.0,1141400000.0,2526900000.0,259500000.0,259500000.0,270300000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q4,2012-10-01,2012-12-31,,,0.91,0.91,,-1.02,,21300000.0,0.88,,,146100000.0,1317500000.0,,,25400000.0,232000000.0,232000000.0,,232000000.0,,,-92500000.0,,,,,,,,210300000.0,-845900000.0,,,,,,,261600000.0,332600000.0,,426100000.0,804200000.0,378100000.0,804200000.0,254600000.0,254600000.0,263000000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,FY,2012-01-01,2012-12-31,2015-02-05 16:22:07+00:00,,3.47,3.47,,,,80900000.0,3.36,,,551500000.0,2662800000.0,,,88500000.0,883600000.0,883600000.0,,883600000.0,,,,,,,,,,,441200000.0,97900000.0,,,,,,,1047600000.0,332600000.0,,1658200000.0,3093300000.0,1435100000.0,3093300000.0,254600000.0,254600000.0,263000000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3,2012-07-01,2012-09-30,2012-10-24 12:45:45+00:00,,0.97,0.97,,0.34,,20600000.0,0.94,,,153000000.0,702800000.0,,,17500000.0,247300000.0,247300000.0,,247300000.0,,,31000000.0,,,,,,,,77900000.0,108300000.0,,,,,,,263800000.0,,,410800000.0,811100000.0,400300000.0,811100000.0,254900000.0,254900000.0,263100000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3YTD,2012-01-01,2012-09-30,,,2.56,2.56,,1.02,,59600000.0,2.48,,,405400000.0,1345300000.0,,,63100000.0,651600000.0,651600000.0,,651600000.0,,,92500000.0,,,,,,,,230900000.0,943800000.0,,,,,,,786000000.0,,,1232100000.0,2289100000.0,1057000000.0,2289100000.0,254900000.0,254900000.0,263100000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q3TTM,2011-10-01,2012-09-30,,,3.3,3.3,,0.09,-2400000.0,78600000.0,3.21,,,523500000.0,3711100000.0,,,88900000.0,840000000.0,840000000.0,,840000000.0,,2400000.0,121700000.0,,,,,,,,312300000.0,-1053100000.0,,,,,,,1012500000.0,317100000.0,-2400000.0,1614000000.0,2975100000.0,1363500000.0,2977500000.0,254900000.0,254900000.0,263100000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2,2012-04-01,2012-06-30,2012-07-25 16:23:55+00:00,,0.81,0.81,,0.34,,19900000.0,0.79,,,128600000.0,637400000.0,,,19800000.0,206800000.0,206800000.0,,206800000.0,,,31400000.0,,,,,,,,76200000.0,106800000.0,,,,,,,261500000.0,,,408800000.0,744200000.0,335400000.0,744200000.0,255300000.0,255300000.0,261800000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2YTD,2012-01-01,2012-06-30,,,1.59,1.59,,0.68,,39000000.0,1.54,,,252400000.0,642500000.0,,,45600000.0,404300000.0,404300000.0,,404300000.0,,,61500000.0,,,,,,,,153000000.0,835500000.0,,,,,,,522200000.0,,,821300000.0,1478000000.0,656700000.0,1478000000.0,255300000.0,255300000.0,261800000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q2TTM,2011-07-01,2012-06-30,,,3.06,3.06,,0.06,-1600000.0,76500000.0,2.98,,,481500000.0,3009600000.0,,,90400000.0,778200000.0,778200000.0,,778200000.0,,1600000.0,119900000.0,,,,,,,,300300000.0,-482600000.0,,,,,,,1000300000.0,318500000.0,-1600000.0,1587400000.0,2845500000.0,1259700000.0,2847100000.0,255300000.0,255300000.0,261800000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q1,2012-01-01,2012-03-31,2012-04-24 15:55:02+00:00,,0.78,0.78,,0.34,,19100000.0,0.75,,,123800000.0,5100000.0,,,25800000.0,197500000.0,197500000.0,,197500000.0,,,30100000.0,,,,,,,,76800000.0,728700000.0,,,,,,,260700000.0,,,412500000.0,733800000.0,321300000.0,733800000.0,253200000.0,253200000.0,263300000.0
T. Rowe Price Group Inc,TROW,,1113169,2012.0,Q1TTM,2011-04-01,2012-03-31,,,3.04,3.04,,0.03,-800000.0,74500000.0,2.95,,,480400000.0,2377800000.0,,,91200000.0,776100000.0,776100000.0,,776100000.0,,800000.0,117400000.0,,,,,,,,295000000.0,123700000.0,,,,,,,987600000.0,319900000.0,-800000.0,1565700000.0,2821400000.0,1256500000.0,2822200000.0,253200000.0,253200000.0,263300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q4,2013-10-01,2013-12-31,,,1.11,1.11,,-1.14,,25100000.0,1.07,,,184100000.0,843400000.0,,,27100000.0,287700000.0,287700000.0,,287700000.0,,,-101000000.0,,,,,,,,240300000.0,-140200000.0,,,,,,,298200000.0,258300000.0,,489700000.0,961500000.0,471800000.0,961500000.0,260600000.0,260600000.0,268600000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,FY,2013-01-01,2013-12-31,2015-02-05 16:22:07+00:00,,4.02,4.02,,,,90600000.0,3.9,,,652700000.0,3085600000.0,,,87000000.0,1047700000.0,1047700000.0,,1047700000.0,,,,,,,,,,,512300000.0,117900000.0,,,,,,,1156900000.0,343700000.0,,1846800000.0,3547200000.0,1700400000.0,3547200000.0,260600000.0,260600000.0,268600000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3,2013-07-01,2013-09-30,2013-10-24 10:42:28+00:00,,1.03,1.03,,0.38,,22100000.0,1.0,,,167200000.0,779900000.0,,,15400000.0,270300000.0,270300000.0,,270300000.0,,,32900000.0,,,,,,,,96800000.0,30700000.0,,,,,,,291300000.0,85400000.0,,458500000.0,896000000.0,437500000.0,896000000.0,262400000.0,262400000.0,270300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3YTD,2013-01-01,2013-09-30,,,2.91,2.91,,1.14,,65500000.0,2.83,,,468600000.0,2242200000.0,,,59900000.0,760000000.0,760000000.0,,760000000.0,,,101000000.0,,,,,,,,272000000.0,258100000.0,,,,,,,858700000.0,85400000.0,,1357100000.0,2585700000.0,1228600000.0,2585700000.0,262400000.0,262400000.0,270300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q3TTM,2012-10-01,2013-09-30,,,3.82,3.82,,0.12,,86800000.0,3.71,,,614700000.0,3559700000.0,,,85300000.0,992000000.0,992000000.0,,992000000.0,,,8500000.0,,,,,,,,482300000.0,-587800000.0,,,,,,,1120300000.0,418000000.0,,1783200000.0,3389900000.0,1606700000.0,3389900000.0,262400000.0,262400000.0,270300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2,2013-04-01,2013-06-30,2013-07-24 10:01:22+00:00,,0.95,0.95,,0.38,,21900000.0,0.92,,,152400000.0,741100000.0,,,19200000.0,247800000.0,247800000.0,,247800000.0,,,35100000.0,,,,,,,,91000000.0,114600000.0,,,,,,,288300000.0,,,455500000.0,855700000.0,400200000.0,855700000.0,260800000.0,260800000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2YTD,2013-01-01,2013-06-30,,,1.88,1.88,,0.76,,43400000.0,1.83,,,301400000.0,1462300000.0,,,44500000.0,489700000.0,489700000.0,,489700000.0,,,68100000.0,,,,,,,,175200000.0,227400000.0,,,,,,,567400000.0,,,898600000.0,1689700000.0,791100000.0,1689700000.0,260800000.0,260800000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q2TTM,2012-07-01,2013-06-30,,,3.76,3.76,,0.08,,85300000.0,3.65,,,600500000.0,3482600000.0,,,87400000.0,969000000.0,969000000.0,,969000000.0,,,6600000.0,,,,,,,,463400000.0,-510200000.0,,,,,,,1092800000.0,332600000.0,,1735500000.0,3305000000.0,1569500000.0,3305000000.0,260800000.0,260800000.0,269300000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q1,2013-01-01,2013-03-31,2013-04-24 13:02:14+00:00,,0.93,0.93,,0.38,,21500000.0,0.91,,,149000000.0,721200000.0,,,25300000.0,241900000.0,241900000.0,,241900000.0,,,33000000.0,,,,,,,,84200000.0,112800000.0,,,,,,,279100000.0,,,443100000.0,834000000.0,390900000.0,834000000.0,260100000.0,260100000.0,265800000.0
T. Rowe Price Group Inc,TROW,,1113169,2013.0,Q1TTM,2012-04-01,2013-03-31,,,3.62,3.62,,0.04,,83300000.0,3.52,,,576700000.0,3378900000.0,,,88000000.0,928000000.0,928000000.0,,928000000.0,,,2900000.0,,,,,,,,448600000.0,-518000000.0,,,,,,,1066000000.0,332600000.0,,1688800000.0,3193500000.0,1504700000.0,3193500000.0,260100000.0,260100000.0,265800000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,FY,2014-01-01,2014-12-31,2017-02-07 17:12:27+00:00,,4.68,4.68,,,,111700000.0,4.55,,,773500000.0,3464500000.0,,,76000000.0,1229600000.0,1229600000.0,,1229600000.0,0.0,,143900000.0,,112200000.0,,,,,,430000000.0,143600000.0,,,,,,,1329600000.0,374000000.0,,2091200000.0,3982100000.0,2003100000.0,3982100000.0,262700000.0,262700000.0,270200000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q4,2014-10-01,2014-12-31,,,1.21,1.21,,-1.32,,28300000.0,1.18,,,202900000.0,818700000.0,,,26100000.0,315900000.0,315900000.0,,315900000.0,,,72500000.0,,112200000.0,,,,,,77600000.0,37100000.0,,,,,,,337900000.0,93200000.0,,542400000.0,949000000.0,518800000.0,949000000.0,262700000.0,262700000.0,270200000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3YTD,2014-01-01,2014-09-30,,,3.47,3.47,,1.32,,83400000.0,3.37,,,570600000.0,2645800000.0,,,49900000.0,913700000.0,913700000.0,,913700000.0,,,71400000.0,,,,,,,,352400000.0,106500000.0,,,,,,,991700000.0,280800000.0,,1548800000.0,3033100000.0,1484300000.0,3033100000.0,264000000.0,264000000.0,271100000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3TTM,2013-10-01,2014-09-30,,,4.58,4.58,,0.18,,108500000.0,4.44,,,754700000.0,3489200000.0,,,77000000.0,1201400000.0,1201400000.0,,1201400000.0,,,-29600000.0,,,,,,,,592700000.0,-33700000.0,,,,,,,1289900000.0,539100000.0,,2038500000.0,3994600000.0,1956100000.0,3994600000.0,264000000.0,264000000.0,271100000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q3,2014-07-01,2014-09-30,2015-10-22 12:42:52+00:00,,1.15,1.15,,0.44,,28300000.0,1.12,,,190300000.0,895900000.0,,,12700000.0,303600000.0,303600000.0,,303600000.0,,,,,,,,,,,144700000.0,37400000.0,,,,,,,346400000.0,92700000.0,,532100000.0,1026000000.0,493900000.0,1026000000.0,264000000.0,264000000.0,271100000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2YTD,2014-01-01,2014-06-30,,,2.32,2.32,,0.88,,55100000.0,2.25,,,380300000.0,1749900000.0,,,37200000.0,610100000.0,610100000.0,,610100000.0,,,71400000.0,,,,,,,,207700000.0,69100000.0,,,,,,,645300000.0,188100000.0,,1016700000.0,2007100000.0,990400000.0,2007100000.0,263600000.0,263600000.0,270600000.0
T. Rowe Price Group Inc,TROW,,1113169,2014.0,Q2TTM,2013-07-01,2014-06-30,,,4.46,4.46,,0.12,,102300000.0,4.32,,,731600000.0,3373200000.0,,,79700000.0,1168100000.0,1168100000.0,,1168100000.0,,,3300000.0,,,,,,,,544800000.0,-40400000.0,,,,,,,1234800000.0,531800000.0,,1964900000.0,3864600000.0,1899700000.0,3864600000.0,263600000.0,263600000.0,270600000.0
