company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,intangibleassets,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,participatingpolicyholderequity,redeemablenoncontrollinginterest,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock,unearnedpremiumsdebit
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2011.0,Q1,,2011-03-31,2011-05-04 12:01:15+00:00,675600000.0,525500000.0,1984200000.0,9584600000.0,3549900000.0,19975300000.0,344500000.0,829300000.0,1579800000.0,10900000000.0,448700000.0,185200000.0,5905800000.0,43183000000.0,607500000.0,,4808600000.0,71724500000.0,71724500000.0,106800000.0,147549700000.0,10187500000.0,10187600000.0,10372800000.0,137176900000.0,147549700000.0,49877300000.0,-4731200000.0,1309900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,FY,,2012-12-31,2014-02-12 12:08:26+00:00,584400000.0,640300000.0,4177200000.0,9735400000.0,2590000000.0,22436200000.0,543400000.0,914700000.0,2671300000.0,11519700000.0,464200000.0,20000000.0,6343100000.0,44547900000.0,716400000.0,60400000.0,4862000000.0,81653800000.0,81653800000.0,40800000.0,161830200000.0,9683300000.0,9683400000.0,9703400000.0,152066400000.0,161830200000.0,51955300000.0,-5554400000.0,1084400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q3,,2012-09-30,2012-10-31 11:36:34+00:00,614400000.0,880800000.0,2279000000.0,9716700000.0,2558500000.0,21952000000.0,548900000.0,927400000.0,2180000000.0,11297900000.0,468400000.0,18400000.0,6423000000.0,44244600000.0,720800000.0,61000000.0,4784300000.0,80160500000.0,80160500000.0,28500000.0,159193300000.0,9827400000.0,9827500000.0,9845900000.0,149286400000.0,159193300000.0,52723100000.0,-5554400000.0,1192200000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q2,,2012-06-30,2012-08-01 11:24:52+00:00,589500000.0,550500000.0,1646600000.0,9689900000.0,2663800000.0,20791400000.0,542000000.0,934900000.0,1576900000.0,11158600000.0,469700000.0,12200000.0,6064700000.0,43310200000.0,663400000.0,60500000.0,4667100000.0,75950500000.0,75950500000.0,262900000.0,152050700000.0,9422600000.0,9422700000.0,9434900000.0,142555300000.0,152050700000.0,50933400000.0,-5484900000.0,1097000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2012.0,Q1,,2012-03-31,2012-05-02 13:23:33+00:00,622500000.0,488100000.0,1651900000.0,9674100000.0,2665600000.0,20604000000.0,490700000.0,893900000.0,1570800000.0,11308900000.0,476700000.0,387000000.0,5897900000.0,43504700000.0,639100000.0,,4548500000.0,77566500000.0,77566500000.0,101200000.0,153738200000.0,9364800000.0,9364900000.0,9751900000.0,143986300000.0,153738200000.0,51044800000.0,-5345900000.0,1118800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,FY,,2013-12-31,2015-02-11 12:58:06+00:00,532100000.0,183200000.0,2371800000.0,9803500000.0,3077000000.0,22626200000.0,1100300000.0,1459000000.0,2601400000.0,11533600000.0,500700000.0,92800000.0,6209900000.0,42011700000.0,758900000.0,247200000.0,5405400000.0,130018400000.0,130018400000.0,150600000.0,208191400000.0,9684100000.0,9684200000.0,9777000000.0,198167200000.0,208191400000.0,50147600000.0,-5708000000.0,1241000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q3,,2013-09-30,2013-10-30 10:45:57+00:00,571200000.0,-17700000.0,1707100000.0,9753900000.0,3007600000.0,22324200000.0,1127500000.0,1497400000.0,2593300000.0,11868100000.0,479100000.0,95000000.0,6200200000.0,42432400000.0,753600000.0,234500000.0,5249900000.0,123800500000.0,123800500000.0,175500000.0,201687400000.0,9278300000.0,9278400000.0,9373400000.0,192079500000.0,201687400000.0,50268000000.0,-5707800000.0,1160700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q2,,2013-06-30,2013-07-31 10:17:12+00:00,565400000.0,-500000.0,1110500000.0,9824400000.0,2925400000.0,22129500000.0,1138500000.0,1517300000.0,2578600000.0,12121700000.0,476400000.0,105500000.0,6144900000.0,42687100000.0,739500000.0,53600000.0,5125200000.0,118740200000.0,118740200000.0,175300000.0,196512700000.0,9303300000.0,9303400000.0,9408900000.0,187050200000.0,196512700000.0,50553400000.0,-5645800000.0,1219000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2013.0,Q1,,2013-03-31,2013-05-01 09:28:41+00:00,584500000.0,621000000.0,1661200000.0,9776100000.0,2715500000.0,22689500000.0,1197400000.0,1590300000.0,2790500000.0,11577900000.0,472600000.0,103000000.0,6290000000.0,43633600000.0,811200000.0,58900000.0,4971700000.0,120906100000.0,120906100000.0,46500000.0,200762900000.0,9723500000.0,9723600000.0,9826600000.0,190877400000.0,200762900000.0,52592200000.0,-5645300000.0,1175200000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,FY,,2014-12-31,2016-02-10 12:20:48+00:00,505900000.0,50400000.0,1863900000.0,9950100000.0,2993000000.0,24036600000.0,1007400000.0,1323500000.0,2531200000.0,11811600000.0,590200000.0,48000000.0,6467100000.0,41315700000.0,812700000.0,58000000.0,6114100000.0,140072800000.0,140072800000.0,28000000.0,219087000000.0,10183900000.0,10184000000.0,10232000000.0,208797000000.0,219087000000.0,51238600000.0,-5930700000.0,1213000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q3,,2014-09-30,2014-10-29 11:12:11+00:00,545100000.0,380100000.0,1270800000.0,9921500000.0,2985400000.0,23399500000.0,1034400000.0,1361400000.0,2529200000.0,11744900000.0,590100000.0,52600000.0,6235400000.0,40834100000.0,811900000.0,56100000.0,5945200000.0,138296700000.0,138296700000.0,126300000.0,216422800000.0,10316300000.0,10316400000.0,10369000000.0,205997700000.0,216422800000.0,51169300000.0,-5930500000.0,1189300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q2,,2014-06-30,2014-07-30 12:21:40+00:00,497100000.0,599400000.0,1742300000.0,9843800000.0,3028800000.0,23636500000.0,1085300000.0,1418500000.0,2529400000.0,11592100000.0,574000000.0,57500000.0,6219300000.0,41344600000.0,833500000.0,282400000.0,5816300000.0,139088000000.0,139088000000.0,148600000.0,218322300000.0,10401700000.0,10401800000.0,10459300000.0,207580600000.0,218322300000.0,51844600000.0,-5857800000.0,1232300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2014.0,Q1,,2014-03-31,2014-04-30 10:24:51+00:00,540400000.0,361800000.0,1393100000.0,9817700000.0,3045600000.0,23026200000.0,1075200000.0,1421800000.0,2516000000.0,11478400000.0,546000000.0,70000000.0,6205800000.0,41568600000.0,791600000.0,280200000.0,5605300000.0,132804600000.0,132804600000.0,148800000.0,211193900000.0,9987800000.0,9987900000.0,10057900000.0,200855800000.0,211193900000.0,51483700000.0,-5797000000.0,1199300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,FY,,2015-12-31,2017-02-08 11:57:30+00:00,545600000.0,-882500000.0,2564800000.0,9549500000.0,3276100000.0,25856500000.0,1009000000.0,1359200000.0,3265200000.0,12339400000.0,633800000.0,65800000.0,6563700000.0,42110100000.0,805400000.0,85700000.0,6875900000.0,136978900000.0,136978900000.0,181100000.0,218660300000.0,9311600000.0,9311600000.0,9377400000.0,209197200000.0,218660300000.0,51960500000.0,-6231300000.0,1429300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q3,,2015-09-30,2015-10-28 10:18:30+00:00,566800000.0,-524400000.0,2514200000.0,9528900000.0,3145000000.0,25521700000.0,1005200000.0,1398900000.0,3286100000.0,12232100000.0,611600000.0,65500000.0,6619000000.0,41706900000.0,819500000.0,78000000.0,6734700000.0,134045800000.0,134045800000.0,221600000.0,215365400000.0,9620300000.0,9620300000.0,9685800000.0,205601600000.0,215365400000.0,51825200000.0,-6118900000.0,1401600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q2,,2015-06-30,2015-07-29 12:22:05+00:00,498700000.0,-326600000.0,2264400000.0,9478400000.0,3162400000.0,24952700000.0,970700000.0,1268800000.0,3315900000.0,12070700000.0,601900000.0,69200000.0,6578900000.0,40340700000.0,807000000.0,71600000.0,6547900000.0,142993600000.0,142993600000.0,26600000.0,222270700000.0,9693400000.0,9693400000.0,9762600000.0,212436500000.0,222270700000.0,50577900000.0,-6006300000.0,1282700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2015.0,Q1,,2015-03-31,2015-04-29 09:35:51+00:00,531100000.0,28000000.0,1452000000.0,9980200000.0,3020800000.0,24377100000.0,981000000.0,1291200000.0,2514600000.0,11899500000.0,607400000.0,69500000.0,6627000000.0,40660600000.0,853100000.0,65000000.0,6420400000.0,143505200000.0,143505200000.0,27200000.0,222494900000.0,10422500000.0,10422600000.0,10492100000.0,211937800000.0,222494900000.0,51349700000.0,-6006100000.0,1230000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2016.0,FY,,2016-12-31,2018-02-09 10:48:53+00:00,580600000.0,-675200000.0,2719600000.0,9690700000.0,3380200000.0,29000700000.0,1020800000.0,1325300000.0,3125700000.0,13230200000.0,699000000.0,66500000.0,7107300000.0,44722200000.0,890400000.0,97500000.0,7720400000.0,139832600000.0,139832600000.0,51400000.0,228014300000.0,10227300000.0,10227300000.0,10293800000.0,217623000000.0,228014300000.0,56756800000.0,-6508600000.0,1361900000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2016.0,Q3,,2016-09-30,2016-11-02 09:46:40+00:00,613400000.0,91800000.0,2218200000.0,9651200000.0,3175600000.0,28562300000.0,1034700000.0,1346400000.0,3278200000.0,13086600000.0,674500000.0,69200000.0,7459500000.0,45369500000.0,943700000.0,189900000.0,7528100000.0,141120300000.0,141120300000.0,39900000.0,230367600000.0,10794600000.0,10794600000.0,10863800000.0,219313900000.0,230367600000.0,58255600000.0,-6476500000.0,1382800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2016.0,Q2,,2016-06-30,2016-08-03 11:01:18+00:00,563000000.0,-19300000.0,2255400000.0,9620400000.0,3173700000.0,27996100000.0,1037200000.0,1358500000.0,3270200000.0,12685800000.0,667900000.0,68000000.0,7717400000.0,45252800000.0,888400000.0,337100000.0,7339600000.0,134736000000.0,134736000000.0,25900000.0,223074200000.0,10499700000.0,10499700000.0,10567700000.0,212169400000.0,223074200000.0,57374500000.0,-6441000000.0,1504800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2016.0,Q1,,2016-03-31,2016-05-04 09:39:40+00:00,580300000.0,-356100000.0,2142900000.0,9602800000.0,3219300000.0,26950300000.0,1037600000.0,1370900000.0,3269100000.0,12378700000.0,657300000.0,68000000.0,7449000000.0,43693000000.0,838600000.0,260900000.0,7131800000.0,132325900000.0,132325900000.0,122600000.0,217570000000.0,10041600000.0,10041600000.0,10109600000.0,207199500000.0,217570000000.0,55098600000.0,-6336900000.0,1309500000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2017.0,FY,,2017-12-31,2019-02-13 13:11:31+00:00,610600000.0,165500000.0,2470800000.0,9929900000.0,3540700000.0,33019300000.0,1068800000.0,1314700000.0,3178400000.0,14150500000.0,759500000.0,72600000.0,7462100000.0,44485800000.0,922300000.0,101300000.0,9482900000.0,159272700000.0,159272700000.0,39500000.0,253941200000.0,12849300000.0,12849300000.0,12921900000.0,240918000000.0,253941200000.0,61821000000.0,-6729000000.0,1469800000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2017.0,Q3,,2017-09-30,2017-11-01 11:53:28+00:00,634600000.0,47000000.0,2795000000.0,9891500000.0,3481400000.0,32129100000.0,1055200000.0,1314700000.0,3175400000.0,14020400000.0,754600000.0,70900000.0,7115700000.0,45361800000.0,926200000.0,129100000.0,8784600000.0,154085900000.0,154085900000.0,58800000.0,247933600000.0,11996400000.0,11996400000.0,12067300000.0,235737200000.0,247933600000.0,61159500000.0,-6726700000.0,1516600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2017.0,Q2,,2017-06-30,2017-08-02 10:21:36+00:00,605400000.0,-116100000.0,2006400000.0,9849800000.0,3452200000.0,30500400000.0,1033300000.0,1311300000.0,3126800000.0,13770900000.0,750300000.0,69900000.0,6763600000.0,44859000000.0,944700000.0,95100000.0,8112200000.0,149347900000.0,149347900000.0,42000000.0,240153900000.0,11168100000.0,11168100000.0,11238000000.0,228820800000.0,240153900000.0,59731200000.0,-6677800000.0,1381400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2017.0,Q1,,2017-03-31,2017-05-03 11:39:12+00:00,625200000.0,-455100000.0,1534700000.0,9785200000.0,3430800000.0,29690500000.0,1032900000.0,1322600000.0,3126200000.0,13388100000.0,718800000.0,68800000.0,6733800000.0,44542400000.0,922700000.0,95100000.0,7937400000.0,146374700000.0,146374700000.0,59500000.0,235496000000.0,10616100000.0,10616100000.0,10684900000.0,224716000000.0,235496000000.0,58887400000.0,-6651400000.0,1447000000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2018.0,FY,,2018-12-31,2020-02-14 12:01:06+00:00,636200000.0,-1565100000.0,2977500000.0,10065500000.0,3693500000.0,35664800000.0,1100000000.0,1315100000.0,3259600000.0,15336900000.0,767300000.0,66000000.0,8220300000.0,46345300000.0,888400000.0,391200000.0,10290200000.0,144987900000.0,144987900000.0,42900000.0,243036100000.0,11390000000.0,11390000000.0,11456000000.0,231188900000.0,243036100000.0,62588300000.0,-7400600000.0,1413100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2018.0,Q3,,2018-09-30,2018-10-31 12:11:42+00:00,660700000.0,-1347600000.0,2926700000.0,10031000000.0,3671900000.0,34818300000.0,1128700000.0,1353900000.0,3245500000.0,14919700000.0,770600000.0,67900000.0,7533700000.0,46588900000.0,849400000.0,148500000.0,10207900000.0,161302900000.0,161302900000.0,36100000.0,258758300000.0,11700800000.0,11700800000.0,11768700000.0,246841100000.0,258758300000.0,62975100000.0,-7190500000.0,1514400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2018.0,Q2,,2018-06-30,2018-08-01 09:46:04+00:00,627800000.0,-1137900000.0,2342000000.0,9998400000.0,3574400000.0,33390700000.0,1103200000.0,1355400000.0,3219900000.0,14367900000.0,762900000.0,67200000.0,7656700000.0,45744800000.0,849700000.0,138900000.0,9904300000.0,156989000000.0,156989000000.0,64500000.0,252104000000.0,11639300000.0,11639300000.0,11706500000.0,240258600000.0,252104000000.0,61869100000.0,-7125500000.0,1455600000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2018.0,Q1,,2018-03-31,2018-05-02 10:48:15+00:00,636000000.0,-469300000.0,2335700000.0,9986500000.0,3467900000.0,33266500000.0,1096700000.0,1392400000.0,3196600000.0,14486300000.0,775200000.0,68900000.0,7720400000.0,45037100000.0,855400000.0,127800000.0,9598300000.0,158819200000.0,158819200000.0,78100000.0,253636500000.0,12186900000.0,12186900000.0,12255800000.0,241252900000.0,253636500000.0,61268300000.0,-6928600000.0,1638400000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2019.0,FY,,2019-12-31,2020-04-29 14:55:37+00:00,686600000.0,1037900000.0,2515900000.0,10187400000.0,3521300000.0,40838200000.0,1693800000.0,1786700000.0,3734100000.0,16486900000.0,967700000.0,67800000.0,8559100000.0,50044000000.0,959400000.0,264900000.0,11074300000.0,165468000000.0,165468000000.0,93400000.0,276087800000.0,14618000000.0,14618000000.0,14685800000.0,261137100000.0,276087800000.0,72661500000.0,-7681600000.0,1740300000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2019.0,Q3,,2019-09-30,2019-10-30 13:10:00+00:00,691100000.0,1307100000.0,3198000000.0,10167400000.0,3424900000.0,40059400000.0,1690700000.0,1801700000.0,3763900000.0,16491600000.0,961700000.0,68600000.0,8644800000.0,49084200000.0,946000000.0,369300000.0,10927800000.0,161046700000.0,161046700000.0,96100000.0,270238400000.0,14804200000.0,14804200000.0,14872800000.0,254996300000.0,270238400000.0,70651500000.0,-7598100000.0,1635700000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2019.0,Q2,,2019-06-30,2019-07-31 13:38:11+00:00,663800000.0,647700000.0,3315900000.0,10135500000.0,3519500000.0,38479500000.0,1111500000.0,1300700000.0,3762400000.0,16136800000.0,959500000.0,67300000.0,8662400000.0,47348000000.0,996200000.0,304500000.0,10805800000.0,162848600000.0,162848600000.0,76800000.0,267918000000.0,14034700000.0,14034700000.0,14102000000.0,253511500000.0,267918000000.0,67850100000.0,-7554300000.0,1549200000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2019.0,Q1,,2019-03-31,2019-05-02 11:47:47+00:00,679600000.0,-418900000.0,2259700000.0,10095600000.0,3616500000.0,36891200000.0,1110600000.0,1310300000.0,3266400000.0,15597500000.0,933200000.0,67800000.0,8672600000.0,47036600000.0,939100000.0,537700000.0,10571900000.0,157942800000.0,157942800000.0,43900000.0,259419900000.0,12694400000.0,12694400000.0,12762200000.0,246120000000.0,259419900000.0,65656000000.0,-7554200000.0,1641100000.0
Principal Financial Group Inc,PFG,CUMYEZJOAF02RYZ1JJ85,1126328,2020.0,Q1,,2020-03-31,2020-04-29 14:55:37+00:00,721700000.0,-599200000.0,3482700000.0,10221300000.0,3679800000.0,41244000000.0,1616400000.0,1716600000.0,3670100000.0,16645900000.0,973800000.0,65100000.0,8572100000.0,50975000000.0,860900000.0,239700000.0,11198800000.0,136836000000.0,136836000000.0,105600000.0,246903900000.0,12907500000.0,12907500000.0,12972600000.0,233691600000.0,246903900000.0,70967900000.0,-7913400000.0,1691000000.0
