company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Global Payments Inc,GPN,,1123360,2016.0,Q3TTM,2015-03-01,2016-02-29,,2.32,2.32,0.34,2.32,107719000.0,319148000.0,319148000.0,,299803000.0,19345000.0,1056176000.0,2857635000.0,,,,1329117000.0,1056176000.0,1801459000.0,50316000.0,4841000.0,1329117000.0,472342000.0,-45475000.0,426867000.0,2857635000.0,129287000.0,129287000.0,129287000.0
Global Payments Inc,GPN,,1123360,2016.0,Q3,2015-12-01,2016-02-29,2016-04-06 16:21:28+00:00,0.53,0.53,,0.53,22685000.0,72912000.0,72912000.0,,69061000.0,3851000.0,258728000.0,679940000.0,,,,313407000.0,258728000.0,421212000.0,13300000.0,1092000.0,313407000.0,107805000.0,-12208000.0,95597000.0,679940000.0,129287000.0,129287000.0,129287000.0
Global Payments Inc,GPN,,1123360,2016.0,Q2YTD,2015-06-01,2015-11-30,,1.28,1.28,0.08,1.28,59876000.0,176126000.0,176126000.0,,165417000.0,10709000.0,543231000.0,1471146000.0,,,,666978000.0,543231000.0,927915000.0,27369000.0,2434000.0,666978000.0,260937000.0,-24935000.0,236002000.0,1471146000.0,129505000.0,129505000.0,129505000.0
Global Payments Inc,GPN,,1123360,2016.0,Q2TTM,2014-12-01,2015-11-30,,2.26,2.26,0.29,2.26,108065000.0,315551000.0,315551000.0,,293310000.0,22241000.0,1047703000.0,2842678000.0,,,,1325823000.0,1047703000.0,1794975000.0,50445000.0,4909000.0,1325823000.0,469152000.0,-45536000.0,423616000.0,2842678000.0,129505000.0,129505000.0,129505000.0
Global Payments Inc,GPN,,1123360,2016.0,Q2,2015-09-01,2015-11-30,2017-01-09 16:29:10+00:00,0.61,0.61,,0.6,27253000.0,83078000.0,83078000.0,,78771000.0,4307000.0,270565000.0,722350000.0,,,,328620000.0,270565000.0,451785000.0,14126000.0,1292000.0,328620000.0,123165000.0,-12834000.0,110331000.0,722350000.0,129505000.0,129505000.0,129505000.0
Global Payments Inc,GPN,,1123360,2016.0,Q1TTM,2014-09-01,2015-08-31,,2.22,2.22,0.32,2.22,110472000.0,317729000.0,317729000.0,,289320000.0,28409000.0,1034934000.0,2817619000.0,,,,1312714000.0,1034934000.0,1782685000.0,46669000.0,4899000.0,1312714000.0,469971000.0,-41770000.0,428201000.0,2817619000.0,130328000.0,130328000.0,130328000.0
Global Payments Inc,GPN,,1123360,2016.0,Q1,2015-06-01,2015-08-31,2016-10-05 09:20:58+00:00,0.66,0.66,0.01,0.66,32623000.0,93048000.0,93048000.0,,86646000.0,6402000.0,272666000.0,748796000.0,,,,338358000.0,272666000.0,476130000.0,13243000.0,1142000.0,338358000.0,137772000.0,-12101000.0,125671000.0,748796000.0,130328000.0,130328000.0,130328000.0
Global Payments Inc,GPN,,1123360,2017.0,FY,2017-01-01,2017-12-31,2020-02-21 16:20:28+00:00,3.03,3.03,0.04,3.01,-101387000.0,494070000.0,494070000.0,,468425000.0,25645000.0,1928037000.0,3975163000.0,0.0,,,1488258000.0,1928037000.0,2047126000.0,174847000.0,8662000.0,1488258000.0,558868000.0,-166185000.0,392683000.0,3975163000.0,154652000.0,154652000.0,154652000.0
Global Payments Inc,GPN,,1123360,2017.0,Q4,2017-10-01,2017-12-31,,1.56,1.56,0.01,1.56,-142280000.0,250306000.0,250306000.0,,241963000.0,8343000.0,509069000.0,1054254000.0,,,,395610000.0,509069000.0,545185000.0,44425000.0,2876000.0,395610000.0,149575000.0,-41549000.0,108026000.0,1054254000.0,154652000.0,154652000.0,154652000.0
Global Payments Inc,GPN,,1123360,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 09:22:35+00:00,0.72,0.72,,0.71,15692000.0,118362000.0,118362000.0,,110740000.0,7622000.0,493883000.0,1038907000.0,,,,372553000.0,493883000.0,545024000.0,40764000.0,2347000.0,372553000.0,172471000.0,-38417000.0,134054000.0,1038907000.0,154560000.0,154560000.0,154560000.0
Global Payments Inc,GPN,,1123360,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.47,1.47,0.09,1.47,40893000.0,243764000.0,243764000.0,,226462000.0,17302000.0,1418968000.0,2920909000.0,,,,1092648000.0,1418968000.0,1501941000.0,130422000.0,5786000.0,1092648000.0,409293000.0,-124636000.0,284657000.0,2920909000.0,154560000.0,154560000.0,154560000.0
Global Payments Inc,GPN,,1123360,2017.0,Q3TTM,2016-03-01,2017-09-30,,1.71,1.71,0.13,1.71,29027000.0,284943000.0,284943000.0,,263650000.0,21293000.0,1764648000.0,3667973000.0,,,,1437830000.0,1764648000.0,1903325000.0,159069000.0,7544000.0,1437830000.0,465495000.0,-151525000.0,313970000.0,3667973000.0,154560000.0,154560000.0,154560000.0
Global Payments Inc,GPN,,1123360,2017.0,Q2,2017-04-01,2017-06-30,2018-08-02 09:27:58+00:00,0.44,0.44,,0.44,12880000.0,72443000.0,72443000.0,,66909000.0,5534000.0,469149000.0,962240000.0,,,,361239000.0,469149000.0,493091000.0,48361000.0,1832000.0,361239000.0,131852000.0,-46529000.0,85323000.0,962240000.0,152525000.0,152525000.0,152525000.0
Global Payments Inc,GPN,,1123360,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.76,0.76,0.08,0.76,25201000.0,125402000.0,125402000.0,,115722000.0,9680000.0,925085000.0,1882002000.0,,,,720095000.0,925085000.0,956917000.0,89658000.0,3439000.0,720095000.0,236822000.0,-86219000.0,150603000.0,1882002000.0,152525000.0,152525000.0,152525000.0
Global Payments Inc,GPN,,1123360,2017.0,Q2TTM,2015-12-01,2017-06-30,,1.46,1.46,0.2,1.46,36020000.0,239493000.0,239493000.0,,221971000.0,17522000.0,1529493000.0,3309006000.0,,,,1378684000.0,1529493000.0,1779513000.0,131605000.0,6289000.0,1378684000.0,400829000.0,-125316000.0,275513000.0,3309006000.0,152525000.0,152525000.0,152525000.0
