company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 11:54:10+00:00,-0.73,-0.73,0.09,806000000.0,-0.73,301000000.0,51000000.0,-214000000.0,,-331000000.0,-331000000.0,,-338000000.0,7000000.0,550000000.0,1751000000.0,-92000000.0,150000000.0,,-45000000.0,,209000000.0,550000000.0,1201000000.0,182000000.0,1472000000.0,-271000000.0,-274000000.0,-545000000.0,1751000000.0,463000000.0,460000000.0,460000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,FY,2010-01-01,2010-12-31,2013-02-19 17:11:05+00:00,1.53,1.53,0.36,3714000000.0,1.52,974000000.0,216000000.0,820000000.0,,821000000.0,821000000.0,,761000000.0,60000000.0,2261000000.0,10984000000.0,727000000.0,1068000000.0,,15000000.0,,967000000.0,2261000000.0,8723000000.0,855000000.0,6954000000.0,1769000000.0,-128000000.0,1641000000.0,10984000000.0,497400000.0,495000000.0,497000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q4,2010-10-01,2010-12-31,,0.22,0.22,0.09,869000000.0,0.22,325000000.0,69000000.0,160000000.0,,129000000.0,129000000.0,,111000000.0,18000000.0,598000000.0,2775000000.0,225000000.0,259000000.0,,97000000.0,,281000000.0,598000000.0,2177000000.0,213000000.0,1900000000.0,277000000.0,12000000.0,289000000.0,2775000000.0,497400000.0,495000000.0,497000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.31,1.31,0.27,2845000000.0,1.3,649000000.0,147000000.0,660000000.0,,692000000.0,692000000.0,,650000000.0,42000000.0,1663000000.0,8209000000.0,502000000.0,809000000.0,,-82000000.0,,686000000.0,1663000000.0,6546000000.0,642000000.0,5054000000.0,1492000000.0,-140000000.0,1352000000.0,8209000000.0,520000000.0,496000000.0,496000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.84,1.84,0.36,3729000000.0,1.83,943000000.0,183000000.0,797000000.0,,930000000.0,930000000.0,,879000000.0,51000000.0,2147000000.0,10740000000.0,884000000.0,1012000000.0,,32000000.0,,1011000000.0,2147000000.0,8593000000.0,840000000.0,6910000000.0,1683000000.0,44000000.0,1727000000.0,10740000000.0,520000000.0,496000000.0,496000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.36,1.36,0.18,1883000000.0,1.35,353000000.0,127000000.0,566000000.0,,700000000.0,700000000.0,,676000000.0,24000000.0,1102000000.0,5693000000.0,394000000.0,569000000.0,,-50000000.0,,413000000.0,1102000000.0,4591000000.0,424000000.0,3295000000.0,1296000000.0,-30000000.0,1266000000.0,5693000000.0,500000000.0,495000000.0,495000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.29,2.29,0.36,3676000000.0,2.28,871000000.0,168000000.0,910000000.0,,1144000000.0,1144000000.0,,1105000000.0,39000000.0,2107000000.0,11048000000.0,531000000.0,985000000.0,,14000000.0,,961000000.0,2107000000.0,8941000000.0,743000000.0,6675000000.0,2266000000.0,-212000000.0,2054000000.0,11048000000.0,500000000.0,495000000.0,495000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 10:21:29+00:00,-0.08,-0.08,0.09,902000000.0,-0.08,198000000.0,115000000.0,49000000.0,,-28000000.0,-28000000.0,,-40000000.0,12000000.0,541000000.0,2563000000.0,-156000000.0,268000000.0,,-41000000.0,,203000000.0,541000000.0,2022000000.0,200000000.0,1645000000.0,377000000.0,-356000000.0,21000000.0,2563000000.0,500000000.0,495000000.0,495000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.89,1.89,0.36,3707000000.0,1.88,961000000.0,76000000.0,726000000.0,,956000000.0,956000000.0,,919000000.0,37000000.0,2151000000.0,10379000000.0,859000000.0,897000000.0,,36000000.0,,984000000.0,2151000000.0,8228000000.0,744000000.0,6661000000.0,1567000000.0,115000000.0,1682000000.0,10379000000.0,497200000.0,493000000.0,496000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2010.0,Q1,2010-01-01,2010-03-31,2011-05-02 16:21:20+00:00,1.44,1.44,0.09,981000000.0,1.43,155000000.0,12000000.0,517000000.0,,728000000.0,728000000.0,,716000000.0,12000000.0,561000000.0,3130000000.0,550000000.0,301000000.0,,-9000000.0,,210000000.0,561000000.0,2569000000.0,224000000.0,1650000000.0,919000000.0,326000000.0,1245000000.0,3130000000.0,497200000.0,493000000.0,496000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q4,2011-10-01,2011-12-31,,-0.72,-0.72,0.09,928000000.0,-0.71,354000000.0,1487000000.0,-94000000.0,,-339000000.0,-339000000.0,,-358000000.0,19000000.0,722000000.0,3540000000.0,-95000000.0,360000000.0,,-446000000.0,,276000000.0,722000000.0,2818000000.0,197000000.0,2959000000.0,-141000000.0,-292000000.0,-433000000.0,3540000000.0,497900000.0,498000000.0,498000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 16:08:53+00:00,-5.32,-5.32,0.36,3830000000.0,-5.32,1076000000.0,1774000000.0,-856000000.0,,-2568000000.0,-2568000000.0,,-2649000000.0,81000000.0,2675000000.0,13882000000.0,-715000000.0,1492000000.0,,3845000000.0,,1060000000.0,2675000000.0,11207000000.0,839000000.0,13077000000.0,-1870000000.0,-1554000000.0,-3424000000.0,13882000000.0,497900000.0,498000000.0,498000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q3YTD,2011-01-01,2011-09-30,,-4.6,-4.6,0.27,2902000000.0,-4.61,722000000.0,287000000.0,-762000000.0,,-2229000000.0,-2229000000.0,,-2291000000.0,62000000.0,1953000000.0,10342000000.0,-620000000.0,1132000000.0,,4291000000.0,,784000000.0,1953000000.0,8389000000.0,642000000.0,10118000000.0,-1729000000.0,-1262000000.0,-2991000000.0,10342000000.0,498500000.0,498000000.0,498000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q3TTM,2010-10-01,2011-09-30,,-4.38,-4.38,0.36,3771000000.0,-4.39,1047000000.0,356000000.0,-602000000.0,,-2100000000.0,-2100000000.0,,-2180000000.0,80000000.0,2551000000.0,13117000000.0,-395000000.0,1391000000.0,,4388000000.0,,1065000000.0,2551000000.0,10566000000.0,855000000.0,12018000000.0,-1452000000.0,-1250000000.0,-2702000000.0,13117000000.0,498500000.0,498000000.0,498000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.52,1.52,0.18,1970000000.0,1.51,415000000.0,104000000.0,706000000.0,,799000000.0,799000000.0,,760000000.0,39000000.0,1260000000.0,6958000000.0,44000000.0,757000000.0,,64000000.0,,491000000.0,1260000000.0,5698000000.0,436000000.0,3801000000.0,1897000000.0,-392000000.0,1505000000.0,6958000000.0,499100000.0,498000000.0,500000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.69,1.69,0.36,3801000000.0,1.68,1036000000.0,193000000.0,960000000.0,,920000000.0,920000000.0,,845000000.0,75000000.0,2419000000.0,12249000000.0,377000000.0,1256000000.0,,129000000.0,,1045000000.0,2419000000.0,9830000000.0,867000000.0,7460000000.0,2370000000.0,-490000000.0,1880000000.0,12249000000.0,499100000.0,498000000.0,500000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.52,0.52,0.36,3718000000.0,0.52,998000000.0,206000000.0,569000000.0,,330000000.0,330000000.0,,261000000.0,69000000.0,2312000000.0,11078000000.0,4000000.0,1111000000.0,,21000000.0,,966000000.0,2312000000.0,8766000000.0,851000000.0,7020000000.0,1746000000.0,-847000000.0,899000000.0,11078000000.0,502300000.0,497000000.0,499000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q4,2012-10-01,2012-12-31,,0.4,0.4,0.09,1028000000.0,0.4,284000000.0,223000000.0,356000000.0,,190000000.0,190000000.0,,203000000.0,-13000000.0,700000000.0,3412000000.0,239000000.0,254000000.0,,5000000.0,,430000000.0,700000000.0,2712000000.0,181000000.0,2224000000.0,488000000.0,58000000.0,546000000.0,3412000000.0,502300000.0,500000000.0,502000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,FY,2012-01-01,2012-12-31,2015-02-20 16:35:14+00:00,4.76,4.76,0.36,3964000000.0,4.74,1946000000.0,389000000.0,1120000000.0,,2445000000.0,2445000000.0,,2391000000.0,54000000.0,2694000000.0,13307000000.0,580000000.0,1224000000.0,,-1883000000.0,,1246000000.0,2694000000.0,10613000000.0,742000000.0,6886000000.0,3727000000.0,-162000000.0,3565000000.0,13307000000.0,502300000.0,500000000.0,502000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q3YTD,2012-01-01,2012-09-30,,4.36,4.36,0.27,2936000000.0,4.34,1662000000.0,166000000.0,764000000.0,,2255000000.0,2255000000.0,,2188000000.0,67000000.0,1994000000.0,9895000000.0,341000000.0,970000000.0,,-1888000000.0,,816000000.0,1994000000.0,7901000000.0,561000000.0,4662000000.0,3239000000.0,-220000000.0,3019000000.0,9895000000.0,504200000.0,500000000.0,502000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.64,3.64,0.36,3864000000.0,3.63,2016000000.0,1653000000.0,670000000.0,,1916000000.0,1916000000.0,,1830000000.0,86000000.0,2716000000.0,13435000000.0,246000000.0,1330000000.0,,-2334000000.0,,1092000000.0,2716000000.0,10719000000.0,758000000.0,7621000000.0,3098000000.0,-512000000.0,2586000000.0,13435000000.0,504200000.0,500000000.0,502000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q3,2012-07-01,2012-09-30,2013-11-04 16:09:48+00:00,0.24,0.24,0.09,979000000.0,0.24,297000000.0,4000000.0,248000000.0,,142000000.0,142000000.0,,121000000.0,21000000.0,673000000.0,3283000000.0,-241000000.0,267000000.0,,-38000000.0,,285000000.0,673000000.0,2610000000.0,185000000.0,1794000000.0,816000000.0,-426000000.0,390000000.0,3283000000.0,504200000.0,500000000.0,502000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q2YTD,2012-01-01,2012-06-30,,4.12,4.12,0.18,1957000000.0,4.1,1365000000.0,162000000.0,516000000.0,,2113000000.0,2113000000.0,,2067000000.0,46000000.0,1321000000.0,6612000000.0,582000000.0,703000000.0,,-1850000000.0,,531000000.0,1321000000.0,5291000000.0,376000000.0,2868000000.0,2423000000.0,206000000.0,2629000000.0,6612000000.0,494400000.0,500000000.0,500000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q2TTM,2011-07-01,2012-06-30,,-2.72,-2.72,0.36,3817000000.0,-2.73,2026000000.0,1832000000.0,-1046000000.0,,-1254000000.0,-1254000000.0,,-1342000000.0,88000000.0,2736000000.0,13536000000.0,-177000000.0,1438000000.0,,1931000000.0,,1100000000.0,2736000000.0,10800000000.0,779000000.0,12144000000.0,-1344000000.0,-956000000.0,-2300000000.0,13536000000.0,494400000.0,500000000.0,500000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q1TTM,2011-04-01,2012-03-31,,-1.45,-1.45,0.36,3775000000.0,-1.47,1141000000.0,1822000000.0,-770000000.0,,-622000000.0,-622000000.0,,-709000000.0,87000000.0,2734000000.0,14070000000.0,-523000000.0,1525000000.0,,2017000000.0,,1120000000.0,2734000000.0,11336000000.0,805000000.0,11400000000.0,-64000000.0,-1328000000.0,-1392000000.0,14070000000.0,501400000.0,499000000.0,501000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 16:19:25+00:00,4.3,4.3,0.09,930000000.0,4.28,244000000.0,50000000.0,352000000.0,,2183000000.0,2183000000.0,,2156000000.0,27000000.0,671000000.0,3412000000.0,19000000.0,377000000.0,,-1831000000.0,,269000000.0,671000000.0,2741000000.0,186000000.0,39000000.0,2702000000.0,-167000000.0,2535000000.0,3412000000.0,501400000.0,499000000.0,501000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q4,2013-10-01,2013-12-31,,-1.53,-1.53,0.18,969000000.0,-1.52,615000000.0,162000000.0,-98000000.0,,-725000000.0,-725000000.0,,-770000000.0,45000000.0,813000000.0,3920000000.0,-865000000.0,258000000.0,,588000000.0,,300000000.0,813000000.0,3107000000.0,173000000.0,2892000000.0,215000000.0,-1038000000.0,-823000000.0,3920000000.0,507000000.0,502000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,FY,2013-01-01,2013-12-31,2015-02-20 16:35:14+00:00,1.58,1.58,0.54,3927000000.0,1.58,1329000000.0,794000000.0,1165000000.0,,941000000.0,941000000.0,,801000000.0,140000000.0,2983000000.0,14867000000.0,-541000000.0,1077000000.0,,334000000.0,,1090000000.0,2983000000.0,11884000000.0,686000000.0,8551000000.0,3333000000.0,-1227000000.0,2106000000.0,14867000000.0,507000000.0,502000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.11,3.11,0.36,2958000000.0,3.1,714000000.0,632000000.0,1263000000.0,,1666000000.0,1666000000.0,,1571000000.0,95000000.0,2170000000.0,10947000000.0,324000000.0,819000000.0,,-254000000.0,,790000000.0,2170000000.0,8777000000.0,513000000.0,5659000000.0,3118000000.0,-189000000.0,2929000000.0,10947000000.0,505600000.0,503000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.51,3.51,0.45,3986000000.0,3.5,998000000.0,855000000.0,1619000000.0,,1856000000.0,1856000000.0,,1774000000.0,82000000.0,2870000000.0,14359000000.0,563000000.0,1073000000.0,,-249000000.0,,1220000000.0,2870000000.0,11489000000.0,694000000.0,7883000000.0,3606000000.0,-131000000.0,3475000000.0,14359000000.0,505600000.0,503000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q3,2013-07-01,2013-09-30,2014-10-28 17:15:58+00:00,0.36,0.36,0.18,996000000.0,0.36,272000000.0,593000000.0,240000000.0,,223000000.0,223000000.0,,182000000.0,41000000.0,749000000.0,3789000000.0,-49000000.0,294000000.0,,-59000000.0,,255000000.0,749000000.0,3040000000.0,177000000.0,2351000000.0,689000000.0,-226000000.0,463000000.0,3789000000.0,505600000.0,503000000.0,505000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.75,2.75,0.18,1962000000.0,2.74,442000000.0,39000000.0,1023000000.0,,1443000000.0,1443000000.0,,1389000000.0,54000000.0,1421000000.0,7158000000.0,373000000.0,525000000.0,,-195000000.0,,535000000.0,1421000000.0,5737000000.0,336000000.0,3308000000.0,2429000000.0,37000000.0,2466000000.0,7158000000.0,504900000.0,502000000.0,504000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.39,3.39,0.36,3969000000.0,3.38,1023000000.0,266000000.0,1627000000.0,,1775000000.0,1775000000.0,,1713000000.0,62000000.0,2794000000.0,13853000000.0,371000000.0,1046000000.0,,-228000000.0,,1250000000.0,2794000000.0,11059000000.0,702000000.0,7326000000.0,3733000000.0,-331000000.0,3402000000.0,13853000000.0,504900000.0,502000000.0,504000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 16:17:37+00:00,1.84,1.84,0.09,940000000.0,1.83,178000000.0,10000000.0,567000000.0,,959000000.0,959000000.0,,929000000.0,30000000.0,720000000.0,3440000000.0,558000000.0,245000000.0,,-53000000.0,,260000000.0,720000000.0,2720000000.0,172000000.0,1580000000.0,1140000000.0,386000000.0,1526000000.0,3440000000.0,504900000.0,502000000.0,504000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.37,1.37,0.36,4056000000.0,1.37,1966000000.0,368000000.0,1224000000.0,,746000000.0,746000000.0,,695000000.0,51000000.0,2724000000.0,13613000000.0,376000000.0,1127000000.0,,-194000000.0,,1252000000.0,2724000000.0,10889000000.0,720000000.0,8575000000.0,2314000000.0,-344000000.0,1970000000.0,13613000000.0,505500000.0,501000000.0,503000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 16:35:33+00:00,0.91,0.91,0.09,1022000000.0,0.91,264000000.0,29000000.0,456000000.0,,484000000.0,484000000.0,,460000000.0,24000000.0,701000000.0,3718000000.0,-185000000.0,280000000.0,,-142000000.0,,275000000.0,701000000.0,3017000000.0,164000000.0,1728000000.0,1289000000.0,-349000000.0,940000000.0,3718000000.0,505500000.0,501000000.0,503000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 06:35:20+00:00,-3.47,-3.47,0.99,4550000000.0,-3.47,1639000000.0,836000000.0,1617000000.0,,-1563000000.0,-1563000000.0,,-1750000000.0,187000000.0,3317000000.0,18470000000.0,-4577000000.0,1244000000.0,,,,1481000000.0,3317000000.0,15153000000.0,772000000.0,9750000000.0,5403000000.0,-5349000000.0,54000000.0,18470000000.0,504300000.0,506000000.0,506000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q3,2014-07-01,2014-09-30,2015-10-27 16:23:31+00:00,2.13,2.13,0.27,1163000000.0,2.12,199000000.0,394000000.0,627000000.0,,1147000000.0,1147000000.0,,1087000000.0,60000000.0,866000000.0,5010000000.0,281000000.0,306000000.0,,,,381000000.0,866000000.0,4144000000.0,204000000.0,2443000000.0,1698000000.0,77000000.0,1774000000.0,5010000000.0,510300000.0,506000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q3YTD,2014-01-01,2014-09-30,,-2.72,-2.72,0.72,3335000000.0,-2.73,1000000000.0,514000000.0,1719000000.0,,-1213000000.0,-1213000000.0,,-1355000000.0,142000000.0,2501000000.0,15239000000.0,-4803000000.0,981000000.0,,39000000.0,,984000000.0,2501000000.0,12738000000.0,573000000.0,6853000000.0,5882000000.0,-5383000000.0,506000000.0,15239000000.0,510300000.0,506000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q3TTM,2013-10-01,2014-09-30,,-4.25,-4.25,0.9,4304000000.0,-4.25,1615000000.0,676000000.0,1621000000.0,,-1938000000.0,-1938000000.0,,-2125000000.0,187000000.0,3314000000.0,19159000000.0,-5668000000.0,1239000000.0,,627000000.0,,1284000000.0,3314000000.0,15845000000.0,746000000.0,9745000000.0,6097000000.0,-6421000000.0,-317000000.0,19159000000.0,510300000.0,506000000.0,508000000.0
Anadarko Petroleum Corp,APC,B78FQ7XBQFLP4AYJ6F79,773910,2014.0,Q2YTD,2014-01-01,2014-06-30,,-4.85,-4.85,0.45,2172000000.0,-4.85,801000000.0,120000000.0,1092000000.0,,-2360000000.0,-2360000000.0,,-2442000000.0,82000000.0,1635000000.0,10229000000.0,-5083000000.0,675000000.0,,39000000.0,,603000000.0,1635000000.0,8594000000.0,369000000.0,4410000000.0,4184000000.0,-5460000000.0,-1268000000.0,10229000000.0,504400000.0,505000000.0,507000000.0
