company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CBRE Group Inc,CBRE,,1138118,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 14:03:17+00:00,-0.02,-0.02,26295000.0,-0.02,,7299000.0,1800000.0,49792000.0,-16187000.0,-16187000.0,0.0,-6627000.0,-9560000.0,-47992000.0,,-6584000.0,1025883000.0,953900000.0,,,49792000.0,1800000.0,980195000.0,1019299000.0,-8888000.0,971307000.0,331400000.0,312879640.0,312879640.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q4,2011-10-01,2011-12-31,,0.25,0.25,35848000.0,0.24,,72071000.0,2380000.0,43235000.0,110939000.0,77960000.0,32979000.0,79763000.0,31176000.0,-40855000.0,-8515000.0,67187000.0,1763625000.0,1612593000.0,,,43235000.0,2380000.0,1639926000.0,1830812000.0,150031000.0,1789957000.0,318900000.0,318454191.0,323723755.0
CBRE Group Inc,CBRE,,1138118,2011.0,FY,2011-01-01,2011-12-31,2014-03-03 16:22:17+00:00,0.75,0.75,115719000.0,0.74,,189103000.0,9443000.0,150249000.0,290325000.0,240435000.0,49890000.0,239162000.0,51163000.0,-140806000.0,-2706000.0,117742000.0,5905411000.0,5339796000.0,,,150249000.0,9443000.0,5452809000.0,6023153000.0,429538000.0,5882347000.0,318900000.0,318454191.0,323723755.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.5,0.5,79871000.0,0.5,,117032000.0,7063000.0,107014000.0,179386000.0,162475000.0,16911000.0,159399000.0,19987000.0,-99951000.0,5809000.0,50555000.0,4141786000.0,3727203000.0,,,107014000.0,7063000.0,3812883000.0,4192341000.0,279507000.0,4092390000.0,319000000.0,318867447.0,323714703.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.81,0.81,108736000.0,0.8,,175322000.0,9105000.0,148343000.0,251181000.0,234911000.0,16270000.0,254543000.0,-3362000.0,-139238000.0,5809000.0,69282000.0,5793082000.0,5180200000.0,,18148000.0,148343000.0,9105000.0,5312893000.0,5862364000.0,410233000.0,5723126000.0,319000000.0,318867447.0,323714703.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 12:12:26+00:00,0.2,0.2,31308000.0,0.2,,47290000.0,2493000.0,39080000.0,60033000.0,60033000.0,0.0,63807000.0,-3774000.0,-36587000.0,5809000.0,10309000.0,1534463000.0,1363745000.0,,,39080000.0,2493000.0,1400862000.0,1544772000.0,107323000.0,1508185000.0,319000000.0,318867447.0,323714703.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.3,0.3,48563000.0,0.3,,69742000.0,4570000.0,67934000.0,119353000.0,102442000.0,16911000.0,95592000.0,23761000.0,-63364000.0,,40246000.0,2607323000.0,2363458000.0,,,67934000.0,4570000.0,2412021000.0,2647569000.0,172184000.0,2584205000.0,322200000.0,317698275.0,324093042.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.79,0.79,103033000.0,0.78,,166107000.0,8075000.0,159018000.0,246863000.0,222772000.0,24091000.0,247774000.0,-911000.0,-150943000.0,,62829000.0,5524837000.0,4926663000.0,,18148000.0,159018000.0,8075000.0,5047844000.0,5587666000.0,388879000.0,5436723000.0,322200000.0,317698275.0,324093042.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 11:55:25+00:00,0.19,0.19,25385000.0,0.19,,46336000.0,1902000.0,34216000.0,74867000.0,68600000.0,6267000.0,61223000.0,13644000.0,-32314000.0,,23095000.0,1422218000.0,1272678000.0,,,34216000.0,1902000.0,1298063000.0,1445313000.0,114936000.0,1412999000.0,322200000.0,317698275.0,324093042.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.77,0.77,105264000.0,0.76,,146475000.0,9284000.0,175077000.0,216682000.0,191718000.0,24964000.0,241341000.0,-24659000.0,-165793000.0,,57592000.0,5274538000.0,4704732000.0,,18148000.0,175077000.0,9284000.0,4828144000.0,5332130000.0,338193000.0,5166337000.0,312400000.0,316563392.0,322920829.0
CBRE Group Inc,CBRE,,1138118,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 13:19:23+00:00,0.11,0.11,23178000.0,0.11,,23406000.0,2668000.0,33718000.0,44486000.0,33842000.0,10644000.0,34369000.0,10117000.0,-31050000.0,0.0,17151000.0,1185105000.0,1090780000.0,,,33718000.0,2668000.0,1113958000.0,1202256000.0,57248000.0,1171206000.0,312400000.0,316563392.0,322920829.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q4,2012-10-01,2012-12-31,,0.54,0.54,44750000.0,0.54,,82969000.0,1860000.0,43025000.0,156537000.0,155906000.0,631000.0,172998000.0,-16461000.0,-41165000.0,-6458000.0,41509000.0,2005846000.0,1729023000.0,,,43025000.0,1860000.0,1767315000.0,2047355000.0,238875000.0,2006190000.0,322000000.0,322315576.0,327044145.0
CBRE Group Inc,CBRE,,1138118,2012.0,FY,2012-01-01,2012-12-31,2015-03-02 15:07:51+00:00,0.98,0.98,169645000.0,0.97,19826000.0,185322000.0,7643000.0,175068000.0,304787000.0,304156000.0,631000.0,315555000.0,-10768000.0,-167425000.0,-11093000.0,66610000.0,6514099000.0,5745428000.0,,,175068000.0,7643000.0,5923806000.0,6580709000.0,489478000.0,6413284000.0,322000000.0,322315576.0,327044145.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q3,2012-07-01,2012-09-30,2013-11-12 13:35:42+00:00,0.12,0.12,40102000.0,0.12,19826000.0,22160000.0,1895000.0,43651000.0,42705000.0,42705000.0,,39709000.0,2996000.0,-41756000.0,-151000.0,6858000.0,1557147000.0,1397607000.0,,,43651000.0,1895000.0,1457384000.0,1564005000.0,64865000.0,1522249000.0,330900000.0,322331850.0,327309341.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.44,0.44,124895000.0,0.43,19826000.0,102353000.0,5783000.0,132043000.0,148250000.0,148250000.0,,142557000.0,5693000.0,-126260000.0,-4635000.0,25101000.0,4508253000.0,4016405000.0,,,132043000.0,5783000.0,4156491000.0,4533354000.0,250603000.0,4407094000.0,330900000.0,322331850.0,327309341.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.69,0.69,160743000.0,0.67,19826000.0,174424000.0,8163000.0,175278000.0,259189000.0,226210000.0,32979000.0,222320000.0,36869000.0,-167115000.0,-13150000.0,92288000.0,6271878000.0,5628998000.0,,,175278000.0,8163000.0,5796417000.0,6364166000.0,400634000.0,6197051000.0,330900000.0,322331850.0,327309341.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 12:47:37+00:00,0.24,0.24,38336000.0,0.23,,54780000.0,1585000.0,44411000.0,75599000.0,75599000.0,,75873000.0,-274000.0,-42826000.0,2104000.0,3048000.0,1601117000.0,1390520000.0,,,44411000.0,1585000.0,1430960000.0,1604165000.0,130379000.0,1561339000.0,316100000.0,320852344.0,326081681.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.32,0.32,84793000.0,0.31,,80193000.0,3888000.0,88392000.0,105545000.0,105545000.0,,102848000.0,2697000.0,-84504000.0,-4484000.0,18243000.0,2951106000.0,2618798000.0,,,88392000.0,3888000.0,2699107000.0,2969349000.0,185738000.0,2884845000.0,316100000.0,320852344.0,326081681.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.77,0.77,151949000.0,0.75,,199554000.0,8761000.0,170707000.0,276517000.0,243538000.0,32979000.0,246418000.0,30099000.0,-161946000.0,-7190000.0,95739000.0,6249194000.0,5595136000.0,,,170707000.0,8761000.0,5739895000.0,6344933000.0,443092000.0,6182987000.0,316100000.0,320852344.0,326081681.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.72,0.72,138998000.0,0.71,,191110000.0,9078000.0,160512000.0,275785000.0,236539000.0,39246000.0,231768000.0,44017000.0,-151434000.0,-9294000.0,115786000.0,6070295000.0,5477294000.0,,,160512000.0,9078000.0,5606998000.0,6186081000.0,427649000.0,6034647000.0,337200000.0,320671395.0,325738859.0
CBRE Group Inc,CBRE,,1138118,2012.0,Q1,2012-01-01,2012-03-31,2013-05-10 13:34:28+00:00,0.08,0.08,46457000.0,0.08,,25413000.0,2303000.0,43981000.0,29946000.0,29946000.0,0.0,26975000.0,2971000.0,-41678000.0,-6588000.0,15195000.0,1349989000.0,1228278000.0,,0.0,43981000.0,2303000.0,1268147000.0,1365184000.0,55359000.0,1323506000.0,337200000.0,320671395.0,325738859.0
CBRE Group Inc,CBRE,,1138118,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 13:32:36+00:00,0.96,0.96,190390000.0,0.95,98129000.0,187187000.0,6289000.0,135082000.0,348795000.0,321798000.0,26997000.0,316538000.0,32257000.0,-128793000.0,-13523000.0,77974000.0,7184794000.0,6293699000.0,,56295000.0,135082000.0,6289000.0,6624990000.0,7262768000.0,508985000.0,7133975000.0,329700000.0,328110004.0,331762854.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q4,2013-10-01,2013-12-31,,0.35,0.35,52984000.0,0.35,98129000.0,66242000.0,1287000.0,27372000.0,118540000.0,115837000.0,2703000.0,114646000.0,3894000.0,-26085000.0,-4171000.0,36949000.0,2233851000.0,1915694000.0,,,27372000.0,1287000.0,2062636000.0,2270800000.0,182079000.0,2244715000.0,329700000.0,328110004.0,331762854.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.61,0.61,137406000.0,0.6,,120945000.0,5002000.0,107710000.0,230255000.0,205961000.0,24294000.0,201892000.0,28363000.0,-102708000.0,-9352000.0,41025000.0,4950943000.0,4378005000.0,,56295000.0,107710000.0,5002000.0,4562354000.0,4991968000.0,326906000.0,4889260000.0,325700000.0,328307961.0,332061402.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.15,1.15,182156000.0,1.14,,203914000.0,6862000.0,150735000.0,386792000.0,361867000.0,24925000.0,374890000.0,11902000.0,-143873000.0,-15810000.0,82534000.0,6956789000.0,6107028000.0,,56295000.0,150735000.0,6862000.0,6329669000.0,7039323000.0,565781000.0,6895450000.0,325700000.0,328307961.0,332061402.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 15:23:43+00:00,0.29,0.29,47524000.0,0.28,,56126000.0,1484000.0,27783000.0,94166000.0,94166000.0,,94444000.0,-278000.0,-26299000.0,-5125000.0,14087000.0,1733866000.0,1528963000.0,,,27783000.0,1484000.0,1571362000.0,1747953000.0,150292000.0,1721654000.0,325700000.0,328307961.0,332061402.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.32,0.32,89882000.0,0.32,,64819000.0,3518000.0,79927000.0,136089000.0,111795000.0,24294000.0,107448000.0,28641000.0,-76409000.0,-4227000.0,26938000.0,3217077000.0,2849042000.0,,56295000.0,79927000.0,3518000.0,2990992000.0,3244015000.0,176614000.0,3167606000.0,332900000.0,327423589.0,331631185.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.98,0.98,174734000.0,0.98,19826000.0,169948000.0,7273000.0,166603000.0,335331000.0,310406000.0,24925000.0,320155000.0,15176000.0,-159330000.0,-10836000.0,75305000.0,6780070000.0,5975672000.0,,56295000.0,166603000.0,7273000.0,6215691000.0,6855375000.0,480354000.0,6696045000.0,332900000.0,327423589.0,331631185.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q2,2013-04-01,2013-06-30,2014-08-11 17:06:49+00:00,0.21,0.21,43601000.0,0.21,,45815000.0,1490000.0,37532000.0,74234000.0,71129000.0,3105000.0,69902000.0,4332000.0,-36042000.0,-1533000.0,14040000.0,1742014000.0,1518285000.0,,42715000.0,37532000.0,1490000.0,1603068000.0,1756054000.0,116944000.0,1720012000.0,332900000.0,327423589.0,331631185.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.01,1.01,169469000.0,1.0,19826000.0,178913000.0,7368000.0,173482000.0,336696000.0,314876000.0,21820000.0,326126000.0,10570000.0,-166114000.0,-7199000.0,64313000.0,6639173000.0,5847907000.0,,13580000.0,173482000.0,7368000.0,6043583000.0,6703486000.0,493789000.0,6537372000.0,341300000.0,326759455.0,330802552.0
CBRE Group Inc,CBRE,,1138118,2013.0,Q1,2013-01-01,2013-03-31,2014-05-12 13:08:00+00:00,0.11,0.11,46281000.0,0.11,,19004000.0,2028000.0,42395000.0,61855000.0,40666000.0,21189000.0,37546000.0,24309000.0,-40367000.0,-2694000.0,12898000.0,1475063000.0,1330757000.0,,13580000.0,42395000.0,2028000.0,1387924000.0,1487961000.0,59670000.0,1447594000.0,341300000.0,326759455.0,330802552.0
CBRE Group Inc,CBRE,,1138118,2014.0,FY,2014-01-01,2014-12-31,2017-03-01 12:54:02+00:00,1.47,1.47,265101000.0,1.45,,263759000.0,6233000.0,112035000.0,513503000.0,513503000.0,,484503000.0,29000000.0,-105802000.0,-12183000.0,159373000.0,9049918000.0,8050222000.0,,23087000.0,112035000.0,6233000.0,8326227000.0,9209291000.0,777262000.0,9103489000.0,329600000.0,330620206.0,334171509.0
CBRE Group Inc,CBRE,,1138118,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 13:28:09+00:00,0.32,0.32,67159000.0,0.32,,69305000.0,1598000.0,27841000.0,109692000.0,109692000.0,,107099000.0,2593000.0,-26243000.0,113000.0,50535000.0,2275076000.0,2030012000.0,,23087000.0,27841000.0,1598000.0,2120371000.0,2325611000.0,178997000.0,2299368000.0,334700000.0,330419006.0,334293046.0
CBRE Group Inc,CBRE,,1138118,2014.0,Q2,2014-04-01,2014-06-30,2015-08-10 14:56:50+00:00,0.32,0.32,63295000.0,0.32,,64111000.0,1146000.0,28470000.0,130199000.0,130199000.0,,105464000.0,24735000.0,-27324000.0,-6364000.0,32434000.0,2126806000.0,1880675000.0,,,28470000.0,1146000.0,1937606000.0,2159240000.0,194310000.0,2131916000.0,329600000.0,330133061.0,333918620.0
CBRE Group Inc,CBRE,,1138118,2015.0,FY,2015-01-01,2015-12-31,2018-03-01 10:29:41+00:00,1.64,1.64,314096000.0,1.63,,320853000.0,6311000.0,118880000.0,558877000.0,558877000.0,,547132000.0,11745000.0,-112569000.0,3809000.0,173620000.0,10855810000.0,9716541000.0,,2685000.0,118880000.0,6311000.0,10037131000.0,11029430000.0,879730000.0,10916861000.0,333600000.0,332616301.0,336414856.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q4,2015-10-01,2015-12-31,,0.53,0.53,98598000.0,0.54,,114610000.0,1454000.0,35813000.0,182595000.0,182595000.0,,180043000.0,2552000.0,-34359000.0,-1118000.0,124094000.0,3700242000.0,3395292000.0,,,35813000.0,1454000.0,3492772000.0,3824336000.0,297205000.0,3789977000.0,333600000.0,332616301.0,336414856.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q3,2015-07-01,2015-09-30,2016-11-09 12:24:49+00:00,0.45,0.45,75047000.0,0.44,,72866000.0,1158000.0,30699000.0,149991000.0,149991000.0,,149123000.0,868000.0,-29541000.0,4945000.0,20396000.0,2712559000.0,2400565000.0,,,30699000.0,1158000.0,2480557000.0,2732955000.0,222857000.0,2703414000.0,331400000.0,332684487.0,336561877.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.11,1.11,215498000.0,1.09,,206243000.0,4857000.0,83067000.0,376282000.0,376282000.0,,367089000.0,9193000.0,-78210000.0,4927000.0,49526000.0,7155568000.0,6321249000.0,,2685000.0,83067000.0,4857000.0,6544359000.0,7205094000.0,582525000.0,7126884000.0,331400000.0,332684487.0,336561877.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q2,2015-04-01,2015-06-30,2016-08-09 11:20:23+00:00,0.38,0.38,70605000.0,0.37,,76474000.0,1402000.0,26154000.0,133153000.0,133153000.0,,125029000.0,8124000.0,-24752000.0,1069000.0,13679000.0,2390506000.0,2098132000.0,,,26154000.0,1402000.0,2169806000.0,2404185000.0,209627000.0,2379433000.0,329000000.0,331999935.0,336154524.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.66,0.66,140451000.0,0.65,,133377000.0,3699000.0,52368000.0,226291000.0,226291000.0,,217966000.0,8325000.0,-48669000.0,-18000.0,29130000.0,4443009000.0,3920684000.0,,2685000.0,52368000.0,3699000.0,4063802000.0,4472139000.0,359668000.0,4423470000.0,329000000.0,331999935.0,336154524.0
CBRE Group Inc,CBRE,,1138118,2015.0,Q1,2015-01-01,2015-03-31,2016-05-10 12:01:18+00:00,0.28,0.28,69846000.0,0.28,,56903000.0,2297000.0,26214000.0,93138000.0,93138000.0,,92937000.0,201000.0,-23917000.0,-1087000.0,15451000.0,2052503000.0,1822552000.0,,2685000.0,26214000.0,2297000.0,1893996000.0,2067954000.0,150041000.0,2044037000.0,331900000.0,331976907.0,335698590.0
CBRE Group Inc,CBRE,,1138118,2016.0,FY,2016-01-01,2016-12-31,2019-03-01 09:12:05+00:00,1.71,1.71,366927000.0,1.69,,296900000.0,8051000.0,144851000.0,585170000.0,585170000.0,,573079000.0,12091000.0,-136800000.0,-4688000.0,213213000.0,17369108000.0,16201212000.0,,,144851000.0,8051000.0,16563451000.0,17582321000.0,882070000.0,17445521000.0,335100000.0,335414831.0,338424563.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q4,2016-10-01,2016-12-31,,0.79,0.79,96940000.0,0.78,,131322000.0,2506000.0,35801000.0,266232000.0,266232000.0,,265081000.0,1151000.0,-33295000.0,3765000.0,80449000.0,8121350000.0,7670245000.0,,,35801000.0,2506000.0,7770950000.0,8201799000.0,397554000.0,8168504000.0,335100000.0,335414831.0,338424563.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q3,2016-07-01,2016-09-30,2017-11-09 12:10:25+00:00,0.31,0.31,92725000.0,0.31,,51414000.0,1020000.0,37273000.0,110853000.0,110853000.0,,104163000.0,6690000.0,-36253000.0,-1356000.0,35715000.0,3193487000.0,2939313000.0,,,37273000.0,1020000.0,3030682000.0,3229202000.0,162267000.0,3192949000.0,336000000.0,335770122.0,338488975.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.92,0.92,269987000.0,0.91,,165578000.0,5545000.0,109050000.0,318938000.0,318938000.0,,307998000.0,10940000.0,-103505000.0,-8453000.0,132764000.0,9247758000.0,8530967000.0,,,109050000.0,5545000.0,8792501000.0,9380522000.0,484516000.0,9277017000.0,336000000.0,335770122.0,338488975.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.45,1.45,368585000.0,1.45,,280188000.0,6999000.0,144863000.0,501533000.0,501533000.0,,488041000.0,13492000.0,-137864000.0,-9571000.0,256858000.0,12948000000.0,11926259000.0,,,144863000.0,6999000.0,12285273000.0,13204858000.0,781721000.0,13066994000.0,336000000.0,335770122.0,338488975.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q2,2016-04-01,2016-06-30,2017-08-08 18:23:40+00:00,0.36,0.36,90268000.0,0.36,,64039000.0,3066000.0,36987000.0,123445000.0,123445000.0,,121668000.0,1777000.0,-33921000.0,-3882000.0,34929000.0,3207537000.0,2934675000.0,,,36987000.0,3066000.0,3021061000.0,3242466000.0,187484000.0,3208545000.0,338000000.0,335076746.0,338080641.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.61,0.61,177262000.0,0.6,,114164000.0,4525000.0,71777000.0,208085000.0,208085000.0,,203835000.0,4250000.0,-67252000.0,-7097000.0,97049000.0,6054271000.0,5591654000.0,,,71777000.0,4525000.0,5761819000.0,6151320000.0,322249000.0,6084068000.0,338000000.0,335076746.0,338080641.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.59,1.59,350907000.0,1.58,,301640000.0,7137000.0,138289000.0,540671000.0,540671000.0,,533001000.0,7670000.0,-131152000.0,-3270000.0,241539000.0,12467072000.0,11387511000.0,,,138289000.0,7137000.0,11735148000.0,12708611000.0,842311000.0,12577459000.0,338000000.0,335076746.0,338080641.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q1,2016-01-01,2016-03-31,2017-05-10 11:37:34+00:00,0.25,0.25,86994000.0,0.24,,50125000.0,1459000.0,34790000.0,84640000.0,84640000.0,,82167000.0,2473000.0,-33331000.0,-3215000.0,62120000.0,2846734000.0,2656979000.0,,,34790000.0,1459000.0,2740758000.0,2908854000.0,134765000.0,2875523000.0,328700000.0,333992935.0,337506232.0
CBRE Group Inc,CBRE,,1138118,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.61,1.61,331244000.0,1.59,,314075000.0,5473000.0,127456000.0,550379000.0,550379000.0,,536362000.0,14017000.0,-121983000.0,1681000.0,220289000.0,11650041000.0,10550968000.0,,,127456000.0,5473000.0,10883893000.0,11870330000.0,864454000.0,11748347000.0,328700000.0,333992935.0,337506232.0
CBRE Group Inc,CBRE,,1138118,2017.0,FY,2017-01-01,2017-12-31,2020-03-02 13:03:45+00:00,2.06,2.06,406114000.0,2.05,,467757000.0,,,703576000.0,703576000.0,,697109000.0,6467000.0,,,230035000.0,18628787000.0,17290780000.0,,-9405000.0,,,17687489000.0,18858822000.0,1171333000.0,18858822000.0,338400000.0,337658017.0,340783556.0
CBRE Group Inc,CBRE,,1138118,2017.0,Q4,2017-10-01,2017-12-31,,0.46,0.46,109100000.0,0.48,,266979000.0,-6967000.0,-103923000.0,161510000.0,161510000.0,,159224000.0,2286000.0,96956000.0,9069000.0,52936000.0,5499654000.0,5112293000.0,,-9405000.0,-103923000.0,-6967000.0,5221057000.0,5552590000.0,428489000.0,5649546000.0,338400000.0,337658017.0,340783556.0
