company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q3,,2013-06-01,2013-07-10 17:07:58+00:00,680118000.0,351422000.0,-1441000.0,214179000.0,123462000.0,0.0,305523000.0,75599000.0,8429000.0,500237000.0,23366000.0,1474410000.0,1832178000.0,56233000.0,92946000.0,283442000.0,143881000.0,57897000.0,1497311000.0,235200000.0,26665000.0,3850404000.0,1521144000.0,1901914000.0,1275169000.0,1521144000.0,1521144000.0,2329260000.0,3850404000.0,116312000.0,1054091000.0,0.0,-280249000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q2,,2013-03-02,2013-04-10 16:22:00+00:00,736238000.0,338838000.0,-1561000.0,218245000.0,117816000.0,0.0,300220000.0,84842000.0,8428000.0,500199000.0,23444000.0,1533954000.0,1705161000.0,65598000.0,92698000.0,281341000.0,129767000.0,71517000.0,1406262000.0,198423000.0,12783000.0,3771982000.0,1424672000.0,1950679000.0,1281927000.0,1424672000.0,1424672000.0,2347310000.0,3771982000.0,116142000.0,1065383000.0,0.0,-280249000.0
Family Dollar Stores Inc ,FDO,,34408,2013.0,Q1,,2012-11-24,2013-01-03 15:51:16+00:00,752231000.0,316347000.0,-1795000.0,154611000.0,112267000.0,0.0,294950000.0,71557000.0,32618000.0,500158000.0,23489000.0,1592068000.0,1636189000.0,75950000.0,86350000.0,277738000.0,75082000.0,80884000.0,1290436000.0,225200000.0,9560000.0,3687446000.0,1352593000.0,1941418000.0,1326396000.0,1352593000.0,1352593000.0,2334853000.0,3687446000.0,109839000.0,1008457000.0,0.0,-230998000.0
Family Dollar Stores Inc ,FDO,,34408,2014.0,FY,,2014-08-30,2015-07-01 17:01:00+00:00,773021000.0,335054000.0,-489000.0,227080000.0,139840000.0,0.0,345656000.0,130314000.0,4755000.0,484226000.0,,1609932000.0,1688213000.0,34852000.0,67036000.0,316382000.0,181780000.0,31380000.0,1724041000.0,16200000.0,8800000.0,3857295000.0,1665725000.0,2102046000.0,1129030000.0,1665725000.0,1665725000.0,2191570000.0,3857295000.0,67036000.0,1062540000.0,0.0,-403483000.0
Family Dollar Stores Inc ,FDO,,34408,2014.0,Q3,,2014-05-31,2014-07-10 16:55:46+00:00,676079000.0,327999000.0,-1515000.0,206761000.0,163734000.0,0.0,337685000.0,71039000.0,4997000.0,484188000.0,16646000.0,1591562000.0,1786911000.0,25169000.0,68888000.0,289128000.0,212338000.0,33979000.0,1724871000.0,292200000.0,18007000.0,3963104000.0,1656583000.0,2090659000.0,1301275000.0,1656583000.0,1656583000.0,2306521000.0,3963104000.0,85534000.0,1005246000.0,0.0,-404458000.0
Family Dollar Stores Inc ,FDO,,34408,2014.0,Q2,,2014-03-01,2014-04-10 15:45:47+00:00,745747000.0,319053000.0,-1611000.0,210835000.0,157199000.0,0.0,334484000.0,67505000.0,4943000.0,484150000.0,16557000.0,1660798000.0,1778153000.0,28172000.0,76328000.0,290279000.0,197226000.0,34031000.0,1679010000.0,312200000.0,15007000.0,4002804000.0,1607425000.0,2131766000.0,1381943000.0,1607425000.0,1607425000.0,2395379000.0,4002804000.0,92885000.0,1013436000.0,0.0,-404458000.0
Family Dollar Stores Inc ,FDO,,34408,2014.0,Q1,,2013-11-30,2014-01-09 16:52:45+00:00,757624000.0,317725000.0,-1922000.0,214489000.0,170465000.0,0.0,328417000.0,37786000.0,22155000.0,484112000.0,20565000.0,1645676000.0,1759485000.0,22506000.0,76619000.0,292447000.0,159735000.0,33844000.0,1617716000.0,258200000.0,4007000.0,3908182000.0,1538924000.0,2051513000.0,1355704000.0,1538924000.0,1538924000.0,2369258000.0,3908182000.0,97184000.0,1013554000.0,0.0,-405287000.0
Family Dollar Stores Inc ,FDO,,34408,2015.0,Q3,,2015-05-30,2015-07-01 17:01:00+00:00,643101000.0,330786000.0,-334000.0,213806000.0,215993000.0,0.0,369766000.0,111169000.0,4755000.0,299139000.0,,1631925000.0,1691739000.0,96341000.0,70142000.0,305854000.0,176026000.0,32120000.0,1886721000.0,185200000.0,4003000.0,3933117000.0,1854135000.0,2171236000.0,1163842000.0,1854135000.0,1854135000.0,2078982000.0,3933117000.0,70142000.0,915140000.0,0.0,-402018000.0
Family Dollar Stores Inc ,FDO,,34408,2015.0,Q2,,2015-02-28,2015-04-08 09:26:13+00:00,752122000.0,313433000.0,-320000.0,218410000.0,167483000.0,0.0,366287000.0,107034000.0,4755000.0,299101000.0,,1718807000.0,1687799000.0,45659000.0,72681000.0,307587000.0,216174000.0,31020000.0,1806777000.0,293200000.0,3995000.0,4004993000.0,1770726000.0,2244513000.0,1363510000.0,1770726000.0,1770726000.0,2234267000.0,4004993000.0,72681000.0,870757000.0,0.0,-402018000.0
Family Dollar Stores Inc ,FDO,,34408,2015.0,Q1,,2014-11-29,2015-01-08 16:26:17+00:00,695443000.0,320205000.0,-331000.0,222720000.0,209008000.0,0.0,360468000.0,105581000.0,4755000.0,299064000.0,,1712342000.0,1709237000.0,36840000.0,75429000.0,311098000.0,185506000.0,30892000.0,1730071000.0,455200000.0,4003000.0,4031998000.0,1686673000.0,2247332000.0,1475603000.0,1686673000.0,1686673000.0,2345325000.0,4031998000.0,75429000.0,869722000.0,0.0,-403535000.0
