company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
DXC Technology Co,DXC,,1688568,2019.0,Q2YTD,2018-04-01,2018-09-30,,,1.84,1.84,0.38,955000000.0,1.82,,202000000.0,525000000.0,490000000.0,35000000.0,521000000.0,4000000.0,7385000000.0,10295000000.0,,-256000000.0,,342000000.0,1009000000.0,7385000000.0,2910000000.0,168000000.0,2050000000.0,860000000.0,-168000000.0,692000000.0,10295000000.0,281370000.0,281370000.0,281370000.0
DXC Technology Co,DXC,,1688568,2019.0,Q2TTM,2017-10-01,2018-09-30,,,6.53,6.53,0.02,1926000000.0,6.43,,-102000000.0,1869000000.0,1723000000.0,146000000.0,1857000000.0,12000000.0,15523000000.0,21339000000.0,,-690000000.0,,756000000.0,1862000000.0,15523000000.0,5816000000.0,341000000.0,3854000000.0,1962000000.0,-341000000.0,1621000000.0,21339000000.0,281370000.0,281370000.0,281370000.0
DXC Technology Co,DXC,,1688568,2019.0,Q1,2018-04-01,2018-06-30,2019-08-09 09:21:33+00:00,,0.91,0.91,0.19,471000000.0,0.9,,129000000.0,266000000.0,231000000.0,35000000.0,259000000.0,7000000.0,3867000000.0,5282000000.0,,-126000000.0,,185000000.0,440000000.0,3867000000.0,1415000000.0,85000000.0,970000000.0,445000000.0,-85000000.0,360000000.0,5282000000.0,284600000.0,284600000.0,287800000.0
DXC Technology Co,DXC,,1688568,2019.0,Q1TTM,2017-07-01,2018-06-30,,,6.5,6.5,0.01,1924000000.0,6.39,,-96000000.0,1875000000.0,1669000000.0,206000000.0,1851000000.0,24000000.0,15875000000.0,21779000000.0,,-648000000.0,,787000000.0,1937000000.0,15875000000.0,5904000000.0,331000000.0,4000000000.0,1904000000.0,-331000000.0,1573000000.0,21779000000.0,284600000.0,284600000.0,287800000.0
DXC Technology Co,DXC,,1688568,2020.0,Q4,2020-01-01,2020-03-31,,,-13.5,-13.5,-0.63,526000000.0,-13.5,3854000000.0,-61000000.0,-3501000000.0,-3501000000.0,,-3495000000.0,-6000000.0,3773000000.0,4815000000.0,,-411000000.0,,4000000.0,536000000.0,3773000000.0,1042000000.0,95000000.0,4509000000.0,-3467000000.0,-95000000.0,-3562000000.0,4815000000.0,258600000.0,258600000.0,258600000.0
DXC Technology Co,DXC,,1688568,2020.0,FY,2019-04-01,2020-03-31,2020-06-01 17:00:46+00:00,,-20.76,-20.76,0.84,1942000000.0,-20.76,6794000000.0,130000000.0,-5358000000.0,-5358000000.0,0.0,-5369000000.0,11000000.0,14901000000.0,19577000000.0,,-885000000.0,-632000000.0,252000000.0,2050000000.0,14901000000.0,4676000000.0,383000000.0,9521000000.0,-4845000000.0,-383000000.0,-5228000000.0,19577000000.0,258600000.0,258600000.0,258600000.0
DXC Technology Co,DXC,,1688568,2020.0,Q3YTD,2019-04-01,2019-12-31,,,-7.26,-7.26,0.63,1416000000.0,-7.26,2940000000.0,191000000.0,-1857000000.0,-1857000000.0,,-1874000000.0,17000000.0,11128000000.0,14762000000.0,,-474000000.0,-632000000.0,248000000.0,1514000000.0,11128000000.0,3634000000.0,288000000.0,5012000000.0,-1378000000.0,-288000000.0,-1666000000.0,14762000000.0,255090000.0,255090000.0,255090000.0
DXC Technology Co,DXC,,1688568,2020.0,Q3TTM,2019-01-01,2019-12-31,,,-6.25,-6.25,0.06,1921000000.0,-6.27,2940000000.0,274000000.0,-1586000000.0,-1586000000.0,,-1600000000.0,14000000.0,14964000000.0,20042000000.0,,-480000000.0,-632000000.0,295000000.0,1973000000.0,14964000000.0,5078000000.0,373000000.0,6017000000.0,-939000000.0,-373000000.0,-1312000000.0,20042000000.0,255090000.0,255090000.0,255090000.0
DXC Technology Co,DXC,,1688568,2020.0,Q3,2019-10-01,2019-12-31,2020-02-07 16:16:05+00:00,,0.32,0.32,0.21,479000000.0,0.32,53000000.0,37000000.0,90000000.0,90000000.0,0.0,82000000.0,8000000.0,3827000000.0,5021000000.0,,-150000000.0,0.0,74000000.0,518000000.0,3827000000.0,1194000000.0,93000000.0,974000000.0,220000000.0,-93000000.0,127000000.0,5021000000.0,255090000.0,255090000.0,255090000.0
DXC Technology Co,DXC,,1688568,2020.0,Q2YTD,2019-04-01,2019-09-30,,,-7.58,-7.58,0.42,937000000.0,-7.58,2887000000.0,154000000.0,-1947000000.0,-1947000000.0,,-1956000000.0,9000000.0,7301000000.0,9741000000.0,,-324000000.0,-632000000.0,174000000.0,996000000.0,7301000000.0,2440000000.0,195000000.0,4038000000.0,-1598000000.0,-195000000.0,-1793000000.0,9741000000.0,258710000.0,258710000.0,258710000.0
DXC Technology Co,DXC,,1688568,2020.0,Q2TTM,2018-10-01,2019-09-30,,,-4.89,-4.89,0.04,1950000000.0,-4.93,2887000000.0,240000000.0,-1210000000.0,-1210000000.0,,-1220000000.0,10000000.0,14862000000.0,20199000000.0,,-502000000.0,-632000000.0,297000000.0,1946000000.0,14862000000.0,5337000000.0,361000000.0,5946000000.0,-609000000.0,-361000000.0,-970000000.0,20199000000.0,258710000.0,258710000.0,258710000.0
DXC Technology Co,DXC,,1688568,2020.0,Q2,2019-07-01,2019-09-30,2019-11-12 08:59:32+00:00,,-8.19,-8.19,0.21,467000000.0,-8.19,2887000000.0,116000000.0,-2115000000.0,-2115000000.0,0.0,-2119000000.0,4000000.0,3679000000.0,4851000000.0,,-176000000.0,-632000000.0,32000000.0,489000000.0,3679000000.0,1172000000.0,104000000.0,3067000000.0,-1895000000.0,-104000000.0,-1999000000.0,4851000000.0,258710000.0,258710000.0,258710000.0
DXC Technology Co,DXC,,1688568,2020.0,Q1TTM,2018-07-01,2019-06-30,,,4.23,4.23,0.02,1967000000.0,4.18,,197000000.0,1164000000.0,1164000000.0,,1161000000.0,3000000.0,14701000000.0,20361000000.0,,-456000000.0,,422000000.0,2026000000.0,14701000000.0,5660000000.0,340000000.0,3959000000.0,1701000000.0,-340000000.0,1361000000.0,20361000000.0,267200000.0,267200000.0,267200000.0
DXC Technology Co,DXC,,1688568,2020.0,Q1,2019-04-01,2019-06-30,2019-08-09 09:21:33+00:00,,0.61,0.61,0.21,470000000.0,0.61,,38000000.0,168000000.0,168000000.0,0.0,163000000.0,5000000.0,3622000000.0,4890000000.0,,-148000000.0,,142000000.0,507000000.0,3622000000.0,1268000000.0,91000000.0,971000000.0,297000000.0,-91000000.0,206000000.0,4890000000.0,267200000.0,267200000.0,267200000.0
