company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,amortizationofdeferredpolicyacquisitioncosts,basicdilutedeps,basiceps,cashdividendspershare,currentandfuturebenefits,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 16:25:59+00:00,1005000000.0,,0.13,0.11,0.1,2117000000.0,0.11,,-74000000.0,128000000.0,,60000000.0,57000000.0,3000000.0,50000000.0,,-128000000.0,-253000000.0,0.0,,,,1287000000.0,1255000000.0,,,10000000.0,3518000000.0,,,128000000.0,4409000000.0,4520000000.0,-17000000.0,4392000000.0,384600000.0,445300000.0,445300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3YTD,2011-01-01,2011-09-30,,2047000000.0,,1.28,1.26,0.3,9477000000.0,1.15,,-289000000.0,384000000.0,,594000000.0,509000000.0,85000000.0,563000000.0,,-384000000.0,1831000000.0,,10000000.0,,,4093000000.0,3808000000.0,,,21000000.0,10582000000.0,,,384000000.0,15617000000.0,16221000000.0,220000000.0,15837000000.0,384600000.0,445300000.0,445300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q3TTM,2010-10-01,2011-09-30,,1616000000.0,945000000.0,2.77,2.75,0.35,12871000000.0,2.58,,-114000000.0,512000000.0,,1213000000.0,1094000000.0,119000000.0,1171000000.0,,-512000000.0,2957000000.0,,515000000.0,,,7454000000.0,5098000000.0,,-2232000000.0,-473000000.0,14091000000.0,,,512000000.0,20654000000.0,22146000000.0,980000000.0,21634000000.0,384600000.0,445300000.0,445300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2YTD,2011-01-01,2011-06-30,,1042000000.0,,1.15,1.15,0.2,7360000000.0,1.04,,-215000000.0,256000000.0,,534000000.0,452000000.0,82000000.0,513000000.0,,-256000000.0,2084000000.0,,10000000.0,,,2806000000.0,2553000000.0,,,11000000.0,7064000000.0,,,256000000.0,11208000000.0,11701000000.0,237000000.0,11445000000.0,1100000000.0,445100000.0,445100000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2TTM,2010-07-01,2011-06-30,,1042000000.0,945000000.0,4.12,4.12,0.3,14834000000.0,3.81,,212000000.0,512000000.0,,1819000000.0,1702000000.0,117000000.0,1777000000.0,,-512000000.0,5069000000.0,,525000000.0,,,7213000000.0,5073000000.0,,-2232000000.0,-483000000.0,14086000000.0,,,512000000.0,21802000000.0,24228000000.0,1914000000.0,23716000000.0,1100000000.0,445100000.0,445100000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q2,2011-04-01,2011-06-30,2012-08-01 16:47:31+00:00,592000000.0,,0.02,0.05,0.1,3379000000.0,0.05,,-263000000.0,128000000.0,,33000000.0,113000000.0,-80000000.0,22000000.0,,-128000000.0,576000000.0,,,,,1452000000.0,1280000000.0,,,11000000.0,3545000000.0,,,128000000.0,5423000000.0,5401000000.0,-150000000.0,5273000000.0,1100000000.0,445100000.0,445100000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q1TTM,2010-04-01,2011-03-31,,450000000.0,1880000000.0,4.25,4.22,0.25,12398000000.0,3.9,,444000000.0,516000000.0,,1862000000.0,1764000000.0,98000000.0,1820000000.0,,-516000000.0,3001000000.0,,525000000.0,,,5761000000.0,5044000000.0,,-1121000000.0,-483000000.0,14047000000.0,,,516000000.0,19368000000.0,22092000000.0,2208000000.0,21576000000.0,444600000.0,444600000.0,496000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2011.0,Q1,2011-01-01,2011-03-31,2012-05-02 16:46:22+00:00,450000000.0,,1.13,1.1,0.1,3981000000.0,0.99,,48000000.0,128000000.0,,501000000.0,339000000.0,162000000.0,491000000.0,,-128000000.0,1508000000.0,,10000000.0,,,1354000000.0,1273000000.0,,,,3519000000.0,,,128000000.0,5785000000.0,6300000000.0,387000000.0,6172000000.0,444600000.0,444600000.0,496000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q4,2012-10-01,2012-12-31,,-1441000000.0,3978000000.0,0.77,-0.13,0.1,-11842000000.0,-0.1,,-11000000.0,109000000.0,,-46000000.0,216000000.0,-262000000.0,-57000000.0,,-109000000.0,650000000.0,-910000000.0,-21000000.0,,,7166000000.0,284000000.0,,,32000000.0,3394000000.0,13195000000.0,,109000000.0,7080000000.0,4328000000.0,205000000.0,4219000000.0,437700000.0,437700000.0,470600000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q3YTD,2012-01-01,2012-09-30,,1441000000.0,,-0.95,-0.05,0.3,11842000000.0,-0.07,,-298000000.0,348000000.0,,8000000.0,4000000.0,4000000.0,-23000000.0,,-348000000.0,3974000000.0,,21000000.0,,,2289000000.0,3541000000.0,,,10000000.0,10243000000.0,,,348000000.0,16638000000.0,17758000000.0,-294000000.0,17410000000.0,-3400000.0,300000000.0,300000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q3TTM,2011-10-01,2012-09-30,,-606000000.0,2444000000.0,-0.84,0.2,0.4,15631000000.0,0.18,30000000.0,-334000000.0,472000000.0,,126000000.0,121000000.0,5000000.0,84000000.0,,-472000000.0,4911000000.0,,11000000.0,,,3506000000.0,4736000000.0,,,31000000.0,13749000000.0,,,472000000.0,22071000000.0,23396000000.0,-213000000.0,22924000000.0,-3400000.0,300000000.0,300000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2YTD,2012-01-01,2012-06-30,,875000000.0,,-0.06,-0.06,0.2,7861000000.0,-0.08,,-261000000.0,239000000.0,,-5000000.0,-11000000.0,6000000.0,-26000000.0,,-239000000.0,2115000000.0,,21000000.0,,,2613000000.0,2359000000.0,,,,6842000000.0,,,239000000.0,11349000000.0,11316000000.0,-272000000.0,11077000000.0,438200000.0,438200000.0,438200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2TTM,2011-07-01,2012-06-30,,-167000000.0,2444000000.0,0.18,0.3,0.4,13767000000.0,0.28,30000000.0,-371000000.0,491000000.0,,173000000.0,163000000.0,10000000.0,131000000.0,,-491000000.0,2799000000.0,,11000000.0,,,5117000000.0,4809000000.0,,,31000000.0,13866000000.0,,,491000000.0,21191000000.0,21474000000.0,-208000000.0,20983000000.0,438200000.0,438200000.0,438200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q2,2012-04-01,2012-06-30,2013-07-29 16:25:03+00:00,554000000.0,,-0.26,-0.26,0.1,1959000000.0,-0.26,,-166000000.0,115000000.0,,-101000000.0,-108000000.0,7000000.0,-112000000.0,,-115000000.0,-911000000.0,,11000000.0,,,1301000000.0,1166000000.0,0.0,,,3400000000.0,,,115000000.0,3814000000.0,3655000000.0,-274000000.0,3540000000.0,438200000.0,438200000.0,438200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q1TTM,2011-04-01,2012-03-31,,-129000000.0,2444000000.0,0.46,0.61,0.4,15187000000.0,0.59,30000000.0,-468000000.0,504000000.0,,307000000.0,384000000.0,-77000000.0,265000000.0,,-504000000.0,4286000000.0,,,,,5268000000.0,4923000000.0,,,42000000.0,14011000000.0,,,504000000.0,22800000000.0,23220000000.0,-84000000.0,22716000000.0,440700000.0,440700000.0,477800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2012.0,Q1,2012-01-01,2012-03-31,2013-04-29 16:36:39+00:00,321000000.0,,0.2,0.2,0.1,5902000000.0,0.18,,-95000000.0,124000000.0,,96000000.0,97000000.0,-1000000.0,86000000.0,,-124000000.0,3026000000.0,,10000000.0,,,1312000000.0,1193000000.0,,,,3442000000.0,,,124000000.0,7535000000.0,7661000000.0,2000000.0,7537000000.0,440700000.0,440700000.0,477800000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q3,2013-07-01,2013-09-30,2014-10-27 16:31:10+00:00,,594000000.0,0.65,0.65,0.15,,0.6,,81000000.0,94000000.0,,293000000.0,365000000.0,-72000000.0,293000000.0,,-94000000.0,918000000.0,0.0,,,,964000000.0,606000000.0,,,0.0,3338000000.0,2764000000.0,,94000000.0,4322000000.0,4862000000.0,446000000.0,4768000000.0,452100000.0,452100000.0,488300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q3YTD,2013-01-01,2013-09-30,,1727000000.0,594000000.0,-0.35,-0.35,0.35,8148000000.0,-0.37,,-112000000.0,301000000.0,,-138000000.0,358000000.0,-496000000.0,-148000000.0,,-301000000.0,6591000000.0,,,,,3053000000.0,1932000000.0,1574000000.0,,10000000.0,9884000000.0,2764000000.0,,301000000.0,17860000000.0,18407000000.0,246000000.0,18106000000.0,452100000.0,452100000.0,488300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2,2013-04-01,2013-06-30,2014-07-30 16:42:48+00:00,391000000.0,,-0.42,-0.42,0.1,2922000000.0,-0.39,,4000000.0,100000000.0,,-190000000.0,233000000.0,-423000000.0,-190000000.0,,-100000000.0,862000000.0,0.0,,,,1084000000.0,578000000.0,0.0,,0.0,3294000000.0,,,100000000.0,4397000000.0,4734000000.0,237000000.0,4634000000.0,452400000.0,452400000.0,487200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2YTD,2013-01-01,2013-06-30,,1727000000.0,,-1.0,-1.0,0.2,8148000000.0,-0.97,,-193000000.0,207000000.0,,-431000000.0,-7000000.0,-424000000.0,-441000000.0,,-207000000.0,5673000000.0,,,,,2089000000.0,1326000000.0,1574000000.0,,10000000.0,6546000000.0,,,207000000.0,13538000000.0,13545000000.0,-200000000.0,13338000000.0,452400000.0,452400000.0,487200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q2TTM,2012-07-01,2013-06-30,,852000000.0,3978000000.0,-1.12,-1.12,0.4,287000000.0,-1.06,,-241000000.0,425000000.0,,-464000000.0,224000000.0,-688000000.0,-495000000.0,,-425000000.0,8182000000.0,-910000000.0,-21000000.0,,,8931000000.0,2792000000.0,1574000000.0,,52000000.0,13341000000.0,13195000000.0,,425000000.0,25907000000.0,24315000000.0,-17000000.0,23890000000.0,452400000.0,452400000.0,487200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q1TTM,2012-04-01,2013-03-31,,1015000000.0,3978000000.0,-0.96,-0.96,0.4,-676000000.0,-0.93,,-411000000.0,440000000.0,,-375000000.0,-117000000.0,-258000000.0,-417000000.0,,-440000000.0,6409000000.0,-910000000.0,-10000000.0,,,9148000000.0,3380000000.0,1574000000.0,,52000000.0,13447000000.0,13195000000.0,,440000000.0,25324000000.0,23236000000.0,-528000000.0,22796000000.0,436300000.0,436300000.0,436300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2013.0,Q1,2013-01-01,2013-03-31,2014-04-30 17:18:03+00:00,1336000000.0,,-0.58,-0.58,0.1,5226000000.0,-0.58,,-197000000.0,107000000.0,,-241000000.0,-240000000.0,-1000000.0,-251000000.0,,-107000000.0,4811000000.0,,,,,1005000000.0,748000000.0,1574000000.0,,10000000.0,3252000000.0,,,107000000.0,9141000000.0,8811000000.0,-437000000.0,8704000000.0,436300000.0,436300000.0,436300000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2014.0,Q3,2014-07-01,2014-09-30,2015-10-26 16:36:02+00:00,,580000000.0,0.89,0.89,0.18,,0.86,,108000000.0,93000000.0,,388000000.0,388000000.0,0.0,388000000.0,,-93000000.0,879000000.0,,,,,976000000.0,553000000.0,,,,3337000000.0,2624000000.0,,93000000.0,4180000000.0,4769000000.0,496000000.0,4676000000.0,436000000.0,436000000.0,451200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1348000000.0,0.95,0.95,0.48,,0.89,,251000000.0,282000000.0,,416000000.0,1004000000.0,-588000000.0,416000000.0,,-282000000.0,2432000000.0,,,,,2889000000.0,1607000000.0,,,,9958000000.0,8223000000.0,,282000000.0,12460000000.0,13997000000.0,1255000000.0,13715000000.0,436000000.0,436000000.0,451200000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2014.0,Q2,2014-04-01,2014-06-30,2015-07-27 16:14:51+00:00,,372000000.0,-1.04,-1.04,0.15,,-1.0,,0.0,94000000.0,,-467000000.0,150000000.0,-617000000.0,-467000000.0,,-94000000.0,764000000.0,,,,,977000000.0,533000000.0,,,,3319000000.0,3023000000.0,,94000000.0,4372000000.0,4616000000.0,150000000.0,4522000000.0,449000000.0,449000000.0,467000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2014.0,Q2YTD,2014-01-01,2014-06-30,,,768000000.0,0.06,0.06,0.3,,0.03,,143000000.0,189000000.0,,28000000.0,616000000.0,-588000000.0,28000000.0,,-189000000.0,1553000000.0,,,,,1913000000.0,1054000000.0,,,,6621000000.0,5599000000.0,,189000000.0,8280000000.0,9228000000.0,759000000.0,9039000000.0,449000000.0,449000000.0,467000000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2014.0,Q1,2014-01-01,2014-03-31,2015-04-27 16:27:08+00:00,,396000000.0,1.1,1.1,0.15,,1.03,,143000000.0,95000000.0,,495000000.0,466000000.0,29000000.0,495000000.0,,-95000000.0,789000000.0,,,,,936000000.0,521000000.0,,,,3302000000.0,2576000000.0,,95000000.0,3908000000.0,4612000000.0,609000000.0,4517000000.0,450000000.0,450000000.0,480600000.0
Hartford Financial Services Group Inc,HIG,IU7C3FTM7Y3BQM112U94,874766,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:27:29+00:00,4000000.0,1364000000.0,4.05,4.05,0.78,,3.96,,289000000.0,346000000.0,,1682000000.0,1189000000.0,493000000.0,1682000000.0,,-346000000.0,1549000000.0,-21000000.0,,,,3459000000.0,963000000.0,,,,13485000000.0,9325000000.0,,346000000.0,14152000000.0,15997000000.0,1478000000.0,15651000000.0,415500000.0,415500000.0,415500000.0
