company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 11:30:40+00:00,0.25,0.25,0.225,85500000.0,0.25,,39900000.0,58000000.0,63800000.0,-5800000.0,58000000.0,,264200000.0,693000000.0,,5400000.0,51800000.0,,,145300000.0,264200000.0,428800000.0,47900000.0,,282600000.0,146200000.0,-42500000.0,103700000.0,693000000.0,232800000.0,232800000.0,232800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q1TTM,2014-04-01,2015-03-31,,0.6,0.6,0.89,324900000.0,0.6,,149700000.0,138300000.0,221800000.0,-83500000.0,138300000.0,,1022700000.0,2681400000.0,,14900000.0,199000000.0,,,598800000.0,1022700000.0,1658700000.0,179400000.0,,1122700000.0,536000000.0,-164500000.0,371500000.0,2681400000.0,232800000.0,232800000.0,232800000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3YTD,2016-01-01,2016-09-30,,0.34,0.34,0.46,272000000.0,0.34,,77200000.0,148500000.0,148600000.0,-300000.0,148500000.0,,707400000.0,2038500000.0,,19700000.0,161200000.0,,109300000.0,451900000.0,707400000.0,1331100000.0,130600000.0,,994400000.0,336700000.0,-110900000.0,225800000.0,2038500000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3TTM,2015-10-01,2016-09-30,,0.78,0.78,0.91,360700000.0,0.78,,110400000.0,199000000.0,199600000.0,-800000.0,199000000.0,,949400000.0,2714600000.0,,23900000.0,212000000.0,,93900000.0,635900000.0,949400000.0,1765200000.0,176600000.0,,1302500000.0,462700000.0,-152700000.0,310000000.0,2714600000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3,2016-07-01,2016-09-30,2016-11-07 18:03:44+00:00,,,,92000000.0,,,17200000.0,69400000.0,69400000.0,-200000.0,69400000.0,,265000000.0,726700000.0,,8600000.0,56300000.0,,37900000.0,153600000.0,265000000.0,461700000.0,43900000.0,,339800000.0,121900000.0,-35300000.0,86600000.0,726700000.0,,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.34,0.34,0.46,180000000.0,0.34,,60000000.0,79100000.0,79200000.0,-100000.0,79100000.0,,442400000.0,1311800000.0,,11100000.0,104900000.0,,71400000.0,298300000.0,442400000.0,869400000.0,86700000.0,,654600000.0,214800000.0,-75600000.0,139200000.0,1311800000.0,176700000.0,176700000.0,176700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2TTM,2015-07-01,2016-06-30,,0.78,0.78,0.91,356500000.0,0.78,,134900000.0,182800000.0,195100000.0,-12300000.0,182800000.0,,926800000.0,2681700000.0,,21400000.0,207200000.0,,71400000.0,632400000.0,926800000.0,1754900000.0,178800000.0,,1267500000.0,487400000.0,-157400000.0,330000000.0,2681700000.0,176700000.0,176700000.0,176700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2,2016-04-01,2016-06-30,2016-08-08 18:02:13+00:00,0.03,0.03,0.23,90200000.0,0.03,,24300000.0,5300000.0,5500000.0,-200000.0,5300000.0,,216000000.0,652300000.0,,6900000.0,52000000.0,,71400000.0,156000000.0,216000000.0,436300000.0,43800000.0,,369600000.0,66700000.0,-36900000.0,29800000.0,652300000.0,176700000.0,176700000.0,176700000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q1TTM,2015-04-01,2016-03-31,,0.8,0.8,0.91,353300000.0,0.8,,151100000.0,189300000.0,251100000.0,-61800000.0,189300000.0,,951300000.0,2710000000.0,,19600000.0,208500000.0,,,632900000.0,951300000.0,1758700000.0,181400000.0,,1194700000.0,564000000.0,-161800000.0,402200000.0,2710000000.0,234000000.0,234000000.0,234000000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q1,2016-01-01,2016-03-31,2016-05-05 11:30:40+00:00,0.31,0.31,0.23,89800000.0,0.31,,35700000.0,73800000.0,73700000.0,100000.0,73800000.0,,226400000.0,659500000.0,,4200000.0,52900000.0,,,142300000.0,226400000.0,433100000.0,42900000.0,,285000000.0,148100000.0,-38700000.0,109400000.0,659500000.0,234000000.0,234000000.0,234000000.0
