company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,saleofplantpropertyandequipment
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q4,2013-10-01,2013-12-31,,,1800000.0,263400000.0,78200000.0,4300000.0,37700000.0,-700000.0,84000000.0,35500000.0,-155600000.0,152500000.0,35500000.0,-155600000.0,152500000.0,32400000.0,42000000.0,42000000.0,-5400000.0,-4300000.0,-47800000.0,-155200000.0,,-400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3TTM,2012-10-01,2013-09-30,,,7200000.0,316500000.0,335800000.0,187000000.0,89200000.0,8100000.0,-200000.0,-417800000.0,-319200000.0,655200000.0,-417800000.0,-319200000.0,655200000.0,-81800000.0,200800000.0,200800000.0,29400000.0,14200000.0,-190700000.0,-520800000.0,-235000000.0,400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3,2013-07-01,2013-09-30,,,,,85400000.0,-300000.0,69800000.0,,,-99400000.0,-119400000.0,218300000.0,-99400000.0,-119400000.0,218300000.0,-500000.0,62800000.0,62800000.0,300000.0,1800000.0,-47800000.0,-121300000.0,-51600000.0,400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 10:17:42+00:00,0.0,,,251300000.0,,96600000.0,7400000.0,0.0,-187600000.0,-366200000.0,506100000.0,-187600000.0,-366200000.0,506100000.0,-47700000.0,155700000.0,155700000.0,2500000.0,4300000.0,-143400000.0,-370900000.0,-51600000.0,400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2,2013-04-01,2013-06-30,,,,,83900000.0,,-6200000.0,3500000.0,,-44300000.0,-145200000.0,129700000.0,-44300000.0,-145200000.0,129900000.0,-59600000.0,51400000.0,51400000.0,600000.0,1400000.0,-47800000.0,-146600000.0,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-01 16:16:41+00:00,,,,165900000.0,300000.0,26800000.0,7400000.0,0.0,-88200000.0,-246800000.0,287800000.0,-88200000.0,-246800000.0,287800000.0,-47200000.0,92900000.0,92900000.0,2200000.0,2500000.0,-95600000.0,-249600000.0,0.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q1TTM,2012-04-01,2013-03-31,,,7200000.0,316500000.0,338500000.0,194700000.0,110400000.0,7500000.0,494100000.0,-253000000.0,-283800000.0,690900000.0,-253000000.0,-283800000.0,690700000.0,153900000.0,203700000.0,203700000.0,38300000.0,12200000.0,-190700000.0,-490700000.0,-563900000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 08:01:11+00:00,,,,82000000.0,300000.0,33000000.0,3900000.0,0.0,-43900000.0,-101600000.0,158100000.0,-43900000.0,-101600000.0,157900000.0,12400000.0,41500000.0,41500000.0,1600000.0,1100000.0,-47800000.0,-103000000.0,,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,FY,2014-01-01,2014-12-31,2016-02-26 13:48:12+00:00,-751500000.0,2900000.0,263800000.0,341900000.0,200000.0,85000000.0,302300000.0,618600000.0,638400000.0,-1463000000.0,664800000.0,638400000.0,-1463000000.0,664800000.0,-159800000.0,130400000.0,130400000.0,107500000.0,-7900000.0,-199200000.0,-703800000.0,-83300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q4,2014-10-01,2014-12-31,,1000000.0,2900000.0,263800000.0,86200000.0,200000.0,26100000.0,5700000.0,54400000.0,20400000.0,-226300000.0,158600000.0,20400000.0,-226300000.0,158600000.0,-47300000.0,10800000.0,10800000.0,35500000.0,-15500000.0,-51700000.0,-212000000.0,12000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3TTM,2013-10-01,2014-09-30,,-752500000.0,1800000.0,263400000.0,333900000.0,4300000.0,96600000.0,295900000.0,648200000.0,653500000.0,-1392300000.0,658700000.0,653500000.0,-1392300000.0,658700000.0,-80100000.0,161600000.0,161600000.0,66600000.0,3300000.0,-195300000.0,-647000000.0,-95300000.0,-400000.0
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 08:31:42+00:00,-752500000.0,,,255700000.0,,58900000.0,296600000.0,564200000.0,618000000.0,-1236700000.0,506200000.0,618000000.0,-1236700000.0,506200000.0,-112500000.0,119600000.0,119600000.0,72000000.0,7600000.0,-147500000.0,-491800000.0,-95300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q3,2014-07-01,2014-09-30,,-752500000.0,,,86600000.0,,65600000.0,293600000.0,267600000.0,581600000.0,-921100000.0,245200000.0,581600000.0,-921100000.0,245200000.0,-94300000.0,11100000.0,11100000.0,81900000.0,2900000.0,-51600000.0,-171500000.0,72000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2TTM,2013-07-01,2014-06-30,,,1800000.0,263400000.0,332700000.0,4000000.0,100800000.0,2300000.0,380600000.0,-27500000.0,-590600000.0,631800000.0,-27500000.0,-590600000.0,631800000.0,13700000.0,213300000.0,213300000.0,-15000000.0,2200000.0,-191500000.0,-596800000.0,-218900000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-05 17:01:33+00:00,,,,169100000.0,,-6700000.0,3000000.0,296600000.0,36400000.0,-315600000.0,261000000.0,36400000.0,-315600000.0,261000000.0,-18200000.0,108500000.0,108500000.0,-9900000.0,4700000.0,-95900000.0,-320300000.0,-167300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q2,2014-04-01,2014-06-30,,,,,84200000.0,,-69600000.0,1400000.0,296600000.0,137800000.0,-181900000.0,74100000.0,137800000.0,-181900000.0,74100000.0,30000000.0,58400000.0,58400000.0,1100000.0,2100000.0,-47900000.0,-184000000.0,-112300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q1TTM,2013-04-01,2014-03-31,,,1800000.0,263400000.0,332400000.0,4000000.0,164200000.0,4400000.0,84000000.0,-209600000.0,-553900000.0,687400000.0,-209600000.0,-553900000.0,687600000.0,-75900000.0,206300000.0,206300000.0,-15500000.0,1500000.0,-191400000.0,-559400000.0,-106600000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 07:31:09+00:00,,,,84900000.0,,62900000.0,1600000.0,,-101400000.0,-133700000.0,186900000.0,-101400000.0,-133700000.0,186900000.0,-48200000.0,50100000.0,50100000.0,-11000000.0,2600000.0,-48000000.0,-136300000.0,-55000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q4,2015-10-01,2015-12-31,,,14500000.0,285800000.0,88700000.0,,23700000.0,900000.0,108000000.0,68500000.0,-228800000.0,128700000.0,68500000.0,-228800000.0,128700000.0,-31600000.0,50500000.0,50500000.0,-34200000.0,-100000.0,-52900000.0,-228700000.0,12500000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,FY,2015-01-01,2015-12-31,2016-02-26 13:48:12+00:00,0.0,14500000.0,285800000.0,350200000.0,0.0,68200000.0,7300000.0,607700000.0,128800000.0,-740000000.0,609600000.0,128800000.0,-740000000.0,609600000.0,-1600000.0,173500000.0,173500000.0,17700000.0,-300000.0,-211700000.0,-739700000.0,-274500000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-07 18:03:44+00:00,,,,261500000.0,,44500000.0,6400000.0,499700000.0,60300000.0,-511200000.0,480900000.0,60300000.0,-511200000.0,480900000.0,30000000.0,123000000.0,123000000.0,51900000.0,-200000.0,-158800000.0,-511000000.0,-287000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3TTM,2014-10-01,2015-09-30,,1000000.0,2900000.0,263800000.0,347700000.0,200000.0,70600000.0,12100000.0,554100000.0,80700000.0,-737500000.0,639500000.0,80700000.0,-737500000.0,639500000.0,-17300000.0,133800000.0,133800000.0,87400000.0,-15700000.0,-210500000.0,-723000000.0,-275000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q3,2015-07-01,2015-09-30,,,,,88200000.0,,52400000.0,2900000.0,-300000.0,-8000000.0,-175400000.0,182800000.0,-8000000.0,-175400000.0,182800000.0,-600000.0,53200000.0,53200000.0,-11000000.0,-100000.0,-52900000.0,-175300000.0,42300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-08 18:02:13+00:00,,,,173300000.0,0.0,-7900000.0,3500000.0,500000000.0,68300000.0,-335800000.0,298100000.0,68300000.0,-335800000.0,298100000.0,30600000.0,69800000.0,69800000.0,62900000.0,-100000.0,-105900000.0,-335700000.0,-329300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2TTM,2014-07-01,2015-06-30,,-751500000.0,2900000.0,263800000.0,346100000.0,200000.0,83800000.0,302800000.0,822000000.0,670300000.0,-1483200000.0,701900000.0,670300000.0,-1483200000.0,701900000.0,-111000000.0,91700000.0,91700000.0,180300000.0,-12700000.0,-209200000.0,-719200000.0,-245300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q2,2015-04-01,2015-06-30,,,,,87400000.0,,-18600000.0,700000.0,433000000.0,51500000.0,-179400000.0,151100000.0,51500000.0,-179400000.0,151100000.0,23200000.0,11800000.0,11800000.0,70500000.0,100000.0,-52900000.0,-179500000.0,-329300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 11:30:40+00:00,,,,85900000.0,,10700000.0,2800000.0,67000000.0,16800000.0,-156400000.0,147000000.0,16800000.0,-156400000.0,147000000.0,7400000.0,58000000.0,58000000.0,-7600000.0,-200000.0,-53000000.0,-156200000.0,0.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2015.0,Q1TTM,2014-04-01,2015-03-31,,-751500000.0,2900000.0,263800000.0,342900000.0,200000.0,32800000.0,303500000.0,685600000.0,756600000.0,-1485700000.0,624900000.0,756600000.0,-1485700000.0,624900000.0,-104200000.0,138300000.0,138300000.0,110900000.0,-10700000.0,-204200000.0,-723700000.0,-28300000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3TTM,2015-10-01,2016-09-30,,,14500000.0,285800000.0,360700000.0,,293900000.0,27100000.0,508000000.0,-17200000.0,-793600000.0,779800000.0,-17200000.0,-793600000.0,779800000.0,-31000000.0,199000000.0,199000000.0,-73800000.0,8400000.0,-188300000.0,-802000000.0,-364000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3,2016-07-01,2016-09-30,,,,,92000000.0,-8700000.0,46000000.0,22100000.0,,-9200000.0,-188500000.0,192900000.0,-9200000.0,-188500000.0,192900000.0,-4800000.0,69400000.0,69400000.0,-14500000.0,8700000.0,-26800000.0,-188500000.0,-4500000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q3YTD,2016-01-01,2016-09-30,2016-11-07 18:03:44+00:00,,,,272000000.0,,270200000.0,26200000.0,400000000.0,-85700000.0,-564800000.0,651100000.0,-85700000.0,-564800000.0,651100000.0,600000.0,148500000.0,148500000.0,-39600000.0,8500000.0,-135400000.0,-573300000.0,-376500000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2TTM,2015-07-01,2016-06-30,,,14500000.0,285800000.0,356900000.0,8700000.0,300300000.0,7900000.0,507700000.0,-16000000.0,-780500000.0,769700000.0,-16000000.0,-780500000.0,769700000.0,-26800000.0,182800000.0,182800000.0,-70300000.0,-400000.0,-214400000.0,-788800000.0,-317200000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2,2016-04-01,2016-06-30,,,,,90200000.0,8700000.0,146700000.0,200000.0,,-35400000.0,-208100000.0,226600000.0,-35400000.0,-208100000.0,226600000.0,-16900000.0,5300000.0,5300000.0,-15600000.0,,-54300000.0,-216800000.0,18700000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q2YTD,2016-01-01,2016-06-30,2016-08-08 18:02:13+00:00,,,,180000000.0,8700000.0,224200000.0,4100000.0,400000000.0,-76500000.0,-376300000.0,458200000.0,-76500000.0,-376300000.0,458200000.0,5400000.0,79100000.0,79100000.0,-25100000.0,-200000.0,-108600000.0,-384800000.0,-372000000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q1TTM,2015-04-01,2016-03-31,,,14500000.0,285800000.0,354100000.0,,135000000.0,8400000.0,940700000.0,70900000.0,-751800000.0,694200000.0,70900000.0,-751800000.0,694200000.0,13300000.0,189300000.0,189300000.0,15800000.0,-300000.0,-213000000.0,-751500000.0,-665200000.0,
Tapstone Energy Inc,TE,O7KLLUCLFHPD07BN2U20,350563,2016.0,Q1,2016-01-01,2016-03-31,2016-05-05 11:30:40+00:00,,,,89800000.0,,77500000.0,3900000.0,400000000.0,-41100000.0,-168200000.0,231600000.0,-41100000.0,-168200000.0,231600000.0,22300000.0,73800000.0,73800000.0,-9500000.0,-200000.0,-54300000.0,-168000000.0,-390700000.0,
