company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q4,2010-10-31,2011-01-29,,0.59,0.59,0.1,0.59,232000000.0,365000000.0,365000000.0,,365000000.0,2695000000.0,4364000000.0,1076000000.0,2695000000.0,1669000000.0,-2000000.0,2000000.0,1076000000.0,593000000.0,4000000.0,597000000.0,4364000000.0,637000000.0,636000000.0,641000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,FY,2010-01-31,2011-01-29,2013-03-26 12:25:54+00:00,1.89,1.89,0.4,1.88,778000000.0,1204000000.0,1204000000.0,,1204000000.0,8775000000.0,14664000000.0,3921000000.0,8775000000.0,5889000000.0,-8000000.0,6000000.0,3921000000.0,1968000000.0,14000000.0,1982000000.0,14664000000.0,637000000.0,636000000.0,641000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q3YTD,2010-01-31,2010-10-30,,1.3,1.3,0.3,1.29,546000000.0,839000000.0,839000000.0,,839000000.0,6080000000.0,10300000000.0,2845000000.0,6080000000.0,4220000000.0,-6000000.0,4000000.0,2845000000.0,1375000000.0,10000000.0,1385000000.0,10300000000.0,618400000.0,622000000.0,626000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q3TTM,2009-11-01,2010-10-30,,1.81,1.81,0.39,1.79,781000000.0,1191000000.0,1191000000.0,,1191000000.0,8643000000.0,14536000000.0,3931000000.0,8643000000.0,5893000000.0,-4000000.0,6000000.0,3931000000.0,1962000000.0,10000000.0,1972000000.0,14536000000.0,618400000.0,622000000.0,626000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q3,2010-08-01,2010-10-30,2011-12-07 16:09:14+00:00,0.49,0.49,0.1,0.48,199000000.0,303000000.0,303000000.0,,303000000.0,2149000000.0,3654000000.0,1001000000.0,2149000000.0,1505000000.0,3000000.0,1000000.0,1001000000.0,504000000.0,-2000000.0,502000000.0,3654000000.0,618400000.0,622000000.0,626000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q2YTD,2010-01-31,2010-07-31,,0.81,0.81,0.2,0.81,347000000.0,536000000.0,536000000.0,,536000000.0,3931000000.0,6646000000.0,1844000000.0,3931000000.0,2715000000.0,-9000000.0,3000000.0,1844000000.0,871000000.0,12000000.0,883000000.0,6646000000.0,650000000.0,646000000.0,651000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q2TTM,2009-08-02,2010-07-31,,1.76,1.76,0.37,1.75,775000000.0,1195000000.0,1195000000.0,,1195000000.0,8559000000.0,14471000000.0,3954000000.0,8559000000.0,5912000000.0,-6000000.0,6000000.0,3954000000.0,1958000000.0,12000000.0,1970000000.0,14471000000.0,650000000.0,646000000.0,651000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q2,2010-05-02,2010-07-31,2011-09-07 15:08:41+00:00,0.36,0.36,0.1,0.36,164000000.0,234000000.0,234000000.0,,234000000.0,2003000000.0,3317000000.0,917000000.0,2003000000.0,1314000000.0,1000000.0,2000000.0,917000000.0,397000000.0,1000000.0,398000000.0,3317000000.0,650000000.0,646000000.0,651000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q1TTM,2009-05-03,2010-05-01,,1.73,1.73,0.36,1.72,759000000.0,1189000000.0,1189000000.0,,1189000000.0,8513000000.0,14399000000.0,3950000000.0,8513000000.0,5886000000.0,-6000000.0,6000000.0,3950000000.0,1936000000.0,12000000.0,1948000000.0,14399000000.0,671100000.0,668000000.0,676000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2010.0,Q1,2010-01-31,2010-05-01,2011-06-08 16:48:07+00:00,0.45,0.45,0.1,0.45,183000000.0,302000000.0,302000000.0,,302000000.0,1928000000.0,3329000000.0,927000000.0,1928000000.0,1401000000.0,-10000000.0,1000000.0,927000000.0,474000000.0,11000000.0,485000000.0,3329000000.0,671100000.0,668000000.0,676000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q4,2011-10-30,2012-01-28,,0.44,0.44,0.11,0.43,132000000.0,218000000.0,218000000.0,,218000000.0,2878000000.0,4283000000.0,1033000000.0,2878000000.0,1405000000.0,24000000.0,2000000.0,1033000000.0,372000000.0,-22000000.0,350000000.0,4283000000.0,530600000.0,529000000.0,533000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,FY,2011-01-30,2012-01-28,2014-03-24 15:34:12+00:00,1.57,1.57,0.45,1.56,536000000.0,833000000.0,833000000.0,,833000000.0,9275000000.0,14549000000.0,3836000000.0,9275000000.0,5274000000.0,74000000.0,5000000.0,3836000000.0,1438000000.0,-69000000.0,1369000000.0,14549000000.0,530600000.0,529000000.0,533000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q3YTD,2011-01-30,2011-10-29,,1.13,1.13,0.34,1.13,404000000.0,615000000.0,615000000.0,,615000000.0,6397000000.0,10266000000.0,2803000000.0,6397000000.0,3869000000.0,50000000.0,3000000.0,2803000000.0,1066000000.0,-47000000.0,1019000000.0,10266000000.0,507900000.0,503000000.0,505000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q3TTM,2010-10-31,2011-10-29,,1.72,1.72,0.44,1.72,636000000.0,980000000.0,980000000.0,,980000000.0,9092000000.0,14630000000.0,3879000000.0,9092000000.0,5538000000.0,48000000.0,5000000.0,3879000000.0,1659000000.0,-43000000.0,1616000000.0,14630000000.0,507900000.0,503000000.0,505000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q3,2011-07-31,2011-10-29,2012-12-03 21:36:07+00:00,0.38,0.38,0.1125,0.38,132000000.0,193000000.0,193000000.0,,193000000.0,2271000000.0,3585000000.0,968000000.0,2271000000.0,1314000000.0,22000000.0,1000000.0,968000000.0,346000000.0,-21000000.0,325000000.0,3585000000.0,507900000.0,503000000.0,505000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q2YTD,2011-01-30,2011-07-30,,0.75,0.75,0.23,0.75,272000000.0,422000000.0,422000000.0,,422000000.0,4126000000.0,6681000000.0,1835000000.0,4126000000.0,2555000000.0,28000000.0,2000000.0,1835000000.0,720000000.0,-26000000.0,694000000.0,6681000000.0,540000000.0,542000000.0,545000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q2TTM,2010-08-01,2011-07-30,,1.83,1.83,0.43,1.82,703000000.0,1090000000.0,1090000000.0,,1090000000.0,8970000000.0,14699000000.0,3912000000.0,8970000000.0,5729000000.0,29000000.0,5000000.0,3912000000.0,1817000000.0,-24000000.0,1793000000.0,14699000000.0,540000000.0,542000000.0,545000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q2,2011-05-01,2011-07-30,2012-08-31 14:31:49+00:00,0.35,0.35,0.1125,0.35,124000000.0,189000000.0,189000000.0,,189000000.0,2135000000.0,3386000000.0,917000000.0,2135000000.0,1251000000.0,22000000.0,1000000.0,917000000.0,334000000.0,-21000000.0,313000000.0,3386000000.0,540000000.0,542000000.0,545000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q1TTM,2010-05-02,2011-04-30,,1.84,1.84,0.41,1.83,743000000.0,1135000000.0,1135000000.0,,1135000000.0,8838000000.0,14630000000.0,3912000000.0,8838000000.0,5792000000.0,8000000.0,6000000.0,3912000000.0,1880000000.0,-2000000.0,1878000000.0,14630000000.0,582500000.0,583000000.0,588000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2011.0,Q1,2011-01-30,2011-04-30,2012-06-06 15:09:16+00:00,0.4,0.4,0.1125,0.4,148000000.0,233000000.0,233000000.0,,233000000.0,1991000000.0,3295000000.0,918000000.0,1991000000.0,1304000000.0,6000000.0,1000000.0,918000000.0,386000000.0,-5000000.0,381000000.0,3295000000.0,582500000.0,583000000.0,588000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q4,2012-10-28,2013-02-02,,0.73,0.73,0.13,0.74,233000000.0,351000000.0,351000000.0,,351000000.0,2949000000.0,4725000000.0,1174000000.0,2949000000.0,1776000000.0,20000000.0,2000000.0,1174000000.0,602000000.0,-18000000.0,584000000.0,4725000000.0,483000000.0,482000000.0,488000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,FY,2012-01-29,2013-02-02,2015-03-23 15:06:47+00:00,2.35,2.35,0.5,2.33,726000000.0,1135000000.0,1135000000.0,,1135000000.0,9480000000.0,15651000000.0,4229000000.0,9480000000.0,6171000000.0,87000000.0,6000000.0,4229000000.0,1942000000.0,-81000000.0,1861000000.0,15651000000.0,483000000.0,482000000.0,488000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q3YTD,2012-01-29,2012-10-27,,1.62,1.62,0.38,1.59,493000000.0,784000000.0,784000000.0,,784000000.0,6531000000.0,10926000000.0,3055000000.0,6531000000.0,4395000000.0,67000000.0,4000000.0,3055000000.0,1340000000.0,-63000000.0,1277000000.0,10926000000.0,481300000.0,481000000.0,488000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q3TTM,2011-10-30,2012-10-27,,2.06,2.06,0.49,2.02,625000000.0,1002000000.0,1002000000.0,,1002000000.0,9409000000.0,15209000000.0,4088000000.0,9409000000.0,5800000000.0,91000000.0,6000000.0,4088000000.0,1712000000.0,-85000000.0,1627000000.0,15209000000.0,481300000.0,481000000.0,488000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q3,2012-07-29,2012-10-27,2013-12-09 14:43:28+00:00,0.64,0.64,0.125,0.63,191000000.0,308000000.0,308000000.0,,308000000.0,2271000000.0,3864000000.0,1073000000.0,2271000000.0,1593000000.0,22000000.0,1000000.0,1073000000.0,520000000.0,-21000000.0,499000000.0,3864000000.0,481300000.0,481000000.0,488000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q2YTD,2012-01-29,2012-07-28,,0.98,0.98,0.25,0.96,302000000.0,476000000.0,476000000.0,,476000000.0,4260000000.0,7062000000.0,1982000000.0,4260000000.0,2802000000.0,45000000.0,3000000.0,1982000000.0,820000000.0,-42000000.0,778000000.0,7062000000.0,486000000.0,486000000.0,491000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q2TTM,2011-07-31,2012-07-28,,1.8,1.8,0.47,1.77,566000000.0,887000000.0,887000000.0,,887000000.0,9409000000.0,14930000000.0,3983000000.0,9409000000.0,5521000000.0,91000000.0,6000000.0,3983000000.0,1538000000.0,-85000000.0,1453000000.0,14930000000.0,486000000.0,486000000.0,491000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q2,2012-04-29,2012-07-28,2013-09-06 15:01:10+00:00,0.5,0.5,0.125,0.49,162000000.0,243000000.0,243000000.0,,243000000.0,2148000000.0,3575000000.0,1002000000.0,2148000000.0,1427000000.0,22000000.0,2000000.0,1002000000.0,425000000.0,-20000000.0,405000000.0,3575000000.0,486000000.0,486000000.0,491000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q1TTM,2011-05-01,2012-04-28,,1.65,1.65,0.46,1.63,528000000.0,833000000.0,833000000.0,,833000000.0,9396000000.0,14741000000.0,3898000000.0,9396000000.0,5345000000.0,91000000.0,5000000.0,3898000000.0,1447000000.0,-86000000.0,1361000000.0,14741000000.0,485400000.0,489000000.0,494000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2012.0,Q1,2012-01-29,2012-04-28,2013-06-11 14:20:10+00:00,0.48,0.48,0.125,0.47,140000000.0,233000000.0,233000000.0,,233000000.0,2112000000.0,3487000000.0,980000000.0,2112000000.0,1375000000.0,23000000.0,1000000.0,980000000.0,395000000.0,-22000000.0,373000000.0,3487000000.0,485400000.0,489000000.0,494000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,FY,2013-02-03,2014-02-01,2016-03-21 14:19:43+00:00,2.78,2.78,0.7,2.74,813000000.0,1280000000.0,1280000000.0,,1280000000.0,9855000000.0,16148000000.0,4144000000.0,9855000000.0,6293000000.0,61000000.0,5000000.0,4144000000.0,2149000000.0,-56000000.0,2093000000.0,16148000000.0,460400000.0,461000000.0,467000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q4,2013-11-03,2014-02-01,,0.68,0.68,0.2,0.67,197000000.0,307000000.0,307000000.0,,307000000.0,2982000000.0,4575000000.0,1071000000.0,2982000000.0,1593000000.0,20000000.0,2000000.0,1071000000.0,522000000.0,-18000000.0,504000000.0,4575000000.0,460400000.0,461000000.0,467000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q3YTD,2013-02-03,2013-11-02,,2.1,2.1,0.5,2.07,616000000.0,973000000.0,973000000.0,,973000000.0,6873000000.0,11573000000.0,3073000000.0,6873000000.0,4700000000.0,41000000.0,3000000.0,3073000000.0,1627000000.0,-38000000.0,1589000000.0,11573000000.0,461600000.0,463000000.0,468000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q3TTM,2012-10-28,2013-11-02,,2.83,2.83,0.63,2.81,849000000.0,1324000000.0,1324000000.0,,1324000000.0,9822000000.0,16298000000.0,4247000000.0,9822000000.0,6476000000.0,61000000.0,5000000.0,4247000000.0,2229000000.0,-56000000.0,2173000000.0,16298000000.0,461600000.0,463000000.0,468000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q3,2013-08-04,2013-11-02,2014-12-08 15:44:44+00:00,0.73,0.73,0.2,0.72,219000000.0,337000000.0,337000000.0,,337000000.0,2387000000.0,3976000000.0,1013000000.0,2387000000.0,1589000000.0,21000000.0,1000000.0,1013000000.0,576000000.0,-20000000.0,556000000.0,3976000000.0,461600000.0,463000000.0,468000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q2YTD,2013-02-03,2013-08-03,,1.37,1.37,0.3,1.35,397000000.0,636000000.0,636000000.0,,636000000.0,4486000000.0,7597000000.0,2060000000.0,4486000000.0,3111000000.0,20000000.0,2000000.0,2060000000.0,1051000000.0,-18000000.0,1033000000.0,7597000000.0,466200000.0,468000000.0,473000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q2TTM,2012-07-29,2013-08-03,,2.74,2.74,0.55,2.72,821000000.0,1295000000.0,1295000000.0,,1295000000.0,9706000000.0,16186000000.0,4307000000.0,9706000000.0,6480000000.0,62000000.0,5000000.0,4307000000.0,2173000000.0,-57000000.0,2116000000.0,16186000000.0,466200000.0,468000000.0,473000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q2,2013-05-05,2013-08-03,2014-09-05 14:53:27+00:00,0.65,0.65,0.15,0.64,200000000.0,303000000.0,303000000.0,,303000000.0,2301000000.0,3868000000.0,1046000000.0,2301000000.0,1567000000.0,19000000.0,1000000.0,1046000000.0,521000000.0,-18000000.0,503000000.0,3868000000.0,466200000.0,468000000.0,473000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q1TTM,2012-04-29,2013-05-04,,2.59,2.59,0.53,2.57,783000000.0,1235000000.0,1235000000.0,,1235000000.0,9553000000.0,15893000000.0,4263000000.0,9553000000.0,6340000000.0,65000000.0,6000000.0,4263000000.0,2077000000.0,-59000000.0,2018000000.0,15893000000.0,462500000.0,464000000.0,471000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2013.0,Q1,2013-02-03,2013-05-04,2014-06-10 14:11:52+00:00,0.72,0.72,0.15,0.71,197000000.0,333000000.0,333000000.0,,333000000.0,2185000000.0,3729000000.0,1014000000.0,2185000000.0,1544000000.0,1000000.0,1000000.0,1014000000.0,530000000.0,,530000000.0,3729000000.0,462500000.0,464000000.0,471000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,FY,2014-02-02,2015-01-31,2017-03-20 14:31:44+00:00,2.9,2.9,0.88,2.87,751000000.0,1262000000.0,1262000000.0,,1262000000.0,10146000000.0,16435000000.0,4206000000.0,10146000000.0,6289000000.0,75000000.0,5000000.0,4206000000.0,2083000000.0,-70000000.0,2013000000.0,16435000000.0,435200000.0,435000000.0,440000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q4,2014-11-02,2015-01-31,,0.75,0.75,0.22,0.74,183000000.0,319000000.0,319000000.0,,319000000.0,3050000000.0,4708000000.0,1139000000.0,3050000000.0,1658000000.0,20000000.0,3000000.0,1139000000.0,519000000.0,-17000000.0,502000000.0,4708000000.0,435200000.0,435000000.0,440000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q3,2014-08-03,2014-11-01,2015-12-08 13:26:48+00:00,0.81,0.81,0.22,0.8,185000000.0,351000000.0,351000000.0,,351000000.0,2376000000.0,3972000000.0,1042000000.0,2376000000.0,1596000000.0,19000000.0,1000000.0,1042000000.0,554000000.0,-18000000.0,536000000.0,3972000000.0,433300000.0,432000000.0,437000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q3YTD,2014-02-02,2014-11-01,,2.15,2.15,0.66,2.13,568000000.0,943000000.0,943000000.0,,943000000.0,7096000000.0,11727000000.0,3067000000.0,7096000000.0,4631000000.0,55000000.0,2000000.0,3067000000.0,1564000000.0,-53000000.0,1511000000.0,11727000000.0,433300000.0,432000000.0,437000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q3TTM,2013-11-03,2014-11-01,,2.83,2.83,0.86,2.8,765000000.0,1250000000.0,1250000000.0,,1250000000.0,10078000000.0,16302000000.0,4138000000.0,10078000000.0,6224000000.0,75000000.0,4000000.0,4138000000.0,2086000000.0,-71000000.0,2015000000.0,16302000000.0,433300000.0,432000000.0,437000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q2,2014-05-04,2014-08-02,2015-09-08 13:33:39+00:00,0.76,0.76,0.22,0.75,217000000.0,332000000.0,332000000.0,,332000000.0,2412000000.0,3981000000.0,1002000000.0,2412000000.0,1569000000.0,19000000.0,1000000.0,1002000000.0,567000000.0,-18000000.0,549000000.0,3981000000.0,436800000.0,439000000.0,443000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q2YTD,2014-02-02,2014-08-02,,1.34,1.34,0.44,1.33,383000000.0,592000000.0,592000000.0,,592000000.0,4720000000.0,7755000000.0,2025000000.0,4720000000.0,3035000000.0,36000000.0,1000000.0,2025000000.0,1010000000.0,-35000000.0,975000000.0,7755000000.0,436800000.0,439000000.0,443000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q2TTM,2013-08-04,2014-08-02,,2.75,2.75,0.84,2.72,799000000.0,1236000000.0,1236000000.0,,1236000000.0,10089000000.0,16306000000.0,4109000000.0,10089000000.0,6217000000.0,77000000.0,4000000.0,4109000000.0,2108000000.0,-73000000.0,2035000000.0,16306000000.0,436800000.0,439000000.0,443000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q1TTM,2013-05-05,2014-05-03,,2.64,2.64,0.77,2.61,782000000.0,1207000000.0,1207000000.0,,1207000000.0,9978000000.0,16193000000.0,4153000000.0,9978000000.0,6215000000.0,77000000.0,4000000.0,4153000000.0,2062000000.0,-73000000.0,1989000000.0,16193000000.0,448300000.0,445000000.0,451000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2014.0,Q1,2014-02-02,2014-05-03,2015-06-08 13:52:57+00:00,0.58,0.58,0.22,0.58,166000000.0,260000000.0,260000000.0,,260000000.0,2308000000.0,3774000000.0,1023000000.0,2308000000.0,1466000000.0,17000000.0,0.0,1023000000.0,443000000.0,-17000000.0,426000000.0,3774000000.0,448300000.0,445000000.0,451000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,FY,2015-02-01,2016-01-30,2018-03-20 14:49:49+00:00,2.24,2.24,0.92,2.23,551000000.0,920000000.0,920000000.0,,920000000.0,10077000000.0,15797000000.0,4196000000.0,10077000000.0,5720000000.0,59000000.0,6000000.0,4196000000.0,1524000000.0,-53000000.0,1471000000.0,15797000000.0,410700000.0,411000000.0,413000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q4,2015-11-01,2016-01-30,,0.53,0.53,0.23,0.54,126000000.0,214000000.0,214000000.0,,214000000.0,2945000000.0,4385000000.0,1085000000.0,2945000000.0,1440000000.0,18000000.0,3000000.0,1085000000.0,355000000.0,-15000000.0,340000000.0,4385000000.0,410700000.0,411000000.0,413000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q3,2015-08-02,2015-10-31,2016-12-05 13:55:54+00:00,0.61,0.61,0.23,0.61,148000000.0,248000000.0,248000000.0,,248000000.0,2417000000.0,3857000000.0,1026000000.0,2417000000.0,1440000000.0,19000000.0,1000000.0,1026000000.0,414000000.0,-18000000.0,396000000.0,3857000000.0,406600000.0,406000000.0,408000000.0
Gap Inc,GPS,T2ZG1WRWZ4BUCMQL9224,39911,2015.0,Q3YTD,2015-02-01,2015-10-31,,1.71,1.71,0.69,1.69,425000000.0,706000000.0,706000000.0,,706000000.0,7132000000.0,11412000000.0,3111000000.0,7132000000.0,4280000000.0,41000000.0,3000000.0,3111000000.0,1169000000.0,-38000000.0,1131000000.0,11412000000.0,406600000.0,406000000.0,408000000.0
