company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2009.0,Q1,2009-01-01,2009-03-31,2010-04-29 11:36:25+00:00,-22000000.0,289000000.0,5000000.0,-1000000.0,-23000000.0,895000000.0,245000000.0,-296000000.0,519000000.0,245000000.0,-296000000.0,519000000.0,467000000.0,170000000.0,170000000.0,83000000.0,4000000.0,46000000.0,-151000000.0,,-325000000.0,-503000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q4,2010-10-01,2010-12-31,,-75000000.0,277000000.0,8000000.0,2000000.0,24000000.0,151000000.0,-204000000.0,-431000000.0,622000000.0,-204000000.0,-431000000.0,622000000.0,-11000000.0,294000000.0,294000000.0,27000000.0,31000000.0,3000000.0,-165000000.0,,-367000000.0,-163000000.0,-58000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,FY,2010-01-01,2010-12-31,2013-02-14 12:42:53+00:00,-580000000.0,1194000000.0,44000000.0,3000000.0,-76000000.0,926000000.0,-1273000000.0,-1606000000.0,2275000000.0,-1273000000.0,-1606000000.0,2275000000.0,-601000000.0,1002000000.0,1002000000.0,155000000.0,63000000.0,34000000.0,-649000000.0,,-1104000000.0,-1112000000.0,-501000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q3TTM,2009-10-01,2010-09-30,,-675000000.0,1191000000.0,44000000.0,3000000.0,-51000000.0,1498000000.0,-843000000.0,-1595000000.0,2373000000.0,-843000000.0,-1595000000.0,2373000000.0,-62000000.0,1039000000.0,1039000000.0,194000000.0,44000000.0,129000000.0,-640000000.0,,-1093000000.0,-1141000000.0,-604000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q3,2010-07-01,2010-09-30,,-107000000.0,317000000.0,9000000.0,2000000.0,62000000.0,69000000.0,-946000000.0,-352000000.0,677000000.0,-946000000.0,-352000000.0,677000000.0,-619000000.0,258000000.0,258000000.0,40000000.0,18000000.0,8000000.0,-157000000.0,,-262000000.0,-719000000.0,-157000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-27 14:08:49+00:00,-505000000.0,917000000.0,36000000.0,1000000.0,-100000000.0,775000000.0,-1069000000.0,-1175000000.0,1653000000.0,-1069000000.0,-1175000000.0,1653000000.0,-590000000.0,708000000.0,708000000.0,128000000.0,32000000.0,31000000.0,-484000000.0,,-737000000.0,-949000000.0,-443000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q2TTM,2009-07-01,2010-06-30,,-638000000.0,1175000000.0,43000000.0,4000000.0,-166000000.0,1547000000.0,-124000000.0,-1510000000.0,2271000000.0,-124000000.0,-1510000000.0,2271000000.0,641000000.0,1073000000.0,1073000000.0,189000000.0,30000000.0,156000000.0,-639000000.0,,-1071000000.0,-550000000.0,-512000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q2,2010-04-01,2010-06-30,,-187000000.0,309000000.0,15000000.0,-2000000.0,-136000000.0,592000000.0,208000000.0,-388000000.0,480000000.0,208000000.0,-388000000.0,480000000.0,298000000.0,258000000.0,258000000.0,49000000.0,7000000.0,4000000.0,-167000000.0,,-220000000.0,-58000000.0,-166000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 15:45:44+00:00,-398000000.0,600000000.0,27000000.0,-1000000.0,-162000000.0,706000000.0,-123000000.0,-823000000.0,976000000.0,-123000000.0,-823000000.0,976000000.0,29000000.0,450000000.0,450000000.0,88000000.0,14000000.0,23000000.0,-327000000.0,,-475000000.0,-230000000.0,-286000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q1TTM,2009-04-01,2010-03-31,,-491000000.0,1168000000.0,35000000.0,7000000.0,-63000000.0,968000000.0,-1033000000.0,-1389000000.0,2339000000.0,-1033000000.0,-1389000000.0,2339000000.0,-76000000.0,1082000000.0,1082000000.0,152000000.0,27000000.0,176000000.0,-628000000.0,,-1109000000.0,-1054000000.0,-346000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 11:49:59+00:00,-211000000.0,291000000.0,12000000.0,1000000.0,-26000000.0,114000000.0,-331000000.0,-435000000.0,496000000.0,-331000000.0,-435000000.0,496000000.0,-269000000.0,192000000.0,192000000.0,39000000.0,7000000.0,19000000.0,-160000000.0,,-255000000.0,-172000000.0,-120000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q4,2011-10-01,2011-12-31,,-285000000.0,294000000.0,14000000.0,1000000.0,111000000.0,200000000.0,-107000000.0,-650000000.0,732000000.0,-107000000.0,-650000000.0,732000000.0,-24000000.0,278000000.0,278000000.0,49000000.0,6000000.0,36000000.0,-185000000.0,,-415000000.0,-81000000.0,-47000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 11:38:53+00:00,-1022000000.0,1229000000.0,36000000.0,1000000.0,26000000.0,1201000000.0,-566000000.0,-2185000000.0,2469000000.0,-566000000.0,-2185000000.0,2469000000.0,-281000000.0,1009000000.0,1009000000.0,205000000.0,53000000.0,125000000.0,-696000000.0,,-1324000000.0,-549000000.0,-575000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q3TTM,2010-10-01,2011-09-30,,-812000000.0,1212000000.0,30000000.0,2000000.0,-61000000.0,1152000000.0,-663000000.0,-1966000000.0,2359000000.0,-663000000.0,-1966000000.0,2359000000.0,-268000000.0,1025000000.0,1025000000.0,183000000.0,78000000.0,92000000.0,-676000000.0,,-1276000000.0,-631000000.0,-586000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q3,2011-07-01,2011-09-30,,-489000000.0,317000000.0,9000000.0,-3000000.0,-15000000.0,597000000.0,-34000000.0,-711000000.0,659000000.0,-34000000.0,-711000000.0,659000000.0,-89000000.0,285000000.0,285000000.0,72000000.0,5000000.0,82000000.0,-166000000.0,,-313000000.0,-110000000.0,-360000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-31 11:27:28+00:00,-737000000.0,935000000.0,22000000.0,,-85000000.0,1001000000.0,-459000000.0,-1535000000.0,1737000000.0,-459000000.0,-1535000000.0,1737000000.0,-257000000.0,731000000.0,731000000.0,156000000.0,47000000.0,89000000.0,-511000000.0,,-909000000.0,-468000000.0,-528000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q2TTM,2010-07-01,2011-06-30,,-430000000.0,1212000000.0,30000000.0,7000000.0,16000000.0,624000000.0,-1575000000.0,-1607000000.0,2377000000.0,-1575000000.0,-1607000000.0,2377000000.0,-798000000.0,998000000.0,998000000.0,151000000.0,91000000.0,18000000.0,-667000000.0,,-1225000000.0,-1240000000.0,-383000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q2,2011-04-01,2011-06-30,,-94000000.0,319000000.0,8000000.0,1000000.0,-132000000.0,8000000.0,-422000000.0,-362000000.0,478000000.0,-422000000.0,-362000000.0,478000000.0,-305000000.0,250000000.0,250000000.0,41000000.0,15000000.0,4000000.0,-176000000.0,,-280000000.0,-164000000.0,-105000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 15:09:04+00:00,-248000000.0,618000000.0,13000000.0,3000000.0,-70000000.0,404000000.0,-425000000.0,-824000000.0,1078000000.0,-425000000.0,-824000000.0,1078000000.0,-168000000.0,446000000.0,446000000.0,84000000.0,42000000.0,7000000.0,-345000000.0,,-596000000.0,-358000000.0,-168000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q1TTM,2010-04-01,2011-03-31,,-523000000.0,1202000000.0,37000000.0,4000000.0,12000000.0,1208000000.0,-945000000.0,-1633000000.0,2379000000.0,-945000000.0,-1633000000.0,2379000000.0,-195000000.0,1006000000.0,1006000000.0,159000000.0,83000000.0,18000000.0,-658000000.0,,-1165000000.0,-1134000000.0,-444000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 12:38:12+00:00,-154000000.0,299000000.0,5000000.0,2000000.0,62000000.0,396000000.0,-3000000.0,-462000000.0,600000000.0,-3000000.0,-462000000.0,600000000.0,137000000.0,196000000.0,196000000.0,43000000.0,27000000.0,3000000.0,-169000000.0,,-316000000.0,-194000000.0,-63000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q4,2012-10-01,2012-12-31,,-11000000.0,326000000.0,16000000.0,-1000000.0,-66000000.0,891000000.0,-311000000.0,-469000000.0,577000000.0,-311000000.0,-469000000.0,577000000.0,-204000000.0,235000000.0,235000000.0,82000000.0,5000000.0,-19000000.0,-180000000.0,-77000000.0,-378000000.0,-1027000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 12:21:00+00:00,-250000000.0,1297000000.0,44000000.0,1000000.0,-151000000.0,1620000000.0,-530000000.0,-1830000000.0,2295000000.0,-530000000.0,-1830000000.0,2295000000.0,-64000000.0,860000000.0,860000000.0,289000000.0,54000000.0,-37000000.0,-704000000.0,-77000000.0,-1510000000.0,-1500000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q3TTM,2011-10-01,2012-09-30,,-524000000.0,1265000000.0,42000000.0,3000000.0,26000000.0,929000000.0,-326000000.0,-2011000000.0,2450000000.0,-326000000.0,-2011000000.0,2450000000.0,116000000.0,903000000.0,903000000.0,256000000.0,55000000.0,18000000.0,-709000000.0,,-1547000000.0,-554000000.0,-47000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q3,2012-07-01,2012-09-30,,-45000000.0,331000000.0,8000000.0,2000000.0,-69000000.0,408000000.0,43000000.0,-458000000.0,574000000.0,43000000.0,-458000000.0,574000000.0,161000000.0,223000000.0,223000000.0,89000000.0,9000000.0,-19000000.0,-172000000.0,,-402000000.0,-202000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-29 12:48:31+00:00,-239000000.0,971000000.0,28000000.0,2000000.0,-85000000.0,729000000.0,-219000000.0,-1361000000.0,1718000000.0,-219000000.0,-1361000000.0,1718000000.0,140000000.0,625000000.0,625000000.0,207000000.0,49000000.0,-18000000.0,-524000000.0,,-1132000000.0,-473000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q2TTM,2011-07-01,2012-06-30,,-968000000.0,1251000000.0,43000000.0,-2000000.0,80000000.0,1118000000.0,-403000000.0,-2264000000.0,2535000000.0,-403000000.0,-2264000000.0,2535000000.0,-134000000.0,965000000.0,965000000.0,239000000.0,51000000.0,119000000.0,-703000000.0,,-1458000000.0,-462000000.0,-407000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q2,2012-04-01,2012-06-30,,-52000000.0,323000000.0,14000000.0,-1000000.0,54000000.0,17000000.0,-220000000.0,-400000000.0,669000000.0,-220000000.0,-400000000.0,669000000.0,48000000.0,219000000.0,219000000.0,73000000.0,8000000.0,-11000000.0,-179000000.0,,-351000000.0,-66000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-30 11:41:04+00:00,-194000000.0,640000000.0,20000000.0,0.0,-16000000.0,321000000.0,-262000000.0,-903000000.0,1144000000.0,-262000000.0,-903000000.0,1144000000.0,-21000000.0,402000000.0,402000000.0,118000000.0,40000000.0,1000000.0,-352000000.0,,-730000000.0,-271000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q1TTM,2011-04-01,2012-03-31,,-1010000000.0,1247000000.0,37000000.0,,-106000000.0,1109000000.0,-605000000.0,-2226000000.0,2344000000.0,-605000000.0,-2226000000.0,2344000000.0,-487000000.0,996000000.0,996000000.0,207000000.0,58000000.0,134000000.0,-700000000.0,,-1387000000.0,-560000000.0,-512000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 12:13:09+00:00,-142000000.0,317000000.0,6000000.0,1000000.0,-70000000.0,304000000.0,-42000000.0,-503000000.0,475000000.0,-42000000.0,-503000000.0,475000000.0,-69000000.0,183000000.0,183000000.0,45000000.0,32000000.0,12000000.0,-173000000.0,,-379000000.0,-205000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 11:45:02+00:00,-724000000.0,1333000000.0,138000000.0,-4000000.0,-217000000.0,2232000000.0,-687000000.0,-1900000000.0,2455000000.0,-687000000.0,-1900000000.0,2455000000.0,-136000000.0,130000000.0,130000000.0,1215000000.0,142000000.0,-10000000.0,-742000000.0,-33000000.0,-1271000000.0,-2080000000.0,-239000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q4,2013-10-01,2013-12-31,,-26000000.0,,25000000.0,,,575000000.0,-228000000.0,-468000000.0,597000000.0,-228000000.0,-468000000.0,597000000.0,-99000000.0,0.0,,,18000000.0,-16000000.0,-190000000.0,-4000000.0,-447000000.0,-392000000.0,-239000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q3TTM,2012-10-01,2013-09-30,,-709000000.0,1332000000.0,129000000.0,-5000000.0,-127000000.0,2548000000.0,-770000000.0,-1901000000.0,2435000000.0,-770000000.0,-1901000000.0,2435000000.0,-241000000.0,964000000.0,964000000.0,266000000.0,129000000.0,-13000000.0,-732000000.0,-106000000.0,-1202000000.0,-2715000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q3,2013-07-01,2013-09-30,,-488000000.0,344000000.0,39000000.0,,31000000.0,1196000000.0,6000000.0,-739000000.0,736000000.0,6000000.0,-739000000.0,736000000.0,3000000.0,297000000.0,297000000.0,64000000.0,19000000.0,38000000.0,-179000000.0,-5000000.0,-323000000.0,-1030000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-29 11:41:51+00:00,-698000000.0,1006000000.0,113000000.0,-4000000.0,-61000000.0,1657000000.0,-459000000.0,-1432000000.0,1858000000.0,-459000000.0,-1432000000.0,1858000000.0,-37000000.0,729000000.0,729000000.0,184000000.0,124000000.0,6000000.0,-552000000.0,-29000000.0,-824000000.0,-1688000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q2TTM,2012-07-01,2013-06-30,,-266000000.0,1319000000.0,98000000.0,-3000000.0,-227000000.0,1760000000.0,-733000000.0,-1620000000.0,2273000000.0,-733000000.0,-1620000000.0,2273000000.0,-83000000.0,890000000.0,890000000.0,291000000.0,119000000.0,-70000000.0,-725000000.0,-101000000.0,-1281000000.0,-1887000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q2,2013-04-01,2013-06-30,,-18000000.0,339000000.0,37000000.0,-2000000.0,-92000000.0,217000000.0,-424000000.0,-272000000.0,545000000.0,-424000000.0,-272000000.0,545000000.0,-153000000.0,256000000.0,256000000.0,42000000.0,61000000.0,-32000000.0,-195000000.0,-24000000.0,-235000000.0,-507000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-29 11:23:11+00:00,-210000000.0,662000000.0,74000000.0,-4000000.0,-92000000.0,461000000.0,-465000000.0,-693000000.0,1122000000.0,-465000000.0,-693000000.0,1122000000.0,-40000000.0,432000000.0,432000000.0,120000000.0,105000000.0,-32000000.0,-373000000.0,-24000000.0,-501000000.0,-658000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q1TTM,2012-04-01,2013-03-31,,-300000000.0,1303000000.0,75000000.0,-2000000.0,-81000000.0,1560000000.0,-529000000.0,-1748000000.0,2397000000.0,-529000000.0,-1748000000.0,2397000000.0,118000000.0,853000000.0,853000000.0,322000000.0,66000000.0,-49000000.0,-709000000.0,-77000000.0,-1397000000.0,-1446000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 12:17:05+00:00,-192000000.0,323000000.0,37000000.0,-2000000.0,0.0,244000000.0,-41000000.0,-421000000.0,577000000.0,-41000000.0,-421000000.0,577000000.0,113000000.0,176000000.0,176000000.0,78000000.0,44000000.0,,-178000000.0,,-266000000.0,-151000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 14:12:46+00:00,-35000000.0,1292000000.0,2253000000.0,-5000000.0,-383000000.0,2817000000.0,-2072000000.0,995000000.0,2331000000.0,-2072000000.0,995000000.0,2331000000.0,1249000000.0,1338000000.0,1338000000.0,84000000.0,98000000.0,-39000000.0,-818000000.0,-33000000.0,-1151000000.0,-3569000000.0,-600000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q2TTM,2013-07-01,2014-06-30,,-540000000.0,1327000000.0,330000000.0,,-77000000.0,3271000000.0,-988000000.0,-1501000000.0,2472000000.0,-988000000.0,-1501000000.0,2472000000.0,-17000000.0,157000000.0,157000000.0,1071000000.0,69000000.0,-27000000.0,-740000000.0,-20000000.0,-1244000000.0,-3349000000.0,-239000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q2,2014-04-01,2014-06-30,,-15000000.0,339000000.0,100000000.0,2000000.0,74000000.0,587000000.0,-587000000.0,-172000000.0,555000000.0,-587000000.0,-172000000.0,555000000.0,-202000000.0,222000000.0,222000000.0,-80000000.0,17000000.0,-42000000.0,-195000000.0,-7000000.0,-208000000.0,-996000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 11:28:37+00:00,-26000000.0,656000000.0,266000000.0,,48000000.0,1500000000.0,-766000000.0,-294000000.0,1139000000.0,-766000000.0,-294000000.0,1139000000.0,79000000.0,459000000.0,459000000.0,-24000000.0,32000000.0,-49000000.0,-371000000.0,-11000000.0,-474000000.0,-1927000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q1TTM,2013-04-01,2014-03-31,,-543000000.0,1327000000.0,267000000.0,-4000000.0,-243000000.0,2901000000.0,-825000000.0,-1601000000.0,2462000000.0,-825000000.0,-1601000000.0,2462000000.0,32000000.0,191000000.0,191000000.0,1193000000.0,113000000.0,-17000000.0,-740000000.0,-37000000.0,-1271000000.0,-2860000000.0,-239000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q1,2014-01-01,2014-03-31,2015-04-29 11:42:43+00:00,-11000000.0,317000000.0,166000000.0,-2000000.0,-26000000.0,913000000.0,-179000000.0,-122000000.0,584000000.0,-179000000.0,-122000000.0,584000000.0,281000000.0,237000000.0,237000000.0,56000000.0,15000000.0,-7000000.0,-176000000.0,-4000000.0,-266000000.0,-931000000.0,,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 12:17:48+00:00,-554000000.0,1245000000.0,145000000.0,-3000000.0,-333000000.0,2367000000.0,-2185000000.0,-1608000000.0,2528000000.0,-2185000000.0,-1608000000.0,2528000000.0,-1268000000.0,752000000.0,752000000.0,864000000.0,62000000.0,34000000.0,-695000000.0,,-1233000000.0,-3319000000.0,-600000000.0,
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q4,2015-10-01,2015-12-31,,-81000000.0,301000000.0,31000000.0,-1000000.0,-153000000.0,307000000.0,-202000000.0,-427000000.0,556000000.0,-202000000.0,-427000000.0,556000000.0,-74000000.0,273000000.0,273000000.0,135000000.0,-2000000.0,-8000000.0,-172000000.0,,-369000000.0,-335000000.0,,
