company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:03:43+00:00,0.47,0.47,,29712000.0,0.47,,,17562000.0,28785000.0,28192000.0,593000.0,20542000.0,935000.0,-17562000.0,31548000.0,,,219000.0,,115421000.0,9479000.0,1072000.0,,7089000.0,17562000.0,70739000.0,116493000.0,28192000.0,98931000.0,43700000.0,43700000.0,43700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q4,2011-10-01,2011-12-31,,0.45,0.45,,35404000.0,0.45,,,14723000.0,35462000.0,19677000.0,15785000.0,26960000.0,1412000.0,-14723000.0,35119000.0,,,,,113903000.0,10562000.0,1582000.0,,7090000.0,14723000.0,81085000.0,115485000.0,19677000.0,100762000.0,58900000.0,58900000.0,58900000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 17:48:48+00:00,1.73,1.73,,150906000.0,1.73,0.0,,63373000.0,135393000.0,117270000.0,18077000.0,101973000.0,5063000.0,-63373000.0,157634000.0,,,,,531020000.0,41112000.0,5760000.0,6485000.0,28357000.0,63373000.0,356137000.0,536780000.0,117270000.0,473407000.0,58900000.0,58900000.0,58900000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.28,1.28,,115502000.0,1.28,,,48650000.0,99931000.0,97593000.0,2292000.0,75013000.0,3651000.0,-48650000.0,122515000.0,,,,,417117000.0,30550000.0,4178000.0,6485000.0,21267000.0,48650000.0,275052000.0,421295000.0,97593000.0,372645000.0,61700000.0,61700000.0,61700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.0,3.0,,144940000.0,3.0,,,65741000.0,191931000.0,118666000.0,13777000.0,158570000.0,5224000.0,-65741000.0,150787000.0,,59442000.0,-219000.0,,522364000.0,39108000.0,5735000.0,8857000.0,28356000.0,65741000.0,343692000.0,528099000.0,118666000.0,462358000.0,61700000.0,61700000.0,61700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q3,2011-07-01,2011-09-30,2012-11-09 16:06:54+00:00,0.4,0.4,,38747000.0,0.4,,,14273000.0,32995000.0,31144000.0,1805000.0,24662000.0,1244000.0,-14273000.0,40859000.0,,,,,135579000.0,10289000.0,2475000.0,2742000.0,7089000.0,14273000.0,92637000.0,138054000.0,31144000.0,123781000.0,61700000.0,61700000.0,61700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.88,0.88,,76755000.0,0.88,,,34377000.0,66936000.0,66449000.0,487000.0,50351000.0,2407000.0,-34377000.0,81656000.0,,,,,281538000.0,20261000.0,1703000.0,3743000.0,14178000.0,34377000.0,182415000.0,283241000.0,66449000.0,248864000.0,59100000.0,59100000.0,59100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.05,3.05,,137951000.0,3.05,,,67546000.0,189397000.0,117504000.0,12451000.0,156143000.0,5117000.0,-67546000.0,143082000.0,,59442000.0,-219000.0,,505531000.0,36861000.0,4828000.0,7415000.0,28356000.0,67546000.0,325309000.0,510359000.0,117504000.0,442813000.0,59100000.0,59100000.0,59100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 17:22:50+00:00,0.44,0.44,,40173000.0,0.44,,,16567000.0,34311000.0,33974000.0,337000.0,25986000.0,1236000.0,-16567000.0,40595000.0,,,,,142395000.0,10764000.0,926000.0,1248000.0,7089000.0,16567000.0,92780000.0,143321000.0,33974000.0,126754000.0,59100000.0,59100000.0,59100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.16,2.16,,128077000.0,2.16,,,69757000.0,142862000.0,71366000.0,12054000.0,109764000.0,4960000.0,-69757000.0,132822000.0,,59442000.0,-219000.0,,479224000.0,34363000.0,4824000.0,47663000.0,28357000.0,69757000.0,342925000.0,484048000.0,71366000.0,414291000.0,55400000.0,55400000.0,55400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:06:10+00:00,0.44,0.44,,36582000.0,0.44,,,17810000.0,32625000.0,32475000.0,150000.0,24365000.0,1171000.0,-17810000.0,41061000.0,,,,,139143000.0,9497000.0,777000.0,2495000.0,7089000.0,17810000.0,89635000.0,139920000.0,32475000.0,122110000.0,55400000.0,55400000.0,55400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q4,2012-10-01,2012-12-31,,0.33,0.33,,46576000.0,0.33,2050000.0,,34170000.0,28807000.0,25153000.0,5518000.0,21000000.0,1336000.0,-34170000.0,45998000.0,,-1864000.0,,,146558000.0,-3604000.0,3785000.0,,6471000.0,34170000.0,91020000.0,150343000.0,25153000.0,116173000.0,62000000.0,62000000.0,62000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 17:36:23+00:00,1.09,1.09,,185687000.0,1.09,2050000.0,,69184000.0,105528000.0,94848000.0,10680000.0,67630000.0,4592000.0,-69184000.0,172756000.0,0.0,,,,556073000.0,47747000.0,18424000.0,2225000.0,33306000.0,69184000.0,410465000.0,574497000.0,94848000.0,505313000.0,62000000.0,62000000.0,62000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.76,0.76,,139111000.0,0.76,,,35014000.0,76721000.0,69695000.0,5162000.0,46630000.0,3256000.0,-35014000.0,126758000.0,,1864000.0,,,409515000.0,51351000.0,14639000.0,2225000.0,26835000.0,35014000.0,319445000.0,424154000.0,69695000.0,389140000.0,62600000.0,62600000.0,62600000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.21,1.21,,174515000.0,1.21,,,49737000.0,112183000.0,89372000.0,20947000.0,73590000.0,4668000.0,-49737000.0,161877000.0,,1864000.0,,,523418000.0,61913000.0,16221000.0,2225000.0,33925000.0,49737000.0,400530000.0,539639000.0,89372000.0,489902000.0,62600000.0,62600000.0,62600000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 17:29:38+00:00,0.17,0.17,,46584000.0,0.17,,,17092000.0,18305000.0,22501000.0,-4196000.0,10646000.0,1188000.0,-17092000.0,44203000.0,,,,,140222000.0,12470000.0,2628000.0,0.0,6471000.0,17092000.0,103257000.0,142850000.0,22501000.0,125758000.0,62600000.0,62600000.0,62600000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.59,0.59,,92527000.0,0.59,,,17922000.0,58416000.0,47194000.0,9358000.0,35984000.0,2068000.0,-17922000.0,82555000.0,,1864000.0,,,269293000.0,38881000.0,12011000.0,2225000.0,20364000.0,17922000.0,216188000.0,281304000.0,47194000.0,263382000.0,60700000.0,60700000.0,60700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.44,1.44,,166678000.0,1.44,,,46918000.0,126873000.0,98015000.0,26948000.0,87606000.0,4724000.0,-46918000.0,158533000.0,,1864000.0,,,518775000.0,59732000.0,16068000.0,4967000.0,34543000.0,46918000.0,389910000.0,534843000.0,98015000.0,487925000.0,60700000.0,60700000.0,60700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 16:01:28+00:00,0.29,0.29,,50741000.0,0.29,,,17922000.0,25641000.0,20928000.0,4713000.0,17616000.0,1122000.0,-17922000.0,42102000.0,,,,,136210000.0,12298000.0,9383000.0,1602000.0,6903000.0,17922000.0,106743000.0,145593000.0,20928000.0,127671000.0,60700000.0,60700000.0,60700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 16:31:54+00:00,0.3,0.3,,41786000.0,0.3,,,,32775000.0,26266000.0,4645000.0,18368000.0,946000.0,,40453000.0,,1864000.0,,,133083000.0,26583000.0,2628000.0,623000.0,13461000.0,,109445000.0,135711000.0,26266000.0,135711000.0,61200000.0,61200000.0,61200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.59,1.59,,156110000.0,1.59,,,45563000.0,135543000.0,111061000.0,22572000.0,95976000.0,4838000.0,-45563000.0,157026000.0,,1864000.0,,,524960000.0,58198000.0,7611000.0,4613000.0,34729000.0,45563000.0,375947000.0,532571000.0,111061000.0,487008000.0,61200000.0,61200000.0,61200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,FY,2013-01-01,2013-12-31,2016-02-02 21:39:20+00:00,1.6,1.6,,189123000.0,1.6,0.0,,67952000.0,140249000.0,134525000.0,5724000.0,108751000.0,5613000.0,-67952000.0,189039000.0,0.0,,,,617859000.0,48520000.0,13292000.0,1992000.0,25885000.0,67952000.0,428674000.0,631151000.0,134525000.0,563199000.0,68000000.0,68000000.0,68000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q4,2013-10-01,2013-12-31,,0.51,0.51,-0.68,48084000.0,0.51,,,17783000.0,44222000.0,40313000.0,4681000.0,36247000.0,1504000.0,-17783000.0,49892000.0,1432000.0,-772000.0,,,165663000.0,12751000.0,3160000.0,1432000.0,6471000.0,17783000.0,112159000.0,170255000.0,40313000.0,152472000.0,68000000.0,68000000.0,68000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.09,1.09,0.68,141039000.0,1.09,,,50169000.0,96027000.0,94212000.0,1043000.0,72504000.0,4109000.0,-50169000.0,139147000.0,-1432000.0,772000.0,,,452196000.0,35769000.0,10132000.0,560000.0,19414000.0,50169000.0,316515000.0,460896000.0,94212000.0,410727000.0,70200000.0,70200000.0,70200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.42,1.42,0.68,187615000.0,1.42,2050000.0,,84339000.0,124834000.0,119365000.0,6561000.0,93504000.0,5445000.0,-84339000.0,185145000.0,-1432000.0,-1092000.0,,,598754000.0,32165000.0,13917000.0,560000.0,25885000.0,84339000.0,407535000.0,611239000.0,119365000.0,526900000.0,70200000.0,70200000.0,70200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 16:02:05+00:00,0.35,0.35,0.68,48866000.0,0.35,,0.0,16171000.0,32453000.0,32496000.0,-43000.0,24579000.0,1402000.0,-16171000.0,47684000.0,-1432000.0,,,,154743000.0,11666000.0,3572000.0,,6472000.0,16171000.0,108216000.0,156883000.0,32496000.0,140712000.0,70200000.0,70200000.0,70200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.74,0.74,,92173000.0,0.74,,,33998000.0,63574000.0,61716000.0,1086000.0,47925000.0,2707000.0,-33998000.0,91463000.0,,772000.0,,,297453000.0,24103000.0,6560000.0,560000.0,12942000.0,33998000.0,208299000.0,304013000.0,61716000.0,270015000.0,67100000.0,67100000.0,67100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.24,1.24,,185333000.0,1.24,2050000.0,,85260000.0,110686000.0,109370000.0,2408000.0,79571000.0,5231000.0,-85260000.0,181664000.0,,-1092000.0,,,584233000.0,32969000.0,12973000.0,560000.0,25884000.0,85260000.0,402576000.0,597206000.0,109370000.0,511946000.0,67100000.0,67100000.0,67100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q2,2013-04-01,2013-06-30,2014-08-06 19:15:34+00:00,0.38,0.38,,46344000.0,0.38,,,15978000.0,33337000.0,32316000.0,249000.0,25483000.0,1383000.0,-15978000.0,46277000.0,,772000.0,,,150362000.0,12455000.0,3568000.0,560000.0,6471000.0,15978000.0,105636000.0,153930000.0,32316000.0,137952000.0,67100000.0,67100000.0,67100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.15,1.15,,189730000.0,1.15,2050000.0,,87204000.0,102990000.0,97982000.0,6872000.0,71704000.0,4970000.0,-87204000.0,177489000.0,,-1864000.0,,,570081000.0,32812000.0,18788000.0,1602000.0,26316000.0,87204000.0,403683000.0,588869000.0,97982000.0,501665000.0,62300000.0,62300000.0,62300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 16:26:55+00:00,0.36,0.36,,45829000.0,0.36,,,18020000.0,30237000.0,29400000.0,837000.0,22442000.0,1324000.0,-18020000.0,45186000.0,,,,,147091000.0,11648000.0,2992000.0,,6471000.0,18020000.0,102663000.0,150083000.0,29400000.0,132063000.0,62300000.0,62300000.0,62300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,FY,2014-01-01,2014-12-31,2017-01-31 17:25:23+00:00,1.01,1.01,,224096000.0,1.01,51675000.0,,79299000.0,106778000.0,99142000.0,1233000.0,72113000.0,6978000.0,-79299000.0,219164000.0,554000.0,6403000.0,,,717633000.0,53530000.0,9244000.0,525000.0,27687000.0,79299000.0,548990000.0,727431000.0,99142000.0,648132000.0,71400000.0,71400000.0,71400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 20:19:11+00:00,0.39,0.39,0.72,58388000.0,0.39,0.0,,,35943000.0,36115000.0,-180000.0,27626000.0,1846000.0,,57423000.0,0.0,,,,183290000.0,33164000.0,2325000.0,525000.0,6471000.0,,149500000.0,185615000.0,36115000.0,185615000.0,70800000.0,70800000.0,70800000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,Q2,2014-04-01,2014-06-30,2015-07-29 16:03:05+00:00,0.39,0.39,0.72,57314000.0,0.39,0.0,,17433000.0,36116000.0,35466000.0,650000.0,27932000.0,1712000.0,-17433000.0,52353000.0,0.0,,,,175936000.0,13836000.0,466000.0,0.0,6472000.0,17433000.0,123503000.0,176402000.0,35466000.0,158969000.0,71600000.0,71600000.0,71600000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,FY,2015-01-01,2015-12-31,2018-01-30 16:32:38+00:00,1.63,1.63,,261289000.0,1.63,23250000.0,,,146114000.0,146157000.0,-43000.0,116867000.0,4261000.0,,261232000.0,14077000.0,0.0,,,817887000.0,165434000.0,25587000.0,189000.0,24986000.0,,711394000.0,857551000.0,146157000.0,857551000.0,71700000.0,71700000.0,71700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q4,2015-10-01,2015-12-31,,0.48,0.48,-2.28,72245000.0,0.48,8740000.0,,,42977000.0,42977000.0,,35131000.0,1600000.0,,68913000.0,12252000.0,,,,213056000.0,43332000.0,10899000.0,,6246000.0,,193230000.0,236207000.0,42977000.0,236207000.0,71700000.0,71700000.0,71700000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q3,2015-07-01,2015-09-30,2016-11-02 16:12:43+00:00,0.46,0.46,0.77,67953000.0,0.46,0.0,,,39699000.0,39699000.0,0.0,32659000.0,793000.0,,68846000.0,710000.0,,,0.0,211430000.0,42822000.0,7180000.0,0.0,6247000.0,,179621000.0,219320000.0,39699000.0,219320000.0,71000000.0,71000000.0,71000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.15,1.15,2.28,189044000.0,1.15,14510000.0,,,103137000.0,103180000.0,-43000.0,81736000.0,2661000.0,,192319000.0,1825000.0,,,,604831000.0,122102000.0,14688000.0,189000.0,18740000.0,,518164000.0,621344000.0,103180000.0,621344000.0,71000000.0,71000000.0,71000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 16:02:56+00:00,0.44,0.44,0.77,62171000.0,0.44,0.0,,,38430000.0,38430000.0,0.0,31291000.0,893000.0,,62250000.0,541000.0,,,,201399000.0,41657000.0,2757000.0,189000.0,6246000.0,,166267000.0,204697000.0,38430000.0,204697000.0,71100000.0,71100000.0,71100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.69,0.69,1.51,121091000.0,0.69,14510000.0,,,63438000.0,63481000.0,-43000.0,49077000.0,1868000.0,,123473000.0,1115000.0,,,,393401000.0,79280000.0,7508000.0,189000.0,12493000.0,,338543000.0,402024000.0,63481000.0,402024000.0,71100000.0,71100000.0,71100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 17:42:44+00:00,0.25,0.25,0.74,58920000.0,0.25,14510000.0,,,25008000.0,25051000.0,-43000.0,17786000.0,975000.0,,61223000.0,574000.0,,,,192002000.0,37623000.0,4751000.0,,6247000.0,,172276000.0,197327000.0,25051000.0,197327000.0,71100000.0,71100000.0,71100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,FY,2016-01-01,2016-12-31,2019-02-05 16:11:51+00:00,-1.99,-1.99,,313390000.0,-1.99,209261000.0,,,-49799000.0,-49889000.0,,-151141000.0,19852000.0,,278408000.0,-184000.0,90000.0,,,921706000.0,170837000.0,,-485000.0,81490000.0,,971411000.0,921522000.0,-49889000.0,921522000.0,76000000.0,76000000.0,76000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q4,2016-10-01,2016-12-31,,-0.29,-0.29,-2.4,95222000.0,-0.29,16024000.0,,,19792000.0,19792000.0,,-25127000.0,5431000.0,,73244000.0,86000.0,90000.0,,,269816000.0,48681000.0,-20654000.0,-3715000.0,39488000.0,,229456000.0,249248000.0,19792000.0,249248000.0,76000000.0,76000000.0,76000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q3,2016-07-01,2016-09-30,2017-10-31 16:06:29+00:00,0.07,0.07,0.8,77133000.0,0.07,8114000.0,,,28559000.0,28469000.0,,5452000.0,5005000.0,,72002000.0,273000.0,,,,225272000.0,41704000.0,5107000.0,3230000.0,18102000.0,,202183000.0,230652000.0,28469000.0,230652000.0,77900000.0,77900000.0,77900000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q3YTD,2016-01-01,2016-09-30,,-1.7,-1.7,2.4,218168000.0,-1.7,193237000.0,,,-69591000.0,-69681000.0,,-126014000.0,14421000.0,,205164000.0,-270000.0,,,,651890000.0,122156000.0,20654000.0,3230000.0,42002000.0,,741955000.0,672274000.0,-69681000.0,672274000.0,77900000.0,77900000.0,77900000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q3TTM,2015-10-01,2016-09-30,,-1.22,-1.22,0.12,290413000.0,-1.22,201977000.0,,,-26614000.0,-26704000.0,,-90883000.0,16021000.0,,274077000.0,11982000.0,,,,864946000.0,165488000.0,31553000.0,3230000.0,48248000.0,,935185000.0,908481000.0,-26704000.0,908481000.0,77900000.0,77900000.0,77900000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q2,2016-04-01,2016-06-30,2017-08-01 16:22:52+00:00,-1.72,-1.72,0.8,70169000.0,-1.72,156143000.0,,,-108116000.0,-108116000.0,,-127648000.0,4585000.0,,67325000.0,-146000.0,,,,215745000.0,40409000.0,10331000.0,0.0,14947000.0,,334046000.0,225930000.0,-108116000.0,225930000.0,74200000.0,74200000.0,74200000.0
