company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2013.0,Q1,,2013-03-31,2013-05-06 11:47:29+00:00,-27678000.0,166894000.0,,5671931000.0,4451073000.0,72361000.0,7404470000.0,168053000.0,899084000.0,-856620000.0,469494000.0,99156000.0,86324000.0,10061835000.0,4787633000.0,4787735000.0,4955788000.0,5019723000.0,10061835000.0,102000.0,1519026000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2014.0,FY,,2014-12-31,2016-02-26 16:52:36+00:00,45122000.0,187322000.0,0.0,5736139000.0,4595970000.0,74013000.0,8062820000.0,126980000.0,809792000.0,-1006578000.0,431533000.0,240652000.0,91480000.0,10261400000.0,4774683000.0,4774785000.0,4901765000.0,5268155000.0,10261400000.0,102000.0,1127453000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2014.0,Q3,,2014-09-30,2014-11-03 15:04:24+00:00,-68620000.0,154190000.0,,5726942000.0,4697317000.0,22724000.0,7963001000.0,123222000.0,988748000.0,-945949000.0,563926000.0,104858000.0,91413000.0,10293211000.0,4712373000.0,4712475000.0,4835697000.0,5366101000.0,10293211000.0,102000.0,1164548000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2014.0,Q2,,2014-06-30,2014-08-01 12:46:57+00:00,-59592000.0,192183000.0,,5719653000.0,4730371000.0,23467000.0,7832657000.0,122091000.0,938792000.0,-1033535000.0,515133000.0,104786000.0,91363000.0,10190372000.0,4626526000.0,4626628000.0,4748719000.0,5350290000.0,10190372000.0,102000.0,1203273000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2014.0,Q1,,2014-03-31,2014-05-08 11:44:18+00:00,-76870000.0,268911000.0,,5709974000.0,4380346000.0,23475000.0,7389029000.0,125119000.0,890546000.0,-1015995000.0,515032000.0,104670000.0,91319000.0,9833697000.0,4617109000.0,4617211000.0,4742330000.0,5000048000.0,9833697000.0,102000.0,1261736000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2015.0,FY,,2015-12-31,2017-02-24 20:16:56+00:00,5588000.0,189534000.0,0.0,5613015000.0,5376310000.0,23824000.0,9453489000.0,135651000.0,927200000.0,-572335000.0,433960000.0,265241000.0,86709000.0,11344171000.0,5046268000.0,5046300000.0,5181951000.0,6075511000.0,11344171000.0,32000.0,750124000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2015.0,Q3,,2015-09-30,2015-11-05 16:25:28+00:00,-14744000.0,180913000.0,,5775102000.0,5498586000.0,26207000.0,9414247000.0,161944000.0,946778000.0,-832746000.0,621521000.0,111480000.0,92739000.0,11413984000.0,4927612000.0,4927714000.0,5089658000.0,6231587000.0,11413984000.0,102000.0,845839000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2015.0,Q2,,2015-06-30,2015-08-03 15:09:14+00:00,-1906000.0,145832000.0,,5771961000.0,5537772000.0,22990000.0,9426682000.0,161928000.0,967249000.0,-796571000.0,591097000.0,111455000.0,91466000.0,11467304000.0,4973484000.0,4973586000.0,5135514000.0,6240324000.0,11467304000.0,102000.0,904551000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2015.0,Q1,,2015-03-31,2015-05-07 16:18:47+00:00,50956000.0,220977000.0,,5771965000.0,5721251000.0,73418000.0,9491884000.0,193758000.0,956028000.0,-809849000.0,602821000.0,111357000.0,91527000.0,11733888000.0,5013072000.0,5013174000.0,5206932000.0,6435429000.0,11733888000.0,102000.0,991581000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2016.0,FY,,2016-12-31,2018-02-23 16:28:35+00:00,5766000.0,142486000.0,0.0,5927208000.0,5066368000.0,23197000.0,9729783000.0,146735000.0,822824000.0,-676867000.0,404137000.0,270268000.0,86953000.0,11230600000.0,5256107000.0,5256139000.0,5402874000.0,5740773000.0,11230600000.0,32000.0,512310000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2016.0,Q3,,2016-09-30,2016-10-28 14:23:27+00:00,6145000.0,170545000.0,,5924106000.0,5000041000.0,23537000.0,9682085000.0,130505000.0,843994000.0,-628826000.0,569107000.0,118136000.0,86856000.0,11206102000.0,5301425000.0,5301457000.0,5431962000.0,5687284000.0,11206102000.0,32000.0,485941000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2016.0,Q2,,2016-06-30,2016-07-29 15:12:16+00:00,7150000.0,337815000.0,0.0,5772293000.0,5188817000.0,23815000.0,9465294000.0,130558000.0,1039234000.0,-465348000.0,555299000.0,116857000.0,86774000.0,11392432000.0,5314095000.0,5314127000.0,5444685000.0,5860973000.0,11392432000.0,32000.0,526274000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2016.0,Q1,,2016-03-31,2016-04-29 12:06:44+00:00,7496000.0,222000000.0,,5725194000.0,5162462000.0,24000000.0,9346355000.0,134738000.0,948704000.0,-550103000.0,566206000.0,116631000.0,86705000.0,11249361000.0,5182587000.0,5182619000.0,5317357000.0,5845299000.0,11249361000.0,32000.0,708302000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2017.0,FY,,2017-12-31,2019-02-15 15:48:43+00:00,-1480000.0,238513000.0,0.0,6157020000.0,5478927000.0,21838000.0,10220393000.0,127903000.0,785856000.0,-761337000.0,431915000.0,314594000.0,16143000.0,11763726000.0,5394203000.0,5394244000.0,5522147000.0,6225436000.0,11763726000.0,41000.0,497126000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2017.0,Q3,,2017-09-30,2017-10-27 14:06:52+00:00,-1727000.0,156588000.0,0.0,5930648000.0,5551271000.0,22538000.0,10132918000.0,194812000.0,866705000.0,-715621000.0,603417000.0,123270000.0,16139000.0,11702241000.0,5213300000.0,5213332000.0,5408144000.0,6277958000.0,11702241000.0,32000.0,523492000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2017.0,Q2,,2017-06-30,2017-07-28 14:48:03+00:00,6073000.0,143099000.0,0.0,5934889000.0,5390180000.0,22495000.0,9961993000.0,194279000.0,909797000.0,-709671000.0,521797000.0,124679000.0,96062000.0,11558320000.0,5231291000.0,5231323000.0,5425602000.0,6036656000.0,11558320000.0,32000.0,520936000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2017.0,Q1,,2017-03-31,2017-04-28 13:55:19+00:00,6485000.0,167454000.0,0.0,5931428000.0,5124883000.0,22585000.0,9736901000.0,148211000.0,808930000.0,-726610000.0,542279000.0,124680000.0,97031000.0,11248419000.0,5211303000.0,5211335000.0,5359546000.0,5791842000.0,11248419000.0,32000.0,512549000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2018.0,Q3,,2018-09-30,2018-10-26 13:42:10+00:00,0.0,146386000.0,0.0,6121553000.0,4887474000.0,29222000.0,9583668000.0,77847000.0,757482000.0,-743346000.0,615613000.0,130263000.0,20074000.0,11109521000.0,5378207000.0,5378250000.0,5456097000.0,5633350000.0,11109521000.0,43000.0,592763000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2018.0,Q2,,2018-06-30,2018-07-27 11:42:29+00:00,72000.0,305577000.0,0.0,6122076000.0,5068716000.0,31127000.0,9656704000.0,77768000.0,716546000.0,-710981000.0,587676000.0,130262000.0,16151000.0,11291783000.0,5411167000.0,5411210000.0,5488978000.0,5786654000.0,11291783000.0,43000.0,581829000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2018.0,Q1,,2018-03-31,2018-04-27 10:10:42+00:00,-66000.0,218313000.0,0.0,6168434000.0,5097322000.0,21376000.0,9828581000.0,77836000.0,732537000.0,-743845000.0,624423000.0,132209000.0,16146000.0,11372502000.0,5424523000.0,5424566000.0,5502402000.0,5853954000.0,11372502000.0,43000.0,571695000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2019.0,FY,,2019-12-31,2020-05-08 16:39:17+00:00,,123947000.0,0.0,5769551000.0,5315767000.0,,9528378000.0,64015000.0,767454000.0,-904679000.0,608976000.0,126274000.0,17943000.0,10997867000.0,4864872000.0,4864892000.0,4928907000.0,6051017000.0,10997867000.0,20000.0,578118000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2019.0,Q3,,2019-09-30,2019-10-25 15:19:26+00:00,,141310000.0,0.0,5785593000.0,5312628000.0,,9571309000.0,72588000.0,787045000.0,-883741000.0,648136000.0,126203000.0,23695000.0,11085131000.0,4901852000.0,4901881000.0,4974469000.0,6086967000.0,11085131000.0,29000.0,585467000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2019.0,Q2,,2019-06-30,2019-07-26 13:12:46+00:00,,113991000.0,0.0,6129793000.0,4905502000.0,,9568996000.0,73559000.0,772933000.0,-835934000.0,613790000.0,130460000.0,23690000.0,11040903000.0,5293859000.0,5293902000.0,5367461000.0,5649752000.0,11040903000.0,43000.0,584983000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2019.0,Q1,,2019-03-31,2019-05-03 11:33:44+00:00,,143673000.0,0.0,6124075000.0,4868754000.0,,9601834000.0,76981000.0,757765000.0,-804241000.0,650460000.0,130444000.0,23684000.0,11070200000.0,5319834000.0,5319877000.0,5396858000.0,5649658000.0,11070200000.0,43000.0,566928000.0
