company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.15,2.13,1.76,2.13,,745000000.0,660000000.0,687000000.0,2158000000.0,2092000000.0,85000000.0,208000000.0,-2084000000.0,-2562000000.0,16000000.0,58000000.0,126000000.0,2158000000.0,-50000000.0,-136000000.0,14000000.0,-2436000000.0,2386000000.0,-1934000000.0,452000000.0,2108000000.0,483900000.0,354200000.0,354800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q1TTM,2013-04-01,2014-03-31,,1.12,2.07,1.76,2.07,-4000000.0,718000000.0,658000000.0,660000000.0,2086000000.0,1986000000.0,60000000.0,224000000.0,-2003000000.0,-2494000000.0,6000000.0,58000000.0,124000000.0,2086000000.0,-94000000.0,-143000000.0,14000000.0,-2370000000.0,2276000000.0,-1846000000.0,430000000.0,1992000000.0,94100000.0,177000000.0,177300000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q4,2015-10-01,2015-12-31,,0.18,0.6,0.44,0.6,-6000000.0,262000000.0,209000000.0,247000000.0,153000000.0,-94000000.0,53000000.0,126000000.0,-711000000.0,-1827000000.0,,15000000.0,228000000.0,153000000.0,-247000000.0,39000000.0,-22000000.0,-1435000000.0,1352000000.0,-1778000000.0,77000000.0,-94000000.0,651800000.0,349800000.0,350400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,FY,2015-01-01,2015-12-31,2016-02-18 16:26:41+00:00,1.12,2.24,1.76,2.24,-6000000.0,788000000.0,808000000.0,730000000.0,2096000000.0,2328000000.0,-20000000.0,356000000.0,-1939000000.0,-2584000000.0,32000000.0,58000000.0,300000000.0,2096000000.0,264000000.0,163000000.0,,-2284000000.0,2548000000.0,-2102000000.0,446000000.0,2360000000.0,651800000.0,349800000.0,350400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.94,1.64,1.32,1.64,,526000000.0,599000000.0,483000000.0,1943000000.0,2422000000.0,-73000000.0,230000000.0,-1228000000.0,-757000000.0,32000000.0,43000000.0,72000000.0,1943000000.0,511000000.0,124000000.0,22000000.0,-849000000.0,1196000000.0,-324000000.0,369000000.0,2454000000.0,665500000.0,348600000.0,349200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.33,2.59,1.76,2.59,8000000.0,1004000000.0,904000000.0,946000000.0,2335000000.0,3258000000.0,100000000.0,384000000.0,-2669000000.0,-2237000000.0,38000000.0,58000000.0,346000000.0,2335000000.0,961000000.0,166000000.0,8000000.0,-2055000000.0,2852000000.0,-1821000000.0,528000000.0,3296000000.0,665500000.0,348600000.0,349200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q3,2015-07-01,2015-09-30,2015-11-03 16:27:11+00:00,0.58,1.16,0.44,1.16,-2000000.0,400000000.0,338000000.0,386000000.0,536000000.0,1304000000.0,62000000.0,124000000.0,-503000000.0,-210000000.0,12000000.0,14000000.0,70000000.0,536000000.0,780000000.0,41000000.0,,-140000000.0,756000000.0,-41000000.0,212000000.0,1316000000.0,665500000.0,348600000.0,349200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.36,0.48,0.88,0.48,2000000.0,126000000.0,261000000.0,97000000.0,1407000000.0,1118000000.0,-135000000.0,106000000.0,-222000000.0,-711000000.0,20000000.0,29000000.0,2000000.0,1407000000.0,-269000000.0,83000000.0,22000000.0,-709000000.0,440000000.0,-283000000.0,157000000.0,1138000000.0,575000000.0,351000000.0,351400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.09,2.11,1.76,2.11,18000000.0,787000000.0,758000000.0,729000000.0,2337000000.0,2508000000.0,29000000.0,316000000.0,-2046000000.0,-2683000000.0,40000000.0,58000000.0,230000000.0,2337000000.0,211000000.0,166000000.0,8000000.0,-2453000000.0,2664000000.0,-2204000000.0,460000000.0,2548000000.0,575000000.0,351000000.0,351400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q2,2015-04-01,2015-06-30,2015-08-04 16:14:16+00:00,0.12,0.24,0.44,0.24,2000000.0,84000000.0,141000000.0,69000000.0,460000000.0,406000000.0,-57000000.0,84000000.0,-217000000.0,-294000000.0,14000000.0,15000000.0,-64000000.0,460000000.0,-40000000.0,42000000.0,,-358000000.0,318000000.0,-259000000.0,59000000.0,420000000.0,575000000.0,351000000.0,351400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.28,2.49,1.76,2.49,16000000.0,868000000.0,794000000.0,810000000.0,2377000000.0,2616000000.0,74000000.0,284000000.0,-2178000000.0,-2941000000.0,36000000.0,58000000.0,354000000.0,2377000000.0,275000000.0,166000000.0,8000000.0,-2587000000.0,2862000000.0,-2336000000.0,526000000.0,2652000000.0,116700000.0,175900000.0,176200000.0
