company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,intangibleassets,loansandleases,longtermdebt,netloansandleases,noncontrollinginterests,otherassets,otherlongtermliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2016.0,Q2,,2016-06-30,2016-07-25 16:26:39+00:00,-171000000.0,1377000000.0,0.0,2989000000.0,696000000.0,,119637000000.0,,24000000.0,122682000000.0,2662000000.0,3613000000.0,2677000000.0,2370000000.0,128372000000.0,3679000000.0,3679000000.0,3703000000.0,124669000000.0,128372000000.0,,4000000.0,-1816000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2017.0,FY,,2017-12-31,2019-02-25 21:05:30+00:00,61000000.0,1518000000.0,0.0,3081000000.0,810000000.0,,105012000000.0,,31000000.0,109533000000.0,1723000000.0,3128000000.0,3004000000.0,4771000000.0,114991000000.0,3454000000.0,3454000000.0,3485000000.0,111506000000.0,114991000000.0,,2000000.0,-2692000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2017.0,Q3,,2017-09-30,2017-10-27 16:25:31+00:00,16000000.0,1248000000.0,0.0,3071000000.0,727000000.0,,108557000000.0,,24000000.0,111721000000.0,1697000000.0,3386000000.0,3130000000.0,3281000000.0,117085000000.0,3526000000.0,3526000000.0,3550000000.0,113535000000.0,117085000000.0,,3000000.0,-2691000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2017.0,Q2,,2017-06-30,2017-08-01 16:27:36+00:00,7000000.0,1153000000.0,0.0,3060000000.0,658000000.0,,110778000000.0,,24000000.0,114951000000.0,2094000000.0,3589000000.0,2997000000.0,3918000000.0,120354000000.0,3540000000.0,3540000000.0,3564000000.0,116790000000.0,120354000000.0,,3000000.0,-2524000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2017.0,Q1,,2017-03-31,2017-04-27 16:35:32+00:00,22000000.0,1364000000.0,0.0,3051000000.0,664000000.0,,109586000000.0,,24000000.0,112139000000.0,2472000000.0,3720000000.0,2930000000.0,2160000000.0,117890000000.0,3648000000.0,3648000000.0,3672000000.0,114218000000.0,117890000000.0,,3000000.0,-2355000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2018.0,FY,,2018-12-31,2020-02-27 17:05:04+00:00,113000000.0,1286000000.0,0.0,3149000000.0,786000000.0,,93519000000.0,,28000000.0,98128000000.0,1688000000.0,3976000000.0,3218000000.0,5422000000.0,104176000000.0,3519000000.0,3519000000.0,3547000000.0,100629000000.0,104176000000.0,,,-2961000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2018.0,Q3,,2018-09-30,2018-11-02 16:24:10+00:00,227000000.0,2143000000.0,0.0,3146000000.0,792000000.0,,96089000000.0,,31000000.0,100451000000.0,1642000000.0,3105000000.0,3186000000.0,5007000000.0,106493000000.0,3724000000.0,3724000000.0,3755000000.0,102738000000.0,106493000000.0,,2000000.0,-2835000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2018.0,Q2,,2018-06-30,2018-08-03 16:22:09+00:00,203000000.0,1622000000.0,0.0,3138000000.0,798000000.0,,98690000000.0,,31000000.0,103141000000.0,1762000000.0,3386000000.0,3114000000.0,4752000000.0,108949000000.0,3714000000.0,3714000000.0,3745000000.0,105204000000.0,108949000000.0,,2000000.0,-2741000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2018.0,Q1,,2018-03-31,2018-05-03 17:09:23+00:00,173000000.0,2398000000.0,0.0,3131000000.0,802000000.0,,102797000000.0,,31000000.0,106608000000.0,1613000000.0,3399000000.0,3073000000.0,5131000000.0,113209000000.0,3637000000.0,3637000000.0,3668000000.0,109541000000.0,113209000000.0,,2000000.0,-2740000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2019.0,Q3,,2019-09-30,2019-11-01 16:30:36+00:00,-124000000.0,1583000000.0,0.0,3192000000.0,763000000.0,,84769000000.0,,12000000.0,91509000000.0,1528000000.0,2677000000.0,3527000000.0,7004000000.0,96553000000.0,3240000000.0,3240000000.0,3252000000.0,93301000000.0,96553000000.0,,21000000.0,-3355000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2019.0,Q2,,2019-06-30,2019-08-02 16:23:33+00:00,-80000000.0,1746000000.0,0.0,3185000000.0,769000000.0,,86776000000.0,,11000000.0,93103000000.0,1447000000.0,2680000000.0,3418000000.0,6785000000.0,98320000000.0,3301000000.0,3301000000.0,3312000000.0,95008000000.0,98320000000.0,,244000000.0,-3222000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2019.0,Q1,,2019-03-31,2019-05-03 16:49:22+00:00,43000000.0,1206000000.0,0.0,3178000000.0,780000000.0,,88140000000.0,,13000000.0,95372000000.0,1491000000.0,3014000000.0,3303000000.0,7505000000.0,100579000000.0,3430000000.0,3430000000.0,3443000000.0,97136000000.0,100579000000.0,,207000000.0,-3094000000.0
