company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,FY,,2013-12-31,2015-02-12 17:27:33+00:00,2084000000.0,1604000000.0,-331000000.0,343000000.0,3902000000.0,124000000.0,4004000000.0,3726000000.0,452000000.0,2353000000.0,1103000000.0,169000000.0,,,476000000.0,221000000.0,1577000000.0,111000000.0,9525000000.0,2280000000.0,2568000000.0,2195000000.0,2280000000.0,2280000000.0,7245000000.0,9525000000.0,4604000000.0,5050000000.0,-2868000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q3,,2013-09-27,2013-10-24 16:52:13+00:00,2200000000.0,1769000000.0,-409000000.0,488000000.0,3884000000.0,125000000.0,3927000000.0,3321000000.0,442000000.0,2282000000.0,1119000000.0,230000000.0,,,429000000.0,249000000.0,1494000000.0,594000000.0,9692000000.0,2209000000.0,2929000000.0,2794000000.0,2209000000.0,2209000000.0,7483000000.0,9692000000.0,4481000000.0,4689000000.0,-2760000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q2,,2013-06-28,2013-07-25 16:12:50+00:00,1987000000.0,1726000000.0,-578000000.0,277000000.0,3868000000.0,123000000.0,3735000000.0,3270000000.0,443000000.0,2212000000.0,1108000000.0,206000000.0,,,404000000.0,243000000.0,1258000000.0,429000000.0,9126000000.0,2089000000.0,2652000000.0,2416000000.0,2089000000.0,2089000000.0,7037000000.0,9126000000.0,4262000000.0,4621000000.0,-2459000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2013.0,Q1,,2013-03-29,2013-04-25 16:13:45+00:00,2005000000.0,1628000000.0,-576000000.0,221000000.0,3846000000.0,127000000.0,3732000000.0,2805000000.0,413000000.0,2220000000.0,1067000000.0,175000000.0,,,397000000.0,237000000.0,1130000000.0,535000000.0,8913000000.0,2264000000.0,2437000000.0,2540000000.0,2264000000.0,2264000000.0,6649000000.0,8913000000.0,4256000000.0,4109000000.0,-2136000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,FY,,2014-12-31,2016-02-11 16:34:40+00:00,1976000000.0,1581000000.0,-714000000.0,223000000.0,3961000000.0,101000000.0,3641000000.0,3320000000.0,388000000.0,2101000000.0,977000000.0,268000000.0,,,240000000.0,207000000.0,1991000000.0,632000000.0,8543000000.0,1431000000.0,2460000000.0,2608000000.0,1431000000.0,1431000000.0,7112000000.0,8543000000.0,3982000000.0,4504000000.0,-3807000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q3,,2014-09-26,2014-10-23 16:51:36+00:00,2118000000.0,1895000000.0,-472000000.0,218000000.0,3944000000.0,115000000.0,3824000000.0,3419000000.0,410000000.0,2167000000.0,1107000000.0,305000000.0,,,352000000.0,183000000.0,1940000000.0,729000000.0,9286000000.0,1730000000.0,2828000000.0,2847000000.0,1730000000.0,1730000000.0,7556000000.0,9286000000.0,4291000000.0,4709000000.0,-3682000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q2,,2014-06-27,2014-07-24 16:26:01+00:00,2443000000.0,2199000000.0,-291000000.0,356000000.0,3920000000.0,122000000.0,4048000000.0,4053000000.0,488000000.0,2304000000.0,1113000000.0,252000000.0,,,399000000.0,226000000.0,1763000000.0,423000000.0,10168000000.0,1910000000.0,3295000000.0,2866000000.0,1910000000.0,1910000000.0,8258000000.0,10168000000.0,4569000000.0,5392000000.0,-3482000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2014.0,Q1,,2014-03-28,2014-04-24 16:55:42+00:00,2150000000.0,1793000000.0,-318000000.0,286000000.0,3913000000.0,125000000.0,4014000000.0,3730000000.0,478000000.0,2324000000.0,1119000000.0,213000000.0,,,458000000.0,224000000.0,1628000000.0,414000000.0,9691000000.0,2054000000.0,2770000000.0,2564000000.0,2054000000.0,2054000000.0,7637000000.0,9691000000.0,4597000000.0,5073000000.0,-3169000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,FY,,2015-12-31,2016-04-28 16:07:32+00:00,1703000000.0,1370000000.0,-997000000.0,170000000.0,4036000000.0,88000000.0,3383000000.0,3392000000.0,336000000.0,1920000000.0,854000000.0,170000000.0,,,159000000.0,236000000.0,2329000000.0,454000000.0,7596000000.0,957000000.0,2046000000.0,2157000000.0,957000000.0,957000000.0,6639000000.0,7596000000.0,3630000000.0,4482000000.0,-4411000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q3,,2015-10-02,2015-10-29 16:04:29+00:00,1829000000.0,1418000000.0,-838000000.0,196000000.0,4021000000.0,91000000.0,3484000000.0,3483000000.0,383000000.0,1986000000.0,959000000.0,214000000.0,,,243000000.0,215000000.0,2236000000.0,522000000.0,8015000000.0,1007000000.0,2211000000.0,2351000000.0,1007000000.0,1007000000.0,7008000000.0,8015000000.0,3818000000.0,4657000000.0,-4412000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q2,,2015-07-03,2015-07-30 16:16:50+00:00,2047000000.0,1700000000.0,-807000000.0,418000000.0,3999000000.0,94000000.0,3532000000.0,3712000000.0,411000000.0,2008000000.0,956000000.0,326000000.0,,,217000000.0,206000000.0,2133000000.0,772000000.0,8706000000.0,1013000000.0,2855000000.0,2819000000.0,1013000000.0,1013000000.0,7693000000.0,8706000000.0,3843000000.0,4874000000.0,-4312000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2015.0,Q1,,2015-04-03,2015-04-30 16:34:53+00:00,1867000000.0,1538000000.0,-891000000.0,301000000.0,3993000000.0,94000000.0,3423000000.0,3678000000.0,358000000.0,1957000000.0,917000000.0,320000000.0,,,199000000.0,189000000.0,2021000000.0,523000000.0,8190000000.0,1016000000.0,2517000000.0,2390000000.0,1016000000.0,1016000000.0,7174000000.0,8190000000.0,3716000000.0,4784000000.0,-4107000000.0
Coca-Cola European Partners PLC,CCE,B0QU0GIVGFFMCOP5RJ72,1491675,2016.0,Q1,,2016-04-01,2016-04-28 16:07:32+00:00,1873000000.0,1424000000.0,-1036000000.0,279000000.0,4057000000.0,93000000.0,3384000000.0,3518000000.0,371000000.0,2000000000.0,866000000.0,220000000.0,,,235000000.0,235000000.0,2327000000.0,577000000.0,8006000000.0,937000000.0,2294000000.0,2450000000.0,937000000.0,937000000.0,7069000000.0,8006000000.0,3712000000.0,4619000000.0,-4411000000.0
