company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CareFusion Corp ,CFN,,1457543,2012.0,Q3YTD,2011-07-01,2012-03-31,,0.87,0.87,0.87,86000000.0,197000000.0,270000000.0,-73000000.0,197000000.0,1308000000.0,2637000000.0,,,118000000.0,26000000.0,766000000.0,1308000000.0,1329000000.0,63000000.0,,910000000.0,419000000.0,-63000000.0,356000000.0,2637000000.0,228600000.0,224600000.0,226800000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q3TTM,2011-04-01,2012-03-31,,1.27,1.27,1.26,121000000.0,287000000.0,374000000.0,-82000000.0,287000000.0,1736000000.0,3538000000.0,-5000000.0,2000000.0,152000000.0,37000000.0,1035000000.0,1736000000.0,1802000000.0,81000000.0,,1226000000.0,576000000.0,-81000000.0,495000000.0,3538000000.0,228600000.0,224600000.0,226800000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q3,2012-01-01,2012-03-31,2013-05-10 06:11:01+00:00,0.14,0.14,0.14,36000000.0,32000000.0,104000000.0,-72000000.0,32000000.0,460000000.0,919000000.0,,,45000000.0,12000000.0,241000000.0,460000000.0,459000000.0,21000000.0,,298000000.0,161000000.0,-21000000.0,140000000.0,919000000.0,228600000.0,224600000.0,226800000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q2YTD,2011-07-01,2011-12-31,,0.73,0.73,0.73,50000000.0,165000000.0,166000000.0,-1000000.0,165000000.0,848000000.0,1718000000.0,,,73000000.0,14000000.0,525000000.0,848000000.0,870000000.0,42000000.0,,612000000.0,258000000.0,-42000000.0,216000000.0,1718000000.0,226200000.0,224700000.0,226600000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q2TTM,2011-01-01,2011-12-31,,1.33,1.33,1.32,127000000.0,300000000.0,356000000.0,-51000000.0,300000000.0,1681000000.0,3461000000.0,-5000000.0,-13000000.0,143000000.0,39000000.0,1050000000.0,1681000000.0,1780000000.0,78000000.0,,1219000000.0,561000000.0,-78000000.0,483000000.0,3461000000.0,226200000.0,224700000.0,226600000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q2,2011-10-01,2011-12-31,2013-02-08 16:31:42+00:00,0.42,0.42,0.42,32000000.0,95000000.0,94000000.0,1000000.0,95000000.0,443000000.0,890000000.0,,,36000000.0,7000000.0,261000000.0,443000000.0,447000000.0,17000000.0,,304000000.0,143000000.0,-17000000.0,126000000.0,890000000.0,226200000.0,224700000.0,226600000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q1TTM,2010-10-01,2011-09-30,,1.25,1.25,1.24,124000000.0,281000000.0,335000000.0,-52000000.0,281000000.0,1679000000.0,3457000000.0,-2000000.0,-13000000.0,143000000.0,49000000.0,1059000000.0,1679000000.0,1778000000.0,81000000.0,,1238000000.0,540000000.0,-81000000.0,459000000.0,3457000000.0,225800000.0,223800000.0,226300000.0
CareFusion Corp ,CFN,,1457543,2012.0,Q1,2011-07-01,2011-09-30,2013-02-08 16:22:22+00:00,0.31,0.31,0.31,18000000.0,70000000.0,72000000.0,-2000000.0,70000000.0,405000000.0,828000000.0,,,37000000.0,7000000.0,264000000.0,405000000.0,423000000.0,25000000.0,,308000000.0,115000000.0,-25000000.0,90000000.0,828000000.0,225800000.0,223800000.0,226300000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q4,2013-04-01,2013-06-30,,0.49,0.49,0.5,39000000.0,109000000.0,110000000.0,-1000000.0,109000000.0,436000000.0,903000000.0,,,50000000.0,4000000.0,243000000.0,436000000.0,467000000.0,21000000.0,,297000000.0,170000000.0,-21000000.0,149000000.0,903000000.0,221300000.0,221200000.0,224000000.0
CareFusion Corp ,CFN,,1457543,2013.0,FY,2012-07-01,2013-06-30,2014-08-11 07:27:11+00:00,1.74,1.74,1.72,154000000.0,385000000.0,389000000.0,-4000000.0,385000000.0,1700000000.0,3550000000.0,,41000000.0,192000000.0,18000000.0,980000000.0,1700000000.0,1850000000.0,76000000.0,0.0,1231000000.0,619000000.0,-76000000.0,543000000.0,3550000000.0,221300000.0,221200000.0,224000000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q3YTD,2012-07-01,2013-03-31,,1.25,1.25,1.22,115000000.0,276000000.0,279000000.0,-3000000.0,276000000.0,1264000000.0,2647000000.0,,41000000.0,142000000.0,14000000.0,737000000.0,1264000000.0,1383000000.0,55000000.0,,934000000.0,449000000.0,-55000000.0,394000000.0,2647000000.0,221100000.0,222500000.0,225600000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q3TTM,2012-04-01,2013-03-31,,1.69,1.69,1.65,155000000.0,372000000.0,370000000.0,2000000.0,372000000.0,1750000000.0,3608000000.0,,41000000.0,188000000.0,21000000.0,1004000000.0,1750000000.0,1858000000.0,79000000.0,,1254000000.0,604000000.0,-79000000.0,525000000.0,3608000000.0,221100000.0,222500000.0,225600000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q3,2013-01-01,2013-03-31,2014-05-06 16:09:24+00:00,0.38,0.38,0.37,34000000.0,84000000.0,84000000.0,0.0,84000000.0,425000000.0,901000000.0,,41000000.0,47000000.0,9000000.0,244000000.0,425000000.0,476000000.0,17000000.0,0.0,341000000.0,135000000.0,-17000000.0,118000000.0,901000000.0,221100000.0,222500000.0,225600000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q2YTD,2012-07-01,2012-12-31,,0.87,0.87,0.85,81000000.0,192000000.0,195000000.0,-3000000.0,192000000.0,839000000.0,1746000000.0,,,95000000.0,5000000.0,493000000.0,839000000.0,907000000.0,38000000.0,,593000000.0,314000000.0,-38000000.0,276000000.0,1746000000.0,220400000.0,222600000.0,224900000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q2TTM,2012-01-01,2012-12-31,,1.45,1.45,1.42,157000000.0,320000000.0,390000000.0,-70000000.0,320000000.0,1785000000.0,3626000000.0,,,186000000.0,24000000.0,1001000000.0,1785000000.0,1841000000.0,83000000.0,,1211000000.0,630000000.0,-83000000.0,547000000.0,3626000000.0,220400000.0,222600000.0,224900000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q2,2012-10-01,2012-12-31,2014-02-06 16:16:02+00:00,0.49,0.49,0.48,44000000.0,108000000.0,108000000.0,0.0,108000000.0,438000000.0,909000000.0,,,48000000.0,3000000.0,249000000.0,438000000.0,471000000.0,19000000.0,,300000000.0,171000000.0,-19000000.0,152000000.0,909000000.0,220400000.0,222600000.0,224900000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q1TTM,2011-10-01,2012-09-30,,1.38,1.38,1.36,145000000.0,307000000.0,376000000.0,-69000000.0,307000000.0,1790000000.0,3607000000.0,,,174000000.0,28000000.0,1013000000.0,1790000000.0,1817000000.0,81000000.0,,1215000000.0,602000000.0,-81000000.0,521000000.0,3607000000.0,221100000.0,221900000.0,224400000.0
CareFusion Corp ,CFN,,1457543,2013.0,Q1,2012-07-01,2012-09-30,2013-11-08 16:10:37+00:00,0.38,0.38,0.37,37000000.0,84000000.0,87000000.0,-3000000.0,84000000.0,401000000.0,837000000.0,,,47000000.0,2000000.0,244000000.0,401000000.0,436000000.0,19000000.0,,293000000.0,143000000.0,-19000000.0,124000000.0,837000000.0,221100000.0,221900000.0,224400000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q4,2014-04-01,2014-06-30,,0.68,0.68,0.67,33000000.0,140000000.0,140000000.0,,140000000.0,575000000.0,1122000000.0,,-4000000.0,48000000.0,13000000.0,298000000.0,575000000.0,547000000.0,21000000.0,2000000.0,355000000.0,192000000.0,-19000000.0,173000000.0,1122000000.0,209500000.0,209700000.0,212900000.0
CareFusion Corp ,CFN,,1457543,2014.0,FY,2013-07-01,2014-06-30,2014-08-11 07:27:11+00:00,1.99,1.99,1.96,115000000.0,417000000.0,417000000.0,0.0,417000000.0,1934000000.0,3842000000.0,,-4000000.0,190000000.0,43000000.0,1061000000.0,1934000000.0,1908000000.0,89000000.0,3000000.0,1290000000.0,618000000.0,-86000000.0,532000000.0,3842000000.0,209500000.0,209700000.0,212900000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q3YTD,2013-07-01,2014-03-31,,1.31,1.31,1.29,82000000.0,277000000.0,277000000.0,,277000000.0,1359000000.0,2720000000.0,,,142000000.0,30000000.0,763000000.0,1359000000.0,1361000000.0,68000000.0,1000000.0,935000000.0,426000000.0,-67000000.0,359000000.0,2720000000.0,208200000.0,208000000.0,211100000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q3TTM,2013-04-01,2014-03-31,,1.8,1.8,1.79,121000000.0,386000000.0,387000000.0,-1000000.0,386000000.0,1795000000.0,3623000000.0,,,192000000.0,34000000.0,1006000000.0,1795000000.0,1828000000.0,89000000.0,1000000.0,1232000000.0,596000000.0,-88000000.0,508000000.0,3623000000.0,208200000.0,208000000.0,211100000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q3,2014-01-01,2014-03-31,2014-05-06 16:09:24+00:00,0.49,0.49,0.48,30000000.0,102000000.0,102000000.0,0.0,102000000.0,496000000.0,968000000.0,,0.0,47000000.0,9000000.0,258000000.0,496000000.0,472000000.0,27000000.0,1000000.0,314000000.0,158000000.0,-26000000.0,132000000.0,968000000.0,208200000.0,208000000.0,211100000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q2,2013-10-01,2013-12-31,2015-02-06 16:56:57+00:00,0.46,0.46,0.45,34000000.0,97000000.0,97000000.0,,97000000.0,456000000.0,922000000.0,,,47000000.0,10000000.0,257000000.0,456000000.0,466000000.0,21000000.0,0.0,314000000.0,152000000.0,-21000000.0,131000000.0,922000000.0,210900000.0,210500000.0,213700000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q2YTD,2013-07-01,2013-12-31,,0.82,0.82,0.81,52000000.0,175000000.0,175000000.0,,175000000.0,863000000.0,1752000000.0,,,95000000.0,21000000.0,505000000.0,863000000.0,889000000.0,41000000.0,,621000000.0,268000000.0,-41000000.0,227000000.0,1752000000.0,210900000.0,210500000.0,213700000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q2TTM,2013-01-01,2013-12-31,,1.69,1.69,1.68,125000000.0,368000000.0,369000000.0,-1000000.0,368000000.0,1724000000.0,3556000000.0,,41000000.0,192000000.0,34000000.0,992000000.0,1724000000.0,1832000000.0,79000000.0,,1259000000.0,573000000.0,-79000000.0,494000000.0,3556000000.0,210900000.0,210500000.0,213700000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q1,2013-07-01,2013-09-30,2014-11-06 21:36:42+00:00,0.36,0.36,0.36,18000000.0,78000000.0,78000000.0,,78000000.0,407000000.0,830000000.0,,,48000000.0,11000000.0,248000000.0,407000000.0,423000000.0,20000000.0,0.0,307000000.0,116000000.0,-20000000.0,96000000.0,830000000.0,216700000.0,214000000.0,217400000.0
CareFusion Corp ,CFN,,1457543,2014.0,Q1TTM,2012-10-01,2013-09-30,,1.72,1.72,1.71,135000000.0,379000000.0,380000000.0,-1000000.0,379000000.0,1706000000.0,3543000000.0,,41000000.0,193000000.0,27000000.0,984000000.0,1706000000.0,1837000000.0,77000000.0,,1245000000.0,592000000.0,-77000000.0,515000000.0,3543000000.0,216700000.0,214000000.0,217400000.0
CareFusion Corp ,CFN,,1457543,2015.0,Q2YTD,2014-07-01,2014-12-31,,1.22,1.22,1.2,1000000.0,249000000.0,249000000.0,,249000000.0,999000000.0,1991000000.0,,,98000000.0,51000000.0,544000000.0,999000000.0,992000000.0,54000000.0,5000000.0,693000000.0,299000000.0,-49000000.0,250000000.0,1991000000.0,203500000.0,204100000.0,207300000.0
CareFusion Corp ,CFN,,1457543,2015.0,Q2TTM,2014-01-01,2014-12-31,,2.39,2.39,2.35,64000000.0,491000000.0,491000000.0,,491000000.0,2070000000.0,4081000000.0,,-4000000.0,193000000.0,73000000.0,1100000000.0,2070000000.0,2011000000.0,102000000.0,8000000.0,1362000000.0,649000000.0,-94000000.0,555000000.0,4081000000.0,203500000.0,204100000.0,207300000.0
CareFusion Corp ,CFN,,1457543,2015.0,Q2,2014-10-01,2014-12-31,2015-02-06 16:56:57+00:00,0.85,0.85,0.83,-21000000.0,173000000.0,173000000.0,,173000000.0,534000000.0,1069000000.0,,,49000000.0,32000000.0,279000000.0,534000000.0,535000000.0,26000000.0,3000000.0,360000000.0,175000000.0,-23000000.0,152000000.0,1069000000.0,203500000.0,204100000.0,207300000.0
CareFusion Corp ,CFN,,1457543,2015.0,Q1TTM,2013-10-01,2014-09-30,,2.0,2.0,1.97,119000000.0,415000000.0,415000000.0,,415000000.0,1992000000.0,3934000000.0,,-4000000.0,191000000.0,51000000.0,1078000000.0,1992000000.0,1942000000.0,97000000.0,5000000.0,1316000000.0,626000000.0,-92000000.0,534000000.0,3934000000.0,205400000.0,204100000.0,207000000.0
CareFusion Corp ,CFN,,1457543,2015.0,Q1,2014-07-01,2014-09-30,2014-11-06 21:36:42+00:00,0.37,0.37,0.37,22000000.0,76000000.0,76000000.0,,76000000.0,465000000.0,922000000.0,,,49000000.0,19000000.0,265000000.0,465000000.0,457000000.0,28000000.0,2000000.0,333000000.0,124000000.0,-26000000.0,98000000.0,922000000.0,205400000.0,204100000.0,207000000.0
