company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2010.0,Q1,2009-03-01,2009-05-30,2010-07-08 16:08:11+00:00,0.37,0.37,0.14,0.36,,126000000.0,156000000.0,156000000.0,,153000000.0,3000000.0,7538000000.0,10095000000.0,,,,52000000.0,2209000000.0,7538000000.0,2557000000.0,23000000.0,9000000.0,2261000000.0,296000000.0,-14000000.0,282000000.0,10095000000.0,413500000.0,415200000.0,425700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q4,2010-11-28,2011-02-26,,1.61,1.61,0.15,1.58,,379000000.0,688000000.0,876000000.0,-188000000.0,651000000.0,37000000.0,11884000000.0,15731000000.0,2000000.0,,,138000000.0,2444000000.0,11884000000.0,3847000000.0,22000000.0,10000000.0,2582000000.0,1265000000.0,-12000000.0,1253000000.0,15731000000.0,406700000.0,406100000.0,416500000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,FY,2010-02-28,2011-02-26,2013-03-27 16:45:07+00:00,3.14,3.14,0.58,3.08,0.0,779000000.0,1366000000.0,1554000000.0,-188000000.0,1277000000.0,89000000.0,37206000000.0,49747000000.0,2000000.0,,,138000000.0,10029000000.0,37206000000.0,12541000000.0,86000000.0,43000000.0,10167000000.0,2374000000.0,-43000000.0,2331000000.0,49747000000.0,406700000.0,406100000.0,416500000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q3,2010-08-29,2010-11-27,2011-01-05 16:06:04+00:00,0.55,0.55,0.15,0.54,,133000000.0,240000000.0,240000000.0,,217000000.0,23000000.0,8907000000.0,11890000000.0,,,,,2598000000.0,8907000000.0,2983000000.0,20000000.0,8000000.0,2598000000.0,385000000.0,-12000000.0,373000000.0,11890000000.0,394500000.0,397100000.0,407800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q3YTD,2010-02-28,2010-11-27,,1.53,1.53,0.43,1.5,,400000000.0,678000000.0,678000000.0,,626000000.0,52000000.0,25322000000.0,34016000000.0,,,,,7585000000.0,25322000000.0,8694000000.0,64000000.0,33000000.0,7585000000.0,1109000000.0,-31000000.0,1078000000.0,34016000000.0,394500000.0,397100000.0,407800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q3TTM,2009-11-29,2010-11-27,,3.4,3.4,0.57,3.34,,897000000.0,1488000000.0,1589000000.0,-101000000.0,1405000000.0,83000000.0,37565000000.0,50118000000.0,1000000.0,,,,10028000000.0,37565000000.0,12553000000.0,88000000.0,48000000.0,10028000000.0,2525000000.0,-40000000.0,2485000000.0,50118000000.0,394500000.0,397100000.0,407800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q2,2010-05-30,2010-08-28,2010-10-07 16:31:32+00:00,0.61,0.61,0.14,0.6,,146000000.0,257000000.0,257000000.0,,254000000.0,3000000.0,8421000000.0,11339000000.0,,,,,2507000000.0,8421000000.0,2918000000.0,21000000.0,13000000.0,2507000000.0,411000000.0,-8000000.0,403000000.0,11339000000.0,416400000.0,413500000.0,423600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q2YTD,2010-02-28,2010-08-28,,0.98,0.98,0.28,0.96,,267000000.0,438000000.0,438000000.0,,409000000.0,29000000.0,16415000000.0,22126000000.0,,,,,4987000000.0,16415000000.0,5711000000.0,44000000.0,25000000.0,4987000000.0,724000000.0,-19000000.0,705000000.0,22126000000.0,416400000.0,413500000.0,423600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q2TTM,2009-08-30,2010-08-28,,3.39,3.39,0.56,3.33,,857000000.0,1519000000.0,1620000000.0,-101000000.0,1415000000.0,104000000.0,37740000000.0,50252000000.0,1000000.0,,,,9996000000.0,37740000000.0,12512000000.0,91000000.0,51000000.0,9996000000.0,2516000000.0,-40000000.0,2476000000.0,50252000000.0,416400000.0,413500000.0,423600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q1,2010-02-28,2010-05-29,2010-07-08 16:08:11+00:00,0.37,0.37,0.14,0.36,,121000000.0,181000000.0,181000000.0,,155000000.0,26000000.0,7994000000.0,10787000000.0,,,,,2480000000.0,7994000000.0,2793000000.0,23000000.0,12000000.0,2480000000.0,313000000.0,-11000000.0,302000000.0,10787000000.0,418900000.0,420300000.0,431700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2011.0,Q1TTM,2009-05-31,2010-05-29,,3.16,3.16,0.56,3.1,,830000000.0,1419000000.0,1520000000.0,-101000000.0,1319000000.0,100000000.0,37657000000.0,49935000000.0,1000000.0,,,,9893000000.0,37657000000.0,12278000000.0,92000000.0,56000000.0,9893000000.0,2385000000.0,-36000000.0,2349000000.0,49935000000.0,418900000.0,420300000.0,431700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q4,2011-10-30,2012-03-03,,-4.67,-4.67,0.16,-4.56,,378000000.0,-502000000.0,763000000.0,-1265000000.0,-1727000000.0,1225000000.0,9639000000.0,12087000000.0,3000000.0,,,25000000.0,1324000000.0,9639000000.0,2448000000.0,13000000.0,52000000.0,1349000000.0,1099000000.0,39000000.0,1138000000.0,12087000000.0,366400000.0,366300000.0,374500000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,FY,2011-02-27,2012-03-03,2014-03-28 16:36:53+00:00,-3.36,-3.36,0.62,-3.27,0.0,742000000.0,22000000.0,1424000000.0,-1402000000.0,-1231000000.0,1253000000.0,34473000000.0,45457000000.0,,,,29000000.0,8755000000.0,34473000000.0,10984000000.0,111000000.0,77000000.0,8784000000.0,2200000000.0,-34000000.0,2166000000.0,45457000000.0,366400000.0,366300000.0,374500000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q3YTD,2011-02-27,2011-10-29,,1.31,1.31,0.46,1.29,,364000000.0,524000000.0,661000000.0,-137000000.0,496000000.0,28000000.0,24834000000.0,33370000000.0,-3000000.0,,,4000000.0,7431000000.0,24834000000.0,8536000000.0,98000000.0,25000000.0,7435000000.0,1101000000.0,-73000000.0,1028000000.0,33370000000.0,362800000.0,363400000.0,372400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q3TTM,2010-11-28,2011-10-29,,2.92,2.92,0.61,2.87,,743000000.0,1212000000.0,1537000000.0,-325000000.0,1147000000.0,65000000.0,36718000000.0,49101000000.0,-1000000.0,,,142000000.0,9875000000.0,36718000000.0,12383000000.0,120000000.0,35000000.0,10017000000.0,2366000000.0,-85000000.0,2281000000.0,49101000000.0,362800000.0,363400000.0,372400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q3,2011-07-31,2011-10-29,2012-12-05 16:40:02+00:00,0.43,0.43,0.16,0.42,,122000000.0,174000000.0,220000000.0,-46000000.0,156000000.0,18000000.0,8292000000.0,11145000000.0,-2000000.0,,,0.0,2472000000.0,8292000000.0,2853000000.0,37000000.0,0.0,2472000000.0,381000000.0,-37000000.0,344000000.0,11145000000.0,362800000.0,363400000.0,372400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q2YTD,2011-02-27,2011-07-30,,0.88,0.88,0.3,0.87,,242000000.0,350000000.0,441000000.0,-91000000.0,340000000.0,10000000.0,16542000000.0,22225000000.0,-1000000.0,,,4000000.0,4959000000.0,16542000000.0,5683000000.0,61000000.0,25000000.0,4963000000.0,720000000.0,-36000000.0,684000000.0,22225000000.0,376500000.0,376000000.0,385600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q2TTM,2010-08-29,2011-07-30,,3.04,3.04,0.6,2.99,,754000000.0,1278000000.0,1557000000.0,-279000000.0,1208000000.0,70000000.0,37333000000.0,49846000000.0,1000000.0,,,142000000.0,10001000000.0,37333000000.0,12513000000.0,103000000.0,43000000.0,10143000000.0,2370000000.0,-60000000.0,2310000000.0,49846000000.0,376500000.0,376000000.0,385600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q2,2011-05-01,2011-07-30,2012-09-06 16:59:22+00:00,0.34,0.34,0.15,0.34,,87000000.0,111000000.0,148000000.0,-37000000.0,128000000.0,-17000000.0,8094000000.0,10856000000.0,0.0,,,0.0,2502000000.0,8094000000.0,2762000000.0,33000000.0,8000000.0,2502000000.0,260000000.0,-25000000.0,235000000.0,10856000000.0,376500000.0,376000000.0,385600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q1TTM,2010-05-30,2011-04-30,,3.31,3.31,0.59,3.25,,813000000.0,1424000000.0,1666000000.0,-242000000.0,1334000000.0,90000000.0,37660000000.0,50329000000.0,1000000.0,,,142000000.0,10006000000.0,37660000000.0,12669000000.0,91000000.0,48000000.0,10148000000.0,2521000000.0,-43000000.0,2478000000.0,50329000000.0,392600000.0,391100000.0,400700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2012.0,Q1,2011-01-30,2011-04-30,2012-06-13 06:52:57+00:00,0.54,0.54,0.15,0.53,,155000000.0,239000000.0,293000000.0,-54000000.0,212000000.0,27000000.0,8448000000.0,11369000000.0,-1000000.0,,,4000000.0,2457000000.0,8448000000.0,2921000000.0,28000000.0,17000000.0,2461000000.0,460000000.0,-11000000.0,449000000.0,11369000000.0,392600000.0,391100000.0,400700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q3,2012-08-05,2012-11-03,2013-12-09 16:06:56+00:00,-0.03,-0.03,0.17,-0.03,,-6000000.0,1000000.0,-9000000.0,10000000.0,-10000000.0,11000000.0,7153000000.0,9381000000.0,,,,34000000.0,2192000000.0,7153000000.0,2228000000.0,27000000.0,10000000.0,2226000000.0,2000000.0,-17000000.0,-15000000.0,9381000000.0,333300000.0,337200000.0,337200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q3YTD,2012-03-04,2012-11-03,,0.47,0.47,0.49,0.47,,97000000.0,146000000.0,191000000.0,-45000000.0,160000000.0,-14000000.0,22020000000.0,29093000000.0,,,,252000000.0,6467000000.0,22020000000.0,7073000000.0,81000000.0,15000000.0,6719000000.0,354000000.0,-66000000.0,288000000.0,29093000000.0,333300000.0,337200000.0,337200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q3TTM,2011-10-30,2012-11-03,,-4.2,-4.2,0.65,-4.09,,475000000.0,-356000000.0,954000000.0,-1310000000.0,-1567000000.0,1211000000.0,31659000000.0,41180000000.0,3000000.0,,,277000000.0,7791000000.0,31659000000.0,9521000000.0,94000000.0,67000000.0,8068000000.0,1453000000.0,-27000000.0,1426000000.0,41180000000.0,333300000.0,337200000.0,337200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q2,2012-05-06,2012-08-04,2013-09-09 16:16:28+00:00,0.04,0.04,0.16,0.04,,33000000.0,-7000000.0,31000000.0,-38000000.0,12000000.0,-19000000.0,7078000000.0,9339000000.0,,,,91000000.0,2082000000.0,7078000000.0,2261000000.0,26000000.0,2000000.0,2173000000.0,88000000.0,-24000000.0,64000000.0,9339000000.0,300000000.0,338200000.0,338600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q2YTD,2012-03-04,2012-08-04,,0.5,0.5,0.32,0.5,,103000000.0,145000000.0,200000000.0,-55000000.0,170000000.0,-25000000.0,14867000000.0,19712000000.0,,,,218000000.0,4275000000.0,14867000000.0,4845000000.0,54000000.0,5000000.0,4493000000.0,352000000.0,-49000000.0,303000000.0,19712000000.0,300000000.0,338200000.0,338600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q2TTM,2011-07-31,2012-08-04,,-3.74,-3.74,0.64,-3.64,,603000000.0,-183000000.0,1183000000.0,-1366000000.0,-1401000000.0,1218000000.0,32798000000.0,42944000000.0,1000000.0,,,243000000.0,8071000000.0,32798000000.0,10146000000.0,104000000.0,57000000.0,8314000000.0,1832000000.0,-47000000.0,1785000000.0,42944000000.0,300000000.0,338200000.0,338600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q1,2012-01-29,2012-05-05,2013-06-07 16:27:00+00:00,0.46,0.46,0.16,0.46,,70000000.0,152000000.0,169000000.0,-17000000.0,158000000.0,-6000000.0,7789000000.0,10373000000.0,,,,127000000.0,2193000000.0,7789000000.0,2584000000.0,28000000.0,3000000.0,2320000000.0,264000000.0,-25000000.0,239000000.0,10373000000.0,343500000.0,342200000.0,342800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2013.0,Q1TTM,2011-05-01,2012-05-05,,-3.44,-3.44,0.63,-3.34,,657000000.0,-65000000.0,1300000000.0,-1365000000.0,-1285000000.0,1220000000.0,33814000000.0,44461000000.0,1000000.0,,,152000000.0,8491000000.0,33814000000.0,10647000000.0,111000000.0,63000000.0,8643000000.0,2004000000.0,-48000000.0,1956000000.0,44461000000.0,343500000.0,342200000.0,342800000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2014.0,FY,2013-02-03,2014-02-01,2015-03-31 16:12:11+00:00,1.56,1.56,0.68,1.53,0.0,388000000.0,523000000.0,695000000.0,-172000000.0,532000000.0,-9000000.0,31212000000.0,40611000000.0,,,,149000000.0,8106000000.0,31212000000.0,9399000000.0,100000000.0,39000000.0,8255000000.0,1144000000.0,-61000000.0,1083000000.0,40611000000.0,341000000.0,342100000.0,347600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2014.0,Q4,2013-11-03,2014-02-01,,0.86,0.86,0.17,0.84,,135000000.0,294000000.0,317000000.0,-23000000.0,293000000.0,1000000.0,9979000000.0,12569000000.0,,,,105000000.0,2013000000.0,9979000000.0,2590000000.0,23000000.0,3000000.0,2118000000.0,472000000.0,-20000000.0,452000000.0,12569000000.0,341000000.0,342100000.0,347600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2014.0,Q3,2013-08-04,2013-11-02,2013-12-09 16:06:56+00:00,0.16,0.16,0.17,0.16,,35000000.0,54000000.0,44000000.0,10000000.0,54000000.0,0.0,7192000000.0,9362000000.0,,,,31000000.0,2048000000.0,7192000000.0,2170000000.0,24000000.0,12000000.0,2079000000.0,91000000.0,-12000000.0,79000000.0,9362000000.0,337500000.0,342800000.0,348900000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2014.0,Q2,2013-05-05,2013-08-03,2013-09-09 16:16:28+00:00,0.78,0.78,0.17,0.77,,169000000.0,248000000.0,237000000.0,11000000.0,266000000.0,-18000000.0,6831000000.0,9300000000.0,,,,7000000.0,2049000000.0,6831000000.0,2469000000.0,26000000.0,19000000.0,2056000000.0,413000000.0,-7000000.0,406000000.0,9300000000.0,341000000.0,340400000.0,344400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2014.0,Q1,2013-02-03,2013-05-04,2013-06-07 16:27:00+00:00,-0.24,-0.24,0.17,-0.24,,49000000.0,-73000000.0,97000000.0,-170000000.0,-81000000.0,8000000.0,7210000000.0,9380000000.0,,,,6000000.0,1996000000.0,7210000000.0,2170000000.0,27000000.0,5000000.0,2002000000.0,168000000.0,-22000000.0,146000000.0,9380000000.0,337500000.0,339000000.0,341000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,FY,2014-02-02,2015-01-31,2017-03-24 16:49:37+00:00,3.53,3.53,0.72,3.49,,141000000.0,1235000000.0,1246000000.0,-11000000.0,1233000000.0,2000000.0,31292000000.0,40339000000.0,,,,5000000.0,7592000000.0,31292000000.0,9047000000.0,90000000.0,27000000.0,7597000000.0,1450000000.0,-63000000.0,1387000000.0,40339000000.0,349300000.0,349500000.0,353600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q4,2014-11-02,2015-01-31,,1.48,1.48,0.19,1.46,,274000000.0,520000000.0,524000000.0,-4000000.0,519000000.0,1000000.0,11183000000.0,14209000000.0,,,,-7000000.0,2223000000.0,11183000000.0,3026000000.0,22000000.0,10000000.0,2216000000.0,810000000.0,-12000000.0,798000000.0,14209000000.0,349300000.0,349500000.0,353600000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q3,2014-08-03,2014-11-01,2015-12-04 16:05:43+00:00,0.3,0.3,0.19,0.3,,72000000.0,107000000.0,116000000.0,-9000000.0,107000000.0,0.0,6956000000.0,9032000000.0,,,,5000000.0,1866000000.0,6956000000.0,2076000000.0,22000000.0,5000000.0,1871000000.0,205000000.0,-17000000.0,188000000.0,9032000000.0,356700000.0,350100000.0,354000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q3YTD,2014-02-02,2014-11-01,,2.05,2.05,0.53,2.03,,-133000000.0,715000000.0,722000000.0,-7000000.0,714000000.0,1000000.0,20109000000.0,26130000000.0,,,,12000000.0,5369000000.0,20109000000.0,6021000000.0,68000000.0,17000000.0,5381000000.0,640000000.0,-51000000.0,589000000.0,26130000000.0,356700000.0,350100000.0,354000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q3TTM,2013-11-03,2014-11-01,,2.91,2.91,0.7,2.87,,2000000.0,1009000000.0,1039000000.0,-30000000.0,1007000000.0,2000000.0,30088000000.0,38699000000.0,,,,117000000.0,7382000000.0,30088000000.0,8611000000.0,91000000.0,20000000.0,7499000000.0,1112000000.0,-71000000.0,1041000000.0,38699000000.0,356700000.0,350100000.0,354000000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q2,2014-05-04,2014-08-02,2015-09-04 16:07:02+00:00,0.42,0.42,0.17,0.42,,73000000.0,147000000.0,137000000.0,10000000.0,146000000.0,1000000.0,6481000000.0,8459000000.0,,,,5000000.0,1748000000.0,6481000000.0,1978000000.0,23000000.0,8000000.0,1753000000.0,225000000.0,-15000000.0,210000000.0,8459000000.0,347600000.0,349300000.0,352200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q2YTD,2014-02-02,2014-08-02,,1.75,1.75,0.34,1.73,,-205000000.0,608000000.0,606000000.0,2000000.0,607000000.0,1000000.0,13153000000.0,17098000000.0,,,,7000000.0,3503000000.0,13153000000.0,3945000000.0,46000000.0,12000000.0,3510000000.0,435000000.0,-34000000.0,401000000.0,17098000000.0,347600000.0,349300000.0,352200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q2TTM,2013-08-04,2014-08-02,,2.77,2.77,0.68,2.73,,-35000000.0,956000000.0,967000000.0,-11000000.0,954000000.0,2000000.0,30324000000.0,39029000000.0,,,,143000000.0,7564000000.0,30324000000.0,8705000000.0,93000000.0,27000000.0,7707000000.0,998000000.0,-66000000.0,932000000.0,39029000000.0,347600000.0,349300000.0,352200000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q1,2014-02-02,2014-05-03,2015-06-08 08:16:40+00:00,1.33,1.33,0.17,1.31,,-278000000.0,461000000.0,469000000.0,-8000000.0,461000000.0,0.0,6672000000.0,8639000000.0,,,,2000000.0,1755000000.0,6672000000.0,1967000000.0,23000000.0,4000000.0,1757000000.0,210000000.0,-19000000.0,191000000.0,8639000000.0,346600000.0,347400000.0,350400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2015.0,Q1TTM,2013-05-05,2014-05-03,,3.13,3.13,0.68,3.08,,61000000.0,1057000000.0,1067000000.0,-10000000.0,1074000000.0,-17000000.0,30674000000.0,39870000000.0,,,,145000000.0,7865000000.0,30674000000.0,9196000000.0,96000000.0,38000000.0,8010000000.0,1186000000.0,-58000000.0,1128000000.0,39870000000.0,346600000.0,347400000.0,350400000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,FY,2015-02-01,2016-01-30,2018-04-02 17:22:02+00:00,2.59,2.59,1.43,2.56,,503000000.0,897000000.0,807000000.0,90000000.0,897000000.0,,30337000000.0,39528000000.0,,,,198000000.0,7618000000.0,30337000000.0,9191000000.0,80000000.0,15000000.0,7816000000.0,1375000000.0,-65000000.0,1310000000.0,39528000000.0,346300000.0,346500000.0,350700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q4,2015-11-01,2016-01-30,,1.39,1.39,0.23,1.38,,273000000.0,479000000.0,477000000.0,2000000.0,479000000.0,,10672000000.0,13623000000.0,,,,13000000.0,2167000000.0,10672000000.0,2951000000.0,20000000.0,-1000000.0,2180000000.0,771000000.0,-21000000.0,750000000.0,13623000000.0,346300000.0,346500000.0,350700000.0
Best Buy Co Inc,BBY,HL5XPTVRV0O8TUN5LL90,764478,2016.0,Q3,2015-08-02,2015-10-31,2016-12-02 16:43:21+00:00,0.36,0.36,0.23,0.36,,84000000.0,125000000.0,129000000.0,-4000000.0,125000000.0,,6707000000.0,8819000000.0,,,,8000000.0,1874000000.0,6707000000.0,2112000000.0,20000000.0,3000000.0,1882000000.0,230000000.0,-17000000.0,213000000.0,8819000000.0,347200000.0,344700000.0,349000000.0
