company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NRG Energy Inc,NRG,,1013871,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.92,1.92,,620000000.0,1.9,,271000000.0,,,,708000000.0,-1000000.0,4839000000.0,7033000000.0,-714000000.0,-491000000.0,34000000.0,,-23000000.0,7000000.0,,,441000000.0,4839000000.0,2194000000.0,469000000.0,41000000.0,1038000000.0,1156000000.0,-394000000.0,762000000.0,7033000000.0,504500000.0,252000000.0,253000000.0
NRG Energy Inc,NRG,,1013871,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.07,2.07,,844000000.0,2.06,,385000000.0,33000000.0,33000000.0,,735000000.0,-1000000.0,6275000000.0,9174000000.0,-714000000.0,-491000000.0,38000000.0,,-23000000.0,13000000.0,,25000000.0,583000000.0,6275000000.0,2899000000.0,648000000.0,49000000.0,1429000000.0,1470000000.0,-561000000.0,909000000.0,9174000000.0,504500000.0,252000000.0,253000000.0
NRG Energy Inc,NRG,,1013871,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.04,1.04,,410000000.0,1.03,,182000000.0,,,,264000000.0,-1000000.0,2990000000.0,4348000000.0,-268000000.0,-268000000.0,23000000.0,,-23000000.0,5000000.0,,,269000000.0,2990000000.0,1358000000.0,300000000.0,25000000.0,656000000.0,702000000.0,-252000000.0,450000000.0,4348000000.0,253700000.0,255000000.0,256000000.0
NRG Energy Inc,NRG,,1013871,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.28,2.28,,846000000.0,2.21,,462000000.0,311000000.0,311000000.0,,563000000.0,-1000000.0,6331000000.0,9405000000.0,-268000000.0,-268000000.0,32000000.0,,-23000000.0,17000000.0,,31000000.0,593000000.0,6331000000.0,3074000000.0,657000000.0,39000000.0,1447000000.0,1627000000.0,-586000000.0,1041000000.0,9405000000.0,253700000.0,255000000.0,256000000.0
NRG Energy Inc,NRG,,1013871,2010.0,Q1TTM,2009-04-01,2010-03-31,,3.07,3.07,0.08,851000000.0,3.07,,495000000.0,743000000.0,743000000.0,,781000000.0,-1000000.0,6240000000.0,9509000000.0,-58000000.0,-58000000.0,2000000.0,,-23000000.0,21000000.0,,54000000.0,585000000.0,6240000000.0,3269000000.0,669000000.0,161000000.0,1467000000.0,1802000000.0,-506000000.0,1296000000.0,9509000000.0,254500000.0,254000000.0,257000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q4,2011-10-01,2011-12-31,,-0.46,-0.46,,231000000.0,-0.45,,-28000000.0,-109000000.0,-109000000.0,,149000000.0,,1785000000.0,2132000000.0,-260000000.0,,6000000.0,,,2000000.0,,,107000000.0,1785000000.0,347000000.0,161000000.0,9000000.0,338000000.0,9000000.0,-146000000.0,-137000000.0,2132000000.0,241000000.0,240000000.0,241000000.0
NRG Energy Inc,NRG,,1013871,2011.0,FY,2011-01-01,2011-12-31,2014-09-10 15:40:02+00:00,0.78,0.78,0.0,896000000.0,0.78,160000000.0,-843000000.0,197000000.0,197000000.0,,188000000.0,0.0,6802000000.0,9079000000.0,,,19000000.0,,,9000000.0,,0.0,586000000.0,6802000000.0,2277000000.0,840000000.0,-460000000.0,1642000000.0,635000000.0,-1281000000.0,-646000000.0,9079000000.0,241000000.0,240000000.0,241000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q3,2011-07-01,2011-09-30,2012-11-02 13:54:57+00:00,-0.24,-0.24,0.0,238000000.0,-0.24,160000000.0,-80000000.0,-55000000.0,-55000000.0,,-57000000.0,0.0,2064000000.0,2674000000.0,,,5000000.0,,,2000000.0,,0.0,169000000.0,2064000000.0,610000000.0,196000000.0,13000000.0,567000000.0,43000000.0,-178000000.0,-135000000.0,2674000000.0,237500000.0,240000000.0,240000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.24,1.24,,665000000.0,1.23,160000000.0,-815000000.0,306000000.0,306000000.0,,39000000.0,,5017000000.0,6947000000.0,260000000.0,,13000000.0,,,7000000.0,,,479000000.0,5017000000.0,1930000000.0,679000000.0,-469000000.0,1304000000.0,626000000.0,-1135000000.0,-509000000.0,6947000000.0,237500000.0,240000000.0,240000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.18,1.18,,883000000.0,1.17,160000000.0,-809000000.0,782000000.0,782000000.0,,-201000000.0,1000000.0,6306000000.0,8763000000.0,974000000.0,491000000.0,12000000.0,,,9000000.0,,,636000000.0,6306000000.0,2457000000.0,842000000.0,-466000000.0,1679000000.0,778000000.0,-1296000000.0,-518000000.0,8763000000.0,237500000.0,240000000.0,240000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 12:37:47+00:00,2.54,2.54,,222000000.0,2.53,,-630000000.0,621000000.0,621000000.0,,618000000.0,0.0,1620000000.0,2278000000.0,,,3000000.0,,,3000000.0,,,167000000.0,1620000000.0,658000000.0,282000000.0,1000000.0,389000000.0,269000000.0,-278000000.0,-9000000.0,2278000000.0,243300000.0,243000000.0,244000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.48,1.48,,427000000.0,1.47,,-735000000.0,361000000.0,361000000.0,,96000000.0,,2953000000.0,4273000000.0,260000000.0,,8000000.0,,,5000000.0,,,310000000.0,2953000000.0,1320000000.0,483000000.0,-482000000.0,737000000.0,583000000.0,-957000000.0,-374000000.0,4273000000.0,243300000.0,243000000.0,244000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.3,2.3,,855000000.0,2.28,,-640000000.0,837000000.0,837000000.0,,300000000.0,1000000.0,6091000000.0,8774000000.0,528000000.0,268000000.0,18000000.0,,,9000000.0,,,639000000.0,6091000000.0,2683000000.0,815000000.0,-463000000.0,1494000000.0,1189000000.0,-1260000000.0,-71000000.0,8774000000.0,243300000.0,243000000.0,244000000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 12:41:00+00:00,-1.06,-1.06,,205000000.0,-1.06,,-105000000.0,-260000000.0,-260000000.0,,-522000000.0,0.0,1333000000.0,1995000000.0,260000000.0,,5000000.0,,,2000000.0,,,143000000.0,1333000000.0,662000000.0,201000000.0,-483000000.0,348000000.0,314000000.0,-679000000.0,-365000000.0,1995000000.0,0.0,492500000.0,492500000.0
NRG Energy Inc,NRG,,1013871,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.58,0.58,,841000000.0,0.56,,107000000.0,216000000.0,216000000.0,,-110000000.0,,5813000000.0,8629000000.0,317000000.0,58000000.0,34000000.0,,,9000000.0,,,611000000.0,5813000000.0,2816000000.0,680000000.0,-453000000.0,1452000000.0,1364000000.0,-1099000000.0,265000000.0,8629000000.0,0.0,492500000.0,492500000.0
NRG Energy Inc,NRG,,1013871,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:57:31+00:00,1.23,1.23,0.18,950000000.0,1.22,0.0,-327000000.0,315000000.0,315000000.0,,295000000.0,20000000.0,6140000000.0,8422000000.0,,,315000000.0,,0.0,,68000000.0,107000000.0,807000000.0,6140000000.0,2282000000.0,712000000.0,35000000.0,1932000000.0,350000000.0,-362000000.0,-12000000.0,8422000000.0,239800000.0,232000000.0,234000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q4,2012-10-01,2012-12-31,,1.07,1.07,0.09,247000000.0,1.07,,-81000000.0,254000000.0,254000000.0,,259000000.0,2000000.0,1428000000.0,2063000000.0,,,303000000.0,,,-7000000.0,68000000.0,89000000.0,194000000.0,1428000000.0,635000000.0,176000000.0,9000000.0,598000000.0,37000000.0,136000000.0,173000000.0,2063000000.0,239800000.0,232000000.0,234000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q3,2012-07-01,2012-09-30,2013-11-12 16:39:10+00:00,-0.01,-0.01,0.09,239000000.0,-0.01,,-113000000.0,8000000.0,8000000.0,,-3000000.0,9000000.0,1764000000.0,2331000000.0,,,9000000.0,,,2000000.0,,18000000.0,224000000.0,1764000000.0,567000000.0,204000000.0,4000000.0,481000000.0,86000000.0,-191000000.0,-105000000.0,2331000000.0,300000000.0,228000000.0,228000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.16,0.16,0.09,703000000.0,0.15,,-246000000.0,61000000.0,61000000.0,,36000000.0,18000000.0,4712000000.0,6359000000.0,,,12000000.0,,,7000000.0,,18000000.0,613000000.0,4712000000.0,1647000000.0,536000000.0,26000000.0,1334000000.0,313000000.0,-498000000.0,-185000000.0,6359000000.0,300000000.0,228000000.0,228000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.3,-0.3,0.09,934000000.0,-0.3,,-274000000.0,-48000000.0,-48000000.0,,185000000.0,18000000.0,6497000000.0,8491000000.0,-260000000.0,,18000000.0,,,9000000.0,,18000000.0,720000000.0,6497000000.0,1994000000.0,697000000.0,35000000.0,1672000000.0,322000000.0,-644000000.0,-322000000.0,8491000000.0,300000000.0,228000000.0,228000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q2,2012-04-01,2012-06-30,2013-08-09 15:35:25+00:00,1.09,1.09,0.0,234000000.0,1.08,,-13000000.0,259000000.0,259000000.0,,248000000.0,8000000.0,1352000000.0,2166000000.0,,,2000000.0,,,3000000.0,,0.0,183000000.0,1352000000.0,814000000.0,167000000.0,14000000.0,417000000.0,397000000.0,-151000000.0,246000000.0,2166000000.0,227500000.0,228000000.0,229000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.17,0.17,,464000000.0,0.16,,-133000000.0,53000000.0,53000000.0,,39000000.0,9000000.0,2948000000.0,4028000000.0,,,3000000.0,,,5000000.0,,,389000000.0,2948000000.0,1080000000.0,332000000.0,22000000.0,853000000.0,227000000.0,-307000000.0,-80000000.0,4028000000.0,227500000.0,228000000.0,229000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.53,-0.53,,933000000.0,-0.53,160000000.0,-241000000.0,-111000000.0,-111000000.0,,131000000.0,9000000.0,6797000000.0,8834000000.0,-260000000.0,,14000000.0,,,9000000.0,,,665000000.0,6797000000.0,2037000000.0,689000000.0,44000000.0,1758000000.0,279000000.0,-631000000.0,-352000000.0,8834000000.0,227500000.0,228000000.0,229000000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 15:48:41+00:00,-0.92,-0.92,0.0,230000000.0,-0.92,,-120000000.0,-206000000.0,-206000000.0,,-209000000.0,1000000.0,1596000000.0,1862000000.0,,,1000000.0,,,2000000.0,,0.0,206000000.0,1596000000.0,266000000.0,165000000.0,8000000.0,436000000.0,-170000000.0,-156000000.0,-326000000.0,1862000000.0,227200000.0,228000000.0,227200000.0
NRG Energy Inc,NRG,,1013871,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.92,0.92,,921000000.0,0.92,160000000.0,-858000000.0,251000000.0,251000000.0,,501000000.0,1000000.0,7065000000.0,8946000000.0,-260000000.0,,15000000.0,,,9000000.0,,,649000000.0,7065000000.0,1881000000.0,804000000.0,31000000.0,1730000000.0,151000000.0,-758000000.0,-607000000.0,8946000000.0,227200000.0,228000000.0,227200000.0
NRG Energy Inc,NRG,,1013871,2013.0,FY,2013-01-01,2013-12-31,2016-02-29 13:46:58+00:00,-1.22,-1.22,0.45,1256000000.0,-1.22,459000000.0,-282000000.0,-352000000.0,-352000000.0,,-395000000.0,34000000.0,8130000000.0,11295000000.0,,,13000000.0,,0.0,9000000.0,84000000.0,128000000.0,895000000.0,8130000000.0,3165000000.0,898000000.0,-92000000.0,2822000000.0,343000000.0,-977000000.0,-634000000.0,11295000000.0,323800000.0,323000000.0,323000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q4,2013-10-01,2013-12-31,,-0.92,-0.92,0.12,309000000.0,-0.92,459000000.0,-227000000.0,-290000000.0,-290000000.0,,-299000000.0,7000000.0,1953000000.0,2795000000.0,,,4000000.0,,,2000000.0,21000000.0,33000000.0,225000000.0,1953000000.0,842000000.0,218000000.0,-98000000.0,1047000000.0,-205000000.0,-312000000.0,-517000000.0,2795000000.0,323800000.0,323000000.0,323000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q3YTD,2013-01-01,2013-09-30,,-0.3,-0.3,0.33,947000000.0,-0.3,,-55000000.0,-62000000.0,-62000000.0,,-96000000.0,27000000.0,6177000000.0,8500000000.0,,,9000000.0,,,7000000.0,63000000.0,95000000.0,670000000.0,6177000000.0,2323000000.0,680000000.0,6000000.0,1775000000.0,548000000.0,-665000000.0,-117000000.0,8500000000.0,325000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.77,0.77,0.42,1194000000.0,0.77,,-136000000.0,192000000.0,192000000.0,,163000000.0,29000000.0,7605000000.0,10563000000.0,,,312000000.0,,,,131000000.0,184000000.0,864000000.0,7605000000.0,2958000000.0,856000000.0,15000000.0,2373000000.0,585000000.0,-529000000.0,56000000.0,10563000000.0,325000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q3,2013-07-01,2013-09-30,2014-11-05 15:08:36+00:00,0.36,0.36,0.12,327000000.0,0.36,0.0,160000000.0,138000000.0,138000000.0,,117000000.0,19000000.0,2373000000.0,3490000000.0,,,5000000.0,,0.0,2000000.0,24000000.0,26000000.0,213000000.0,2373000000.0,1117000000.0,229000000.0,-5000000.0,590000000.0,527000000.0,-229000000.0,298000000.0,3490000000.0,325000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.66,-0.66,0.21,620000000.0,-0.66,,-215000000.0,-200000000.0,-200000000.0,,-213000000.0,8000000.0,3804000000.0,5010000000.0,,,4000000.0,,,5000000.0,39000000.0,69000000.0,457000000.0,3804000000.0,1206000000.0,451000000.0,11000000.0,1185000000.0,21000000.0,-436000000.0,-415000000.0,5010000000.0,327000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.4,0.4,0.39,1106000000.0,0.4,,-409000000.0,62000000.0,62000000.0,,43000000.0,19000000.0,6996000000.0,9404000000.0,,,316000000.0,,,,107000000.0,176000000.0,875000000.0,6996000000.0,2408000000.0,831000000.0,24000000.0,2264000000.0,144000000.0,-491000000.0,-347000000.0,9404000000.0,327000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 13:37:14+00:00,0.37,0.37,0.12,313000000.0,0.37,,-63000000.0,131000000.0,131000000.0,,121000000.0,7000000.0,2051000000.0,2929000000.0,,,0.0,,0.0,3000000.0,21000000.0,27000000.0,230000000.0,2051000000.0,878000000.0,227000000.0,8000000.0,591000000.0,287000000.0,-219000000.0,68000000.0,2929000000.0,327000000.0,323000000.0,327000000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 15:19:04+00:00,-1.03,-1.03,0.09,307000000.0,-1.03,,-152000000.0,-331000000.0,-331000000.0,,-334000000.0,1000000.0,1753000000.0,2081000000.0,,,4000000.0,,0.0,2000000.0,18000000.0,42000000.0,227000000.0,1753000000.0,328000000.0,224000000.0,3000000.0,594000000.0,-266000000.0,-217000000.0,-483000000.0,2081000000.0,324300000.0,323000000.0,324300000.0
NRG Energy Inc,NRG,,1013871,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.12,1.12,0.27,1027000000.0,1.11,,-359000000.0,190000000.0,190000000.0,,170000000.0,20000000.0,6297000000.0,8641000000.0,,,318000000.0,,,,86000000.0,149000000.0,828000000.0,6297000000.0,2344000000.0,771000000.0,30000000.0,2090000000.0,254000000.0,-423000000.0,-169000000.0,8641000000.0,324300000.0,323000000.0,324300000.0
NRG Energy Inc,NRG,,1013871,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 16:59:08+00:00,0.23,0.23,0.54,1523000000.0,0.23,97000000.0,3000000.0,132000000.0,132000000.0,,78000000.0,-2000000.0,11808000000.0,15868000000.0,,,22000000.0,,-19000000.0,56000000.0,88000000.0,84000000.0,1016000000.0,11808000000.0,4060000000.0,1214000000.0,56000000.0,2789000000.0,1271000000.0,-1136000000.0,135000000.0,15868000000.0,339100000.0,334000000.0,339000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q4,2014-10-01,2014-12-31,,0.22,0.22,0.14,427000000.0,0.23,27000000.0,71000000.0,97000000.0,97000000.0,,70000000.0,-22000000.0,2965000000.0,4192000000.0,,,9000000.0,,,49000000.0,26000000.0,15000000.0,279000000.0,2965000000.0,1227000000.0,311000000.0,17000000.0,774000000.0,453000000.0,-285000000.0,168000000.0,4192000000.0,339100000.0,334000000.0,339000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 15:52:09+00:00,0.49,0.49,0.14,375000000.0,0.48,70000000.0,89000000.0,182000000.0,182000000.0,,166000000.0,14000000.0,3278000000.0,4569000000.0,,,-3000000.0,,0.0,2000000.0,22000000.0,17000000.0,258000000.0,3278000000.0,1291000000.0,293000000.0,18000000.0,742000000.0,549000000.0,-278000000.0,271000000.0,4569000000.0,338800000.0,338000000.0,343000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.01,0.01,0.4,1096000000.0,0.01,70000000.0,-68000000.0,35000000.0,35000000.0,,8000000.0,20000000.0,8843000000.0,11676000000.0,,,13000000.0,,-19000000.0,7000000.0,62000000.0,69000000.0,737000000.0,8843000000.0,2833000000.0,903000000.0,39000000.0,2015000000.0,818000000.0,-851000000.0,-33000000.0,11676000000.0,338800000.0,338000000.0,343000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q3TTM,2013-10-01,2014-09-30,,-0.91,-0.91,0.52,1405000000.0,-0.92,529000000.0,-295000000.0,-255000000.0,-255000000.0,,-291000000.0,27000000.0,10796000000.0,14471000000.0,,,17000000.0,,-19000000.0,9000000.0,83000000.0,102000000.0,962000000.0,10796000000.0,3675000000.0,1121000000.0,-59000000.0,3062000000.0,613000000.0,-1163000000.0,-550000000.0,14471000000.0,338800000.0,338000000.0,343000000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 14:25:25+00:00,-0.3,-0.3,0.14,386000000.0,-0.3,,-126000000.0,-80000000.0,-80000000.0,,-100000000.0,17000000.0,2828000000.0,3621000000.0,,,5000000.0,,0.0,3000000.0,21000000.0,40000000.0,257000000.0,2828000000.0,793000000.0,314000000.0,14000000.0,704000000.0,89000000.0,-295000000.0,-206000000.0,3621000000.0,333300000.0,337000000.0,333300000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q2YTD,2014-01-01,2014-06-30,,-0.48,-0.48,0.26,721000000.0,-0.48,,-157000000.0,-147000000.0,-147000000.0,,-158000000.0,6000000.0,5565000000.0,7107000000.0,,,16000000.0,,-19000000.0,5000000.0,40000000.0,52000000.0,479000000.0,5565000000.0,1542000000.0,610000000.0,21000000.0,1273000000.0,269000000.0,-573000000.0,-304000000.0,7107000000.0,333300000.0,337000000.0,333300000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q2TTM,2013-07-01,2014-06-30,,-1.04,-1.04,0.5,1357000000.0,-1.04,459000000.0,-224000000.0,-299000000.0,-299000000.0,,-340000000.0,32000000.0,9891000000.0,13392000000.0,,,25000000.0,,-19000000.0,9000000.0,85000000.0,111000000.0,917000000.0,9891000000.0,3501000000.0,1057000000.0,-82000000.0,2910000000.0,591000000.0,-1114000000.0,-523000000.0,13392000000.0,333300000.0,337000000.0,333300000.0
NRG Energy Inc,NRG,,1013871,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 13:58:33+00:00,-0.18,-0.18,0.12,335000000.0,-0.18,,-31000000.0,-67000000.0,-67000000.0,,-58000000.0,-11000000.0,2737000000.0,3486000000.0,,,11000000.0,,-19000000.0,2000000.0,19000000.0,12000000.0,222000000.0,2737000000.0,749000000.0,296000000.0,7000000.0,569000000.0,180000000.0,-278000000.0,-98000000.0,3486000000.0,322200000.0,324000000.0,322200000.0
