company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q3YTD,2009-12-27,2010-09-25,2011-10-25 08:07:02+00:00,-10952000.0,,,,155681000.0,,-10584000.0,-70301000.0,2226000.0,,,-46886000.0,-105597000.0,181886000.0,-46886000.0,-105597000.0,181886000.0,18819000.0,53722000.0,53722000.0,,42784000.0,,,,-18688000.0,-120469000.0,-8638000.0,-21786000.0,,,25824000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q2TTM,2009-06-28,2010-06-26,,-10952000.0,,,,220900000.0,,-22048000.0,320612000.0,1120000.0,24321000.0,-2060000.0,-31441000.0,-152071000.0,224690000.0,-31441000.0,-152071000.0,224690000.0,19130000.0,-447428000.0,-447428000.0,,130606000.0,,-148746000.0,,-9213000.0,-160250000.0,-45609000.0,,,,167877000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q2,2010-03-28,2010-06-26,,-10952000.0,,,,50879000.0,,-8185000.0,-68511000.0,342000.0,,,-10539000.0,-48738000.0,-17997000.0,-10539000.0,-48738000.0,-17997000.0,-85459000.0,-16140000.0,-16140000.0,,15775000.0,-1635000.0,,,-9213000.0,-41762000.0,-33000.0,,,,3976000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q2YTD,2009-12-27,2010-06-26,2011-07-26 08:03:50+00:00,-10952000.0,,,,103581000.0,,-23404000.0,-110014000.0,1119000.0,,,-16883000.0,-76408000.0,34637000.0,-16883000.0,-76408000.0,34637000.0,-82058000.0,13100000.0,13100000.0,,27970000.0,,,,-9213000.0,-83202000.0,-8789000.0,,,,17746000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2010.0,Q1,2009-12-27,2010-03-27,2011-04-26 08:01:55+00:00,,,,,52702000.0,,-15219000.0,-41503000.0,777000.0,,,-6344000.0,-27670000.0,52634000.0,-6344000.0,-27670000.0,52634000.0,3401000.0,29240000.0,29240000.0,,12195000.0,1635000.0,,,,-41440000.0,-8756000.0,,,,13770000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q4,2011-09-25,2011-12-31,,-333000.0,,,,53239000.0,,-10931000.0,66142000.0,,10000000.0,,-660000.0,-49590000.0,180007000.0,-660000.0,-49590000.0,180007000.0,118826000.0,20657000.0,20657000.0,,39969000.0,8216000.0,-8509000.0,,-9099000.0,-40857000.0,-9777000.0,,,,109000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,FY,2010-12-26,2011-12-31,2014-02-25 06:14:00+00:00,-73000000.0,,,,211000000.0,,-1000000.0,-195000000.0,,10000000.0,,-98000000.0,-157000000.0,200000000.0,-98000000.0,-157000000.0,200000000.0,-56000000.0,96000000.0,96000000.0,,88000000.0,9000000.0,38000000.0,,-38000000.0,-130000000.0,-79000000.0,,,,8000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3TTM,2010-09-26,2011-09-24,,-72667000.0,,,,210399000.0,,7387000.0,-269363000.0,-1215000.0,52488000.0,,-81352000.0,-193333000.0,41233000.0,-81352000.0,-193333000.0,41233000.0,-226065000.0,-24584000.0,-24584000.0,,124781000.0,784000.0,,,-59638000.0,-138126000.0,-95557000.0,21786000.0,,,17460000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3,2011-06-26,2011-09-24,,,,,,53650000.0,,-2709000.0,-4544000.0,,,,-58347000.0,-28438000.0,167991000.0,-58347000.0,-28438000.0,167991000.0,78497000.0,100849000.0,100849000.0,,18036000.0,161000.0,,,-9213000.0,-28714000.0,-49295000.0,,,,276000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q3YTD,2010-12-26,2011-09-24,2012-11-06 08:00:58+00:00,-72667000.0,,,,157761000.0,,9931000.0,-261142000.0,,,,-97340000.0,-107410000.0,19993000.0,-97340000.0,-107410000.0,19993000.0,-174826000.0,75343000.0,75343000.0,,48031000.0,784000.0,46509000.0,,-28901000.0,-89143000.0,-69223000.0,,,,7891000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2TTM,2010-06-27,2011-06-25,,-72667000.0,,,,208849000.0,,22916000.0,-225106000.0,-108000.0,52488000.0,,-53008000.0,-194084000.0,20491000.0,-53008000.0,-194084000.0,20491000.0,-203685000.0,-84811000.0,-84811000.0,,121559000.0,623000.0,,,-59900000.0,-146679000.0,-46111000.0,,,,25262000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2,2011-03-27,2011-06-25,,,,,,52842000.0,,1387000.0,-97686000.0,,-9927000.0,,-39596000.0,-28465000.0,-53378000.0,-39596000.0,-28465000.0,-53378000.0,-120052000.0,-20116000.0,-20116000.0,,11582000.0,151000.0,,,-10475000.0,-31842000.0,-19345000.0,,,,3377000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q2YTD,2010-12-26,2011-06-25,2012-08-07 08:01:01+00:00,-72667000.0,,,,104111000.0,,12640000.0,-256598000.0,,,,-38993000.0,-78972000.0,-147998000.0,-38993000.0,-78972000.0,-147998000.0,-253323000.0,-25506000.0,-25506000.0,,29995000.0,623000.0,46509000.0,,-19688000.0,-60429000.0,-19928000.0,,,,7615000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q1TTM,2010-03-28,2011-03-26,,-83619000.0,,,,206886000.0,,13344000.0,-195931000.0,234000.0,62415000.0,,-23951000.0,-214357000.0,55872000.0,-23951000.0,-214357000.0,55872000.0,-169092000.0,-80835000.0,-80835000.0,,125752000.0,-1163000.0,,,-58638000.0,-156599000.0,-26799000.0,,,,25861000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2011.0,Q1,2010-12-26,2011-03-26,2012-05-01 07:21:04+00:00,-72667000.0,,,,51269000.0,,11253000.0,-158912000.0,,9927000.0,,603000.0,-50507000.0,-94620000.0,603000.0,-50507000.0,-94620000.0,-133271000.0,-5390000.0,-5390000.0,,18413000.0,472000.0,46509000.0,,-9213000.0,-28587000.0,-583000.0,,,,4238000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q4,2012-09-30,2012-12-29,,,,,,51926000.0,,3650000.0,38063000.0,2000000.0,22000000.0,,-16340000.0,-31068000.0,94907000.0,-16340000.0,-31068000.0,94907000.0,51149000.0,-7187000.0,-7187000.0,,12105000.0,-1379000.0,31589000.0,,-449000.0,-31284000.0,-38512000.0,,,,-31373000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,FY,2012-01-01,2012-12-29,2015-02-24 07:02:30+00:00,,,,,203000000.0,,6000000.0,-93000000.0,2000000.0,272000000.0,,-55000000.0,-30000000.0,179000000.0,-55000000.0,-30000000.0,179000000.0,100000000.0,-77000000.0,-77000000.0,,146000000.0,,90000000.0,,-1000000.0,-120000000.0,-328000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3TTM,2011-09-25,2012-09-29,,-333000.0,,,,204313000.0,,-8581000.0,-64921000.0,,260000000.0,,-39320000.0,-48522000.0,264100000.0,-39320000.0,-48522000.0,264100000.0,167677000.0,-49156000.0,-49156000.0,,173864000.0,9595000.0,49902000.0,,-9650000.0,-129573000.0,-299265000.0,,,,31482000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3,2012-07-01,2012-09-29,,,,,,49452000.0,,3004000.0,124445000.0,,,,-6589000.0,-15496000.0,215934000.0,-6589000.0,-15496000.0,215934000.0,196853000.0,-61925000.0,-61925000.0,,103962000.0,249000.0,,,,-26245000.0,-6838000.0,,,,10749000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q3YTD,2012-01-01,2012-09-29,2013-11-05 16:01:56+00:00,,,,,151074000.0,,2350000.0,-131063000.0,,250000000.0,,-38660000.0,1068000.0,84093000.0,-38660000.0,1068000.0,84093000.0,48851000.0,-69813000.0,-69813000.0,,133895000.0,1379000.0,58411000.0,,-551000.0,-88716000.0,-289488000.0,,,,31373000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2TTM,2011-06-26,2012-06-30,,-333000.0,,,,208511000.0,,-14294000.0,-193910000.0,,260000000.0,,-91078000.0,-61464000.0,216157000.0,-91078000.0,-61464000.0,216157000.0,49321000.0,113618000.0,113618000.0,,87938000.0,9507000.0,49902000.0,,-18863000.0,-132042000.0,-341722000.0,,,,21009000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2,2012-04-01,2012-06-30,,,,,,50720000.0,,-4877000.0,-71198000.0,,,,-5536000.0,-17206000.0,-38476000.0,-5536000.0,-17206000.0,-38476000.0,-66095000.0,-57387000.0,-57387000.0,,39389000.0,602000.0,,,-551000.0,-27833000.0,-5587000.0,,,,10627000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-30 08:00:48+00:00,,,,,101622000.0,,-654000.0,-255508000.0,,250000000.0,,-32071000.0,16564000.0,-131841000.0,-32071000.0,16564000.0,-131841000.0,-148002000.0,-7888000.0,-7888000.0,,29933000.0,1130000.0,58411000.0,,-551000.0,-62471000.0,-282650000.0,,,,20624000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q1TTM,2011-03-27,2012-03-31,,-333000.0,,,,210633000.0,,-8030000.0,-220398000.0,,250073000.0,,-125138000.0,-72723000.0,201255000.0,-125138000.0,-72723000.0,201255000.0,-4636000.0,150889000.0,150889000.0,,60131000.0,9056000.0,49902000.0,,-28787000.0,-136051000.0,-355480000.0,,,,13759000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 08:01:05+00:00,,,,,50902000.0,,4223000.0,-184310000.0,,250000000.0,,-26535000.0,33770000.0,-93365000.0,-26535000.0,33770000.0,-93365000.0,-81907000.0,49499000.0,49499000.0,,-9456000.0,528000.0,58411000.0,,,-34638000.0,-277063000.0,,,,9997000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,FY,2012-12-30,2013-12-28,2016-02-23 06:55:16+00:00,,,139000000.0,65000000.0,209000000.0,1132000000.0,3000000.0,-69000000.0,3000000.0,23000000.0,,-640000000.0,1028000000.0,-107000000.0,-640000000.0,1028000000.0,-107000000.0,284000000.0,-20000000.0,-20000000.0,,-227000000.0,,33000000.0,,-63000000.0,-137000000.0,-196000000.0,,-407000000.0,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q4,2013-09-29,2013-12-28,,,,139000000.0,65000000.0,64000000.0,457000000.0,1000000.0,14000000.0,-1000000.0,23000000.0,,-230000000.0,446000000.0,13000000.0,-230000000.0,446000000.0,13000000.0,230000000.0,-120000000.0,-120000000.0,,55000000.0,,32000000.0,,-19000000.0,-43000000.0,-29000000.0,,-204000000.0,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q3TTM,2012-09-30,2013-09-28,,,,,,196926000.0,675000000.0,5650000.0,-44937000.0,6000000.0,22000000.0,,-426340000.0,550932000.0,-25093000.0,-426340000.0,550932000.0,-25093000.0,105149000.0,92813000.0,92813000.0,,-269895000.0,-1379000.0,32589000.0,,-44449000.0,-125284000.0,-205512000.0,,-203000000.0,,-31373000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q3YTD,2012-12-30,2013-09-28,2014-11-04 06:54:02+00:00,,,,,145000000.0,675000000.0,2000000.0,-83000000.0,4000000.0,,,-410000000.0,582000000.0,-120000000.0,-410000000.0,582000000.0,-120000000.0,54000000.0,100000000.0,100000000.0,,-282000000.0,,1000000.0,,-44000000.0,-94000000.0,-167000000.0,,-203000000.0,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q1,2012-12-30,2013-03-30,2014-05-06 07:01:53+00:00,,,,,49000000.0,,-6000000.0,-156000000.0,,17000000.0,,7000000.0,-29000000.0,-94000000.0,7000000.0,-29000000.0,-94000000.0,-122000000.0,-7000000.0,-7000000.0,,20000000.0,,,,-10000000.0,-29000000.0,,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2013.0,Q1TTM,2012-04-01,2013-03-30,,,,,,201098000.0,,-4223000.0,-64690000.0,2000000.0,39000000.0,,-21465000.0,-92770000.0,178365000.0,-21465000.0,-92770000.0,178365000.0,59907000.0,-133499000.0,-133499000.0,,175456000.0,-528000.0,31589000.0,,-11000000.0,-114362000.0,-50937000.0,,,,-9997000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,FY,2013-12-29,2014-12-27,2017-03-01 06:57:45+00:00,,,-20000000.0,68000000.0,277000000.0,43000000.0,-27000000.0,-29000000.0,39000000.0,4000000.0,,17000000.0,-5000000.0,93000000.0,17000000.0,-5000000.0,93000000.0,116000000.0,-352000000.0,-293000000.0,-59000000.0,138000000.0,,5000000.0,38000000.0,,-96000000.0,-26000000.0,,,43000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q4,2014-09-28,2014-12-27,,,,-20000000.0,68000000.0,44000000.0,,-11000000.0,35000000.0,35000000.0,4000000.0,,27000000.0,-6000000.0,58000000.0,27000000.0,-6000000.0,58000000.0,106000000.0,-84000000.0,-25000000.0,-59000000.0,4000000.0,,,38000000.0,,-6000000.0,-12000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3YTD,2013-12-29,2014-09-27,2015-11-03 06:56:08+00:00,,,,,233000000.0,43000000.0,-16000000.0,-64000000.0,4000000.0,,,-10000000.0,1000000.0,35000000.0,-10000000.0,1000000.0,35000000.0,10000000.0,-268000000.0,-268000000.0,,134000000.0,,5000000.0,,,-90000000.0,-14000000.0,,,43000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3TTM,2013-09-29,2014-09-27,,,,139000000.0,65000000.0,297000000.0,500000000.0,-15000000.0,-50000000.0,3000000.0,23000000.0,,-240000000.0,447000000.0,48000000.0,-240000000.0,447000000.0,48000000.0,240000000.0,-388000000.0,-388000000.0,,189000000.0,,37000000.0,,-19000000.0,-133000000.0,-43000000.0,,-204000000.0,43000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q3,2014-06-29,2014-09-27,,,,,,78000000.0,43000000.0,-19000000.0,62000000.0,3000000.0,,,-1000000.0,16000000.0,197000000.0,-1000000.0,16000000.0,197000000.0,190000000.0,30000000.0,30000000.0,,27000000.0,,-3000000.0,-3000000.0,,-24000000.0,-4000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q2,2014-03-30,2014-06-28,,,,,,78000000.0,,3000000.0,-13000000.0,1000000.0,-5000000.0,,-11000000.0,-7000000.0,-88000000.0,-11000000.0,-7000000.0,-88000000.0,-95000000.0,-190000000.0,-190000000.0,,37000000.0,,-1000000.0,8000000.0,,-27000000.0,-10000000.0,3000000.0,,21000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q2YTD,2013-12-29,2014-06-28,2015-08-04 06:58:25+00:00,,,,,155000000.0,,3000000.0,-126000000.0,1000000.0,,,-9000000.0,-15000000.0,-162000000.0,-9000000.0,-15000000.0,-162000000.0,-180000000.0,-298000000.0,-298000000.0,,107000000.0,,8000000.0,3000000.0,,-66000000.0,-10000000.0,,,43000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q1TTM,2013-03-31,2014-03-29,,,,139000000.0,65000000.0,237000000.0,1132000000.0,9000000.0,-26000000.0,3000000.0,11000000.0,,-645000000.0,1049000000.0,-87000000.0,-645000000.0,1049000000.0,-87000000.0,321000000.0,-121000000.0,-121000000.0,,-177000000.0,,42000000.0,-5000000.0,-53000000.0,-147000000.0,-196000000.0,-3000000.0,-407000000.0,22000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2014.0,Q1,2013-12-29,2014-03-29,2015-05-05 06:54:04+00:00,,,,,77000000.0,,,-113000000.0,,5000000.0,,2000000.0,-8000000.0,-74000000.0,2000000.0,-8000000.0,-74000000.0,-85000000.0,-108000000.0,-108000000.0,,70000000.0,,9000000.0,-5000000.0,,-39000000.0,,-3000000.0,,22000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,FY,2014-12-28,2015-12-26,2018-02-28 06:57:49+00:00,-9000000.0,,,67000000.0,253000000.0,,-29000000.0,-302000000.0,,,,-26000000.0,-58000000.0,138000000.0,-26000000.0,-58000000.0,138000000.0,-2000000.0,8000000.0,92000000.0,-84000000.0,95000000.0,7000000.0,95000000.0,-27000000.0,,-144000000.0,-33000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q4,2015-09-27,2015-12-26,,,,,67000000.0,56000000.0,,,-55000000.0,-7000000.0,,,-8000000.0,-3000000.0,77000000.0,-8000000.0,-3000000.0,77000000.0,111000000.0,15000000.0,32000000.0,-17000000.0,44000000.0,7000000.0,32000000.0,45000000.0,,-35000000.0,-8000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3YTD,2014-12-28,2015-09-26,2016-11-02 06:57:03+00:00,-9000000.0,,,,197000000.0,,-29000000.0,-247000000.0,7000000.0,,,-18000000.0,-55000000.0,61000000.0,-18000000.0,-55000000.0,61000000.0,-113000000.0,-7000000.0,60000000.0,-67000000.0,51000000.0,,63000000.0,-72000000.0,,-109000000.0,-25000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3TTM,2014-09-28,2015-09-26,,-9000000.0,,-20000000.0,68000000.0,241000000.0,,-40000000.0,-212000000.0,42000000.0,4000000.0,,9000000.0,-61000000.0,119000000.0,9000000.0,-61000000.0,119000000.0,-7000000.0,-91000000.0,35000000.0,-126000000.0,55000000.0,,63000000.0,-34000000.0,,-115000000.0,-37000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q3,2015-06-28,2015-09-26,,1000000.0,,,,47000000.0,,-8000000.0,64000000.0,3000000.0,,,-9000000.0,-16000000.0,196000000.0,-9000000.0,-16000000.0,196000000.0,91000000.0,6000000.0,73000000.0,-67000000.0,12000000.0,,21000000.0,-72000000.0,,-38000000.0,-12000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q2YTD,2014-12-28,2015-06-27,2016-08-03 06:56:02+00:00,-10000000.0,,,,150000000.0,,-21000000.0,-311000000.0,4000000.0,,,-9000000.0,-39000000.0,-135000000.0,-9000000.0,-39000000.0,-135000000.0,-204000000.0,-13000000.0,-13000000.0,,39000000.0,,42000000.0,,,-71000000.0,-13000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q2TTM,2014-06-29,2015-06-27,,-10000000.0,,-20000000.0,68000000.0,272000000.0,43000000.0,-51000000.0,-214000000.0,42000000.0,4000000.0,,17000000.0,-29000000.0,120000000.0,17000000.0,-29000000.0,120000000.0,92000000.0,-67000000.0,-8000000.0,-59000000.0,70000000.0,,39000000.0,35000000.0,,-101000000.0,-29000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q2,2015-03-29,2015-06-27,,,,,,76000000.0,,-1000000.0,-125000000.0,3000000.0,,,-1000000.0,31000000.0,-89000000.0,-1000000.0,31000000.0,-89000000.0,-60000000.0,-58000000.0,-58000000.0,,18000000.0,,75000000.0,,,-44000000.0,-4000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q1,2014-12-28,2015-03-28,2016-04-26 06:59:32+00:00,-10000000.0,,,,74000000.0,,-20000000.0,-186000000.0,1000000.0,,,-8000000.0,-70000000.0,-46000000.0,-8000000.0,-70000000.0,-46000000.0,-144000000.0,45000000.0,45000000.0,,21000000.0,,-33000000.0,,,-27000000.0,-9000000.0,,,,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2015.0,Q1TTM,2014-03-30,2015-03-28,,-10000000.0,,-20000000.0,68000000.0,274000000.0,43000000.0,-47000000.0,-102000000.0,40000000.0,-1000000.0,,7000000.0,-67000000.0,121000000.0,7000000.0,-67000000.0,121000000.0,57000000.0,-199000000.0,-140000000.0,-59000000.0,89000000.0,,-37000000.0,43000000.0,,-84000000.0,-35000000.0,3000000.0,,21000000.0,
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,FY,2015-12-27,2016-12-31,2019-02-27 16:50:39+00:00,,3000000.0,48000000.0,63000000.0,181000000.0,,,-510000000.0,,,,-475000000.0,-84000000.0,492000000.0,-475000000.0,-84000000.0,492000000.0,-262000000.0,529000000.0,679000000.0,-150000000.0,139000000.0,,4000000.0,-195000000.0,-26000000.0,-111000000.0,-317000000.0,-132000000.0,,,23000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q4,2016-09-25,2016-12-31,,,3000000.0,48000000.0,63000000.0,41000000.0,,-2000000.0,-95000000.0,,,,-71000000.0,-27000000.0,45000000.0,-71000000.0,-27000000.0,45000000.0,-136000000.0,80000000.0,55000000.0,25000000.0,41000000.0,,-2000000.0,-81000000.0,-13000000.0,-40000000.0,-7000000.0,-51000000.0,,,15000000.0
Office Depot Inc,ODP,549300OI428NU7XTM839,800240,2016.0,Q3YTD,2015-12-27,2016-09-24,2017-11-09 06:54:01+00:00,,,,,140000000.0,,2000000.0,-415000000.0,,,,-404000000.0,-57000000.0,447000000.0,-404000000.0,-57000000.0,447000000.0,-126000000.0,449000000.0,624000000.0,-175000000.0,98000000.0,,6000000.0,-114000000.0,-13000000.0,-71000000.0,-310000000.0,-81000000.0,,,8000000.0
