company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
TELLABS INC,TLAB,,317771,2010.0,Q3YTD,2010-01-02,2010-10-01,2012-07-26 17:46:47+00:00,,,,57500000.0,800000.0,-6500000.0,0.0,-148400000.0,44100000.0,235700000.0,-148400000.0,44100000.0,235700000.0,132200000.0,166500000.0,166500000.0,18200000.0,7100000.0,-22900000.0,-1970100000.0,-31100000.0,0.0,-132600000.0,2045300000.0,
TELLABS INC,TLAB,,317771,2010.0,Q2TTM,2009-07-04,2010-07-02,,-164700000.0,12700000.0,1500000.0,77200000.0,-5800000.0,-12900000.0,,-113100000.0,-22100000.0,287600000.0,-113100000.0,-22100000.0,287600000.0,146600000.0,201100000.0,201100000.0,22200000.0,8100000.0,-15400000.0,-1316300000.0,-45900000.0,,-105800000.0,1504100000.0,700000.0
TELLABS INC,TLAB,,317771,2010.0,Q2,2010-04-03,2010-07-02,,,,,19300000.0,-8600000.0,19600000.0,,-21000000.0,45600000.0,105600000.0,-21000000.0,45600000.0,105600000.0,121600000.0,64100000.0,64100000.0,2600000.0,5700000.0,-7700000.0,-655300000.0,-10100000.0,,-19000000.0,711000000.0,
TELLABS INC,TLAB,,317771,2010.0,Q2YTD,2010-01-02,2010-07-02,2012-07-26 17:45:01+00:00,,,,39100000.0,-10900000.0,1100000.0,,-30600000.0,72500000.0,165900000.0,-30600000.0,72500000.0,165900000.0,196900000.0,109700000.0,109700000.0,16000000.0,6100000.0,-15400000.0,-923700000.0,-14100000.0,,-21300000.0,1010300000.0,
TELLABS INC,TLAB,,317771,2010.0,Q1,2010-01-02,2010-04-02,2011-05-06 09:33:13+00:00,,,,19800000.0,-2300000.0,-18500000.0,,-9600000.0,26900000.0,60300000.0,-9600000.0,26900000.0,60300000.0,75300000.0,45600000.0,45600000.0,13400000.0,400000.0,-7700000.0,-268400000.0,-4000000.0,,-2300000.0,299300000.0,
TELLABS INC,TLAB,,317771,2011.0,Q4,2011-10-01,2011-12-30,,,6100000.0,1300000.0,18600000.0,-1800000.0,-33800000.0,,-7400000.0,-35000000.0,-17300000.0,-7400000.0,-35000000.0,-17300000.0,-61500000.0,-4900000.0,-4900000.0,2800000.0,,-7300000.0,-195400000.0,-19400000.0,,-100000.0,179500000.0,300000.0
TELLABS INC,TLAB,,317771,2011.0,FY,2011-01-01,2011-12-30,2013-02-22 17:10:10+00:00,,6100000.0,1300000.0,76200000.0,-5400000.0,-87200000.0,1300000.0,-33400000.0,11800000.0,-49100000.0,-33400000.0,11800000.0,-49100000.0,-76100000.0,-188400000.0,-188400000.0,150300000.0,800000.0,-29100000.0,-811500000.0,-65200000.0,-1300000.0,-5100000.0,888200000.0,300000.0
TELLABS INC,TLAB,,317771,2011.0,Q3TTM,2010-10-02,2011-09-30,,,23300000.0,1700000.0,77400000.0,-5400000.0,-17800000.0,1300000.0,-82500000.0,-25400000.0,21300000.0,-82500000.0,-25400000.0,21300000.0,-92000000.0,-194400000.0,-194400000.0,156100000.0,3300000.0,-29200000.0,-863700000.0,-70300000.0,-1300000.0,-56600000.0,908500000.0,100000.0
TELLABS INC,TLAB,,317771,2011.0,Q3,2011-07-02,2011-09-30,,,,,19000000.0,-12200000.0,3200000.0,,-7400000.0,-21300000.0,21500000.0,-7400000.0,-21300000.0,21500000.0,-19400000.0,-130100000.0,-130100000.0,129400000.0,100000.0,-7300000.0,-231200000.0,-13700000.0,,-200000.0,223600000.0,
TELLABS INC,TLAB,,317771,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 15:37:50+00:00,,,,57600000.0,-3600000.0,-53400000.0,1300000.0,-26000000.0,46800000.0,-31800000.0,-26000000.0,46800000.0,-31800000.0,-14600000.0,-183500000.0,-183500000.0,147500000.0,800000.0,-21800000.0,-616100000.0,-45800000.0,-1300000.0,-5000000.0,708700000.0,
TELLABS INC,TLAB,,317771,2011.0,Q2TTM,2010-07-03,2011-07-01,,,23300000.0,1700000.0,76800000.0,18500000.0,-28600000.0,1300000.0,-192900000.0,-32500000.0,69600000.0,-192900000.0,-32500000.0,69600000.0,-137300000.0,-7500000.0,-7500000.0,28900000.0,4200000.0,-29400000.0,-1678900000.0,-73600000.0,-1300000.0,-167700000.0,1719900000.0,100000.0
TELLABS INC,TLAB,,317771,2011.0,Q2,2011-04-02,2011-07-01,,,,,19100000.0,1900000.0,28800000.0,1300000.0,-10000000.0,2800000.0,28200000.0,-10000000.0,2800000.0,28200000.0,22900000.0,-29300000.0,-29300000.0,9600000.0,100000.0,-7300000.0,-207100000.0,-21700000.0,-1300000.0,-2800000.0,231600000.0,
TELLABS INC,TLAB,,317771,2011.0,Q2YTD,2011-01-01,2011-07-01,2012-08-03 19:57:19+00:00,,,,38600000.0,8600000.0,-56600000.0,1300000.0,-18600000.0,68100000.0,-53300000.0,-18600000.0,68100000.0,-53300000.0,4800000.0,-53400000.0,-53400000.0,18100000.0,700000.0,-14500000.0,-384900000.0,-32100000.0,-1300000.0,-4800000.0,485100000.0,
TELLABS INC,TLAB,,317771,2011.0,Q1TTM,2010-04-03,2011-04-01,,,23300000.0,1700000.0,77000000.0,8000000.0,-37800000.0,,-203900000.0,10300000.0,147000000.0,-203900000.0,10300000.0,147000000.0,-38600000.0,85900000.0,85900000.0,21900000.0,9800000.0,-29800000.0,-2127100000.0,-62000000.0,,-183900000.0,2199300000.0,100000.0
TELLABS INC,TLAB,,317771,2011.0,Q1,2011-01-01,2011-04-01,2012-05-02 15:07:07+00:00,,,,19500000.0,6700000.0,-85400000.0,,-8600000.0,65300000.0,-81500000.0,-8600000.0,65300000.0,-81500000.0,-18100000.0,-24100000.0,-24100000.0,8500000.0,600000.0,-7200000.0,-177800000.0,-10400000.0,,-2000000.0,253500000.0,
TELLABS INC,TLAB,,317771,2012.0,Q4,2012-09-29,2012-12-28,,,4300000.0,1200000.0,11800000.0,4700000.0,41200000.0,,-375000000.0,418500000.0,40600000.0,-375000000.0,418500000.0,40600000.0,88800000.0,-23300000.0,-23300000.0,10900000.0,,-374900000.0,-74000000.0,-14600000.0,,-100000.0,507100000.0,
TELLABS INC,TLAB,,317771,2012.0,FY,2011-12-31,2012-12-28,2013-02-22 17:10:10+00:00,,4300000.0,1200000.0,50000000.0,3500000.0,29600000.0,,-400600000.0,443000000.0,45100000.0,-400600000.0,443000000.0,45100000.0,91000000.0,-171700000.0,-171700000.0,137200000.0,100000.0,-396900000.0,-475600000.0,-31400000.0,,-3800000.0,950000000.0,
TELLABS INC,TLAB,,317771,2012.0,Q3TTM,2011-10-01,2012-09-28,,,6100000.0,1300000.0,56800000.0,-3000000.0,-45400000.0,,-33000000.0,-10500000.0,-12800000.0,-33000000.0,-10500000.0,-12800000.0,-59300000.0,-153300000.0,-153300000.0,129100000.0,100000.0,-29300000.0,-597000000.0,-36200000.0,,-3800000.0,622400000.0,300000.0
TELLABS INC,TLAB,,317771,2012.0,Q3,2012-06-30,2012-09-28,,,,,11600000.0,3100000.0,-5800000.0,,-8000000.0,-36800000.0,10100000.0,-8000000.0,-36800000.0,10100000.0,-31600000.0,-3900000.0,-3900000.0,8200000.0,100000.0,-7400000.0,-169600000.0,-6900000.0,,-700000.0,139700000.0,
TELLABS INC,TLAB,,317771,2012.0,Q3YTD,2011-12-31,2012-09-28,2013-10-31 17:01:02+00:00,,,,38200000.0,-1200000.0,-11600000.0,,-25600000.0,24500000.0,4500000.0,-25600000.0,24500000.0,4500000.0,2200000.0,-148400000.0,-148400000.0,126300000.0,100000.0,-22000000.0,-401600000.0,-16800000.0,,-3700000.0,442900000.0,
TELLABS INC,TLAB,,317771,2012.0,Q2TTM,2011-07-02,2012-06-29,,,6100000.0,1300000.0,64200000.0,-18300000.0,-36400000.0,,-32400000.0,5000000.0,-1400000.0,-32400000.0,5000000.0,-1400000.0,-47100000.0,-279500000.0,-279500000.0,250300000.0,100000.0,-29200000.0,-658600000.0,-43000000.0,,-3300000.0,706300000.0,300000.0
TELLABS INC,TLAB,,317771,2012.0,Q2,2012-03-31,2012-06-29,,,,,12200000.0,-7700000.0,18600000.0,,-8500000.0,38000000.0,31900000.0,-8500000.0,38000000.0,31900000.0,53700000.0,-4700000.0,-4700000.0,5800000.0,,-7300000.0,-121300000.0,-4900000.0,,-1200000.0,164200000.0,
TELLABS INC,TLAB,,317771,2012.0,Q2YTD,2011-12-31,2012-06-29,2013-08-01 17:03:30+00:00,,,,26600000.0,-4300000.0,-5800000.0,,-17600000.0,61300000.0,-5600000.0,-17600000.0,61300000.0,-5600000.0,33800000.0,-144500000.0,-144500000.0,118100000.0,,-14600000.0,-232000000.0,-9900000.0,,-3000000.0,303200000.0,
TELLABS INC,TLAB,,317771,2012.0,Q1TTM,2011-04-02,2012-03-30,,,6100000.0,1300000.0,71100000.0,-8700000.0,-26200000.0,1300000.0,-33900000.0,-30200000.0,-5100000.0,-33900000.0,-30200000.0,-5100000.0,-77900000.0,-304100000.0,-304100000.0,254100000.0,200000.0,-29200000.0,-744400000.0,-59800000.0,-1300000.0,-4900000.0,773700000.0,300000.0
TELLABS INC,TLAB,,317771,2012.0,Q1,2011-12-31,2012-03-30,2013-05-01 14:41:30+00:00,,,,14400000.0,3400000.0,-24400000.0,,-9100000.0,23300000.0,-37500000.0,-9100000.0,23300000.0,-37500000.0,-19900000.0,-139800000.0,-139800000.0,112300000.0,,-7300000.0,-110700000.0,-5000000.0,,-1800000.0,139000000.0,
TELLABS INC,TLAB,,317771,2013.0,Q3TTM,2012-09-29,2013-09-27,,,4300000.0,1200000.0,41000000.0,3000000.0,36100000.0,,-406900000.0,552500000.0,33000000.0,-406900000.0,552500000.0,33000000.0,181600000.0,-96800000.0,-96800000.0,52700000.0,,-374900000.0,-315900000.0,-27600000.0,,-32000000.0,895800000.0,200000.0
TELLABS INC,TLAB,,317771,2013.0,Q3,2013-06-29,2013-09-27,,,,,9700000.0,500000.0,12700000.0,,-100000.0,34300000.0,14600000.0,-100000.0,34300000.0,14600000.0,49300000.0,-9800000.0,-9800000.0,2000000.0,,,-30900000.0,-5200000.0,,-100000.0,70400000.0,
TELLABS INC,TLAB,,317771,2013.0,Q3YTD,2012-12-29,2013-09-27,2013-10-31 17:01:02+00:00,,,,29200000.0,-1700000.0,-5100000.0,,-31900000.0,134000000.0,-7600000.0,-31900000.0,134000000.0,-7600000.0,92800000.0,-73500000.0,-73500000.0,41800000.0,,,-241900000.0,-13000000.0,,-31900000.0,388700000.0,200000.0
TELLABS INC,TLAB,,317771,2013.0,Q2TTM,2012-06-30,2013-06-28,,,4300000.0,1200000.0,42900000.0,5600000.0,17600000.0,,-414800000.0,481400000.0,28500000.0,-414800000.0,481400000.0,28500000.0,100700000.0,-90900000.0,-90900000.0,58900000.0,100000.0,-382300000.0,-454600000.0,-29300000.0,,-32600000.0,965100000.0,200000.0
TELLABS INC,TLAB,,317771,2013.0,Q2,2013-03-30,2013-06-28,,,,,8800000.0,-2100000.0,-20900000.0,,-4800000.0,-79400000.0,-16800000.0,-4800000.0,-79400000.0,-16800000.0,-103100000.0,-7800000.0,-7800000.0,3100000.0,,,-115500000.0,-4700000.0,,-4800000.0,40600000.0,200000.0
TELLABS INC,TLAB,,317771,2013.0,Q2YTD,2012-12-29,2013-06-28,2013-08-01 17:03:30+00:00,,,,19500000.0,-2200000.0,-17800000.0,,-31800000.0,99700000.0,-22200000.0,-31800000.0,99700000.0,-22200000.0,43500000.0,-63700000.0,-63700000.0,39800000.0,,,-211000000.0,-7800000.0,,-31800000.0,318300000.0,200000.0
TELLABS INC,TLAB,,317771,2013.0,Q1TTM,2012-03-31,2013-03-29,,,4300000.0,1200000.0,46300000.0,,57100000.0,,-418500000.0,598800000.0,77200000.0,-418500000.0,598800000.0,77200000.0,257500000.0,-87800000.0,-87800000.0,61600000.0,100000.0,-389600000.0,-460400000.0,-29500000.0,,-29000000.0,1088700000.0,
TELLABS INC,TLAB,,317771,2013.0,Q1,2012-12-29,2013-03-29,2013-05-01 14:41:30+00:00,,,,10700000.0,-100000.0,3100000.0,,-27000000.0,179100000.0,-5400000.0,-27000000.0,179100000.0,-5400000.0,146600000.0,-55900000.0,-55900000.0,36700000.0,,,-95500000.0,-3100000.0,,-27000000.0,277700000.0,
