company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,FY,,2012-11-30,2014-01-29 12:37:52+00:00,375800000.0,465900000.0,419200000.0,,-159900000.0,79000000.0,908200000.0,1695300000.0,,323500000.0,779200000.0,313900000.0,615000000.0,547300000.0,17300000.0,,498400000.0,125500000.0,934600000.0,392600000.0,4165400000.0,1682900000.0,1285400000.0,1187600000.0,1682900000.0,1700200000.0,2465200000.0,4165400000.0,2332700000.0,1277600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q3,,2012-08-31,2013-09-27 09:11:04+00:00,317500000.0,411200000.0,353800000.0,778600000.0,-89500000.0,72200000.0,885800000.0,1667000000.0,1297100000.0,345400000.0,1026200000.0,306700000.0,628600000.0,518500000.0,18100000.0,,404200000.0,107400000.0,909600000.0,231300000.0,4057000000.0,1705900000.0,1219400000.0,902600000.0,1705900000.0,1724000000.0,2333000000.0,4057000000.0,2319100000.0,1430400000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q2,,2012-05-31,2013-06-28 09:01:09+00:00,321900000.0,378000000.0,334000000.0,773800000.0,-127300000.0,61400000.0,862700000.0,1651800000.0,1281300000.0,341100000.0,1027700000.0,298100000.0,611000000.0,507500000.0,17600000.0,,398800000.0,116800000.0,885900000.0,244400000.0,3965700000.0,1621300000.0,1167200000.0,900300000.0,1621300000.0,1638900000.0,2326800000.0,3965700000.0,2291000000.0,1426500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2012.0,Q1,,2012-02-29,2013-04-02 09:39:29+00:00,342300000.0,381100000.0,334500000.0,770600000.0,-35600000.0,54400000.0,840900000.0,1697400000.0,1294000000.0,355000000.0,1028700000.0,311100000.0,640400000.0,523400000.0,18300000.0,,398500000.0,116900000.0,869000000.0,283100000.0,4079700000.0,1674300000.0,1192800000.0,959900000.0,1674300000.0,1692600000.0,2387100000.0,4079700000.0,2363500000.0,1427200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,FY,,2013-11-30,2015-01-29 15:39:34+00:00,387300000.0,495500000.0,461700000.0,,-300000.0,63000000.0,962400000.0,1798500000.0,,333400000.0,1019000000.0,371000000.0,676900000.0,576600000.0,15200000.0,,419900000.0,134800000.0,970400000.0,214100000.0,4449700000.0,1932500000.0,1370200000.0,1063100000.0,1932500000.0,1947700000.0,2502000000.0,4449700000.0,2502900000.0,1438900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q3,,2013-08-31,2014-10-02 13:04:18+00:00,324700000.0,462400000.0,369600000.0,818500000.0,-183600000.0,146800000.0,955100000.0,1756400000.0,1368200000.0,347500000.0,1018600000.0,328500000.0,640800000.0,549700000.0,14100000.0,,482600000.0,120900000.0,1011900000.0,360000000.0,4353000000.0,1783400000.0,1370900000.0,1054300000.0,1783400000.0,1797500000.0,2555500000.0,4353000000.0,2432400000.0,1501200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q2,,2013-05-31,2014-06-27 09:53:33+00:00,322100000.0,399900000.0,352200000.0,809700000.0,-184200000.0,72100000.0,947700000.0,1754200000.0,1364000000.0,353300000.0,774400000.0,329500000.0,611400000.0,554300000.0,17000000.0,,474500000.0,134100000.0,953200000.0,551900000.0,4208800000.0,1716700000.0,1217500000.0,1226200000.0,1716700000.0,1733700000.0,2475100000.0,4208800000.0,2437000000.0,1248900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2013.0,Q1,,2013-02-28,2014-03-26 14:38:21+00:00,340200000.0,403900000.0,321500000.0,802700000.0,-163000000.0,68600000.0,921900000.0,1693000000.0,1335200000.0,321300000.0,776000000.0,327800000.0,606500000.0,532500000.0,17600000.0,,469800000.0,132500000.0,948300000.0,453800000.0,4086100000.0,1707200000.0,1211500000.0,1115500000.0,1707200000.0,1724800000.0,2361300000.0,4086100000.0,2342100000.0,1245800000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,FY,,2014-11-30,2016-01-28 16:22:09+00:00,372100000.0,493600000.0,479100000.0,,-186000000.0,77300000.0,995600000.0,1722200000.0,,330800000.0,1014100000.0,342400000.0,713800000.0,602700000.0,17200000.0,,468800000.0,131500000.0,982600000.0,270800000.0,4414300000.0,1792200000.0,1416200000.0,1122000000.0,1792200000.0,1809400000.0,2604900000.0,4414300000.0,2395400000.0,1482900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q3,,2014-08-31,2015-10-05 17:15:51+00:00,338800000.0,476800000.0,385400000.0,881900000.0,-29600000.0,93800000.0,988500000.0,1769100000.0,1460700000.0,336500000.0,1014300000.0,378900000.0,705600000.0,578800000.0,17500000.0,,410200000.0,132600000.0,993600000.0,353400000.0,4472100000.0,1952500000.0,1408800000.0,1077600000.0,1952500000.0,1970000000.0,2502100000.0,4472100000.0,2484500000.0,1424500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q2,,2014-05-31,2015-07-01 17:29:46+00:00,335800000.0,417100000.0,358600000.0,873000000.0,8800000.0,81400000.0,984100000.0,1798600000.0,1448000000.0,340400000.0,1016800000.0,370600000.0,687300000.0,575000000.0,17700000.0,,409800000.0,138900000.0,969300000.0,308400000.0,4409300000.0,1962200000.0,1324700000.0,1002800000.0,1962200000.0,1979900000.0,2429400000.0,4409300000.0,2509600000.0,1426600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2014.0,Q1,,2014-02-28,2015-03-31 16:28:56+00:00,348000000.0,428000000.0,382100000.0,852000000.0,6600000.0,89400000.0,971700000.0,1809100000.0,1423000000.0,332800000.0,1016600000.0,376700000.0,682900000.0,571000000.0,15900000.0,,413600000.0,139800000.0,993200000.0,282000000.0,4429700000.0,1971500000.0,1340100000.0,1012100000.0,1971500000.0,1987400000.0,2442300000.0,4429700000.0,2518600000.0,1430200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,FY,,2015-11-30,2017-01-25 16:49:00+00:00,411900000.0,455200000.0,483700000.0,,-406100000.0,112600000.0,1039600000.0,1759300000.0,,372100000.0,1051400000.0,365400000.0,710800000.0,618400000.0,16700000.0,,495700000.0,78800000.0,1036700000.0,343000000.0,4472600000.0,1670200000.0,1357400000.0,1238600000.0,1670200000.0,1686900000.0,2785700000.0,4472600000.0,2496800000.0,1547100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q3,,2015-08-31,2016-10-03 19:02:40+00:00,336100000.0,422900000.0,383700000.0,902300000.0,-353600000.0,108400000.0,1033800000.0,1802400000.0,1491400000.0,376100000.0,807200000.0,348600000.0,727200000.0,589100000.0,16900000.0,,516700000.0,116000000.0,1065100000.0,684800000.0,4490700000.0,1745300000.0,1374500000.0,1404600000.0,1745300000.0,1762200000.0,2728500000.0,4490700000.0,2527100000.0,1323900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q2,,2015-05-31,2016-06-30 17:43:32+00:00,337800000.0,390600000.0,378400000.0,896100000.0,-324700000.0,89500000.0,1019600000.0,1719800000.0,1486200000.0,364600000.0,807900000.0,345000000.0,738500000.0,590100000.0,20000000.0,,496400000.0,140300000.0,1020400000.0,622600000.0,4378400000.0,1715300000.0,1358900000.0,1338800000.0,1715300000.0,1735300000.0,2643100000.0,4378400000.0,2429400000.0,1304300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2015.0,Q1,,2015-02-28,2016-03-29 16:05:51+00:00,334600000.0,384100000.0,370200000.0,876600000.0,-314900000.0,81800000.0,1006800000.0,1651200000.0,1457200000.0,323100000.0,806800000.0,337900000.0,708400000.0,580600000.0,20000000.0,,465800000.0,130400000.0,992000000.0,516200000.0,4197500000.0,1683900000.0,1304700000.0,1221000000.0,1683900000.0,1703900000.0,2493600000.0,4197500000.0,2312200000.0,1272600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,FY,,2016-11-30,2018-01-25 16:59:25+00:00,450800000.0,465200000.0,578700000.0,,-514400000.0,118400000.0,1084200000.0,1771400000.0,,424900000.0,1054000000.0,348400000.0,756300000.0,669400000.0,11500000.0,79900000.0,441200000.0,81900000.0,1056800000.0,393200000.0,4635900000.0,1626600000.0,1421800000.0,1422700000.0,1626600000.0,1638100000.0,2997800000.0,4635900000.0,2544700000.0,1575100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,Q3,,2016-08-31,2016-10-03 19:02:40+00:00,361000000.0,445300000.0,420300000.0,963800000.0,-400200000.0,134200000.0,1082900000.0,1813300000.0,1604900000.0,433600000.0,1057900000.0,360500000.0,760300000.0,641100000.0,17200000.0,,542800000.0,128200000.0,1074700000.0,559900000.0,4716500000.0,1757400000.0,1468000000.0,1341200000.0,1757400000.0,1774600000.0,2941900000.0,4716500000.0,2607400000.0,1600700000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,Q2,,2016-05-31,2016-06-30 17:43:32+00:00,366200000.0,399600000.0,390800000.0,952700000.0,-387700000.0,131500000.0,1074400000.0,1837100000.0,1589800000.0,410200000.0,1055200000.0,357700000.0,739600000.0,637100000.0,17000000.0,,544900000.0,131500000.0,1069800000.0,513700000.0,4644300000.0,1756500000.0,1402200000.0,1270700000.0,1756500000.0,1773500000.0,2870800000.0,4644300000.0,2605000000.0,1600100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2016.0,Q1,,2016-02-29,2016-03-29 16:05:51+00:00,336700000.0,371200000.0,365300000.0,924200000.0,-423700000.0,111800000.0,1047600000.0,1764000000.0,1533300000.0,370100000.0,1056300000.0,350700000.0,702200000.0,609100000.0,16700000.0,,524700000.0,121000000.0,1086300000.0,390200000.0,4400100000.0,1710200000.0,1306200000.0,1092200000.0,1710200000.0,1726900000.0,2673200000.0,4400100000.0,2484800000.0,1581000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2017.0,FY,,2017-11-30,2019-01-24 20:24:46+00:00,639900000.0,555100000.0,724200000.0,,-279500000.0,186800000.0,,4490100000.0,,3071100000.0,4443900000.0,398500000.0,793300000.0,809100000.0,1683900000.0,1094500000.0,329200000.0,81800000.0,1166500000.0,583200000.0,10385800000.0,887000000.0,1617000000.0,1947300000.0,887000000.0,2570900000.0,7814900000.0,10385800000.0,7959700000.0,5867600000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2017.0,Q3,,2017-08-31,2017-09-28 17:27:17+00:00,516900000.0,556200000.0,542600000.0,1043300000.0,-265900000.0,166100000.0,1663600000.0,4503300000.0,1808700000.0,3091500000.0,4702300000.0,378900000.0,835800000.0,765400000.0,11700000.0,1106300000.0,305600000.0,84500000.0,1123900000.0,674700000.0,10381700000.0,2521600000.0,1642600000.0,1734200000.0,2521600000.0,2533300000.0,7848400000.0,10381700000.0,7973700000.0,6114200000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2017.0,Q2,,2017-05-31,2017-06-29 17:50:17+00:00,453100000.0,429700000.0,441500000.0,1015600000.0,-379300000.0,130000000.0,1103200000.0,1894800000.0,1719400000.0,489000000.0,804300000.0,358600000.0,779800000.0,703800000.0,11300000.0,,457000000.0,86400000.0,1074200000.0,906800000.0,4872100000.0,1798100000.0,1425900000.0,1801400000.0,1798100000.0,1809400000.0,3062700000.0,4872100000.0,2742400000.0,1261300000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2017.0,Q1,,2017-02-28,2017-03-28 16:40:22+00:00,448400000.0,404400000.0,400400000.0,982400000.0,-445000000.0,125700000.0,1091100000.0,1857600000.0,1665200000.0,473900000.0,803500000.0,351700000.0,767200000.0,682800000.0,12400000.0,,477600000.0,87800000.0,1073100000.0,889600000.0,4751100000.0,1719200000.0,1385100000.0,1738400000.0,1719200000.0,1731600000.0,3019500000.0,4751100000.0,2683200000.0,1281100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2018.0,FY,,2018-11-30,2020-01-28 17:23:28+00:00,710000000.0,518100000.0,648200000.0,,-359900000.0,96600000.0,1770600000.0,4527900000.0,,2873300000.0,4052900000.0,433800000.0,786300000.0,941500000.0,11300000.0,706500000.0,313100000.0,78900000.0,1760200000.0,643500000.0,10256400000.0,3170900000.0,1479900000.0,2001700000.0,3170900000.0,3182200000.0,7074200000.0,10256400000.0,7835000000.0,5072500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2018.0,Q3,,2018-08-31,2018-09-27 17:19:55+00:00,646300000.0,511700000.0,493500000.0,1105200000.0,-354100000.0,73000000.0,1732100000.0,4553400000.0,2066200000.0,2881700000.0,4269800000.0,407700000.0,806300000.0,961000000.0,10300000.0,667700000.0,373400000.0,83200000.0,1723700000.0,715300000.0,10278000000.0,3101700000.0,1474200000.0,1855100000.0,3101700000.0,3112000000.0,7166000000.0,10278000000.0,7842800000.0,5310900000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2018.0,Q2,,2018-05-31,2018-06-28 16:44:16+00:00,624100000.0,473900000.0,523600000.0,1106900000.0,-308400000.0,202600000.0,1705300000.0,4577200000.0,2054600000.0,2893100000.0,4456200000.0,401600000.0,797600000.0,947700000.0,11800000.0,659900000.0,380700000.0,90100000.0,1631600000.0,699000000.0,10383800000.0,3028500000.0,1564200000.0,1846700000.0,3028500000.0,3040300000.0,7343500000.0,10383800000.0,7871900000.0,5496800000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2018.0,Q1,,2018-02-28,2018-03-27 17:23:18+00:00,584400000.0,502000000.0,530800000.0,1092200000.0,-224300000.0,179600000.0,1692200000.0,4626000000.0,1915300000.0,2907100000.0,4378600000.0,400800000.0,827700000.0,823100000.0,12200000.0,662300000.0,378200000.0,96700000.0,1592300000.0,756300000.0,10363000000.0,3060200000.0,1606000000.0,1871500000.0,3060200000.0,3072400000.0,7290600000.0,10363000000.0,7933900000.0,5419100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2019.0,FY,,2019-11-30,2020-06-25 17:03:12+00:00,846900000.0,502900000.0,609100000.0,,-500200000.0,155400000.0,1888600000.0,4505200000.0,952600000.0,2847000000.0,3625800000.0,507100000.0,801200000.0,952600000.0,12500000.0,697600000.0,427600000.0,90700000.0,2055800000.0,698400000.0,10362100000.0,3444200000.0,1550200000.0,2154400000.0,3444200000.0,3456700000.0,6905400000.0,10362100000.0,7859300000.0,4751000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2019.0,Q3,,2019-08-31,2019-10-01 16:29:36+00:00,783100000.0,494600000.0,444400000.0,1120400000.0,-428300000.0,162900000.0,1877200000.0,4496500000.0,2090200000.0,2850300000.0,3843100000.0,460000000.0,846900000.0,969800000.0,11900000.0,701200000.0,310700000.0,85000000.0,2019800000.0,802900000.0,10366000000.0,3468700000.0,1589400000.0,2030400000.0,3468700000.0,3480600000.0,6885400000.0,10366000000.0,7806800000.0,4855000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2019.0,Q2,,2019-05-31,2019-06-27 17:44:13+00:00,706600000.0,429000000.0,460300000.0,1102700000.0,-382700000.0,139400000.0,1835000000.0,4511400000.0,2064700000.0,2860100000.0,3977500000.0,430100000.0,816500000.0,962000000.0,11700000.0,706400000.0,310100000.0,88200000.0,1918600000.0,693200000.0,10236700000.0,3370900000.0,1473100000.0,1860100000.0,3370900000.0,3382600000.0,6854100000.0,10236700000.0,7801600000.0,4994000000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2019.0,Q1,,2019-02-28,2019-03-26 17:24:43+00:00,673800000.0,435700000.0,466100000.0,1116100000.0,-327400000.0,102300000.0,1780500000.0,4538500000.0,2092600000.0,2869200000.0,4034000000.0,415700000.0,807300000.0,976500000.0,11700000.0,704400000.0,317700000.0,82700000.0,1877900000.0,689200000.0,10227900000.0,3331000000.0,1428000000.0,1829100000.0,3331000000.0,3342700000.0,6885200000.0,10227900000.0,7823400000.0,5056100000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2020.0,Q2,,2020-05-31,2020-06-25 17:03:12+00:00,857200000.0,494300000.0,551700000.0,,-577700000.0,185000000.0,1938900000.0,4484400000.0,,2833900000.0,4113600000.0,715100000.0,831300000.0,927000000.0,12400000.0,701300000.0,516600000.0,105100000.0,2288700000.0,173400000.0,10576100000.0,3649900000.0,1615700000.0,1582300000.0,3649900000.0,3662300000.0,6913800000.0,10576100000.0,8033400000.0,5331500000.0
McCormick & Company Inc,MKC,549300JQQA6MQ4OJP259,63754,2020.0,Q1,,2020-02-29,2020-03-31 16:36:17+00:00,789400000.0,409900000.0,469100000.0,,-519500000.0,170800000.0,1901500000.0,4496900000.0,,2840100000.0,3627900000.0,694300000.0,835600000.0,936000000.0,12700000.0,699400000.0,517400000.0,108100000.0,2179900000.0,813900000.0,10491700000.0,3561900000.0,1524400000.0,2072400000.0,3561900000.0,3574600000.0,6917100000.0,10491700000.0,8031300000.0,4844700000.0
