company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netrealizedcapitalgains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,premiumsearned,propertyliabilityinsuranceclaims,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3,2010-07-01,2010-09-30,2010-10-21 06:33:02+00:00,966000000.0,2.14,2.14,,2.11,366000000.0,95000000.0,1005000000.0,1005000000.0,1005000000.0,-95000000.0,961000000.0,,,837000000.0,99000000.0,5422000000.0,3213000000.0,95000000.0,5016000000.0,6482000000.0,1371000000.0,6387000000.0,469600000.0,465900000.0,472000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3YTD,2010-01-01,2010-09-30,,2845000000.0,4.77,4.77,,4.71,787000000.0,290000000.0,2322000000.0,2322000000.0,2322000000.0,-290000000.0,2470000000.0,,,2516000000.0,318000000.0,15992000000.0,10020000000.0,290000000.0,15381000000.0,18780000000.0,3109000000.0,18490000000.0,469600000.0,465900000.0,472000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q3TTM,2009-10-01,2010-09-30,,3794000000.0,7.1,7.1,,7.01,1295000000.0,388000000.0,3607000000.0,3607000000.0,3607000000.0,-388000000.0,3472000000.0,,,3372000000.0,429000000.0,21335000000.0,12780000000.0,388000000.0,19946000000.0,25236000000.0,4902000000.0,24848000000.0,469600000.0,465900000.0,472000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2,2010-04-01,2010-06-30,2010-07-22 06:55:56+00:00,950000000.0,1.37,1.37,,1.35,211000000.0,97000000.0,670000000.0,670000000.0,670000000.0,-97000000.0,731000000.0,,,832000000.0,108000000.0,5340000000.0,3419000000.0,97000000.0,5201000000.0,6179000000.0,881000000.0,6082000000.0,489100000.0,484500000.0,490800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2YTD,2010-01-01,2010-06-30,,1879000000.0,2.63,2.63,,2.6,421000000.0,195000000.0,1317000000.0,1317000000.0,1317000000.0,-195000000.0,1509000000.0,,,1679000000.0,219000000.0,10570000000.0,6807000000.0,195000000.0,10365000000.0,12298000000.0,1738000000.0,12103000000.0,489100000.0,484500000.0,490800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q2TTM,2009-07-01,2010-06-30,,3795000000.0,6.62,6.62,,6.55,1244000000.0,391000000.0,3537000000.0,3537000000.0,3537000000.0,-391000000.0,3303000000.0,,,3424000000.0,444000000.0,21334000000.0,12690000000.0,391000000.0,19909000000.0,25081000000.0,4781000000.0,24690000000.0,489100000.0,484500000.0,490800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q1,2010-01-01,2010-03-31,2010-04-23 15:21:46+00:00,929000000.0,1.26,1.26,,1.25,210000000.0,98000000.0,647000000.0,647000000.0,647000000.0,-98000000.0,778000000.0,,,847000000.0,111000000.0,5230000000.0,3388000000.0,98000000.0,5164000000.0,6119000000.0,857000000.0,6021000000.0,513500000.0,508400000.0,515100000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2010.0,Q1TTM,2009-04-01,2010-03-31,,3798000000.0,6.52,6.52,,6.47,1234000000.0,388000000.0,3607000000.0,3607000000.0,3607000000.0,-388000000.0,3243000000.0,,,3431000000.0,474000000.0,21347000000.0,12606000000.0,388000000.0,19835000000.0,25064000000.0,4841000000.0,24676000000.0,513500000.0,508400000.0,515100000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,FY,2011-01-01,2011-12-31,2013-02-19 07:08:46+00:00,3876000000.0,3.4,3.4,,3.36,-74000000.0,386000000.0,1426000000.0,1426000000.0,1426000000.0,-386000000.0,2934000000.0,,,3556000000.0,422000000.0,22090000000.0,16276000000.0,386000000.0,23708000000.0,25446000000.0,1352000000.0,25060000000.0,419400000.0,415800000.0,420500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q4,2011-10-01,2011-12-31,,976000000.0,1.54,1.54,,1.53,160000000.0,96000000.0,618000000.0,618000000.0,618000000.0,-96000000.0,666000000.0,,,906000000.0,96000000.0,5611000000.0,3617000000.0,96000000.0,5499000000.0,6373000000.0,778000000.0,6277000000.0,419400000.0,415800000.0,420500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3,2011-07-01,2011-09-30,2011-10-19 07:12:29+00:00,982000000.0,0.8,0.8,,0.79,-1000000.0,97000000.0,333000000.0,333000000.0,333000000.0,-97000000.0,692000000.0,,,860000000.0,110000000.0,5605000000.0,4136000000.0,97000000.0,5978000000.0,6407000000.0,332000000.0,6310000000.0,416300000.0,415000000.0,418500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3YTD,2011-01-01,2011-09-30,,2900000000.0,1.86,1.86,,1.83,-234000000.0,290000000.0,808000000.0,808000000.0,808000000.0,-290000000.0,2268000000.0,,,2650000000.0,326000000.0,16479000000.0,12659000000.0,290000000.0,18209000000.0,19073000000.0,574000000.0,18783000000.0,416300000.0,415000000.0,418500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q3TTM,2010-10-01,2011-09-30,,3857000000.0,3.78,3.78,,3.74,69000000.0,388000000.0,1702000000.0,1702000000.0,1702000000.0,-388000000.0,3121000000.0,,7000000.0,3540000000.0,365000000.0,21919000000.0,15849000000.0,388000000.0,23246000000.0,25412000000.0,1771000000.0,25024000000.0,416300000.0,415000000.0,418500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2,2011-04-01,2011-06-30,2011-07-21 06:50:53+00:00,970000000.0,-0.88,-0.88,,-0.88,-363000000.0,97000000.0,-364000000.0,-364000000.0,-364000000.0,-97000000.0,777000000.0,,,907000000.0,108000000.0,5503000000.0,5141000000.0,97000000.0,7018000000.0,6388000000.0,-727000000.0,6291000000.0,413600000.0,418600000.0,418600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2YTD,2011-01-01,2011-06-30,,1918000000.0,1.06,1.06,,1.04,-233000000.0,193000000.0,475000000.0,475000000.0,475000000.0,-193000000.0,1576000000.0,,,1790000000.0,216000000.0,10874000000.0,8523000000.0,193000000.0,12231000000.0,12666000000.0,242000000.0,12473000000.0,413600000.0,418600000.0,418600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q2TTM,2010-07-01,2011-06-30,,3841000000.0,5.12,5.12,,5.06,436000000.0,386000000.0,2374000000.0,2374000000.0,2374000000.0,-386000000.0,3390000000.0,,7000000.0,3517000000.0,354000000.0,21736000000.0,14926000000.0,386000000.0,22284000000.0,25487000000.0,2810000000.0,25101000000.0,413600000.0,418600000.0,418600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q1,2011-01-01,2011-03-31,2011-04-21 06:45:28+00:00,948000000.0,1.94,1.94,,1.92,130000000.0,96000000.0,839000000.0,839000000.0,839000000.0,-96000000.0,799000000.0,,,883000000.0,108000000.0,5371000000.0,3382000000.0,96000000.0,5213000000.0,6278000000.0,969000000.0,6182000000.0,432500000.0,428200000.0,434400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2011.0,Q1TTM,2010-04-01,2011-03-31,,3821000000.0,7.37,7.37,,7.29,1010000000.0,386000000.0,3408000000.0,3408000000.0,3408000000.0,-386000000.0,3344000000.0,,7000000.0,3442000000.0,354000000.0,21573000000.0,13204000000.0,386000000.0,20467000000.0,25278000000.0,4418000000.0,24892000000.0,432500000.0,428200000.0,434400000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q4,2012-10-01,2012-12-31,,977000000.0,0.81,0.81,1.79,0.81,7000000.0,93000000.0,304000000.0,304000000.0,304000000.0,-93000000.0,728000000.0,,,929000000.0,110000000.0,5639000000.0,4167000000.0,93000000.0,6073000000.0,6477000000.0,311000000.0,6384000000.0,389400000.0,386200000.0,389800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,FY,2012-01-01,2012-12-31,2015-02-12 07:04:17+00:00,3910000000.0,6.35,6.35,1.79,6.3,693000000.0,378000000.0,2473000000.0,2473000000.0,2473000000.0,-378000000.0,2940000000.0,,,3610000000.0,443000000.0,22357000000.0,14676000000.0,378000000.0,22196000000.0,25740000000.0,3166000000.0,25362000000.0,389400000.0,386200000.0,389800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3,2012-07-01,2012-09-30,2013-10-22 07:05:51+00:00,986000000.0,2.23,2.23,,2.21,306000000.0,93000000.0,864000000.0,864000000.0,864000000.0,-93000000.0,720000000.0,,,904000000.0,126000000.0,5666000000.0,3359000000.0,93000000.0,5249000000.0,6512000000.0,1170000000.0,6419000000.0,387400000.0,384000000.0,387900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3YTD,2012-01-01,2012-09-30,,2933000000.0,5.54,5.54,,5.49,686000000.0,285000000.0,2169000000.0,2169000000.0,2169000000.0,-285000000.0,2212000000.0,,,2681000000.0,333000000.0,16718000000.0,10509000000.0,285000000.0,16123000000.0,19263000000.0,2855000000.0,18978000000.0,387400000.0,384000000.0,387900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q3TTM,2011-10-01,2012-09-30,,3909000000.0,7.08,7.08,,7.02,846000000.0,381000000.0,2787000000.0,2787000000.0,2787000000.0,-381000000.0,2878000000.0,,,3587000000.0,429000000.0,22329000000.0,14126000000.0,381000000.0,21622000000.0,25636000000.0,3633000000.0,25255000000.0,387400000.0,384000000.0,387900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2,2012-04-01,2012-06-30,2013-07-23 07:07:47+00:00,976000000.0,1.27,1.27,,1.26,109000000.0,96000000.0,499000000.0,499000000.0,499000000.0,-96000000.0,742000000.0,,,893000000.0,88000000.0,5529000000.0,3786000000.0,96000000.0,5655000000.0,6359000000.0,608000000.0,6263000000.0,392900000.0,388000000.0,391600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2YTD,2012-01-01,2012-06-30,,1947000000.0,3.31,3.31,,3.28,380000000.0,192000000.0,1305000000.0,1305000000.0,1305000000.0,-192000000.0,1492000000.0,,,1777000000.0,207000000.0,11052000000.0,7150000000.0,192000000.0,10874000000.0,12751000000.0,1685000000.0,12559000000.0,392900000.0,388000000.0,391600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q2TTM,2011-07-01,2012-06-30,,3905000000.0,5.65,5.65,,5.6,539000000.0,385000000.0,2256000000.0,2256000000.0,2256000000.0,-385000000.0,2850000000.0,,,3543000000.0,413000000.0,22268000000.0,14903000000.0,385000000.0,22351000000.0,25531000000.0,2795000000.0,25146000000.0,392900000.0,388000000.0,391600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q1,2012-01-01,2012-03-31,2013-04-23 07:08:20+00:00,971000000.0,2.04,2.04,,2.02,271000000.0,96000000.0,806000000.0,806000000.0,806000000.0,-96000000.0,750000000.0,,,884000000.0,119000000.0,5523000000.0,3364000000.0,96000000.0,5219000000.0,6392000000.0,1077000000.0,6296000000.0,395100000.0,392000000.0,395800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2012.0,Q1TTM,2011-04-01,2012-03-31,,3899000000.0,3.5,3.5,,3.46,67000000.0,386000000.0,1393000000.0,1393000000.0,1393000000.0,-386000000.0,2885000000.0,,,3557000000.0,433000000.0,22242000000.0,16258000000.0,386000000.0,23714000000.0,25560000000.0,1460000000.0,25174000000.0,395100000.0,392000000.0,395800000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q4,2013-10-01,2013-12-31,,970000000.0,2.71,2.71,1.96,2.7,383000000.0,92000000.0,988000000.0,988000000.0,988000000.0,-92000000.0,713000000.0,,,977000000.0,173000000.0,5851000000.0,3327000000.0,92000000.0,5274000000.0,6737000000.0,1371000000.0,6645000000.0,373300000.0,370300000.0,374300000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,FY,2013-01-01,2013-12-31,2015-02-12 07:04:17+00:00,3821000000.0,9.84,9.84,1.96,9.74,1272000000.0,361000000.0,3673000000.0,3673000000.0,3673000000.0,-361000000.0,2882000000.0,,,3757000000.0,672000000.0,22637000000.0,13307000000.0,361000000.0,20885000000.0,26191000000.0,4945000000.0,25830000000.0,373300000.0,370300000.0,374300000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3,2013-07-01,2013-09-30,2013-10-22 07:05:51+00:00,953000000.0,2.33,2.33,,2.3,313000000.0,91000000.0,864000000.0,864000000.0,864000000.0,-91000000.0,635000000.0,,,934000000.0,151000000.0,5666000000.0,3297000000.0,91000000.0,5184000000.0,6452000000.0,1177000000.0,6361000000.0,370800000.0,368900000.0,372900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3YTD,2013-01-01,2013-09-30,,2851000000.0,7.13,7.13,,7.04,889000000.0,269000000.0,2685000000.0,2685000000.0,2685000000.0,-269000000.0,2169000000.0,,,2780000000.0,499000000.0,16786000000.0,9980000000.0,269000000.0,15611000000.0,19454000000.0,3574000000.0,19185000000.0,370800000.0,368900000.0,372900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q3TTM,2012-10-01,2013-09-30,,3828000000.0,7.94,7.94,1.79,7.85,896000000.0,362000000.0,2989000000.0,2989000000.0,2989000000.0,-362000000.0,2897000000.0,,,3709000000.0,609000000.0,22425000000.0,14147000000.0,362000000.0,21684000000.0,25931000000.0,3885000000.0,25569000000.0,370800000.0,368900000.0,372900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2,2013-04-01,2013-06-30,2013-07-23 07:07:47+00:00,950000000.0,2.44,2.44,,2.41,252000000.0,86000000.0,925000000.0,925000000.0,925000000.0,-86000000.0,854000000.0,,,931000000.0,217000000.0,5603000000.0,3530000000.0,86000000.0,5411000000.0,6674000000.0,1177000000.0,6588000000.0,379100000.0,375900000.0,379900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2YTD,2013-01-01,2013-06-30,,1898000000.0,4.8,4.8,,4.74,576000000.0,178000000.0,1821000000.0,1821000000.0,1821000000.0,-178000000.0,1534000000.0,,,1846000000.0,348000000.0,11120000000.0,6683000000.0,178000000.0,10427000000.0,13002000000.0,2397000000.0,12824000000.0,379100000.0,375900000.0,379900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q2TTM,2012-07-01,2013-06-30,,3861000000.0,7.84,7.84,1.79,7.76,889000000.0,364000000.0,2989000000.0,2989000000.0,2989000000.0,-364000000.0,2982000000.0,,,3679000000.0,584000000.0,22425000000.0,14209000000.0,364000000.0,21749000000.0,25991000000.0,3878000000.0,25627000000.0,379100000.0,375900000.0,379900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q1,2013-01-01,2013-03-31,2013-04-23 07:08:20+00:00,948000000.0,2.36,2.36,,2.33,324000000.0,92000000.0,896000000.0,896000000.0,896000000.0,-92000000.0,680000000.0,,,915000000.0,131000000.0,5517000000.0,3153000000.0,92000000.0,5016000000.0,6328000000.0,1220000000.0,6236000000.0,379700000.0,377700000.0,381900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2013.0,Q1TTM,2012-04-01,2013-03-31,,3887000000.0,6.67,6.67,1.79,6.61,746000000.0,374000000.0,2563000000.0,2563000000.0,2563000000.0,-374000000.0,2870000000.0,,,3641000000.0,455000000.0,22351000000.0,14465000000.0,374000000.0,21993000000.0,25676000000.0,3309000000.0,25302000000.0,379700000.0,377700000.0,381900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 07:07:39+00:00,3882000000.0,10.82,10.82,2.15,10.7,1397000000.0,,3692000000.0,3692000000.0,3692000000.0,-369000000.0,2866000000.0,369000000.0,,3964000000.0,595000000.0,23713000000.0,13870000000.0,369000000.0,21716000000.0,27174000000.0,5089000000.0,26805000000.0,341200000.0,338800000.0,342500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q4,2014-10-01,2014-12-31,,983000000.0,3.14,3.14,1.6,3.11,422000000.0,-277000000.0,1038000000.0,1038000000.0,1038000000.0,-92000000.0,659000000.0,369000000.0,,1051000000.0,157000000.0,5979000000.0,3209000000.0,92000000.0,5243000000.0,6795000000.0,1460000000.0,6703000000.0,341200000.0,338800000.0,342500000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3YTD,2014-01-01,2014-09-30,,2899000000.0,7.68,7.68,0.55,7.59,975000000.0,277000000.0,2654000000.0,2654000000.0,2654000000.0,-277000000.0,2207000000.0,,,2913000000.0,438000000.0,17734000000.0,10661000000.0,277000000.0,16473000000.0,20379000000.0,3629000000.0,20102000000.0,337900000.0,335100000.0,338900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3TTM,2013-10-01,2014-09-30,,3869000000.0,10.39,10.39,2.51,10.29,1358000000.0,369000000.0,3642000000.0,3642000000.0,3642000000.0,-369000000.0,2920000000.0,,,3890000000.0,611000000.0,23585000000.0,13988000000.0,369000000.0,21747000000.0,27116000000.0,5000000000.0,26747000000.0,337900000.0,335100000.0,338900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q3,2014-07-01,2014-09-30,2015-10-20 07:08:53+00:00,984000000.0,2.72,2.72,0.55,2.69,339000000.0,93000000.0,919000000.0,919000000.0,919000000.0,-93000000.0,759000000.0,,,1031000000.0,144000000.0,5983000000.0,3520000000.0,93000000.0,5535000000.0,6886000000.0,1258000000.0,6793000000.0,337900000.0,335100000.0,338900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2YTD,2014-01-01,2014-06-30,,1915000000.0,4.96,4.96,,4.9,636000000.0,184000000.0,1735000000.0,1735000000.0,1735000000.0,-184000000.0,1448000000.0,,,1882000000.0,294000000.0,11751000000.0,7141000000.0,184000000.0,10938000000.0,13493000000.0,2371000000.0,13309000000.0,344900000.0,343000000.0,346700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2TTM,2013-07-01,2014-06-30,,3838000000.0,10.0,10.0,1.96,9.9,1332000000.0,367000000.0,3587000000.0,3587000000.0,3587000000.0,-367000000.0,2796000000.0,,,3793000000.0,618000000.0,23268000000.0,13765000000.0,367000000.0,21396000000.0,26682000000.0,4919000000.0,26315000000.0,344900000.0,343000000.0,346700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q2,2014-04-01,2014-06-30,2014-07-22 07:12:27+00:00,965000000.0,1.98,1.98,,1.95,218000000.0,92000000.0,683000000.0,683000000.0,683000000.0,-92000000.0,711000000.0,,,1001000000.0,146000000.0,5928000000.0,3826000000.0,92000000.0,5792000000.0,6785000000.0,901000000.0,6693000000.0,344900000.0,343000000.0,346700000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q1,2014-01-01,2014-03-31,2014-04-22 07:21:23+00:00,950000000.0,2.98,2.98,,2.95,418000000.0,92000000.0,1052000000.0,1052000000.0,1052000000.0,-92000000.0,737000000.0,,,881000000.0,148000000.0,5823000000.0,3315000000.0,92000000.0,5146000000.0,6708000000.0,1470000000.0,6616000000.0,353000000.0,350900000.0,354600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2014.0,Q1TTM,2013-04-01,2014-03-31,,3823000000.0,10.46,10.46,1.96,10.36,1366000000.0,361000000.0,3829000000.0,3829000000.0,3829000000.0,-361000000.0,2939000000.0,,,3723000000.0,689000000.0,22943000000.0,13469000000.0,361000000.0,21015000000.0,26571000000.0,5195000000.0,26210000000.0,353000000.0,350900000.0,354600000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 07:04:51+00:00,3885000000.0,10.99,10.99,2.38,10.88,1301000000.0,,3439000000.0,3439000000.0,3439000000.0,-373000000.0,2382000000.0,373000000.0,,4094000000.0,559000000.0,23874000000.0,13723000000.0,373000000.0,21702000000.0,26815000000.0,4740000000.0,26442000000.0,312900000.0,310600000.0,313900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q4,2015-10-01,2015-12-31,,972000000.0,2.85,2.85,0.61,2.83,343000000.0,,866000000.0,866000000.0,866000000.0,-95000000.0,509000000.0,95000000.0,,1039000000.0,146000000.0,6023000000.0,3363000000.0,95000000.0,5374000000.0,6678000000.0,1209000000.0,6583000000.0,312900000.0,310600000.0,313900000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q3,2015-07-01,2015-09-30,2016-10-20 07:10:33+00:00,987000000.0,3.0,3.0,0.61,2.97,379000000.0,,928000000.0,928000000.0,928000000.0,-94000000.0,629000000.0,94000000.0,,1028000000.0,137000000.0,6032000000.0,3382000000.0,94000000.0,5397000000.0,6798000000.0,1307000000.0,6704000000.0,309300000.0,307600000.0,311000000.0
Travelers Companies Inc,TRV,549300Y650407RU8B149,86312,2015.0,Q3YTD,2015-01-01,2015-09-30,,2913000000.0,8.14,8.14,1.77,8.05,958000000.0,,2573000000.0,2573000000.0,2573000000.0,-278000000.0,1873000000.0,278000000.0,,3055000000.0,413000000.0,17851000000.0,10360000000.0,278000000.0,16328000000.0,20137000000.0,3531000000.0,19859000000.0,309300000.0,307600000.0,311000000.0
