company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Rite Aid Corp,RAD,,84129,2016.0,FY,,2016-02-27,2017-05-03 16:12:00+00:00,1542797000.0,1601008000.0,-47781000.0,52895000.0,124471000.0,0.0,5870419000.0,,,1427250000.0,1713475000.0,,1004379000.0,6914393000.0,2697104000.0,2255398000.0,1539141000.0,,,,213890000.0,731399000.0,,,128144000.0,-5241210000.0,26848000.0,11277010000.0,581428000.0,4550727000.0,2996895000.0,581428000.0,581428000.0,10695582000.0,11277010000.0,4470885000.0,7698687000.0,
Rite Aid Corp,RAD,,84129,2016.0,Q3,,2015-11-28,2016-01-06 15:02:17+00:00,1663483000.0,1555352000.0,-44058000.0,50434000.0,226252000.0,0.0,5851712000.0,17823000.0,57685000.0,1412694000.0,1554747000.0,,1206105000.0,7287911000.0,2871929000.0,2264251000.0,1573295000.0,,,,314515000.0,715910000.0,,,133811000.0,-5306826000.0,29135000.0,11718080000.0,500828000.0,4805167000.0,3162997000.0,500828000.0,500828000.0,11217252000.0,11718080000.0,4648662000.0,8054255000.0,
Rite Aid Corp,RAD,,84129,2016.0,Q2,,2015-08-29,2015-10-06 14:36:27+00:00,1594411000.0,1872976000.0,-44655000.0,54232000.0,152647000.0,0.0,5840728000.0,17823000.0,57622000.0,1703545000.0,1533827000.0,,1225531000.0,7361079000.0,2902749000.0,2198674000.0,1617311000.0,,,,316754000.0,749637000.0,,,140939000.0,-5366370000.0,29002000.0,11979231000.0,429703000.0,5087134000.0,3384580000.0,429703000.0,429703000.0,11549528000.0,11979231000.0,4693423000.0,8164948000.0,
Rite Aid Corp,RAD,,84129,2016.0,Q1,,2015-05-30,2015-06-22 15:46:42+00:00,1167354000.0,969725000.0,-45253000.0,57585000.0,1922129000.0,0.0,5585823000.0,17823000.0,57685000.0,1144889000.0,76124000.0,,403085000.0,7142247000.0,2820784000.0,2143575000.0,1756809000.0,,,,319334000.0,772244000.0,,,100386000.0,-5387839000.0,35039000.0,10529774000.0,152731000.0,5830847000.0,2404967000.0,152731000.0,152731000.0,10377043000.0,10529774000.0,2555352000.0,7972076000.0,
Rite Aid Corp,RAD,,84129,2017.0,FY,,2017-03-04,2018-04-26 13:19:23+00:00,1613909000.0,1771126000.0,-42317000.0,37204000.0,245410000.0,0.0,5893544000.0,,,1340947000.0,1682847000.0,,715406000.0,3235888000.0,1789541000.0,1526462000.0,1505564000.0,,1047670000.0,32683000.0,215917000.0,643950000.0,882268000.0,4057392000.0,211541000.0,-5237157000.0,17709000.0,11593752000.0,614070000.0,5065288000.0,3005248000.0,614070000.0,614070000.0,10979682000.0,11593752000.0,5002002000.0,7974434000.0,
Rite Aid Corp,RAD,,84129,2017.0,Q3,,2016-11-26,2017-01-05 14:27:17+00:00,1792574000.0,1707648000.0,-45738000.0,43943000.0,220028000.0,0.0,5907880000.0,,,1256283000.0,1715479000.0,,885220000.0,7208286000.0,2947358000.0,2291459000.0,1534437000.0,,,,215163000.0,689032000.0,,,142134000.0,-5216015000.0,22681000.0,11658926000.0,646127000.0,5017168000.0,3071538000.0,646127000.0,646127000.0,11012799000.0,11658926000.0,4350299000.0,7941261000.0,
Rite Aid Corp,RAD,,84129,2017.0,Q2,,2016-08-27,2016-10-04 13:43:39+00:00,1695840000.0,1828641000.0,-46419000.0,46641000.0,136093000.0,0.0,5894113000.0,,,1331707000.0,1715479000.0,,921348000.0,7173656000.0,2827018000.0,2281392000.0,1538604000.0,,,,215630000.0,722057000.0,,,146764000.0,-5231025000.0,24399000.0,11610969000.0,616669000.0,4938516000.0,3051946000.0,616669000.0,616669000.0,10994300000.0,11610969000.0,4391061000.0,7942354000.0,
Rite Aid Corp,RAD,,84129,2017.0,Q1,,2016-05-28,2016-07-05 16:18:23+00:00,1663436000.0,1679166000.0,-47100000.0,49737000.0,144840000.0,0.0,5884402000.0,,,1290693000.0,1713475000.0,,964709000.0,6899025000.0,2623886000.0,2257795000.0,1544890000.0,,,,218893000.0,734912000.0,,,107293000.0,-5245798000.0,25640000.0,11254947000.0,591504000.0,4555185000.0,2979769000.0,591504000.0,591504000.0,10663443000.0,11254947000.0,4441967000.0,7683674000.0,
Rite Aid Corp,RAD,,84129,2018.0,FY,,2018-03-03,2019-01-08 11:37:17+00:00,1651363000.0,1869100000.0,-34549000.0,30775000.0,447334000.0,0.0,5918030000.0,,,1231736000.0,1421120000.0,,590443000.0,3340099000.0,1799539000.0,1431246000.0,594019000.0,,438137000.0,560205000.0,217208000.0,553378000.0,,,181181000.0,-4282471000.0,20761000.0,8989327000.0,1601010000.0,4735291000.0,3464065000.0,1601010000.0,1601010000.0,7388317000.0,8989327000.0,2822790000.0,3924252000.0,
Rite Aid Corp,RAD,,84129,2018.0,Q3,,2017-12-02,2018-01-11 10:01:18+00:00,1789456000.0,1796919000.0,-40774000.0,31654000.0,169800000.0,0.0,5914100000.0,,,1258586000.0,1682847000.0,,618274000.0,2985700000.0,1853886000.0,1479214000.0,1419544000.0,,1868128000.0,3837519000.0,211290000.0,592201000.0,,,240712000.0,-5048182000.0,20354000.0,11340614000.0,825144000.0,5929445000.0,6905915000.0,825144000.0,825144000.0,10515470000.0,11340614000.0,3931955000.0,3609555000.0,
Rite Aid Corp,RAD,,84129,2018.0,Q2,,2017-09-02,2017-10-05 10:44:12+00:00,1687880000.0,1843320000.0,-41288000.0,37890000.0,238978000.0,0.0,5904111000.0,,,1270840000.0,1715479000.0,,747288000.0,7082549000.0,2877427000.0,2188217000.0,1453291000.0,,,,212664000.0,663048000.0,,,221644000.0,-5129213000.0,22491000.0,11498308000.0,733610000.0,5181369000.0,2981211000.0,733610000.0,733610000.0,10764698000.0,11498308000.0,4128722000.0,7783487000.0,
Rite Aid Corp,RAD,,84129,2018.0,Q1,,2017-06-03,2017-07-06 10:43:59+00:00,1646457000.0,1781175000.0,-41803000.0,39889000.0,214449000.0,0.0,5902360000.0,,,1339778000.0,1715479000.0,,787969000.0,7177918000.0,2789176000.0,2218333000.0,1556301000.0,,,,204489000.0,673008000.0,,,192767000.0,-5299929000.0,22460000.0,11460138000.0,560628000.0,4977567000.0,3008695000.0,560628000.0,560628000.0,10899510000.0,11460138000.0,4264238000.0,7890815000.0,
Rite Aid Corp,RAD,,84129,2019.0,FY,,2019-03-02,2020-04-27 16:10:09+00:00,1618585000.0,1788712000.0,-31059000.0,24064000.0,144353000.0,0.0,5930993000.0,,,808439000.0,1108136000.0,,448706000.0,3454585000.0,1871941000.0,1308514000.0,409084000.0,,117581000.0,,215208000.0,482893000.0,,,179132000.0,-4713244000.0,16111000.0,7591367000.0,1186690000.0,4101719000.0,2443135000.0,1186690000.0,1186690000.0,6404677000.0,7591367000.0,2181134000.0,3961542000.0,
Rite Aid Corp,RAD,,84129,2019.0,Q3,,2018-12-01,2019-01-08 11:37:17+00:00,1707242000.0,1717830000.0,-33457000.0,26200000.0,410043000.0,0.0,5927121000.0,,,997017000.0,1108135000.0,,462362000.0,3394466000.0,1894274000.0,1335740000.0,635416000.0,,131892000.0,,210827000.0,488553000.0,,,176439000.0,-4440250000.0,16066000.0,8082958000.0,1453414000.0,4330478000.0,2720325000.0,1453414000.0,1453414000.0,6629544000.0,8082958000.0,2416740000.0,3909219000.0,
Rite Aid Corp,RAD,,84129,2019.0,Q2,,2018-09-01,2018-10-04 11:41:05+00:00,1733989000.0,2039605000.0,-33821000.0,26537000.0,132468000.0,0.0,5925512000.0,,,938940000.0,1108135000.0,,480520000.0,3481741000.0,1848287000.0,1350735000.0,635127000.0,,181989000.0,,219489000.0,509843000.0,,,169313000.0,-4435741000.0,18668000.0,8165668000.0,1455950000.0,4371662000.0,2691597000.0,1455950000.0,1455950000.0,6709718000.0,8165668000.0,2443271000.0,4018121000.0,
Rite Aid Corp,RAD,,84129,2019.0,Q1,,2018-06-02,2018-07-06 15:49:47+00:00,1767777000.0,1908955000.0,-34185000.0,28874000.0,147092000.0,0.0,5923098000.0,,,1030292000.0,1421120000.0,,568920000.0,3134704000.0,1809595000.0,1401924000.0,522674000.0,,179442000.0,,218672000.0,536470000.0,,,151059000.0,-4076602000.0,19025000.0,8329453000.0,1812311000.0,4196143000.0,2817094000.0,1812311000.0,1812311000.0,6517142000.0,8329453000.0,2731386000.0,3700048000.0,
Rite Aid Corp,RAD,,84129,2020.0,FY,,2020-02-29,2020-07-02 16:20:10+00:00,1484081000.0,1286785000.0,-48898000.0,2710347000.0,218180000.0,0.0,5945619000.0,,,746318000.0,1108136000.0,1215838000.0,359491000.0,3077268000.0,1921604000.0,1215838000.0,16680000.0,490161000.0,92278000.0,37063000.0,3051583000.0,223764000.0,,,181794000.0,-5222194000.0,8840000.0,9452369000.0,674527000.0,3700641000.0,2766463000.0,674527000.0,674527000.0,8777842000.0,9452369000.0,4535890000.0,6011379000.0,
Rite Aid Corp,RAD,,84129,2020.0,Q3,,2019-11-30,2020-01-06 15:35:25+00:00,1534302000.0,1689838000.0,-30401000.0,2732339000.0,289498000.0,0.0,5943732000.0,,,806739000.0,1108136000.0,,374660000.0,3566261000.0,1957045000.0,1254234000.0,382105000.0,493699000.0,101594000.0,42422000.0,3093389000.0,227685000.0,,,178292000.0,-4897473000.0,9486000.0,10428791000.0,1015858000.0,4216267000.0,2886648000.0,1015858000.0,1015858000.0,9412933000.0,10428791000.0,4958290000.0,6526285000.0,
Rite Aid Corp,RAD,,84129,2020.0,Q2,,2019-08-31,2019-10-03 11:56:59+00:00,1570178000.0,1945600000.0,-30902000.0,2745598000.0,142181000.0,0.0,5940446000.0,,,732787000.0,1108136000.0,,381369000.0,3834605000.0,1968937000.0,1270467000.0,382105000.0,502706000.0,145213000.0,43364000.0,3145777000.0,272685000.0,,,183428000.0,-4948958000.0,10704000.0,10673213000.0,960586000.0,4385359000.0,2859739000.0,960586000.0,960586000.0,9712627000.0,10673213000.0,5017387000.0,6852888000.0,
Rite Aid Corp,RAD,,84129,2020.0,Q1,,2019-06-01,2019-07-11 15:37:33+00:00,1556425000.0,1803778000.0,-31300000.0,2813417000.0,190453000.0,0.0,5936196000.0,,,782205000.0,1108136000.0,,400084000.0,3582037000.0,1875917000.0,1284680000.0,409084000.0,450933000.0,153811000.0,43829000.0,3198962000.0,253875000.0,,,104784000.0,-4869679000.0,11751000.0,10529689000.0,1035217000.0,4128743000.0,2845143000.0,1035217000.0,1035217000.0,9494472000.0,10529689000.0,5116266000.0,6649329000.0,
