Ticker,Name,Date
CNC,Centene Corporation,52
CNP,CenterPoint Energy,367
CNX,Consol Energy,315
COF,Capital One Financial,367
COG,Cabot Oil & Gas,367
COL,Rockwell Collins,348
COO,The Cooper Companies,46
COP,ConocoPhillips,367
COST,Costco Wholesale Corp.,367
COTY,"Coty, Inc",46
COV,Covidien,47
CPB,Campbell Soup,367
CPGX,Columbia Pipeline Group,12
CPRI,Capri Holdings,365
CPRT,Copart Inc,24
CPWR,Compuware,264
CRM,Salesforce.com,142
CSC,Computer Sciences Corp,312
CSCO,Cisco Systems,367
CSRA,CSRA Inc.,28
CSX,CSX Corp.,367
CTAS,Cintas Corporation,367
CTL,CenturyLink Inc,367
CTSH,Cognizant Technology Solutions,367
CTVA,Corteva,13
CTXS,Citrix Systems,367
CVC,Cablevision Systems,66
CVH,Coventry Health Care,281
CVS,CVS Health,367
CVX,Chevron Corp.,367
CXO,Concho Resources,53
D,Dominion Energy,367
DAL,Delta Air Lines Inc.,82
DD,DuPont,333
DD,DuPont de Nemours Inc,367
DE,Deere & Co.,367
DELL,"Dell, Inc.",286
DF,Dean Foods,281
DFS,Discover Financial Services,367
DG,Dollar General,91
DGX,Quest Diagnostics,367
DHI,D. R. Horton,367
DHR,Danaher Corp.,367
DIS,The Walt Disney Company,367
DISCA,"Discovery, Inc. (Class A)",367
DISCK,"Discovery, Inc. (Class C)",71
DISH,Dish Network,40
DJ,Dow Jones,216
DLR,Digital Realty Trust Inc,50
DLTR,Dollar Tree,103
DNB,Dun & Bradstreet,328
DNR,Denbury Resources,303
DO,Diamond Offshore Drilling,321
DOV,Dover Corporation,367
DOW,Dow Inc.,15
DPS,Dr Pepper Snapple Group,343
DPZ,Domino's Pizza,2
DRE,Duke Realty Corp,36
DRI,Darden Restaurants,367
DTE,DTE Energy Co.,367
DTV,DirecTV,307
DUK,Duke Energy,367
DV,"DeVry, Inc.",274
DVA,DaVita Inc.,367
DVN,Devon Energy,367
DXC,DXC Technology,39
DXCM,DexCom,2
EA,Electronic Arts,367
EBAY,eBay Inc.,367
ECL,Ecolab Inc.,367
ED,Consolidated Edison,367
EFX,Equifax Inc.,367
EIX,Edison Int'l,367
EK,Eastman Kodak Co.,252
EL,Estée Lauder Companies,367
EMC,EMC Corporation,321
EMN,Eastman Chemical,367
EMR,Emerson Electric Company,367
ENDP,Endo International,26
EOG,EOG Resources,367
EP,El Paso Corp.,269
EQIX,Equinix,64
EQR,Equity Residential,367
EQT,EQT Corp,347
ES,Eversource Energy,367
ESRX,Express Scripts,183
ESS,"Essex Property Trust, Inc.",75
ESV,Ensco plc (now Valaris plc,44
ETFC,E*Trade,367
ETN,Eaton Corporation,367
ETR,Entergy Corp.,367
EVHC,Envision Healthcare,22
EVRG,Evergy,25
EW,Edwards Lifesciences,112
EXC,Exelon Corp.,367
EXPD,Expeditors,367
EXPE,Expedia Group,153
EXR,Extra Space Storage,54
F,Ford Motor Company,367
FANG,Diamondback Energy,19
FAST,Fastenal Co,142
FB,"Facebook, Inc.",79
FBHS,Fortune Brands Home & Security,49
FCX,Freeport-McMoRan Inc.,367
FDC,First Data Corp.,213
FDO,Family Dollar Stores Inc.,307
FDX,FedEx Corporation,367
FE,FirstEnergy Corp,367
FFIV,F5 Networks,115
FHN,First Horizon,282
FII,Federated Investors,276
FIS,Fidelity National Information Services,367
FISV,Fiserv Inc,367
FITB,Fifth Third Bancorp,367
FL,Foot Locker,40
FLIR,FLIR Systems,367
FLR,Fluor Corporation,354
FLS,Flowserve Corporation,367
FLT,FleetCor Technologies Inc,25
FMC,FMC Corporation,367
FNM,Fannie Mae,225
FOSL,Fossil Group,45
FOX,Fox Corporation (Class B),58
FOXA,Fox Corporation (Class A),85
FRC,First Republic Bank,18
FRE,Freddie Mac,225
FRT,Federal Realty Investment Trust,53
FRX,Forest Laboratories,295
FSLR,First Solar,327
FTI,TechnipFMC,367
FTNT,Fortinet,21
FTR,Frontier Communications,327
FTV,Fortive Corp,48
GAS,AGL Resources,55
GAS,Nicor Inc.,264
GD,General Dynamics,367
GE,General Electric,367
GENZ,Genzyme Corp.,256
GGP,GGP Inc.,56
GHC,Graham Holdings,297
GILD,Gilead Sciences,367
GIS,General Mills,367
GL,Globe Life Inc.,367
GLK,Great Lakes Chemical,187
GLW,Corning Inc.,367
GM,General Motors,85
GMCR,Keurig Green Mountain,24
GME,GameStop,100
GNW,Genworth Financial,311
GOOG,Alphabet Inc. (Class C),367
GOOGL,Alphabet Inc. (Class A),75
GPC,Genuine Parts,367
GPN,Global Payments Inc.,51
GPS,Gap Inc.,367
GR,Goodrich Corporation,271
GRA,W.R. Grace,132
GRMN,Garmin Ltd.,91
GS,Goldman Sachs Group,367
GT,The Goodyear Tire & Rubber Company,350
GWW,Grainger (W.W.) Inc.,367
HAL,Halliburton Co.,367
HAR,Harman Int'l Industries,327
HAS,Hasbro Inc.,367
HBAN,Huntington Bancshares,367
HBI,Hanesbrands Inc,64
HCA,HCA Healthcare,66
HCBK,Hudson City Bancorp Inc,311
HD,Home Depot,367
HES,Hess Corporation,367
HFC,HollyFrontier Corp,25
HIG,Hartford Financial Svc.Gp.,367
HII,Huntington Ingalls Industries,30
HLT,Hilton Worldwide Holdings Inc,37
HNZ,H. J. Heinz Company,282
HOG,Harley-Davidson,366
HOLX,Hologic,52
HON,Honeywell Int'l Inc.,367
HOT,Starwood Hotels & Resorts Worldwide Inc,321
HP,Helmerich & Payne,123
HPE,Hewlett Packard Enterprise,56
HPQ,HP Inc.,367
HRB,H&R Block,367
HRL,Hormel Foods Corp.,136
HSIC,Henry Schein,64
HSP,Hospira Inc,309
HST,Host Hotels & Resorts,367
HSY,The Hershey Company,367
HUM,Humana Inc.,367
HWM,Howmet Aerospace,367
IBM,International Business Machines,367
ICE,Intercontinental Exchange,154
IDXX,IDEXX Laboratories,42
IEX,IDEX Corporation,11
IFF,International Flavors & Fragrances,367
IGT,International Game Technology,294
ILMN,Illumina Inc,56
INCY,Incyte,41
INFO,IHS Markit Ltd.,37
INTC,Intel Corp.,367
INTU,Intuit Inc.,235
IP,International Paper,367
IPG,Interpublic Group,367
IPGP,IPG Photonics Corp.,28
IQV,IQVIA Holdings Inc.,367
IR,Ingersoll Rand,116
IRM,Iron Mountain Incorporated,367
ISRG,Intuitive Surgical Inc.,367
IT,Gartner Inc,39
ITT,ITT Corp.,262
ITW,Illinois Tool Works,367
IVZ,Invesco Ltd.,367
J,Jacobs Engineering Group,367
JBHT,J. B. Hunt Transport Services,60
JBL,Jabil Circuit,299
JCI,Johnson Controls Inc,321
JCI,Johnson Controls International,367
JCP,J.C. Penney,288
JDSU,JDS Uniphase,161
JEF,Jefferies Financial Group Inc,357
JKHY,Jack Henry & Associates,20
JNJ,Johnson & Johnson,367
JNPR,Juniper Networks,169
JNS,Janus Capital Group,263
JNY,Jones Apparel Group,231
JOY,Joy Global,56
JPM,JPMorgan Chase & Co.,367
JWN,Nordstrom,366
K,Kellogg Co.,367
KEY,KeyCorp,367
KEYS,Keysight Technologies,20
KG,King Pharmaceuticals Inc.,252
KHC,Kraft Heinz Co,60
KIM,Kimco Realty,367
KLAC,KLA Corporation,367
KMB,Kimberly-Clark,367
KMI,Kinder Morgan,98
KMX,Carmax Inc,121
KO,Coca-Cola Company,367
KR,Kroger Co.,367
KRFT,Kraft Foods Group,33
KSE,KeySpan,212
KSS,Kohl's Corp.,367
KSU,Kansas City Southern,86
L,Loews Corp.,367
LB,L Brands Inc.,367
LDOS,Leidos Holdings,11
LDW,Laidlaw,120
LEG,Leggett & Platt,367
LEH,Lehman Brothers,225
LEN,Lennar Corp.,367
LH,Laboratory Corp. of America Holding,367
LHX,L3Harris Technologies,367
LIFE,Life Technologies,289
LIN,Linde plc,367
LKQ,LKQ Corporation,50
LLL,L3 Technologies,355
LLTC,Linear Technology,327
LLY,Lilly (Eli) & Co.,367
LM,Legg Mason,324
LMT,Lockheed Martin Corp.,367
LNC,Lincoln National,367
LNT,Alliant Energy Corp,48
LO,Lorillard Inc.,84
LOW,Lowe's Cos.,367
LRCX,Lam Research,97
LSI,LSI Corporation,293
LUV,Southwest Airlines,367
LVLT,Level 3 Communications,35
LVS,Las Vegas Sands,9
LW,Lamb Weston Holdings Inc,19
LXK,Lexmark Int'l Inc,274
LYB,LyondellBasell,94
LYV,Live Nation Entertainment,7
M,"Macy's, Inc.",364
MA,Mastercard Inc.,367
MAA,Mid-America Apartments,43
MAC,Macerich,79
MAR,Marriott Int'l.,367
MAS,Masco Corp.,367
MAT,Mattel Inc,354
MCD,McDonald's Corp.,367
MCHP,Microchip Technology,367
MCK,McKesson Corp.,367
MCO,Moody's Corp,367
MDLZ,Mondelez International,367
MDT,Medtronic plc,367
MEE,Massey Energy Company,258
MET,MetLife Inc.,367
MFE,McAfee Inc.,254
MGM,MGM Resorts International,36
MHK,Mohawk Industries,79
MHS,Medco Health Solutions Inc.,268
MI,Marshall & Iisley Corp.,259
MIL,Millipore Inc.,247
MJN,Mead Johnson,330
MKC,McCormick & Co.,367
MKTX,MarketAxess,12
MLM,Martin Marietta Materials,72
MMC,Marsh & McLennan,367
MMI,Motorola Mobility,269
MMM,3M Company,367
MNK,Mallinckrodt,35
MNST,Monster Beverage,97
MO,Altria Group Inc,367
MOLX,Molex Inc.,288
MON,Monsanto,342
MOS,The Mosaic Company,106
MPC,Marathon Petroleum,109
MRK,Merck & Co.,367
MRO,Marathon Oil Corp.,367
MS,Morgan Stanley,367
MSCI,MSCI Inc,27
MSFT,Microsoft Corp.,367
MSI,Motorola Solutions Inc.,367
MTB,M&T Bank Corp.,367
MTD,Mettler Toledo,46
MU,Micron Technology,367
MUR,Murphy Oil,331
MWW,Monster Worldwide Inc.,264
MXIM,Maxim Integrated Products,213
MXIM,Maxim Integrated Products Inc,19
MYL,Mylan N.V.,367
NAVI,Navient Corp,49
NBL,Noble Energy Inc,367
NBR,Nabors Industries,303
NCLH,Norwegian Cruise Line Holdings,33
NCR,NCR Corp.,214
NDAQ,"Nasdaq, Inc.",367
NE,Noble Corp,307
NEE,NextEra Energy,367
NEM,Newmont Corporation,367
NFLX,Netflix Inc.,115
NFX,Newfield Exploration,98
NI,NiSource Inc.,367
NKE,"Nike, Inc.",367
NKTR,Nektar Therapeutics,19
NLOK,NortonLifeLock,367
NLSN,Nielsen Holdings,84
NOC,Northrop Grumman,367
NOV,National Oilwell Varco Inc.,367
NOVL,"Novell, Inc.",256
NOW,ServiceNow,8
NRG,NRG Energy,367
NSC,Norfolk Southern Corp.,367
NSM,National Semiconductor Corp.,261
NTAP,NetApp,367
NTRS,Northern Trust Corp.,367
NUE,Nucor Corp.,367
NVDA,Nvidia Corporation,367
NVLS,Novellus Systems,270
NVR,"NVR, Inc.",10
NWL,Newell Brands,367
NWS,News Corp. Class B,58
NWSA,News Corp. Class A,367
NYT,The New York Times Co.,252
NYX,NYSE Euronext,287
O,Realty Income Corporation,63
ODFL,Old Dominion Freight Line,7
ODP,Office Depot Inc.,252
OI,Owens-Illinois,228
OKE,ONEOK,367
OMC,Omnicom Group,367
ORCL,Oracle Corp.,367
ORLY,O'Reilly Automotive,367
OTIS,Otis Worldwide,3
OXY,Occidental Petroleum,367
PAYC,Paycom,6
PAYX,Paychex Inc.,367
PBCT,People's United Financial,367
PBI,Pitney Bowes Inc,327
PCAR,PACCAR Inc.,367
PCG,PG&E Corp,349
PCL,Plum Creek Timber,314
PCP,Precision Castparts Corp.,314
PCS,MetroPCS,280
PDCO,Patterson Companies,339
PEAK,Healthpeak Properties,367
PEG,Public Service Enterprise Group (PSEG),367
PEP,PepsiCo Inc.,367
PETM,PetSmart Inc.,29
PFE,Pfizer Inc.,367
PFG,Principal Financial Group,367
PG,Procter & Gamble,367
PGN,Progress Energy Inc,271
PGR,Progressive Corp.,367
PH,Parker-Hannifin,367
PHM,PulteGroup,367
PKG,Packaging Corporation of America,36
PKI,PerkinElmer,367
PLD,Prologis,367
PLL,Pall Corp,308
PM,Philip Morris International,367
PNC,PNC Financial Services,367
PNR,Pentair plc,93
PNW,Pinnacle West Capital,367
POM,Pepco Holdings Inc,315
PPG,PPG Industries,367
PPL,PPL Corp.,367
PRGO,Perrigo,103
PRU,Prudential Financial,367
PSA,Public Storage,367
PSX,Phillips 66,99
PTV,Pactiv Corp.,251
PVH,PVH Corp.,89
PWR,Quanta Services Inc.,367
PXD,Pioneer Natural Resources,367
PYPL,PayPal,60
Q,Qwest Communications,255
QCOM,QUALCOMM Inc.,367
QEP,QEP Resources,61
QRVO,Qorvo,61
QTRN,Quintiles Transnational,165
R,Ryder Systems Inc.,330
RAD,RiteAid,127
RAI,Reynolds American,331
RCL,Royal Caribbean Cruises Ltd,67
RDC,Rowan Companies plc,296
RE,Everest Re Group Ltd.,37
REG,Regency Centers Corporation,40
REGN,Regeneron Pharmaceuticals,87
RF,Regions Financial Corp.,367
RHI,Robert Half International,367
RHT,Red Hat,355
RIG,Transocean,45
RJF,Raymond James Financial Inc.,40
RL,Ralph Lauren Corporation,367
RMD,ResMed,36
ROK,Rockwell Automation Inc.,367
ROL,Rollins Inc.,21
ROP,Roper Technologies,367
ROST,Ross Stores,367
RRC,Range Resources,126
RRD,R.R. Donnelley,276
RSG,Republic Services Inc,367
RSH,RadioShack Corp.,258
RTN,Raytheon Company,364
RTX,Raytheon Technologies,367
RX,IMS Health,242
S,Sprint Nextel Corp.,283
SAI,SAIC,285
SBAC,SBA Communications,34
SBL,Symbol Technologies,73
SBUX,Starbucks Corp.,367
SCG,SCANA,349
SCHW,Charles Schwab Corporation,367
SE,Spectra Energy Corp,326
SEE,Sealed Air,367
SGP,Schering-Plough Corp.,239
SHLD,Sears Holding Corporation,273
SHW,Sherwin-Williams,367
SIAL,Sigma-Aldrich Corp,311
SIG,Signet Jewelers,32
SII,Smith International Inc.,248
SIVB,SVB Financial,28
SJM,JM Smucker,367
SLB,Schlumberger Ltd.,367
SLE,Sara Lee Corp.,270
SLG,SL Green Realty,64
SLM,SLM Corporation,293
SLR,Solectron,214
SNA,Snap-on,367
SNDK,SanDisk Corporation,317
SNI,Scripps Networks Interactive,339
SNPS,Synopsys Inc.,40
SO,Southern Company,367
SPG,Simon Property Group Inc,367
SPGI,"S&P Global, Inc.",367
SPLS,Staples Inc.,333
SRCL,Stericycle,348
SRE,Sempra Energy,367
STE,STERIS plc,7
STI,SunTrust Banks,360
STJ,St. Jude Medical,325
STR,Questar Corp.,246
STT,State Street Corp.,367
STX,Seagate Technology,96
STZ,Constellation Brands,180
SUN,Sunoco Inc.,274
SVU,Supervalu Inc.,268
SWK,Stanley Black & Decker,367
SWKS,Skyworks Solutions,64
SWN,Southwestern Energy,328
SWY,Safeway Inc,301
SYF,Synchrony Financial,56
SYK,Stryker Corp.,367
SYY,Sysco Corp.,367
T,AT&T Inc.,367
TAP,Molson Coors Beverage Company,367
TDC,Teradata Corp.,116
TDG,TransDigm Group,49
TDY,Teledyne Technologies,1
TE,TECO Energy,319
TEG,Integrys Energy Group Inc.,307
TEL,TE Connectivity Ltd.,105
TER,Teradyne,288
TFC,Truist Financial,367
TFX,Teleflex,18
TGNA,"Tegna, Inc.",330
TGT,Target Corp.,367
THC,Tenet Healthcare,316
TIE,Titanium Metals,276
TIF,Tiffany & Co.,367
TJX,TJX Companies Inc.,367
TLAB,Tellabs Inc.,264
TMO,Thermo Fisher Scientific,367
TMUS,T-Mobile US,12
TPR,"Tapestry, Inc.",367
TRB,Tribune Co.,216
TRIP,TripAdvisor,96
TROW,T. Rowe Price Group,367
TRV,The Travelers Companies Inc.,367
TSCO,Tractor Supply Company,78
TSG,Sabre Holdings,207
TSN,Tyson Foods,367
TSS,TSYS,357
TT,Trane Technologies plc,367
TTWO,Take-Two Interactive,28
TWC,Time Warner Cable,317
TWTR,"Twitter, Inc.",25
TWX,Time Warner,342
TXN,Texas Instruments,367
TXT,Textron Inc.,367
TYL,Tyler Technologies,1
UA,Under Armour (Class C),51
UAA,Under Armour (Class A),367
UAL,United Airlines Holdings,58
UDR,"UDR, Inc.",52
UHS,Universal Health Services,70
ULTA,Ulta Beauty,51
UNH,United Health Group Inc.,367
UNM,Unum Group,367
UNP,Union Pacific Corp,367
UPS,United Parcel Service,367
URBN,Urban Outfitters,327
URI,"United Rentals, Inc.",70
USB,U.S. Bancorp,367
V,Visa Inc.,367
VAR,Varian Medical Systems,367
VFC,VF Corporation,367
VIAB,Viacom,360
VIAC,ViacomCBS,367
VLO,Valero Energy,367
VMC,Vulcan Materials,367
VNO,Vornado Realty Trust,367
VRSK,Verisk Analytics,57
VRSN,Verisign Inc.,367
VRTX,Vertex Pharmaceuticals Inc,82
VTR,Ventas Inc,136
VZ,Verizon Communications,367
WAB,Wabtec Corporation,17
WAT,Waters Corporation,367
WB,Wachovia Bank,228
WBA,Walgreens Boots Alliance,367
WCG,WellCare,16
WDC,Western Digital,367
WEC,WEC Energy Group,367
WELL,Welltower Inc.,367
WFC,Wells Fargo,367
WFM,Whole Foods Market,332
WFR,MEMC Electronic Materials Inc.,264
WHR,Whirlpool Corp.,367
WIN,Windstream Holdings Inc,304
WLTW,Willis Towers Watson,54
WM,Waste Management Inc.,367
WMB,Williams Companies,367
WMT,Walmart,367
WPX,"WPX Energy, Inc.",27
WRB,W. R. Berkley Corporation,7
WRK,WestRock,367
WST,West Pharmaceutical Services,2
WU,Western Union Co,367
WY,Weyerhaeuser,367
WYN,Wyndham Worldwide,341
WYNN,Wynn Resorts Ltd,367
X,United States Steel Corporation,295
XEC,Cimarex Energy,69
XEL,Xcel Energy Inc,367
XL,XL Group,345
XLNX,Xilinx,367
XOM,Exxon Mobil Corp.,367
XRAY,Dentsply Sirona,367
XRX,Xerox,367
XTO,XTO Energy Inc.,246
XYL,Xylem Inc.,105
YHOO,Yahoo! Inc.,210
YUM,Yum! Brands Inc,367
ZBH,Zimmer Biomet Holdings,367
ZBRA,Zebra Technologies,7
ZION,Zions Bancorp,367
ZTS,Zoetis,85
