company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
American Airlines Group Inc,AAL,,6201,2017.0,Q4,2017-10-01,2017-12-31,,,,-15000000.0,-778000000.0,,,,,904000000.0,75000000.0,-557000000.0,-332000000.0,75000000.0,-557000000.0,-332000000.0,-814000000.0,0.0,,,,309000000.0,,-48000000.0,-540000000.0,-1408000000.0,-538000000.0,-243000000.0,1819000000.0,-737000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-25 07:39:25+00:00,-203000000.0,,15000000.0,778000000.0,,,,,2181000000.0,-1220000000.0,-3079000000.0,4307000000.0,-1220000000.0,-3079000000.0,4307000000.0,8000000.0,,,,,0.0,,-150000000.0,-4093000000.0,-4563000000.0,-1879000000.0,-1372000000.0,4949000000.0,831000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q3TTM,2016-10-01,2017-09-30,,-203000000.0,,5000000.0,64000000.0,,,,,4503000000.0,-850000000.0,-4139000000.0,4934000000.0,-850000000.0,-4139000000.0,4934000000.0,-55000000.0,0.0,,,,,,-202000000.0,-5256000000.0,-6023000000.0,-3210000000.0,-1941000000.0,6447000000.0,896000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q3,2017-07-01,2017-09-30,,-203000000.0,,6000000.0,262000000.0,,,,,547000000.0,-599000000.0,185000000.0,369000000.0,-599000000.0,185000000.0,369000000.0,-45000000.0,,,,,,,-48000000.0,-264000000.0,-1369000000.0,-739000000.0,-359000000.0,1503000000.0,518000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-26 07:33:23+00:00,,,9000000.0,516000000.0,,,,,1634000000.0,-621000000.0,-3264000000.0,3938000000.0,-621000000.0,-3264000000.0,3938000000.0,53000000.0,,,,,,,-102000000.0,-3829000000.0,-3194000000.0,-1140000000.0,-1013000000.0,3446000000.0,313000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q2TTM,2016-07-01,2017-06-30,,,,2000000.0,37000000.0,,,,,4769000000.0,-509000000.0,-5195000000.0,5629000000.0,-509000000.0,-5195000000.0,5629000000.0,-75000000.0,0.0,,,,,,-207000000.0,-6465000000.0,-5862000000.0,-2794000000.0,-2277000000.0,6726000000.0,406000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q2,2017-04-01,2017-06-30,,,,5000000.0,261000000.0,,,,,731000000.0,-272000000.0,-1394000000.0,1688000000.0,-272000000.0,-1394000000.0,1688000000.0,22000000.0,,,,,,,-51000000.0,-1907000000.0,-1480000000.0,-423000000.0,-529000000.0,1712000000.0,281000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q1,2017-01-01,2017-03-31,2018-04-26 07:33:16+00:00,,,4000000.0,255000000.0,,,,,903000000.0,-349000000.0,-1870000000.0,2250000000.0,-349000000.0,-1870000000.0,2250000000.0,31000000.0,,,,,,,-51000000.0,-1922000000.0,-1714000000.0,-717000000.0,-484000000.0,1734000000.0,32000000.0
American Airlines Group Inc,AAL,,6201,2017.0,Q1TTM,2016-04-01,2017-03-31,,,,,27000000.0,,,,,7122000000.0,-842000000.0,-5458000000.0,6154000000.0,-842000000.0,-5458000000.0,6154000000.0,-146000000.0,0.0,,,,,,-214000000.0,-6448000000.0,-5888000000.0,-4291000000.0,-3459000000.0,6725000000.0,153000000.0
American Airlines Group Inc,AAL,,6201,2018.0,FY,2018-01-01,2018-12-31,2020-02-19 07:31:30+00:00,0.0,,,,,,-433000000.0,,4708000000.0,-1819000000.0,-3883000000.0,2406000000.0,-1819000000.0,-3883000000.0,2406000000.0,-3296000000.0,3070000000.0,3070000000.0,-231000000.0,,130000000.0,,-186000000.0,-6824000000.0,-7422000000.0,-5504000000.0,-837000000.0,10016000000.0,217000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q4,2018-10-01,2018-12-31,,,,-16000000.0,-801000000.0,,,,,2559000000.0,-501000000.0,-2300000000.0,-411000000.0,-501000000.0,-2300000000.0,-411000000.0,-3212000000.0,0.0,,,,135000000.0,,-46000000.0,-4234000000.0,-4686000000.0,-3014000000.0,,7128000000.0,-643000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-24 07:38:22+00:00,,,16000000.0,801000000.0,,,,,2149000000.0,-1318000000.0,-1583000000.0,2817000000.0,-1318000000.0,-1583000000.0,2817000000.0,-84000000.0,,,,,-5000000.0,,-140000000.0,-2590000000.0,-2736000000.0,-2490000000.0,-837000000.0,2888000000.0,860000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q3TTM,2017-10-01,2018-09-30,,,,1000000.0,23000000.0,,,,,3053000000.0,-1243000000.0,-2140000000.0,2485000000.0,-1243000000.0,-2140000000.0,2485000000.0,-898000000.0,0.0,,,,304000000.0,,-188000000.0,-3130000000.0,-4144000000.0,-3028000000.0,-1080000000.0,4707000000.0,123000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q3,2018-07-01,2018-09-30,,,,3000000.0,259000000.0,,,,,1257000000.0,634000000.0,-548000000.0,-77000000.0,634000000.0,-548000000.0,-77000000.0,9000000.0,,,,,-5000000.0,,-46000000.0,-1406000000.0,-1005000000.0,-577000000.0,,1266000000.0,602000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-25 07:36:28+00:00,,,13000000.0,542000000.0,,,,,892000000.0,-1952000000.0,-1035000000.0,2894000000.0,-1952000000.0,-1035000000.0,2894000000.0,-93000000.0,,,,,0.0,,-94000000.0,-1184000000.0,-1731000000.0,-1913000000.0,-837000000.0,1622000000.0,258000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q2TTM,2017-07-01,2018-06-30,,-203000000.0,,4000000.0,26000000.0,,,,,2343000000.0,-2476000000.0,-1407000000.0,2931000000.0,-2476000000.0,-1407000000.0,2931000000.0,-952000000.0,0.0,,,,309000000.0,,-190000000.0,-1988000000.0,-4508000000.0,-3190000000.0,-1439000000.0,4944000000.0,39000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q2,2018-04-01,2018-06-30,,,,10000000.0,284000000.0,,,,,656000000.0,-1110000000.0,-79000000.0,1094000000.0,-1110000000.0,-79000000.0,1094000000.0,-95000000.0,,,,,,,-46000000.0,68000000.0,-952000000.0,-1344000000.0,-376000000.0,569000000.0,236000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q1,2018-01-01,2018-03-31,2019-04-26 07:32:51+00:00,,,3000000.0,258000000.0,,,,,236000000.0,-842000000.0,-956000000.0,1800000000.0,-842000000.0,-956000000.0,1800000000.0,2000000.0,,,,,0.0,,-48000000.0,-1252000000.0,-779000000.0,-569000000.0,-461000000.0,1053000000.0,22000000.0
American Airlines Group Inc,AAL,,6201,2018.0,Q1TTM,2017-04-01,2018-03-31,,-203000000.0,,-1000000.0,3000000.0,,,,,2418000000.0,-1638000000.0,-2722000000.0,3525000000.0,-1638000000.0,-2722000000.0,3525000000.0,-835000000.0,0.0,,,,309000000.0,,-195000000.0,-3963000000.0,-5036000000.0,-2269000000.0,-1592000000.0,6087000000.0,84000000.0
American Airlines Group Inc,AAL,,6201,2019.0,FY,2019-01-01,2019-12-31,2020-02-19 07:31:30+00:00,0.0,,,,,,166000000.0,,3960000000.0,-1568000000.0,-2243000000.0,1830000000.0,-1568000000.0,-2243000000.0,1830000000.0,-1981000000.0,1686000000.0,1686000000.0,-22000000.0,-1097000000.0,1011000000.0,,-178000000.0,-3184000000.0,-4268000000.0,-4253000000.0,,4144000000.0,54000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q4,2019-10-01,2019-12-31,,,,-5000000.0,-817000000.0,,,,,410000000.0,-1272000000.0,639000000.0,-1385000000.0,-1272000000.0,639000000.0,-1385000000.0,-2018000000.0,0.0,,,-1097000000.0,1079000000.0,,-43000000.0,-304000000.0,-1139000000.0,-1367000000.0,825000000.0,1620000000.0,-617000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-24 07:38:22+00:00,,,5000000.0,817000000.0,,,,,3550000000.0,-296000000.0,-2882000000.0,3215000000.0,-296000000.0,-2882000000.0,3215000000.0,37000000.0,,,,,-68000000.0,,-135000000.0,-2880000000.0,-3129000000.0,-2886000000.0,-825000000.0,2524000000.0,671000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q3TTM,2018-10-01,2019-09-30,,,,-11000000.0,16000000.0,,,,,6109000000.0,-797000000.0,-5182000000.0,2804000000.0,-797000000.0,-5182000000.0,2804000000.0,-3175000000.0,0.0,,,,67000000.0,,-181000000.0,-7114000000.0,-7815000000.0,-5900000000.0,-825000000.0,9652000000.0,28000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q3,2019-07-01,2019-09-30,,,,1000000.0,258000000.0,,,,,961000000.0,-366000000.0,-469000000.0,828000000.0,-366000000.0,-469000000.0,828000000.0,-7000000.0,,,,,-33000000.0,,-45000000.0,-677000000.0,-806000000.0,-1082000000.0,-200000000.0,913000000.0,134000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-25 07:36:28+00:00,,,4000000.0,559000000.0,,,,,2589000000.0,70000000.0,-2413000000.0,2387000000.0,70000000.0,-2413000000.0,2387000000.0,44000000.0,,,,,-35000000.0,,-90000000.0,-2203000000.0,-2323000000.0,-1804000000.0,-625000000.0,1611000000.0,537000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q2TTM,2018-07-01,2019-06-30,,,,-9000000.0,17000000.0,,,,,6405000000.0,203000000.0,-5261000000.0,1899000000.0,203000000.0,-5261000000.0,1899000000.0,-3159000000.0,0.0,,,,95000000.0,,-182000000.0,-7843000000.0,-8014000000.0,-5395000000.0,-625000000.0,10005000000.0,496000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q2,2019-04-01,2019-06-30,,,,1000000.0,292000000.0,,,,,2189000000.0,1179000000.0,-1933000000.0,736000000.0,1179000000.0,-1933000000.0,736000000.0,-18000000.0,,,,,-20000000.0,,-44000000.0,-1633000000.0,-1018000000.0,-949000000.0,-17000000.0,560000000.0,178000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q1,2019-01-01,2019-03-31,2020-04-30 07:34:05+00:00,,,3000000.0,267000000.0,,,,,400000000.0,-1109000000.0,-480000000.0,1651000000.0,-1109000000.0,-480000000.0,1651000000.0,62000000.0,,,,,-15000000.0,,-46000000.0,-570000000.0,-1305000000.0,-855000000.0,-608000000.0,1051000000.0,359000000.0
American Airlines Group Inc,AAL,,6201,2019.0,Q1TTM,2018-04-01,2019-03-31,,,,,9000000.0,,,,,4872000000.0,-2086000000.0,-3407000000.0,2257000000.0,-2086000000.0,-3407000000.0,2257000000.0,-3236000000.0,0.0,,,,115000000.0,,-184000000.0,-6142000000.0,-7948000000.0,-5790000000.0,-984000000.0,10014000000.0,554000000.0
American Airlines Group Inc,AAL,,6201,2020.0,Q1TTM,2019-04-01,2020-03-31,,,,-1000000.0,-28000000.0,,,,,5258000000.0,67000000.0,-1925000000.0,11000000.0,67000000.0,-1925000000.0,11000000.0,-1847000000.0,0.0,,,-1097000000.0,977000000.0,,-175000000.0,-3434000000.0,-3808000000.0,-4356000000.0,437000000.0,4330000000.0,10000000.0
American Airlines Group Inc,AAL,,6201,2020.0,Q1,2020-01-01,2020-03-31,2020-04-30 07:34:05+00:00,,,2000000.0,239000000.0,,,,,1698000000.0,526000000.0,-162000000.0,-168000000.0,526000000.0,-162000000.0,-168000000.0,196000000.0,,,,,-49000000.0,,-43000000.0,-820000000.0,-845000000.0,-958000000.0,-171000000.0,1237000000.0,315000000.0
