company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,fedfundspurchased,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2013.0,Q1,,2012-06-30,2012-08-07 11:54:14+00:00,58390000.0,786347000.0,0.0,3665202000.0,,,1259043000.0,3853233000.0,1375295000.0,232401000.0,,1290464000.0,32991000.0,438606000.0,456148000.0,21502000.0,2575000.0,1699807000.0,51066000.0,7799007000.0,5456390000.0,5456390000.0,5456390000.0,2321115000.0,7799007000.0,,374944000.0
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2014.0,FY,,2014-03-31,2015-05-22 16:04:31+00:00,37949000.0,,,,,,,,1038826000.0,,,31810000.0,,166209000.0,0.0,,,,438000.0,31810000.0,37949000.0,37949000.0,37949000.0,1205473000.0,1243422000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q3,,2014-12-31,2015-02-04 17:05:32+00:00,,,,,,,,,1056215000.0,,,33528000.0,,265729000.0,23258000.0,,,,0.0,33528000.0,,,,1345202000.0,1345202000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q2,,2014-09-30,2014-11-06 17:19:28+00:00,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2015.0,Q1,,2014-06-30,2014-08-06 16:01:14+00:00,,,,,,,,,1053349000.0,,,35117000.0,,153783000.0,,,,,645502000.0,35117000.0,,,,1852634000.0,1852634000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q3,,2015-12-31,2016-02-02 17:08:51+00:00,,,,,,,,,,,,,,87770000.0,2694000.0,,,,,,,,,90464000.0,90464000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2016.0,Q2,,2015-09-30,2015-11-04 17:32:59+00:00,,618960000.0,,,,,,,,172822000.0,,550238000.0,,,126499000.0,,,,,1342020000.0,,,,126499000.0,126499000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,FY,,2017-03-31,2018-05-30 17:22:14+00:00,,,,,,,,,,,,,,48828000.0,,,,,,,,,,48828000.0,48828000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q3,,2016-12-31,2017-02-07 16:09:05+00:00,,,,,,,,,,,,,,32990000.0,2494000.0,,,,,,,,,35484000.0,35484000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q2,,2016-09-30,2016-11-01 16:57:55+00:00,,,,,,,,,,,,,,40738000.0,11315000.0,,,,,,,,,52053000.0,52053000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2017.0,Q1,,2016-06-30,2016-08-02 16:47:33+00:00,,,,,,,,,,,,,,49570000.0,13353000.0,,,,,,,,,62923000.0,62923000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2018.0,Q2,,2017-09-30,2017-11-09 15:17:56+00:00,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q3,,2018-12-31,2019-02-05 16:42:09+00:00,,,,,,,,,1971131000.0,,,,-28227000.0,,,,,,250636000.0,,-28227000.0,-28227000.0,-28227000.0,2221767000.0,2193540000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q2,,2018-09-30,2018-11-06 16:33:25+00:00,,,,,,,,,1970810000.0,,,,,,,,,,250971000.0,,,,,2221781000.0,2221781000.0,,
Legg Mason Inc,LM,OWUNCC6U1ZJXMZKFBJ36,704051,2019.0,Q1,,2018-06-30,2018-08-06 16:30:32+00:00,,,,,,,,,,,,,,0.0,0.0,,,,125500000.0,,,,,125500000.0,125500000.0,,
