company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commonequity,deferredacquisitioncost,futurepolicybenefits,interestbearingdeposits,longtermdebt,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,participatingpolicyholderequity,restrictedcash,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2,,2013-06-30,2013-07-31 16:15:34+00:00,625000000.0,3377000000.0,6733000000.0,2506000000.0,30088000000.0,0.0,7649000000.0,642000000.0,6586000000.0,14352000000.0,,7339000000.0,1298000000.0,,,7130000000.0,77056000000.0,74815000000.0,501000000.0,137258000000.0,8340000000.0,8340000000.0,8982000000.0,128276000000.0,137258000000.0,39967000000.0,-6148000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,FY,,2014-12-31,2015-05-04 16:20:42+00:00,662000000.0,3028000000.0,7348000000.0,2608000000.0,,,9929000000.0,1181000000.0,7664000000.0,15574000000.0,,6583000000.0,1523000000.0,30350000000.0,,8703000000.0,85870000000.0,83256000000.0,200000000.0,148810000000.0,8124000000.0,8124000000.0,9305000000.0,139505000000.0,148810000000.0,41730000000.0,-8589000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q3,,2014-09-30,2014-11-03 15:43:28+00:00,746000000.0,3155000000.0,7235000000.0,2605000000.0,,,9453000000.0,1080000000.0,7513000000.0,15071000000.0,,6996000000.0,1461000000.0,29810000000.0,,8460000000.0,84802000000.0,82420000000.0,200000000.0,147193000000.0,8260000000.0,8260000000.0,9340000000.0,137853000000.0,147193000000.0,41560000000.0,-8181000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,FY,,2015-12-31,2017-02-23 16:57:59+00:00,253000000.0,2859000000.0,7614000000.0,2730000000.0,,,10223000000.0,1188000000.0,8634000000.0,15738000000.0,,6203000000.0,1652000000.0,29699000000.0,,9662000000.0,83298000000.0,80349000000.0,200000000.0,145339000000.0,7191000000.0,7191000000.0,8379000000.0,136960000000.0,145339000000.0,40714000000.0,-10338000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q3,,2015-09-30,2015-11-02 16:12:23+00:00,461000000.0,3570000000.0,7560000000.0,2634000000.0,,,10945000000.0,1192000000.0,8046000000.0,16054000000.0,,7129000000.0,1497000000.0,30046000000.0,,9493000000.0,81339000000.0,78636000000.0,200000000.0,145320000000.0,7629000000.0,7629000000.0,8821000000.0,136499000000.0,145320000000.0,41723000000.0,-9885000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q2,,2015-06-30,2015-08-03 15:50:11+00:00,500000000.0,3041000000.0,7503000000.0,2658000000.0,,,10408000000.0,1121000000.0,7820000000.0,15422000000.0,,6939000000.0,1394000000.0,29345000000.0,,9300000000.0,86195000000.0,83704000000.0,200000000.0,148806000000.0,7875000000.0,7875000000.0,8996000000.0,139810000000.0,148806000000.0,41490000000.0,-9428000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2015.0,Q1,,2015-03-31,2015-05-04 16:20:42+00:00,704000000.0,3147000000.0,7426000000.0,2602000000.0,,,9845000000.0,1064000000.0,7878000000.0,16926000000.0,,8220000000.0,1321000000.0,30482000000.0,,9031000000.0,86957000000.0,84243000000.0,200000000.0,151448000000.0,8195000000.0,8195000000.0,9259000000.0,142189000000.0,151448000000.0,41816000000.0,-8966000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,FY,,2016-12-31,2018-02-22 20:33:10+00:00,200000000.0,2486000000.0,7768000000.0,2648000000.0,,,5236000000.0,,10036000000.0,13058000000.0,,5918000000.0,1727000000.0,30202000000.0,,10351000000.0,83541000000.0,80210000000.0,200000000.0,139821000000.0,6292000000.0,6292000000.0,6292000000.0,133529000000.0,139821000000.0,38088000000.0,-12027000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q3,,2016-09-30,2016-11-02 17:02:59+00:00,595000000.0,3329000000.0,7712000000.0,2534000000.0,,,5644000000.0,0.0,9442000000.0,14839000000.0,,7063000000.0,1498000000.0,31469000000.0,,10098000000.0,84473000000.0,81511000000.0,200000000.0,143623000000.0,6796000000.0,6796000000.0,6796000000.0,136827000000.0,143623000000.0,38448000000.0,-11609000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q2,,2016-06-30,2016-08-01 15:25:39+00:00,638000000.0,3050000000.0,7662000000.0,2600000000.0,,,5201000000.0,0.0,9132000000.0,16068000000.0,,8253000000.0,1337000000.0,31242000000.0,,10007000000.0,83096000000.0,80230000000.0,200000000.0,142684000000.0,7089000000.0,7089000000.0,7089000000.0,135595000000.0,142684000000.0,37870000000.0,-11218000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2016.0,Q1,,2016-03-31,2016-05-05 15:39:51+00:00,442000000.0,2795000000.0,7613000000.0,2650000000.0,,,5356000000.0,0.0,8876000000.0,14569000000.0,,6774000000.0,1254000000.0,30515000000.0,,9799000000.0,83082000000.0,80182000000.0,200000000.0,140250000000.0,7093000000.0,7093000000.0,7093000000.0,133157000000.0,140250000000.0,37154000000.0,-10761000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2017.0,Q3,,2017-09-30,2017-11-01 17:16:55+00:00,312000000.0,2504000000.0,8020000000.0,2661000000.0,,,5169000000.0,,10427000000.0,13486000000.0,,6406000000.0,1728000000.0,29963000000.0,,11271000000.0,88418000000.0,85287000000.0,201000000.0,145486000000.0,6305000000.0,6305000000.0,6305000000.0,139181000000.0,145486000000.0,38417000000.0,-13298000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,FY,,2018-12-31,2020-02-26 16:25:43+00:00,-291000000.0,3097000000.0,8263000000.0,2776000000.0,,,4610000000.0,,11545000000.0,12977000000.0,,35485000000.0,1862000000.0,,,12909000000.0,80835000000.0,77925000000.0,201000000.0,137216000000.0,5588000000.0,5588000000.0,5588000000.0,131628000000.0,137216000000.0,37531000000.0,-15293000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q3,,2018-09-30,2018-11-05 15:02:29+00:00,-244000000.0,2478000000.0,8217000000.0,2832000000.0,,,4240000000.0,,10758000000.0,13876000000.0,,6711000000.0,1867000000.0,29204000000.0,,12498000000.0,89085000000.0,86592000000.0,201000000.0,145191000000.0,5618000000.0,5618000000.0,5618000000.0,139573000000.0,145191000000.0,36920000000.0,-14853000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q2,,2018-06-30,2018-08-06 16:22:43+00:00,-179000000.0,2582000000.0,8174000000.0,2768000000.0,,,4291000000.0,,10428000000.0,13475000000.0,,6454000000.0,1749000000.0,29255000000.0,,12126000000.0,87849000000.0,85258000000.0,201000000.0,143268000000.0,5632000000.0,5632000000.0,5632000000.0,137636000000.0,143268000000.0,36594000000.0,-14489000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2018.0,Q1,,2018-03-31,2018-05-02 17:28:13+00:00,-5000000.0,2201000000.0,8119000000.0,2718000000.0,,,5055000000.0,,10240000000.0,13747000000.0,,6606000000.0,1609000000.0,29364000000.0,,11796000000.0,88665000000.0,85847000000.0,201000000.0,144762000000.0,5840000000.0,5840000000.0,5840000000.0,138922000000.0,144762000000.0,37431000000.0,-14070000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,FY,,2019-12-31,2020-05-11 15:58:40+00:00,262000000.0,3827000000.0,8464000000.0,2698000000.0,,,4725000000.0,,14430000000.0,15908000000.0,,37371000000.0,1884000000.0,,,14279000000.0,89874000000.0,87488000000.0,201000000.0,151828000000.0,5729000000.0,5729000000.0,5729000000.0,146099000000.0,151828000000.0,39521000000.0,-17276000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q2,,2019-06-30,2019-08-05 12:45:45+00:00,269000000.0,4361000000.0,8340000000.0,2713000000.0,,,4811000000.0,,13273000000.0,17294000000.0,,37751000000.0,1686000000.0,,,13530000000.0,87303000000.0,84926000000.0,201000000.0,148678000000.0,6030000000.0,6030000000.0,6030000000.0,142648000000.0,148678000000.0,37007000000.0,-16109000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2019.0,Q1,,2019-03-31,2019-05-01 16:17:57+00:00,35000000.0,3347000000.0,8273000000.0,2757000000.0,,,5125000000.0,,11520000000.0,16961000000.0,,36547000000.0,1596000000.0,,,13172000000.0,86135000000.0,83571000000.0,201000000.0,144403000000.0,5843000000.0,5843000000.0,5843000000.0,138560000000.0,144403000000.0,35203000000.0,-15637000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2020.0,Q1,,2020-03-31,2020-05-11 15:58:40+00:00,-295000000.0,8829000000.0,8581000000.0,2364000000.0,,,3720000000.0,,17010000000.0,18312000000.0,,41327000000.0,1427000000.0,,,16180000000.0,78153000000.0,75305000000.0,200000000.0,145682000000.0,6693000000.0,6693000000.0,6693000000.0,138989000000.0,145682000000.0,38024000000.0,-17773000000.0
