company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,premiumsearned,propertyliabilityinsuranceclaims,servicechargesondepositsincome,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2,2012-04-01,2012-06-30,2013-07-31 16:15:34+00:00,,1.01,1.01,0.35,,0.99,128000000.0,1152000000.0,,170000000.0,171000000.0,-1000000.0,223000000.0,-53000000.0,,472000000.0,,1498000000.0,598000000.0,99000000.0,302000000.0,618000000.0,-10000000.0,,2215000000.0,2514000000.0,299000000.0,2514000000.0,220800000.0,220800000.0,225300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2YTD,2012-01-01,2012-06-30,,,2.08,2.08,0.35,,2.04,201000000.0,2284000000.0,,418000000.0,420000000.0,-2000000.0,467000000.0,-49000000.0,,1003000000.0,,2995000000.0,1206000000.0,130000000.0,603000000.0,1329000000.0,-21000000.0,,4454000000.0,5075000000.0,621000000.0,5075000000.0,220800000.0,220800000.0,225300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q2TTM,2011-07-01,2012-06-30,,,4.46,4.46,1.09,,4.38,368000000.0,4512000000.0,,918000000.0,905000000.0,13000000.0,1027000000.0,-109000000.0,,2036000000.0,,5893000000.0,2389000000.0,363000000.0,1219000000.0,2583000000.0,-44000000.0,,8839000000.0,10112000000.0,1273000000.0,10112000000.0,220800000.0,220800000.0,225300000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 14:48:26+00:00,,1.07,1.07,0.0,,1.05,73000000.0,1132000000.0,,248000000.0,249000000.0,-1000000.0,244000000.0,4000000.0,,531000000.0,,1497000000.0,608000000.0,31000000.0,301000000.0,711000000.0,-11000000.0,,2239000000.0,2561000000.0,322000000.0,2561000000.0,228000000.0,228000000.0,232400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2012.0,Q1TTM,2011-04-01,2012-03-31,,,4.73,4.73,0.97,,4.64,358000000.0,4532000000.0,,1035000000.0,1025000000.0,10000000.0,1119000000.0,-84000000.0,,2062000000.0,,5903000000.0,2443000000.0,353000000.0,1229000000.0,2582000000.0,-45000000.0,,8838000000.0,10221000000.0,1383000000.0,10221000000.0,228000000.0,228000000.0,232400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 15:01:36+00:00,,6.56,6.56,2.01,,6.44,492000000.0,5253000000.0,,1475000000.0,1478000000.0,-3000000.0,1334000000.0,141000000.0,,1889000000.0,,6262000000.0,2806000000.0,207000000.0,1282000000.0,2760000000.0,-31000000.0,,9229000000.0,11199000000.0,1970000000.0,11199000000.0,203400000.0,203400000.0,207100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q4,2013-10-01,2013-12-31,,,1.48,1.48,0.52,,1.46,97000000.0,1397000000.0,,380000000.0,382000000.0,-2000000.0,296000000.0,84000000.0,,458000000.0,,1644000000.0,765000000.0,54000000.0,333000000.0,769000000.0,-7000000.0,,2467000000.0,2946000000.0,479000000.0,2946000000.0,203400000.0,203400000.0,207100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3YTD,2013-01-01,2013-09-30,,,5.08,5.08,1.49,,4.98,395000000.0,3856000000.0,,1095000000.0,1096000000.0,-1000000.0,1038000000.0,57000000.0,,1431000000.0,,4618000000.0,2041000000.0,153000000.0,949000000.0,1991000000.0,-24000000.0,,6762000000.0,8253000000.0,1491000000.0,8253000000.0,201100000.0,201100000.0,205400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3TTM,2012-10-01,2013-09-30,,,6.9,6.9,1.94,,6.77,482000000.0,5073000000.0,,1427000000.0,1427000000.0,,1427000000.0,,,1934000000.0,,6133000000.0,2694000000.0,242000000.0,1260000000.0,2643000000.0,-34000000.0,,9018000000.0,10927000000.0,1909000000.0,10927000000.0,201100000.0,201100000.0,205400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q3,2013-07-01,2013-09-30,2014-11-03 15:43:28+00:00,,1.9,1.9,0.52,,1.86,154000000.0,1318000000.0,,449000000.0,448000000.0,1000000.0,382000000.0,67000000.0,,491000000.0,,1529000000.0,688000000.0,-14000000.0,324000000.0,696000000.0,-8000000.0,,2211000000.0,2813000000.0,602000000.0,2813000000.0,201100000.0,201100000.0,205400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2,2013-04-01,2013-06-30,2014-08-04 17:24:00+00:00,,1.57,1.57,0.52,,1.54,120000000.0,1294000000.0,,281000000.0,282000000.0,-1000000.0,321000000.0,-40000000.0,,451000000.0,,1567000000.0,697000000.0,92000000.0,315000000.0,688000000.0,-8000000.0,,2347000000.0,2749000000.0,402000000.0,2749000000.0,204500000.0,204500000.0,208400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2YTD,2013-01-01,2013-06-30,,,3.18,3.18,0.97,,3.12,241000000.0,2538000000.0,,646000000.0,648000000.0,-2000000.0,656000000.0,-10000000.0,,940000000.0,,3089000000.0,1353000000.0,167000000.0,625000000.0,1295000000.0,-16000000.0,,4551000000.0,5440000000.0,889000000.0,5440000000.0,204500000.0,204500000.0,208400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q2TTM,2012-07-01,2013-06-30,,,5.8,5.8,1.77,,5.7,375000000.0,4946000000.0,,1129000000.0,1131000000.0,-2000000.0,1218000000.0,-89000000.0,,1870000000.0,,6057000000.0,2558000000.0,323000000.0,1245000000.0,2696000000.0,-37000000.0,,9076000000.0,10582000000.0,1506000000.0,10582000000.0,204500000.0,204500000.0,208400000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 14:59:03+00:00,,1.61,1.61,0.45,,1.58,121000000.0,1244000000.0,,365000000.0,366000000.0,-1000000.0,335000000.0,30000000.0,,489000000.0,,1522000000.0,656000000.0,75000000.0,310000000.0,607000000.0,-8000000.0,,2204000000.0,2691000000.0,487000000.0,2691000000.0,208100000.0,208100000.0,212000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2013.0,Q1TTM,2012-04-01,2013-03-31,,,5.24,5.24,1.6,,5.15,383000000.0,4804000000.0,,1018000000.0,1020000000.0,-2000000.0,1120000000.0,-102000000.0,,1891000000.0,,5988000000.0,2459000000.0,330000000.0,1232000000.0,2626000000.0,-39000000.0,,8944000000.0,10347000000.0,1403000000.0,10347000000.0,208100000.0,208100000.0,212000000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:57:59+00:00,,8.45,8.45,2.26,,8.3,545000000.0,5810000000.0,,2000000000.0,2002000000.0,-2000000.0,1619000000.0,381000000.0,,1741000000.0,,6659000000.0,3360000000.0,367000000.0,1385000000.0,2695000000.0,-28000000.0,,9721000000.0,12268000000.0,2547000000.0,12268000000.0,191600000.0,191600000.0,195100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q4,2014-10-01,2014-12-31,,,2.25,2.25,0.58,,2.21,104000000.0,1489000000.0,,453000000.0,454000000.0,-1000000.0,425000000.0,28000000.0,,409000000.0,,1693000000.0,839000000.0,86000000.0,359000000.0,752000000.0,-7000000.0,,2531000000.0,3089000000.0,558000000.0,3089000000.0,191600000.0,191600000.0,195100000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q3YTD,2014-01-01,2014-09-30,,,6.2,6.2,1.68,,6.09,441000000.0,4321000000.0,,1547000000.0,1548000000.0,-1000000.0,1194000000.0,353000000.0,,1332000000.0,,4966000000.0,2521000000.0,281000000.0,1026000000.0,1943000000.0,-21000000.0,,7190000000.0,9179000000.0,1989000000.0,9179000000.0,190000000.0,190000000.0,193500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q3TTM,2013-10-01,2014-09-30,,,7.68,7.68,2.2,,7.55,538000000.0,5718000000.0,,1927000000.0,1930000000.0,-3000000.0,1490000000.0,437000000.0,,1790000000.0,,6610000000.0,3286000000.0,335000000.0,1359000000.0,2712000000.0,-28000000.0,,9657000000.0,12125000000.0,2468000000.0,12125000000.0,190000000.0,190000000.0,193500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q3,2014-07-01,2014-09-30,2015-11-02 16:12:23+00:00,,2.21,2.21,0.58,,2.17,155000000.0,1483000000.0,,565000000.0,565000000.0,0.0,420000000.0,145000000.0,,428000000.0,,1649000000.0,856000000.0,116000000.0,351000000.0,626000000.0,-7000000.0,,2391000000.0,3111000000.0,720000000.0,3111000000.0,190000000.0,190000000.0,193500000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q2YTD,2014-01-01,2014-06-30,,,3.99,3.99,1.1,,3.92,286000000.0,2838000000.0,,982000000.0,983000000.0,-1000000.0,774000000.0,208000000.0,,904000000.0,,3317000000.0,1665000000.0,165000000.0,675000000.0,1317000000.0,-14000000.0,,4799000000.0,6068000000.0,1269000000.0,6068000000.0,192800000.0,192800000.0,195800000.0
Ameriprise Financial Inc,AMP,6ZLKQF7QB6JAEKQS5388,820027,2014.0,Q2TTM,2013-07-01,2014-06-30,,,7.37,7.37,2.14,,7.24,537000000.0,5553000000.0,,1811000000.0,1813000000.0,-2000000.0,1452000000.0,359000000.0,,1853000000.0,,6490000000.0,3118000000.0,205000000.0,1332000000.0,2782000000.0,-29000000.0,,9477000000.0,11827000000.0,2350000000.0,11827000000.0,192800000.0,192800000.0,195800000.0
