company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q3,2016-07-03,2016-10-01,2017-11-09 16:23:16+00:00,0.36,0.36,0.36,0.0,6451000.0,,19348000.0,19348000.0,17356000.0,1992000.0,352910000.0,737990000.0,1591000.0,14473000.0,339432000.0,352910000.0,385080000.0,6967000.0,353905000.0,31175000.0,-5376000.0,25799000.0,737990000.0,48200000.0,48130000.0,48291000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q3YTD,2016-01-03,2016-10-01,,0.61,0.61,0.6,,13229000.0,,34816000.0,34816000.0,29170000.0,5646000.0,994038000.0,2083205000.0,6403000.0,14473000.0,1013665000.0,994038000.0,1089167000.0,19387000.0,1028138000.0,61029000.0,-12984000.0,48045000.0,2083205000.0,48200000.0,48130000.0,48291000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q3TTM,2015-10-04,2016-10-01,,2.06,2.06,2.05,9116000.0,36265000.0,,107131000.0,107131000.0,99555000.0,7576000.0,1460967000.0,3075678000.0,18536000.0,17173000.0,1438452000.0,1460967000.0,1614711000.0,25110000.0,1464741000.0,149970000.0,-6574000.0,143396000.0,3075678000.0,48200000.0,48130000.0,48291000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q2,2016-04-03,2016-07-02,2017-08-10 16:40:41+00:00,0.13,0.13,0.12,0.0,3499000.0,,8072000.0,8072000.0,6021000.0,2051000.0,329618000.0,685368000.0,2542000.0,0.0,340300000.0,329618000.0,355750000.0,6421000.0,340300000.0,15450000.0,-3879000.0,11571000.0,685368000.0,46300000.0,48119000.0,48207000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q2YTD,2016-01-03,2016-07-02,,0.25,0.25,0.24,,6778000.0,,15468000.0,15468000.0,11814000.0,3654000.0,641128000.0,1345215000.0,4812000.0,,674233000.0,641128000.0,704087000.0,12420000.0,674233000.0,29854000.0,-7608000.0,22246000.0,1345215000.0,46300000.0,48119000.0,48207000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q2TTM,2015-07-05,2016-07-02,,2.89,2.89,2.88,9116000.0,47117000.0,,147912000.0,147912000.0,139733000.0,8179000.0,1461626000.0,3108991000.0,23775000.0,5841000.0,1437908000.0,1461626000.0,1647365000.0,23246000.0,1452865000.0,194500000.0,529000.0,195029000.0,3108991000.0,46300000.0,48119000.0,48207000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q1,2016-01-03,2016-04-02,2017-05-11 16:44:18+00:00,0.12,0.12,0.12,,3279000.0,,7396000.0,7396000.0,5793000.0,1603000.0,311510000.0,659847000.0,2270000.0,0.0,333933000.0,311510000.0,348337000.0,5999000.0,333933000.0,14404000.0,-3729000.0,10675000.0,659847000.0,48300000.0,48132000.0,48256000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2016.0,Q1TTM,2015-04-05,2016-04-02,,3.88,3.88,3.88,9116000.0,66512000.0,,196660000.0,196660000.0,188360000.0,8300000.0,1462518000.0,3163598000.0,35527000.0,12312000.0,1430168000.0,1462518000.0,1701080000.0,21839000.0,1451596000.0,249484000.0,13688000.0,263172000.0,3163598000.0,48300000.0,48132000.0,48256000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,FY,2017-01-01,2017-12-30,2020-02-27 16:13:55+00:00,-9.87,-9.87,-9.87,407128000.0,19805000.0,,-473559000.0,-473559000.0,-478172000.0,4613000.0,1429324000.0,2788163000.0,13736000.0,48171000.0,1327816000.0,1429324000.0,1358839000.0,43214000.0,1783115000.0,-424276000.0,-29478000.0,-453754000.0,2788163000.0,48400000.0,48468000.0,48468000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q4,2017-10-01,2017-12-30,,-1.65,-1.65,-1.65,,120551000.0,,-78192000.0,-78192000.0,-79875000.0,1683000.0,472725000.0,920805000.0,2236000.0,6353000.0,390485000.0,472725000.0,448080000.0,11119000.0,396838000.0,51242000.0,-8883000.0,42359000.0,920805000.0,48400000.0,48468000.0,48468000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q3,2017-07-02,2017-09-30,2018-11-08 16:14:28+00:00,-0.11,-0.11,-0.11,0.0,-3230000.0,,-5479000.0,-5479000.0,-5399000.0,-80000.0,368829000.0,688722000.0,3860000.0,5769000.0,314623000.0,368829000.0,319893000.0,12070000.0,320392000.0,-499000.0,-8210000.0,-8709000.0,688722000.0,49100000.0,48521000.0,48521000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q3YTD,2017-01-01,2017-09-30,,-8.22,-8.22,-8.22,407128000.0,-100746000.0,,-395367000.0,-395367000.0,-398297000.0,2930000.0,956599000.0,1867358000.0,11500000.0,41818000.0,937331000.0,956599000.0,910759000.0,32095000.0,1386277000.0,-475518000.0,-20595000.0,-496113000.0,1867358000.0,49100000.0,48521000.0,48521000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q3TTM,2016-10-02,2017-09-30,,-7.19,-7.19,-7.19,407128000.0,-85270000.0,,-344580000.0,-344580000.0,-348599000.0,4019000.0,1426746000.0,2826524000.0,19153000.0,55123000.0,1346928000.0,1426746000.0,1399778000.0,39602000.0,1809179000.0,-409401000.0,-20449000.0,-429850000.0,2826524000.0,49100000.0,48521000.0,48521000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q2,2017-04-02,2017-07-01,2018-08-09 16:37:49+00:00,-7.11,-7.11,-7.11,407128000.0,-96296000.0,,-343099000.0,-343099000.0,-344712000.0,1613000.0,295499000.0,596846000.0,2002000.0,9765000.0,314210000.0,295499000.0,301347000.0,11641000.0,731103000.0,-429756000.0,-9639000.0,-439395000.0,596846000.0,48500000.0,48484000.0,48484000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q2YTD,2017-01-01,2017-07-01,,-8.11,-8.11,-8.11,407128000.0,-97516000.0,,-389888000.0,-389888000.0,-392898000.0,3010000.0,587770000.0,1178636000.0,7640000.0,36049000.0,622708000.0,587770000.0,590866000.0,20025000.0,1065885000.0,-475019000.0,-12385000.0,-487404000.0,1178636000.0,48500000.0,48484000.0,48484000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q2TTM,2016-07-03,2017-07-01,,-6.72,-6.72,-6.72,407128000.0,-75589000.0,,-319753000.0,-319753000.0,-325844000.0,6091000.0,1410827000.0,2875792000.0,16884000.0,63827000.0,1371737000.0,1410827000.0,1464965000.0,34499000.0,1842692000.0,-377727000.0,-17615000.0,-395342000.0,2875792000.0,48500000.0,48484000.0,48484000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q1,2017-01-01,2017-04-01,2018-05-10 16:13:54+00:00,-1.0,-1.0,-1.0,,-1220000.0,,-46789000.0,-46789000.0,-48186000.0,1397000.0,292271000.0,581790000.0,5638000.0,26284000.0,308498000.0,292271000.0,289519000.0,8384000.0,334782000.0,-45263000.0,-2746000.0,-48009000.0,581790000.0,48200000.0,48313000.0,48313000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2017.0,Q1TTM,2016-04-03,2017-04-01,,0.52,0.52,0.51,,24206000.0,,31418000.0,31418000.0,24889000.0,6529000.0,1444946000.0,2964314000.0,17424000.0,54062000.0,1397827000.0,1444946000.0,1519368000.0,29279000.0,1451889000.0,67479000.0,-11855000.0,55624000.0,2964314000.0,48200000.0,48313000.0,48313000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,FY,2017-12-31,2018-12-29,2020-02-27 16:13:55+00:00,-0.07,-0.07,-0.07,6212000.0,21108000.0,,-938000.0,-938000.0,-3478000.0,2540000.0,1201351000.0,2541488000.0,-38000.0,46630000.0,1224584000.0,1201351000.0,1340137000.0,42503000.0,1277426000.0,62711000.0,-42541000.0,20170000.0,2541488000.0,49700000.0,49196000.0,49196000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q4,2018-09-30,2018-12-29,,0.98,0.98,0.98,,13898000.0,,47882000.0,47882000.0,47589000.0,293000.0,370017000.0,786922000.0,5300000.0,4688000.0,344891000.0,370017000.0,416905000.0,10846000.0,349579000.0,67326000.0,-5546000.0,61780000.0,786922000.0,49700000.0,49196000.0,49196000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q3,2018-07-01,2018-09-29,2019-11-07 16:21:57+00:00,0.1,0.1,0.1,0.0,3937000.0,,5922000.0,5922000.0,5006000.0,916000.0,282295000.0,608827000.0,-2895000.0,6075000.0,297804000.0,282295000.0,326532000.0,9899000.0,303879000.0,22653000.0,-12794000.0,9859000.0,608827000.0,50100000.0,49381000.0,50659000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q3YTD,2017-12-31,2018-09-29,,-1.05,-1.05,-1.05,6212000.0,7210000.0,,-48820000.0,-48820000.0,-51067000.0,2247000.0,831334000.0,1754566000.0,-5338000.0,41942000.0,879693000.0,831334000.0,923232000.0,31657000.0,927847000.0,-4615000.0,-36995000.0,-41610000.0,1754566000.0,50100000.0,49381000.0,50659000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q3TTM,2017-10-01,2018-09-29,,-2.7,-2.7,-2.7,6212000.0,127761000.0,,-127012000.0,-127012000.0,-130942000.0,3930000.0,1304059000.0,2675371000.0,-3102000.0,48295000.0,1270178000.0,1304059000.0,1371312000.0,42776000.0,1324685000.0,46627000.0,-45878000.0,749000.0,2675371000.0,50100000.0,49381000.0,50659000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q2,2018-04-01,2018-06-30,2019-08-08 16:24:00+00:00,-0.16,-0.16,-0.16,6212000.0,-3372000.0,,-7237000.0,-7237000.0,-7800000.0,563000.0,267574000.0,576583000.0,-555000.0,14549000.0,287235000.0,267574000.0,309009000.0,11067000.0,307996000.0,1013000.0,-11622000.0,-10609000.0,576583000.0,48800000.0,49228000.0,49228000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q2YTD,2017-12-31,2018-06-30,,-1.15,-1.15,-1.15,6212000.0,3273000.0,,-54742000.0,-54742000.0,-56073000.0,1331000.0,549039000.0,1145739000.0,-2443000.0,35867000.0,581889000.0,549039000.0,596700000.0,21758000.0,623968000.0,-27268000.0,-24201000.0,-51469000.0,1145739000.0,48800000.0,49228000.0,49228000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q2TTM,2017-07-02,2018-06-30,,-2.91,-2.91,-2.91,6212000.0,120594000.0,,-138413000.0,-138413000.0,-141347000.0,2934000.0,1390593000.0,2755266000.0,3653000.0,47989000.0,1286997000.0,1390593000.0,1364673000.0,44947000.0,1341198000.0,23475000.0,-41294000.0,-17819000.0,2755266000.0,48800000.0,49228000.0,49228000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q1,2017-12-31,2018-03-31,2019-05-09 16:13:32+00:00,-0.99,-0.99,-0.99,,6645000.0,,-47505000.0,-47505000.0,-48273000.0,768000.0,281465000.0,569156000.0,-1888000.0,21318000.0,294654000.0,281465000.0,287691000.0,10691000.0,315972000.0,-28281000.0,-12579000.0,-40860000.0,569156000.0,48800000.0,48712000.0,48712000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2018.0,Q1TTM,2017-04-02,2018-03-31,,-9.86,-9.86,-9.86,407128000.0,27670000.0,,-474275000.0,-474275000.0,-478259000.0,3984000.0,1418518000.0,2775529000.0,6210000.0,43205000.0,1313972000.0,1418518000.0,1357011000.0,45521000.0,1764305000.0,-407294000.0,-39311000.0,-446605000.0,2775529000.0,48800000.0,48712000.0,48712000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q4,2019-09-29,2019-12-28,,-0.13,-0.13,-0.13,,690000.0,,-6703000.0,-6703000.0,-6877000.0,174000.0,403702000.0,711563000.0,1989000.0,5153000.0,303675000.0,403702000.0,307861000.0,7035000.0,308828000.0,-967000.0,-5046000.0,-6013000.0,711563000.0,50400000.0,50230000.0,50230000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,FY,2018-12-30,2019-12-28,2020-02-27 16:13:55+00:00,-1.04,-1.04,-1.04,16613000.0,18681000.0,,-50012000.0,-50012000.0,-52365000.0,2353000.0,1118274000.0,2217712000.0,26984000.0,29636000.0,1081572000.0,1118274000.0,1099438000.0,29932000.0,1127821000.0,-28383000.0,-2948000.0,-31331000.0,2217712000.0,50400000.0,50230000.0,50230000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q3YTD,2018-12-30,2019-09-28,,-0.91,-0.91,-0.91,16613000.0,17991000.0,,-43309000.0,-43309000.0,-45488000.0,2179000.0,714572000.0,1506149000.0,24995000.0,24483000.0,777897000.0,714572000.0,791577000.0,22897000.0,818993000.0,-27416000.0,2098000.0,-25318000.0,1506149000.0,50900000.0,50469000.0,50469000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q3TTM,2018-09-30,2019-09-28,,0.07,0.07,0.07,16613000.0,31889000.0,,4573000.0,4573000.0,2101000.0,2472000.0,1084589000.0,2293071000.0,30295000.0,29171000.0,1122788000.0,1084589000.0,1208482000.0,33743000.0,1168572000.0,39910000.0,-3448000.0,36462000.0,2293071000.0,50900000.0,50469000.0,50469000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q3,2019-06-30,2019-09-28,2019-11-07 16:21:57+00:00,-0.51,-0.51,-0.51,16613000.0,6939000.0,,-24938000.0,-24938000.0,-25935000.0,997000.0,260946000.0,539488000.0,-1424000.0,6979000.0,264103000.0,260946000.0,278542000.0,7422000.0,287695000.0,-9153000.0,-8846000.0,-17999000.0,539488000.0,50900000.0,50469000.0,50469000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q2YTD,2018-12-30,2019-06-29,,-0.4,-0.4,-0.4,,11052000.0,,-18371000.0,-18371000.0,-19553000.0,1182000.0,453626000.0,966661000.0,26419000.0,17504000.0,513794000.0,453626000.0,513035000.0,15475000.0,531298000.0,-18263000.0,10944000.0,-7319000.0,966661000.0,48700000.0,50326000.0,50326000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q2TTM,2018-07-01,2019-06-29,,0.68,0.68,0.68,,28887000.0,,35433000.0,35433000.0,33042000.0,2391000.0,1105938000.0,2362410000.0,28824000.0,28267000.0,1156489000.0,1105938000.0,1256472000.0,36220000.0,1184756000.0,71716000.0,-7396000.0,64320000.0,2362410000.0,48700000.0,50326000.0,50326000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q2,2019-03-31,2019-06-29,2019-08-08 16:24:00+00:00,-0.15,-0.15,-0.15,0.0,1444000.0,,-6609000.0,-6609000.0,-7311000.0,702000.0,236285000.0,501393000.0,507000.0,7317000.0,256110000.0,236285000.0,265108000.0,7353000.0,263427000.0,1681000.0,-6846000.0,-5165000.0,501393000.0,48700000.0,50326000.0,50326000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q1,2018-12-30,2019-03-30,2020-06-10 16:06:21+00:00,-0.25,-0.25,-0.25,0.0,9608000.0,,-11762000.0,-11762000.0,-12242000.0,480000.0,217341000.0,465268000.0,25912000.0,10187000.0,257684000.0,217341000.0,247927000.0,8122000.0,267871000.0,-19944000.0,17790000.0,-2154000.0,465268000.0,49000000.0,49618000.0,49618000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2019.0,Q1TTM,2018-04-01,2019-03-30,,0.67,0.67,0.67,6212000.0,24071000.0,,34805000.0,34805000.0,32553000.0,2252000.0,1137227000.0,2437600000.0,27762000.0,35499000.0,1187614000.0,1137227000.0,1300373000.0,39934000.0,1229325000.0,71048000.0,-12172000.0,58876000.0,2437600000.0,49000000.0,49618000.0,49618000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2020.0,Q1TTM,2019-03-31,2020-04-04,,-2.48,-2.48,-2.48,19077000.0,-54578000.0,,-123694000.0,-123694000.0,-125704000.0,2010000.0,1151291000.0,2143162000.0,-6218000.0,28824000.0,1086750000.0,1151291000.0,991871000.0,29274000.0,1134651000.0,-142780000.0,-35492000.0,-178272000.0,2143162000.0,50600000.0,50566000.0,50566000.0
Fossil Group Inc,FOSL,DDMY8YZ6L8UEMS1FDM73,883569,2020.0,Q1,2019-12-29,2020-04-04,2020-06-10 16:06:21+00:00,-1.69,-1.69,-1.69,2464000.0,-63651000.0,,-85444000.0,-85444000.0,-85581000.0,137000.0,250358000.0,390718000.0,-7290000.0,9375000.0,262862000.0,250358000.0,140360000.0,7464000.0,274701000.0,-134341000.0,-14754000.0,-149095000.0,390718000.0,50600000.0,50566000.0,50566000.0
