company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q3YTD,2010-11-01,2011-07-31,2012-09-07 16:16:05+00:00,,,,71810000.0,323000.0,-424000.0,76874000.0,1177005000.0,-109193000.0,-112122000.0,225291000.0,-109193000.0,-112122000.0,225291000.0,4299000.0,118792000.0,118792000.0,35113000.0,2895000.0,-40966000.0,-1385000.0,-71156000.0,-1364582000.0,0.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q2TTM,2010-05-01,2011-04-30,,,8603000.0,36658000.0,93509000.0,544000.0,8803000.0,44554000.0,1329003000.0,-139539000.0,-140129000.0,277725000.0,-139539000.0,-140129000.0,277725000.0,-1399000.0,162500000.0,162500000.0,12913000.0,,-38475000.0,-2755000.0,-101654000.0,-1510341000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q2,2011-02-01,2011-04-30,,,,,23511000.0,401000.0,-15625000.0,29977000.0,528518000.0,-32801000.0,-27381000.0,64891000.0,-32801000.0,-27381000.0,64891000.0,5110000.0,35360000.0,35360000.0,21645000.0,,-4150000.0,-1385000.0,-23231000.0,-589911000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q2YTD,2010-11-01,2011-04-30,2012-06-08 16:06:55+00:00,,,,46405000.0,396000.0,-14911000.0,36165000.0,1037465000.0,-44746000.0,-88615000.0,137822000.0,-44746000.0,-88615000.0,137822000.0,4857000.0,74575000.0,74575000.0,31753000.0,0.0,-36599000.0,-1385000.0,-52016000.0,-1116991000.0,0.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q1TTM,2010-02-01,2011-01-31,,,8603000.0,36658000.0,93990000.0,148000.0,44283000.0,16365000.0,964415000.0,-136682000.0,-146420000.0,284452000.0,-136682000.0,-146420000.0,284452000.0,1498000.0,131595000.0,131595000.0,14584000.0,,-56789000.0,-2732000.0,-89631000.0,-1114730000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2011.0,Q1,2010-11-01,2011-01-31,2012-03-09 16:05:57+00:00,,,,22894000.0,-5000.0,714000.0,6188000.0,508947000.0,-11945000.0,-61234000.0,72931000.0,-11945000.0,-61234000.0,72931000.0,-253000.0,39215000.0,39215000.0,10108000.0,,-32449000.0,,-28785000.0,-527080000.0,0.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q4,2012-08-01,2012-10-31,,,15781000.0,10559000.0,30819000.0,531000.0,20650000.0,27893000.0,109894000.0,-82252000.0,-32988000.0,114817000.0,-82252000.0,-32988000.0,114817000.0,108000.0,72146000.0,72146000.0,-8798000.0,,-350000.0,-1436000.0,-32638000.0,-216445000.0,-2158000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,FY,2011-11-01,2012-10-31,2014-12-19 16:17:09+00:00,,15781000.0,10559000.0,111214000.0,-539000.0,-61050000.0,55053000.0,1262469000.0,-68443000.0,-238474000.0,315121000.0,-68443000.0,-238474000.0,315121000.0,7665000.0,248644000.0,248644000.0,16313000.0,10760000.0,-138695000.0,-2857000.0,-99779000.0,-1320560000.0,-73308000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q3TTM,2011-08-01,2012-07-31,,,12207000.0,25629000.0,106734000.0,-1524000.0,-52150000.0,32321000.0,1413412000.0,-49871000.0,-255039000.0,312044000.0,-49871000.0,-255039000.0,311294000.0,4860000.0,233136000.0,233136000.0,24324000.0,10760000.0,-155389000.0,-2852000.0,-99650000.0,-1432362000.0,-71150000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q3,2012-05-01,2012-07-31,,,,,27825000.0,-982000.0,-21853000.0,3303000.0,576187000.0,94378000.0,-166522000.0,78113000.0,94378000.0,-166522000.0,78113000.0,4987000.0,66954000.0,66954000.0,5187000.0,5184000.0,-142438000.0,,-24084000.0,-465289000.0,-25007000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q3YTD,2011-11-01,2012-07-31,2013-09-06 16:01:59+00:00,,,,80395000.0,-1070000.0,-81700000.0,27160000.0,1152575000.0,13809000.0,-205486000.0,200304000.0,13809000.0,-205486000.0,200304000.0,7557000.0,176498000.0,176498000.0,25111000.0,10760000.0,-138345000.0,-1421000.0,-67141000.0,-1104115000.0,-71150000.0,0.0
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q2TTM,2011-05-01,2012-04-30,,,12207000.0,25629000.0,104314000.0,-615000.0,-15810000.0,69727000.0,976765000.0,-208696000.0,-112024000.0,321400000.0,-208696000.0,-112024000.0,320650000.0,-685000.0,210399000.0,210399000.0,22497000.0,8471000.0,-17318000.0,-2852000.0,-94706000.0,-1214664000.0,-46143000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q2,2012-02-01,2012-04-30,,,,,26754000.0,-26000.0,-11564000.0,23857000.0,240702000.0,-60372000.0,-20179000.0,80641000.0,-60372000.0,-20179000.0,80641000.0,64000.0,54921000.0,54921000.0,10530000.0,5576000.0,2925000.0,-1421000.0,-23104000.0,-331699000.0,2613000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q2YTD,2011-11-01,2012-04-30,2013-06-07 16:21:48+00:00,,,,52570000.0,-88000.0,-59847000.0,23857000.0,576388000.0,-80569000.0,-38964000.0,122191000.0,-80569000.0,-38964000.0,122191000.0,2570000.0,109544000.0,109544000.0,19924000.0,5576000.0,4093000.0,-1421000.0,-43057000.0,-638826000.0,-46143000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q1TTM,2011-02-01,2012-01-31,,,12207000.0,25629000.0,101071000.0,-188000.0,-19871000.0,75847000.0,1264581000.0,-181125000.0,-119226000.0,305650000.0,-181125000.0,-119226000.0,304900000.0,4361000.0,190838000.0,190838000.0,33612000.0,2895000.0,-24393000.0,-2816000.0,-94833000.0,-1472876000.0,-48756000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2012.0,Q1,2011-11-01,2012-01-31,2013-03-08 16:04:00+00:00,,,,25816000.0,-62000.0,-48283000.0,,335686000.0,-20197000.0,-18785000.0,41550000.0,-20197000.0,-18785000.0,41550000.0,2506000.0,54623000.0,54623000.0,9394000.0,0.0,1168000.0,0.0,-19953000.0,-307127000.0,-48756000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,FY,2012-11-01,2013-10-31,2015-12-18 16:24:23+00:00,,13971000.0,5428000.0,125349000.0,143000.0,-45450000.0,19287000.0,1793966000.0,-161597000.0,-189891000.0,415925000.0,-161597000.0,-189918000.0,415925000.0,64553000.0,296906000.0,296906000.0,39120000.0,18081000.0,-11791000.0,-3925000.0,-178100000.0,-1817473000.0,-171533000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q4,2013-08-01,2013-10-31,,,13971000.0,5428000.0,31763000.0,1141000.0,35452000.0,193000.0,805805000.0,-23458000.0,-76086000.0,150341000.0,-23458000.0,-76113000.0,150341000.0,51911000.0,57312000.0,57312000.0,25814000.0,2381000.0,-4048000.0,-1469000.0,-72038000.0,-705839000.0,-124529000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q3YTD,2012-11-01,2013-07-31,2014-09-05 16:02:42+00:00,,,,93586000.0,-998000.0,-80902000.0,19094000.0,988161000.0,-138139000.0,-113805000.0,265584000.0,-138139000.0,-113805000.0,265584000.0,12642000.0,239594000.0,239594000.0,13306000.0,15700000.0,-7743000.0,-2456000.0,-106062000.0,-1111634000.0,-47004000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q3TTM,2012-08-01,2013-07-31,,,15781000.0,10559000.0,124405000.0,-467000.0,-60252000.0,46987000.0,1098055000.0,-220391000.0,-146793000.0,380401000.0,-220391000.0,-146793000.0,380401000.0,12750000.0,311740000.0,311740000.0,4508000.0,15700000.0,-8093000.0,-3892000.0,-138700000.0,-1328079000.0,-49162000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q3,2013-05-01,2013-07-31,,,,,31117000.0,-765000.0,-7370000.0,11556000.0,328211000.0,-51813000.0,-39439000.0,103058000.0,-51813000.0,-39439000.0,103058000.0,11041000.0,89193000.0,89193000.0,-9882000.0,8566000.0,-867000.0,-313000.0,-38572000.0,-399833000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q2TTM,2012-05-01,2013-04-30,,,15781000.0,10559000.0,121113000.0,-684000.0,-74735000.0,38734000.0,1346031000.0,-74200000.0,-273876000.0,355456000.0,-74200000.0,-273876000.0,355456000.0,6696000.0,289501000.0,289501000.0,19577000.0,12318000.0,-149664000.0,-3579000.0,-124212000.0,-1393535000.0,-74169000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q2,2013-02-01,2013-04-30,,,,,30944000.0,-785000.0,-2722000.0,7538000.0,311067000.0,-72201000.0,-41921000.0,114903000.0,-72201000.0,-41921000.0,114903000.0,-4000.0,75466000.0,75466000.0,11215000.0,7134000.0,-3746000.0,-1449000.0,-38175000.0,-397032000.0,541000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q2YTD,2012-11-01,2013-04-30,2014-06-06 16:12:36+00:00,,,,62469000.0,-233000.0,-73532000.0,7538000.0,659950000.0,-86326000.0,-74366000.0,162526000.0,-86326000.0,-74366000.0,162526000.0,1601000.0,150401000.0,150401000.0,23188000.0,7134000.0,-6876000.0,-2143000.0,-67490000.0,-711801000.0,-47004000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q1TTM,2012-02-01,2013-01-31,,,15781000.0,10559000.0,116923000.0,75000.0,-83577000.0,55053000.0,1275666000.0,-62371000.0,-252134000.0,321194000.0,-62371000.0,-252134000.0,321194000.0,6764000.0,268956000.0,268956000.0,18892000.0,10760000.0,-142993000.0,-3551000.0,-109141000.0,-1328202000.0,-72097000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2013.0,Q1,2012-11-01,2013-01-31,2014-03-07 16:13:24+00:00,,,,31525000.0,552000.0,-70810000.0,,348883000.0,-14125000.0,-32445000.0,47623000.0,-14125000.0,-32445000.0,47623000.0,1605000.0,74935000.0,74935000.0,11973000.0,,-3130000.0,-694000.0,-29315000.0,-314769000.0,-47545000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,FY,2013-11-01,2014-10-31,2016-12-22 16:09:33+00:00,,15918000.0,4149000.0,138201000.0,-2751000.0,17005000.0,8600000.0,2573896000.0,842180000.0,-1346443000.0,454828000.0,842165000.0,-1346408000.0,454823000.0,-52171000.0,271829000.0,271829000.0,27793000.0,19300000.0,-1108343000.0,-5322000.0,-238100000.0,-1678516000.0,-75778000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q4,2014-08-01,2014-10-31,,,15918000.0,4149000.0,42554000.0,-2285000.0,77943000.0,1720000.0,1202131000.0,872265000.0,-1170620000.0,152061000.0,872250000.0,-1170585000.0,152056000.0,-148564000.0,31257000.0,31257000.0,307000.0,4300000.0,-1110456000.0,-2208000.0,-60164000.0,-307900000.0,-25778000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q3YTD,2013-11-01,2014-07-31,2015-09-04 16:04:57+00:00,,,,95647000.0,-466000.0,-60938000.0,6880000.0,1371765000.0,-30085000.0,-175823000.0,302767000.0,-30085000.0,-175823000.0,302767000.0,96393000.0,240572000.0,240572000.0,27486000.0,15000000.0,2113000.0,-3114000.0,-177936000.0,-1370616000.0,-50000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q3TTM,2013-08-01,2014-07-31,,,13971000.0,5428000.0,127410000.0,675000.0,-25486000.0,7073000.0,2177570000.0,-53543000.0,-251909000.0,453108000.0,-53543000.0,-251936000.0,453108000.0,148304000.0,297884000.0,297884000.0,53300000.0,17381000.0,-1935000.0,-4583000.0,-249974000.0,-2076455000.0,-174529000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q3,2014-05-01,2014-07-31,,,,,32502000.0,-712000.0,-8434000.0,6880000.0,430446000.0,40044000.0,-56066000.0,107861000.0,40044000.0,-56066000.0,107861000.0,91127000.0,88671000.0,88671000.0,-4878000.0,21687000.0,-306000.0,-223000.0,-55760000.0,-418746000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q2YTD,2013-11-01,2014-04-30,2015-06-05 16:10:07+00:00,,,,63145000.0,246000.0,-52504000.0,,941319000.0,-70129000.0,-119757000.0,194906000.0,-70129000.0,-119757000.0,194906000.0,5266000.0,151901000.0,151901000.0,32364000.0,-6687000.0,2419000.0,-2891000.0,-122176000.0,-951870000.0,-50000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q2TTM,2013-05-01,2014-04-30,,,13971000.0,5428000.0,126025000.0,622000.0,-24422000.0,11749000.0,2075335000.0,-145400000.0,-235282000.0,448305000.0,-145400000.0,-235309000.0,448305000.0,68218000.0,298406000.0,298406000.0,48296000.0,4260000.0,-2496000.0,-4673000.0,-232786000.0,-2057542000.0,-174529000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q2,2014-02-01,2014-04-30,,,,,31750000.0,670000.0,7063000.0,,450345000.0,-11545000.0,-61626000.0,126332000.0,-11545000.0,-61626000.0,126332000.0,53831000.0,79636000.0,79636000.0,7883000.0,1365000.0,-429000.0,-2142000.0,-61197000.0,-461113000.0,,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q1,2013-11-01,2014-01-31,2015-03-06 16:19:04+00:00,,,,31395000.0,-424000.0,-59567000.0,,490974000.0,-58584000.0,-58131000.0,68574000.0,-58584000.0,-58131000.0,68574000.0,-48565000.0,72265000.0,72265000.0,24481000.0,-8052000.0,2848000.0,-749000.0,-60979000.0,-490757000.0,-50000000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2014.0,Q1TTM,2013-02-01,2014-01-31,,,13971000.0,5428000.0,125219000.0,-833000.0,-34207000.0,19287000.0,1936057000.0,-206056000.0,-215577000.0,436876000.0,-206056000.0,-215604000.0,436876000.0,14383000.0,294236000.0,294236000.0,51628000.0,10029000.0,-5813000.0,-3980000.0,-209764000.0,-1993461000.0,-173988000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,FY,2014-11-01,2015-10-31,2017-12-22 16:08:35+00:00,,12200000.0,14000000.0,191400000.0,-5100000.0,-63500000.0,19800000.0,1386700000.0,-106700000.0,-287900000.0,390900000.0,-106700000.0,-287900000.0,390900000.0,-8800000.0,205100000.0,205100000.0,57900000.0,-7300000.0,-44900000.0,-4000000.0,-243000000.0,-1426500000.0,-75400000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q4,2015-08-01,2015-10-31,,,12200000.0,14000000.0,50102000.0,-497000.0,-3630000.0,19800000.0,540142000.0,-2528000.0,-102009000.0,104451000.0,-2528000.0,-102009000.0,104451000.0,-583000.0,36971000.0,36971000.0,21008000.0,-16400000.0,-43722000.0,-1736000.0,-58287000.0,-499265000.0,-45069000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q3YTD,2014-11-01,2015-07-31,2016-09-02 16:13:34+00:00,,,,141298000.0,-4603000.0,-59870000.0,,846558000.0,-104172000.0,-185891000.0,286449000.0,-104172000.0,-185891000.0,286449000.0,-8217000.0,168129000.0,168129000.0,36892000.0,9100000.0,-1178000.0,-2264000.0,-184713000.0,-927235000.0,-30331000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q3TTM,2014-08-01,2015-07-31,,,15918000.0,4149000.0,183852000.0,-6888000.0,18073000.0,1720000.0,2048689000.0,768093000.0,-1356511000.0,438510000.0,768078000.0,-1356476000.0,438505000.0,-156781000.0,199386000.0,199386000.0,37199000.0,13400000.0,-1111634000.0,-4472000.0,-244877000.0,-1235135000.0,-56109000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q3,2015-05-01,2015-07-31,,,,,53909000.0,-418000.0,5488000.0,,226934000.0,-29682000.0,-66774000.0,95968000.0,-29682000.0,-66774000.0,95968000.0,-906000.0,45243000.0,45243000.0,-8672000.0,9100000.0,-426000.0,,-66348000.0,-266600000.0,884000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q2YTD,2014-11-01,2015-04-30,2016-06-03 16:08:57+00:00,,,,87389000.0,-4185000.0,-65358000.0,,619624000.0,-74490000.0,-119117000.0,190481000.0,-74490000.0,-119117000.0,190481000.0,-7311000.0,122886000.0,122886000.0,45564000.0,0.0,-752000.0,-2264000.0,-118365000.0,-660635000.0,-31215000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q2TTM,2014-05-01,2015-04-30,,,15918000.0,4149000.0,162445000.0,-7182000.0,4151000.0,8600000.0,2252201000.0,837819000.0,-1345803000.0,450403000.0,837804000.0,-1345768000.0,450398000.0,-64748000.0,242814000.0,242814000.0,40993000.0,25987000.0,-1111514000.0,-4695000.0,-234289000.0,-1387281000.0,-56993000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q2,2015-02-01,2015-04-30,,,,,44505000.0,-996000.0,-9201000.0,,378805000.0,-54243000.0,-53918000.0,110640000.0,-54243000.0,-53918000.0,110640000.0,1483000.0,61137000.0,61137000.0,14199000.0,,-548000.0,-1870000.0,-53370000.0,-428744000.0,-2434000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q1,2014-11-01,2015-01-31,2016-03-04 16:24:39+00:00,,,,42884000.0,-3189000.0,-56157000.0,,240819000.0,-20247000.0,-65199000.0,79841000.0,-20247000.0,-65199000.0,79841000.0,-8794000.0,61749000.0,61749000.0,31365000.0,0.0,-204000.0,-394000.0,-64995000.0,-231891000.0,-28781000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2015.0,Q1TTM,2014-02-01,2015-01-31,,,15918000.0,4149000.0,149690000.0,-5516000.0,20415000.0,8600000.0,2323741000.0,880517000.0,-1353511000.0,466095000.0,880502000.0,-1353476000.0,466090000.0,-12400000.0,261313000.0,261313000.0,34677000.0,27352000.0,-1111395000.0,-4967000.0,-242116000.0,-1419650000.0,-54559000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,FY,2015-11-01,2016-10-31,2018-12-21 16:36:20+00:00,,29400000.0,23700000.0,198300000.0,-5100000.0,-6900000.0,20400000.0,1582800000.0,-1400000.0,-418700000.0,509600000.0,-1400000.0,-418700000.0,509600000.0,84400000.0,274900000.0,274900000.0,43300000.0,6600000.0,-266100000.0,-3600000.0,-152600000.0,-1605400000.0,-2200000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q4,2016-08-01,2016-10-31,,,29400000.0,23700000.0,47400000.0,-2200000.0,47700000.0,14200000.0,64200000.0,-102900000.0,-50000000.0,193300000.0,-102900000.0,-50000000.0,193300000.0,38200000.0,60500000.0,60500000.0,37700000.0,-5200000.0,-14800000.0,-1400000.0,-35200000.0,-172500000.0,-2200000.0,
Cooper Companies Inc,COO,QJKMVPIGLH7530PCUE20,711404,2016.0,Q3YTD,2015-11-01,2016-07-31,2017-09-01 16:19:40+00:00,,,,150900000.0,-2900000.0,-54600000.0,6200000.0,1518600000.0,101500000.0,-368700000.0,316300000.0,101500000.0,-368700000.0,316300000.0,46200000.0,214400000.0,214400000.0,5600000.0,11800000.0,-251300000.0,-2200000.0,-117400000.0,-1432900000.0,0.0,
