company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TripAdvisor Inc,TRIP,,1526520,2018.0,Q3,2018-07-01,2018-09-30,2019-11-06 16:45:06+00:00,8000000.0,0.5,0.5,,20000000.0,0.49,18000000.0,206000000.0,69000000.0,69000000.0,69000000.0,,23000000.0,458000000.0,,2000000.0,72000000.0,40000000.0,23000000.0,435000000.0,4000000.0,,346000000.0,89000000.0,-2000000.0,87000000.0,458000000.0,138000000.0,137574000.0,140513000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q3YTD,2018-01-01,2018-09-30,,24000000.0,0.77,0.77,,61000000.0,0.76,44000000.0,621000000.0,106000000.0,106000000.0,106000000.0,,67000000.0,1269000000.0,,-1000000.0,207000000.0,128000000.0,67000000.0,1202000000.0,10000000.0,,1041000000.0,161000000.0,-11000000.0,150000000.0,1269000000.0,138000000.0,137574000.0,140513000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q3TTM,2017-10-01,2018-09-30,,32000000.0,0.17,0.17,,83000000.0,0.16,131000000.0,787000000.0,22000000.0,22000000.0,22000000.0,,82000000.0,1590000000.0,,-4000000.0,266000000.0,170000000.0,82000000.0,1508000000.0,14000000.0,1000000.0,1338000000.0,170000000.0,-17000000.0,153000000.0,1590000000.0,138000000.0,137574000.0,140513000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q2,2018-04-01,2018-06-30,2019-08-07 16:12:19+00:00,8000000.0,0.23,0.23,,21000000.0,0.23,10000000.0,217000000.0,32000000.0,32000000.0,32000000.0,,24000000.0,433000000.0,,-4000000.0,68000000.0,46000000.0,24000000.0,409000000.0,3000000.0,,360000000.0,49000000.0,-7000000.0,42000000.0,433000000.0,139100000.0,137831000.0,139619000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q2YTD,2018-01-01,2018-06-30,,16000000.0,0.27,0.27,,41000000.0,0.27,26000000.0,415000000.0,37000000.0,37000000.0,37000000.0,,44000000.0,811000000.0,,-3000000.0,135000000.0,88000000.0,44000000.0,767000000.0,6000000.0,,695000000.0,72000000.0,-9000000.0,63000000.0,811000000.0,139100000.0,137831000.0,139619000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q2TTM,2017-07-01,2018-06-30,,32000000.0,-0.15,-0.15,,82000000.0,-0.15,126000000.0,828000000.0,-22000000.0,-22000000.0,-22000000.0,,79000000.0,1571000000.0,,-6000000.0,255000000.0,172000000.0,79000000.0,1492000000.0,14000000.0,1000000.0,1369000000.0,123000000.0,-19000000.0,104000000.0,1571000000.0,139100000.0,137831000.0,139619000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q1,2018-01-01,2018-03-31,2019-05-07 16:05:16+00:00,8000000.0,0.04,0.04,,20000000.0,0.04,16000000.0,198000000.0,5000000.0,5000000.0,5000000.0,,20000000.0,378000000.0,,1000000.0,67000000.0,42000000.0,20000000.0,358000000.0,3000000.0,,335000000.0,23000000.0,-2000000.0,21000000.0,378000000.0,125000000.0,139312000.0,140322000.0
TripAdvisor Inc,TRIP,,1526520,2018.0,Q1TTM,2017-04-01,2018-03-31,,32000000.0,-0.19,-0.19,,80000000.0,-0.19,133000000.0,840000000.0,-27000000.0,-27000000.0,-27000000.0,,75000000.0,1562000000.0,,,251000000.0,164000000.0,75000000.0,1487000000.0,15000000.0,1000000.0,1367000000.0,120000000.0,-14000000.0,106000000.0,1562000000.0,125000000.0,139312000.0,140322000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q4,2019-10-01,2019-12-31,,9000000.0,0.12,0.12,3.5,24000000.0,0.11,4000000.0,138000000.0,16000000.0,16000000.0,16000000.0,,21000000.0,334000000.0,,-14000000.0,71000000.0,49000000.0,21000000.0,313000000.0,1000000.0,13000000.0,291000000.0,22000000.0,-2000000.0,20000000.0,334000000.0,138500000.0,139000000.0,141000000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,FY,2019-01-01,2019-12-31,2020-02-19 16:03:50+00:00,33000000.0,0.91,0.91,3.5,93000000.0,0.89,68000000.0,672000000.0,126000000.0,126000000.0,126000000.0,,94000000.0,1560000000.0,,-3000000.0,294000000.0,187000000.0,94000000.0,1466000000.0,7000000.0,17000000.0,1279000000.0,187000000.0,7000000.0,194000000.0,1560000000.0,138500000.0,139000000.0,141000000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q3YTD,2019-01-01,2019-09-30,,24000000.0,0.79,0.79,,69000000.0,0.78,64000000.0,534000000.0,110000000.0,110000000.0,110000000.0,,73000000.0,1226000000.0,,11000000.0,223000000.0,138000000.0,73000000.0,1153000000.0,6000000.0,4000000.0,988000000.0,165000000.0,9000000.0,174000000.0,1226000000.0,138900000.0,139324000.0,140381000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q3TTM,2018-10-01,2019-09-30,,34000000.0,0.84,0.84,,90000000.0,0.83,80000000.0,691000000.0,117000000.0,117000000.0,117000000.0,,92000000.0,1572000000.0,,7000000.0,291000000.0,187000000.0,92000000.0,1480000000.0,8000000.0,11000000.0,1293000000.0,187000000.0,10000000.0,197000000.0,1572000000.0,138900000.0,139324000.0,140381000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q3,2019-07-01,2019-09-30,2019-11-06 16:45:06+00:00,9000000.0,0.36,0.36,,23000000.0,0.36,23000000.0,176000000.0,50000000.0,50000000.0,50000000.0,,25000000.0,428000000.0,,7000000.0,76000000.0,51000000.0,25000000.0,403000000.0,2000000.0,,335000000.0,68000000.0,5000000.0,73000000.0,428000000.0,138900000.0,139324000.0,140381000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q2YTD,2019-01-01,2019-06-30,,15000000.0,0.43,0.43,,46000000.0,0.42,41000000.0,358000000.0,60000000.0,60000000.0,60000000.0,,48000000.0,798000000.0,,4000000.0,147000000.0,87000000.0,48000000.0,750000000.0,4000000.0,4000000.0,653000000.0,97000000.0,4000000.0,101000000.0,798000000.0,141700000.0,139070000.0,140805000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q2TTM,2018-07-01,2019-06-30,,33000000.0,0.98,0.98,,87000000.0,0.96,75000000.0,721000000.0,136000000.0,136000000.0,136000000.0,,90000000.0,1602000000.0,,2000000.0,287000000.0,176000000.0,90000000.0,1512000000.0,10000000.0,11000000.0,1304000000.0,208000000.0,3000000.0,211000000.0,1602000000.0,141700000.0,139070000.0,140805000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q2,2019-04-01,2019-06-30,2019-08-07 16:12:19+00:00,7000000.0,0.24,0.24,,23000000.0,0.24,34000000.0,180000000.0,34000000.0,34000000.0,34000000.0,,27000000.0,422000000.0,,4000000.0,74000000.0,45000000.0,27000000.0,395000000.0,2000000.0,,329000000.0,66000000.0,2000000.0,68000000.0,422000000.0,141700000.0,139070000.0,140805000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 16:02:53+00:00,8000000.0,0.19,0.19,,23000000.0,0.18,7000000.0,178000000.0,26000000.0,26000000.0,26000000.0,,21000000.0,376000000.0,,,73000000.0,42000000.0,21000000.0,355000000.0,2000000.0,4000000.0,324000000.0,31000000.0,2000000.0,33000000.0,376000000.0,136800000.0,138000000.0,141000000.0
TripAdvisor Inc,TRIP,,1526520,2019.0,Q1TTM,2018-04-01,2019-03-31,,34000000.0,0.97,0.97,,85000000.0,0.95,51000000.0,758000000.0,134000000.0,134000000.0,134000000.0,,87000000.0,1613000000.0,,-6000000.0,281000000.0,177000000.0,87000000.0,1526000000.0,11000000.0,11000000.0,1335000000.0,191000000.0,-6000000.0,185000000.0,1613000000.0,136800000.0,138000000.0,141000000.0
TripAdvisor Inc,TRIP,,1526520,2020.0,Q1TTM,2019-04-01,2020-03-31,,32000000.0,0.6,0.6,3.5,95000000.0,0.59,50000000.0,623000000.0,84000000.0,84000000.0,84000000.0,,92000000.0,1462000000.0,,-2000000.0,294000000.0,197000000.0,92000000.0,1370000000.0,7000000.0,14000000.0,1241000000.0,129000000.0,5000000.0,134000000.0,1462000000.0,133300000.0,136000000.0,136000000.0
TripAdvisor Inc,TRIP,,1526520,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 16:02:53+00:00,7000000.0,-0.12,-0.12,,25000000.0,-0.12,-11000000.0,129000000.0,-16000000.0,-16000000.0,-16000000.0,,19000000.0,278000000.0,,1000000.0,73000000.0,52000000.0,19000000.0,259000000.0,2000000.0,1000000.0,286000000.0,-27000000.0,,-27000000.0,278000000.0,133300000.0,136000000.0,136000000.0
