company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2009.0,Q2YTD,2008-12-01,2009-05-31,2010-07-07 17:11:19+00:00,-427357000.0,-75605000.0,298877000.0,643667000.0,116089000.0,,,170787000.0,75867000.0,,1148691000.0,1486621000.0,-3876517000.0,1913578000.0,1486621000.0,-3876517000.0,1913578000.0,-476318000.0,626046000.0,346194000.0,346194000.0,-225561000.0,,,-49667000.0,1581674000.0,-4250716000.0,-29932000.0,-307719000.0,-6597000.0,,829975000.0,1513000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2009.0,Q1,2008-12-01,2009-02-28,2010-04-08 19:52:26+00:00,,-35405000.0,-208000.0,327345000.0,59623000.0,0.0,,-357483000.0,,1875000000.0,,1344504000.0,-3319818000.0,528379000.0,1344504000.0,-3319818000.0,528379000.0,-1446935000.0,-192616000.0,120394000.0,120394000.0,-196563000.0,,0.0,-29263000.0,937813000.0,-3303737000.0,-18126000.0,-302456000.0,-6161000.0,,906000.0,1139000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q4,2010-09-01,2010-11-30,,,,56973000.0,326819000.0,45923000.0,-311000.0,,708049000.0,1000000.0,799573000.0,,160475000.0,-4489085000.0,1510360000.0,160475000.0,-4489085000.0,1511238000.0,-2817372000.0,167277000.0,349854000.0,349854000.0,23569000.0,-737000.0,-125000000.0,-10545000.0,382965000.0,-5444797000.0,-25462000.0,-795796000.0,145000.0,-442000.0,1106631000.0,-146000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,FY,2009-12-01,2010-11-30,2013-01-24 17:38:48+00:00,,,169000000.0,1452000000.0,172000000.0,643000000.0,,112000000.0,1000000.0,2803000000.0,0.0,-7072000000.0,-5068000000.0,4218000000.0,-7072000000.0,-5068000000.0,4218000000.0,-7922000000.0,2321000000.0,765000000.0,765000000.0,-38000000.0,,-125000000.0,-845000000.0,3207000000.0,-9095000000.0,-55000000.0,-9947000000.0,-180000000.0,-1225000000.0,3564000000.0,0.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q3TTM,2009-09-01,2010-08-31,,-141019000.0,109761000.0,494189000.0,1462066000.0,161979000.0,643311000.0,,-455244000.0,1148673000.0,2701621000.0,-1148691000.0,-4100346000.0,-2520310000.0,3709383000.0,-4100346000.0,-2520310000.0,3708505000.0,-2912151000.0,4679923000.0,767683000.0,767683000.0,-98563000.0,737000.0,,-860752000.0,3223767000.0,-7876615000.0,-41678000.0,-9216117000.0,-181182000.0,-1224558000.0,4895543000.0,148000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q3,2010-06-01,2010-08-31,,,91538000.0,55038000.0,359895000.0,42326000.0,,,-776009000.0,,,,-1563464000.0,-1119129000.0,263833000.0,-1563464000.0,-1119129000.0,262955000.0,-2419638000.0,-775170000.0,260617000.0,260617000.0,-67204000.0,-184000.0,,-10958000.0,712565000.0,-1260128000.0,-12077000.0,-602476000.0,-174676000.0,,153074000.0,2000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q3YTD,2009-12-01,2010-08-31,2011-09-28 17:07:43+00:00,,,112027000.0,1125181000.0,126077000.0,643311000.0,,-596049000.0,0.0,2003427000.0,,-7232475000.0,-578915000.0,2707640000.0,-7232475000.0,-578915000.0,2706762000.0,-5104628000.0,2153723000.0,415146000.0,415146000.0,-61569000.0,737000.0,,-834455000.0,2824035000.0,-3650203000.0,-29538000.0,-9151204000.0,-180145000.0,-1224558000.0,2457369000.0,146000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q2TTM,2009-06-01,2010-05-31,,-215954000.0,-15933000.0,672100000.0,1388046000.0,171154000.0,643311000.0,,-99562000.0,1682513000.0,3101621000.0,-1148691000.0,-1743168000.0,-1744049000.0,4128121000.0,-1743168000.0,-1744049000.0,4128121000.0,640904000.0,5875367000.0,1084520000.0,1084520000.0,95741000.0,921000.0,,-874864000.0,2892201000.0,-8498134000.0,-41322000.0,-9145220000.0,-10257000.0,-1224558000.0,6368170000.0,-120000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q2,2010-03-01,2010-05-31,,,-49473000.0,42848000.0,395362000.0,41325000.0,,,239115000.0,,1253427000.0,,-5356026000.0,1654729000.0,1308705000.0,-5356026000.0,1654729000.0,1308705000.0,-2392592000.0,-29709000.0,258067000.0,258067000.0,95407000.0,921000.0,,-22206000.0,724264000.0,607572000.0,-9635000.0,-5333815000.0,-86000.0,-1224558000.0,1056648000.0,144000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q2YTD,2009-12-01,2010-05-31,2011-07-01 06:14:33+00:00,,-91538000.0,56989000.0,765286000.0,83751000.0,643311000.0,,179960000.0,0.0,2003427000.0,,-5669011000.0,540214000.0,2443807000.0,-5669011000.0,540214000.0,2443807000.0,-2684990000.0,2928893000.0,154529000.0,154529000.0,5635000.0,921000.0,,-823497000.0,2111470000.0,-2390075000.0,-17461000.0,-8548728000.0,-5469000.0,-1224558000.0,2304295000.0,144000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q1TTM,2009-03-01,2010-02-28,,-643311000.0,-6660000.0,928337000.0,1309006000.0,186295000.0,643311000.0,,189593000.0,1758380000.0,-26806000.0,,3754975000.0,-3955477000.0,4204615000.0,3754975000.0,-3955477000.0,4204615000.0,4004113000.0,6723738000.0,1052253000.0,1052253000.0,-28664000.0,,,-873062000.0,2811798000.0,-10052685000.0,-43493000.0,-3816668000.0,-10607000.0,,6140591000.0,110000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2010.0,Q1,2009-12-01,2010-02-28,2011-04-07 19:56:38+00:00,,-42065000.0,14141000.0,369924000.0,42426000.0,643311000.0,,-59155000.0,0.0,750000000.0,,-312985000.0,-1114515000.0,1135102000.0,-312985000.0,-1114515000.0,1135102000.0,-292398000.0,2958602000.0,-103538000.0,-103538000.0,-89772000.0,,,-801291000.0,1387206000.0,-2997647000.0,-7826000.0,-3214913000.0,-5383000.0,,1247647000.0,0.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q4,2011-09-01,2011-11-30,,,,270640000.0,296630000.0,215072000.0,,,176753000.0,5072000.0,1150000000.0,,2234626000.0,-4184304000.0,841886000.0,2234626000.0,-4184304000.0,841886000.0,-1107792000.0,1994248000.0,512871000.0,512871000.0,-383047000.0,,-339794000.0,-40288000.0,320237000.0,-4354762000.0,-40947000.0,-645966000.0,-228440000.0,,548212000.0,2987000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,FY,2010-12-01,2011-11-30,2014-02-24 21:54:52+00:00,,,906000000.0,1342000000.0,246000000.0,,,316000000.0,23000000.0,3750000000.0,0.0,2263000000.0,-8110000000.0,3598000000.0,2263000000.0,-8110000000.0,3598000000.0,-2249000000.0,5142000000.0,2227000000.0,2227000000.0,-204000000.0,0.0,284000000.0,-110000000.0,1013000000.0,-10035000000.0,-111000000.0,-6106000000.0,-436000000.0,,1749000000.0,3000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q3TTM,2010-09-01,2011-08-31,,,,692333000.0,1372189000.0,76851000.0,-311000.0,,847296000.0,18928000.0,3399573000.0,,188849000.0,-8414781000.0,4266474000.0,188849000.0,-8414781000.0,4267352000.0,-3958580000.0,3315029000.0,2063983000.0,2063983000.0,202616000.0,-737000.0,498794000.0,-80257000.0,1075728000.0,-11125035000.0,-95515000.0,-6255830000.0,-207415000.0,-442000.0,2307419000.0,-133000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q3,2011-06-01,2011-08-31,,,,258284000.0,310307000.0,40437000.0,,,-346452000.0,10775000.0,1000000000.0,,1874612000.0,-2227722000.0,537675000.0,1874612000.0,-2227722000.0,537675000.0,184565000.0,2345128000.0,648818000.0,648818000.0,95358000.0,,623794000.0,-29211000.0,99514000.0,-2462127000.0,-20185000.0,-1249618000.0,-202462000.0,,-369204000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q3YTD,2010-12-01,2011-08-31,2012-10-03 20:02:01+00:00,,,635360000.0,1045370000.0,30928000.0,,,139247000.0,17928000.0,2600000000.0,,28374000.0,-3925696000.0,2756114000.0,28374000.0,-3925696000.0,2756114000.0,-1141208000.0,3147752000.0,1714129000.0,1714129000.0,179047000.0,,623794000.0,-69712000.0,692763000.0,-5680238000.0,-70053000.0,-5460034000.0,-207560000.0,,1200788000.0,13000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q2TTM,2010-06-01,2011-05-31,,,91538000.0,489087000.0,1421777000.0,78740000.0,-311000.0,,417739000.0,8153000.0,2399573000.0,,-3249227000.0,-7306188000.0,3992632000.0,-3249227000.0,-7306188000.0,3992632000.0,-6562783000.0,194731000.0,1675782000.0,1675782000.0,40054000.0,-921000.0,-125000000.0,-62004000.0,1688779000.0,-9923036000.0,-87407000.0,-5608688000.0,-179629000.0,-442000.0,2829697000.0,-131000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q2,2011-03-01,2011-05-31,,,,338867000.0,351306000.0,-10515000.0,,,159763000.0,6222000.0,1000000000.0,,-739361000.0,-1619900000.0,960796000.0,-739361000.0,-1619900000.0,960796000.0,-1398465000.0,360189000.0,600419000.0,600419000.0,35589000.0,,,-29475000.0,175540000.0,-1914379000.0,-34282000.0,-2076203000.0,-94000.0,,328761000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q2YTD,2010-12-01,2011-05-31,2012-06-26 17:06:26+00:00,,,377076000.0,735063000.0,-9509000.0,,,485699000.0,7153000.0,1600000000.0,,-1846238000.0,-1697974000.0,2218439000.0,-1846238000.0,-1697974000.0,2218439000.0,-1325773000.0,802624000.0,1065311000.0,1065311000.0,83689000.0,,,-40501000.0,593249000.0,-3218111000.0,-49868000.0,-4210416000.0,-5098000.0,,1569992000.0,13000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q1TTM,2010-03-01,2011-02-28,,,42065000.0,193068000.0,1465833000.0,130580000.0,-311000.0,,497091000.0,1931000.0,2653000000.0,,-7865892000.0,-4031559000.0,4340541000.0,-7865892000.0,-4031559000.0,4340541000.0,-7556910000.0,-195167000.0,1333430000.0,1333430000.0,99872000.0,,-125000000.0,-54735000.0,2237503000.0,-7401085000.0,-62760000.0,-8866300000.0,-179621000.0,-1225000000.0,3557584000.0,13000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2011.0,Q1,2010-12-01,2011-02-28,2012-04-03 17:34:21+00:00,,,38209000.0,383757000.0,1006000.0,,,325936000.0,931000.0,600000000.0,,-1106877000.0,-78074000.0,1257643000.0,-1106877000.0,-78074000.0,1257643000.0,72692000.0,442435000.0,464892000.0,464892000.0,48100000.0,,,-11026000.0,417709000.0,-1303732000.0,-15586000.0,-2134213000.0,-5004000.0,,1241231000.0,13000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q4,2012-09-01,2012-11-30,,,,333226000.0,304874000.0,298996000.0,,,119035000.0,9769000.0,784244000.0,560000000.0,458889000.0,-3652452000.0,881796000.0,458889000.0,-3652452000.0,881796000.0,-2311767000.0,-162115000.0,550717000.0,550717000.0,-424551000.0,,-2042338000.0,-50119000.0,337599000.0,-1796714000.0,-39315000.0,-280786000.0,-402104000.0,,225430000.0,485000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,FY,2011-12-01,2012-11-30,2015-02-25 16:51:51+00:00,,,1301000000.0,1203000000.0,267000000.0,,,237000000.0,26000000.0,6084000000.0,560000000.0,3728000000.0,-5693000000.0,3041000000.0,3728000000.0,-5693000000.0,3041000000.0,1076000000.0,2539000000.0,2345000000.0,2345000000.0,-656000000.0,0.0,-1057000000.0,-209000000.0,848000000.0,-6556000000.0,-144000000.0,-4056000000.0,-1216000000.0,,2063000000.0,1000000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q3TTM,2011-09-01,2012-08-31,,,,1238414000.0,1194756000.0,183076000.0,,,294718000.0,21303000.0,6449756000.0,,5503737000.0,-6224852000.0,3001090000.0,5503737000.0,-6224852000.0,3001090000.0,2279975000.0,4695363000.0,2307154000.0,2307154000.0,-614496000.0,,645544000.0,-199169000.0,830638000.0,-9114048000.0,-145632000.0,-4421180000.0,-1042336000.0,,2385782000.0,3502000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q3,2012-06-01,2012-08-31,,,,315775000.0,260207000.0,-4430000.0,,,192355000.0,1629000.0,3299983000.0,,787455000.0,-318346000.0,656432000.0,787455000.0,-318346000.0,656432000.0,1125541000.0,744430000.0,626686000.0,626686000.0,-284467000.0,,985338000.0,-51894000.0,126288000.0,-1728669000.0,-48690000.0,-2854264000.0,-352429000.0,,473675000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q3YTD,2011-12-01,2012-08-31,2012-10-03 20:02:01+00:00,,,967774000.0,898126000.0,-31996000.0,,,117965000.0,16231000.0,5299756000.0,,3269111000.0,-2040548000.0,2159204000.0,3269111000.0,-2040548000.0,2159204000.0,3387767000.0,2701115000.0,1794283000.0,1794283000.0,-231449000.0,,985338000.0,-158881000.0,510401000.0,-4759286000.0,-104685000.0,-3775214000.0,-813896000.0,,1837570000.0,515000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q2TTM,2011-06-01,2012-05-31,,,,1180923000.0,1244856000.0,227943000.0,,,-244089000.0,30449000.0,4149773000.0,,6590894000.0,-8134228000.0,2882333000.0,6590894000.0,-8134228000.0,2882333000.0,1338999000.0,6296061000.0,2329286000.0,2329286000.0,-234671000.0,,284000000.0,-176486000.0,803864000.0,-9847506000.0,-117127000.0,-2816534000.0,-892369000.0,,1542903000.0,3502000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q2,2012-03-01,2012-05-31,,,,606006000.0,347356000.0,-12056000.0,,,-267728000.0,12171000.0,1000000000.0,,1157335000.0,-2852518000.0,492100000.0,1157335000.0,-2852518000.0,492100000.0,-1203083000.0,1394210000.0,536591000.0,536591000.0,2709000.0,,,-53474000.0,232584000.0,-2192483000.0,-29624000.0,-748401000.0,-447171000.0,,-630411000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q2YTD,2011-12-01,2012-05-31,2012-06-26 17:06:26+00:00,,,651999000.0,637919000.0,-27566000.0,,,-74390000.0,14602000.0,1999773000.0,,2481656000.0,-1722202000.0,1502772000.0,2481656000.0,-1722202000.0,1502772000.0,2262226000.0,1956685000.0,1167597000.0,1167597000.0,53018000.0,,,-106987000.0,384113000.0,-3030617000.0,-55995000.0,-920950000.0,-461467000.0,,1363895000.0,515000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q1TTM,2011-03-01,2012-02-29,,,,913784000.0,1248806000.0,229484000.0,,,183402000.0,24500000.0,4149773000.0,,4694198000.0,-6901610000.0,3351029000.0,4694198000.0,-6901610000.0,3351029000.0,1143617000.0,5262040000.0,2393114000.0,2393114000.0,-201791000.0,,284000000.0,-152487000.0,746820000.0,-9569402000.0,-121785000.0,-4144336000.0,-445292000.0,,2502075000.0,3502000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2012.0,Q1,2011-12-01,2012-02-29,2012-04-03 17:34:21+00:00,,,45993000.0,290563000.0,-15510000.0,,,193338000.0,2431000.0,999773000.0,,1324321000.0,1130316000.0,1010672000.0,1324321000.0,1130316000.0,1010672000.0,3465309000.0,562475000.0,631006000.0,631006000.0,50309000.0,,,-53513000.0,151529000.0,-838134000.0,-26371000.0,-172549000.0,-14296000.0,,1994306000.0,515000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 16:49:41+00:00,,-465000000.0,1348000000.0,975000000.0,334000000.0,0.0,,-521000000.0,13000000.0,6394000000.0,,3616000000.0,-3163000000.0,3517000000.0,3616000000.0,-3163000000.0,3517000000.0,3970000000.0,2782000000.0,2470000000.0,2470000000.0,613000000.0,-9000000.0,108000000.0,-399000000.0,1086000000.0,-4492000000.0,-231000000.0,-3869000000.0,-1296000000.0,,1452000000.0,0.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q4,2013-10-01,2013-12-31,,,-465000000.0,1348000000.0,975000000.0,87000000.0,,,-123000000.0,1000000.0,1896000000.0,,3210000000.0,-3261000000.0,982000000.0,3210000000.0,-3261000000.0,982000000.0,931000000.0,1850000000.0,602000000.0,602000000.0,527000000.0,,1000000.0,-105000000.0,354000000.0,-3269000000.0,-54000000.0,-86000000.0,-346000000.0,,61000000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-28 17:04:24+00:00,,,,,247000000.0,,,-398000000.0,12000000.0,4498000000.0,,406000000.0,98000000.0,2535000000.0,406000000.0,98000000.0,2535000000.0,3039000000.0,932000000.0,1868000000.0,1868000000.0,86000000.0,-9000000.0,107000000.0,-294000000.0,732000000.0,-1223000000.0,-177000000.0,-3783000000.0,-950000000.0,,1391000000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q3TTM,2012-09-01,2013-09-30,,,,333226000.0,304874000.0,545996000.0,,,-278965000.0,21769000.0,5282244000.0,560000000.0,864889000.0,-3554452000.0,3416796000.0,864889000.0,-3554452000.0,3416796000.0,727233000.0,769885000.0,2418717000.0,2418717000.0,-338551000.0,-9000000.0,-1935338000.0,-344119000.0,1069599000.0,-3019714000.0,-216315000.0,-4063786000.0,-1352104000.0,,1616430000.0,485000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q3,2013-07-01,2013-09-30,,,,,,84000000.0,,,-611000000.0,5000000.0,1048000000.0,,565000000.0,-1134000000.0,448000000.0,565000000.0,-1134000000.0,448000000.0,-121000000.0,539000000.0,593000000.0,593000000.0,49000000.0,,354000000.0,-107000000.0,333000000.0,-944000000.0,-60000000.0,-571000000.0,-349000000.0,,-484000000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-31 18:31:15+00:00,,,,,163000000.0,,,213000000.0,7000000.0,3450000000.0,,-159000000.0,1232000000.0,2087000000.0,-159000000.0,1232000000.0,2087000000.0,3160000000.0,393000000.0,1275000000.0,1275000000.0,37000000.0,-9000000.0,-247000000.0,-187000000.0,399000000.0,-279000000.0,-117000000.0,-3212000000.0,-601000000.0,,1875000000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q2TTM,2012-06-01,2013-06-30,,,,649001000.0,565081000.0,457566000.0,,,524390000.0,18398000.0,7534227000.0,560000000.0,1087344000.0,-2738798000.0,3625228000.0,1087344000.0,-2738798000.0,3625228000.0,1973774000.0,975315000.0,2452403000.0,2452403000.0,-672018000.0,-9000000.0,-1304000000.0,-289013000.0,862887000.0,-3804383000.0,-205005000.0,-6347050000.0,-1355533000.0,,2574105000.0,485000.0
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q2,2013-04-01,2013-06-30,,,,,,95000000.0,,,-316000000.0,2000000.0,1000000000.0,,-1525000000.0,-1393000000.0,595000000.0,-1525000000.0,-1393000000.0,595000000.0,-2323000000.0,206000000.0,602000000.0,602000000.0,-26000000.0,-9000000.0,-55000000.0,-108000000.0,240000000.0,-25000000.0,-58000000.0,-2276000000.0,-340000000.0,,-1255000000.0,
Discover Financial Services,DFS,Z1YLO2USPORE63VVUL20,1393612,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 17:29:37+00:00,,,,,68000000.0,,,529000000.0,5000000.0,2450000000.0,,1366000000.0,2625000000.0,1492000000.0,1366000000.0,2625000000.0,1492000000.0,5483000000.0,187000000.0,673000000.0,673000000.0,63000000.0,,-192000000.0,-79000000.0,159000000.0,-254000000.0,-59000000.0,-936000000.0,-261000000.0,,3130000000.0,
