company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q3,2011-01-01,2011-03-31,2011-05-10 11:30:02+00:00,0.24,0.24,0.15,0.23,,18500000.0,29700000.0,32600000.0,-2900000.0,29700000.0,406600000.0,527100000.0,-2500000.0,66900000.0,406600000.0,120500000.0,,66900000.0,53600000.0,-2500000.0,51100000.0,527100000.0,123800000.0,124200000.0,128200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q3YTD,2010-07-01,2011-03-31,,0.43,0.43,0.45,0.41,,32000000.0,53400000.0,56500000.0,-3100000.0,53400000.0,1099800000.0,1390800000.0,-7200000.0,195300000.0,1099800000.0,291000000.0,,195300000.0,95700000.0,-7200000.0,88500000.0,1390800000.0,123800000.0,124200000.0,128200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q2TTM,2010-01-01,2010-12-31,,1.15,1.15,0.58,1.12,,97600000.0,153700000.0,170900000.0,-17200000.0,153700000.0,1571400000.0,2105000000.0,-6900000.0,258200000.0,1571400000.0,533600000.0,,258200000.0,275400000.0,-6900000.0,268500000.0,2105000000.0,130000000.0,125000000.0,128500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q2,2010-10-01,2010-12-31,2011-02-08 14:46:07+00:00,0.08,0.08,0.15,0.08,,5900000.0,10400000.0,10600000.0,-200000.0,10400000.0,356600000.0,442300000.0,-2300000.0,66900000.0,356600000.0,85700000.0,,66900000.0,18800000.0,-2300000.0,16500000.0,442300000.0,130000000.0,125000000.0,128500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q2YTD,2010-07-01,2010-12-31,,0.19,0.19,0.3,0.18,,13500000.0,23700000.0,23900000.0,-200000.0,23700000.0,693200000.0,863700000.0,-4700000.0,128400000.0,693200000.0,170500000.0,,128400000.0,42100000.0,-4700000.0,37400000.0,863700000.0,130000000.0,125000000.0,128500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q1,2010-07-01,2010-09-30,2010-11-04 15:02:37+00:00,0.11,0.11,0.15,0.1,,7600000.0,13300000.0,13300000.0,0.0,13300000.0,336600000.0,421400000.0,-2400000.0,61500000.0,336600000.0,84800000.0,,61500000.0,23300000.0,-2400000.0,20900000.0,421400000.0,120900000.0,126500000.0,129600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2011.0,Q1TTM,2009-10-01,2010-09-30,,1.32,1.32,0.57,1.28,,108700000.0,176900000.0,211800000.0,-34900000.0,176900000.0,1614500000.0,2192400000.0,-7700000.0,249700000.0,1614500000.0,577900000.0,,249700000.0,328200000.0,-7700000.0,320500000.0,2192400000.0,120900000.0,126500000.0,129600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q4,2012-04-01,2012-06-30,,0.67,0.67,0.16,0.66,74200000.0,51900000.0,83400000.0,83400000.0,,83400000.0,528900000.0,800300000.0,29200000.0,91100000.0,528900000.0,271400000.0,,165300000.0,106100000.0,29200000.0,135300000.0,800300000.0,123600000.0,124100000.0,127500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,FY,2011-07-01,2012-06-30,2014-08-07 16:47:32+00:00,1.0,1.0,0.64,0.97,74200000.0,75900000.0,123600000.0,125000000.0,-1400000.0,123600000.0,1715100000.0,2303500000.0,-13400000.0,299900000.0,1715100000.0,588400000.0,,374100000.0,214300000.0,-13400000.0,200900000.0,2303500000.0,123600000.0,124100000.0,127500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3TTM,2011-04-01,2012-03-31,,1.26,1.26,0.63,1.22,,89900000.0,156400000.0,156900000.0,-500000.0,156400000.0,1703500000.0,2279300000.0,-45500000.0,283500000.0,1703500000.0,575800000.0,,283500000.0,292300000.0,-45500000.0,246800000.0,2279300000.0,119300000.0,124000000.0,128400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3,2012-01-01,2012-03-31,2012-05-08 12:10:35+00:00,0.14,0.14,0.16,0.13,,10700000.0,16700000.0,18100000.0,-1400000.0,16700000.0,420800000.0,547000000.0,-26800000.0,70600000.0,420800000.0,126200000.0,,70600000.0,55600000.0,-26800000.0,28800000.0,547000000.0,119300000.0,124000000.0,128400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q3YTD,2011-07-01,2012-03-31,,0.33,0.33,0.48,0.31,,24000000.0,40200000.0,41600000.0,-1400000.0,40200000.0,1186200000.0,1503200000.0,-42600000.0,208800000.0,1186200000.0,317000000.0,,208800000.0,108200000.0,-42600000.0,65600000.0,1503200000.0,119300000.0,124000000.0,128400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2TTM,2011-01-01,2011-12-31,,1.36,1.36,0.62,1.32,,97700000.0,169400000.0,171400000.0,-2000000.0,169400000.0,1689300000.0,2259400000.0,-21200000.0,279800000.0,1689300000.0,570100000.0,,279800000.0,290300000.0,-21200000.0,269100000.0,2259400000.0,136000000.0,123700000.0,127200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2,2011-10-01,2011-12-31,2012-02-07 14:48:34+00:00,0.05,0.05,0.16,0.05,,3800000.0,6800000.0,6800000.0,,6800000.0,382600000.0,479800000.0,-13100000.0,73500000.0,382600000.0,97200000.0,,73500000.0,23700000.0,-13100000.0,10600000.0,479800000.0,136000000.0,123700000.0,127200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q2YTD,2011-07-01,2011-12-31,,0.19,0.19,0.32,0.18,,13300000.0,23500000.0,23500000.0,,23500000.0,765400000.0,956200000.0,-15800000.0,138200000.0,765400000.0,190800000.0,,138200000.0,52600000.0,-15800000.0,36800000.0,956200000.0,136000000.0,123700000.0,127200000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q1TTM,2010-10-01,2011-09-30,,1.39,1.39,0.61,1.35,,99800000.0,173000000.0,175200000.0,-2200000.0,173000000.0,1663300000.0,2221900000.0,-10400000.0,273200000.0,1663300000.0,558600000.0,,273200000.0,285400000.0,-10400000.0,275000000.0,2221900000.0,119300000.0,123700000.0,126700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2012.0,Q1,2011-07-01,2011-09-30,2011-11-03 12:13:32+00:00,0.14,0.14,0.16,0.13,,9500000.0,16700000.0,16700000.0,0.0,16700000.0,382800000.0,476400000.0,-2700000.0,64700000.0,382800000.0,93600000.0,,64700000.0,28900000.0,-2700000.0,26200000.0,476400000.0,119300000.0,123700000.0,126700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q4,2013-04-01,2013-06-30,,1.1,1.1,0.18,1.07,,67600000.0,134600000.0,134600000.0,,134600000.0,564000000.0,865100000.0,-4400000.0,94500000.0,564000000.0,301100000.0,,94500000.0,206600000.0,-4400000.0,202200000.0,865100000.0,121900000.0,121900000.0,125400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,FY,2012-07-01,2013-06-30,2014-08-07 16:47:32+00:00,1.74,1.74,0.72,1.69,,111100000.0,212100000.0,212100000.0,0.0,212100000.0,1767800000.0,2430800000.0,-16200000.0,323600000.0,1767800000.0,663000000.0,,323600000.0,339400000.0,-16200000.0,323200000.0,2430800000.0,121900000.0,121900000.0,125400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3TTM,2012-04-01,2013-03-31,,1.31,1.31,0.7,1.28,74200000.0,95400000.0,160900000.0,160900000.0,,160900000.0,1732700000.0,2366000000.0,17400000.0,320200000.0,1732700000.0,633300000.0,,394400000.0,238900000.0,17400000.0,256300000.0,2366000000.0,120600000.0,121200000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3,2013-01-01,2013-03-31,2014-05-09 12:56:42+00:00,0.36,0.36,0.18,0.35,,24300000.0,43400000.0,43400000.0,,43400000.0,426200000.0,576700000.0,-3800000.0,79000000.0,426200000.0,150500000.0,,79000000.0,71500000.0,-3800000.0,67700000.0,576700000.0,120600000.0,121200000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q3YTD,2012-07-01,2013-03-31,,0.64,0.64,0.54,0.62,,43500000.0,77500000.0,77500000.0,,77500000.0,1203800000.0,1565700000.0,-11800000.0,229100000.0,1203800000.0,361900000.0,,229100000.0,132800000.0,-11800000.0,121000000.0,1565700000.0,120600000.0,121200000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2TTM,2012-01-01,2012-12-31,,1.09,1.09,0.68,1.06,74200000.0,81800000.0,134200000.0,135600000.0,-1400000.0,134200000.0,1727300000.0,2336300000.0,-5600000.0,311800000.0,1727300000.0,609000000.0,,386000000.0,223000000.0,-5600000.0,217400000.0,2336300000.0,121500000.0,122000000.0,125500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2,2012-09-23,2012-12-31,2014-02-06 14:10:24+00:00,0.13,0.13,0.18,0.13,,8900000.0,15800000.0,15800000.0,,15800000.0,387600000.0,493200000.0,-3700000.0,77200000.0,387600000.0,105600000.0,,77200000.0,28400000.0,-3700000.0,24700000.0,493200000.0,121500000.0,122000000.0,125500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q2YTD,2012-07-01,2012-12-31,,0.28,0.28,0.36,0.27,,19200000.0,34100000.0,34100000.0,,34100000.0,777600000.0,989000000.0,-8000000.0,150100000.0,777600000.0,211400000.0,,150100000.0,61300000.0,-8000000.0,53300000.0,989000000.0,121500000.0,122000000.0,125500000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q1TTM,2011-10-01,2012-09-30,,1.01,1.01,0.66,0.98,74200000.0,76700000.0,125200000.0,126600000.0,-1400000.0,125200000.0,1722300000.0,2322900000.0,-15000000.0,308100000.0,1722300000.0,600600000.0,,382300000.0,218300000.0,-15000000.0,203300000.0,2322900000.0,122000000.0,124000000.0,127100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2013.0,Q1,2012-07-01,2012-09-30,2013-11-07 13:57:44+00:00,0.15,0.15,0.18,0.14,,10300000.0,18300000.0,18300000.0,,18300000.0,390000000.0,495800000.0,-4300000.0,72900000.0,390000000.0,105800000.0,,72900000.0,32900000.0,-4300000.0,28600000.0,495800000.0,122000000.0,124000000.0,127100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,FY,2013-07-01,2014-06-30,2016-08-09 11:28:38+00:00,2.2,2.2,0.84,2.12,,132500000.0,263000000.0,263000000.0,,263000000.0,1761400000.0,2558000000.0,-22700000.0,378400000.0,1761400000.0,796600000.0,,378400000.0,418200000.0,-22700000.0,395500000.0,2558000000.0,119500000.0,119600000.0,124100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q4,2014-04-01,2014-06-30,,1.18,1.18,0.21,1.13,,66400000.0,140200000.0,140200000.0,,140200000.0,551200000.0,885900000.0,-4800000.0,123300000.0,551200000.0,334700000.0,,123300000.0,211400000.0,-4800000.0,206600000.0,885900000.0,119500000.0,119600000.0,124100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3TTM,2013-04-01,2014-03-31,,2.12,2.12,0.81,2.06,,133700000.0,257400000.0,257400000.0,,257400000.0,1774200000.0,2537200000.0,-22300000.0,349600000.0,1774200000.0,763000000.0,,349600000.0,413400000.0,-22300000.0,391100000.0,2537200000.0,121000000.0,119700000.0,124800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3,2014-01-01,2014-03-31,2014-05-09 12:56:42+00:00,0.42,0.42,0.21,0.41,,26100000.0,50800000.0,50800000.0,,50800000.0,427600000.0,606300000.0,-6200000.0,95600000.0,427600000.0,178700000.0,,95600000.0,83100000.0,-6200000.0,76900000.0,606300000.0,121000000.0,119700000.0,124800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q3YTD,2013-07-01,2014-03-31,,1.02,1.02,0.63,0.99,,66100000.0,122800000.0,122800000.0,,122800000.0,1210200000.0,1672100000.0,-17900000.0,255100000.0,1210200000.0,461900000.0,,255100000.0,206800000.0,-17900000.0,188900000.0,1672100000.0,121000000.0,119700000.0,124800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2TTM,2013-01-01,2013-12-31,,2.06,2.06,0.78,2.0,,131900000.0,250000000.0,250000000.0,,250000000.0,1772800000.0,2507600000.0,-19900000.0,333000000.0,1772800000.0,734800000.0,,333000000.0,401800000.0,-19900000.0,381900000.0,2507600000.0,120000000.0,119200000.0,124100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2,2013-10-01,2013-12-31,2014-02-06 14:10:24+00:00,0.23,0.23,0.21,0.22,,15100000.0,27600000.0,27600000.0,,27600000.0,385100000.0,520600000.0,-6800000.0,86000000.0,385100000.0,135500000.0,,86000000.0,49500000.0,-6800000.0,42700000.0,520600000.0,120000000.0,119200000.0,124100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q2YTD,2013-07-01,2013-12-31,,0.6,0.6,0.42,0.58,,40000000.0,72000000.0,72000000.0,,72000000.0,782600000.0,1065800000.0,-11700000.0,159500000.0,782600000.0,283200000.0,,159500000.0,123700000.0,-11700000.0,112000000.0,1065800000.0,120000000.0,119200000.0,124100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q1TTM,2012-10-01,2013-09-30,,1.96,1.96,0.75,1.91,,125700000.0,238200000.0,238200000.0,,238200000.0,1775300000.0,2480200000.0,-16800000.0,324200000.0,1775300000.0,704900000.0,,324200000.0,380700000.0,-16800000.0,363900000.0,2480200000.0,120000000.0,119100000.0,123100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2014.0,Q1,2013-07-01,2013-09-30,2013-11-07 13:57:44+00:00,0.37,0.37,0.21,0.36,,24900000.0,44400000.0,44400000.0,,44400000.0,397500000.0,545200000.0,-4900000.0,73500000.0,397500000.0,147700000.0,,73500000.0,74200000.0,-4900000.0,69300000.0,545200000.0,120000000.0,119100000.0,123100000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,FY,2014-07-01,2015-06-30,2017-08-10 14:32:56+00:00,2.39,2.39,1.08,2.32,,151800000.0,287100000.0,287100000.0,,287100000.0,1828200000.0,2694200000.0,-5400000.0,399100000.0,1828200000.0,866000000.0,-22600000.0,399100000.0,466900000.0,-28000000.0,438900000.0,2694200000.0,120100000.0,119900000.0,124000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q4,2015-04-01,2015-06-30,,1.38,1.38,0.27,1.35,,89500000.0,165900000.0,165900000.0,,165900000.0,555100000.0,929600000.0,16300000.0,112800000.0,555100000.0,374500000.0,-22600000.0,112800000.0,261700000.0,-6300000.0,255400000.0,929600000.0,120100000.0,119900000.0,124000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3,2015-01-01,2015-03-31,2016-05-05 12:44:02+00:00,0.45,0.45,0.27,0.43,,27900000.0,54000000.0,54000000.0,,54000000.0,452600000.0,634200000.0,-7100000.0,92600000.0,452600000.0,181600000.0,,92600000.0,89000000.0,-7100000.0,81900000.0,634200000.0,120000000.0,120600000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3YTD,2014-07-01,2015-03-31,,1.01,1.01,0.81,0.97,,62300000.0,121200000.0,121200000.0,,121200000.0,1273100000.0,1764600000.0,-21700000.0,286300000.0,1273100000.0,491500000.0,,286300000.0,205200000.0,-21700000.0,183500000.0,1764600000.0,120000000.0,120600000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q3TTM,2014-04-01,2015-03-31,,2.19,2.19,1.02,2.1,,128700000.0,261400000.0,261400000.0,,261400000.0,1824300000.0,2650500000.0,-26500000.0,409600000.0,1824300000.0,826200000.0,,409600000.0,416600000.0,-26500000.0,390100000.0,2650500000.0,120000000.0,120600000.0,125000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2TTM,2014-01-01,2014-12-31,,2.16,2.16,0.96,2.08,,126900000.0,258200000.0,258200000.0,,258200000.0,1799300000.0,2622600000.0,-25600000.0,412600000.0,1799300000.0,823300000.0,,412600000.0,410700000.0,-25600000.0,385100000.0,2622600000.0,119700000.0,120200000.0,124400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2,2014-10-01,2014-12-31,2016-02-04 11:10:43+00:00,0.29,0.29,0.27,0.28,,16900000.0,34700000.0,34700000.0,,34700000.0,414000000.0,574600000.0,-7500000.0,101500000.0,414000000.0,160600000.0,,101500000.0,59100000.0,-7500000.0,51600000.0,574600000.0,119700000.0,120200000.0,124400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q2YTD,2014-07-01,2014-12-31,,0.56,0.56,0.54,0.54,,34400000.0,67200000.0,67200000.0,,67200000.0,820500000.0,1130400000.0,-14600000.0,193700000.0,820500000.0,309900000.0,,193700000.0,116200000.0,-14600000.0,101600000.0,1130400000.0,119700000.0,120200000.0,124400000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q1TTM,2013-10-01,2014-09-30,,2.1,2.1,0.9,2.02,,125100000.0,251100000.0,251100000.0,,251100000.0,1770400000.0,2568600000.0,-24900000.0,397100000.0,1770400000.0,798200000.0,,397100000.0,401100000.0,-24900000.0,376200000.0,2568600000.0,120400000.0,119800000.0,123900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2015.0,Q1,2014-07-01,2014-09-30,2015-11-05 13:10:27+00:00,0.27,0.27,0.27,0.26,,17500000.0,32500000.0,32500000.0,,32500000.0,406500000.0,555800000.0,-7100000.0,92200000.0,406500000.0,149300000.0,,92200000.0,57100000.0,-7100000.0,50000000.0,555800000.0,120400000.0,119800000.0,123900000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,FY,2015-07-01,2016-06-30,2018-08-07 12:24:20+00:00,2.6,2.6,1.2,2.53,,161400000.0,307500000.0,307500000.0,,307500000.0,1975900000.0,2897000000.0,-5600000.0,420900000.0,1975900000.0,921100000.0,-25700000.0,420900000.0,500200000.0,-31300000.0,468900000.0,2897000000.0,118300000.0,118300000.0,121600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q4,2016-04-01,2016-06-30,,1.44,1.44,0.3,1.4,,92500000.0,170100000.0,170000000.0,,170100000.0,586300000.0,974600000.0,-1300000.0,117900000.0,586300000.0,388300000.0,-6600000.0,117900000.0,270300000.0,-7900000.0,262500000.0,974600000.0,118300000.0,118300000.0,121600000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3,2016-01-01,2016-03-31,2017-05-10 11:48:13+00:00,0.54,0.54,0.3,0.52,,29700000.0,63700000.0,63700000.0,,63700000.0,486500000.0,688800000.0,-700000.0,101700000.0,486500000.0,202300000.0,-6500000.0,101700000.0,100600000.0,-7200000.0,93400000.0,688800000.0,118000000.0,118200000.0,121700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3YTD,2015-07-01,2016-03-31,,1.16,1.16,0.9,1.13,,68900000.0,137400000.0,137500000.0,,137400000.0,1389600000.0,1922400000.0,-4300000.0,303000000.0,1389600000.0,532800000.0,-19100000.0,303000000.0,229900000.0,-23400000.0,206400000.0,1922400000.0,118000000.0,118200000.0,121700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3TTM,2015-04-01,2016-03-31,,2.54,2.54,1.17,2.48,,158400000.0,303300000.0,303400000.0,,303300000.0,1944700000.0,2852000000.0,12000000.0,415800000.0,1944700000.0,907300000.0,-41700000.0,415800000.0,491600000.0,-29700000.0,461800000.0,2852000000.0,118000000.0,118200000.0,121700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q2,2015-10-01,2015-12-31,2017-02-08 11:16:43+00:00,0.34,0.34,0.3,0.33,,21100000.0,40200000.0,40200000.0,,40200000.0,464500000.0,638900000.0,-2400000.0,104200000.0,464500000.0,174400000.0,-6400000.0,104200000.0,70200000.0,-8800000.0,61300000.0,638900000.0,118200000.0,118500000.0,122000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q2YTD,2015-07-01,2015-12-31,,0.62,0.62,0.6,0.61,,39200000.0,73700000.0,73800000.0,,73700000.0,903100000.0,1233600000.0,-3600000.0,201300000.0,903100000.0,330500000.0,-12600000.0,201300000.0,129300000.0,-16200000.0,113000000.0,1233600000.0,118200000.0,118500000.0,122000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q2TTM,2015-01-01,2015-12-31,,2.45,2.45,1.14,2.39,,156600000.0,293600000.0,293700000.0,,293600000.0,1910800000.0,2797400000.0,5600000.0,406700000.0,1910800000.0,886600000.0,-35200000.0,406700000.0,480000000.0,-29600000.0,450300000.0,2797400000.0,118200000.0,118500000.0,122000000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q1,2015-07-01,2015-09-30,2016-11-09 11:21:27+00:00,0.28,0.28,0.3,0.28,,18100000.0,33500000.0,33600000.0,,33500000.0,438600000.0,594700000.0,-1200000.0,97100000.0,438600000.0,156100000.0,-6200000.0,97100000.0,59100000.0,-7400000.0,51700000.0,594700000.0,119600000.0,118300000.0,121700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q1TTM,2014-10-01,2015-09-30,,2.4,2.4,1.11,2.34,,152400000.0,288100000.0,288200000.0,,288100000.0,1860300000.0,2733100000.0,500000.0,404000000.0,1860300000.0,872800000.0,-28800000.0,404000000.0,468900000.0,-28300000.0,440600000.0,2733100000.0,119600000.0,118300000.0,121700000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,FY,2016-07-01,2017-06-30,2019-08-06 15:05:23+00:00,2.77,2.77,1.32,2.7,,161400000.0,326800000.0,326700000.0,,326800000.0,3107900000.0,4142600000.0,-3200000.0,500700000.0,3107900000.0,1034700000.0,-42700000.0,500700000.0,534000000.0,-45900000.0,488100000.0,4142600000.0,118000000.0,118000000.0,120800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q4,2017-04-01,2017-06-30,,1.6,1.6,-0.99,1.54,,97500000.0,187100000.0,187100000.0,,187100000.0,908500000.0,1345800000.0,-3900000.0,137900000.0,908500000.0,437300000.0,-10900000.0,137900000.0,299500000.0,-14800000.0,284600000.0,1345800000.0,118000000.0,118000000.0,120800000.0
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q3,2017-01-01,2017-03-31,2018-05-08 12:26:01+00:00,0.64,0.64,0.33,0.63,,30400000.0,75900000.0,75900000.0,,75900000.0,773700000.0,1008900000.0,7400000.0,125500000.0,773700000.0,235200000.0,-10800000.0,125500000.0,109700000.0,-3400000.0,106300000.0,1008900000.0,118600000.0,117800000.0,120700000.0
