company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q3TTM,2015-04-01,2016-03-31,,-151000000.0,57600000.0,129200000.0,26500000.0,52000000.0,-12100000.0,8400000.0,410000000.0,-125900000.0,-253600000.0,435900000.0,,,-125900000.0,-253600000.0,435900000.0,44400000.0,303300000.0,303300000.0,,14600000.0,62000000.0,-3400000.0,,-135200000.0,,-99200000.0,-220000000.0,-242700000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q1,2015-07-01,2015-09-30,2016-11-09 11:21:27+00:00,-300000.0,14600000.0,30000000.0,8500000.0,12400000.0,-8800000.0,-91600000.0,65000000.0,13700000.0,-18100000.0,-24600000.0,,,13700000.0,-18100000.0,-24600000.0,-37800000.0,33500000.0,33500000.0,,6500000.0,3700000.0,,,-32000000.0,,-17800000.0,-20000000.0,-3000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2016.0,Q1TTM,2014-10-01,2015-09-30,,-208900000.0,56300000.0,109300000.0,24700000.0,49700000.0,-26400000.0,-13800000.0,385000000.0,-123000000.0,-285300000.0,389700000.0,,,-123000000.0,-285300000.0,389700000.0,-45000000.0,288100000.0,288100000.0,,9400000.0,85700000.0,,,-129100000.0,,-76400000.0,-175000000.0,-289600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,FY,2016-07-01,2017-06-30,2019-08-06 15:05:23+00:00,-538700000.0,113600000.0,113400000.0,43100000.0,68600000.0,-1600000.0,9900000.0,500000000.0,-311700000.0,-659300000.0,515800000.0,,,-311700000.0,-659300000.0,515900000.0,-456700000.0,326800000.0,326800000.0,,-3100000.0,101500000.0,-6900000.0,,-152200000.0,,-113700000.0,-418200000.0,-342800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q2YTD,2016-07-01,2016-12-31,2018-02-08 13:57:11+00:00,-521400000.0,52700000.0,74900000.0,20800000.0,34500000.0,-3300000.0,-158100000.0,230000000.0,70100000.0,-553400000.0,-5500000.0,,,70200000.0,-553400000.0,-5500000.0,-492000000.0,63800000.0,63800000.0,,1600000.0,56000000.0,,,-74000000.0,,-32000000.0,-40700000.0,-101200000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q1,2016-07-01,2016-09-30,2017-11-08 12:23:10+00:00,-493600000.0,22300000.0,55000000.0,8000000.0,17500000.0,-700000.0,-148800000.0,110000000.0,96100000.0,-508400000.0,-87200000.0,,,96100000.0,-508400000.0,-87400000.0,-500300000.0,33700000.0,33700000.0,,-11900000.0,62300000.0,,,-35500000.0,,-14800000.0,-700000.0,-40000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2017.0,Q1TTM,2015-10-01,2016-09-30,,-546300000.0,76100000.0,147400000.0,26200000.0,57700000.0,2400000.0,-55200000.0,852900000.0,190900000.0,-627100000.0,375100000.0,,,191000000.0,-627200000.0,374900000.0,-58800000.0,307700000.0,307700000.0,,-11200000.0,104700000.0,-8300000.0,,-141700000.0,,-72500000.0,-468200000.0,-156800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,FY,2017-07-01,2018-06-30,2019-08-06 15:05:23+00:00,-148300000.0,129900000.0,177600000.0,40500000.0,82100000.0,-1600000.0,19700000.0,340000000.0,-449900000.0,-249300000.0,693500000.0,,,-449900000.0,-249300000.0,693600000.0,-7200000.0,427900000.0,427900000.0,,33900000.0,52000000.0,-3100000.0,,-165800000.0,,-97900000.0,-399000000.0,-277100000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q4,2018-04-01,2018-06-30,,-85300000.0,35000000.0,25300000.0,10900000.0,21400000.0,-5700000.0,245500000.0,80000000.0,-429700000.0,-71600000.0,418800000.0,,,-429700000.0,-71700000.0,418800000.0,-88200000.0,206800000.0,206800000.0,,-89900000.0,13900000.0,40900000.0,,-42800000.0,,-27200000.0,-233500000.0,-247300000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q3YTD,2017-07-01,2018-03-31,2019-05-07 11:30:46+00:00,-63000000.0,94900000.0,152300000.0,29600000.0,60700000.0,4100000.0,-225800000.0,260000000.0,-20200000.0,-177700000.0,274700000.0,,,-20200000.0,-177600000.0,274800000.0,81000000.0,221100000.0,221100000.0,,123800000.0,38100000.0,-44000000.0,,-123000000.0,,-70700000.0,-165500000.0,-29800000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2YTD,2017-07-01,2017-12-31,2019-02-07 15:58:45+00:00,-30200000.0,62100000.0,124900000.0,19900000.0,40000000.0,3600000.0,-95200000.0,190000000.0,35500000.0,-85500000.0,141900000.0,,,35400000.0,-85400000.0,141800000.0,95400000.0,112000000.0,112000000.0,,23000000.0,4400000.0,-2800000.0,,-80400000.0,,-52500000.0,-75500000.0,-3000000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2018.0,Q2TTM,2017-01-01,2017-12-31,,-47500000.0,123000000.0,163400000.0,42200000.0,74100000.0,5300000.0,72800000.0,460000000.0,-346300000.0,-191400000.0,663200000.0,,,-346500000.0,-191300000.0,663200000.0,130700000.0,375000000.0,375000000.0,,18300000.0,49900000.0,-9700000.0,,-158600000.0,,-134200000.0,-453000000.0,-244600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3YTD,2018-07-01,2019-03-31,2020-05-08 11:00:01+00:00,0.0,131100000.0,82600000.0,31200000.0,63700000.0,,-314000000.0,370000000.0,-138900000.0,-49200000.0,217800000.0,,,-138800000.0,-49100000.0,217900000.0,30000000.0,298800000.0,298800000.0,,38200000.0,23600000.0,-2800000.0,,-155100000.0,,-46400000.0,-257100000.0,-120300000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3TTM,2018-04-01,2019-03-31,,-85300000.0,166100000.0,107900000.0,42100000.0,85100000.0,-5700000.0,-68500000.0,450000000.0,-568600000.0,-120800000.0,636600000.0,,,-568500000.0,-120800000.0,636700000.0,-58200000.0,505600000.0,505600000.0,,-51700000.0,37500000.0,38100000.0,,-197900000.0,,-73600000.0,-490600000.0,-367600000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q3,2019-01-01,2019-03-31,,,43300000.0,21000000.0,10600000.0,21200000.0,,-110000000.0,160000000.0,-76900000.0,-17100000.0,135600000.0,,,-76900000.0,-17100000.0,135800000.0,41800000.0,172200000.0,172200000.0,,8900000.0,4500000.0,-1000000.0,,-56100000.0,,-16100000.0,-185300000.0,,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2YTD,2018-07-01,2018-12-31,2020-01-31 10:44:25+00:00,0.0,87800000.0,61600000.0,20600000.0,42500000.0,,-204000000.0,210000000.0,-62000000.0,-32100000.0,82200000.0,,,-61900000.0,-32000000.0,82100000.0,-11800000.0,126600000.0,126600000.0,,29300000.0,19100000.0,-1800000.0,,-99000000.0,,-30300000.0,-71800000.0,-120300000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2TTM,2018-01-01,2018-12-31,,-118100000.0,155600000.0,114300000.0,41200000.0,84600000.0,-5200000.0,-89100000.0,360000000.0,-547400000.0,-195900000.0,633800000.0,,,-547200000.0,-195900000.0,633900000.0,-114400000.0,442500000.0,442500000.0,,40200000.0,66700000.0,-2100000.0,,-184400000.0,,-75700000.0,-395300000.0,-394400000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2019.0,Q2,2018-10-01,2018-12-31,,,44300000.0,31400000.0,11100000.0,21300000.0,,38300000.0,89900000.0,-116100000.0,,177800000.0,,,-116100000.0,-15700000.0,177600000.0,47500000.0,49900000.0,49900000.0,,24000000.0,11500000.0,0.0,1700000.0,-56500000.0,,0.0,-41800000.0,-119200000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q3YTD,2019-07-01,2020-03-31,2020-05-08 11:00:01+00:00,-339100000.0,166900000.0,73100000.0,37800000.0,56500000.0,,-382500000.0,1575300000.0,401600000.0,-427900000.0,155600000.0,,,401600000.0,-427900000.0,155600000.0,129300000.0,232800000.0,232800000.0,,81900000.0,26400000.0,-15300000.0,,-179200000.0,,-73500000.0,-970400000.0,-50500000.0,
Broadridge Financial Solutions Inc,BR,,1383312,2020.0,Q1,2019-07-01,2019-09-30,2019-11-06 10:23:38+00:00,-48100000.0,50900000.0,41500000.0,13600000.0,20500000.0,,-214500000.0,337500000.0,258100000.0,-86300000.0,-86400000.0,,,258100000.0,-86300000.0,-86400000.0,85100000.0,55900000.0,55900000.0,,800000.0,18500000.0,-17900000.0,,-55400000.0,,-20300000.0,-42500000.0,,
