company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Monster Beverage Corp,MNST,,865752,2018.0,FY,2018-01-01,2018-12-31,2020-02-28 17:05:10+00:00,,1.78,1.76,300268000.0,993004000.0,993004000.0,993004000.0,1511808000.0,3807183000.0,9653000.0,1011756000.0,1511808000.0,2295375000.0,,,1011756000.0,1283619000.0,9653000.0,1293272000.0,3807183000.0,,557166000.0,564254000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q4,2018-10-01,2018-12-31,,0.43,0.43,0.43,71789000.0,239105000.0,239105000.0,239105000.0,372028000.0,924229000.0,4384000.0,245691000.0,372028000.0,552201000.0,,,245691000.0,306510000.0,4384000.0,310894000.0,924229000.0,,557166000.0,564254000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q3,2018-07-01,2018-09-30,2019-11-07 20:03:21+00:00,,0.48,0.48,74828000.0,267733000.0,267733000.0,267733000.0,408501000.0,1016160000.0,2988000.0,268086000.0,408501000.0,607659000.0,,,268086000.0,339573000.0,2988000.0,342561000.0,1016160000.0,,552694000.0,559955000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.36,1.36,1.36,228479000.0,753899000.0,753899000.0,753899000.0,1139780000.0,2882954000.0,5269000.0,766065000.0,1139780000.0,1743174000.0,,,766065000.0,977109000.0,5269000.0,982378000.0,2882954000.0,,552694000.0,559955000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q3TTM,2017-10-01,2018-09-30,,1.73,1.73,1.73,295003000.0,955220000.0,955220000.0,955220000.0,1446525000.0,3693309000.0,6002000.0,1002563000.0,1446525000.0,2246784000.0,,,1002563000.0,1244221000.0,6002000.0,1250223000.0,3693309000.0,,552694000.0,559955000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q2,2018-04-01,2018-06-30,2019-08-08 16:43:46+00:00,,0.48,0.48,87981000.0,270116000.0,270116000.0,270116000.0,395615000.0,1015873000.0,476000.0,262637000.0,395615000.0,620258000.0,,,262637000.0,357621000.0,476000.0,358097000.0,1015873000.0,,559867000.0,566352000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.87,0.87,0.87,153651000.0,486166000.0,486166000.0,486166000.0,731279000.0,1866794000.0,2281000.0,497979000.0,731279000.0,1135515000.0,,,497979000.0,637536000.0,2281000.0,639817000.0,1866794000.0,,559867000.0,566352000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q2TTM,2017-07-01,2018-06-30,,1.62,1.62,1.62,322799000.0,906231000.0,906231000.0,906231000.0,1377791000.0,3586625000.0,7010000.0,986814000.0,1377791000.0,2208834000.0,,,986814000.0,1222020000.0,7010000.0,1229030000.0,3586625000.0,,559867000.0,566352000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q1,2018-01-01,2018-03-31,2019-05-03 14:49:55+00:00,,0.38,0.38,65670000.0,216050000.0,216050000.0,216050000.0,335664000.0,850921000.0,1805000.0,235342000.0,335664000.0,515257000.0,,,235342000.0,279915000.0,1805000.0,281720000.0,850921000.0,,566000000.0,574129000.0
Monster Beverage Corp,MNST,,865752,2018.0,Q1TTM,2017-04-01,2018-03-31,,1.52,1.52,1.52,359675000.0,858748000.0,858748000.0,858748000.0,1305747000.0,3477820000.0,3983000.0,957633000.0,1305747000.0,2172073000.0,,,957633000.0,1214440000.0,3983000.0,1218423000.0,3477820000.0,,566000000.0,574129000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q4,2019-10-01,2019-12-31,,,0.47,0.47,66278000.0,254954000.0,254954000.0,254954000.0,406438000.0,1017206000.0,6929000.0,293723000.0,406438000.0,610768000.0,,-2742000.0,293723000.0,317045000.0,4187000.0,321232000.0,1017206000.0,,542191000.0,546608000.0
Monster Beverage Corp,MNST,,865752,2019.0,FY,2019-01-01,2019-12-31,2020-02-28 17:05:10+00:00,,2.04,2.03,308127000.0,1107835000.0,1107835000.0,1107835000.0,1682234000.0,4200819000.0,13023000.0,1115646000.0,1682234000.0,2518585000.0,,,1115646000.0,1402939000.0,13023000.0,1415962000.0,4200819000.0,,542191000.0,546608000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q3YTD,2019-01-01,2019-09-30,,,1.57,1.56,241849000.0,852881000.0,852881000.0,852881000.0,1275796000.0,3183613000.0,6094000.0,821923000.0,1275796000.0,1907817000.0,,2742000.0,821923000.0,1085894000.0,8836000.0,1094730000.0,3183613000.0,,544469000.0,548422000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q3TTM,2018-10-01,2019-09-30,,2.01,2.01,2.01,313638000.0,1091986000.0,1091986000.0,1091986000.0,1647824000.0,4107842000.0,10478000.0,1067614000.0,1647824000.0,2460018000.0,,2742000.0,1067614000.0,1392404000.0,13220000.0,1405624000.0,4107842000.0,,544469000.0,548422000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q3,2019-07-01,2019-09-30,2019-11-07 20:03:21+00:00,,0.55,0.55,99641000.0,298923000.0,298923000.0,298923000.0,460575000.0,1133577000.0,3121000.0,277559000.0,460575000.0,673002000.0,,,277559000.0,395443000.0,3121000.0,398564000.0,1133577000.0,,544469000.0,548422000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q2YTD,2019-01-01,2019-06-30,,,1.02,1.01,142208000.0,553958000.0,553958000.0,553958000.0,815221000.0,2050036000.0,2973000.0,544364000.0,815221000.0,1234815000.0,,2742000.0,544364000.0,690451000.0,5715000.0,696166000.0,2050036000.0,,544156000.0,548218000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q2TTM,2018-07-01,2019-06-30,,1.95,1.95,1.95,288825000.0,1060796000.0,1060796000.0,1060796000.0,1595750000.0,3990425000.0,10345000.0,1058141000.0,1595750000.0,2394675000.0,,2742000.0,1058141000.0,1336534000.0,13087000.0,1349621000.0,3990425000.0,,544156000.0,548218000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q2,2019-04-01,2019-06-30,2019-08-08 16:43:46+00:00,,0.54,0.53,89490000.0,292473000.0,292473000.0,292473000.0,442762000.0,1104045000.0,2973000.0,282293000.0,442762000.0,661283000.0,,,282293000.0,378990000.0,2973000.0,381963000.0,1104045000.0,,544156000.0,548218000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 18:16:17+00:00,,0.48,0.48,52718000.0,261485000.0,261485000.0,261485000.0,372459000.0,945991000.0,,262071000.0,372459000.0,573532000.0,,2742000.0,262071000.0,311461000.0,2742000.0,314203000.0,945991000.0,,542768000.0,548273000.0
Monster Beverage Corp,MNST,,865752,2019.0,Q1TTM,2018-04-01,2019-03-31,,1.91,1.91,1.91,287316000.0,1038439000.0,1038439000.0,1038439000.0,1548603000.0,3902253000.0,7848000.0,1038485000.0,1548603000.0,2353650000.0,,2742000.0,1038485000.0,1315165000.0,10590000.0,1325755000.0,3902253000.0,,542768000.0,548273000.0
Monster Beverage Corp,MNST,,865752,2020.0,Q1TTM,2019-04-01,2020-03-31,,,2.08,2.07,342434000.0,1125185000.0,1125185000.0,1125185000.0,1734676000.0,4316925000.0,13023000.0,1125783000.0,1734676000.0,2582249000.0,,-1870000.0,1125783000.0,1456466000.0,11153000.0,1467619000.0,4316925000.0,,536061000.0,540518000.0
Monster Beverage Corp,MNST,,865752,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 18:16:17+00:00,,0.52,0.52,87025000.0,278835000.0,278835000.0,278835000.0,424901000.0,1062097000.0,,272208000.0,424901000.0,637196000.0,,872000.0,272208000.0,364988000.0,872000.0,365860000.0,1062097000.0,,536061000.0,540518000.0
