company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,FY,2011-10-01,2012-09-30,2014-11-25 15:25:33+00:00,-35462000.0,176539000.0,91453000.0,51445000.0,976000.0,326890000.0,396634000.0,1287005000.0,1879275000.0,-2731215000.0,391289000.0,1879275000.0,-2731215000.0,391289000.0,-459675000.0,860391000.0,292265000.0,292265000.0,-276454000.0,-1404000.0,,-68782000.0,32605000.0,-2928778000.0,-77515000.0,-573709000.0,-20860000.0,275878000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q3TTM,2011-07-01,2012-06-30,,-22465000.0,-83757000.0,-32262000.0,48086000.0,-3608000.0,531231000.0,362823000.0,1180138000.0,2354704000.0,-2904822000.0,684073000.0,2354704000.0,-2904822000.0,684073000.0,130347000.0,1332846000.0,277647000.0,277647000.0,-140619000.0,29474000.0,,-64399000.0,-9807000.0,-3128897000.0,-62602000.0,-449576000.0,-36602000.0,286677000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q3,2012-04-01,2012-06-30,,-7797000.0,-13227000.0,-15096000.0,18026000.0,-1096000.0,153199000.0,591000.0,242937000.0,163564000.0,-1456008000.0,146717000.0,163564000.0,-1456008000.0,146717000.0,-1146823000.0,363458000.0,89471000.0,89471000.0,-123223000.0,8063000.0,,-17777000.0,17041000.0,-1537937000.0,-22390000.0,-432441000.0,-1267000.0,104319000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q3YTD,2011-10-01,2012-06-30,2013-08-08 14:52:00+00:00,-21222000.0,-123715000.0,-51407000.0,38079000.0,-983000.0,296092000.0,362823000.0,1179821000.0,1583137000.0,-2508601000.0,215787000.0,1583137000.0,-2508601000.0,215787000.0,-710660000.0,537982000.0,215867000.0,215867000.0,-339708000.0,22400000.0,,-50655000.0,26679000.0,-2621058000.0,-53572000.0,-448745000.0,-20489000.0,166029000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q2TTM,2011-04-01,2012-03-31,,-24757000.0,202495000.0,51586000.0,40588000.0,-1689000.0,170754000.0,362232000.0,1202083000.0,2663770000.0,-1554291000.0,494534000.0,2663770000.0,-1554291000.0,494534000.0,1602324000.0,1203263000.0,237374000.0,237374000.0,38318000.0,25555000.0,,-63100000.0,32257000.0,-1721684000.0,-52408000.0,-30846000.0,-35417000.0,219801000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q2,2012-01-01,2012-03-31,,-12033000.0,-100351000.0,-25096000.0,10082000.0,624000.0,81864000.0,362232000.0,915806000.0,1477504000.0,-608285000.0,89061000.0,1477504000.0,-608285000.0,89061000.0,958904000.0,208950000.0,65274000.0,65274000.0,-59208000.0,10020000.0,,-16479000.0,3082000.0,-592029000.0,-17535000.0,-857000.0,-2168000.0,1279000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q2YTD,2011-10-01,2012-03-31,2013-05-09 14:34:29+00:00,-13425000.0,-110488000.0,-36311000.0,20053000.0,113000.0,142893000.0,362232000.0,936884000.0,1419573000.0,-1052593000.0,69070000.0,1419573000.0,-1052593000.0,69070000.0,436163000.0,174524000.0,126396000.0,126396000.0,-216485000.0,14337000.0,,-32878000.0,9638000.0,-1083121000.0,-31182000.0,-16304000.0,-19222000.0,61710000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q1TTM,2011-01-01,2011-12-31,,-13909000.0,190784000.0,52904000.0,40734000.0,358000.0,-67774000.0,,289609000.0,1189795000.0,-822449000.0,326001000.0,1189795000.0,-822449000.0,326001000.0,693705000.0,1022500000.0,251018000.0,251018000.0,71530000.0,36488000.0,,-63102000.0,44402000.0,-1070835000.0,-41347000.0,-60796000.0,-34904000.0,289733000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2012.0,Q1,2011-10-01,2011-12-31,2013-02-08 12:20:48+00:00,-1392000.0,-10137000.0,-11215000.0,9971000.0,-511000.0,61029000.0,,21078000.0,-57931000.0,-444308000.0,-19991000.0,-57931000.0,-444308000.0,-19991000.0,-522741000.0,-34426000.0,61122000.0,61122000.0,-157277000.0,4317000.0,,-16399000.0,6556000.0,-491092000.0,-13647000.0,-15447000.0,-17054000.0,60431000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q4,2013-07-01,2013-09-30,,-92000.0,57778000.0,26277000.0,17469000.0,1831000.0,59851000.0,55997000.0,47042000.0,138262000.0,-375650000.0,246628000.0,138262000.0,-375650000.0,246628000.0,11071000.0,164987000.0,114032000.0,114032000.0,57031000.0,-51407000.0,,-19591000.0,-1663000.0,-443960000.0,-7122000.0,-57629000.0,-1137000.0,73781000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,FY,2012-10-01,2013-09-30,2014-11-25 15:25:33+00:00,-80631000.0,189730000.0,106818000.0,66359000.0,-6667000.0,212558000.0,55997000.0,282261000.0,615432000.0,-651974000.0,659805000.0,615432000.0,-651974000.0,659805000.0,616596000.0,695658000.0,396877000.0,396877000.0,50698000.0,2037000.0,,-76593000.0,13944000.0,-1131853000.0,-72879000.0,-332210000.0,-11718000.0,551107000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q3YTD,2012-10-01,2013-06-30,2014-08-08 15:38:42+00:00,-80539000.0,131952000.0,80541000.0,48890000.0,-8498000.0,152707000.0,,235219000.0,477170000.0,-276324000.0,413177000.0,477170000.0,-276324000.0,413177000.0,605525000.0,530671000.0,282845000.0,282845000.0,-6333000.0,53444000.0,,-57002000.0,15607000.0,-687893000.0,-65757000.0,-274581000.0,-10581000.0,477326000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q3TTM,2012-07-01,2013-06-30,,-94779000.0,432206000.0,223401000.0,62256000.0,-6539000.0,183505000.0,33811000.0,342403000.0,773308000.0,-498938000.0,588679000.0,773308000.0,-498938000.0,588679000.0,856510000.0,853080000.0,359243000.0,359243000.0,56921000.0,29640000.0,,-75129000.0,21533000.0,-995613000.0,-89700000.0,-399545000.0,-10952000.0,587175000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q3,2013-04-01,2013-06-30,,-9997000.0,215063000.0,133983000.0,15879000.0,-3787000.0,190243000.0,,54311000.0,-36941000.0,214955000.0,237169000.0,-36941000.0,214955000.0,237169000.0,411396000.0,56033000.0,80705000.0,80705000.0,-44303000.0,6713000.0,,-19545000.0,4642000.0,-80626000.0,-18824000.0,-133183000.0,-1270000.0,314405000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q2TTM,2012-04-01,2013-03-31,,-92579000.0,203916000.0,74322000.0,64403000.0,-3848000.0,146461000.0,34402000.0,531029000.0,973813000.0,-2169901000.0,498227000.0,973813000.0,-2169901000.0,498227000.0,-701709000.0,1160505000.0,368009000.0,368009000.0,-21999000.0,30990000.0,,-73361000.0,33932000.0,-2452924000.0,-93266000.0,-698803000.0,-10949000.0,377089000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q2,2013-01-01,2013-03-31,,-66041000.0,-72461000.0,-26349000.0,16593000.0,-2670000.0,-349781000.0,,35684000.0,159748000.0,-108655000.0,-61981000.0,159748000.0,-108655000.0,-61981000.0,-13558000.0,127686000.0,108246000.0,108246000.0,221991000.0,17811000.0,,-19489000.0,7011000.0,-167619000.0,-27998000.0,-904000.0,-1040000.0,86962000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q2YTD,2012-10-01,2013-03-31,2014-05-09 15:21:47+00:00,-70542000.0,-83111000.0,-53442000.0,33011000.0,-4711000.0,-37536000.0,,180908000.0,514111000.0,-491279000.0,176008000.0,514111000.0,-491279000.0,176008000.0,194129000.0,474638000.0,202140000.0,202140000.0,37970000.0,46731000.0,,-37457000.0,10965000.0,-607267000.0,-46933000.0,-141398000.0,-9311000.0,162921000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q1TTM,2012-01-01,2012-12-31,,-38571000.0,176026000.0,75575000.0,57892000.0,-554000.0,578106000.0,396634000.0,1411151000.0,2291569000.0,-2669531000.0,649269000.0,2291569000.0,-2669531000.0,649269000.0,270753000.0,1241769000.0,325037000.0,325037000.0,-303198000.0,23199000.0,,-70351000.0,30003000.0,-2877334000.0,-82803000.0,-698756000.0,-12077000.0,291406000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2013.0,Q1,2012-10-01,2012-12-31,2014-02-07 16:19:13+00:00,-4501000.0,-10650000.0,-27093000.0,16418000.0,-2041000.0,312245000.0,,145224000.0,354363000.0,-382624000.0,237989000.0,354363000.0,-382624000.0,237989000.0,207687000.0,346952000.0,93894000.0,93894000.0,-184021000.0,28920000.0,,-17968000.0,3954000.0,-439648000.0,-18935000.0,-140494000.0,-8271000.0,75959000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,FY,2013-10-01,2014-09-30,2016-11-22 16:18:21+00:00,-22804000.0,319279000.0,101090000.0,64163000.0,-32337000.0,-121448000.0,33633000.0,571717000.0,1223961000.0,-2096764000.0,507587000.0,1223961000.0,-2096764000.0,507587000.0,-397553000.0,733553000.0,448151000.0,448151000.0,113111000.0,7437000.0,,-88102000.0,26414000.0,-2417070000.0,-60149000.0,-25850000.0,-8427000.0,380455000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q4,2014-07-01,2014-09-30,,-1071000.0,61068000.0,25116000.0,16005000.0,-10749000.0,-60828000.0,33633000.0,70624000.0,-163276000.0,-529336000.0,56667000.0,-163276000.0,-529336000.0,56667000.0,-646694000.0,-238914000.0,129156000.0,129156000.0,-37785000.0,-29467000.0,,-22660000.0,11190000.0,-582758000.0,-16045000.0,24141000.0,-633000.0,69467000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q3YTD,2013-10-01,2014-06-30,2014-08-08 15:38:42+00:00,-21733000.0,258211000.0,75974000.0,48158000.0,-21588000.0,-60620000.0,,501093000.0,1387237000.0,-1567428000.0,450920000.0,1387237000.0,-1567428000.0,450920000.0,249141000.0,972467000.0,318995000.0,318995000.0,150896000.0,36904000.0,,-65442000.0,15224000.0,-1834312000.0,-44104000.0,-49991000.0,-7794000.0,310988000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q3TTM,2013-07-01,2014-06-30,,-21825000.0,315989000.0,102251000.0,65627000.0,-19757000.0,-769000.0,55997000.0,548135000.0,1525499000.0,-1943078000.0,697548000.0,1525499000.0,-1943078000.0,697548000.0,260212000.0,1137454000.0,433027000.0,433027000.0,207927000.0,-14503000.0,,-85033000.0,13561000.0,-2278272000.0,-51226000.0,-107620000.0,-8931000.0,384769000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q3,2014-04-01,2014-06-30,,-3822000.0,78723000.0,26224000.0,15714000.0,-9284000.0,92407000.0,,,300297000.0,-404959000.0,317827000.0,300297000.0,-404959000.0,317827000.0,203881000.0,,110379000.0,110379000.0,97264000.0,,,,5885000.0,-512279000.0,-12784000.0,,,120104000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q2TTM,2013-04-01,2014-03-31,,-28000000.0,452329000.0,210010000.0,65792000.0,-14260000.0,97067000.0,55997000.0,101720000.0,1188261000.0,-1323164000.0,616890000.0,1188261000.0,-1323164000.0,616890000.0,467727000.0,1340453000.0,403353000.0,403353000.0,66360000.0,-13133000.0,,-81896000.0,12318000.0,-1846619000.0,-57266000.0,-209596000.0,-8619000.0,579070000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q2,2014-01-01,2014-03-31,,-11247000.0,101414000.0,25302000.0,15835000.0,-10682000.0,-127469000.0,,,391204000.0,-657175000.0,116577000.0,391204000.0,-657175000.0,116577000.0,-160076000.0,,92095000.0,92095000.0,143289000.0,,,,4074000.0,-720027000.0,-18629000.0,,,81481000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q2YTD,2013-10-01,2014-03-31,2015-05-08 14:41:03+00:00,-17911000.0,179488000.0,49750000.0,32444000.0,-12304000.0,-153027000.0,,367000.0,1086940000.0,-1162469000.0,133093000.0,1086940000.0,-1162469000.0,133093000.0,45260000.0,1119433000.0,208616000.0,208616000.0,53632000.0,31561000.0,,-42760000.0,9339000.0,-1322033000.0,-31320000.0,-18784000.0,-6212000.0,190884000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q1TTM,2013-01-01,2013-12-31,,-82794000.0,278454000.0,158359000.0,66550000.0,-6248000.0,-125245000.0,55997000.0,149070000.0,956805000.0,-774644000.0,438332000.0,956805000.0,-774644000.0,438332000.0,614245000.0,1058773000.0,419504000.0,419504000.0,145062000.0,-10362000.0,,-78905000.0,15255000.0,-1294211000.0,-66635000.0,-209293000.0,-8475000.0,584551000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2014.0,Q1,2013-10-01,2013-12-31,2015-02-06 16:26:46+00:00,-6664000.0,78074000.0,24448000.0,16609000.0,-1622000.0,-25558000.0,,12033000.0,695736000.0,-505294000.0,16516000.0,695736000.0,-505294000.0,16516000.0,205336000.0,710067000.0,116521000.0,116521000.0,-89657000.0,16521000.0,,-20280000.0,5265000.0,-602006000.0,-12691000.0,-17577000.0,-5028000.0,109403000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,FY,2014-10-01,2015-09-30,2017-11-21 17:36:18+00:00,-42544000.0,378928000.0,106190000.0,68315000.0,-50184000.0,156741000.0,47964000.0,550299000.0,1730043000.0,-2176610000.0,898694000.0,1730043000.0,-2176610000.0,898694000.0,401943000.0,1890957000.0,518578000.0,518578000.0,163327000.0,-23540000.0,,-103143000.0,34277000.0,-2368772000.0,-74111000.0,-543952000.0,-88542000.0,266273000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q4,2015-07-01,2015-09-30,,100000.0,66997000.0,25803000.0,17264000.0,6474000.0,153552000.0,7071000.0,249991000.0,820748000.0,-1242205000.0,433908000.0,820748000.0,-1242205000.0,433908000.0,18925000.0,909265000.0,161405000.0,161405000.0,87231000.0,-16592000.0,,-26028000.0,14356000.0,-1264074000.0,-22446000.0,-245307000.0,-57652000.0,44315000.0
Raymond James Financial Inc,RJF,RGUZHJ05YTITL6D76949,720005,2015.0,Q3YTD,2014-10-01,2015-06-30,2016-08-08 17:16:53+00:00,-42644000.0,311931000.0,80387000.0,51051000.0,-56658000.0,3189000.0,40893000.0,300308000.0,909295000.0,-934405000.0,464786000.0,909295000.0,-934405000.0,464786000.0,383018000.0,981692000.0,357173000.0,357173000.0,76096000.0,-6948000.0,,-77115000.0,19921000.0,-1104698000.0,-51665000.0,-298645000.0,-30890000.0,221958000.0
