company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,mortgageservicingrights,netloansandleases,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,FY,,2012-12-31,2014-02-28 17:45:46+00:00,4036000000.0,834000000.0,5220000000.0,14883000000.0,3327000000.0,1463000000.0,9072000000.0,1797000000.0,143162000000.0,3984000000.0,185856000000.0,3693000000.0,29127000000.0,,181820000000.0,2762000000.0,69980000000.0,34556000000.0,,4844000000.0,4449000000.0,20265000000.0,8453000000.0,305107000000.0,35413000000.0,39003000000.0,41765000000.0,263342000000.0,305107000000.0,3590000000.0,63502000000.0,-569000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q3,,2012-09-30,2012-11-08 14:52:39+00:00,4039000000.0,991000000.0,4284000000.0,14838000000.0,3877000000.0,1724000000.0,9163000000.0,1778000000.0,141779000000.0,2321000000.0,181864000000.0,2737000000.0,28496000000.0,,177825000000.0,3119000000.0,64484000000.0,35493000000.0,3559000000.0,5619000000.0,4015000000.0,19813000000.0,10731000000.0,300803000000.0,38683000000.0,38683000000.0,41802000000.0,259001000000.0,300803000000.0,0.0,65478000000.0,-518000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q2,,2012-06-30,2012-08-08 12:39:02+00:00,4156000000.0,402000000.0,4136000000.0,14785000000.0,4166000000.0,1646000000.0,9158000000.0,1804000000.0,142447000000.0,3995000000.0,180425000000.0,3333000000.0,39523000000.0,,176269000000.0,3209000000.0,64476000000.0,35176000000.0,3120000000.0,5321000000.0,3428000000.0,19149000000.0,,299575000000.0,37005000000.0,37005000000.0,40214000000.0,259361000000.0,299575000000.0,0.0,64058000000.0,-451000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2012.0,Q1,,2012-03-31,2012-05-09 17:15:18+00:00,4196000000.0,281000000.0,4162000000.0,14759000000.0,4832000000.0,1371000000.0,9169000000.0,2019000000.0,143664000000.0,2084000000.0,176214000000.0,2456000000.0,37707000000.0,,172018000000.0,3191000000.0,62463000000.0,35411000000.0,1638000000.0,5374000000.0,3607000000.0,18834000000.0,,295883000000.0,35045000000.0,35045000000.0,38236000000.0,257647000000.0,295883000000.0,0.0,67193000000.0,-467000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,FY,,2013-12-31,2015-02-27 17:51:38+00:00,3609000000.0,436000000.0,4043000000.0,15114000000.0,4289000000.0,1986000000.0,9074000000.0,2216000000.0,150625000000.0,12135000000.0,195613000000.0,2255000000.0,36819000000.0,,192004000000.0,1703000000.0,70306000000.0,33112000000.0,,4429000000.0,4690000000.0,23251000000.0,4997000000.0,320192000000.0,38393000000.0,42334000000.0,44037000000.0,276155000000.0,320192000000.0,3941000000.0,63367000000.0,-408000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q3,,2013-09-30,2013-11-06 16:59:52+00:00,3691000000.0,47000000.0,4908000000.0,15005000000.0,3165000000.0,911000000.0,9074000000.0,2194000000.0,147327000000.0,8047000000.0,192856000000.0,2399000000.0,30114000000.0,,189165000000.0,1690000000.0,68747000000.0,33036000000.0,3940000000.0,4757000000.0,4673000000.0,22561000000.0,6994000000.0,308597000000.0,41130000000.0,41130000000.0,42820000000.0,265777000000.0,308597000000.0,0.0,58863000000.0,-423000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q2,,2013-06-30,2013-08-08 11:30:46+00:00,3772000000.0,45000000.0,4051000000.0,14927000000.0,4303000000.0,1613000000.0,9075000000.0,2153000000.0,145571000000.0,3797000000.0,189775000000.0,3814000000.0,29161000000.0,,186003000000.0,1655000000.0,66708000000.0,34351000000.0,3939000000.0,6274000000.0,4057000000.0,21828000000.0,6400000000.0,304415000000.0,40286000000.0,40286000000.0,41941000000.0,262474000000.0,304415000000.0,0.0,59558000000.0,-453000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2013.0,Q1,,2013-03-31,2013-05-09 14:48:30+00:00,3828000000.0,767000000.0,3948000000.0,14864000000.0,4000000000.0,1274000000.0,9075000000.0,1921000000.0,146968000000.0,1541000000.0,186504000000.0,3295000000.0,26694000000.0,,182676000000.0,2415000000.0,64652000000.0,35478000000.0,3591000000.0,5286000000.0,4181000000.0,20993000000.0,6953000000.0,300812000000.0,39663000000.0,39663000000.0,42078000000.0,258734000000.0,300812000000.0,0.0,61604000000.0,-552000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2014.0,FY,,2014-12-31,2015-08-05 09:31:49+00:00,3331000000.0,503000000.0,4360000000.0,15332000000.0,3510000000.0,1852000000.0,9103000000.0,493000000.0,158755000000.0,31779000000.0,204817000000.0,2262000000.0,48263000000.0,,201486000000.0,1523000000.0,73479000000.0,35561000000.0,,4809000000.0,5187000000.0,26200000000.0,4995000000.0,345072000000.0,40605000000.0,44551000000.0,46074000000.0,298998000000.0,345072000000.0,3946000000.0,58176000000.0,-1430000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2014.0,Q3,,2014-09-30,2014-11-05 15:06:34+00:00,3406000000.0,727000000.0,4164000000.0,15276000000.0,3499000000.0,1761000000.0,9074000000.0,1994000000.0,153341000000.0,26247000000.0,200872000000.0,2143000000.0,44019000000.0,,197466000000.0,1514000000.0,72963000000.0,33886000000.0,,4708000000.0,5090000000.0,25464000000.0,4809000000.0,334424000000.0,40536000000.0,44481000000.0,45995000000.0,288429000000.0,334424000000.0,3945000000.0,57689000000.0,-931000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2014.0,Q2,,2014-06-30,2014-08-07 15:45:13+00:00,3453000000.0,881000000.0,4892000000.0,15209000000.0,3132000000.0,1526000000.0,9074000000.0,1997000000.0,151553000000.0,16876000000.0,200984000000.0,2228000000.0,40935000000.0,,197531000000.0,1588000000.0,71001000000.0,34110000000.0,3944000000.0,4898000000.0,4753000000.0,24755000000.0,4999000000.0,327064000000.0,44205000000.0,44205000000.0,45793000000.0,281271000000.0,327064000000.0,0.0,58830000000.0,-584000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2014.0,Q1,,2014-03-31,2014-05-08 15:30:32+00:00,3530000000.0,656000000.0,4723000000.0,15094000000.0,3233000000.0,1143000000.0,9074000000.0,2115000000.0,152319000000.0,14877000000.0,198242000000.0,2102000000.0,38650000000.0,,194712000000.0,1597000000.0,70063000000.0,33652000000.0,3943000000.0,4509000000.0,4808000000.0,24010000000.0,4923000000.0,323423000000.0,43321000000.0,43321000000.0,44918000000.0,278505000000.0,323423000000.0,0.0,61025000000.0,-382000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2015.0,FY,,2015-12-31,2017-02-28 16:56:13+00:00,2727000000.0,130000000.0,4065000000.0,18905000000.0,,,9103000000.0,,169567000000.0,30546000000.0,206696000000.0,,54532000000.0,,203969000000.0,1270000000.0,79435000000.0,38742000000.0,,8979000000.0,,29043000000.0,,358493000000.0,44710000000.0,44710000000.0,45980000000.0,312513000000.0,358493000000.0,0.0,72068000000.0,-3368000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2015.0,Q3,,2015-09-30,2015-11-04 18:27:48+00:00,3237000000.0,615000000.0,3835000000.0,15383000000.0,2077000000.0,1534000000.0,9103000000.0,407000000.0,166740000000.0,34224000000.0,204983000000.0,2060000000.0,53461000000.0,,201746000000.0,1330000000.0,78239000000.0,39249000000.0,,9020000000.0,5185000000.0,28337000000.0,1125000000.0,362125000000.0,41498000000.0,44948000000.0,46278000000.0,315847000000.0,362125000000.0,3450000000.0,69967000000.0,-2837000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2015.0,Q2,,2015-06-30,2015-08-05 09:31:49+00:00,3272000000.0,379000000.0,4412000000.0,15340000000.0,2190000000.0,1971000000.0,9103000000.0,435000000.0,162335000000.0,33969000000.0,205153000000.0,2357000000.0,53130000000.0,,201881000000.0,1397000000.0,77369000000.0,36121000000.0,,5022000000.0,5031000000.0,27609000000.0,2956000000.0,353945000000.0,41066000000.0,44515000000.0,45912000000.0,308033000000.0,353945000000.0,3449000000.0,63696000000.0,-2262000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2015.0,Q1,,2015-03-31,2015-05-07 11:46:24+00:00,3306000000.0,703000000.0,4151000000.0,15267000000.0,2202000000.0,1893000000.0,9103000000.0,463000000.0,161559000000.0,31198000000.0,204722000000.0,2423000000.0,50228000000.0,,201416000000.0,1413000000.0,74944000000.0,37394000000.0,,6151000000.0,5039000000.0,26882000000.0,4399000000.0,350960000000.0,41077000000.0,45025000000.0,46438000000.0,304522000000.0,350960000000.0,3948000000.0,62919000000.0,-1775000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2016.0,FY,,2016-12-31,2018-02-28 17:20:39+00:00,2589000000.0,-265000000.0,4879000000.0,19360000000.0,,,9103000000.0,,176934000000.0,25711000000.0,210833000000.0,,52706000000.0,,208244000000.0,1155000000.0,80230000000.0,40034000000.0,,9656000000.0,,31670000000.0,,366380000000.0,45699000000.0,45699000000.0,46854000000.0,319526000000.0,366380000000.0,0.0,78451000000.0,-5066000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2016.0,Q3,,2016-09-30,2016-11-04 07:51:53+00:00,2619000000.0,646000000.0,4531000000.0,15412000000.0,1235000000.0,718000000.0,9103000000.0,304000000.0,177736000000.0,27058000000.0,210446000000.0,,50306000000.0,,207827000000.0,1138000000.0,82159000000.0,36628000000.0,3456000000.0,5841000000.0,5226000000.0,30958000000.0,,369348000000.0,45707000000.0,45707000000.0,46845000000.0,322503000000.0,369348000000.0,0.0,83179000000.0,-4765000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2016.0,Q2,,2016-06-30,2016-08-03 12:45:43+00:00,2685000000.0,736000000.0,4196000000.0,15362000000.0,1620000000.0,1476000000.0,9103000000.0,329000000.0,171912000000.0,26750000000.0,209056000000.0,,52951000000.0,,206371000000.0,1141000000.0,77866000000.0,37007000000.0,3455000000.0,5207000000.0,5080000000.0,30309000000.0,,361335000000.0,45558000000.0,45558000000.0,46699000000.0,314636000000.0,361335000000.0,0.0,76103000000.0,-4304000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2016.0,Q1,,2016-03-31,2016-05-04 14:17:45+00:00,2711000000.0,532000000.0,3861000000.0,15294000000.0,2495000000.0,1123000000.0,9103000000.0,353000000.0,172208000000.0,29478000000.0,207485000000.0,,51683000000.0,,204774000000.0,1198000000.0,78151000000.0,36299000000.0,3453000000.0,5270000000.0,4850000000.0,29642000000.0,,360985000000.0,45130000000.0,45130000000.0,46328000000.0,314657000000.0,360985000000.0,0.0,75994000000.0,-3791000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2017.0,FY,,2017-12-31,2019-03-01 09:19:59+00:00,2611000000.0,-148000000.0,5249000000.0,19084000000.0,,,9173000000.0,,185189000000.0,28595000000.0,220458000000.0,,59088000000.0,,217847000000.0,72000000.0,79864000000.0,41118000000.0,,9042000000.0,,35481000000.0,,380768000000.0,47513000000.0,47513000000.0,47585000000.0,333183000000.0,380768000000.0,0.0,78786000000.0,-6904000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2017.0,Q3,,2017-09-30,2017-10-31 16:51:47+00:00,2605000000.0,-22000000.0,4736000000.0,19053000000.0,,,9163000000.0,,180768000000.0,24713000000.0,221109000000.0,,57564000000.0,,218504000000.0,64000000.0,79967000000.0,41317000000.0,,10440000000.0,,33819000000.0,,375191000000.0,46388000000.0,46388000000.0,46452000000.0,328739000000.0,375191000000.0,0.0,76758000000.0,-6462000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2017.0,Q2,,2017-06-30,2017-08-02 12:10:55+00:00,2561000000.0,-98000000.0,5039000000.0,19036000000.0,,,9163000000.0,,179626000000.0,22482000000.0,218034000000.0,,56406000000.0,,215473000000.0,101000000.0,79550000000.0,41572000000.0,,10423000000.0,,33133000000.0,,372190000000.0,46084000000.0,46084000000.0,46185000000.0,326005000000.0,372190000000.0,0.0,78461000000.0,-5987000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2017.0,Q1,,2017-03-31,2017-05-03 13:51:11+00:00,2561000000.0,-279000000.0,5003000000.0,18984000000.0,,,9103000000.0,,181464000000.0,27877000000.0,212826000000.0,,55062000000.0,,210265000000.0,149000000.0,79246000000.0,40850000000.0,,9269000000.0,,32372000000.0,,370944000000.0,45754000000.0,45754000000.0,45903000000.0,325041000000.0,370944000000.0,0.0,77846000000.0,-5323000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2018.0,FY,,2018-12-31,2020-02-28 19:05:36+00:00,2629000000.0,-725000000.0,5608000000.0,18988000000.0,,,9218000000.0,,193879000000.0,10893000000.0,226245000000.0,,57419000000.0,,223616000000.0,42000000.0,73960000000.0,49285000000.0,,9287000000.0,,38919000000.0,,382315000000.0,47728000000.0,47728000000.0,47770000000.0,334545000000.0,382315000000.0,0.0,83695000000.0,-9454000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2018.0,Q3,,2018-09-30,2018-11-01 12:49:07+00:00,2584000000.0,-1260000000.0,5248000000.0,19009000000.0,,,9218000000.0,,190148000000.0,19800000000.0,223053000000.0,,57955000000.0,,220469000000.0,44000000.0,74736000000.0,43433000000.0,,10139000000.0,,38080000000.0,,380080000000.0,47058000000.0,47058000000.0,47102000000.0,332978000000.0,380080000000.0,0.0,81912000000.0,-8771000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2018.0,Q2,,2018-06-30,2018-08-02 15:30:43+00:00,2581000000.0,-940000000.0,5425000000.0,18960000000.0,,,9218000000.0,,185838000000.0,21972000000.0,222855000000.0,,59222000000.0,,220274000000.0,71000000.0,79047000000.0,42372000000.0,,9629000000.0,,37201000000.0,,380711000000.0,46904000000.0,46904000000.0,46975000000.0,333736000000.0,380711000000.0,0.0,81450000000.0,-8317000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2018.0,Q1,,2018-03-31,2018-05-03 13:12:52+00:00,2604000000.0,-699000000.0,4649000000.0,18937000000.0,,,9218000000.0,,186401000000.0,28821000000.0,221614000000.0,,58039000000.0,,219010000000.0,66000000.0,78303000000.0,41936000000.0,,9383000000.0,,36266000000.0,,379161000000.0,46969000000.0,46969000000.0,47035000000.0,332126000000.0,379161000000.0,0.0,75527000000.0,-7535000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2019.0,FY,,2019-12-31,2020-05-05 11:56:20+00:00,2742000000.0,799000000.0,5061000000.0,19081000000.0,,,9233000000.0,,215761000000.0,23413000000.0,239843000000.0,,60263000000.0,,237101000000.0,29000000.0,72779000000.0,47580000000.0,,12149000000.0,,42215000000.0,,410295000000.0,49314000000.0,49314000000.0,49343000000.0,360952000000.0,410295000000.0,,87907000000.0,-12781000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2019.0,Q3,,2019-09-30,2019-11-04 10:49:53+00:00,2738000000.0,837000000.0,5671000000.0,19008000000.0,,,9233000000.0,,211506000000.0,19036000000.0,237377000000.0,,61354000000.0,,234639000000.0,35000000.0,74077000000.0,50582000000.0,,12524000000.0,,41413000000.0,,408916000000.0,49420000000.0,49420000000.0,49455000000.0,359461000000.0,408916000000.0,,89755000000.0,-11838000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2019.0,Q2,,2019-06-30,2019-08-01 14:56:35+00:00,-234494000000.0,631000000.0,5416000000.0,18959000000.0,,,9221000000.0,,203393000000.0,18362000000.0,,1144000000.0,69025000000.0,1627000000.0,234494000000.0,41000000.0,69867000000.0,47194000000.0,,14095000000.0,,40616000000.0,,405761000000.0,49340000000.0,49340000000.0,49381000000.0,356380000000.0,405761000000.0,,88303000000.0,-10866000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2019.0,Q1,,2019-03-31,2019-05-03 09:09:59+00:00,2692000000.0,-5000000.0,5062000000.0,18884000000.0,,,9218000000.0,,199615000000.0,15261000000.0,232293000000.0,,59860000000.0,,229601000000.0,39000000.0,71606000000.0,49128000000.0,,13181000000.0,,39742000000.0,,392837000000.0,48536000000.0,48536000000.0,48575000000.0,344262000000.0,392837000000.0,,84555000000.0,-10085000000.0
PNC Financial Services Group Inc,PNC,CFGNEKW0P8842LEUIA51,713676,2020.0,Q1,,2020-03-31,2020-05-05 11:56:20+00:00,3944000000.0,2518000000.0,7493000000.0,19000000000.0,,,9233000000.0,,223590000000.0,19986000000.0,264643000000.0,,73399000000.0,,260699000000.0,27000000.0,81614000000.0,55843000000.0,,17600000000.0,,41885000000.0,,445493000000.0,49263000000.0,49263000000.0,49290000000.0,396203000000.0,445493000000.0,,92239000000.0,-14140000000.0
