company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q3,2017-07-01,2017-09-30,2018-11-06 17:05:18+00:00,0.65,0.65,,0.65,,17600000.0,229600000.0,219800000.0,227500000.0,2100000.0,1744000000.0,1984800000.0,9800000.0,59700000.0,-39200000.0,,66100000.0,1744000000.0,240800000.0,36200000.0,,26900000.0,213900000.0,23500000.0,237400000.0,1984800000.0,350000000.0,351100000.0,352200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q3YTD,2017-01-01,2017-09-30,,0.93,0.93,,0.93,,4700000.0,325600000.0,310100000.0,323900000.0,1700000.0,4754800000.0,5317500000.0,15500000.0,74600000.0,5900000.0,,218200000.0,4754800000.0,562700000.0,98400000.0,,224100000.0,338600000.0,-23800000.0,314800000.0,5317500000.0,350000000.0,351100000.0,352200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q3TTM,2016-10-01,2017-09-30,,0.97,0.97,1.1,0.97,,-900000.0,340300000.0,327300000.0,335900000.0,4400000.0,-752000000.0,16700000.0,13000000.0,39900000.0,63700000.0,,292800000.0,-752000000.0,768700000.0,125700000.0,,356500000.0,412200000.0,-85800000.0,326400000.0,16700000.0,350000000.0,351100000.0,352200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q2,2017-04-01,2017-06-30,2018-08-07 15:18:23+00:00,0.28,0.28,,0.28,,-22600000.0,97100000.0,91300000.0,97300000.0,-200000.0,1562300000.0,1754600000.0,5800000.0,10500000.0,26500000.0,,71200000.0,1562300000.0,192300000.0,36400000.0,,97700000.0,94600000.0,-25900000.0,68700000.0,1754600000.0,347500000.0,351000000.0,352000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.28,0.28,,0.28,,-12900000.0,96000000.0,90300000.0,96400000.0,-400000.0,3010800000.0,3332700000.0,5700000.0,14900000.0,45100000.0,,152100000.0,3010800000.0,321900000.0,62200000.0,,197200000.0,124700000.0,-47300000.0,77400000.0,3332700000.0,347500000.0,351000000.0,352000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q2TTM,2016-07-01,2017-06-30,,0.43,0.43,1.1,0.43,,-48600000.0,151400000.0,149900000.0,147600000.0,3800000.0,-757100000.0,-15900000.0,1500000.0,-51700000.0,179600000.0,,293600000.0,-757100000.0,741200000.0,115000000.0,,473200000.0,268000000.0,-166700000.0,101300000.0,-15900000.0,347500000.0,351000000.0,352000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 18:06:28+00:00,0.0,0.0,,0.0,,9700000.0,-1100000.0,-1000000.0,-900000.0,-200000.0,1448500000.0,1578100000.0,-100000.0,4400000.0,18600000.0,,80900000.0,1448500000.0,129600000.0,25800000.0,,99500000.0,30100000.0,-21400000.0,8700000.0,1578100000.0,,350500000.0,350500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2017.0,Q1TTM,2016-04-01,2017-03-31,,0.12,0.12,1.1,0.12,,-35800000.0,43200000.0,61200000.0,40100000.0,3100000.0,-798800000.0,-95900000.0,-18000000.0,-48200000.0,221900000.0,,295300000.0,-798800000.0,702900000.0,112100000.0,,517200000.0,185700000.0,-160300000.0,25400000.0,-95900000.0,,350500000.0,350500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,FY,2018-01-01,2018-12-31,2020-02-20 17:22:17+00:00,1.22,1.22,0.1,1.22,,77100000.0,469900000.0,474400000.0,470000000.0,-100000.0,8088900000.0,9587300000.0,-4500000.0,-210700000.0,229000000.0,0.0,341100000.0,8088900000.0,1498400000.0,166100000.0,,570100000.0,928300000.0,-376800000.0,551500000.0,9587300000.0,385200000.0,384800000.0,386400000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q4,2018-10-01,2018-12-31,,0.29,0.29,-0.03,0.29,,32700000.0,112000000.0,112600000.0,112300000.0,-300000.0,2054300000.0,2520500000.0,-600000.0,-82000000.0,118500000.0,,89700000.0,2054300000.0,466200000.0,30700000.0,,208200000.0,258000000.0,-112700000.0,145300000.0,2520500000.0,385200000.0,384800000.0,386400000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q3,2018-07-01,2018-09-30,2019-11-05 16:19:53+00:00,0.64,0.64,0.025,0.64,,90600000.0,249700000.0,252000000.0,247500000.0,2200000.0,2432600000.0,2928100000.0,-2300000.0,-9800000.0,23700000.0,,78500000.0,2432600000.0,495500000.0,40900000.0,,102200000.0,393300000.0,-50700000.0,342600000.0,2928100000.0,386700000.0,385500000.0,387500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q3YTD,2018-01-01,2018-09-30,,0.93,0.93,0.13,0.93,,44400000.0,357900000.0,361800000.0,357700000.0,200000.0,6034600000.0,7066800000.0,-3900000.0,-128700000.0,110500000.0,,251400000.0,6034600000.0,1032200000.0,135400000.0,,361900000.0,670300000.0,-264100000.0,406200000.0,7066800000.0,386700000.0,385500000.0,387500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q3TTM,2017-10-01,2018-09-30,,-0.31,-0.31,0.48,-0.31,,534600000.0,-71900000.0,-69200000.0,-73400000.0,1500000.0,7846400000.0,9158700000.0,-2700000.0,-156900000.0,180400000.0,,334500000.0,7846400000.0,1312300000.0,175100000.0,,514900000.0,797400000.0,-332000000.0,465400000.0,9158700000.0,386700000.0,385500000.0,387500000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q2,2018-04-01,2018-06-30,2019-08-06 15:37:51+00:00,0.18,0.18,,0.18,,3700000.0,68100000.0,66400000.0,67900000.0,200000.0,1910400000.0,2205000000.0,1700000.0,-81100000.0,19000000.0,,79300000.0,1910400000.0,294600000.0,45100000.0,,98300000.0,196300000.0,-126200000.0,70100000.0,2205000000.0,377200000.0,385400000.0,387200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q2YTD,2018-01-01,2018-06-30,,0.29,0.29,0.1,0.29,,-46200000.0,108200000.0,109800000.0,110200000.0,-2000000.0,3602000000.0,4138700000.0,-1600000.0,-118900000.0,86800000.0,,172900000.0,3602000000.0,536700000.0,94500000.0,,259700000.0,277000000.0,-213400000.0,63600000.0,4138700000.0,377200000.0,385400000.0,387200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q2TTM,2017-07-01,2018-06-30,,-0.3,-0.3,0.45,-0.3,,461600000.0,-92000000.0,-101400000.0,-93400000.0,1400000.0,7157800000.0,8215400000.0,9400000.0,-87400000.0,117500000.0,,322100000.0,7157800000.0,1057600000.0,170400000.0,,439600000.0,618000000.0,-257800000.0,360200000.0,8215400000.0,377200000.0,385400000.0,387200000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q1,2018-01-01,2018-03-31,2019-05-07 15:03:28+00:00,0.11,0.11,0.1,0.11,,-49900000.0,40100000.0,43400000.0,42300000.0,-2200000.0,1691600000.0,1933700000.0,-3300000.0,-37800000.0,67800000.0,,93600000.0,1691600000.0,242100000.0,49400000.0,,161400000.0,80700000.0,-87200000.0,-6500000.0,1933700000.0,384500000.0,382600000.0,384100000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2018.0,Q1TTM,2017-04-01,2018-03-31,,-0.2,-0.2,0.45,-0.2,,435300000.0,-63000000.0,-76500000.0,-64000000.0,1000000.0,6809700000.0,7765000000.0,13500000.0,4200000.0,125000000.0,,314000000.0,6809700000.0,955300000.0,161700000.0,,439000000.0,516300000.0,-157500000.0,358800000.0,7765000000.0,384500000.0,382600000.0,384100000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q4,2019-10-01,2019-12-31,,-2.41,-2.41,0.05,-2.41,,-288800000.0,-950400000.0,-925300000.0,-921000000.0,-29400000.0,1995600000.0,2076300000.0,-25100000.0,27200000.0,-291100000.0,1462100000.0,104300000.0,1995600000.0,80700000.0,46700000.0,,1275300000.0,-1194600000.0,-19500000.0,-1214100000.0,2076300000.0,384000000.0,383800000.0,383800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 17:22:17+00:00,-2.78,-2.78,0.2,-2.78,,-224700000.0,-1090800000.0,-1031400000.0,-1067400000.0,-23400000.0,8009000000.0,8906300000.0,-59400000.0,21700000.0,176000000.0,1462100000.0,354100000.0,8009000000.0,897300000.0,182900000.0,,1992200000.0,-1094900000.0,-161200000.0,-1256100000.0,8906300000.0,384000000.0,383800000.0,383800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q3YTD,2019-01-01,2019-09-30,,-0.37,-0.37,0.15,-0.37,,64100000.0,-140400000.0,-106100000.0,-146400000.0,6000000.0,6013400000.0,6830000000.0,-34300000.0,-5500000.0,467100000.0,,249800000.0,6013400000.0,816600000.0,136200000.0,,716900000.0,99700000.0,-141700000.0,-42000000.0,6830000000.0,400900000.0,385000000.0,385000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q3TTM,2018-10-01,2019-09-30,,-0.08,-0.08,0.13,-0.08,,96800000.0,-28400000.0,6500000.0,-34100000.0,5700000.0,8067700000.0,9350500000.0,-34900000.0,-87500000.0,585600000.0,,339500000.0,8067700000.0,1282800000.0,166900000.0,,925100000.0,357700000.0,-254400000.0,103300000.0,9350500000.0,400900000.0,385000000.0,385000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q3,2019-07-01,2019-09-30,2019-11-05 16:19:53+00:00,-0.11,-0.11,0.05,-0.11,,69200000.0,-40000000.0,-17000000.0,-44100000.0,4100000.0,2473500000.0,2753400000.0,-23000000.0,-44100000.0,62200000.0,,78200000.0,2473500000.0,279900000.0,43200000.0,,140400000.0,139500000.0,-87300000.0,52200000.0,2753400000.0,400900000.0,385000000.0,385000000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q2YTD,2019-01-01,2019-06-30,,-0.26,-0.26,0.1,-0.26,,-5100000.0,-100400000.0,-89100000.0,-102300000.0,1900000.0,3539900000.0,4076600000.0,-11300000.0,38600000.0,404900000.0,,171600000.0,3539900000.0,536700000.0,93000000.0,,576500000.0,-39800000.0,-54400000.0,-94200000.0,4076600000.0,388500000.0,385800000.0,385800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q2TTM,2018-07-01,2019-06-30,,0.67,0.67,0.1,0.67,,118200000.0,261300000.0,275500000.0,257500000.0,3800000.0,8026800000.0,9525200000.0,-14200000.0,-53200000.0,547100000.0,,339800000.0,8026800000.0,1498400000.0,164600000.0,,886900000.0,611500000.0,-217800000.0,393700000.0,9525200000.0,388500000.0,385800000.0,385800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q2,2019-04-01,2019-06-30,2019-08-06 15:37:51+00:00,-0.6,-0.6,,-0.6,,-51700000.0,-230300000.0,-219100000.0,-233100000.0,2800000.0,1949700000.0,2176900000.0,-11200000.0,17100000.0,391000000.0,,78100000.0,1949700000.0,227200000.0,46000000.0,,469100000.0,-241900000.0,-28900000.0,-270800000.0,2176900000.0,388500000.0,385800000.0,385800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q1,2019-01-01,2019-03-31,2020-05-05 14:22:26+00:00,0.34,0.34,0.1,0.34,,46600000.0,129900000.0,130000000.0,130800000.0,-900000.0,1590200000.0,1899700000.0,-100000.0,21500000.0,13900000.0,,93500000.0,1590200000.0,309500000.0,47000000.0,,107400000.0,202100000.0,-25500000.0,176600000.0,1899700000.0,384700000.0,385500000.0,387400000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2019.0,Q1TTM,2018-04-01,2019-03-31,,1.45,1.45,0.1,1.45,,173600000.0,559700000.0,561000000.0,558500000.0,1200000.0,7987500000.0,9553300000.0,-1300000.0,-151400000.0,175100000.0,,341000000.0,7987500000.0,1565800000.0,163700000.0,,516100000.0,1049700000.0,-315100000.0,734600000.0,9553300000.0,384700000.0,385500000.0,387400000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2020.0,Q1TTM,2019-04-01,2020-03-31,,-3.66,-3.66,0.2,-3.66,,-404300000.0,-1424700000.0,-1345400000.0,-1401200000.0,-23500000.0,8175500000.0,8804700000.0,-79300000.0,-209500000.0,201800000.0,1462100000.0,328500000.0,8175500000.0,629200000.0,177000000.0,,1992400000.0,-1363200000.0,-386500000.0,-1749700000.0,8804700000.0,375900000.0,378800000.0,378800000.0
Mosaic Co,MOS,2YD5STGSJNMUB7H76907,1285785,2020.0,Q1,2020-01-01,2020-03-31,2020-05-05 14:22:26+00:00,-0.54,-0.54,0.1,-0.54,,-133000000.0,-204000000.0,-184000000.0,-203000000.0,-1000000.0,1756700000.0,1798100000.0,-20000000.0,-209700000.0,39700000.0,,67900000.0,1756700000.0,41400000.0,41100000.0,,107600000.0,-66200000.0,-250800000.0,-317000000.0,1798100000.0,375900000.0,378800000.0,378800000.0
