company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
F5 Networks Inc,FFIV,,1048695,2017.0,Q3YTD,2016-10-01,2017-06-30,2018-08-01 13:34:55+00:00,-4000000.0,,,45603000.0,62933000.0,46959000.0,,-396635000.0,47087000.0,527216000.0,-396635000.0,47087000.0,527216000.0,177668000.0,285018000.0,285018000.0,133662000.0,6471000.0,-87000.0,-255386000.0,-31175000.0,,-450065000.0,337735000.0,0.0
F5 Networks Inc,FFIV,,1048695,2017.0,Q3TTM,2016-07-01,2017-06-30,,-5500000.0,164362000.0,,60095000.0,103938000.0,46980000.0,,-545625000.0,76422000.0,731286000.0,-545625000.0,76422000.0,731286000.0,262083000.0,393953000.0,393953000.0,173300000.0,7483000.0,-119000.0,-384868000.0,-48754000.0,,-600088000.0,515663000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,Q3,2017-04-01,2017-06-30,,,,,15325000.0,6869000.0,28091000.0,,-120700000.0,-7323000.0,162564000.0,-120700000.0,-7323000.0,162564000.0,34541000.0,97662000.0,97662000.0,42708000.0,1232000.0,-51000.0,-109150000.0,-7460000.0,,-150023000.0,109338000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,Q2YTD,2016-10-01,2017-03-31,2018-05-02 13:19:25+00:00,-4000000.0,,,30278000.0,56064000.0,18868000.0,,-275935000.0,54410000.0,364652000.0,-275935000.0,54410000.0,364652000.0,143127000.0,187356000.0,187356000.0,90954000.0,5239000.0,-36000.0,-146236000.0,-23715000.0,,-300042000.0,228397000.0,0.0
F5 Networks Inc,FFIV,,1048695,2017.0,Q2TTM,2016-04-01,2017-03-31,,-5500000.0,164362000.0,,59207000.0,122537000.0,45143000.0,,-548477000.0,68183000.0,739198000.0,-548477000.0,68183000.0,739198000.0,258904000.0,388080000.0,388080000.0,169374000.0,6469000.0,-47000.0,-362019000.0,-57410000.0,,-600089000.0,493159000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,Q2,2017-01-01,2017-03-31,,,,,15391000.0,22789000.0,32000.0,,-147690000.0,54539000.0,175340000.0,-147690000.0,54539000.0,175340000.0,82189000.0,93138000.0,93138000.0,44022000.0,2299000.0,-68000.0,-47253000.0,-9582000.0,,-150021000.0,111442000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,Q1,2016-10-01,2016-12-31,2018-02-02 13:20:14+00:00,-4000000.0,,,14887000.0,33275000.0,18836000.0,,-128245000.0,-129000.0,189312000.0,-128245000.0,-129000.0,189312000.0,60938000.0,94218000.0,94218000.0,46932000.0,2940000.0,32000.0,-98983000.0,-14133000.0,,-150021000.0,116955000.0,
F5 Networks Inc,FFIV,,1048695,2017.0,Q1TTM,2016-01-01,2016-12-31,,-5500000.0,164362000.0,,57900000.0,100567000.0,45231000.0,,-600525000.0,43106000.0,696232000.0,-600525000.0,43106000.0,696976000.0,139557000.0,370357000.0,370357000.0,167408000.0,4354000.0,-10000.0,-346351000.0,-64329000.0,,-650110000.0,459296000.0,
F5 Networks Inc,FFIV,,1048695,2018.0,FY,2017-10-01,2018-09-30,2019-11-15 16:46:00+00:00,0.0,104878000.0,,59491000.0,88839000.0,48818000.0,,-551263000.0,-456023000.0,761068000.0,-551263000.0,-456023000.0,761068000.0,-246218000.0,453689000.0,453689000.0,159049000.0,0.0,,-855424000.0,-53465000.0,,-600081000.0,451866000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q4,2018-07-01,2018-09-30,,,104878000.0,,15410000.0,19530000.0,,,-150017000.0,-228092000.0,204305000.0,-150017000.0,-228092000.0,204305000.0,-173804000.0,132881000.0,132881000.0,36484000.0,,,-356340000.0,-17391000.0,,-150017000.0,145639000.0,
F5 Networks Inc,FFIV,,1048695,2018.0,Q3YTD,2017-10-01,2018-06-30,2019-08-02 16:39:08+00:00,0.0,,,44081000.0,69309000.0,48818000.0,,-401246000.0,-227931000.0,556763000.0,-401246000.0,-227931000.0,556763000.0,-72414000.0,320808000.0,320808000.0,122565000.0,,,-499084000.0,-36074000.0,,-450064000.0,306227000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q3TTM,2017-07-01,2018-06-30,,,162944000.0,,59626000.0,89495000.0,48898000.0,,-550643000.0,-307230000.0,769828000.0,-550643000.0,-307230000.0,769828000.0,-88045000.0,456551000.0,456551000.0,164156000.0,548000.0,87000.0,-690536000.0,-43580000.0,,-600089000.0,425799000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q3,2018-04-01,2018-06-30,,,,,14032000.0,5722000.0,28901000.0,,-121117000.0,-55480000.0,182051000.0,-121117000.0,-55480000.0,182051000.0,5454000.0,122743000.0,122743000.0,39554000.0,,,-145670000.0,-19828000.0,,-150018000.0,110018000.0,
F5 Networks Inc,FFIV,,1048695,2018.0,Q2YTD,2017-10-01,2018-03-31,2019-05-03 13:51:50+00:00,,,,30049000.0,63587000.0,19917000.0,,-280129000.0,-172451000.0,374712000.0,-280129000.0,-172451000.0,374712000.0,-77868000.0,198065000.0,198065000.0,83011000.0,,,-353414000.0,-16246000.0,,-300046000.0,196209000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q2TTM,2017-04-01,2018-03-31,,,162944000.0,,60919000.0,90642000.0,48088000.0,,-550226000.0,-259073000.0,750341000.0,-550226000.0,-259073000.0,750341000.0,-58958000.0,431470000.0,431470000.0,167310000.0,1780000.0,36000.0,-654016000.0,-31212000.0,,-600094000.0,425119000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q2,2018-01-01,2018-03-31,,,,,14869000.0,18829000.0,2000.0,,-150019000.0,-51347000.0,184755000.0,-150019000.0,-51347000.0,184755000.0,-16611000.0,109636000.0,109636000.0,41421000.0,,,-114782000.0,-9755000.0,,-150021000.0,73190000.0,
F5 Networks Inc,FFIV,,1048695,2018.0,Q1,2017-10-01,2017-12-31,2019-02-01 13:53:37+00:00,,,,15180000.0,44758000.0,19915000.0,,-130110000.0,-121104000.0,189957000.0,-130110000.0,-121104000.0,189957000.0,-61257000.0,88429000.0,88429000.0,41590000.0,,,-238632000.0,-6491000.0,,-150025000.0,123019000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2018.0,Q1TTM,2017-01-01,2017-12-31,,,162944000.0,,61441000.0,94602000.0,48118000.0,,-547897000.0,-153187000.0,740926000.0,-547897000.0,-153187000.0,740926000.0,39842000.0,414972000.0,414972000.0,169911000.0,4079000.0,-32000.0,-586487000.0,-31039000.0,,-600094000.0,463371000.0,1000000.0
F5 Networks Inc,FFIV,,1048695,2019.0,Q3TTM,2018-07-01,2019-06-30,,-611550000.0,104878000.0,,62055000.0,61890000.0,45455000.0,,-305607000.0,-348677000.0,746060000.0,-305607000.0,-348677000.0,746060000.0,91776000.0,465778000.0,465778000.0,156337000.0,,,-566449000.0,-100399000.0,,-351062000.0,929721000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q3,2019-04-01,2019-06-30,,-611550000.0,,,18399000.0,4328000.0,26555000.0,,26555000.0,-213541000.0,150345000.0,26555000.0,-213541000.0,150345000.0,-36641000.0,85905000.0,85905000.0,41713000.0,,,978000.0,-32952000.0,,,429983000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q3YTD,2018-10-01,2019-06-30,2019-08-02 16:39:08+00:00,-611550000.0,,,46645000.0,42360000.0,45455000.0,,-155590000.0,-120585000.0,541755000.0,-155590000.0,-120585000.0,541755000.0,265580000.0,332897000.0,332897000.0,119853000.0,,,-210109000.0,-83008000.0,,-201045000.0,784082000.0,0.0
F5 Networks Inc,FFIV,,1048695,2019.0,Q2YTD,2018-10-01,2019-03-31,2020-05-06 16:07:57+00:00,0.0,,,28246000.0,38032000.0,18900000.0,0.0,-182145000.0,92956000.0,391410000.0,-182145000.0,92956000.0,391410000.0,302221000.0,246992000.0,246992000.0,78140000.0,,,-211087000.0,-50056000.0,0.0,-201045000.0,354099000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q2TTM,2018-04-01,2019-03-31,,,104878000.0,,57688000.0,63284000.0,47801000.0,,-453279000.0,-190616000.0,777766000.0,-453279000.0,-190616000.0,777766000.0,133871000.0,502616000.0,502616000.0,154178000.0,,,-713097000.0,-87275000.0,,-501080000.0,609756000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q2,2019-01-01,2019-03-31,,,,,14245000.0,24020000.0,,,-100013000.0,153349000.0,193552000.0,-100013000.0,153349000.0,193552000.0,246888000.0,116087000.0,116087000.0,39200000.0,,,-20203000.0,-29010000.0,,-100013000.0,202562000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q1,2018-10-01,2018-12-31,2020-02-05 16:30:48+00:00,,,,14001000.0,14012000.0,18900000.0,,-82132000.0,-60393000.0,197858000.0,-82132000.0,-60393000.0,197858000.0,55333000.0,130905000.0,130905000.0,38940000.0,,,-190884000.0,-21046000.0,,-101032000.0,151537000.0,
F5 Networks Inc,FFIV,,1048695,2019.0,Q1TTM,2018-01-01,2018-12-31,,,104878000.0,,58312000.0,58093000.0,47803000.0,,-503285000.0,-395312000.0,768969000.0,-503285000.0,-395312000.0,768969000.0,-129628000.0,496165000.0,496165000.0,156399000.0,,,-807676000.0,-68020000.0,,-551088000.0,480384000.0,
F5 Networks Inc,FFIV,,1048695,2020.0,Q2,2020-01-01,2020-03-31,,-955574000.0,,2089000.0,24133000.0,50889000.0,484000.0,400000000.0,347435000.0,-686613000.0,181808000.0,347435000.0,-686613000.0,181808000.0,-157370000.0,61379000.0,61379000.0,45407000.0,,,-14566000.0,-13159000.0,-3040000.0,-50009000.0,296686000.0,
F5 Networks Inc,FFIV,,1048695,2020.0,Q2YTD,2019-10-01,2020-03-31,2020-05-06 16:07:57+00:00,-955574000.0,,2089000.0,43112000.0,31279000.0,21443000.0,400000000.0,368394000.0,-716013000.0,325820000.0,368394000.0,-716013000.0,325820000.0,-21799000.0,159906000.0,159906000.0,91523000.0,,,-195123000.0,-35463000.0,-3040000.0,-50009000.0,470147000.0,
F5 Networks Inc,FFIV,,1048695,2020.0,Q1,2019-10-01,2019-12-31,2020-02-05 16:30:48+00:00,,,,18979000.0,-19610000.0,20959000.0,,20959000.0,-29400000.0,144012000.0,20959000.0,-29400000.0,144012000.0,135571000.0,98527000.0,98527000.0,46116000.0,,,-180557000.0,-22304000.0,,0.0,173461000.0,
