company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2009.0,Q3,2009-07-01,2009-09-30,,,510000000.0,,,586000000.0,,157000000.0,9347000000.0,,20174000000.0,,-44928000000.0,33911000000.0,22906000000.0,-44928000000.0,33911000000.0,22906000000.0,12046000000.0,4157000000.0,-1001000000.0,-1001000000.0,-3076000000.0,1759000000.0,-19000000.0,,-1148000000.0,11705000000.0,-39857000000.0,-68092000000.0,,,76844000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 14:56:54+00:00,,1036000000.0,,,1169000000.0,31804000000.0,-32000000.0,40223000000.0,13468000000.0,42635000000.0,30000000000.0,-141144000000.0,173914000000.0,74771000000.0,-141144000000.0,173914000000.0,74771000000.0,107509000000.0,-10362000000.0,7471000000.0,7471000000.0,36617000000.0,-1883000000.0,-18000000.0,0.0,-2385000000.0,26755000000.0,-46729000000.0,-214482000000.0,,,152222000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2009.0,Q2TTM,2008-07-01,2009-06-30,,,1977000000.0,-4816000000.0,-36387000000.0,1978000000.0,38454000000.0,-73000000.0,22740000000.0,23567000000.0,49240000000.0,45000000000.0,-155202000000.0,188907000000.0,67607000000.0,-155202000000.0,188907000000.0,67607000000.0,101239000000.0,24881000000.0,6859000000.0,6859000000.0,67858000000.0,-7687000000.0,-40000000.0,,-7820000000.0,41740000000.0,-170704000000.0,-290030000000.0,,,253299000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2009.0,Q2,2009-04-01,2009-06-30,,,516000000.0,,,591000000.0,,47000000.0,3139000000.0,13468000000.0,18389000000.0,,-50418000000.0,-2697000000.0,19974000000.0,-50418000000.0,-2697000000.0,19974000000.0,-33094000000.0,17234000000.0,3224000000.0,3224000000.0,-31455000000.0,-871000000.0,-29000000.0,,-1288000000.0,13375000000.0,-32986000000.0,-98192000000.0,,,61744000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 07:49:12+00:00,,520000000.0,,,578000000.0,31804000000.0,-79000000.0,37084000000.0,,24246000000.0,30000000000.0,-90726000000.0,176611000000.0,54797000000.0,-90726000000.0,176611000000.0,54797000000.0,140603000000.0,-27596000000.0,4247000000.0,4247000000.0,68072000000.0,-1012000000.0,11000000.0,0.0,-1097000000.0,13380000000.0,-13743000000.0,-116290000000.0,,,90478000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q4,2010-10-01,2010-12-31,,,420000000.0,-1465000000.0,-21166000000.0,530000000.0,,88000000.0,1681000000.0,,-40729000000.0,,-54543000000.0,26608000000.0,5158000000.0,-54543000000.0,26608000000.0,5158000000.0,-22689000000.0,33108000000.0,-1244000000.0,-1244000000.0,62202000000.0,-1358000000.0,54000000.0,,-423000000.0,5129000000.0,-67597000000.0,-46553000000.0,,,32003000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:03:27+00:00,,1731000000.0,-1465000000.0,-21166000000.0,2181000000.0,,228000000.0,41950000000.0,,52215000000.0,0.0,-65334000000.0,-30347000000.0,82541000000.0,-65334000000.0,-30347000000.0,82541000000.0,-12912000000.0,36598000000.0,-2238000000.0,-2238000000.0,-19683000000.0,10482000000.0,58000000.0,2807000000.0,-1762000000.0,28435000000.0,-206406000000.0,-152443000000.0,,,192935000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 16:07:19+00:00,,1311000000.0,,,1651000000.0,,140000000.0,40269000000.0,,92944000000.0,0.0,-10791000000.0,-56955000000.0,77383000000.0,-10791000000.0,-56955000000.0,77383000000.0,9777000000.0,3490000000.0,-994000000.0,-994000000.0,-81885000000.0,11840000000.0,4000000.0,2807000000.0,-1339000000.0,23306000000.0,-138809000000.0,-105890000000.0,,,160932000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3TTM,2009-10-01,2010-09-30,,,1743000000.0,-2964000000.0,-37602000000.0,2232000000.0,,409000000.0,65623000000.0,,97879000000.0,19244000000.0,-24287000000.0,-106855000000.0,109468000000.0,-24287000000.0,-106855000000.0,109437000000.0,-21296000000.0,20202000000.0,-1188000000.0,-1188000000.0,-84057000000.0,7642000000.0,-1000000.0,2807000000.0,-2669000000.0,33416000000.0,-243522000000.0,-113942000000.0,,-45000000000.0,217917000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3,2010-07-01,2010-09-30,,,426000000.0,,,538000000.0,,188000000.0,27624000000.0,,1998000000.0,,-21256000000.0,-36882000000.0,38032000000.0,-21256000000.0,-36882000000.0,38032000000.0,-19918000000.0,20634000000.0,-7299000000.0,-7299000000.0,-24151000000.0,11347000000.0,-9000000.0,,-449000000.0,5396000000.0,-38856000000.0,-43430000000.0,,,26125000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-04 16:29:52+00:00,,885000000.0,,,1113000000.0,,-48000000.0,12645000000.0,,90946000000.0,,10465000000.0,-20073000000.0,39351000000.0,10465000000.0,-20073000000.0,39351000000.0,29695000000.0,-17144000000.0,6305000000.0,6305000000.0,-57734000000.0,493000000.0,13000000.0,2807000000.0,-890000000.0,17910000000.0,-99953000000.0,-62460000000.0,,,134807000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2TTM,2009-07-01,2010-06-30,,,1827000000.0,-2964000000.0,-37602000000.0,2280000000.0,,378000000.0,47346000000.0,,116055000000.0,19244000000.0,-47959000000.0,-36062000000.0,94342000000.0,-47959000000.0,-36062000000.0,94311000000.0,10668000000.0,3725000000.0,5110000000.0,5110000000.0,-62982000000.0,-1946000000.0,-11000000.0,2807000000.0,-3368000000.0,39725000000.0,-244523000000.0,-138604000000.0,,-45000000000.0,268636000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2,2010-04-01,2010-06-30,,,439000000.0,,,547000000.0,,-54000000.0,2770000000.0,,52250000000.0,,16699000000.0,-25880000000.0,15475000000.0,16699000000.0,-25880000000.0,15475000000.0,6240000000.0,-1635000000.0,3123000000.0,3123000000.0,-50629000000.0,491000000.0,-21000000.0,,-440000000.0,8105000000.0,-34841000000.0,-33455000000.0,,,59590000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 15:53:07+00:00,,446000000.0,,,566000000.0,,6000000.0,9875000000.0,,38696000000.0,,-6234000000.0,5807000000.0,23876000000.0,-6234000000.0,5807000000.0,23876000000.0,23455000000.0,-15509000000.0,3182000000.0,3182000000.0,-7105000000.0,2000000.0,34000000.0,2807000000.0,-450000000.0,9805000000.0,-65112000000.0,-29005000000.0,,,75217000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q1TTM,2009-04-01,2010-03-31,,,1904000000.0,-2964000000.0,-37602000000.0,2324000000.0,,479000000.0,47715000000.0,13468000000.0,82194000000.0,19244000000.0,-115076000000.0,-12879000000.0,98841000000.0,-115076000000.0,-12879000000.0,98810000000.0,-28666000000.0,22594000000.0,5211000000.0,5211000000.0,-43808000000.0,-3308000000.0,-19000000.0,2807000000.0,-4216000000.0,44995000000.0,-242668000000.0,-203341000000.0,,-45000000000.0,270790000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q4,2011-10-01,2011-12-31,,,2411000000.0,-1653000000.0,-25207000000.0,480000000.0,,-281000000.0,-7327000000.0,,308000000.0,,-61112000000.0,74027000000.0,24603000000.0,-61112000000.0,74027000000.0,24603000000.0,37237000000.0,-8312000000.0,1991000000.0,1991000000.0,38815000000.0,24114000000.0,,,-475000000.0,2934000000.0,-37161000000.0,-52633000000.0,,,72373000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 16:07:46+00:00,,3555000000.0,-1653000000.0,-25207000000.0,1976000000.0,,-548000000.0,22506000000.0,,26001000000.0,5000000000.0,-104654000000.0,52429000000.0,64448000000.0,-104654000000.0,52429000000.0,64448000000.0,11675000000.0,22611000000.0,1446000000.0,1446000000.0,-1567000000.0,21555000000.0,45000000.0,,-1738000000.0,13410000000.0,-146928000000.0,-156573000000.0,0.0,,200924000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-03 16:07:19+00:00,,1144000000.0,,,1496000000.0,,-267000000.0,29833000000.0,,25693000000.0,5000000000.0,-43542000000.0,-21598000000.0,39845000000.0,-43542000000.0,-21598000000.0,39845000000.0,-25562000000.0,30923000000.0,-545000000.0,-545000000.0,-40382000000.0,-2559000000.0,45000000.0,0.0,-1263000000.0,10476000000.0,-109767000000.0,-103940000000.0,,,128551000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3TTM,2010-10-01,2011-09-30,,,1564000000.0,-1465000000.0,-21166000000.0,2026000000.0,,-179000000.0,31514000000.0,,-15036000000.0,5000000000.0,-98085000000.0,5010000000.0,45003000000.0,-98085000000.0,5010000000.0,45003000000.0,-48251000000.0,64031000000.0,-1789000000.0,-1789000000.0,21820000000.0,-3917000000.0,99000000.0,,-1686000000.0,15605000000.0,-177364000000.0,-150493000000.0,,,160554000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3,2011-07-01,2011-09-30,,,377000000.0,,,494000000.0,,-507000000.0,-21569000000.0,,8734000000.0,5000000000.0,-18603000000.0,-6194000000.0,-11358000000.0,-18603000000.0,-6194000000.0,-11358000000.0,-36662000000.0,2945000000.0,6232000000.0,6232000000.0,-14817000000.0,-299000000.0,6000000.0,,-445000000.0,3407000000.0,-40972000000.0,-34843000000.0,,,49595000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-02 16:15:42+00:00,,767000000.0,,,1002000000.0,,240000000.0,51402000000.0,,16959000000.0,0.0,-24939000000.0,-15404000000.0,51203000000.0,-24939000000.0,-15404000000.0,51203000000.0,11100000000.0,27978000000.0,-6777000000.0,-6777000000.0,-25565000000.0,-2260000000.0,39000000.0,,-818000000.0,7069000000.0,-68795000000.0,-69097000000.0,,,78956000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2TTM,2010-07-01,2011-06-30,,,1613000000.0,-1465000000.0,-21166000000.0,2070000000.0,,516000000.0,80707000000.0,,-21772000000.0,,-100738000000.0,-25678000000.0,94393000000.0,-100738000000.0,-25678000000.0,94393000000.0,-31507000000.0,81720000000.0,-15320000000.0,-15320000000.0,12486000000.0,7729000000.0,84000000.0,,-1690000000.0,17594000000.0,-175248000000.0,-159080000000.0,,,137084000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2,2011-04-01,2011-06-30,,,382000000.0,,,495000000.0,,138000000.0,58479000000.0,,-6824000000.0,,-28496000000.0,-1436000000.0,51779000000.0,-28496000000.0,-1436000000.0,51779000000.0,21985000000.0,18233000000.0,-8826000000.0,-8826000000.0,-1125000000.0,-2006000000.0,,,-403000000.0,3255000000.0,-44964000000.0,-39502000000.0,,,44653000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 15:53:07+00:00,,385000000.0,,,507000000.0,,102000000.0,-7077000000.0,,23783000000.0,,3557000000.0,-13968000000.0,-576000000.0,3557000000.0,-13968000000.0,-576000000.0,-10885000000.0,9745000000.0,2049000000.0,2049000000.0,-24440000000.0,-254000000.0,39000000.0,0.0,-415000000.0,3814000000.0,-23831000000.0,-29595000000.0,,,34303000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q1TTM,2010-04-01,2011-03-31,,,1670000000.0,-1465000000.0,-21166000000.0,2122000000.0,,324000000.0,24998000000.0,,37302000000.0,,-55543000000.0,-50122000000.0,58089000000.0,-55543000000.0,-50122000000.0,58089000000.0,-47252000000.0,61852000000.0,-3371000000.0,-3371000000.0,-37018000000.0,10226000000.0,63000000.0,,-1727000000.0,22444000000.0,-165125000000.0,-153033000000.0,,,152021000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q4,2012-10-01,2012-12-31,,,2889000000.0,1372000000.0,-18268000000.0,427000000.0,,-1171000000.0,-31006000000.0,,-54846000000.0,,46995000000.0,-13380000000.0,-28107000000.0,46995000000.0,-13380000000.0,-28107000000.0,4337000000.0,41954000000.0,732000000.0,732000000.0,14110000000.0,-3353000000.0,78493000000.0,,-472000000.0,2204000000.0,-54461000000.0,-18134000000.0,,,26971000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:06:24+00:00,,3844000000.0,1372000000.0,-18268000000.0,1774000000.0,,-731000000.0,-30018000000.0,,22200000000.0,667000000.0,42416000000.0,-34979000000.0,-16056000000.0,42416000000.0,-34979000000.0,-16056000000.0,-9350000000.0,72220000000.0,4188000000.0,4188000000.0,-8741000000.0,-4013000000.0,78644000000.0,,-1909000000.0,8169000000.0,-194980000000.0,-129406000000.0,0.0,0.0,168742000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-02 16:07:38+00:00,,955000000.0,,,1347000000.0,,440000000.0,988000000.0,,77046000000.0,667000000.0,-4579000000.0,-21599000000.0,12051000000.0,-4579000000.0,-21599000000.0,12051000000.0,-13687000000.0,30266000000.0,3456000000.0,3456000000.0,-22851000000.0,-660000000.0,151000000.0,,-1437000000.0,5965000000.0,-140519000000.0,-111272000000.0,,,141771000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3TTM,2011-10-01,2012-09-30,,,3366000000.0,-1653000000.0,-25207000000.0,1827000000.0,,159000000.0,-6339000000.0,,77354000000.0,667000000.0,-65691000000.0,52428000000.0,36654000000.0,-65691000000.0,52428000000.0,36654000000.0,23550000000.0,21954000000.0,5447000000.0,5447000000.0,15964000000.0,23454000000.0,151000000.0,,-1912000000.0,8899000000.0,-177680000000.0,-163905000000.0,,,214144000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3,2012-07-01,2012-09-30,,,315000000.0,,,437000000.0,,705000000.0,6099000000.0,,-10903000000.0,6000000.0,-9345000000.0,-17960000000.0,9298000000.0,-9345000000.0,-17960000000.0,9298000000.0,-17302000000.0,28082000000.0,340000000.0,340000000.0,-7918000000.0,333000000.0,79000000.0,,-471000000.0,1774000000.0,-37980000000.0,-26138000000.0,,,27938000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-02 16:15:42+00:00,,640000000.0,,,910000000.0,,-265000000.0,-5111000000.0,,87949000000.0,661000000.0,4766000000.0,-3639000000.0,2753000000.0,4766000000.0,-3639000000.0,2753000000.0,3615000000.0,2184000000.0,3116000000.0,3116000000.0,-14933000000.0,-993000000.0,72000000.0,,-966000000.0,4191000000.0,-102539000000.0,-85134000000.0,,,113833000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2TTM,2011-07-01,2012-06-30,,,3428000000.0,-1653000000.0,-25207000000.0,1884000000.0,,-1053000000.0,-34007000000.0,,96991000000.0,5661000000.0,-74949000000.0,64194000000.0,15998000000.0,-74949000000.0,64194000000.0,15998000000.0,4190000000.0,-3183000000.0,11339000000.0,11339000000.0,9065000000.0,22822000000.0,78000000.0,,-1886000000.0,10532000000.0,-180672000000.0,-172610000000.0,,,235801000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2,2012-04-01,2012-06-30,,,160000000.0,,,442000000.0,,-825000000.0,13092000000.0,,30541000000.0,-26000000.0,-30373000000.0,7767000000.0,18356000000.0,-30373000000.0,7767000000.0,18356000000.0,-5075000000.0,-6086000000.0,2463000000.0,2463000000.0,-332000000.0,426000000.0,45000000.0,,-483000000.0,1773000000.0,-34978000000.0,-54364000000.0,,,43077000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:12:00+00:00,,480000000.0,,,468000000.0,,560000000.0,-18203000000.0,,57408000000.0,687000000.0,35139000000.0,-11406000000.0,-15603000000.0,35139000000.0,-11406000000.0,-15603000000.0,8690000000.0,8270000000.0,653000000.0,653000000.0,-14601000000.0,-1419000000.0,27000000.0,,-483000000.0,2418000000.0,-67561000000.0,-30770000000.0,,,70756000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q1TTM,2011-04-01,2012-03-31,,,3650000000.0,-1653000000.0,-25207000000.0,1937000000.0,,-90000000.0,11380000000.0,,59626000000.0,5687000000.0,-73072000000.0,54991000000.0,49421000000.0,-73072000000.0,54991000000.0,49421000000.0,31250000000.0,21136000000.0,50000000.0,50000000.0,8272000000.0,20390000000.0,33000000.0,,-1806000000.0,12014000000.0,-190658000000.0,-157748000000.0,,,237377000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 16:47:44+00:00,,2663000000.0,1559000000.0,12912000000.0,1597000000.0,,-1863000000.0,58911000000.0,,61667000000.0,1008000000.0,-95442000000.0,25058000000.0,92817000000.0,-95442000000.0,25058000000.0,92817000000.0,20570000000.0,14010000000.0,11431000000.0,11431000000.0,29596000000.0,14903000000.0,-95167000000.0,,-1677000000.0,3556000000.0,-226610000000.0,-65602000000.0,-3220000000.0,-6461000000.0,222072000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2013.0,Q4,2013-10-01,2013-12-31,,,,1559000000.0,12912000000.0,,,-202000000.0,,,18949000000.0,,-19451000000.0,17748000000.0,11994000000.0,-19451000000.0,17748000000.0,11994000000.0,10089000000.0,9153000000.0,0.0,,21679000000.0,,-28175000000.0,,-361000000.0,,-52244000000.0,-17666000000.0,-1351000000.0,,48313000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2013.0,Q3TTM,2012-10-01,2013-09-30,,,4989000000.0,1372000000.0,-18268000000.0,1628000000.0,,-2832000000.0,26387000000.0,,-12128000000.0,1008000000.0,-28996000000.0,-6070000000.0,52716000000.0,-28996000000.0,-6070000000.0,52716000000.0,14818000000.0,46811000000.0,8724000000.0,8724000000.0,22027000000.0,5564000000.0,11501000000.0,,-1788000000.0,5424000000.0,-228827000000.0,-66070000000.0,-1869000000.0,-6461000000.0,200730000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2013.0,Q3,2013-07-01,2013-09-30,,,895000000.0,,,388000000.0,,434000000.0,-664000000.0,,1805000000.0,,4142000000.0,9602000000.0,8227000000.0,4142000000.0,9602000000.0,8227000000.0,22405000000.0,29335000000.0,2497000000.0,2497000000.0,12161000000.0,4815000000.0,-66991000000.0,,-362000000.0,296000000.0,-49068000000.0,42147000000.0,-866000000.0,-926000000.0,46509000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 16:39:42+00:00,,2100000000.0,,,1201000000.0,,-1661000000.0,57393000000.0,,42718000000.0,1008000000.0,-75991000000.0,7310000000.0,80823000000.0,-75991000000.0,7310000000.0,80823000000.0,10481000000.0,4857000000.0,7992000000.0,7992000000.0,7917000000.0,8917000000.0,-66992000000.0,,-1316000000.0,3220000000.0,-174366000000.0,-47936000000.0,-1869000000.0,-6461000000.0,173759000000.0
