company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,Q1TTM,2017-04-01,2018-03-31,,,2155000000.0,3235000000.0,12852000000.0,2107000000.0,,1992000000.0,19860000000.0,,42318000000.0,2349000000.0,31466000000.0,-60449000000.0,63252000000.0,31466000000.0,-60449000000.0,63207000000.0,36216000000.0,56523000000.0,19813000000.0,19813000000.0,-33897000000.0,15922000000.0,844000000.0,,-6119000000.0,3395000000.0,-207540000000.0,-49505000000.0,-14944000000.0,,180988000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,Q1,2018-01-01,2018-03-31,2019-04-26 16:06:36+00:00,,610000000.0,,,376000000.0,,700000000.0,26268000000.0,,26341000000.0,2349000000.0,28602000000.0,-22849000000.0,40399000000.0,28602000000.0,-22849000000.0,40354000000.0,46807000000.0,19119000000.0,6918000000.0,6918000000.0,-31883000000.0,5393000000.0,902000000.0,,-1674000000.0,834000000.0,-20233000000.0,-13577000000.0,-4858000000.0,,29267000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q4,2019-10-01,2019-12-31,,,647000000.0,4359000000.0,22196000000.0,439000000.0,,508000000.0,48359000000.0,,-3222000000.0,,-11866000000.0,-43279000000.0,59103000000.0,-11866000000.0,-43279000000.0,59103000000.0,4466000000.0,41967000000.0,6994000000.0,6994000000.0,-3002000000.0,1723000000.0,-32858000000.0,,-1848000000.0,941000000.0,-84453000000.0,-7952000000.0,-7748000000.0,-205000000.0,44176000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,FY,2019-01-01,2019-12-31,2020-02-19 16:18:13+00:00,,2066000000.0,4359000000.0,22196000000.0,1729000000.0,,-368000000.0,19381000000.0,,52420000000.0,3643000000.0,3377000000.0,-80630000000.0,61777000000.0,3377000000.0,-80630000000.0,61777000000.0,-15844000000.0,53327000000.0,27430000000.0,27430000000.0,-13466000000.0,7581000000.0,-18573000000.0,,-5934000000.0,3590000000.0,-245642000000.0,-50794000000.0,-28144000000.0,-2568000000.0,178478000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-28 16:37:44+00:00,,1419000000.0,,,1290000000.0,,-876000000.0,-28978000000.0,,55642000000.0,3643000000.0,15243000000.0,-37351000000.0,2674000000.0,15243000000.0,-37351000000.0,2674000000.0,-20310000000.0,11360000000.0,20436000000.0,20436000000.0,-10464000000.0,5858000000.0,14285000000.0,,-4086000000.0,2649000000.0,-161189000000.0,-42842000000.0,-20396000000.0,-2363000000.0,134302000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q3TTM,2018-10-01,2019-09-30,,,1832000000.0,2470000000.0,19087000000.0,1814000000.0,,-647000000.0,-47054000000.0,,59047000000.0,3643000000.0,45799000000.0,-61668000000.0,-11248000000.0,45799000000.0,-61668000000.0,-11248000000.0,-27764000000.0,47187000000.0,27714000000.0,27714000000.0,-23358000000.0,892000000.0,17183000000.0,,-5831000000.0,3554000000.0,-210073000000.0,-47440000000.0,-25627000000.0,-2363000000.0,171763000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q3,2019-07-01,2019-09-30,,,554000000.0,,,493000000.0,,-1293000000.0,-11907000000.0,,16094000000.0,1280000000.0,22828000000.0,-30133000000.0,-5702000000.0,22828000000.0,-30133000000.0,-5702000000.0,-14300000000.0,17743000000.0,5777000000.0,5777000000.0,-23518000000.0,-1398000000.0,7158000000.0,,-464000000.0,779000000.0,-40478000000.0,-8994000000.0,-7626000000.0,-2363000000.0,33863000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q2TTM,2018-07-01,2019-06-30,,,1511000000.0,2470000000.0,19087000000.0,2105000000.0,,-64000000.0,-26731000000.0,,53444000000.0,3207000000.0,44016000000.0,-57817000000.0,14051000000.0,44016000000.0,-57817000000.0,14060000000.0,195000000.0,65402000000.0,29104000000.0,29104000000.0,-21591000000.0,4571000000.0,3605000000.0,,-7272000000.0,3491000000.0,-207207000000.0,-49630000000.0,-23041000000.0,-1699000000.0,170981000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q2,2019-04-01,2019-06-30,,,503000000.0,,,379000000.0,,1024000000.0,-17525000000.0,,24832000000.0,2363000000.0,7923000000.0,-2451000000.0,-6725000000.0,7923000000.0,-2451000000.0,-6725000000.0,-229000000.0,-4244000000.0,7348000000.0,7348000000.0,18940000000.0,700000000.0,12731000000.0,,-1696000000.0,1870000000.0,-63555000000.0,-19556000000.0,-6507000000.0,,42164000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-29 17:06:39+00:00,,865000000.0,,,797000000.0,,417000000.0,-17071000000.0,,39548000000.0,2363000000.0,-7585000000.0,-7218000000.0,8376000000.0,-7585000000.0,-7218000000.0,8376000000.0,-6010000000.0,-6383000000.0,14659000000.0,14659000000.0,13054000000.0,7256000000.0,7127000000.0,,-3622000000.0,1870000000.0,-120711000000.0,-33848000000.0,-12770000000.0,0.0,100439000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 16:56:46+00:00,,362000000.0,,,418000000.0,,-607000000.0,454000000.0,,14716000000.0,0.0,-15508000000.0,-4767000000.0,15101000000.0,-15508000000.0,-4767000000.0,15101000000.0,-5781000000.0,-2139000000.0,7311000000.0,7311000000.0,-5886000000.0,6556000000.0,-5604000000.0,,-1926000000.0,,-57156000000.0,-14292000000.0,-6263000000.0,0.0,58275000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q1TTM,2018-04-01,2019-03-31,,,1576000000.0,2470000000.0,19087000000.0,2105000000.0,,-2507000000.0,-27127000000.0,,52653000000.0,2166000000.0,9008000000.0,-53386000000.0,14222000000.0,9008000000.0,-53386000000.0,14267000000.0,-32618000000.0,50673000000.0,28540000000.0,28540000000.0,-22387000000.0,6680000000.0,-9565000000.0,,-7147000000.0,2448000000.0,-187450000000.0,-53761000000.0,-21499000000.0,-4512000000.0,156451000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2020.0,Q1TTM,2019-04-01,2020-03-31,,,2186000000.0,4359000000.0,22196000000.0,1743000000.0,,-710000000.0,26967000000.0,,62336000000.0,4741000000.0,180032000000.0,-166274000000.0,65719000000.0,180032000000.0,-166274000000.0,65719000000.0,78767000000.0,203988000000.0,24129000000.0,24129000000.0,-34952000000.0,7104000000.0,-8714000000.0,,-6091000000.0,3590000000.0,-292193000000.0,-44345000000.0,-28243000000.0,-3640000000.0,160871000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2020.0,Q1,2020-01-01,2020-03-31,2020-05-01 16:56:46+00:00,,482000000.0,,,432000000.0,,-949000000.0,8040000000.0,,24632000000.0,1098000000.0,161147000000.0,-90411000000.0,19043000000.0,161147000000.0,-90411000000.0,19043000000.0,88830000000.0,148522000000.0,4010000000.0,4010000000.0,-27372000000.0,6079000000.0,4255000000.0,,-2083000000.0,,-103707000000.0,-7843000000.0,-6362000000.0,-1072000000.0,40668000000.0
