company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,timedepositsplaced,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2014.0,Q2,,2014-06-30,2014-07-29 16:34:39+00:00,15811000000.0,-4711000000.0,31969000000.0,0.0,153468000000.0,217829000000.0,229449000000.0,69810000000.0,5099000000.0,736129000000.0,120930000000.0,911899000000.0,9801000000.0,257071000000.0,4368000000.0,896088000000.0,10145000000.0,398200000000.0,187126000000.0,,239397000000.0,73808000000.0,85447000000.0,8646000000.0,2170557000000.0,222565000000.0,237411000000.0,237411000000.0,1933146000000.0,2170557000000.0,14846000000.0,597752000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2014.0,Q1,,2014-03-31,2014-05-01 17:15:24+00:00,16618000000.0,-7037000000.0,31099000000.0,0.0,153696000000.0,203108000000.0,215299000000.0,69842000000.0,5337000000.0,749404000000.0,120546000000.0,916217000000.0,12317000000.0,254785000000.0,4765000000.0,899599000000.0,10351000000.0,384246000000.0,185956000000.0,,238100000000.0,71877000000.0,88320000000.0,12793000000.0,2149851000000.0,218536000000.0,231888000000.0,231888000000.0,1917963000000.0,2149851000000.0,13352000000.0,581947000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2015.0,Q3,,2015-09-30,2015-10-30 16:57:30+00:00,12657000000.0,-3694000000.0,27886000000.0,0.0,151841000000.0,199238000000.0,206681000000.0,69761000000.0,3973000000.0,735653000000.0,142540000000.0,887689000000.0,,237288000000.0,,875032000000.0,9554000000.0,426356000000.0,175357000000.0,,218186000000.0,85485000000.0,80380000000.0,6485000000.0,2153006000000.0,233632000000.0,255905000000.0,255905000000.0,1897101000000.0,2153006000000.0,22273000000.0,635737000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2015.0,Q2,,2015-06-30,2015-07-29 16:09:58+00:00,13068000000.0,-5190000000.0,29974000000.0,0.0,152638000000.0,213024000000.0,199903000000.0,69775000000.0,4188000000.0,729404000000.0,133540000000.0,886449000000.0,,243414000000.0,,873381000000.0,9700000000.0,420156000000.0,181201000000.0,,207891000000.0,81938000000.0,83486000000.0,7996000000.0,2149034000000.0,229386000000.0,251659000000.0,251659000000.0,1897375000000.0,2149034000000.0,22273000000.0,639376000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2015.0,Q1,,2015-03-31,2015-04-29 16:14:38+00:00,13676000000.0,-2967000000.0,30106000000.0,0.0,153410000000.0,203758000000.0,206708000000.0,69776000000.0,4391000000.0,731793000000.0,132437000000.0,877956000000.0,10958000000.0,237858000000.0,,864280000000.0,9833000000.0,421375000000.0,176684000000.0,,213069000000.0,77472000000.0,85504000000.0,7418000000.0,2143545000000.0,227915000000.0,250188000000.0,250188000000.0,1893357000000.0,2143545000000.0,22273000000.0,632185000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2016.0,FY,,2016-12-31,2018-02-22 16:10:05+00:00,11237000000.0,-7288000000.0,30719000000.0,0.0,147038000000.0,170291000000.0,198224000000.0,68969000000.0,,810770000000.0,117019000000.0,906683000000.0,,216823000000.0,,895446000000.0,9139000000.0,450164000000.0,196172000000.0,,210400000000.0,101225000000.0,63444000000.0,9861000000.0,2188067000000.0,240975000000.0,266195000000.0,266195000000.0,1921872000000.0,2188067000000.0,25220000000.0,662506000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2016.0,Q3,,2016-09-30,2016-11-01 16:08:05+00:00,11692000000.0,-1701000000.0,26701000000.0,0.0,148261000000.0,178195000000.0,218810000000.0,69744000000.0,3168000000.0,789881000000.0,116733000000.0,905008000000.0,,225136000000.0,,893316000000.0,9133000000.0,443014000000.0,167958000000.0,,218632000000.0,98303000000.0,70373000000.0,8506000000.0,2195314000000.0,244863000000.0,270083000000.0,270083000000.0,1925231000000.0,2195314000000.0,25220000000.0,681245000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2016.0,Q2,,2016-06-30,2016-08-01 16:49:01+00:00,11837000000.0,-1328000000.0,29408000000.0,0.0,149554000000.0,178062000000.0,213737000000.0,69744000000.0,3352000000.0,779921000000.0,141799000000.0,903153000000.0,,229617000000.0,,891316000000.0,9150000000.0,436170000000.0,169119000000.0,,215158000000.0,93623000000.0,80612000000.0,7558000000.0,2186609000000.0,241849000000.0,267069000000.0,267069000000.0,1919540000000.0,2186609000000.0,25220000000.0,651426000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2016.0,Q1,,2016-03-31,2016-05-02 16:10:57+00:00,12069000000.0,-2610000000.0,27781000000.0,0.0,150774000000.0,188960000000.0,221129000000.0,69761000000.0,3578000000.0,781712000000.0,151829000000.0,901113000000.0,,232849000000.0,,889044000000.0,9358000000.0,435549000000.0,169382000000.0,,211708000000.0,90270000000.0,71944000000.0,5891000000.0,2185498000000.0,238434000000.0,262776000000.0,262776000000.0,1922722000000.0,2185498000000.0,24342000000.0,637745000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2017.0,FY,,2017-12-31,2018-07-30 16:31:01+00:00,10393000000.0,-7082000000.0,29480000000.0,0.0,138089000000.0,176865000000.0,212747000000.0,68951000000.0,,864871000000.0,127954000000.0,936749000000.0,,227402000000.0,,926356000000.0,9247000000.0,444674000000.0,196666000000.0,22323000000.0,233310000000.0,113816000000.0,66966000000.0,11153000000.0,2281234000000.0,267146000000.0,267146000000.0,267146000000.0,2014088000000.0,2281234000000.0,,698680000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2017.0,Q3,,2017-09-30,2017-10-30 16:05:41+00:00,10693000000.0,-6168000000.0,30819000000.0,0.0,142818000000.0,189790000000.0,217214000000.0,68968000000.0,2459000000.0,840430000000.0,141562000000.0,927117000000.0,,228666000000.0,,916424000000.0,8971000000.0,443987000000.0,186831000000.0,,244104000000.0,113486000000.0,64479000000.0,9493000000.0,2283896000000.0,250136000000.0,272459000000.0,272459000000.0,2011437000000.0,2283896000000.0,22323000000.0,701171000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2017.0,Q2,,2017-06-30,2017-07-31 16:04:22+00:00,10875000000.0,-6605000000.0,29974000000.0,0.0,142744000000.0,196407000000.0,217201000000.0,68969000000.0,2610000000.0,821819000000.0,128730000000.0,916666000000.0,,223923000000.0,,905791000000.0,8904000000.0,441161000000.0,186240000000.0,,228858000000.0,109628000000.0,71374000000.0,10152000000.0,2254529000000.0,245767000000.0,270987000000.0,270987000000.0,1983542000000.0,2254529000000.0,25220000000.0,695968000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2017.0,Q1,,2017-03-31,2017-05-02 16:06:33+00:00,11112000000.0,-7316000000.0,28955000000.0,0.0,144782000000.0,186098000000.0,210733000000.0,68969000000.0,2766000000.0,821946000000.0,139070000000.0,906242000000.0,,221385000000.0,,895130000000.0,9319000000.0,450195000000.0,188874000000.0,,219334000000.0,105467000000.0,80562000000.0,11967000000.0,2247701000000.0,242933000000.0,268153000000.0,268153000000.0,1979548000000.0,2247701000000.0,25220000000.0,691940000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,FY,,2018-12-31,2020-02-19 16:18:13+00:00,9601000000.0,-12211000000.0,29063000000.0,0.0,118896000000.0,186988000000.0,261131000000.0,68951000000.0,,954829000000.0,148341000000.0,946895000000.0,,229392000000.0,,937294000000.0,9906000000.0,426647000000.0,182134000000.0,,233246000000.0,136314000000.0,58080000000.0,7494000000.0,2354507000000.0,242999000000.0,265325000000.0,265325000000.0,2089182000000.0,2354507000000.0,22326000000.0,710193000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,Q3,,2018-09-30,2018-10-29 16:14:17+00:00,9734000000.0,-14836000000.0,27440000000.0,0.0,123921000000.0,171600000000.0,248237000000.0,68951000000.0,,917900000000.0,157418000000.0,929801000000.0,,234100000000.0,,920067000000.0,9680000000.0,427749000000.0,182757000000.0,,260102000000.0,130747000000.0,65235000000.0,7865000000.0,2338833000000.0,239832000000.0,262158000000.0,262158000000.0,2076675000000.0,2338833000000.0,22326000000.0,716401000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,Q2,,2018-06-30,2018-07-30 16:31:01+00:00,10050000000.0,-13333000000.0,29365000000.0,0.0,128822000000.0,177903000000.0,226486000000.0,68951000000.0,,874449000000.0,141834000000.0,935824000000.0,,226595000000.0,,925774000000.0,9537000000.0,435242000000.0,188101000000.0,,239038000000.0,125546000000.0,74222000000.0,8212000000.0,2291670000000.0,241035000000.0,264216000000.0,264216000000.0,2027454000000.0,2291670000000.0,23181000000.0,693410000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2018.0,Q1,,2018-03-31,2018-04-30 16:44:02+00:00,10260000000.0,-12278000000.0,26247000000.0,0.0,133532000000.0,178528000000.0,244630000000.0,68951000000.0,,880187000000.0,177994000000.0,934078000000.0,,232256000000.0,,923818000000.0,9399000000.0,448477000000.0,186960000000.0,,250833000000.0,120298000000.0,71973000000.0,8069000000.0,2328478000000.0,241552000000.0,266224000000.0,266224000000.0,2062254000000.0,2328478000000.0,24672000000.0,682410000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,FY,,2019-12-31,2020-05-01 16:56:46+00:00,9416000000.0,-6633000000.0,30152000000.0,0.0,91723000000.0,165109000000.0,274597000000.0,68951000000.0,,1017779000000.0,131408000000.0,983426000000.0,,240856000000.0,,974010000000.0,10561000000.0,417024000000.0,401357000000.0,,266068000000.0,156319000000.0,62433000000.0,7107000000.0,2434079000000.0,241409000000.0,264810000000.0,264810000000.0,2169269000000.0,2434079000000.0,23401000000.0,535936000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q3,,2019-09-30,2019-10-28 16:37:44+00:00,9433000000.0,-5617000000.0,26939000000.0,0.0,99215000000.0,202067000000.0,271595000000.0,68951000000.0,,985319000000.0,130155000000.0,972910000000.0,,243405000000.0,,963477000000.0,10493000000.0,407517000000.0,183951000000.0,23606000000.0,250928000000.0,151183000000.0,68707000000.0,7557000000.0,2426330000000.0,268387000000.0,268387000000.0,268387000000.0,2157943000000.0,2426330000000.0,,763212000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q2,,2019-06-30,2019-07-29 17:06:39+00:00,9527000000.0,-7477000000.0,29409000000.0,0.0,106619000000.0,194948000000.0,248077000000.0,68951000000.0,,968662000000.0,141985000000.0,963800000000.0,,238011000000.0,,954273000000.0,10426000000.0,406431000000.0,185689000000.0,24689000000.0,250808000000.0,147577000000.0,65644000000.0,8692000000.0,2395892000000.0,271408000000.0,271408000000.0,271408000000.0,2124484000000.0,2395892000000.0,,748362000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2019.0,Q1,,2019-03-31,2019-04-26 16:06:36+00:00,9577000000.0,-10042000000.0,28083000000.0,0.0,112838000000.0,188451000000.0,267017000000.0,68951000000.0,,971921000000.0,143540000000.0,945615000000.0,,233929000000.0,,936038000000.0,10251000000.0,407416000000.0,185380000000.0,22326000000.0,258091000000.0,141888000000.0,50308000000.0,9480000000.0,2377164000000.0,267010000000.0,267010000000.0,267010000000.0,2110154000000.0,2377164000000.0,,728436000000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2020.0,Q1,,2020-03-31,2020-05-01 16:56:46+00:00,15766000000.0,-120000000.0,30052000000.0,0.0,85745000000.0,170043000000.0,301969000000.0,68951000000.0,,1085288000000.0,220338000000.0,1050785000000.0,,256712000000.0,,1035019000000.0,10792000000.0,498037000000.0,460607000000.0,,260180000000.0,155866000000.0,84776000000.0,12283000000.0,2619954000000.0,241491000000.0,264918000000.0,264918000000.0,2355036000000.0,2619954000000.0,23427000000.0,479943000000.0
