company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,fedfundsandrepointerestincome,impairmentexpense,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q4,2010-10-01,2010-12-31,,420000000.0,-0.16,-0.16,0.01,894000000.0,-0.15,486000000.0,2000000000.0,-2351000000.0,1590000000.0,3029000000.0,12149000000.0,3815000000.0,484000000.0,-1244000000.0,-1244000000.0,-1565000000.0,12439000000.0,2481000000.0,3262000000.0,,965000000.0,-1500000000.0,6309000000.0,6607000000.0,321000000.0,5129000000.0,370000000.0,8800000000.0,1142000000.0,5851000000.0,18290000000.0,20864000000.0,9959000000.0,-3595000000.0,22398000000.0,1661000000.0,,9716200000.0,9790472000.0,9790472000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:03:27+00:00,1731000000.0,-0.37,-0.37,0.04,3997000000.0,-0.37,1832000000.0,12400000000.0,915000000.0,5520000000.0,11667000000.0,50996000000.0,16278000000.0,1963000000.0,-2238000000.0,-2238000000.0,-3595000000.0,51523000000.0,9712000000.0,16873000000.0,,4161000000.0,,20333000000.0,36304000000.0,1357000000.0,28435000000.0,1820000000.0,35149000000.0,3699000000.0,23974000000.0,75497000000.0,83108000000.0,58697000000.0,-1323000000.0,110220000000.0,6841000000.0,,9716200000.0,9790472000.0,9790472000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:07:19+00:00,426000000.0,-0.77,-0.77,0.01,950000000.0,-0.77,441000000.0,10400000000.0,1387000000.0,1371000000.0,2605000000.0,12485000000.0,3976000000.0,497000000.0,-7299000000.0,-7299000000.0,-7647000000.0,12435000000.0,2371000000.0,3713000000.0,,1037000000.0,,4699000000.0,9181000000.0,348000000.0,5396000000.0,421000000.0,8402000000.0,848000000.0,5774000000.0,18209000000.0,27216000000.0,14265000000.0,-5912000000.0,26700000000.0,1641000000.0,,9931200000.0,9976351000.0,9976351000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3YTD,2010-01-01,2010-09-30,,1311000000.0,-0.21,-0.21,0.03,3103000000.0,-0.22,1346000000.0,10400000000.0,3266000000.0,3930000000.0,8638000000.0,38847000000.0,12463000000.0,1479000000.0,-994000000.0,-994000000.0,-2030000000.0,39084000000.0,7231000000.0,13611000000.0,,3196000000.0,1500000000.0,14024000000.0,29697000000.0,1036000000.0,23306000000.0,1450000000.0,26349000000.0,2557000000.0,18123000000.0,57207000000.0,62244000000.0,48738000000.0,2272000000.0,87822000000.0,5180000000.0,,9931200000.0,9976351000.0,9976351000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q3TTM,2009-10-01,2010-09-30,,1743000000.0,-1.01,-1.01,0.04,4575000000.0,-1.02,1673000000.0,10400000000.0,2041000000.0,5526000000.0,11497000000.0,50252000000.0,16419000000.0,1922000000.0,-1188000000.0,-1188000000.0,-7226000000.0,50643000000.0,9809000000.0,17509000000.0,,4529000000.0,-5639000000.0,19066000000.0,44859000000.0,6038000000.0,33416000000.0,1983000000.0,33706000000.0,3215000000.0,24209000000.0,74852000000.0,78629000000.0,62255000000.0,853000000.0,112898000000.0,6901000000.0,,9931200000.0,9976351000.0,9976351000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2,2010-04-01,2010-06-30,2011-08-04 16:29:52+00:00,439000000.0,0.28,0.28,0.01,1031000000.0,0.27,457000000.0,0.0,672000000.0,1319000000.0,2917000000.0,12887000000.0,4297000000.0,495000000.0,3123000000.0,3123000000.0,2783000000.0,12900000000.0,2427000000.0,3904000000.0,,1062000000.0,,4595000000.0,11030000000.0,340000000.0,8105000000.0,508000000.0,8789000000.0,891000000.0,6219000000.0,19119000000.0,17253000000.0,16253000000.0,3795000000.0,29153000000.0,1796000000.0,,9939300000.0,9956773000.0,10029776000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2YTD,2010-01-01,2010-06-30,,885000000.0,0.56,0.56,0.02,2153000000.0,0.55,905000000.0,,1879000000.0,2559000000.0,6033000000.0,26362000000.0,8487000000.0,982000000.0,6305000000.0,6305000000.0,5617000000.0,26649000000.0,4860000000.0,9898000000.0,,2159000000.0,1500000000.0,9325000000.0,20516000000.0,688000000.0,17910000000.0,1029000000.0,17947000000.0,1709000000.0,12349000000.0,38998000000.0,35028000000.0,34473000000.0,8184000000.0,61122000000.0,3539000000.0,,9939300000.0,9956773000.0,10029776000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q2TTM,2009-07-01,2010-06-30,,1827000000.0,-0.5,-0.5,0.04,5335000000.0,-0.51,1954000000.0,,-321000000.0,5409000000.0,11867000000.0,49387000000.0,16596000000.0,1895000000.0,5110000000.0,5110000000.0,-1820000000.0,49631000000.0,9867000000.0,18791000000.0,,4855000000.0,-4341000000.0,19057000000.0,42743000000.0,6930000000.0,39725000000.0,2156000000.0,32917000000.0,3604000000.0,25535000000.0,75166000000.0,67719000000.0,62602000000.0,4789000000.0,112233000000.0,7103000000.0,,9939300000.0,9956773000.0,10029776000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 15:53:07+00:00,446000000.0,0.28,0.28,0.01,1122000000.0,0.28,448000000.0,0.0,1207000000.0,1240000000.0,3116000000.0,13475000000.0,4190000000.0,487000000.0,3182000000.0,3182000000.0,2834000000.0,13749000000.0,2433000000.0,5994000000.0,,1097000000.0,1500000000.0,4730000000.0,9486000000.0,348000000.0,9805000000.0,521000000.0,9158000000.0,818000000.0,6130000000.0,19879000000.0,17775000000.0,18220000000.0,4389000000.0,31969000000.0,1743000000.0,,10121400000.0,9177468000.0,10005254000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2010.0,Q1TTM,2009-04-01,2010-03-31,,1904000000.0,-0.45,-0.45,0.04,6386000000.0,-0.45,2187000000.0,,-1838000000.0,5736000000.0,12233000000.0,48829000000.0,16783000000.0,1899000000.0,5211000000.0,5211000000.0,-2184000000.0,48361000000.0,9896000000.0,22600000000.0,,5131000000.0,-1814000000.0,19392000000.0,40971000000.0,7395000000.0,44995000000.0,2477000000.0,31918000000.0,4109000000.0,27278000000.0,75639000000.0,67486000000.0,67493000000.0,3373000000.0,115854000000.0,7259000000.0,,10121400000.0,9177468000.0,10005254000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q4,2011-10-01,2011-12-31,,365000000.0,-0.01,0.16,0.01,616000000.0,0.18,449000000.0,581000000.0,441000000.0,1013000000.0,2239000000.0,10512000000.0,3175000000.0,523000000.0,1991000000.0,1991000000.0,1584000000.0,10701000000.0,2344000000.0,4618000000.0,,916000000.0,-630000000.0,6847000000.0,9186000000.0,407000000.0,2934000000.0,101000000.0,8761000000.0,921000000.0,4712000000.0,15413000000.0,19522000000.0,14187000000.0,2432000000.0,24888000000.0,1297000000.0,,8500000000.0,10142625000.0,10254824000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 16:07:46+00:00,1509000000.0,0.01,0.01,0.04,3002000000.0,0.01,2147000000.0,3184000000.0,-1676000000.0,5217000000.0,9525000000.0,44966000000.0,14019000000.0,2203000000.0,1446000000.0,1446000000.0,85000000.0,44616000000.0,9740000000.0,17132000000.0,,3637000000.0,,26035000000.0,26489000000.0,1361000000.0,13410000000.0,638000000.0,36965000000.0,4599000000.0,21620000000.0,66236000000.0,80274000000.0,48838000000.0,-230000000.0,93454000000.0,5961000000.0,,8500000000.0,10142625000.0,10254824000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3,2011-07-01,2011-09-30,2011-11-03 16:07:19+00:00,377000000.0,0.58,0.58,0.01,704000000.0,0.56,584000000.0,0.0,1201000000.0,942000000.0,1729000000.0,11205000000.0,3506000000.0,556000000.0,6232000000.0,6232000000.0,5889000000.0,10490000000.0,2425000000.0,3702000000.0,,835000000.0,,5214000000.0,13319000000.0,343000000.0,3407000000.0,176000000.0,8865000000.0,1153000000.0,5363000000.0,15853000000.0,17613000000.0,17963000000.0,7433000000.0,28453000000.0,1500000000.0,,10153400000.0,10116284000.0,10464395000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3YTD,2011-01-01,2011-09-30,,1144000000.0,0.02,-0.15,0.03,2386000000.0,-0.17,1698000000.0,2603000000.0,-2117000000.0,4204000000.0,7286000000.0,34454000000.0,10844000000.0,1680000000.0,-545000000.0,-545000000.0,-1499000000.0,33915000000.0,7396000000.0,12514000000.0,,2721000000.0,630000000.0,19188000000.0,17303000000.0,954000000.0,10476000000.0,537000000.0,28204000000.0,3678000000.0,16908000000.0,50823000000.0,60752000000.0,34651000000.0,-2662000000.0,68566000000.0,4664000000.0,,10153400000.0,10116284000.0,10464395000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q3TTM,2010-10-01,2011-09-30,,1564000000.0,-0.14,-0.31,0.04,3280000000.0,-0.32,2184000000.0,4603000000.0,-4468000000.0,5794000000.0,10315000000.0,46603000000.0,14659000000.0,2164000000.0,-1789000000.0,-1789000000.0,-3064000000.0,46354000000.0,9877000000.0,15776000000.0,,3686000000.0,-870000000.0,25497000000.0,23910000000.0,1275000000.0,15605000000.0,907000000.0,37004000000.0,4820000000.0,22759000000.0,69113000000.0,81616000000.0,44610000000.0,-6257000000.0,90964000000.0,6325000000.0,,10153400000.0,10116284000.0,10464395000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 16:15:42+00:00,382000000.0,-0.9,-0.9,0.01,843000000.0,-0.9,597000000.0,2603000000.0,-4049000000.0,1684000000.0,2675000000.0,11320000000.0,3618000000.0,560000000.0,-8826000000.0,-8826000000.0,-9127000000.0,11246000000.0,2481000000.0,4157000000.0,,918000000.0,,7500000000.0,-3851000000.0,301000000.0,3255000000.0,159000000.0,9171000000.0,1341000000.0,5802000000.0,17048000000.0,22856000000.0,1990000000.0,-12875000000.0,13236000000.0,1538000000.0,,10141100000.0,10094928000.0,10094928000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2YTD,2011-01-01,2011-06-30,,767000000.0,-0.56,-0.73,0.02,1682000000.0,-0.73,1114000000.0,2603000000.0,-3318000000.0,3262000000.0,5557000000.0,23249000000.0,7338000000.0,1124000000.0,-6777000000.0,-6777000000.0,-7388000000.0,23425000000.0,4971000000.0,8812000000.0,,1886000000.0,630000000.0,13974000000.0,3984000000.0,611000000.0,7069000000.0,361000000.0,19339000000.0,2525000000.0,11545000000.0,34970000000.0,43139000000.0,16688000000.0,-10095000000.0,40113000000.0,3164000000.0,,10141100000.0,10094928000.0,10094928000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q2TTM,2010-07-01,2011-06-30,,1613000000.0,-1.49,-1.66,0.04,3526000000.0,-1.65,2041000000.0,15003000000.0,-4282000000.0,6223000000.0,11191000000.0,47883000000.0,15129000000.0,2105000000.0,-15320000000.0,-15320000000.0,-16600000000.0,48299000000.0,9823000000.0,15787000000.0,,3888000000.0,-870000000.0,24982000000.0,19772000000.0,1280000000.0,17594000000.0,1152000000.0,36541000000.0,4515000000.0,23170000000.0,71469000000.0,91219000000.0,40912000000.0,-19602000000.0,89211000000.0,6466000000.0,,10141100000.0,10094928000.0,10094928000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 15:53:07+00:00,385000000.0,0.34,0.17,0.01,839000000.0,0.17,517000000.0,0.0,731000000.0,1578000000.0,2882000000.0,11929000000.0,3720000000.0,564000000.0,2049000000.0,2049000000.0,1739000000.0,12179000000.0,2490000000.0,4655000000.0,,968000000.0,630000000.0,6474000000.0,7835000000.0,310000000.0,3814000000.0,202000000.0,10168000000.0,1184000000.0,5743000000.0,17922000000.0,20283000000.0,14698000000.0,2780000000.0,26877000000.0,1626000000.0,,5114700000.0,10075875000.0,10181351000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2011.0,Q1TTM,2010-04-01,2011-03-31,,1670000000.0,-0.31,-0.48,0.04,3714000000.0,-0.48,1901000000.0,12400000000.0,439000000.0,5858000000.0,11433000000.0,49450000000.0,15808000000.0,2040000000.0,-3371000000.0,-3371000000.0,-4690000000.0,49953000000.0,9769000000.0,15534000000.0,,4032000000.0,-870000000.0,22077000000.0,34653000000.0,1319000000.0,22444000000.0,1501000000.0,36159000000.0,4065000000.0,23587000000.0,73540000000.0,85616000000.0,55175000000.0,-2932000000.0,105128000000.0,6724000000.0,,5114700000.0,10075875000.0,10181351000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:06:24+00:00,1264000000.0,0.26,0.26,0.04,1990000000.0,0.25,1502000000.0,,-1116000000.0,5299000000.0,8908000000.0,38880000000.0,11182000000.0,1873000000.0,4188000000.0,4188000000.0,2760000000.0,40656000000.0,9800000000.0,9602000000.0,,3016000000.0,,23508000000.0,16384000000.0,1428000000.0,8169000000.0,,35648000000.0,3572000000.0,16744000000.0,57400000000.0,72093000000.0,42678000000.0,3072000000.0,83334000000.0,5094000000.0,11393000000.0,10615400000.0,10746028000.0,10840854000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q4,2012-10-01,2012-12-31,,309000000.0,0.04,0.04,0.01,438000000.0,0.03,329000000.0,,-2636000000.0,1600000000.0,2250000000.0,9366000000.0,2354000000.0,480000000.0,732000000.0,732000000.0,367000000.0,10324000000.0,2475000000.0,1714000000.0,,719000000.0,,6796000000.0,-6371000000.0,365000000.0,2204000000.0,,8300000000.0,855000000.0,3647000000.0,13971000000.0,18360000000.0,8336000000.0,-1904000000.0,18660000000.0,1307000000.0,11393000000.0,10615400000.0,10746028000.0,10840854000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3,2012-07-01,2012-09-30,2012-11-02 16:07:38+00:00,315000000.0,0.0,0.0,0.01,484000000.0,0.0,353000000.0,0.0,770000000.0,1336000000.0,2031000000.0,9597000000.0,2661000000.0,479000000.0,340000000.0,340000000.0,-33000000.0,9938000000.0,2361000000.0,1810000000.0,,806000000.0,,5958000000.0,7344000000.0,373000000.0,1774000000.0,0.0,8431000000.0,893000000.0,4038000000.0,13976000000.0,17544000000.0,10490000000.0,1110000000.0,20428000000.0,1189000000.0,,,10776173000.0,10776173000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3YTD,2012-01-01,2012-09-30,,955000000.0,0.22,0.22,0.03,1552000000.0,0.22,1173000000.0,,1520000000.0,3699000000.0,6658000000.0,29514000000.0,8828000000.0,1393000000.0,3456000000.0,3456000000.0,2393000000.0,30332000000.0,7325000000.0,7888000000.0,,2297000000.0,,16712000000.0,22755000000.0,1063000000.0,5965000000.0,,27348000000.0,2717000000.0,13097000000.0,43429000000.0,53733000000.0,34342000000.0,4976000000.0,64674000000.0,3787000000.0,,,10776173000.0,10776173000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q3TTM,2011-10-01,2012-09-30,,1320000000.0,0.21,0.38,0.04,2168000000.0,0.4,1622000000.0,581000000.0,1961000000.0,4712000000.0,8897000000.0,40026000000.0,12003000000.0,1916000000.0,5447000000.0,5447000000.0,3977000000.0,41033000000.0,9669000000.0,12506000000.0,,3213000000.0,-630000000.0,23559000000.0,31941000000.0,1470000000.0,8899000000.0,101000000.0,36109000000.0,3638000000.0,17809000000.0,58842000000.0,73255000000.0,48529000000.0,7408000000.0,89562000000.0,5084000000.0,,,10776173000.0,10776173000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2,2012-04-01,2012-06-30,2012-08-02 16:15:42+00:00,321000000.0,0.19,0.19,0.01,519000000.0,0.19,360000000.0,0.0,684000000.0,1146000000.0,1902000000.0,9744000000.0,2982000000.0,449000000.0,2463000000.0,2463000000.0,2098000000.0,9548000000.0,2355000000.0,2526000000.0,,740000000.0,,5194000000.0,8748000000.0,365000000.0,1773000000.0,0.0,8729000000.0,943000000.0,4444000000.0,13992000000.0,17048000000.0,12420000000.0,3147000000.0,21968000000.0,1246000000.0,,11042100000.0,10775695000.0,11556011000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2YTD,2012-01-01,2012-06-30,,640000000.0,0.22,0.22,0.02,1068000000.0,0.22,820000000.0,,750000000.0,2363000000.0,4627000000.0,19917000000.0,6167000000.0,914000000.0,3116000000.0,3116000000.0,2426000000.0,20394000000.0,4964000000.0,6078000000.0,,1491000000.0,,10754000000.0,15411000000.0,690000000.0,4191000000.0,,18917000000.0,1824000000.0,9059000000.0,29453000000.0,36189000000.0,23852000000.0,3866000000.0,44246000000.0,2598000000.0,,11042100000.0,10775695000.0,11556011000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q2TTM,2011-07-01,2012-06-30,,1382000000.0,0.79,0.96,0.04,2388000000.0,0.96,1853000000.0,581000000.0,2392000000.0,4318000000.0,8595000000.0,41634000000.0,12848000000.0,1993000000.0,11339000000.0,11339000000.0,9899000000.0,41585000000.0,9733000000.0,14398000000.0,,3242000000.0,-630000000.0,22815000000.0,37916000000.0,1440000000.0,10532000000.0,277000000.0,36543000000.0,3898000000.0,19134000000.0,60719000000.0,73324000000.0,56002000000.0,13731000000.0,97587000000.0,5395000000.0,,11042100000.0,10775695000.0,11556011000.0
Bank of America Corp,BAC,9DJT3UXIJIZJI4WXO774,70858,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 16:07:38+00:00,319000000.0,0.03,0.03,0.01,549000000.0,0.03,460000000.0,,66000000.0,1217000000.0,2725000000.0,10173000000.0,3185000000.0,465000000.0,653000000.0,653000000.0,328000000.0,10846000000.0,2609000000.0,3552000000.0,,751000000.0,,5560000000.0,6663000000.0,325000000.0,2418000000.0,0.0,10188000000.0,881000000.0,4615000000.0,15461000000.0,19141000000.0,11432000000.0,719000000.0,22278000000.0,1352000000.0,,10933300000.0,10651367000.0,10761917000.0
